APC,APC_Cdc20,Bub3_BubR1,Bub3_BubR1_Cdc20,Cdc20,Cdc20_CMad2,MCC,MCC_APC,Mad1_CMad2,Mad1_CMad2_OMad2,OMad2,Time
6.816433813423325e-08,2.182000852534738e-08,1.26891270341829e-07,6.94336558604949e-11,1.9781968220430767e-07,2.5157961217388157e-10,2.364266189128738e-11,1.565334041936085e-11,4.9936473970329697e-08,6.352602967030883e-11,1.2964559835584523e-07,0.27
6.751055891787238e-08,2.2472130200191753e-08,1.2688565761926554e-07,7.179828215286126e-11,1.971523952790607e-07,2.611321400130102e-10,2.523321664590067e-11,1.7310881935853143e-11,4.993622411234563e-08,6.37758876543787e-11,1.2963254787375094e-07,0.28
6.686584276714557e-08,2.311509685945347e-08,1.2687993812874194e-07,7.414967214019305e-11,1.9649427224436725e-07,2.7056902492113213e-10,2.685182571709171e-11,1.906037340094036e-11,4.9935982308436445e-08,6.40176915635623e-11,1.2961950108439737e-07,0.29
6.623002114083706e-08,2.3749077061653772e-08,1.2687411321440608e-07,7.648796602773688e-11,1.9584514558354544e-07,2.7989056920677764e-10,2.8497022057185314e-11,2.0901797509154903e-11,4.993574733584879e-08,6.42526641512164e-11,1.2960645794707576e-07,0.3
6.560292965842328e-08,2.4374235310589236e-08,1.2686818421712636e-07,7.881330167467948e-11,1.9520485161249937e-07,2.8909729403770084e-10,3.01674502116277e-11,2.2835030987465945e-11,4.993551819905328e-08,6.448180094672548e-11,1.2959341842381658e-07,0.31
6.498440797559173e-08,2.4990732169682083e-08,1.268621524723736e-07,8.112581464344233e-11,1.945732304018856e-07,2.9818990080588325e-10,3.1861858256903487e-11,2.4859854726161282e-11,4.993529409279705e-08,6.470590720295555e-11,1.295803824790082e-07,0.32
6.437429965841904e-08,2.5598724377900118e-08,1.2685601930813687e-07,8.342563825003016e-11,1.9395012569751214e-07,3.0716923272454017e-10,3.357908993241587e-11,2.6975963680808763e-11,4.993507436535768e-08,6.492563464231972e-11,1.2956735007902003e-07,0.33
6.377245205683927e-08,2.6198364966725314e-08,1.268497860430314e-07,8.571290361526894e-11,1.9333538483629405e-07,3.160362400119803e-10,3.531807691807026e-11,2.918297643538188e-11,4.9934858485220876e-08,6.514151477912459e-11,1.2955432119185555e-07,0.34
6.317871618375951e-08,2.678980337244336e-08,1.2684345398491024e-07,8.798773971464785e-11,1.927288586586049e-07,3.2479195386192107e-10,3.7077831578140684e-11,3.1480443797088584e-11,4.9934646016124566e-08,6.535398387543738e-11,1.295412957868875e-07,0.35000000000000003
6.259294660198426e-08,2.7373185541757968e-08,1.268370244299603e-07,9.025027342587168e-11,1.921304014195477e-07,3.334374686545813e-10,3.885744035622057e-11,3.386785625772309e-11,4.993443659994109e-08,6.556340005891643e-11,1.2952827383467265e-07,0.36
6.201500131722343e-08,2.7948654032192728e-08,1.2683049866205896e-07,9.250062957458829e-11,1.915398707014857e-07,3.419739283805072e-10,4.0656057782738464e-11,3.634465058380395e-11,4.9934229943556526e-08,6.577005644348232e-11,1.2951525530680955e-07,0.37
6.144474167464887e-08,2.8516348109500155e-08,1.2682387795221986e-07,9.473893097911414e-11,1.909571273282625e-07,3.5040251445718085e-10,4.2472900950188506e-11,3.891021585092867e-11,4.9934025807069496e-08,6.597419293050912e-11,1.2950224017581128e-07,0.38
6.088203225824988e-08,2.907640384272302e-08,1.268171635581123e-07,9.696529849440225e-11,1.903820352805451e-07,3.5872443484417756e-10,4.430724436632269e-11,4.1563899027057554e-11,4.9933823993227574e-08,6.617600677243695e-11,1.2948922841499012e-07,0.39
6.032674079345828e-08,2.962895419646131e-08,1.2681035672369955e-07,9.917985105505755e-11,1.8981446161197534e-07,3.6694091526291374e-10,4.6158415165110086e-11,4.4305010080364825e-11,4.993362433887009e-08,6.637566112992272e-11,1.294762199983618e-07,0.4
5.977873805416708e-08,3.01741291193315e-08,1.2680345867902337e-07,1.0138270571699519e-10,1.8925427636676074e-07,3.7505319293114284e-10,4.8025788758318634e-11,4.7132826501382525e-11,4.993342670876496e-08,6.657329123505139e-11,1.2946321490057423e-07,0.41000000000000003
5.923789777345447e-08,3.071205562917328e-08,1.2679647064007615e-07,1.0357397769789001e-10,1.8870135249918034e-07,3.830625117225338e-10,4.9908784853829976e-11,5.0046597372208106e-11,4.993323099079905e-08,6.67690092009609e-11,1.294502130968506e-07,0.42
5.870409655743348e-08,3.1242857895493986e-08,1.2678939380871305e-07,1.0575378041658895e-10,1.8815556579527478e-07,3.909701179442876e-10,5.180686379793902e-11,5.304554707249729e-11,4.9933037091754324e-08,6.696290824568524e-11,1.2943721456293972e-07,0.43
5.817721380207985e-08,3.176665731927576e-08,1.2678222937259938e-07,1.0792222553153852e-10,1.876167947966024e-07,3.98777256721215e-10,5.371952322478409e-11,5.6128878644359916e-11,4.993284493366257e-08,6.715506633743759e-11,1.2942421927507232e-07,0.44
5.765713161307908e-08,3.2283572610096466e-08,1.2677497850520237e-07,1.1007942297820147e-10,1.8708492072591614e-07,4.064851691897646e-10,5.564629499506464e-11,5.929577682441837e-11,4.993265445093416e-08,6.734554906585379e-11,1.2941122720992502e-07,0.45
5.7143734728626086e-08,3.279371986060153e-08,1.2676764236582377e-07,1.1222548100545639e-10,1.8655982741481536e-07,4.140950904068801e-10,5.7586742398460964e-11,6.254541077235152e-11,4.993246558816886e-08,6.753441183115575e-11,1.2939823834459126e-07,0.46
5.663691044498598e-08,3.329721261847794e-08,1.2676022209965866e-07,1.1436050621102122e-10,1.8604140123349378e-07,4.2160824768694686e-10,5.954045759432079e-11,6.587693653605702e-11,4.9932278298374346e-08,6.772170162566926e-11,1.293852526565571e-07,0.47000000000000003
5.61365485446356e-08,3.379416195608032e-08,1.2675271883786975e-07,1.1648460357595094e-10,1.8552953102259065e-07,4.290258591988044e-10,6.150705927029432e-11,6.928949928405513e-11,4.9932092541432906e-08,6.790745856711036e-11,1.2937227012367984e-07,0.48
5.564254122687942e-08,3.428467653779676e-08,1.2674513369767618e-07,1.1859787649823986e-10,1.8502410802705468e-07,4.36349132824759e-10,6.348619050182722e-11,7.278223532378744e-11,4.99319082828196e-08,6.809171718041662e-11,1.2935929072416932e-07,0.49
5.515478304086582e-08,3.476886268521221e-08,1.2673746778245662e-07,1.2070042682554482e-10,1.8452502583194555e-07,4.4357926529890085e-10,6.547751679590878e-11,7.635427392194136e-11,4.99317254925888e-08,6.827450741121738e-11,1.2934631443657214e-07,0.5
5.4673170820911884e-08,3.524682444014244e-08,1.2672972218186453e-07,1.227923548870503e-10,1.8403218030015315e-07,4.507174415689623e-10,6.748072430279825e-11,8.000473894563912e-11,4.9931544144575455e-08,6.845585542456593e-11,1.2933334123975813e-07,0.51
5.419760362402728e-08,3.571866362562906e-08,1.2672189797195118e-07,1.2487375952450296e-10,1.8354546951201998e-07,4.5776483430212763e-10,6.9495518180722e-11,8.373275034362056e-11,4.9931364215734946e-08,6.863578426507781e-11,1.2932037111290853e-07,0.52
5.3727982669534636e-08,3.6184479904981885e-08,1.2671399621529406e-07,1.2694473812244536e-10,1.830647937068164e-07,4.647226034957668e-10,7.152162110008511e-11,8.753742548343869e-11,4.993118568558466e-08,6.881431441536872e-11,1.2930740403550542e-07,0.53
5.326421128070135e-08,3.6644370838941036e-08,1.267060179611298e-07,1.2900538663767306e-10,1.825900552259992e-07,4.715918961895528e-10,7.355877187499188e-11,9.141788035757452e-11,4.993100853574427e-08,6.899146425575599e-11,1.292944399873222e-07,0.54
5.280619482830634e-08,3.70984319410235e-08,1.266979642454911e-07,1.310557996279374e-10,1.8212115845819523e-07,4.783738462723351e-10,7.560672421089279e-11,9.537323067011629e-11,4.993083274956855e-08,6.91672504314731e-11,1.2928147894841524e-07,0.55
5.235384067606497e-08,3.75467567311197e-08,1.2668983609134673e-07,1.3309607027991518e-10,1.8165800978586542e-07,4.850695743615597e-10,7.766524555812722e-11,9.940259281529698e-11,4.99306583118513e-08,6.934168814872202e-11,1.2926852089911634e-07,0.56
5.1907058127835206e-08,3.798943678740633e-08,1.2668163450874317e-07,1.3512629043646807e-10,1.8120051753360368e-07,4.916801877331149e-10,7.973411606200467e-11,1.0350508475842277e-10,4.993048520857931e-08,6.951479142071092e-11,1.292555658200258e-07,0.5700000000000001
5.1465758376532345e-08,3.842656179663916e-08,1.2667336049494755e-07,1.3714655062321416e-10,1.8074859191801698e-07,4.98206780291356e-10,8.18131276008595e-11,1.0767982682845933e-10,4.993031342672668e-08,6.968657327334335e-11,1.2924261369200603e-07,0.58
5.102985445468529e-08,3.8858219602884286e-08,1.2666501503459098e-07,1.391569400744322e-10,1.8030214499913065e-07,5.046504325759972e-10,8.39020829042827e-11,1.1192594243038374e-10,4.99301429540864e-08,6.985704591361968e-11,1.2922966449617575e-07,0.59
5.059926118657161e-08,3.928449625474371e-08,1.2665659909981264e-07,1.4115754675831821e-10,1.7986109063326818e-07,5.110122118007122e-10,8.60007947444771e-11,1.1624255868464034e-10,4.992997377913434e-08,7.002622086567773e-11,1.2921671821390453e-07,0.6
5.017389514187041e-08,3.970547605112907e-08,1.2664811365040364e-07,1.43148457401614e-10,1.7942534442735894e-07,5.172931719155802e-10,8.810908519433749e-11,1.20628807000479e-10,4.9929805890917994e-08,7.019410908202601e-11,1.292037748268076e-07,0.61
4.975367459077458e-08,4.012124158563602e-08,1.2663955963395068e-07,1.45129757513626e-10,1.7899482369462762e-07,5.234943536870035e-10,9.022678494640825e-11,1.250838235893625e-10,4.9929639278963954e-08,7.036072103606802e-11,1.2919083431674118e-07,0.62
4.933851946050652e-08,4.053187378956945e-08,1.2663093798597907e-07,1.4710153140965306e-10,1.7856944741161764e-07,5.296167847919209e-10,9.235373268737187e-11,1.2960674992399531e-10,4.99294739332011e-08,7.052606679892665e-11,1.291778966657978e-07,0.63
4.892835129318465e-08,4.0937451973667363e-08,1.266222496300951e-07,1.4906386223384044e-10,1.7814913617650322e-07,5.356614799244298e-10,9.448977452321222e-11,1.3419673314795178e-10,4.992930984389766e-08,7.06901561023624e-11,1.2916496185630205e-07,0.64
4.852309320499049e-08,4.133805386856907e-08,1.2661349547812757e-07,1.5101683198147707e-10,1.77733812168646e-07,5.416294409124062e-10,9.663476345065765e-11,1.3885292644041305e-10,4.992914700160992e-08,7.085299839010738e-11,1.291520298708064e-07,0.65
4.812266984658809e-08,4.173375566407176e-08,1.266046764302683e-07,1.5296052152075227e-10,1.7732339910935502e-07,5.475216568414548e-10,9.878855887091074e-11,1.4357448934012475e-10,4.9928985397139836e-08,7.101460286018993e-11,1.291391006920873e-07,0.66
4.7727007364749844e-08,4.2124632047217815e-08,1.2659579337521177e-07,1.5489501061398784e-10,1.7691782222380965e-07,5.533391041842414e-10,1.0095102614201922e-10,1.4836058803231406e-10,4.9928825021499904e-08,7.117497850012648e-11,1.291261743031413e-07,0.67
4.7336033365144537e-08,4.2510756239253486e-08,1.2658684719029323e-07,1.5682037793836065e-10,1.765170082041056e-07,5.590827469340854e-10,1.0312203616656316e-10,1.5321039560194663e-10,4.992866586588396e-08,7.133413411606291e-11,1.2911325068718135e-07,0.68
4.6949676876245654e-08,4.289220003149793e-08,1.2657783874162595e-07,1.5873670110613085e-10,1.7612088517338603e-07,5.647535367419324e-10,1.053014650116375e-10,1.5812309225638064e-10,4.9928507921643303e-08,7.149207835672136e-11,1.2910032982763334e-07,0.6900000000000001
4.6567868314319773e-08,4.326903382016e-08,1.2656876888423713e-07,1.6064405668438953e-10,1.7572938265102135e-07,5.703524130557434e-10,1.0748919355838736e-10,1.63097865520192e-10,4.9928351180266926e-08,7.16488197330963e-11,1.290874117081326e-07,0.7000000000000001
4.619053944945654e-08,4.364132664013873e-08,1.2655963846220245e-07,1.6254252021433997e-10,1.753424315188023e-07,5.758803032614044e-10,1.0968510717859854e-10,1.6813391040469495e-10,4.992819563336525e-08,7.180436663477825e-11,1.2907449631252054e-07,0.71
4.581762337260337e-08,4.400914619784214e-08,1.2655044830877944e-07,1.6443216623012552e-10,1.7495996398811274e-07,5.813381228245269e-10,1.1188909543606433e-10,1.732304295544538e-10,4.9928041272656496e-08,7.195872734352891e-11,1.2906158362484143e-07,0.72
4.544905446356957e-08,4.437255890305753e-08,1.2654119924653937e-07,1.6631306827721723e-10,1.745819135680491e-07,5.867267754327164e-10,1.141010518106502e-10,1.783866333728692e-10,4.99278880899555e-08,7.211191004452927e-11,1.2904867362933922e-07,0.73
4.508476835996601e-08,4.4731629899905224e-08,1.2653189208749783e-07,1.6818529893037367e-10,1.7420821503445463e-07,5.920471531379476e-10,1.163208734431654e-10,1.8360174012873165e-10,4.992773607716436e-08,7.226392283566917e-11,1.2903576631045448e-07,0.74
4.472470192704803e-08,4.508642309690647e-08,1.2652252763324414e-07,1.7004892981118485e-10,1.7383880439983894e-07,5.973001364986889e-10,1.185484608993182e-10,1.8887497604546318e-10,4.9927585226264787e-08,7.241477373524076e-11,1.290228616528213e-07,0.75
4.436879322843037e-08,4.543700119619498e-08,1.2651310667506912e-07,1.7190403160521202e-10,1.734736188841526e-07,6.024865947214807e-10,1.207837179511834e-10,1.9420557537461382e-10,4.992743552931169e-08,7.256447068834237e-11,1.290099596412644e-07,0.76
4.401698149764436e-08,4.578342572190056e-08,1.265036299940916e-07,1.7375067407873465e-10,1.7311259688638923e-07,6.07607385801755e-10,1.230265513747463e-10,1.995927804550404e-10,4.9927286978427814e-08,7.271302157221558e-11,1.2899706026079624e-07,0.77
4.366920711050879e-08,4.6125757047732104e-08,1.264940983613837e-07,1.7558892609511535e-10,1.7275567795698784e-07,6.126633566637441e-10,1.2527687076221322e-10,2.0503584175906688e-10,4.992713956579935e-08,7.286043420068417e-11,1.2898416349661427e-07,0.78
4.332541155828686e-08,4.6464054423786296e-08,1.2648451253809458e-07,1.7741885563079337e-10,1.7240280277100897e-07,6.176553432993426e-10,1.2753458834789248e-10,2.105340179268086e-10,4.992699328367219e-08,7.300671632784529e-11,1.2897126933409808e-07,0.79
4.2985537421604204e-08,4.679837600260617e-08,1.2647487327557287e-07,1.792405297909171e-10,1.7205391310206092e-07,6.225841709058158e-10,1.2979961884669642e-10,2.1608657578959706e-10,4.9926848124348896e-08,7.315187565113638e-11,1.2895837775880674e-07,0.8
4.264952834509769e-08,4.712877886451823e-08,1.264651813154877e-07,1.810540148246251e-10,1.717089517969473e-07,6.27450654022208e-10,1.3207187930370585e-10,2.2169279038404813e-10,4.9926704080186094e-08,7.329591981394222e-11,1.289454887564761e-07,0.81
4.231732901277653e-08,4.745531904226645e-08,1.2645543738994853e-07,1.8285937613998543e-10,1.7136786275101767e-07,6.322555966644534e-10,1.3435128895457224e-10,2.2735194495698268e-10,4.992656114359228e-08,7.343885640775628e-11,1.2893260231301623e-07,0.8200000000000001
4.198888512407161e-08,4.777805154496625e-08,1.2644564222162351e-07,1.8465667831860254e-10,1.710305908841982e-07,6.369997924591307e-10,1.3663776909583296e-10,2.3306333096210733e-10,4.9926419307026055e-08,7.358069297397646e-11,1.2891971841450894e-07,0.8300000000000001
4.166414337054822e-08,4.809703038140226e-08,1.264357965238566e-07,1.8644598512990056e-10,1.706970821176786e-07,6.416840247757873e-10,1.3893124296409235e-10,2.3882624804948566e-10,4.9926278562994606e-08,7.372143700542417e-11,1.289068370472052e-07,0.84
4.1343051413260044e-08,4.8412308582691404e-08,1.2642590100078312e-07,1.8822735954509216e-10,1.7036728335123396e-07,6.463090668578034e-10,1.4123163562333165e-10,2.446400040485199e-10,4.992613890405239e-08,7.386109594764039e-11,1.288939581975227e-07,0.85
4.1025557860724845e-08,4.87239382243302e-08,1.2641595634744443e-07,1.9000086375084045e-10,1.7004114244116252e-07,6.508756819517861e-10,1.435388738598437e-10,2.5050391494492697e-10,4.992600032280005e-08,7.399967719998393e-11,1.2888108185204347e-07,0.86
4.0711612247502315e-08,4.903197044764545e-08,1.2640596324990095e-07,1.9176655916262323e-10,1.6971860817882006e-07,6.553846234354886e-10,1.4585288608428287e-10,2.56417304852204e-10,4.992586281188347e-08,7.413718811655796e-11,1.288682079975115e-07,0.87
4.040116501335464e-08,4.9336455480667185e-08,1.2639592238534385e-07,1.9352450643780648e-10,1.6939963026973248e-07,6.598366349442419e-10,1.481736022402519e-10,2.6237950597814024e-10,4.992572636399303e-08,7.427363600699699e-11,1.2885533662083042e-07,0.88
4.009416748297066e-08,4.9637442658442397e-08,1.263858344222058e-07,1.9527476548843546e-10,1.6908415931326762e-07,6.64232450495888e-10,1.50500953718876e-10,2.6838985858690894e-10,4.992559097186289e-08,7.440902813714415e-11,1.2884246770906124e-07,0.89
3.9790571846235784e-08,4.9934980442807e-08,1.263757000202702e-07,1.9701739549375035e-10,1.6877214678284908e-07,6.685727946142144e-10,1.528348732789069e-10,2.744477109571775e-10,4.9925456628270395e-08,7.454337172963792e-11,1.2882960124942013e-07,0.9
3.949033113903055e-08,5.02291164416328e-08,1.2636551983077903e-07,1.98752454912434e-10,1.6846354500669543e-07,6.72858382450896e-10,1.5517529497196835e-10,2.8055241933660653e-10,4.992532332603561e-08,7.467667396442101e-11,1.2881673722927616e-07,0.91
3.9193399224541443e-08,5.0519897427565425e-08,1.263552944965398e-07,2.0048000149459844e-10,1.681583071490685e-07,6.770899199059545e-10,1.575221540725737e-10,2.8670334789308923e-10,4.9925191058020854e-08,7.480894197918322e-11,1.2880387563614924e-07,0.92
3.889973077506783e-08,5.0807369356269054e-08,1.2634502465203092e-07,2.0220009229351722e-10,1.678563871920152e-07,6.812681037467363e-10,1.5987538701255634e-10,2.928998686630723e-10,4.992505981713028e-08,7.494018286975029e-11,1.2879101645770792e-07,0.93
3.860928125430964e-08,5.109157738419305e-08,1.263347109235061e-07,2.0391278367710974e-10,1.6755773991758767e-07,6.853936217254246e-10,1.622349313195802e-10,2.9914136149727324e-10,4.9924929596309606e-08,7.50704036904293e-11,1.2877815968176733e-07,0.9400000000000001
3.832200690012078e-08,5.137256588587511e-08,1.263243539290974e-07,2.0561813133918437e-10,1.6726232089052722e-07,6.894671526950897e-10,1.6460072555943352e-10,3.0542721400407346e-10,4.9924800388545714e-08,7.519961145431786e-11,1.2876530529628712e-07,0.9500000000000001
3.803786470771417e-08,5.1650378470794965e-08,1.2631395427891693e-07,2.0731619031044629e-10,1.6697008644139772e-07,6.934893667242953e-10,1.669727092818381e-10,3.1175682149083735e-10,4.992467218686645e-08,7.532781313358264e-11,1.2875245328936947e-07,0.96
3.7756812413304365e-08,5.1925057999792214e-08,1.2630351257515786e-07,2.0900701496927582e-10,1.6668099365015542e-07,6.97460925210272e-10,1.693508229695246e-10,3.1812958690338987e-10,4.992454498434032e-08,7.545501565971246e-11,1.2873960364925712e-07,0.97
3.747880847817474e-08,5.219664660106136e-08,1.2629302941219355e-07,2.1069065905228365e-10,1.6639500033014158e-07,7.013824809906703e-10,1.7173500799034045e-10,3.2454492076386717e-10,4.9924418774076284e-08,7.558122592375044e-11,1.287267563643314e-07,0.98
3.7203812073156e-08,5.2465185685736834e-08,1.2628250537667608e-07,2.1236717566464786e-10,1.661120650124854e-07,7.052546784539093e-10,1.7412520655217525e-10,3.31002241107141e-10,4.992429354922353e-08,7.570645077650901e-11,1.2871391142311029e-07,0.99
3.69317830635039e-08,5.2730715963080083e-08,1.262719410476333e-07,2.1403661729023875e-10,1.6583214693090514e-07,7.090781536481344e-10,1.7652136166050706e-10,3.375009734159945e-10,4.9924169302971266e-08,7.583069702877087e-11,1.2870106881424662e-07,1.0
3.6662681994164036e-08,5.299327745528073e-08,1.262613369965649e-07,2.1569903580153663e-10,1.655552060068954e-07,7.128535343887989e-10,1.789234170783891e-10,3.44040550555214e-10,4.992404602854856e-08,7.595397145147808e-11,1.2868822852652614e-07,1.01
3.639647007541218e-08,5.325290951188305e-08,1.2625069378753726e-07,2.1735448246934752e-10,1.6528120283528934e-07,7.165814403648844e-10,1.813313172887098e-10,3.5062041270474783e-10,4.992392371922413e-08,7.607628077591149e-11,1.2867539054886575e-07,1.02
3.613310916885901e-08,5.3509650823848896e-08,1.2624001197727709e-07,2.1900300797232215e-10,1.6501009867018444e-07,7.202624832437765e-10,1.8374500745857102e-10,3.572400072920699e-10,4.992380236830618e-08,7.619763169386229e-11,1.286625548703117e-07,1.03
3.58725617738084e-08,5.37635394372677e-08,1.2622929211526426e-07,2.2064466240628252e-10,1.6474185541122177e-07,7.2389726677481e-10,1.8616443340564162e-10,3.6389878892387565e-10,4.992368196914224e-08,7.631803085779705e-11,1.2864972148003787e-07,1.04
3.561479101395889e-08,5.4014612766723854e-08,1.262185347438231e-07,2.2227949529336155e-10,1.6447643559020778e-07,7.274863868914984e-10,1.8858954156635426e-10,3.7059621931722647e-10,4.992356251511902e-08,7.643748488101762e-11,1.2863689036734388e-07,1.05
