T,CLI,DK,KI,N,STIM,V,Z,_CLE,_ECL,_EK,_ENA,_IPUMP,_I_CL_L,_I_K,_I_K_G,_I_K_L,_I_NA,_I_NA_G,_I_NA_L,_KE,_NAE,_NAI
116.5,9.8990965,0.0,129.25648,0.069402561,0.0,-67.19474,1.0,123.27502,-67.185394,-92.564232,42.694897,0.64600426,-0.0001868456,9.7863167e-06,0.023543645,1.2684746,0.00017705743,-0.014767046,-1.9230686,4.0034857,125.30549,25.231504
117.0,9.8990927,0.0,129.25648,0.069402568,0.0,-67.19474,1.0,123.27504,-67.18541,-92.564224,42.694904,0.6460042,-0.00018654056,9.7703478e-06,0.023543652,1.2684745,0.00017676837,-0.014767054,-1.9230688,4.0034862,125.3055,25.231501
117.5,9.8990889,0.0,129.25648,0.069402575,0.0,-67.194733,1.0,123.27505,-67.185425,-92.564224,42.694908,0.64600414,-0.00018623602,9.7544043e-06,0.02354366,1.2684743,0.00017647978,-0.014767063,-1.9230688,4.0034866,125.30551,25.231497
118.0,9.8990841,0.0,129.25648,0.069402583,0.0,-67.194733,1.0,123.27506,-67.18544,-92.564217,42.694916,0.64600408,-0.00018593199,9.7384873e-06,0.023543669,1.2684742,0.00017619166,-0.014767071,-1.9230689,4.0034876,125.30553,25.231493
118.5,9.8990803,0.0,129.25647,0.06940259,0.0,-67.194733,1.0,123.27508,-67.185448,-92.564217,42.694923,0.64600396,-0.00018562844,9.7225966e-06,0.023543676,1.268474,0.000175904,-0.014767081,-1.923069,4.0034881,125.30554,25.231489
119.0,9.8990765,0.0,129.25647,0.069402598,0.0,-67.194733,1.0,123.27509,-67.185463,-92.564209,42.694931,0.6460039,-0.00018532539,9.7067314e-06,0.023543684,1.2684739,0.00017561683,-0.014767089,-1.9230691,4.0034885,125.30555,25.231485
119.5,9.8990717,0.0,129.25647,0.069402605,0.0,-67.194733,1.0,123.2751,-67.185478,-92.564201,42.694935,0.64600384,-0.00018502284,9.6908916e-06,0.023543691,1.2684737,0.00017533012,-0.014767097,-1.9230691,4.0034895,125.30556,25.231482
120.0,9.8990679,0.0,129.25647,0.069402613,0.0,-67.194725,1.0,123.27512,-67.185493,-92.564201,42.694942,0.64600378,-0.00018472077,9.6750782e-06,0.023543699,1.2684736,0.00017504387,-0.014767106,-1.9230692,4.00349,125.30557,25.231478
120.5,9.8990641,0.0,129.25647,0.06940262,0.0,-67.194725,1.0,123.27512,-67.185509,-92.564194,42.69495,0.64600372,-0.00018441922,9.6592903e-06,0.023543706,1.2684734,0.0001747581,-0.014767114,-1.9230694,4.0034904,125.30559,25.231474
121.0,9.8990593,0.0,129.25647,0.069402628,0.0,-67.194725,1.0,123.27514,-67.185516,-92.564194,42.694958,0.64600366,-0.00018411814,9.6435288e-06,0.023543714,1.2684733,0.00017447279,-0.014767122,-1.9230695,4.0034914,125.3056,25.23147
121.5,9.8990555,0.0,129.25647,0.069402635,0.0,-67.194725,1.0,123.27515,-67.185532,-92.564186,42.694962,0.6460036,-0.00018381755,9.6277927e-06,0.023543721,1.2684731,0.00017418794,-0.014767132,-1.9230695,4.0034919,125.30561,25.231466
122.0,9.8990517,0.0,129.25647,0.069402643,0.0,-67.194725,1.0,123.27516,-67.185547,-92.564186,42.694969,0.64600354,-0.00018351746,9.6120812e-06,0.02354373,1.268473,0.00017390357,-0.01476714,-1.9230696,4.0034924,125.30562,25.231462
122.5,9.8990479,0.0,129.25647,0.06940265,0.0,-67.194725,1.0,123.27518,-67.185562,-92.564178,42.694977,0.64600348,-0.00018321785,9.596396e-06,0.023543738,1.2684728,0.00017361964,-0.014767149,-1.9230697,4.0034933,125.30563,25.231459
123.0,9.8990431,0.0,129.25647,0.069402657,0.0,-67.194717,1.0,123.27518,-67.185577,-92.564171,42.694981,0.64600343,-0.00018291874,9.5807372e-06,0.023543745,1.2684727,0.0001733362,-0.014767157,-1.9230698,4.0034938,125.30564,25.231455
123.5,9.8990393,0.0,129.25647,0.069402665,0.0,-67.194717,1.0,123.2752,-67.185585,-92.564171,42.694988,0.64600337,-0.00018262012,9.565103e-06,0.023543753,1.2684726,0.00017305321,-0.014767165,-1.9230698,4.0034943,125.30566,25.231451
124.0,9.8990355,0.0,129.25647,0.069402672,0.0,-67.194717,1.0,123.27521,-67.1856,-92.564163,42.694996,0.64600331,-0.00018232198,9.5494952e-06,0.02354376,1.2684724,0.00017277067,-0.014767174,-1.92307,4.0034952,125.30566,25.231447
124.5,9.8990316,0.0,129.25647,0.06940268,0.0,-67.194717,1.0,123.27522,-67.185616,-92.564163,42.695004,0.64600325,-0.00018202432,9.5339119e-06,0.023543768,1.2684723,0.00017248861,-0.014767182,-1.9230701,4.0034957,125.30568,25.231443
125.0,9.8990269,0.0,129.25647,0.069402687,0.0,-67.194717,1.0,123.27524,-67.185631,-92.564156,42.695007,0.64600319,-0.00018172715,9.518355e-06,0.023543775,1.2684721,0.000172207,-0.01476719,-1.9230702,4.0034962,125.30569,25.23144
125.5,9.8990231,0.0,129.25647,0.069402695,0.0,-67.19471,1.0,123.27525,-67.185638,-92.564156,42.695015,0.64600313,-0.00018143047,9.5028226e-06,0.023543783,1.268472,0.00017192586,-0.014767199,-1.9230702,4.0034971,125.3057,25.231434
126.0,9.8990192,0.0,129.25647,0.069402702,0.0,-67.19471,1.0,123.27526,-67.185654,-92.564148,42.695023,0.64600307,-0.00018113428,9.4873158e-06,0.02354379,1.2684718,0.00017164517,-0.014767207,-1.9230703,4.0034976,125.30571,25.23143
126.5,9.8990154,0.0,129.25647,0.06940271,0.0,-67.19471,1.0,123.27527,-67.185669,-92.564148,42.695026,0.64600301,-0.00018083857,9.4718343e-06,0.023543797,1.2684717,0.00017136494,-0.014767216,-1.9230704,4.0034981,125.30573,25.231426
127.0,9.8990107,0.0,129.25647,0.069402717,0.0,-67.19471,1.0,123.27528,-67.185684,-92.56414,42.695034,0.64600295,-0.00018054333,9.4563784e-06,0.023543805,1.2684715,0.00017108516,-0.014767224,-1.9230705,4.003499,125.30573,25.231424
127.5,9.8990068,0.0,129.25647,0.069402725,0.0,-67.19471,1.0,123.2753,-67.185699,-92.564133,42.695042,0.64600289,-0.00018024858,9.440947e-06,0.023543812,1.2684714,0.00017080586,-0.014767232,-1.9230705,4.0034995,125.30575,25.231421
128.0,9.899003,0.0,129.25647,0.069402732,0.0,-67.19471,1.0,123.27531,-67.185707,-92.564133,42.695045,0.64600283,-0.00017995431,9.4255411e-06,0.02354382,1.2684712,0.000170527,-0.014767241,-1.9230707,4.0035,125.30576,25.231417
128.5,9.8989992,0.0,129.25647,0.069402739,0.0,-67.194702,1.0,123.27532,-67.185722,-92.564125,42.695053,0.64600277,-0.00017966054,9.4101597e-06,0.023543827,1.2684711,0.00017024859,-0.014767249,-1.9230708,4.0035009,125.30577,25.231413
129.0,9.8989954,0.0,129.25647,0.069402747,0.0,-67.194702,1.0,123.27533,-67.185738,-92.564125,42.695061,0.64600271,-0.00017936723,9.3948047e-06,0.023543835,1.268471,0.00016997065,-0.014767257,-1.9230709,4.0035014,125.30578,25.231409
129.5,9.8989906,0.0,129.25647,0.069402754,0.0,-67.194702,1.0,123.27534,-67.185753,-92.564117,42.695065,0.64600265,-0.0001790744,9.3794733e-06,0.023543842,1.2684708,0.00016969314,-0.014767266,-1.9230709,4.0035019,125.30579,25.231405
130.0,9.8989868,0.0,129.25647,0.069402762,0.0,-67.194702,1.0,123.27535,-67.18576,-92.564117,42.695072,0.64600259,-0.00017878204,9.3641684e-06,0.02354385,1.2684706,0.0001694161,-0.014767273,-1.923071,4.0035028,125.3058,25.231401
130.5,9.898983,0.0,129.25647,0.069402769,0.0,-67.194702,1.0,123.27537,-67.185776,-92.56411,42.69508,0.64600253,-0.00017849017,9.348887e-06,0.023543857,1.2684705,0.00016913952,-0.014767282,-1.9230711,4.0035033,125.30582,25.231398
131.0,9.8989792,0.0,129.25647,0.069402777,0.0,-67.194702,1.0,123.27538,-67.185791,-92.56411,42.695084,0.64600247,-0.00017819877,9.3336321e-06,0.023543864,1.2684704,0.00016886338,-0.01476729,-1.9230713,4.0035038,125.30582,25.231394
131.5,9.8989754,0.0,129.25647,0.069402784,0.0,-67.194695,1.0,123.27539,-67.185799,-92.564102,42.695091,0.64600241,-0.00017790784,9.3184008e-06,0.023543872,1.2684703,0.00016858769,-0.014767298,-1.9230713,4.0035048,125.30584,25.23139
132.0,9.8989716,0.0,129.25647,0.069402792,0.0,-67.194695,1.0,123.27541,-67.185814,-92.564095,42.695099,0.64600235,-0.0001776174,9.3031949e-06,0.023543879,1.26847,0.00016831244,-0.014767307,-1.9230714,4.0035052,125.30585,25.231386
132.5,9.8989677,0.0,129.25647,0.069402799,0.0,-67.194695,1.0,123.27541,-67.185829,-92.564095,42.695103,0.64600229,-0.00017732743,9.2880136e-06,0.023543887,1.2684699,0.00016803766,-0.014767315,-1.9230715,4.0035057,125.30586,25.231382
133.0,9.898963,0.0,129.25647,0.069402806,0.0,-67.194695,1.0,123.27543,-67.185844,-92.564087,42.69511,0.64600223,-0.00017703793,9.2728569e-06,0.023543894,1.2684698,0.00016776333,-0.014767323,-1.9230716,4.0035062,125.30587,25.231379
133.5,9.8989592,0.0,129.25647,0.069402814,0.0,-67.194695,1.0,123.27544,-67.185852,-92.564087,42.695118,0.64600217,-0.0001767489,9.2577247e-06,0.023543902,1.2684697,0.00016748943,-0.014767331,-1.9230716,4.0035071,125.30589,25.231375
134.0,9.8989553,0.0,129.25647,0.069402821,0.0,-67.194695,1.0,123.27545,-67.185867,-92.564079,42.695122,0.64600211,-0.00017646035,9.242618e-06,0.023543909,1.2684696,0.00016721599,-0.014767339,-1.9230717,4.0035076,125.30589,25.231371
134.5,9.8989515,0.0,129.25647,0.069402829,0.0,-67.194687,1.0,123.27546,-67.185883,-92.564079,42.695129,0.64600205,-0.00017617227,9.2275359e-06,0.023543917,1.2684695,0.00016694298,-0.014767348,-1.9230719,4.0035081,125.3059,25.231367
135.0,9.8989477,0.0,129.25647,0.069402836,0.0,-67.194687,1.0,123.27547,-67.18589,-92.564072,42.695137,0.64600199,-0.00017588465,9.2124774e-06,0.023543924,1.2684692,0.00016667043,-0.014767355,-1.923072,4.003509,125.30592,25.231363
135.5,9.8989439,0.0,129.25647,0.069402844,0.0,-67.194687,1.0,123.27548,-67.185905,-92.564072,42.695141,0.64600194,-0.0001755975,9.1974443e-06,0.023543932,1.2684691,0.00016639831,-0.014767364,-1.923072,4.0035095,125.30592,25.231359
136.0,9.8989401,0.0,129.25647,0.069402851,0.0,-67.194687,1.0,123.2755,-67.185921,-92.564064,42.695148,0.64600188,-0.00017531082,9.1824359e-06,0.023543939,1.268469,0.00016612666,-0.014767372,-1.9230721,4.00351,125.30594,25.231356
136.5,9.8989363,0.0,129.25647,0.069402859,0.0,-67.194687,1.0,123.27551,-67.185936,-92.564064,42.695156,0.64600182,-0.00017502462,9.167451e-06,0.023543946,1.2684689,0.00016585544,-0.01476738,-1.9230722,4.003511,125.30595,25.231352
137.0,9.8989325,0.0,129.25647,0.069402866,0.0,-67.194679,1.0,123.27552,-67.185944,-92.564056,42.69516,0.64600176,-0.00017473887,9.1524917e-06,0.023543954,1.2684687,0.00016558466,-0.014767388,-1.9230722,4.0035114,125.30596,25.231348
137.5,9.8989286,0.0,129.25647,0.069402874,0.0,-67.194679,1.0,123.27554,-67.185959,-92.564056,42.695168,0.6460017,-0.0001744536,9.1375559e-06,0.023543961,1.2684685,0.00016531433,-0.014767396,-1.9230723,4.0035119,125.30597,25.231344
138.0,9.8989248,0.0,129.25647,0.069402881,0.0,-67.194679,1.0,123.27554,-67.185974,-92.564049,42.695175,0.64600164,-0.00017416879,9.1226448e-06,0.023543969,1.2684684,0.00016504443,-0.014767405,-1.9230725,4.0035124,125.30598,25.23134
138.5,9.8989201,0.0,129.25647,0.069402888,0.0,-67.194679,1.0,123.27556,-67.185982,-92.564041,42.695179,0.64600158,-0.00017388444,9.1077582e-06,0.023543974,1.2684683,0.00016477497,-0.014767412,-1.9230726,4.0035133,125.30599,25.231339
139.0,9.8989162,0.0,129.25647,0.069402896,0.0,-67.194679,1.0,123.27557,-67.185997,-92.564041,42.695187,0.64600152,-0.00017360057,9.0928952e-06,0.023543982,1.2684681,0.00016450595,-0.01476742,-1.9230726,4.0035138,125.306,25.231335
139.5,9.8989124,0.0,129.25647,0.069402903,0.0,-67.194679,1.0,123.27558,-67.186012,-92.564034,42.69519,0.64600146,-0.00017331715,9.0780568e-06,0.023543989,1.268468,0.00016423738,-0.014767428,-1.9230727,4.0035143,125.30602,25.231331
140.0,9.8989086,0.0,129.25647,0.069402911,0.0,-67.194672,1.0,123.27559,-67.18602,-92.564034,42.695198,0.6460014,-0.00017303419,9.0632429e-06,0.023543997,1.2684679,0.00016396925,-0.014767436,-1.9230728,4.0035148,125.30602,25.231327
140.5,9.8989048,0.0,129.25647,0.069402918,0.0,-67.194672,1.0,123.2756,-67.186035,-92.564026,42.695206,0.64600134,-0.00017275171,9.0484536e-06,0.023544004,1.2684677,0.00016370154,-0.014767445,-1.9230728,4.0035157,125.30604,25.231323
141.0,9.898901,0.0,129.25647,0.069402926,0.0,-67.194672,1.0,123.27561,-67.18605,-92.564026,42.69521,0.64600128,-0.00017246968,9.0336871e-06,0.023544012,1.2684675,0.00016343428,-0.014767452,-1.9230729,4.0035162,125.30605,25.231319
141.5,9.8988972,0.0,129.25647,0.069402933,0.0,-67.194672,1.0,123.27563,-67.186058,-92.564018,42.695217,0.64600122,-0.0001721881,9.018946e-06,0.023544019,1.2684674,0.00016316745,-0.014767461,-1.9230731,4.0035167,125.30606,25.231316
142.0,9.8988934,0.0,129.25647,0.069402941,0.0,-67.194672,1.0,123.27563,-67.186073,-92.564018,42.695221,0.64600116,-0.000171907,9.0042276e-06,0.023544025,1.2684673,0.00016290107,-0.014767468,-1.9230732,4.0035176,125.30607,25.231312
142.5,9.8988895,0.0,129.25647,0.069402948,0.0,-67.194672,1.0,123.27565,-67.186089,-92.564011,42.695229,0.6460011,-0.00017162634,8.9895348e-06,0.023544032,1.2684672,0.00016263511,-0.014767476,-1.9230732,4.0035181,125.30608,25.231308
143.0,9.8988857,0.0,129.25647,0.069402955,0.0,-67.194664,1.0,123.27566,-67.186104,-92.564011,42.695236,0.64600104,-0.00017134614,8.9748646e-06,0.02354404,1.2684671,0.00016236959,-0.014767484,-1.9230733,4.0035186,125.30609,25.231304
143.5,9.8988819,0.0,129.25647,0.069402963,0.0,-67.194664,1.0,123.27567,-67.186111,-92.564003,42.69524,0.64600098,-0.00017106641,8.960219e-06,0.023544047,1.2684669,0.00016210449,-0.014767492,-1.9230734,4.0035191,125.3061,25.2313
144.0,9.8988781,0.0,129.25647,0.06940297,0.0,-67.194664,1.0,123.27568,-67.186127,-92.564003,42.695248,0.64600092,-0.00017078713,8.9455971e-06,0.023544054,1.2684667,0.00016183984,-0.0147675,-1.9230734,4.00352,125.30611,25.231298
144.5,9.8988743,0.0,129.25647,0.069402978,0.0,-67.194664,1.0,123.2757,-67.186134,-92.563995,42.695251,0.64600086,-0.0001705083,8.9309988e-06,0.023544062,1.2684666,0.00016157562,-0.014767508,-1.9230735,4.0035205,125.30612,25.231295
145.0,9.8988705,0.0,129.25647,0.069402985,0.0,-67.194664,1.0,123.2757,-67.18615,-92.563995,42.695259,0.6460008,-0.00017022993,8.9164241e-06,0.023544068,1.2684665,0.00016131182,-0.014767515,-1.9230736,4.003521,125.30614,25.231291
145.5,9.8988667,0.0,129.25647,0.069402993,0.0,-67.194664,1.0,123.27572,-67.186165,-92.563988,42.695267,0.64600074,-0.00016995202,8.901874e-06,0.023544075,1.2684664,0.00016104846,-0.014767524,-1.9230738,4.0035214,125.30614,25.231287
146.0,9.8988628,0.0,129.25647,0.069402993,0.0,-67.194656,1.0,123.27573,-67.186172,-92.563988,42.695271,0.64600068,-0.00016967456,8.8873476e-06,0.023544082,1.2684662,0.00016078554,-0.014767531,-1.9230738,4.0035224,125.30615,25.231283
146.5,9.898859,0.0,129.25647,0.069403,0.0,-67.194656,1.0,123.27574,-67.186188,-92.56398,42.695278,0.64600062,-0.00016939755,8.8728439e-06,0.02354409,1.2684661,0.00016052304,-0.014767539,-1.9230739,4.0035229,125.30617,25.231279
147.0,9.8988562,0.0,129.25647,0.069403008,0.0,-67.194656,1.0,123.27575,-67.186203,-92.563972,42.695282,0.64600056,-0.00016912099,8.8583647e-06,0.023544097,1.268466,0.00016026096,-0.014767547,-1.923074,4.0035233,125.30618,25.231276
147.5,9.8988523,0.0,129.25647,0.069403015,0.0,-67.194656,1.0,123.27576,-67.186211,-92.563972,42.69529,0.6460005,-0.00016884488,8.8439092e-06,0.023544103,1.2684658,0.00015999931,-0.014767555,-1.923074,4.0035238,125.30619,25.231272
148.0,9.8988485,0.0,129.25647,0.069403023,0.0,-67.194656,1.0,123.27577,-67.186226,-92.563965,42.695297,0.6460005,-0.00016856924,8.8294764e-06,0.02354411,1.2684656,0.00015973809,-0.014767563,-1.9230741,4.0035243,125.3062,25.23127
148.5,9.8988447,0.0,129.25647,0.06940303,0.0,-67.194656,1.0,123.27579,-67.186241,-92.563965,42.695301,0.64600044,-0.00016829403,8.8150682e-06,0.023544118,1.2684655,0.00015947731,-0.01476757,-1.9230742,4.0035253,125.30621,25.231266
149.0,9.8988409,0.0,129.25647,0.069403037,0.0,-67.194649,1.0,123.27579,-67.186249,-92.563957,42.695309,0.64600039,-0.00016801928,8.8006827e-06,0.023544125,1.2684654,0.00015921693,-0.014767578,-1.9230742,4.0035257,125.30622,25.231262
149.5,9.8988371,0.0,129.25647,0.069403045,0.0,-67.194649,1.0,123.2758,-67.186264,-92.563957,42.695312,0.64600033,-0.00016774498,8.7863209e-06,0.023544131,1.2684653,0.00015895699,-0.014767586,-1.9230744,4.0035262,125.30623,25.231258
150.0,9.8988333,0.0,129.25647,0.069403052,0.0,-67.194649,1.0,123.27582,-67.186279,-92.56395,42.69532,0.64600027,-0.00016747111,8.7719827e-06,0.023544138,1.2684652,0.00015869747,-0.014767594,-1.9230745,4.0035267,125.30624,25.231255
150.5,9.8988295,0.0,129.25647,0.06940306,0.0,-67.194649,1.0,123.27583,-67.186287,-92.56395,42.695324,0.64600021,-0.00016719769,8.7576682e-06,0.023544146,1.268465,0.00015843837,-0.014767601,-1.9230746,4.0035276,125.30625,25.231251
151.0,9.8988256,0.0,129.25647,0.069403067,0.0,-67.194649,1.0,123.27584,-67.186302,-92.563942,42.695332,0.64600015,-0.00016692473,8.7433764e-06,0.023544153,1.2684649,0.00015817971,-0.01476761,-1.9230746,4.0035281,125.30626,25.231247
151.5,9.8988218,0.0,129.25647,0.069403075,0.0,-67.194649,1.0,123.27585,-67.18631,-92.563942,42.695339,0.64600009,-0.00016665221,8.7291082e-06,0.023544159,1.2684647,0.00015792146,-0.014767617,-1.9230747,4.0035286,125.30627,25.231245
152.0,9.898818,0.0,129.25647,0.069403082,0.0,-67.194641,1.0,123.27586,-67.186325,-92.563934,42.695343,0.64600003,-0.00016638014,8.7148628e-06,0.023544166,1.2684646,0.00015766363,-0.014767624,-1.9230748,4.0035291,125.30628,25.231241
152.5,9.8988152,0.0,129.25647,0.06940309,0.0,-67.194641,1.0,123.27587,-67.18634,-92.563934,42.695351,0.64599997,-0.00016610851,8.700641e-06,0.023544174,1.2684644,0.00015740622,-0.014767632,-1.9230748,4.0035295,125.30629,25.231237
153.0,9.8988113,0.0,129.25647,0.069403097,0.0,-67.194641,1.0,123.27589,-67.186348,-92.563927,42.695354,0.64599991,-0.00016583732,8.686442e-06,0.023544181,1.2684643,0.00015714923,-0.01476764,-1.923075,4.0035305,125.3063,25.231234
153.5,9.8988075,0.0,129.25647,0.069403104,0.0,-67.194641,1.0,123.27589,-67.186363,-92.563927,42.695362,0.64599985,-0.00016556657,8.6722666e-06,0.023544187,1.2684642,0.00015689267,-0.014767648,-1.9230751,4.003531,125.30631,25.23123
154.0,9.8988037,0.0,129.25647,0.069403104,0.0,-67.194641,1.0,123.27591,-67.186378,-92.563919,42.695366,0.64599979,-0.00016529627,8.6581149e-06,0.023544194,1.2684641,0.00015663652,-0.014767655,-1.9230751,4.0035315,125.30633,25.231226
154.5,9.8987999,0.0,129.25647,0.069403112,0.0,-67.194641,1.0,123.27592,-67.186386,-92.563919,42.695374,0.64599973,-0.00016502642,8.6439859e-06,0.023544202,1.268464,0.00015638079,-0.014767663,-1.9230752,4.0035319,125.30634,25.231224
155.0,9.8987961,0.0,129.25647,0.069403119,0.0,-67.194633,1.0,123.27592,-67.186401,-92.563911,42.695377,0.64599967,-0.00016475699,8.6298796e-06,0.023544207,1.2684639,0.00015612548,-0.01476767,-1.9230753,4.0035329,125.30634,25.23122
155.5,9.8987923,0.0,129.25647,0.069403127,0.0,-67.194633,1.0,123.27594,-67.186409,-92.563911,42.695385,0.64599961,-0.00016448801,8.6157961e-06,0.023544215,1.2684637,0.00015587058,-0.014767678,-1.9230753,4.0035334,125.30636,25.231216
156.0,9.8987894,0.0,129.25645,0.069403134,0.0,-67.194633,1.0,123.27595,-67.186424,-92.563904,42.695389,0.64599961,-0.00016421947,8.6017362e-06,0.023544222,1.2684635,0.0001556161,-0.014767686,-1.9230754,4.0035338,125.30637,25.231213
156.5,9.8987856,0.0,129.25645,0.069403142,0.0,-67.194633,1.0,123.27596,-67.18644,-92.563904,42.695396,0.64599955,-0.00016395136,8.5876982e-06,0.023544228,1.2684634,0.00015536204,-0.014767693,-1.9230756,4.0035343,125.30637,25.231209
157.0,9.8987818,0.0,129.25645,0.069403149,0.0,-67.194633,1.0,123.27597,-67.186447,-92.563896,42.695404,0.64599949,-0.0001636837,8.5736838e-06,0.023544235,1.2684633,0.0001551084,-0.014767701,-1.9230756,4.0035348,125.30639,25.231207
157.5,9.898778,0.0,129.25645,0.069403157,0.0,-67.194633,1.0,123.27599,-67.186462,-92.563896,42.695408,0.64599943,-0.00016341647,8.5596921e-06,0.023544243,1.2684631,0.00015485515,-0.014767708,-1.9230757,4.0035357,125.3064,25.231203
158.0,9.8987741,0.0,129.25645,0.069403164,0.0,-67.194633,1.0,123.27599,-67.18647,-92.563889,42.695415,0.64599937,-0.00016314967,8.5457241e-06,0.023544248,1.268463,0.00015460234,-0.014767716,-1.9230758,4.0035362,125.3064,25.231199
158.5,9.8987713,0.0,129.25645,0.069403172,0.0,-67.194626,1.0,123.276,-67.186485,-92.563889,42.695419,0.64599931,-0.00016288331,8.5317779e-06,0.023544256,1.2684629,0.00015434992,-0.014767723,-1.9230758,4.0035367,125.30642,25.231195
159.0,9.8987675,0.0,129.25645,0.069403179,0.0,-67.194626,1.0,123.27602,-67.186493,-92.563881,42.695427,0.64599925,-0.00016261739,8.5178544e-06,0.023544263,1.2684628,0.00015409793,-0.014767731,-1.9230759,4.0035372,125.30643,25.231192
159.5,9.8987637,0.0,129.25645,0.069403186,0.0,-67.194626,1.0,123.27602,-67.186508,-92.563881,42.695431,0.64599919,-0.00016235191,8.5039537e-06,0.023544269,1.2684627,0.00015384634,-0.014767738,-1.923076,4.0035377,125.30643,25.23119
160.0,9.8987598,0.0,129.25645,0.069403186,0.0,-67.194626,1.0,123.27604,-67.186523,-92.563873,42.695438,0.64599913,-0.00016208684,8.4900757e-06,0.023544276,1.2684625,0.00015359517,-0.014767746,-1.923076,4.0035386,125.30645,25.231186
160.5,9.898756,0.0,129.25645,0.069403194,0.0,-67.194626,1.0,123.27605,-67.186531,-92.563873,42.695442,0.64599907,-0.00016182222,8.4762205e-06,0.023544282,1.2684624,0.0001533444,-0.014767754,-1.9230762,4.0035391,125.30646,25.231182
161.0,9.8987532,0.0,129.25645,0.069403201,0.0,-67.194626,1.0,123.27606,-67.186546,-92.563866,42.69545,0.64599901,-0.00016155803,8.462388e-06,0.023544289,1.2684623,0.00015309405,-0.014767761,-1.9230763,4.0035396,125.30647,25.231178
161.5,9.8987494,0.0,129.25645,0.069403209,0.0,-67.194618,1.0,123.27607,-67.186554,-92.563866,42.695454,0.64599895,-0.00016129427,8.4485782e-06,0.023544297,1.2684621,0.00015284411,-0.014767769,-1.9230763,4.00354,125.30648,25.231174
162.0,9.8987455,0.0,129.25645,0.069403216,0.0,-67.194618,1.0,123.27608,-67.186569,-92.563858,42.695461,0.64599895,-0.00016103094,8.4347912e-06,0.023544302,1.2684619,0.00015259456,-0.014767776,-1.9230764,4.0035405,125.30649,25.231173
162.5,9.8987417,0.0,129.25645,0.069403224,0.0,-67.194618,1.0,123.27609,-67.186577,-92.563858,42.695465,0.6459989,-0.00016076805,8.421026e-06,0.02354431,1.2684618,0.00015234543,-0.014767784,-1.9230765,4.003541,125.3065,25.231169
163.0,9.8987389,0.0,129.25645,0.069403231,0.0,-67.194618,1.0,123.2761,-67.186592,-92.56385,42.695473,0.64599884,-0.00016050557,8.4072835e-06,0.023544315,1.2684617,0.00015209671,-0.014767791,-1.9230765,4.0035419,125.30651,25.231165
163.5,9.898735,0.0,129.25645,0.069403239,0.0,-67.194618,1.0,123.27612,-67.186607,-92.56385,42.695477,0.64599878,-0.00016024354,8.3935629e-06,0.023544323,1.2684616,0.00015184838,-0.014767799,-1.9230766,4.0035424,125.30652,25.231161
164.0,9.8987312,0.0,129.25645,0.069403246,0.0,-67.194618,1.0,123.27612,-67.186615,-92.563843,42.695484,0.64599872,-0.00015998192,8.379865e-06,0.02354433,1.2684615,0.00015160047,-0.014767805,-1.9230767,4.0035429,125.30653,25.231159
164.5,9.8987274,0.0,129.25645,0.069403253,0.0,-67.194611,1.0,123.27613,-67.18663,-92.563843,42.695488,0.64599866,-0.00015972073,8.3661898e-06,0.023544336,1.2684613,0.00015135296,-0.014767813,-1.9230767,4.0035434,125.30654,25.231155
165.0,9.8987246,0.0,129.25645,0.069403253,0.0,-67.194611,1.0,123.27615,-67.186638,-92.563835,42.695496,0.6459986,-0.00015945997,8.3525374e-06,0.023544343,1.2684612,0.00015110585,-0.01476782,-1.9230769,4.0035439,125.30655,25.231152
165.5,9.8987207,0.0,129.25645,0.069403261,0.0,-67.194611,1.0,123.27615,-67.186653,-92.563835,42.695499,0.64599854,-0.00015919964,8.3389068e-06,0.023544349,1.2684611,0.00015085915,-0.014767827,-1.923077,4.0035443,125.30656,25.231148
166.0,9.8987169,0.0,129.25645,0.069403268,0.0,-67.194611,1.0,123.27617,-67.186661,-92.563828,42.695507,0.64599848,-0.00015893973,8.325298e-06,0.023544356,1.268461,0.00015061286,-0.014767835,-1.923077,4.0035453,125.30657,25.231146
166.5,9.8987141,0.0,129.25645,0.069403276,0.0,-67.194611,1.0,123.27618,-67.186676,-92.563828,42.695511,0.64599842,-0.00015868024,8.3117111e-06,0.023544362,1.2684609,0.00015036696,-0.014767842,-1.9230771,4.0035458,125.30658,25.231142
167.0,9.8987103,0.0,129.25645,0.069403283,0.0,-67.194611,1.0,123.27618,-67.186684,-92.56382,42.695518,0.64599836,-0.00015842117,8.2981469e-06,0.023544369,1.2684608,0.00015012146,-0.01476785,-1.9230772,4.0035462,125.30659,25.231138
167.5,9.8987064,0.0,129.25645,0.069403291,0.0,-67.194611,1.0,123.2762,-67.186699,-92.56382,42.695522,0.64599836,-0.00015816254,8.2846045e-06,0.023544377,1.2684606,0.00014987637,-0.014767857,-1.9230772,4.0035467,125.3066,25.231134
168.0,9.8987036,0.0,129.25645,0.069403298,0.0,-67.194603,1.0,123.27621,-67.186714,-92.563812,42.69553,0.6459983,-0.00015790432,8.2710849e-06,0.023544382,1.2684604,0.00014963167,-0.014767865,-1.9230773,4.0035472,125.30661,25.231133
