Time,Myc,Myc_ser62,Myc_thr58,Myc_total,ERK,PI3K,AKT,AKTp,GSK3B,GSK3Bp,GF,kM,ERKmax,K_GP,k_GD,K_GD,k_MS,K_MT,dM,dMS,dMT,PI3Kmax_,k_ap,K_AP,k_AD,K_AD,k_GP,K_MS,k_MT,Cell,Myc_synthesis,AKT_phosphorylation,AKTp_dephosphorylation,GSK3B_phosphorylation,GSK3Bp_dephosphorylation,Myc_ser62_phosphorylation,Myc_thr58_phosphorylation,Myc_degradation,Myc_ser62_degradation,Myc_thr58_degradation
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6,0.0,0.6,0.0,1.0,1.0,1.0,0.01,72.0,0.01,2.3,0.01,2.08,0.35,2.08,1.0,360.0,0.01,72.0,0.01,360.0,0.01,0.4,1.0,1.0,354.09836065573774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.15,0.007482938243570148,0.13662849976067803,0.00022338174299349852,0.1443348197472417,1.0,1.0,0.0024487747934783333,0.5975512252065224,0.0049068612580142525,0.5950931387419861,1.0,1.0,1.0,0.01,72.0,0.01,2.3,0.01,2.08,0.35,2.08,1.0,360.0,0.01,72.0,0.01,360.0,0.01,0.4,1.0,1.0,70.81491474277703,70.81491474277703,70.81010053841148,70.81010053841148,0.984431662483341,0.0018288861805461072,0.015564511546625909,0.04781997491623731,0.00046463402542647696
0.3,0.007483002843148996,0.2732234555161208,0.0004044712436685111,0.2811109296029383,1.0,1.0,0.0024487747934783303,0.5975512252065224,0.004906861258014245,0.5950931387419861,1.0,1.0,1.0,0.01,72.0,0.01,2.3,0.01,2.08,0.35,2.08,1.0,360.0,0.01,72.0,0.01,360.0,0.01,0.4,1.0,1.0,70.81491474277696,70.81491474277703,70.8101005384114,70.81010053841148,0.9844365234995697,0.001893444292895469,0.015564645913749911,0.09562820943064228,0.0008413001868305031
0.44999999999999996,0.007482960802802844,0.4028268371080983,0.0005417056865506742,0.4108515035974518,1.0,1.0,0.0024487747934783333,0.5975512252065224,0.004906861258014251,0.595093138741986,1.0,1.0,1.0,0.01,72.0,0.01,2.3,0.01,2.08,0.35,2.08,1.0,360.0,0.01,72.0,0.01,360.0,0.01,0.4,1.0,1.0,70.81491474277703,70.81491474277703,70.81010053841148,70.81010053841148,0.9844333600340353,0.0019152004889416336,0.015564558469829915,0.1409893929878344,0.0011267478280254024
0.6,0.0074829767923913415,0.5257992675453124,0.0006441079706541324,0.5339263523083578,1.0,1.0,0.002448774793478333,0.5975512252065224,0.004906861258014252,0.595093138741986,1.0,1.0,1.0,0.01,72.0,0.01,2.3,0.01,2.08,0.35,2.08,1.0,360.0,0.01,72.0,0.01,360.0,0.01,0.4,1.0,1.0,70.81491474277703,70.81491474277703,70.81010053841146,70.81010053841148,0.9844345632255436,0.0019261124168611684,0.01556459172817399,0.1840297436408593,0.0013397445789605953
0.75,0.0074829886575103555,0.6424809599439278,0.0007201396145739253,0.6506840882160122,1.0,1.0,0.0024487747934783337,0.5975512252065224,0.004906861258014253,0.595093138741986,1.0,1.0,1.0,0.01,72.0,0.01,2.3,0.01,2.08,0.35,2.08,1.0,360.0,0.01,72.0,0.01,360.0,0.01,0.4,1.0,1.0,70.81491474277705,70.81491474277703,70.81010053841149,70.81010053841148,0.984435456055756,0.0019326632499017831,0.01556461640762154,0.22486833598037473,0.0014978903983137648
0.8999999999999999,0.0074829891095229435,0.753194118949488,0.0007764751946274144,0.7614535832536383,1.0,1.0,0.0024487747934783337,0.5975512252065224,0.004906861258014256,0.595093138741986,1.0,1.0,1.0,0.01,72.0,0.01,2.3,0.01,2.08,0.35,2.08,1.0,360.0,0.01,72.0,0.01,360.0,0.01,0.4,1.0,1.0,70.81491474277705,70.81491474277703,70.81010053841152,70.81010053841148,0.9844354900689176,0.0019370270028414786,0.015564617347807723,0.2636179416323208,0.0016150684048250221
1.05,0.04649635376373674,0.809783471017692,0.008313436690445528,0.8645932614718742,0.1,0.1,0.5903276928097213,0.0096723071902791,0.5995005619440372,0.000499438055961628,1.0,1.0,1.0,0.01,72.0,0.01,2.3,0.01,2.08,0.35,2.08,1.0,360.0,0.01,72.0,0.01,360.0,0.01,0.4,1.0,1.0,35.400327513936446,35.400327524583304,3.4249013452165267,3.4249013935387933,0.1892894081338697,0.23687505937412215,0.09671241582857242,0.2834242148561922,0.0172919483161267
1.2,0.13623756113428145,0.7639212346098497,0.036596062824619566,0.9367548585687507,0.1,0.1,0.5903276928154394,0.00967230718456109,0.5995005619517456,0.0004994380482532505,1.0,1.0,1.0,0.01,72.0,0.01,2.3,0.01,2.08,0.35,2.08,1.0,360.0,0.01,72.0,0.01,360.0,0.01,0.4,1.0,1.0,35.40032751394216,35.400327513945136,3.4249013431925386,3.4249013431929805,0.21427216658866427,0.2367017153451536,0.28337412715930543,0.2673724321134474,0.0761198106752087
1.3499999999999999,0.2005904362884876,0.7219994615357771,0.05727593023457455,0.9798658280588393,0.1,0.1,0.5903276928154417,0.009672307184558715,0.5995005619517458,0.0004994380482530279,1.0,1.0,1.0,0.01,72.0,0.01,2.3,0.01,2.08,0.35,2.08,1.0,360.0,0.01,72.0,0.01,360.0,0.01,0.4,1.0,1.0,35.400327513942166,35.40032751394072,3.424901343191698,3.424901343191526,0.21907832644000397,0.2365242630159508,0.41722810748005423,0.25269981153752197,0.11913393488791507
1.5,0.24730544601697055,0.6826996067662203,0.07238989358132046,1.0023949463645114,0.1,0.1,0.5903276928154408,0.009672307184559564,0.5995005619517456,0.0004994380482531028,1.0,1.0,1.0,0.01,72.0,0.01,2.3,0.01,2.08,0.35,2.08,1.0,360.0,0.01,72.0,0.01,360.0,0.01,0.4,1.0,1.0,35.400327513942166,35.4003275139423,3.424901343191998,3.4249013431920154,0.22106120746527727,0.23633840348849086,0.5143953277152987,0.2389448623681771,0.15057097864914656
1.65,0.2813166425573669,0.6456484192884941,0.08342845087779947,1.0103935127236605,0.1,0.1,0.590327692815441,0.009672307184559496,0.5995005619517456,0.0004994380482530966,1.0,1.0,1.0,0.01,72.0,0.01,2.3,0.01,2.08,0.35,2.08,1.0,360.0,0.01,72.0,0.01,360.0,0.01,0.4,1.0,1.0,35.400327513942166,35.400327513942166,3.424901343191974,3.424901343191974,0.22210481083466735,0.23614277335206632,0.5851386165193231,0.22597694675097293,0.17353117782582292
1.7999999999999998,0.3061099312875956,0.6106392148658305,0.09148263497289726,1.0082317811263233,0.1,0.1,0.5903276928154411,0.009672307184559496,0.5995005619517456,0.0004994380482530967,1.0,1.0,1.0,0.01,72.0,0.01,2.3,0.01,2.08,0.35,2.08,1.0,360.0,0.01,72.0,0.01,360.0,0.01,0.4,1.0,1.0,35.400327513942166,35.400327513942166,3.424901343191974,3.4249013431919746,0.2227240501725728,0.23593646272640176,0.6367086570781989,0.21372372520304067,0.1902838807436263
1.95,0.3241961174835497,0.5775236994012717,0.0973510917633166,0.999070908648138,0.1,0.1,0.5903276928154411,0.0096723071845595,0.5995005619517456,0.0004994380482530969,1.0,1.0,1.0,0.01,72.0,0.01,2.3,0.01,2.08,0.35,2.08,1.0,360.0,0.01,72.0,0.01,360.0,0.01,0.4,1.0,1.0,35.400327513942166,35.40032751394217,3.4249013431919755,3.424901343191977,0.22311781352423035,0.23571868347393782,0.6743279243657834,0.2021332947904451,0.20249027086769855
2.1,0.33739157260736297,0.5461816960570659,0.10161714385546877,0.9851904125198976,0.1,0.1,0.5903276928154411,0.009672307184559501,0.5995005619517456,0.0004994380482530969,1.0,1.0,1.0,0.01,72.0,0.01,2.3,0.01,2.08,0.35,2.08,1.0,360.0,0.01,72.0,0.01,360.0,0.01,0.4,1.0,1.0,35.400327513942166,35.40032751394218,3.4249013431919764,3.424901343191977,0.2233792291426725,0.235488680073623,0.701774471023315,0.19116359361997307,0.21136365921937506
2.25,0.34702320864042085,0.5165090123208362,0.10470949048726302,0.96824171144852,0.1,0.1,0.5903276928154411,0.009672307184559498,0.5995005619517456,0.0004994380482530967,1.0,1.0,1.0,0.01,72.0,0.01,2.3,0.01,2.08,0.35,2.08,1.0,360.0,0.01,72.0,0.01,360.0,0.01,0.4,1.0,1.0,35.400327513942166,35.400327513942166,3.4249013431919746,3.4249013431919746,0.2235578417751646,0.23524569258525366,0.7218082739720754,0.18077815431229266,0.2177957402135071
2.4,0.35405409963926643,0.4884122642378142,0.10694072167645328,0.9494070855535339,0.1,0.1,0.5903276928154411,0.009672307184559492,0.5995005619517456,0.0004994380482530964,1.0,1.0,1.0,0.01,72.0,0.01,2.3,0.01,2.08,0.35,2.08,1.0,360.0,0.01,72.0,0.01,360.0,0.01,0.4,1.0,1.0,35.400327513942166,35.400327513942166,3.4249013431919733,3.4249013431919737,0.22368225765819139,0.23498894219423527,0.7364325272496742,0.17094429248323495,0.22243670108702285
2.55,0.35918752008435745,0.4618063187854595,0.10853995342868956,0.9295337922985066,0.1,0.1,0.5903276928154411,0.009672307184559496,0.5995005619517456,0.0004994380482530964,1.0,1.0,1.0,0.01,72.0,0.01,2.3,0.01,2.08,0.35,2.08,1.0,360.0,0.01,72.0,0.01,360.0,0.01,0.4,1.0,1.0,35.400327513942166,35.400327513942166,3.424901343191974,3.4249013431919737,0.2237701036062257,0.23471762594230203,0.7471100417754635,0.1616322115749108,0.2257631031316743
2.6999999999999997,0.3629353786909655,0.43661280312148293,0.10967450839141926,0.9092226902038676,0.1,0.1,0.5903276928154411,0.009672307184559494,0.5995005619517456,0.0004994380482530964,1.0,1.0,1.0,0.01,72.0,0.01,2.3,0.01,2.08,0.35,2.08,1.0,360.0,0.01,72.0,0.01,360.0,0.01,0.4,1.0,1.0,35.400327513942166,35.400327513942166,3.424901343191974,3.4249013431919737,0.22383271169371702,0.23443091554673368,0.7549055876772083,0.15281448109251902,0.22812297745415208
2.85,0.36567166139793356,0.412758817476881,0.11046689705479114,0.8888973759296057,0.1,0.1,0.5903276928154411,0.00967230718455949,0.5995005619517456,0.0004994380482530962,1.0,1.0,1.0,0.01,72.0,0.01,2.3,0.01,2.08,0.35,2.08,1.0,360.0,0.01,72.0,0.01,360.0,0.01,0.4,1.0,1.0,35.400327513942166,35.40032751394216,3.4249013431919724,3.4249013431919724,0.22387763242124428,0.23412795456734398,0.7605970557077019,0.14446558611690832,0.22977114587396558
3.0,0.36766976252193206,0.3901760133407844,0.11100675891525229,0.8688525347779686,0.1,0.1,0.5903276928154411,0.009672307184559494,0.5995005619517456,0.0004994380482530964,1.0,1.0,1.0,0.01,72.0,0.01,2.3,0.01,2.08,0.35,2.08,1.0,360.0,0.01,72.0,0.01,360.0,0.01,0.4,1.0,1.0,35.400327513942166,35.400327513942166,3.424901343191974,3.4249013431919737,0.2239100234431226,0.2338078560033001,0.7647531060456187,0.13656160466927453,0.23089405854372477
3.15,0.3691288465595552,0.3688003284941889,0.11135947507333019,0.8492886501270743,0.1,0.1,0.5903276928154411,0.009672307184559496,0.5995005619517456,0.0004994380482530964,1.0,1.0,1.0,0.01,72.0,0.01,2.3,0.01,2.08,0.35,2.08,1.0,360.0,0.01,72.0,0.01,360.0,0.01,0.4,1.0,1.0,35.400327513942166,35.400327513942166,3.424901343191974,3.4249013431919737,0.22393346082506882,0.23346970691304078,0.7677880008438748,0.12908011497296612,0.2316277081525268
3.3,0.37019428624885375,0.34857165452247046,0.11157280516322811,0.8303387459345524,0.1,0.1,0.5903276928154411,0.009672307184559494,0.5995005619517456,0.0004994380482530967,1.0,1.0,1.0,0.01,72.0,0.01,2.3,0.01,2.08,0.35,2.08,1.0,360.0,0.01,72.0,0.01,360.0,0.01,0.4,1.0,1.0,35.400327513942166,35.400327513942166,3.424901343191974,3.4249013431919746,0.22395046142672814,0.2331125733236958,0.7700041153976158,0.12200007908286466,0.23207143473951447
3.4499999999999997,0.37097234773951454,0.32943336238438514,0.11168161247180071,0.8120873225957004,0.1,0.1,0.5903276928154411,0.009672307184559501,0.5995005619517456,0.0004994380482530968,1.0,1.0,1.0,0.01,72.0,0.01,2.3,0.01,2.08,0.35,2.08,1.0,360.0,0.01,72.0,0.01,360.0,0.01,0.4,1.0,1.0,35.400327513942166,35.40032751394218,3.4249013431919764,3.4249013431919755,0.22396281642579316,0.23273550306047028,0.7716224832981903,0.1153016768345348,0.23229775394134547
3.5999999999999996,0.37154048653881155,0.31133207687141723,0.11171124908571908,0.7945838124959479,0.1,0.1,0.5903276928154411,0.00967230718455951,0.5995005619517456,0.0004994380482530973,1.0,1.0,1.0,0.01,72.0,0.01,2.3,0.01,2.08,0.35,2.08,1.0,360.0,0.01,72.0,0.01,360.0,0.01,0.4,1.0,1.0,35.400327513942166,35.400327513942194,3.424901343191979,3.424901343191979,0.22397180618794946,0.23233753300353543,0.772804212000728,0.10896622690499602,0.2323593980982957
3.75,0.3719552094458715,0.2942174692564758,0.11168013673765537,0.7778528154400026,0.1,0.1,0.5903276928154411,0.009672307184559515,0.5995005619517456,0.0004994380482530976,1.0,1.0,1.0,0.01,72.0,0.01,2.3,0.01,2.08,0.35,2.08,1.0,360.0,0.01,72.0,0.01,360.0,0.01,0.4,1.0,1.0,35.400327513942166,35.4003275139422,3.4249013431919813,3.4249013431919813,0.22397835153672396,0.23191769833122172,0.7736668356474128,0.10297611423976652,0.23229468441432316
3.9,0.3722579814509629,0.27804204375635116,0.11160170376600337,0.7619017289733174,0.1,0.1,0.5903276928154411,0.009672307184559501,0.5995005619517456,0.000499438048253097,1.0,1.0,1.0,0.01,72.0,0.01,2.3,0.01,2.08,0.35,2.08,1.0,360.0,0.01,72.0,0.01,360.0,0.01,0.4,1.0,1.0,35.400327513942166,35.40032751394218,3.4249013431919764,3.4249013431919773,0.2239831210553937,0.231475043440729,0.7742966014180028,0.0973147153147229,0.23213154383328702
4.05,0.37247925598359105,0.27338206178375224,0.10128176001478612,0.7471430777821295,0.1,1.0,0.002448774793478332,0.5975512252065215,0.004906861273320393,0.5950931387266778,1.0,1.0,1.0,0.01,72.0,0.01,2.3,0.01,2.08,0.35,2.08,1.0,360.0,0.01,72.0,0.01,360.0,0.01,0.4,1.0,1.0,70.814914742777,70.81491474277702,70.810100686585,70.81010053838136,0.2239866019816283,0.0018934830854760744,0.7747568524458694,0.09568372162431328,0.21066606083075512
4.2,0.3726409811871924,0.2918542035113413,0.07438166716660442,0.7388768518651381,0.1,1.0,0.002448774793478333,0.5975512252065215,0.0049068612580011215,0.595093138741997,1.0,1.0,1.0,0.01,72.0,0.01,2.3,0.01,2.08,0.35,2.08,1.0,360.0,0.01,72.0,0.01,360.0,0.01,0.4,1.0,1.0,70.81491474277703,70.81491474277702,70.81010053828427,70.81010053841149,0.22398914357562022,0.0018977215722500533,0.7750932408693603,0.10214897122896945,0.1547138677065372
4.35,0.37275908673560826,0.3093813267990733,0.054691095357514624,0.7368315088921962,0.1,1.0,0.002448774793478333,0.5975512252065215,0.0049068612580140435,0.5950931387419842,1.0,1.0,1.0,0.01,72.0,0.01,2.3,0.01,2.08,0.35,2.08,1.0,360.0,0.01,72.0,0.01,360.0,0.01,0.4,1.0,1.0,70.81491474277703,70.81491474277702,70.81010053840936,70.81010053841148,0.22399099830753663,0.0019012899240391779,0.7753389004100653,0.10828346437967566,0.11375747834363042
4.5,0.3728453373152074,0.3260117666787804,0.040277918381036136,0.7391350223750239,0.1,1.0,0.002448774793478333,0.5975512252065215,0.004906861258014263,0.595093138741984,1.0,1.0,1.0,0.01,72.0,0.01,2.3,0.01,2.08,0.35,2.08,1.0,360.0,0.01,72.0,0.01,360.0,0.01,0.4,1.0,1.0,70.81491474277703,70.81491474277702,70.81010053841148,70.81010053841146,0.22399235206538154,0.001904331533844366,0.7755183016156314,0.11410411833757313,0.08377807023255517
4.6499999999999995,0.37290832380371614,0.34179138880019144,0.029727923955604658,0.7444276365595123,0.1,1.0,0.002448774793478333,0.5975512252065215,0.004906861258014261,0.595093138741984,1.0,1.0,1.0,0.01,72.0,0.01,2.3,0.01,2.08,0.35,2.08,1.0,360.0,0.01,72.0,0.01,360.0,0.01,0.4,1.0,1.0,70.81491474277703,70.81491474277702,70.81010053841148,70.81010053841146,0.22399334029317414,0.001906951650802473,0.7756493135117296,0.119626986080067,0.06183408182765769
4.8,0.37295431906740484,0.35676371817301866,0.022006050800763573,0.7517240880411871,0.1,1.0,0.002448774793478332,0.5975512252065215,0.00490686125801426,0.595093138741984,1.0,1.0,1.0,0.01,72.0,0.01,2.3,0.01,2.08,0.35,2.08,1.0,360.0,0.01,72.0,0.01,360.0,0.01,0.4,1.0,1.0,70.814914742777,70.81491474277702,70.81010053841146,70.81010053841146,0.22399406173143283,0.0019092292723921756,0.7757449836602021,0.12486730136055653,0.045772585665588235
4.95,0.37298790643406643,0.3709700562756041,0.016354252595043153,0.7603122153047137,0.1,1.0,0.002448774793478332,0.5975512252065215,0.004906861258014261,0.595093138741984,1.0,1.0,1.0,0.01,72.0,0.01,2.3,0.01,2.08,0.35,2.08,1.0,360.0,0.01,72.0,0.01,360.0,0.01,0.4,1.0,1.0,70.814914742777,70.81491474277702,70.81010053841148,70.81010053841146,0.2239945884416693,0.0019112248503911592,0.7758148453828582,0.12983951969646143,0.03401684539768976
5.1,0.3730124343949959,0.38444959379174504,0.012217418516597934,0.7696794467033389,0.1,1.0,0.0024487747934783324,0.5975512252065215,0.0049068612580142595,0.595093138741984,1.0,1.0,1.0,0.01,72.0,0.01,2.3,0.01,2.08,0.35,2.08,1.0,360.0,0.01,72.0,0.01,360.0,0.01,0.4,1.0,1.0,70.814914742777,70.81491474277702,70.81010053841145,70.81010053841146,0.22399497302578944,0.0019129854329950253,0.7758658635415915,0.13455735782711076,0.025412230514523702
5.25,0.37303034610520386,0.39723951703875887,0.009189566695716517,0.7794594298396792,0.1,1.0,0.0024487747934783324,0.5975512252065215,0.004906861258014261,0.595093138741984,1.0,1.0,1.0,0.01,72.0,0.01,2.3,0.01,2.08,0.35,2.08,1.0,360.0,0.01,72.0,0.01,360.0,0.01,0.4,1.0,1.0,70.814914742777,70.81491474277702,70.81010053841148,70.81010053841146,0.22399525383983993,0.0019145481857786094,0.7759031198988241,0.13903383096356559,0.019114298727090355
