Myc_1_task1,Myc_ser62_2_task1,Myc_thr58_3_task1,Myc_total_4_task1,_1_task1
0.0,0.0,0.0,0.0,0.0
0.007482938243570148,0.13662849976067803,0.00022338174299349852,0.1443348197472417,0.15
0.007483002843148996,0.2732234555161208,0.0004044712436685111,0.2811109296029383,0.3
0.007482960802802844,0.4028268371080983,0.0005417056865506742,0.4108515035974518,0.44999999999999996
0.0074829767923913415,0.5257992675453124,0.0006441079706541324,0.5339263523083578,0.6
0.0074829886575103555,0.6424809599439278,0.0007201396145739253,0.6506840882160122,0.75
0.0074829891095229435,0.753194118949488,0.0007764751946274144,0.7614535832536383,0.8999999999999999
0.04649635376373674,0.809783471017692,0.008313436690445528,0.8645932614718742,1.05
0.13623756113428145,0.7639212346098497,0.036596062824619566,0.9367548585687507,1.2
0.2005904362884876,0.7219994615357771,0.05727593023457455,0.9798658280588393,1.3499999999999999
0.24730544601697055,0.6826996067662203,0.07238989358132046,1.0023949463645114,1.5
0.2813166425573669,0.6456484192884941,0.08342845087779947,1.0103935127236605,1.65
0.3061099312875956,0.6106392148658305,0.09148263497289726,1.0082317811263233,1.7999999999999998
0.3241961174835497,0.5775236994012717,0.0973510917633166,0.999070908648138,1.95
0.33739157260736297,0.5461816960570659,0.10161714385546877,0.9851904125198976,2.1
0.34702320864042085,0.5165090123208362,0.10470949048726302,0.96824171144852,2.25
0.35405409963926643,0.4884122642378142,0.10694072167645328,0.9494070855535339,2.4
0.35918752008435745,0.4618063187854595,0.10853995342868956,0.9295337922985066,2.55
0.3629353786909655,0.43661280312148293,0.10967450839141926,0.9092226902038676,2.6999999999999997
0.36567166139793356,0.412758817476881,0.11046689705479114,0.8888973759296057,2.85
0.36766976252193206,0.3901760133407844,0.11100675891525229,0.8688525347779686,3.0
0.3691288465595552,0.3688003284941889,0.11135947507333019,0.8492886501270743,3.15
0.37019428624885375,0.34857165452247046,0.11157280516322811,0.8303387459345524,3.3
0.37097234773951454,0.32943336238438514,0.11168161247180071,0.8120873225957004,3.4499999999999997
0.37154048653881155,0.31133207687141723,0.11171124908571908,0.7945838124959479,3.5999999999999996
