value_component_Environment_variable_time,value_component_Mitochondrial_variables_variable_NADHm,value_component_Mitochondrial_variables_variable_gamma,value_component_Mitochondrial_variables_variable_NADm,value_component_Mitochondrial_variables_variable_ADPm,value_component_Mitochondrial_variables_variable_PSIm,value_component_Mitochondrial_variables_variable_Cam,value_component_Mitochondrial_variables_variable_NADtot,value_component_Mitochondrial_variables_variable_fm,value_component_Mitochondrial_variables_variable_Cmito,value_component_Mitochondrial_variables_variable_Amtot,value_component_Mitochondrial_variables_variable_ATPm,value_component_Mitochondrial_variables_variable_RATm,value_component_Cytosol_variable_ATPc,value_component_Cytosol_variable_ADPc,value_component_Cytosol_variable_Ac_tot,value_component_Cytosol_variable_khyd,value_component_Cytosol_variable_Jhydbas,value_component_Cytosol_variable_Jh_yd,value_component_Cytosol_variable_delta,value_component_Clamp_protocol_variable_c,value_component_Clamp_protocol_variable_FBP,value_component_Clamp_parameters_variable_Fhold,value_component_Clamp_parameters_variable_Ftest,value_component_Clamp_parameters_variable_Fton,value_component_Clamp_parameters_variable_Ftoff,value_component_Clamp_parameters_variable_Fproto,value_component_Clamp_parameters_variable_Cproto,value_component_Clamp_parameters_variable_Chold,value_component_Clamp_parameters_variable_Ctest,value_component_Clamp_parameters_variable_Cton1,value_component_Clamp_parameters_variable_Cton2,value_component_Clamp_parameters_variable_Cton3,value_component_Clamp_parameters_variable_Ctoff1,value_component_Clamp_parameters_variable_Ctoff2,value_component_Clamp_parameters_variable_Ctoff3,value_component_Clamp_parameters_variable_pulse1,value_component_Clamp_parameters_variable_pulse2,value_component_Clamp_parameters_variable_pulse3,value_component_Clamp_parameters_variable_heav_on,value_component_Clamp_parameters_variable_heav_off,value_component_Clamp_parameters_variable_heav_Cton1,value_component_Clamp_parameters_variable_heav_Cton2,value_component_Clamp_parameters_variable_heav_Cton3,value_component_Clamp_parameters_variable_heav_Ctoff1,value_component_Clamp_parameters_variable_heav_Ctoff2,value_component_Clamp_parameters_variable_heav_Ctoff3,value_component_J_variables_variable_Juni,value_component_J_variables_variable_Jpdh,value_component_J_variables_variable_Jnaca,value_component_J_variables_variable_Jmito,value_component_J_variables_variable_Jh_leak,value_component_J_variables_variable_Jh_atp,value_component_J_variables_variable_Jo,value_component_J_variables_variable_Jh_res,value_component_J_variables_variable_Jf1f0,value_component_J_variables_variable_Jant,value_component_J_variables_variable_Jgpdh,value_component_J_variables_variable_MM1,value_component_J_variables_variable_MM2,value_component_J_variables_variable_b13,value_component_J_variables_variable_b2,value_component_J_variables_variable_FRT,value_component_J_variables_variable_kgpdh,value_component_Parameters_variable_p1,value_component_Parameters_variable_p2,value_component_Parameters_variable_p3,value_component_Parameters_variable_p4,value_component_Parameters_variable_p5,value_component_Parameters_variable_p6,value_component_Parameters_variable_p7,value_component_Parameters_variable_p8,value_component_Parameters_variable_p9,value_component_Parameters_variable_p10,value_component_Parameters_variable_p11,value_component_Parameters_variable_p12,value_component_Parameters_variable_p13,value_component_Parameters_variable_p14,value_component_Parameters_variable_p15,value_component_Parameters_variable_p16,value_component_Parameters_variable_p17,value_component_Parameters_variable_p18,value_component_Parameters_variable_p19,value_component_Parameters_variable_p20,value_component_Parameters_variable_p21,value_component_Parameters_variable_p22,value_component_Parameters_variable_p23,value_component_Parameters_variable_p24
0.0,0.6,0.001,9.4,7.4,93.0,0.1,10.0,0.01,1.8,15.0,7.6,1.027027027027027,650.0,1850.0,2500.0,5e-05,5e-05,0.035750000000000004,0.07330827067669173,0.1,0.5,1.0,5.0,90000.0,330000.0,1.0,0.1,0.1,0.1,120000.0,180000.0,240000.0,150000.0,210000.0,270000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0017000000000000008,0.12085097714824633,0.004428230196243525,0.006128230196243526,0.156,0.0007543924485019951,0.5142856882806973,5.9999996966081355,0.0002200311308130819,0.6634944194195096,0.0003535533905932738,0.5142857142857143,6.000000000000001,68.18181818181817,19.886363636363633,0.037,0.0005,400.0,1.0,0.01,0.6,0.1,177.0,5.0,7.0,0.1,177.0,5.0,120.0,10.0,190.0,8.5,35.0,0.002,-0.03,0.35,2.0,0.01,1.1,0.001,0.016
0.1,0.5999626739308338,0.001,9.400037326069166,7.400066503512954,93.287588428801,0.0999938760821403,10.0,0.01,1.8,15.0,7.599933496487046,1.027008810377476,650.0013018945749,1849.998698105425,2500.0,5e-05,5e-05,0.03575007160420162,0.07330827067669173,0.1,0.8160611794270294,1.0,5.0,90000.0,330000.0,1.0,0.1,0.1,0.1,120000.0,180000.0,240000.0,150000.0,210000.0,270000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016712411571199008,0.1543923686199258,0.00444838084009062,0.006119621997210521,0.156575176857602,0.0007803558643520492,0.5142811159585319,5.999946352849539,0.00022760379376934766,0.6670260558827623,0.00045168052299911866,0.5142811435029051,5.99994667420056,68.1820758152024,19.88643877943403,0.037,0.0005,400.0,1.0,0.01,0.6,0.1,177.0,5.0,7.0,0.1,177.0,5.0,120.0,10.0,190.0,8.5,35.0,0.002,-0.03,0.35,2.0,0.01,1.1,0.001,0.016
0.2,0.5999273097612129,0.001,9.400072690238787,7.4001333602095105,93.5749396223104,0.0999877607230751,10.0,0.01,1.8,15.0,7.5998666397904895,1.0269904973138653,650.002629729637,1849.997370270363,2500.0,5e-05,5e-05,0.035750144635130036,0.07330827067669173,0.1,0.9323320766542766,1.0,5.0,90000.0,330000.0,1.0,0.1,0.1,0.1,120000.0,180000.0,240000.0,150000.0,210000.0,270000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001642506037768962,0.16502471934914545,0.004468606583297684,0.006111112621066646,0.1571498792446208,0.0008071903224419686,0.5142767833422799,5.999895805659931,0.00023543051071224085,0.6705735056420395,0.00048278672223205267,0.5142768125157603,5.9998961460172024,68.18233481877593,19.88651432214298,0.037,0.0005,400.0,1.0,0.01,0.6,0.1,177.0,5.0,7.0,0.1,177.0,5.0,120.0,10.0,190.0,8.5,35.0,0.002,-0.03,0.35,2.0,0.01,1.1,0.001,0.016
0.30000000000000004,0.5998926032791744,0.001,9.400107396720825,7.400200571647752,93.8620527697028,0.09998165382388745,10.0,0.01,1.8,15.0,7.599799428352248,1.0269720874146595,650.0039836211565,1849.9960163788435,2500.0,5e-05,5e-05,0.03575021909916361,0.07330827067669173,0.1,0.9751059082601635,1.0,5.0,90000.0,330000.0,1.0,0.1,0.1,0.1,120000.0,180000.0,240000.0,150000.0,210000.0,270000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016137947230297214,0.1687674837624279,0.004488907554140973,0.006102702277170694,0.1577241055394056,0.0008349241725512998,0.5142725307514344,5.999846192100068,0.00024351955032746243,0.6741368108348083,0.0004937372550912487,0.514272561648909,5.999846552570605,68.18259519860608,19.886590266260107,0.037,0.0005,400.0,1.0,0.01,0.6,0.1,177.0,5.0,7.0,0.1,177.0,5.0,120.0,10.0,190.0,8.5,35.0,0.002,-0.03,0.35,2.0,0.01,1.1,0.001,0.016
0.4,0.5998581320018083,0.001,9.400141867998192,7.400268139388628,94.14892699535535,0.09997555528543998,10.0,0.01,1.8,15.0,7.599731860611372,1.0269535802575962,650.0053636853745,1849.9946363146255,2500.0,5e-05,5e-05,0.0357502950026956,0.07330827067669173,0.1,0.9908409289705414,1.0,5.0,90000.0,330000.0,1.0,0.1,0.1,0.1,120000.0,180000.0,240000.0,150000.0,210000.0,270000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001585107300464466,0.17012339233021082,0.004509283875100575,0.006094391175565041,0.15829785399071072,0.000863586647520407,0.5142683064509239,5.9997969085941145,0.00025187943886011876,0.6777160126333914,0.000497704965057247,0.5142683391727096,5.999797290348281,68.18285696077162,19.88666661355839,0.037,0.0005,400.0,1.0,0.01,0.6,0.1,177.0,5.0,7.0,0.1,177.0,5.0,120.0,10.0,190.0,8.5,35.0,0.002,-0.03,0.35,2.0,0.01,1.1,0.001,0.016
0.5,0.5998237466108286,0.001,9.400176253389171,7.400336064996314,94.43556139905341,0.0999694650083857,10.0,0.01,1.8,15.0,7.599663935003686,1.0269349754195887,650.0067700388315,1849.9932299611685,2500.0,5e-05,5e-05,0.03575037235213573,0.07330827067669173,0.1,0.9966296543113966,1.0,5.0,90000.0,330000.0,1.0,0.1,0.1,0.1,120000.0,180000.0,240000.0,150000.0,210000.0,270000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0015564438600946598,0.17061929798622175,0.0045297356656553225,0.006086179525749982,0.15887112279810683,0.0008932078930408792,0.5142640921503864,5.999747741754508,0.00026051896880358976,0.6813111517271108,0.0004991567024270527,0.5142641268025363,5.99974814602959,68.18312011136415,19.886743365814542,0.037,0.0005,400.0,1.0,0.01,0.6,0.1,177.0,5.0,7.0,0.1,177.0,5.0,120.0,10.0,190.0,8.5,35.0,0.002,-0.03,0.35,2.0,0.01,1.1,0.001,0.016
0.6000000000000001,0.599789392935509,0.001,9.40021060706449,7.400404350038146,94.72195506929154,0.09996338289316838,10.0,0.01,1.8,15.0,7.599595649961854,1.026916272476744,650.008202798364,1849.991797201636,2500.0,5e-05,5e-05,0.03575045115391002,0.07330827067669173,0.1,0.9987600350004155,1.0,5.0,90000.0,330000.0,1.0,0.1,0.1,0.1,120000.0,180000.0,240000.0,150000.0,210000.0,270000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001527804493070847,0.170801236479091,0.004550263043196439,0.006078067536267286,0.15944391013858308,0.0009238189960341409,0.5142598812096606,5.999698614112707,0.00026944720717662446,0.6849222684793719,0.0004996899125959057,0.5142599179042866,5.999699042216677,68.18338465648787,19.886820524808964,0.037,0.0005,400.0,1.0,0.01,0.6,0.1,177.0,5.0,7.0,0.1,177.0,5.0,120.0,10.0,190.0,8.5,35.0,0.002,-0.03,0.35,2.0,0.01,1.1,0.001,0.016
0.7000000000000001,0.5997550511647679,0.001,9.400244948835232,7.4004729960845586,95.0081070879649,0.09995730884002388,10.0,0.01,1.8,15.0,7.5995270039154414,1.0268974710043801,650.0096620811032,1849.9903379188968,2500.0,5e-05,5e-05,0.035750531414460676,0.07330827067669173,0.1,0.9995438159171403,1.0,5.0,90000.0,330000.0,1.0,0.1,0.1,0.1,120000.0,180000.0,240000.0,150000.0,210000.0,270000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0014991892912035113,0.17086792181688176,0.004570866123337389,0.0060700554145409,0.16001621417592982,0.0009554520130867096,0.5142556711958864,5.999649497285343,0.000278673503816957,0.6885494029803086,0.0004998859409698227,0.514255710051499,5.999649950600823,68.18365060225942,19.886898092325666,0.037,0.0005,400.0,1.0,0.01,0.6,0.1,177.0,5.0,7.0,0.1,177.0,5.0,120.0,10.0,190.0,8.5,35.0,0.002,-0.03,0.35,2.0,0.01,1.1,0.001,0.016
0.8,0.599720714019968,0.001,9.400279285980032,7.4005420047090364,95.29401653204904,0.09995124274898126,10.0,0.01,1.8,15.0,7.5994579952909636,1.026878570577041,650.0111480044723,1849.9888519955277,2500.0,5e-05,5e-05,0.035750613140245975,0.07330827067669173,0.1,0.9998320352633807,1.0,5.0,90000.0,330000.0,1.0,0.1,0.1,0.1,120000.0,180000.0,240000.0,150000.0,210000.0,270000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001470598346795097,0.17089223600181525,0.004591545020011505,0.006062143366806602,0.16058803306409808,0.0009881399994125187,0.5142514612107032,5.999600380791537,0.0002882074998286513,0.6921925950626872,0.0004999580070524375,0.514251502352569,5.999600860779971,68.18391795480751,19.88697607015219,0.037,0.0005,400.0,1.0,0.01,0.6,0.1,177.0,5.0,7.0,0.1,177.0,5.0,120.0,10.0,190.0,8.5,35.0,0.002,-0.03,0.35,2.0,0.01,1.1,0.001,0.016
0.9,0.5996863788206395,0.001,9.400313621179361,7.400611377488055,95.57968247418634,0.09994518451986391,10.0,0.01,1.8,15.0,7.599388622511945,1.0268595707685113,650.0126606861852,1849.9873393138148,2500.0,5e-05,5e-05,0.03575069633774019,0.07330827067669173,0.1,0.9999381437806127,1.0,5.0,90000.0,330000.0,1.0,0.1,0.1,0.1,120000.0,180000.0,240000.0,150000.0,210000.0,270000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0014420317525813667,0.1709009859068271,0.004612299845492115,0.006054331598073482,0.16115936494837269,0.001021917038520656,0.5142472509185673,5.999551260716619,0.00029805913623519135,0.6958518843043636,0.0004999845357060088,0.5142472944790873,5.999551768922687,68.18418672027285,19.88705446007958,0.037,0.0005,400.0,1.0,0.01,0.6,0.1,177.0,5.0,7.0,0.1,177.0,5.0,120.0,10.0,190.0,8.5,35.0,0.002,-0.03,0.35,2.0,0.01,1.1,0.001,0.016
