Time,Ncrit,R,S,N,b,C0,t1,t2,Ninf,tme,sensitive_cell_growth,sensitive_cell_death,resistance,resistant_cell_growth
440.0,500000000000.0,402278695250.87366,206235.181463746,402278901486.0551,0.005928,2.0,1e-06,1e-06,2000000000000.0,1.0,1960.692403283253,3921.384806566506,-3824.4899430797946,3824491903.7721987
460.0,500000000000.0,481279100471.09503,244898.91618984973,481279345370.0112,0.005928,2.0,1e-06,1e-06,2000000000000.0,1.0,2067.967311982561,4135.934623965122,-4063.998962331433,4064001030.298745
480.0,500000000000.0,564366200388.9994,285815.3928381178,564366486204.3922,0.005928,2.0,1e-06,1e-06,2000000000000.0,1.0,2143.643291656243,4287.286583312486,-4232.799342267638,4232801485.9109306
500.0,500000000000.0,650118245229.9872,328212.30753581657,650118573442.2947,0.005928,2.0,1e-06,1e-06,2000000000000.0,1.0,2186.4113363985643,4372.822672797129,-4330.810122372273,4330812308.783609
520.0,500000000000.0,737149574613.8423,371355.6886219534,737149945969.5309,0.005928,2.0,1e-06,1e-06,2000000000000.0,1.0,2197.238378101019,4394.476756202038,-4361.566469591043,4361568666.829421
540.0,500000000000.0,824173457170.5923,414573.99621478387,824173871744.5885,0.005928,2.0,1e-06,1e-06,2000000000000.0,1.0,2178.709124995251,4357.418249990502,-4331.2734153012725,4331275594.010397
560.0,500000000000.0,910046098146.6215,457275.6173577249,910046555422.2388,0.005928,2.0,1e-06,1e-06,2000000000000.0,1.0,2134.446857576526,4268.893715153052,-4247.862743332679,4247864877.7795377
580.0,500000000000.0,993792490811.1454,498958.9863382932,993792989770.1317,0.005928,2.0,1e-06,1e-06,2000000000000.0,1.0,2068.627231562125,4137.25446312425,-4120.1486157019,4120150684.329131
600.0,500000000000.0,1074616706908.8965,539215.9457950629,1074617246124.8423,0.005928,2.0,1e-06,1e-06,2000000000000.0,1.0,1985.5929703521385,3971.185940704277,-3957.135031034192,3957137016.627163
620.0,500000000000.0,1151900380940.018,577729.7961889682,1151900958669.8142,0.005928,2.0,1e-06,1e-06,2000000000000.0,1.0,1889.567414077386,3779.134828154772,-3767.4919084773187,3767493798.0447335
640.0,500000000000.0,1225192104580.2327,614269.2005899235,1225192718849.4333,0.005928,2.0,1e-06,1e-06,2000000000000.0,1.0,1784.4585602140305,3568.917120428061,-3559.194308761133,3559196093.2196927
660.0,500000000000.0,1294191029236.1323,648679.4601449983,1294191677915.5925,0.005928,2.0,1e-06,1e-06,2000000000000.0,1.0,1673.7398817944643,3347.4797635889286,-3339.3042136531717,3339305887.3930535
680.0,500000000000.0,1358727467292.3552,680872.4452944339,1358728148164.8005,0.005928,2.0,1e-06,1e-06,2000000000000.0,1.0,1560.3918489150938,3120.7836978301875,-3113.866946863152,3113868507.2550006
700.0,500000000000.0,1418742308849.7925,710816.0454874838,1418743019665.838,0.005928,2.0,1e-06,1e-06,2000000000000.0,1.0,1446.8890381585331,2893.7780763170663,-2887.894384498238,2887895831.387276
720.0,500000000000.0,1474266647303.402,738523.7966117407,1474267385827.1987,0.005928,2.0,1e-06,1e-06,2000000000000.0,1.0,1335.2192812463143,2670.4385624926285,-2665.4093965797,2665410731.798981
740.0,500000000000.0,1525402835791.9954,764045.2777802757,1525403599837.2732,0.005928,2.0,1e-06,1e-06,2000000000000.0,1.0,1226.9229719119467,2453.8459438238933,-2449.528709431202,2449529936.3541746
760.0,500000000000.0,1572307371162.9612,787457.4560406675,1572308158620.4172,0.005928,2.0,1e-06,1e-06,2000000000000.0,1.0,1123.1438591258927,2246.2877182517855,-2242.567481716561,2242568604.86042
780.0,500000000000.0,1615175921873.286,808857.1276206347,1615176730730.4136,0.005928,2.0,1e-06,1e-06,2000000000000.0,1.0,1024.6846310477301,2049.3692620954603,-2046.1526000605106,2046153624.7451415
800.0,500000000000.0,1654230817195.6282,828354.6113772296,1654231645550.2395,0.005928,2.0,1e-06,1e-06,2000000000000.0,1.0,932.0620352079451,1864.1240704158902,-1861.3344441189138,1861335376.1809487
820.0,500000000000.0,1689710462727.3936,846068.4138530241,1689711308795.8074,0.005928,2.0,1e-06,1e-06,2000000000000.0,1.0,845.5594979911908,1691.1189959823816,-1688.6932449191415,1688694090.4786396
840.0,500000000000.0,1721861063377.244,862121.0615338491,1721861925498.3054,0.005928,2.0,1e-06,1e-06,2000000000000.0,1.0,765.2741862719781,1530.5483725439562,-1528.4340253166326,1528434790.590819
860.0,500000000000.0,1750929783504.0063,876635.6564361992,1750930660139.6628,0.005928,2.0,1e-06,1e-06,2000000000000.0,1.0,691.1591782709554,1382.3183565419108,-1380.4715512048829,1380472242.3640614
880.0,500000000000.0,1777159772195.416,889733.3713214144,1777160661928.7874,0.005928,2.0,1e-06,1e-06,2000000000000.0,1.0,623.0588955570231,1246.1177911140462,-1244.5016520979234,1244502275.1568189
900.0,500000000000.0,1800786534282.292,901531.6186570927,1800787435813.9106,0.005928,2.0,1e-06,1e-06,2000000000000.0,1.0,560.7386166833056,1121.4772333666112,-1120.0605988239452,1120061159.5625618
920.0,500000000000.0,1822035083300.0942,912142.6178154416,1822035995442.7122,0.005928,2.0,1e-06,1e-06,2000000000000.0,1.0,503.9094370250558,1007.8188740501116,-1006.57528274175,1006575786.6511871
940.0,500000000000.0,1841118168875.5864,921672.499335897,1841119090548.0857,0.005928,2.0,1e-06,1e-06,2000000000000.0,1.0,452.24797254956206,904.4959450991241,-903.40282787387,903403280.1218426
960.0,500000000000.0,1858235276174.6165,930220.7968339088,1858236206395.4133,0.005928,2.0,1e-06,1e-06,2000000000000.0,1.0,405.41172534115645,810.8234506823129,-809.8614811079572,809861886.5196825
980.0,500000000000.0,1873572180893.0337,937880.2187162535,1873573118773.2524,0.005928,2.0,1e-06,1e-06,2000000000000.0,1.0,363.05089887940886,726.1017977588177,-725.2543665133022,725254729.5642012
1000.0,500000000000.0,1887300455807.507,944736.3974278284,1887301400543.9045,0.005928,2.0,1e-06,1e-06,2000000000000.0,1.0,324.81857916606475,649.6371583321295,-648.8899414863055,648890266.3048846
1020.0,500000000000.0,1899578202568.0938,950868.2504543008,1899579153436.3442,0.005928,2.0,1e-06,1e-06,2000000000000.0,1.0,290.3759902364448,580.7519804728896,-580.0925893039649,580092879.6799552
1040.0,500000000000.0,1910550282293.4014,956348.0928220421,1910551238641.4941,0.005928,2.0,1e-06,1e-06,2000000000000.0,1.0,259.39780460036434,518.7956092007287,-518.2132995826855,518213558.9804902
1060.0,500000000000.0,1920348772128.6978,961241.8630385132,1920349733370.5608,0.005928,2.0,1e-06,1e-06,2000000000000.0,1.0,231.57573791393278,463.15147582786557,-462.6369059206346,462637137.4963725
1080.0,500000000000.0,1929093894607.2837,965609.5851124314,1929094860216.869,0.005928,2.0,1e-06,1e-06,2000000000000.0,1.0,206.61988409893775,413.2397681978755,-412.78479786338784,412785004.4832719
1100.0,500000000000.0,1936894705018.3323,969505.7105470605,1936895674524.0427,0.005928,2.0,1e-06,1e-06,2000000000000.0,1.0,184.25996436649234,368.5199287329847,-368.1174507841273,368117635.0440917
1120.0,500000000000.0,1943849813328.999,972979.477888115,1943850786308.4768,0.005928,2.0,1e-06,1e-06,2000000000000.0,1.0,164.24585577521546,328.4917115504309,-328.1355090590932,328135673.304949
1140.0,500000000000.0,1950048283738.3984,976075.3609877042,1950049259813.7595,0.005928,2.0,1e-06,1e-06,2000000000000.0,1.0,146.34709575227816,292.69419150455633,-292.378817724946,292378964.07204175
1160.0,500000000000.0,1955570318277.3794,978833.4098789128,1955571297110.7893,0.005928,2.0,1e-06,1e-06,2000000000000.0,1.0,130.35258747267054,260.70517494534107,-260.42585061565967,260425980.96824715
1180.0,500000000000.0,1960488104862.4944,981289.6736677787,1960489086152.168,0.005928,2.0,1e-06,1e-06,2000000000000.0,1.0,116.06949143331437,232.13898286662874,-231.89150920556608,231891625.2750575
1200.0,500000000000.0,1964866438542.9749,983476.5105295366,1964867422019.4854,0.005928,2.0,1e-06,1e-06,2000000000000.0,1.0,103.3224981679418,206.6449963358836,-206.4256799301154,206425783.25261354
1220.0,500000000000.0,1968763465483.2473,985422.9588724041,1968764450906.2063,0.005928,2.0,1e-06,1e-06,2000000000000.0,1.0,91.95252413622735,183.9050482724547,-183.71063697703354,183710728.9295577
1240.0,500000000000.0,1972231281999.3796,987155.0363154709,1972232269154.416,0.005928,2.0,1e-06,1e-06,2000000000000.0,1.0,81.81565024812494,163.63130049624988,-163.45892800588882,163459009.82153904
1260.0,500000000000.0,1975316517929.647,988696.0308488111,1975317506625.6777,0.005928,2.0,1e-06,1e-06,2000000000000.0,1.0,72.78196388919686,145.56392777839372,-145.41106571958653,145411138.50155044
1280.0,500000000000.0,1978060863313.7288,990066.7637409684,1978061853380.4924,0.005928,2.0,1e-06,1e-06,2000000000000.0,1.0,64.73445233974614,129.46890467949228,-129.33332102376417,129333385.7582165
1300.0,500000000000.0,1980501577282.6077,991285.8435775781,1980502568568.4512,0.005928,2.0,1e-06,1e-06,2000000000000.0,1.0,57.56785678964011,115.13571357928022,-115.01543661209092,115015494.17994772
1320.0,500000000000.0,1982671950519.3098,992369.8971474649,1982672942889.207,0.005928,2.0,1e-06,1e-06,2000000000000.0,1.0,51.18758918215667,102.37517836431334,-102.26846539870814,102268516.58629733
1340.0,500000000000.0,1984601671425.7188,993333.7522656564,1984602664759.471,0.005928,2.0,1e-06,1e-06,2000000000000.0,1.0,45.50887391814242,91.01774783628484,-90.9230576643015,90923103.17317541
1360.0,500000000000.0,1986317207246.3262,994190.6280693916,1986318201436.9543,0.005928,2.0,1e-06,1e-06,2000000000000.0,1.0,40.45579968494942,80.91159936989884,-80.8275682324576,80827608.68825728
1380.0,500000000000.0,1987842196087.5864,994952.3307615675,1987843191039.9172,0.005928,2.0,1e-06,1e-06,2000000000000.0,1.0,35.96030188023172,71.92060376046344,-71.84602465132234,71846060.61162423
1400.0,500000000000.0,1989197671129.0942,995629.3655791393,1989198666758.4597,0.005928,2.0,1e-06,1e-06,2000000000000.0,1.0,31.961610100589635,63.92322020117927,-63.8570242639733,63857056.2255834
1420.0,500000000000.0,1990402369956.9373,996231.0912600491,1990403366188.0286,0.005928,2.0,1e-06,1e-06,2000000000000.0,1.0,28.405421925118485,56.81084385023697,-56.75208424734836,56752112.65277029
1440.0,500000000000.0,1991472995591.3157,996765.850398128,1991473992357.166,0.005928,2.0,1e-06,1e-06,2000000000000.0,1.0,25.243200419300795,50.48640083860159,-50.43423866868784,50434263.91188826
1460.0,500000000000.0,1992424411898.961,997241.067062355,1992425409140.028,0.005928,2.0,1e-06,1e-06,2000000000000.0,1.0,22.431650772383428,44.863301544766855,-44.81699330732737,44817015.73897815
1480.0,500000000000.0,1993269855278.948,997663.3524241523,1993270852942.3005,0.005928,2.0,1e-06,1e-06,2000000000000.0,1.0,19.93213740064269,39.86427480128538,-39.82316144005764,39823181.37219504
1500.0,500000000000.0,1994021088629.9146,998038.5816832111,1994022086668.4963,0.005928,2.0,1e-06,1e-06,2000000000000.0,1.0,17.710262463606725,35.42052492721345,-35.38402203101065,35384039.74127311
1520.0,500000000000.0,1994688570987.994,998371.9788547154,1994689569359.9727,0.005928,2.0,1e-06,1e-06,2000000000000.0,1.0,15.735390857177086,31.47078171435417,-31.43837092570715,31438386.661098007
1540.0,500000000000.0,1995281610473.5867,998668.1931379873,1995282609141.7798,0.005928,2.0,1e-06,1e-06,2000000000000.0,1.0,13.98021874694167,27.96043749388334,-27.93165898968086,27931672.96989961
1560.0,500000000000.0,1995808490584.1748,998931.3619641424,1995809489515.5369,0.005928,2.0,1e-06,1e-06,2000000000000.0,1.0,12.420416392213658,24.840832784427317,-24.815278635647875,24815291.05606427
1580.0,500000000000.0,1996276578682.1667,999165.1651730444,1996277577847.332,0.005928,2.0,1e-06,1e-06,2000000000000.0,1.0,11.034320099122695,22.06864019824539,-22.045948476033317,22045959.510353416
1600.0,500000000000.0,1996692424230.594,999372.874083229,1996693423603.468,0.005928,2.0,1e-06,1e-06,2000000000000.0,1.0,9.802651709979266,19.60530341995853,-19.585152967192112,19585162.76984382
1620.0,500000000000.0,1997061848711.3342,999557.3964076765,1997062848268.7307,0.005928,2.0,1e-06,1e-06,2000000000000.0,1.0,8.708260486384823,17.416520972769646,-17.398626776306045,17398635.484566532
1640.0,500000000000.0,1997390026612.1152,999721.3167046863,1997391026333.432,0.005928,2.0,1e-06,1e-06,2000000000000.0,1.0,7.735889671187973,15.471779342375946,-15.455888440391293,15455896.176280964
1660.0,500000000000.0,1997681557305.4214,999866.9322775245,1997682557172.3538,0.005928,2.0,1e-06,1e-06,2000000000000.0,1.0,6.871968630120699,13.743937260241397,-13.729825120278068,13729831.992246699
1680.0,500000000000.0,1997940528655.5134,999996.2849428862,1997941528651.7983,0.005928,2.0,1e-06,1e-06,2000000000000.0,1.0,6.104428396255029,12.208856792510058,-12.196324102788402,12196330.2072168
1700.0,500000000000.0,1998170573528.1956,1000111.1892554741,1998171573639.3848,0.005928,2.0,1e-06,1e-06,2000000000000.0,1.0,5.422537373526276,10.845074747052552,-10.833944572265933,10833949.994803306
1720.0,500000000000.0,1998374920164.1265,1000213.2576681232,1998375920377.384,0.005928,2.0,1e-06,1e-06,2000000000000.0,1.0,4.816754538240275,9.63350907648055,-9.623624336339493,9623629.153094033
1740.0,500000000000.0,1998556437089.4072,1000303.9229635139,1998557437393.33,0.005928,2.0,1e-06,1e-06,2000000000000.0,1.0,4.2785982885082126,8.557196577016425,-8.548417810844729,8548422.089443017
1760.0,500000000000.0,1998717673096.5356,1000384.458223605,1998718673480.994,0.005928,2.0,1e-06,1e-06,2000000000000.0,1.0,3.800529477528519,7.601058955057038,-7.593262339719477,7593266.140248954
1780.0,500000000000.0,1998860892796.3162,1000455.994586872,1998861893252.3108,0.005928,2.0,1e-06,1e-06,2000000000000.0,1.0,3.375847238514926,6.751694477029852,-6.7447700690941135,6744773.444941352
1800.0,500000000000.0,1998988108224.1094,1000519.5370348468,1998989108743.6465,0.005928,2.0,1e-06,1e-06,2000000000000.0,1.0,2.998596240668876,5.997192481337752,-5.9910426577704206,5991045.656366662
1820.0,500000000000.0,1999101106943.9348,1000575.9784294781,1999102107519.9133,0.005928,2.0,1e-06,1e-06,2000000000000.0,1.0,2.663484118413442,5.326968236826884,-5.321506311581872,5321508.97506599
1840.0,500000000000.0,1999201477040.9587,1000626.1119963514,1999202477667.0708,0.005928,2.0,1e-06,1e-06,2000000000000.0,1.0,2.3658079610499922,4.7316159220999845,-4.726764918617702,4726767.284425664
1860.0,500000000000.0,1999290629333.3115,1000670.6424190189,1999291630003.9539,0.005928,2.0,1e-06,1e-06,2000000000000.0,1.0,2.1013889171035194,4.202777834207039,-4.198469396079779,4198471.497468696
1880.0,500000000000.0,1999369817161.8135,1000710.1957236539,1999370817872.0093,0.005928,2.0,1e-06,1e-06,2000000000000.0,1.0,1.8665138780955761,3.7330277561911522,-3.729201180607359,3729203.0471212375
1900.0,500000000000.0,1999440153918.7432,1000745.3280342781,1999441154664.0713,0.005928,2.0,1e-06,1e-06,2000000000000.0,1.0,1.657883786091884,3.315767572183768,-3.3123689518837804,3312370.6097675664
1920.0,500000000000.0,1999502628652.951,1000776.5333672301,1999503629429.4844,0.005928,2.0,1e-06,1e-06,2000000000000.0,1.0,1.4725675821631226,2.945135164326245,-2.942116625962861,2942118.0985304434
1940.0,500000000000.0,1999558119947.1667,1000804.2505626528,1999559120751.4172,0.005928,2.0,1e-06,1e-06,2000000000000.0,1.0,1.30796122870294,2.61592245740588,-2.613241485480834,2613242.793442063
1960.0,500000000000.0,1999607408247.6233,1000828.8694429399,1999608409076.4927,0.005928,2.0,1e-06,1e-06,2000000000000.0,1.0,1.1617512822545368,2.3235025645090737,-2.3211214012203,2321122.562971582
1980.0,500000000000.0,1999651186816.4414,1000850.7362832724,1999652187667.1777,0.005928,2.0,1e-06,1e-06,2000000000000.0,1.0,1.031882519889858,2.063765039779716,-2.0616501522046202,2061651.1840871403
2000.0,500000000000.0,1999690071462.5022,1000870.1586720316,1999691072332.661,0.005928,2.0,1e-06,1e-06,2000000000000.0,1.0,0.9165291640069275,1.833058328013855,-1.8311799350432623,1831180.8515724263
