RKIP_1_task1,Raf1_2_task1,Raf1_RKIP_3_task1,_1_task1
2.5,2.0,0.0,0.0
1.6715367156390786,1.173174200861515,0.5546399813985899,0.5
1.29580649069735,0.8038956335302432,0.5656003611200119,1.0
1.0826857746439,0.6002101417469158,0.49698012923930807,1.5
0.9470330549817808,0.4746931771877726,0.42772671006109536,2.0
0.8547523877363887,0.39191718647357,0.3704411735774897,2.5
0.789338367799159,0.33480496533213266,0.32513062915268615,3.0
0.7417036177873824,0.2941317249849688,0.2896570655494363,3.5
0.706371320978161,0.26449426802711806,0.2619078944764391,4.0
0.6798199193342006,0.24252933825815134,0.24018110051277392,4.5
0.6596765625422552,0.22604250211990992,0.22317345480366887,5.0
0.6442861900826397,0.21354729625877414,0.20989720146040963,5.5
0.6324642860390483,0.20400630968701208,0.19960038889628837,6.0
0.6233463747041418,0.19667797714616084,0.1917049496570584,6.5
0.6162919273406189,0.19102189544307768,0.1857611848874956,7.0
0.6108206086093584,0.18663807840566538,0.18141489806230227,7.5
0.6065690098399107,0.18322701089267968,0.17838390144873123,8.0
0.603260036789581,0.18056217194270713,0.17644087965618382,8.5
0.6006812321321673,0.1784710414697305,0.17540093027277673,9.0
0.5986688989521702,0.17682147634888085,0.17511231776608305,9.5
0.5970964833861343,0.17551187597937543,0.17544958075639336,10.0
0.5958658816002359,0.1744639179908946,0.17630830808260134,10.5
0.5949008599576043,0.1736171034523638,0.17760108733152324,11.0
0.5941420206248857,0.1729246076522359,0.1792543135876447,11.5
0.5935432301091602,0.17235034542994715,0.1812058701884435,12.0
0.5930685594032531,0.17186646723992285,0.1834031515102489,12.5
0.5926899081517866,0.17145141763658986,0.18580132413436917,13.0
0.5923854450370167,0.1710886597751253,0.18836214668165785,13.5
0.5921382275010056,0.17076555309758534,0.19105297686583939,14.0
0.5919349430730179,0.17047232255089348,0.19384576896119682,14.5
0.5917653398866759,0.17020159508001395,0.1967164386982005,15.0
0.5916215351268612,0.16994786357898312,0.19964427765603227,15.5
0.5914973753901109,0.16970693638398576,0.20261148779020735,16.0
0.5913881372442442,0.16947571489001437,0.2056026923607459,16.5
0.5912901954667219,0.16925192410745496,0.20860461669066419,17.0
0.5912007790984316,0.16903391869633358,0.21160578864590193,17.5
0.5911177835115449,0.16882053420788964,0.2145962989575045,18.0
0.5910396130008397,0.16861096418488242,0.21756757400811563,18.5
0.5909650788177413,0.1684046817549969,0.22051220640453173,19.0
0.5908933351674013,0.16820138778970287,0.22342389664555626,19.5
0.5908237201664033,0.1680008925549841,0.2262971539347477,20.0
0.5907557593815813,0.16780311895130015,0.22912728697854443,20.5
0.5906891197099533,0.1676080693655675,0.23191027982406523,21.0
0.5906236002524036,0.16741580867025302,0.2346428047654224,21.5
0.5905590478081943,0.16722642879611427,0.23732197191755783,22.0
0.5904953824050623,0.16704003925785754,0.239945420191278,22.5
0.5904325603174028,0.16685675934387897,0.24251123718550965,23.0
0.5903705710595527,0.16667670448347394,0.2450179623931876,23.5
0.5903094176513892,0.1664999997509229,0.24746422042603977,24.0
0.5902491241577792,0.16632675079071477,0.24984916147137307,24.5
0.5901897240577235,0.16615706076084902,0.25217221539672874,25.0
0.5901312556408098,0.16599101889275292,0.25443301822940495,25.5
0.5900737604893298,0.16582870159586746,0.25663138950871106,26.0
0.5900172799041822,0.16567017109589183,0.2587674071123479,26.5
0.5899618442081498,0.1655154770916596,0.2608412950973841,27.0
0.5899074849901575,0.16536465704197567,0.26285344244887476,27.5
0.5898542447103369,0.16521773743755655,0.2648043871569414,28.0
0.5898021478706112,0.16507473111506113,0.2666947930906043,28.5
0.5897512164659505,0.16493564068996833,0.26852541968159,29.0
0.5897014697250362,0.16480045817583053,0.2702970976267599,29.5
0.5896529266384988,0.16466916900533887,0.2720108190598627,30.0
0.589605598570448,0.1645417457820924,0.2736675864824302,30.5
0.589559492849965,0.16441815584380912,0.27526849556885447,31.0
0.5895146125743354,0.16429836008450185,0.27681471225850024,31.5
0.5894709572647645,0.16418230997119226,0.27830742118417195,32.0
0.5894285298778124,0.1640699539883159,0.2797478403464482,32.5
0.5893873230411132,0.1639612322613587,0.2811372324088771,33.0
0.5893473285818541,0.16385608169887345,0.2824768830569483,33.5
0.58930853600096,0.163754439099008,0.28376801289579834,34.0
0.5892709324910118,0.16365623186515368,0.28501199069693295,34.5
0.5892345033297222,0.16356138613052976,0.2862101365166024,35.0
0.5891992328370982,0.16346982851206804,0.28736372799218673,35.5
0.5891651017360908,0.1633814820856916,0.2884740857075849,36.0
0.5891320901438336,0.16329626924795293,0.28954252339866304,36.5
0.5891001760112182,0.1632141097624216,0.2905703215150806,37.0
0.5890693401029397,0.1631349236108319,0.29155876177163087,37.5
0.5890395658663815,0.16305862978257313,0.29250910452867235,38.0
0.589010823779678,0.16298514700234726,0.29342258532172677,38.5
0.5889830809262449,0.16291439407731728,0.29430042649777005,39.0
0.5889563223921289,0.16284628974683743,0.2951438457693022,39.5
0.5889305233211549,0.162780755067112,0.2959540030846985,40.0
0.5889056572466385,0.16271771237938404,0.2967320255616622,40.5
0.5888816996703202,0.16265708453507155,0.29747902063144327,41.0
0.5888586238139251,0.1625987885227174,0.29819617298456097,41.5
0.5888364055230432,0.16254275091660644,0.2988845102430876,42.0
0.5888150154310654,0.16248889662038046,0.299545091014275,42.5
0.5887944330155873,0.16243715212277554,0.30017892925948736,43.0
0.5887746322172613,0.16238744503760877,0.30078701672312597,43.5
0.5887555858764234,0.16233969729188055,0.30137041775065637,44.0
0.5887372729761513,0.16229384951357803,0.30192993507567795,44.5
0.5887196699444036,0.16224983539955712,0.30246645818296974,45.0
0.5887027535220584,0.16220759022702022,0.3029808500766041,45.5
0.5886865045733883,0.16216706157423444,0.3034738039395143,46.0
0.5886708934569075,0.16212816755671317,0.30394640740481066,46.5
0.5886558968241331,0.1620908452773436,0.30439948352071206,47.0
