_1_task1,net1p_1_task1,pp2a_2_task1,securin_total_3_task1,separase_4_task1
0.0,0.41700000000000004,0.9653846153846154,0.6,0.0020000000000000018
0.05,0.41738836224387915,0.9739154073340524,0.5999775379142518,0.0014923980311504492
0.1,0.4182726961765408,0.9738766310011149,0.5999103063808728,0.001494682891849286
0.15000000000000002,0.4194176937284263,0.9738335877386847,0.5997985443194249,0.0014972194150278118
0.2,0.42068957655274997,0.9737874189763547,0.5996424996457413,0.0014999404005126005
0.25,0.4220152002406298,0.9737381395026942,0.5994424291250766,0.0015028450350269285
0.30000000000000004,0.4233538403805333,0.9736857460487757,0.5991985982231242,0.0015059335733832169
0.35000000000000003,0.42468240642075894,0.9736302337940371,0.5989112809549322,0.001509206365915422
0.4,0.4259875197682486,0.9735715965613447,0.5985807597317799,0.00151266384705534
0.45,0.42726119753308733,0.973509826681256,0.5982073252061081,0.0015163065434185552
0.5,0.42849846141555964,0.9734449150299658,0.5977912761145893,0.0015201350716617934
0.55,0.4296959930548045,0.9733768510318498,0.5973329191194077,0.0015241501384365974
0.6000000000000001,0.4308513638985061,0.973305622662144,0.5968325686479589,0.0015283525403444742
0.65,0.4319625862288376,0.9732312164473741,0.5962905467309985,0.0015327431640345668
0.7000000000000001,0.43302784347870227,0.9731536174641169,0.5957071828386944,0.0015373229864094617
0.75,0.4340453234581658,0.973072809336295,0.5950828137165777,0.0015420930749277806
0.8,0.43501310784210273,0.9729887742308745,0.5944177832190333,0.001547054588011354
0.8500000000000001,0.4359290954940732,0.9729014928521337,0.5937124421425912,0.0015522087755471814
0.9,0.4367909436426155,0.9728109444340367,0.592967148055156,0.0015575569795125421
0.9500000000000001,0.4375960212933036,0.9727171067317252,0.5921822651303011,0.0015631006346631393
1.0,0.43834136715214544,0.9726199560106846,0.5913581639730036,0.0015688412693704301
1.05,0.43902365450176595,0.9725194670350296,0.5904952214518564,0.0015747805065229048
1.1,0.4396391602815657,0.9724156130537057,0.5895938205236828,0.0015809200645630905
1.1500000000000001,0.44018374398667115,0.9723083657854857,0.5886543500635014,0.0015872617586086546
1.2000000000000002,0.44065284027762797,0.9721976954023813,0.5876772046901145,0.0015938075016806996
1.25,0.4410414764187587,0.972083570510913,0.5866627845918174,0.0016005593060726964
1.3,0.441344331602955,0.971965958132561,0.5856114953527132,0.0016075192847825048
1.35,0.4415558665390544,0.9718448236819881,0.5845237477777872,0.001614689653091389
1.4000000000000001,0.44167057094048373,0.9717201309438721,0.583399957718547,0.0016220727302412585
1.4500000000000002,0.441683414812308,0.9715918420479617,0.582240545897822,0.0016296709412337018
