Cdc14x2_1_task1,_1_task1,cdc20_2_task1,cdh1_3_task1,clb2_4_task1,men_5_task1
0.030000000000000027,0.0,0.0,0.0,0.997,8e-06
0.030252594662269705,0.05,0.0007490618382300592,3.870952852731061e-05,0.996997039950821,0.009483947775554636
0.030711009462409344,0.1,0.0014962504391467996,3.907218366900816e-05,0.9969864796584429,0.014537466308289091
0.03115485468896395,0.15000000000000002,0.002241570436079561,3.9424404684836396e-05,0.9969684652717931,0.01725110475798554
0.03158494110645549,0.2,0.002985026451805538,3.9766039687940744e-05,0.9969430282133295,0.018692850456591848
0.03200666390298901,0.25,0.003726623099087975,4.010143105956214e-05,0.9969101995733791,0.019427791751934532
0.03242241625171849,0.30000000000000004,0.0044663649799201715,4.0432531431458e-05,0.9968700102053065,0.01976089499806421
0.03283292339583421,0.35000000000000003,0.00520425668553473,4.07599450250064e-05,0.9968224909117865,0.019859141552635583
0.03323808800432315,0.4,0.005940302796605233,4.108360991084299e-05,0.9967676725395466,0.019814901829883123
0.033637392077802586,0.45,0.006674507883501377,4.1403123302124793e-05,0.9967055860257645,0.019679507208157972
0.034030081698043335,0.5,0.007406876506562933,4.171789107841568e-05,0.9966362624218386,0.019481354596194385
0.03441525032569437,0.55,0.00813741321638632,4.2027195250716056e-05,0.9965597329068029,0.01923580052716796
0.034791873388070105,0.6000000000000001,0.008866122554126884,4.2330222001776015e-05,0.9964760287962092,0.018950643305468386
0.03515881899962625,0.65,0.009593009051822504,4.262607040453225e-05,0.9963851815492557,0.0186291820846203
0.03551484695433538,0.7000000000000001,0.010318077232745807,4.2913751640835056e-05,0.9962872227755756,0.018271941974954093
0.035858601945893076,0.75,0.01104133161178625,4.3192183535803684e-05,0.996182184242296,0.0178776447811087
0.03618860382779043,0.8,0.011762776695872256,4.346018269355999e-05,0.9960700978817963,0.01744376440241004
0.036503236353816915,0.8500000000000001,0.012482416984433371,4.3716455387625964e-05,0.9959509958002397,0.016966835560985067
0.0368007352719959,0.9,0.013200256969918193,4.395958790922418e-05,0.9958249102871808,0.016442627420866614
