data_set_value_component_environment_variable_time,data_set_value_component_membrane_variable_V,data_set_value_component_membrane_variable_RToF,data_set_value_component_membrane_variable_K_c,data_set_value_component_membrane_variable_K_i,data_set_value_component_membrane_variable_Na_c,data_set_value_component_membrane_variable_Na_i,data_set_value_component_membrane_variable_i_Stim,data_set_value_component_membrane_variable_stim_start,data_set_value_component_membrane_variable_stim_end,data_set_value_component_membrane_variable_stim_period,data_set_value_component_membrane_variable_stim_duration,data_set_value_component_membrane_variable_stim_amplitude,data_set_value_component_non_specific_current_variable_i_ns,data_set_value_component_non_specific_current_variable_g_ns,data_set_value_component_transient_outward_K_current_variable_i_to,data_set_value_component_transient_outward_K_current_variable_E_K,data_set_value_component_transient_outward_K_current_variable_g_to,data_set_value_component_transient_outward_K_current_oa_gate_variable_oa,data_set_value_component_transient_outward_K_current_oa_gate_variable_alpha_oa,data_set_value_component_transient_outward_K_current_oa_gate_variable_beta_oa,data_set_value_component_transient_outward_K_current_oa_gate_variable_tau_oa,data_set_value_component_transient_outward_K_current_oa_gate_variable_oa_inf,data_set_value_component_transient_outward_K_current_oi_gate_variable_oi,data_set_value_component_transient_outward_K_current_oi_gate_variable_alpha_oi,data_set_value_component_transient_outward_K_current_oi_gate_variable_beta_oi,data_set_value_component_transient_outward_K_current_oi_gate_variable_tau_oi,data_set_value_component_transient_outward_K_current_oi_gate_variable_oi_inf,data_set_value_component_ultra_rapid_K_current_variable_i_Kur,data_set_value_component_ultra_rapid_K_current_variable_g_Kur,data_set_value_component_ultra_rapid_K_current_ua_gate_variable_ua,data_set_value_component_ultra_rapid_K_current_ua_gate_variable_alpha_ua,data_set_value_component_ultra_rapid_K_current_ua_gate_variable_beta_ua,data_set_value_component_ultra_rapid_K_current_ua_gate_variable_tau_ua,data_set_value_component_ultra_rapid_K_current_ua_gate_variable_ua_inf,data_set_value_component_ultra_rapid_K_current_ui_gate_variable_ui,data_set_value_component_ultra_rapid_K_current_ui_gate_variable_alpha_ui,data_set_value_component_ultra_rapid_K_current_ui_gate_variable_beta_ui,data_set_value_component_ultra_rapid_K_current_ui_gate_variable_tau_ui,data_set_value_component_ultra_rapid_K_current_ui_gate_variable_ui_inf,data_set_value_component_inward_rectifier_variable_i_K1,data_set_value_component_inward_rectifier_variable_g_K1,data_set_value_component_background_currents_variable_i_b_Na,data_set_value_component_background_currents_variable_g_b_Na,data_set_value_component_background_currents_variable_E_Na,data_set_value_component_sodium_potassium_pump_variable_i_NaK,data_set_value_component_sodium_potassium_pump_variable_k_NaK_K,data_set_value_component_sodium_potassium_pump_variable_k_NaK_Na,data_set_value_component_sodium_potassium_pump_variable_i_NaK_max,data_set_value_component_sodium_potassium_pump_variable_V_rev,data_set_value_component_sodium_potassium_pump_variable_B
0.0,-80.0,26.54,5.4,139.0,140.0,11.2,0.0,100.0,10000.0,5000.0,2.0,-100.0,-1.44,0.018,0.0002945359402214669,-86.20390995753468,0.01652,0.2488,0.00017203954188440274,0.17931791147640905,83.57013813253096,0.03248486843102077,0.1866,0.024852871067172457,2.5311952785005547e-05,602.9379230776977,0.9990539457586497,0.0018425346267579665,0.6,0.9933,0.00017203954188440274,0.17931791147640905,5.571342542168731,0.007655975945819208,0.0999,0.047618871716250524,3.466327412661964e-07,104.99962354182283,0.998543416174092,0.19289626068154272,0.03,-0.8924893279950423,0.00607,67.0328382199411,0.4993372959683836,1.0,11.0,2.002,-150.0,-200.0
0.1,-79.83663912787026,26.54,5.4,139.0,140.0,11.2,0.0,100.0,10000.0,5000.0,2.0,-100.0,-1.4370595043016645,0.018,0.00030156846067285435,-86.20390995753468,0.01652,0.24854187351616233,0.00017537296718723048,0.17878221897356145,83.81874072694481,0.032778869790339865,0.18673419344621725,0.024652968158891224,2.5873359559837258e-05,607.8081091766522,0.9990243605546701,0.001808422844028209,0.6,0.9757938129493069,0.00017537296718723048,0.17878221897356145,5.587916048462987,0.007786347532425814,0.10075544092398672,0.04761887068698206,3.501900094977968e-07,104.9996179676236,0.9985347441295938,0.19748784542624506,0.03,-0.891497727501215,0.00607,67.0328382199411,0.4998221845374844,1.0,11.0,2.002,-150.0,-200.0
0.2,-79.67417167939112,26.54,5.4,139.0,140.0,11.2,0.0,100.0,10000.0,5000.0,2.0,-100.0,-1.4341350902290402,0.018,0.00030852575531208434,-86.20390995753468,0.01652,0.24828516753916005,0.00017875213584794526,0.17824753685914593,84.06832919346799,0.033073812039156644,0.1868672866266025,0.02445441376131809,2.644403363761658e-05,612.7236278089389,0.9989940205099594,0.00177369170614007,0.6,0.95865031769219,0.00017875213584794526,0.17824753685914593,5.604555279564533,0.0079181903614938,0.10161006083754438,0.04761886965736948,3.5376402930524327e-07,104.99961235724679,0.99852606838095,0.20205014001831173,0.03,-0.8905115500889464,0.00607,67.0328382199411,0.5003031154011778,1.0,11.0,2.002,-150.0,-200.0
0.30000000000000004,-79.51259388933418,26.54,5.4,139.0,140.0,11.2,0.0,100.0,10000.0,5000.0,2.0,-100.0,-1.4312266900080153,0.018,0.00031540860442103437,-86.20390995753468,0.01652,0.24802987873199922,0.00018217729058011035,0.17771389835040038,84.31889206073396,0.033369680470677975,0.1869992852201165,0.024257220230741096,2.7024054080044687e-05,617.6844469224742,0.9989629118620269,0.0017384839101435695,0.6,0.9418621278801619,0.00018217729058011035,0.17771389835040038,5.621259470715597,0.008051507329105246,0.10246385905501039,0.04761886862745261,3.573546545844742e-07,104.99960671092674,0.9985173892684358,0.20658327557542466,0.03,-0.889530772903301,0.00607,67.0328382199411,0.50078012636864,1.0,11.0,2.002,-150.0,-200.0
0.4,-79.35190056669671,26.54,5.4,139.0,140.0,11.2,0.0,100.0,10000.0,5000.0,2.0,-100.0,-1.4283342102005407,0.018,0.00032221784340100796,-86.20390995753468,0.01652,0.2477760013627868,0.00018564869979825868,0.17718133138799416,84.57041999911911,0.03366646295289225,0.1871301967421379,0.024061397424315834,2.761350445432336e-05,622.6905722428435,0.9989310204640585,0.0017029272215942119,0.6,0.9254215119972707,0.00018564869979825868,0.17718133138799416,5.638027999941274,0.008186302323712506,0.10331683629050423,0.04761886759726195,3.6096176966785174e-07,104.99960102885126,0.998508707053819,0.21108742346151227,0.03,-0.8885553644348914,0.00607,67.0328382199411,0.501253259005066,1.0,11.0,2.002,-150.0,-200.0
0.5,-79.19208654009485,26.54,5.4,139.0,140.0,11.2,0.0,100.0,10000.0,5000.0,2.0,-100.0,-1.4254575577217072,0.018,0.0003289542996688779,-86.20390995753468,0.01652,0.24752352963835286,0.0001891666283640963,0.17664986336732805,84.82290363369107,0.03396414734129502,0.18726002877029316,0.02386695448329191,2.82124679042269e-05,627.7420045081182,0.9988983320443449,0.0016671377775103642,0.6,0.9093209046617592,0.0001891666283640963,0.17664986336732805,5.654860242246071,0.008322579082011417,0.10416899327985238,0.04761886656682775,3.6458525804192285e-07,104.99959531121058,0.9985000219968391,0.21556275463682037,0.03,-0.8875852932934182,0.00607,67.0328382199411,0.5017225543443318,1.0,11.0,2.002,-150.0,-200.0
0.6000000000000001,-79.03314626274359,26.54,5.4,139.0,140.0,11.2,0.0,100.0,10000.0,5000.0,2.0,-100.0,-1.4225966327293844,0.018,0.0003356188104465704,-86.20390995753468,0.01652,0.24727245726686978,0.000192731346488627,0.17611951981868448,85.07633417911316,0.03426272222676015,0.18738878953143728,0.023673899367328152,2.8821028663084927e-05,632.8387522360894,0.9988648321234895,0.0016312178243746889,0.6,0.8935523202813684,0.000192731346488627,0.17611951981868448,5.671755611940878,0.008460341533926337,0.10502033082258665,0.04761886553617744,3.682250114699627e-07,104.99958955818288,0.9984913343335283,0.2200094506985068,0.03,-0.886620525809896,0.00607,67.0328382199411,0.5021880540529504,1.0,11.0,2.002,-150.0,-200.0
0.7000000000000001,-78.87507422386558,26.54,5.4,139.0,140.0,11.2,0.0,100.0,10000.0,5000.0,2.0,-100.0,-1.4197513360295804,0.018,0.0003422122040900542,-86.20390995753468,0.01652,0.24702277791203936,0.00019634312104263157,0.1755903257657848,85.33070280578043,0.03456217618693698,0.18751648731081832,0.023482239371161392,2.9439270575945988e-05,637.980819173514,0.9988305060940854,0.0015952598594464898,0.6,0.8781079713508879,0.00019634312104263157,0.1755903257657848,5.688713520385362,0.008599593465267874,0.10587084972065346,0.047618864505338275,3.718809209125582e-07,104.99958376994847,0.9984826442982491,0.22442769232899948,0.03,-0.8856610285339065,0.00607,67.0328382199411,0.5026497992231888,1.0,11.0,2.002,-150.0,-200.0
0.8,-78.71786508676965,26.54,5.4,139.0,140.0,11.2,0.0,100.0,10000.0,5000.0,2.0,-100.0,-1.4169215715618535,0.018,0.0003487352940093172,-86.20390995753468,0.01652,0.24677448536158902,0.00020000221226287914,0.17506230619269808,85.58600041567986,0.03486249752283508,0.1876431302301491,0.023291981305926003,3.0067276525245212e-05,643.1681996960936,0.9987953392537943,0.0015593483336481403,0.6,0.8629804464103955,0.00020000221226287914,0.17506230619269808,5.705733361045324,0.008740338392447294,0.10672055075681297,0.04761886347433819,3.755528733032146e-07,104.99957794669513,0.9984739521313521,0.22881765543806307,0.03,-0.8847067690717343,0.00607,67.0328382199411,0.5031078299804157,1.0,11.0,2.002,-150.0,-200.0
0.9,-78.56151358611777,26.54,5.4,139.0,140.0,11.2,0.0,100.0,10000.0,5000.0,2.0,-100.0,-1.4141072445501197,0.018,0.0003551888833878659,-86.20390995753468,0.01652,0.246527573413944,0.00020370887586020092,0.174535485707102,85.84221780236224,0.03516367444793514,0.18776872639352052,0.023103131388027533,3.070512877837808e-05,648.400881933398,0.9987593167878026,0.0015235595346634063,0.6,0.8481625558728706,0.00020370887586020092,0.174535485707102,5.722814520157483,0.008882579645991743,0.10756943470903628,0.047618862443205186,3.792407538404794e-07,104.99957208861424,0.998465258073671,0.23317951404187945,0.03,-0.8837577154627773,0.00607,67.0328382199411,0.5035621857953624,1.0,11.0,2.002,-150.0,-200.0
1.0,-78.40601452634172,26.54,5.4,139.0,140.0,11.2,0.0,100.0,10000.0,5000.0,2.0,-100.0,-1.4113082614741508,0.018,0.00036157376528861304,-86.20390995753468,0.01652,0.24628203585697359,0.0002074633629233536,0.17400988853935415,86.09934565194082,0.035465695089782576,0.1878932839117815,0.022915695251261567,3.13529089603206e-05,653.6788477222142,0.9987224237717531,0.0014879624110442319,0.6,0.8336473628777185,0.0002074633629233536,0.17400988853935415,5.739956376796055,0.009026320368590234,0.10841750235228158,0.04761886141196729,3.829444459994158e-07,104.99956619590094,0.9984565623664934,0.23751344030814175,0.03,-0.8828138361699366,0.00607,67.0328382199411,0.5040129054986747,1.0,11.0,2.002,-150.0,-200.0
