data_set_value_component_environment_variable_time,data_set_value_component_Ca_variable_Ca,data_set_value_component_ATP_variable_ATP,data_set_value_component_CaATP_variable_CaATP,data_set_value_component_reaction_constants_variable_k1,data_set_value_component_reaction_constants_variable_k1_
0.0,0.05,8000.0,1.0,15660000.0,34461.0
0.1,2.8882715674556764e-07,7999.950000288823,1.049999711172843,15660000.0,34461.0
0.2,2.8882715674556764e-07,7999.950000288823,1.049999711172843,15660000.0,34461.0
0.30000000000000004,2.8882715674556764e-07,7999.950000288823,1.049999711172843,15660000.0,34461.0
0.4,2.888271567455677e-07,7999.950000288823,1.049999711172843,15660000.0,34461.0
0.5,2.888271567455677e-07,7999.950000288823,1.049999711172843,15660000.0,34461.0
0.6000000000000001,2.8882715674556775e-07,7999.950000288823,1.049999711172843,15660000.0,34461.0
0.7000000000000001,2.8882715674556775e-07,7999.950000288823,1.049999711172843,15660000.0,34461.0
0.8,2.8882715674556775e-07,7999.950000288823,1.049999711172843,15660000.0,34461.0
0.9,2.8882715674556775e-07,7999.950000288823,1.049999711172843,15660000.0,34461.0
1.0,2.8882715674556775e-07,7999.950000288823,1.049999711172843,15660000.0,34461.0
