Time,G_p,G_t,I_l,I_p,Q_sto1,Q_gut,I_1,I_d,X,I_po,Y,Q_sto2,V_G,k_1,k_2,G_b,V_I,m_1,m_2,m_4,m_5,m_6,HE_b,I_b,S_b,S_b_minus,k_max,k_min,k_abs,k_gri,f,b,d,BW,k_p1,k_p2,k_p3,k_p4,k_i,U_ii,V_m0,V_mX,K_m0,p_2U,part,K,alpha,beta,gamma,k_e1,k_e2,D,aa,cc,EGP,V_mmax,E,S,I,G,HE,m_3,Q_sto,Ra,k_empt,U_idm,U_id,U,S_po,Compartment1
8.01,186.05180953418804,136.88981001075956,9.1457645528458,2.147143302071754,49886.52004642533,4879.344709409313,25.346742784846477,25.00548146840247,1.382517859624314,7.896275170739989,0.03621528784186367,22394.457729739683,1.88,0.065,0.079,95.0,0.05,0.19,0.484,0.194,0.0304,0.6471,0.6,25.0,1.8,-1.8,0.0558,0.008,0.057,0.0558,0.9,0.82,0.01,78.0,2.7,0.0021,0.009,0.0618,0.0079,1.0,2.5,0.047,225.59,0.0331,0.2,2.3,0.05,0.11,0.5,0.0005,339.0,78000.0,0.00017806267806267802,0.003205128205128205,1.5962520612108522,2.0519826715218743,0.0,3.9481375853699947,42.94286604143508,98.96372847563194,0.5270766174047522,0.21175640916154867,72280.977776165,3.209107481957664,0.05345248723469754,0.7749273484822845,0.7749273484822845,1.7749273484822845,4.926885448949037,1.0
8.02,186.07709305740585,136.89485721317388,9.158905036561263,2.1499655416839896,49858.691133318374,4888.534420641531,25.348135055924896,25.005508481744,1.3880077825877308,7.9060644447562325,0.036415505138536634,22410.313090223564,1.88,0.065,0.079,95.0,0.05,0.19,0.484,0.194,0.0304,0.6471,0.6,25.0,1.8,-1.8,0.0558,0.008,0.057,0.0558,0.9,0.82,0.01,78.0,2.7,0.0021,0.009,0.0618,0.0079,1.0,2.5,0.047,225.59,0.0331,0.2,2.3,0.05,0.11,0.5,0.0005,339.0,78000.0,0.00017806267806267802,0.003205128205128205,1.5955937455578169,2.052189092625299,0.0,3.9530322223781162,42.999310833679786,98.9771771581946,0.5269278204397053,0.21163004338280655,72269.00422354194,3.2151514843450073,0.053442950520344756,0.7750230863965676,0.7750230863965676,1.7750230863965677,4.93215176701514,1.0
8.03,186.10241798415584,136.89991591260386,9.172066904167531,2.152793613710416,49830.877744412246,4897.725219496667,25.349531680566475,25.00553560311095,1.3935145880005937,7.9158574221585125,0.03661636244646516,22426.146600398868,1.88,0.065,0.079,95.0,0.05,0.19,0.484,0.194,0.0304,0.6471,0.6,25.0,1.8,-1.8,0.0558,0.008,0.057,0.0558,0.9,0.82,0.01,78.0,2.7,0.0021,0.009,0.0618,0.0079,1.0,2.5,0.047,225.59,0.0331,0.2,2.3,0.05,0.11,0.5,0.0005,339.0,78000.0,0.00017806267806267802,0.003205128205128205,1.5949351131158782,2.0523961485088225,0.0,3.9579287110792563,43.05587227420832,98.99064786391268,0.5267789671831906,0.2115037093111449,72257.02434481111,3.2211962020535774,0.05343337201281354,0.7751191076387136,0.7751191076387136,1.7751191076387136,4.937417031371238,1.0
8.040000000000001,186.12778430059413,136.90498612402715,9.185250146909443,2.15562751923194,49803.07987104676,4906.9170812792645,25.35093266763802,25.00556283283929,1.399038308859471,7.925654073956102,0.03681786065636109,22441.958293003114,1.88,0.065,0.079,95.0,0.05,0.19,0.484,0.194,0.0304,0.6471,0.6,25.0,1.8,-1.8,0.0558,0.008,0.057,0.0558,0.9,0.82,0.01,78.0,2.7,0.0021,0.009,0.0618,0.0079,1.0,2.5,0.047,225.59,0.0331,0.2,2.3,0.05,0.11,0.5,0.0005,339.0,78000.0,0.00017806267806267802,0.003205128205128205,1.5942761657027122,2.052603840413116,0.0,3.962827036978051,43.1125503846388,99.00414058542242,0.5266300580758673,0.21137740733536353,72245.03816404987,3.2272416188413624,0.053423751547914275,0.7752154127553497,0.7752154127553497,1.7752154127553497,4.9426812278097,1.0
8.05,186.15319199275638,136.91006786239487,9.198454755964104,2.1584672593060685,49775.29750456654,4916.109981274898,25.352338026007068,25.00559017126567,1.404578978155905,7.935454371163681,0.03702000065807949,22457.748200801776,1.88,0.065,0.079,95.0,0.05,0.19,0.484,0.194,0.0304,0.6471,0.6,25.0,1.8,-1.8,0.0558,0.008,0.057,0.0558,0.9,0.82,0.01,78.0,2.7,0.0021,0.009,0.0618,0.0079,1.0,2.5,0.047,225.59,0.0331,0.2,2.3,0.05,0.11,0.5,0.0005,339.0,78000.0,0.00017806267806267802,0.003205128205128205,1.5936169051359055,2.052812169578662,0.0,3.9677271855818406,43.16934518612137,99.01765531529595,0.5264810935583121,0.21125113784321048,72233.0457053683,3.2332877184538753,0.053414088961061396,0.7753120022930633,0.7753120022930633,1.7753120022930633,4.947944342113701,1.0
8.06,186.17864104655774,136.91516114263152,9.211680722440995,2.1613128349669566,49747.53063632104,4925.303894750037,25.353747764541872,25.005617618727435,1.4101366288762343,7.945258284801298,0.03722278334061566,22473.516356588458,1.88,0.065,0.079,95.0,0.05,0.19,0.484,0.194,0.0304,0.6471,0.6,25.0,1.8,-1.8,0.0558,0.008,0.057,0.0558,0.9,0.82,0.01,78.0,2.7,0.0021,0.009,0.0618,0.0079,1.0,2.5,0.047,225.59,0.0331,0.2,2.3,0.05,0.11,0.5,0.0005,339.0,78000.0,0.00017806267806267802,0.003205128205128205,1.5929573332329618,2.0530211372457465,0.0,3.972629142400649,43.22625669933913,99.03119204604135,0.5263320740710202,0.21112490122138433,72221.0469929095,3.2393344846240635,0.05340438408727531,0.7754088767983975,0.7754088767983975,1.7754088767983975,4.953206360057062,1.0
8.07,186.2041314477929,136.92026597963493,9.224928037382073,2.1641642472254445,49719.77925766455,4934.498796951911,25.355161892111322,25.00564517556261,1.4157112940014058,7.955065785894321,0.03742620959210174,22489.262793185007,1.88,0.065,0.079,95.0,0.05,0.19,0.484,0.194,0.0304,0.6471,0.6,25.0,1.8,-1.8,0.0558,0.008,0.057,0.0558,0.9,0.82,0.01,78.0,2.7,0.0021,0.009,0.0618,0.0079,1.0,2.5,0.047,225.59,0.0331,0.2,2.3,0.05,0.11,0.5,0.0005,339.0,78000.0,0.00017806267806267802,0.003205128205128205,1.5922974518113027,2.053230744654453,0.0,3.9775328929471603,43.283284944508885,99.04475077010261,0.5261830000544063,0.2109986978555368,72209.04205084956,3.2453819010722182,0.05339463676118445,0.7755060368178507,0.7755060368178507,1.7755060368178506,4.958467267404193,1.0
8.08,186.22966318213608,136.92538238827618,9.238196691761864,2.1670214970691015,49692.04335995615,4943.69466310837,25.35658041758494,25.0056728421099,1.4213030065067929,7.964876845473393,0.03763028029980348,22504.987543441686,1.88,0.065,0.079,95.0,0.05,0.19,0.484,0.194,0.0304,0.6471,0.6,25.0,1.8,-1.8,0.0558,0.008,0.057,0.0558,0.9,0.82,0.01,78.0,2.7,0.0021,0.009,0.0618,0.0079,1.0,2.5,0.047,225.59,0.0331,0.2,2.3,0.05,0.11,0.5,0.0005,339.0,78000.0,0.00017806267806267802,0.003205128205128205,1.5916372626882698,2.0534409930446555,0.0,3.9824384227366965,43.34042994138203,99.05833147985962,0.5260338719488045,0.21087252813027416,72197.03090339784,3.25142995150589,0.05338484681702725,0.7756034828978724,0.7756034828978724,1.7756034828978724,4.9637270499099095,1.0
8.09,186.25523623514104,136.9305103833995,9.25148667648757,2.169884585462267,49664.32293455975,4952.891468427758,25.358003349832796,25.0057006187087,1.426911799362011,7.974691434574389,0.03783499635011704,22520.690640237277,1.88,0.065,0.079,95.0,0.05,0.19,0.484,0.194,0.0304,0.6471,0.6,25.0,1.8,-1.8,0.0558,0.008,0.057,0.0558,0.9,0.82,0.01,78.0,2.7,0.0021,0.009,0.0618,0.0079,1.0,2.5,0.047,225.59,0.0331,0.2,2.3,0.05,0.11,0.5,0.0005,339.0,78000.0,0.00017806267806267802,0.003205128205128205,1.5909767676811286,2.053651883656012,0.0,3.9873457172871944,43.397691709245336,99.07193416762821,0.5258846901944693,0.21074639242916002,72185.01357479702,3.257478619619795,0.05337501408865424,0.7757012155848617,0.7757012155848617,1.7757012155848617,4.968985693319385,1.0
8.1,186.2808505922411,136.93564997982236,9.264797982399163,2.172753513346091,49636.61797284408,4962.089188098767,25.359430697725504,25.0057285056991,1.4325377055307351,7.98450952423837,0.03804035862856573,22536.37211647926,1.88,0.065,0.079,95.0,0.05,0.19,0.484,0.194,0.0304,0.6471,0.6,25.0,1.8,-1.8,0.0558,0.008,0.057,0.0558,0.9,0.82,0.01,78.0,2.7,0.0021,0.009,0.0618,0.0079,1.0,2.5,0.047,225.59,0.0331,0.2,2.3,0.05,0.11,0.5,0.0005,339.0,78000.0,0.00017806267806267802,0.003205128205128205,1.5903159686070707,2.0538634177279556,0.0,3.992254762119185,43.45507026692182,99.08555882566017,0.5257354552315767,0.21062029113471753,72172.99008932334,3.263527889095728,0.05336513840953022,0.7757992354251646,0.7757992354251646,1.7757992354251646,4.974243183367986,1.0
8.11,186.30650623874914,136.94080119233516,9.278130600269495,2.1756282816385775,49608.928466182646,4971.287797290309,25.360862470134148,25.005756503421868,1.4381807579705155,7.994331085511537,0.03824636801979674,22552.032005103927,1.88,0.065,0.079,95.0,0.05,0.19,0.484,0.194,0.0304,0.6471,0.6,25.0,1.8,-1.8,0.0558,0.008,0.057,0.0558,0.9,0.82,0.01,78.0,2.7,0.0021,0.009,0.0618,0.0079,1.0,2.5,0.047,225.59,0.0331,0.2,2.3,0.05,0.11,0.5,0.0005,339.0,78000.0,0.00017806267806267802,0.003205128205128205,1.5896548672832174,2.0540755964996915,0.0,3.9971655427557686,43.51256563277155,99.09920544614316,0.5255861675002247,0.21049422462843131,72160.96047128657,3.269577743602473,0.05335521961273627,0.7758975429650711,0.7758975429650711,1.7758975429650712,4.979499505781176,1.0
8.120000000000001,186.33220315985764,136.94596403570142,9.291484520804394,2.1785088912346247,49581.25440595379,4980.487271151379,25.362298675930255,25.005784612218456,1.4438409896325957,8.004156089445193,0.03845302540757801,22567.670339076554,1.88,0.065,0.079,95.0,0.05,0.19,0.484,0.194,0.0304,0.6471,0.6,25.0,1.8,-1.8,0.0558,0.008,0.057,0.0558,0.9,0.82,0.01,78.0,2.7,0.0021,0.009,0.0618,0.0079,1.0,2.5,0.047,225.59,0.0331,0.2,2.3,0.05,0.11,0.5,0.0005,339.0,78000.0,0.00017806267806267802,0.003205128205128205,1.5889934655266202,2.054288421210186,0.0,4.002078044722596,43.57017782469249,99.11287402120088,0.5254368274404331,0.21036819329074952,72148.92474503035,3.2756281667957152,0.053345257530972114,0.7759961387508131,0.7759961387508131,1.7759961387508132,4.984754646274388,1.0
8.13,186.35794134063866,136.95113852465755,9.304859734642758,2.181395343006066,49553.595783540666,4989.687584810915,25.363739323985747,25.00581283243101,1.4495184334617248,8.013984507095682,0.03866033167479475,22583.28715139151,1.88,0.065,0.079,95.0,0.05,0.19,0.484,0.194,0.0304,0.6471,0.6,25.0,1.8,-1.8,0.0558,0.008,0.057,0.0558,0.9,0.82,0.01,78.0,2.7,0.0021,0.009,0.0618,0.0079,1.0,2.5,0.047,225.59,0.0331,0.2,2.3,0.05,0.11,0.5,0.0005,339.0,78000.0,0.00017806267806267802,0.003205128205128205,1.5883317651542666,2.054501893098161,0.0,4.006992253547841,43.627906860121314,99.12656454289291,0.5252874354921456,0.2102421975010867,72136.88293493217,3.281679142317948,0.05333525199655825,0.7760950233285618,0.7760950233285618,1.776095023328562,4.990008590552929,1.0
8.14,186.3837207660438,136.9563246739128,9.318256232356665,2.184287637801714,49525.9525903312,4998.88871337767,25.3651844231729,25.00584116440236,1.4552131223959803,8.023816309524365,0.03886828770344649,22598.88247507242,1.88,0.065,0.079,95.0,0.05,0.19,0.484,0.194,0.0304,0.6471,0.6,25.0,1.8,-1.8,0.0558,0.008,0.057,0.0558,0.9,0.82,0.01,78.0,2.7,0.0021,0.009,0.0618,0.0079,1.0,2.5,0.047,225.59,0.0331,0.2,2.3,0.05,0.11,0.5,0.0005,339.0,78000.0,0.00017806267806267802,0.003205128205128205,1.5876697679830811,2.0547160134020888,0.0,4.011908154762183,43.685752756034276,99.14027700321479,0.5251379920952297,0.21011623763782541,72124.83506540362,3.287730653798391,0.053325202841438275,0.7761941972444244,0.7761941972444244,1.7761941972444244,4.995261324311847,1.0
8.15,186.4095414209044,136.96152249814935,9.331674004451475,2.1871857764474,49498.32481771813,5008.090631940072,25.3666339823643,25.005869608476022,1.46092508936658,8.033651467797561,0.039076894374643664,22614.45634317231,1.88,0.065,0.079,95.0,0.05,0.19,0.484,0.194,0.0304,0.6471,0.6,25.0,1.8,-1.8,0.0558,0.008,0.057,0.0558,0.9,0.82,0.01,78.0,2.7,0.0021,0.009,0.0618,0.0079,1.0,2.5,0.047,225.59,0.0331,0.2,2.3,0.05,0.11,0.5,0.0005,339.0,78000.0,0.00017806267806267802,0.003205128205128205,1.5870074758299277,2.0549307833601835,0.0,4.016825733898781,43.743715528948,99.15401139409809,0.5249884976894771,0.20999031407831856,72112.78116089044,3.2937826848528937,0.053315109897181176,0.776293661044444,0.776293661044444,1.776293661044444,5.000512833235823,1.0
8.16,186.4354032899313,136.966732012022,9.345113041365918,2.190089759746017,49470.71245709899,5017.29331556609,25.36808801043279,25.00589816499621,1.4666543672976995,8.043489952986508,0.039286152568604404,22630.008788773735,1.88,0.065,0.079,95.0,0.05,0.19,0.484,0.194,0.0304,0.6471,0.6,25.0,1.8,-1.8,0.0558,0.008,0.057,0.0558,0.9,0.82,0.01,78.0,2.7,0.0021,0.009,0.0618,0.0079,1.0,2.5,0.047,225.59,0.0331,0.2,2.3,0.05,0.11,0.5,0.0005,339.0,78000.0,0.00017806267806267802,0.003205128205128205,1.5863448905116122,2.0551462042103936,0.0,4.021744976493254,43.80179519492034,99.16776770741026,0.5248389527146051,0.2098644271988919,72100.72124587273,3.2998352190838522,0.05330497299498371,0.7763934152745933,0.7763934152745933,1.7763934152745933,5.005763102999049,1.0
8.17,186.461306357715,136.9719532301583,9.35857333347221,2.192999588477559,49443.1154998761,5026.496739303099,25.369546516251447,25.005926834307814,1.4724009891062897,8.053331736167316,0.03949606316465131,22645.53984498893,1.88,0.065,0.079,95.0,0.05,0.19,0.484,0.194,0.0304,0.6471,0.6,25.0,1.8,-1.8,0.0558,0.008,0.057,0.0558,0.9,0.82,0.01,78.0,2.7,0.0021,0.009,0.0618,0.0079,1.0,2.5,0.047,225.59,0.0331,0.2,2.3,0.05,0.11,0.5,0.0005,339.0,78000.0,0.00017806267806267802,0.003205128205128205,1.5856820138448882,2.0553622771903965,0.0,4.026665868083658,43.85999176955118,99.18154593495478,0.5246893576102568,0.20973857737484575,72088.65534486502,3.3058882400801157,0.05329479196567281,0.7764934604807754,0.7764934604807754,1.7764934604807754,5.01101211926512,1.0
8.18,186.48725060872565,136.97718616715846,9.372054871076141,2.1959152633991654,49415.533937456574,5035.700878177742,25.37100950869352,25.005955616756424,1.4781649877018923,8.063176788420924,0.039706627041208205,22661.04954495995,1.88,0.065,0.079,95.0,0.05,0.19,0.484,0.194,0.0304,0.6471,0.6,25.0,1.8,-1.8,0.0558,0.008,0.057,0.0558,0.9,0.82,0.01,78.0,2.7,0.0021,0.009,0.0618,0.0079,1.0,2.5,0.047,225.59,0.0331,0.2,2.3,0.05,0.11,0.5,0.0005,339.0,78000.0,0.00017806267806267802,0.003205128205128205,1.5850188476464557,2.055579003537591,0.0,4.031588394210462,43.91830526798331,99.1953460684711,0.524539712816002,0.20961276498045786,72076.58348241652,3.3119417314169004,0.05328456663970805,0.7765937972088198,0.7765937972088198,1.77659379720882,5.016259867686915,1.0
8.19,186.5132360273131,136.98243083759516,9.385557644417183,2.19883678524516,49387.96776125231,5044.9057071958,25.37247699663239,25.005984512688308,1.4839463959864563,8.07302508083305,0.039917845075796876,22676.537921858817,1.88,0.065,0.079,95.0,0.05,0.19,0.484,0.194,0.0304,0.6471,0.6,25.0,1.8,-1.8,0.0558,0.008,0.057,0.0558,0.9,0.82,0.01,78.0,2.7,0.0021,0.009,0.0618,0.0079,1.0,2.5,0.047,225.59,0.0331,0.2,2.3,0.05,0.11,0.5,0.0005,339.0,78000.0,0.00017806267806267802,0.003205128205128205,1.5843553937329653,2.0557963844890907,0.0,4.036512540416525,43.9767357049032,99.20916809963464,0.5243900187713376,0.20948699038898505,72064.50568311113,3.3179956766556993,0.05327429684718413,0.7766944260044802,0.7766944260044802,1.7766944260044801,5.021506333906469,1.0
8.2,186.53926259770682,136.98768725601366,9.39908164366859,2.2017641547270945,49360.41696267999,5054.111201342047,25.373948988941546,25.006013522450427,1.4897452468541557,8.082876584494157,0.040129718145033876,22692.005008887656,1.88,0.065,0.079,95.0,0.05,0.19,0.484,0.194,0.0304,0.6471,0.6,25.0,1.8,-1.8,0.0558,0.008,0.057,0.0558,0.9,0.82,0.01,78.0,2.7,0.0021,0.009,0.0618,0.0079,1.0,2.5,0.047,225.59,0.0331,0.2,2.3,0.05,0.11,0.5,0.0005,339.0,78000.0,0.00017806267806267802,0.003205128205128205,1.5836916539210228,2.0560144212817164,0.0,4.041438292247078,44.03528309454189,99.22301202005683,0.5242402759156888,0.20936125397266575,72052.42197156764,3.324050059344193,0.05326398241783335,0.7767953474134316,0.7767953474134316,1.7767953474134317,5.026751503554876,1.0
8.21,186.56533030401596,136.9929554369316,9.412626858937495,2.2046973725337904,49332.881533161075,5063.317335580128,25.37542549449451,25.00604264639044,1.4955615731912049,8.092731270499398,0.04034224712462727,22707.450839278838,1.88,0.065,0.079,95.0,0.05,0.19,0.484,0.194,0.0304,0.6471,0.6,25.0,1.8,-1.8,0.0558,0.008,0.057,0.0558,0.9,0.82,0.01,78.0,2.7,0.0021,0.009,0.0618,0.0079,1.0,2.5,0.047,225.59,0.0331,0.2,2.3,0.05,0.11,0.5,0.0005,339.0,78000.0,0.00017806267806267802,0.003205128205128205,1.58302763002719,2.0562331151519895,0.0,4.046365635249699,44.093947450675806,99.23687782128509,0.5240904846884091,0.2092355561027223,72040.33237243991,3.330104863016161,0.05325362318102831,0.7768965619812682,0.7768965619812682,1.7768965619812682,5.031995362252177,1.0
8.22,186.5914391302293,136.99823539483899,9.426193280265009,2.2076364393313765,49305.361464121816,5072.524084852411,25.376906522164816,25.006071884856684,1.5013954078756735,8.102589109948571,0.04055543288937328,22722.875446295126,1.88,0.065,0.079,95.0,0.05,0.19,0.484,0.194,0.0304,0.6471,0.6,25.0,1.8,-1.8,0.0558,0.008,0.057,0.0558,0.9,0.82,0.01,78.0,2.7,0.0021,0.009,0.0618,0.0079,1.0,2.5,0.047,225.59,0.0331,0.2,2.3,0.05,0.11,0.5,0.0005,339.0,78000.0,0.00017806267806267802,0.003205128205128205,1.582363323867987,2.056452467336125,0.0,4.051294554974286,44.15272878662753,99.25076549480282,0.5239406455287817,0.20910989714936287,72028.23691041695,3.3361600711913937,0.053243218965784475,0.7769980702535007,0.7769980702535007,1.7769980702535007,5.037237895607212,1.0
8.23,186.61758906021547,137.0035271441982,9.439780897626331,2.2105813557633365,49277.856746993224,5081.731424079859,25.378392080825964,25.006101238198195,1.507246783777307,8.112450073946087,0.04076927631315325,22738.27886322981,1.88,0.065,0.079,95.0,0.05,0.19,0.484,0.194,0.0304,0.6471,0.6,25.0,1.8,-1.8,0.0558,0.008,0.057,0.0558,0.9,0.82,0.01,78.0,2.7,0.0021,0.009,0.0618,0.0079,1.0,2.5,0.047,225.59,0.0331,0.2,2.3,0.05,0.11,0.5,0.0005,339.0,78000.0,0.00017806267806267802,0.003205128205128205,1.5816987372598958,2.0566724790700266,0.0,4.056225036973044,44.21162711526673,99.26467503202952,0.5237907588760194,0.20898427748178391,72016.13561022303,3.3422156673756,0.053232769600762765,0.7770998727755539,0.7770998727755539,1.7770998727755538,5.042479089217536,1.0
8.24,186.64378007772262,137.0088306994438,9.453389700930844,2.213532122450546,49250.367373211084,5090.939328161893,25.379882179351362,25.006130706764694,1.5131157337573404,8.122314133600907,0.04098377826893028,22753.661123406862,1.88,0.065,0.079,95.0,0.05,0.19,0.484,0.194,0.0304,0.6471,0.6,25.0,1.8,-1.8,0.0558,0.008,0.057,0.0558,0.9,0.82,0.01,78.0,2.7,0.0021,0.009,0.0618,0.0079,1.0,2.5,0.047,225.59,0.0331,0.2,2.3,0.05,0.11,0.5,0.0005,339.0,78000.0,0.00017806267806267802,0.003205128205128205,1.5810338720193644,2.0568931515892763,0.0,4.061157066800454,44.270642449010914,99.27860642432056,0.5236408251692662,0.20885869746817265,72004.02849661795,3.348271635060322,0.05322227491427242,0.7772019700927647,0.7772019700927647,1.7772019700927646,5.047718928669293,1.0
8.25,186.67001216637877,137.0141460749825,9.467019680022206,2.2164887399913162,49222.89333421596,5100.147771976255,25.38137682661431,25.006160290906593,1.5190022906683154,8.132181260026515,0.041198939628745976,22769.022260181067,1.88,0.065,0.079,95.0,0.05,0.19,0.484,0.194,0.0304,0.6471,0.6,25.0,1.8,-1.8,0.0558,0.008,0.057,0.0558,0.9,0.82,0.01,78.0,2.7,0.0021,0.009,0.0618,0.0079,1.0,2.5,0.047,225.59,0.0331,0.2,2.3,0.05,0.11,0.5,0.0005,339.0,78000.0,0.00017806267806267802,0.003205128205128205,1.5803687299628069,2.057114486129129,0.0,4.0660906300132575,44.329774799826325,99.29255966296743,0.523490844847597,0.20873315747570867,71991.91559439703,3.354327957722845,0.05321173473427366,0.7773043627503773,0.7773043627503773,1.7773043627503773,5.052957399537092,1.0
8.26,186.69628530969158,137.01947328519327,9.48067082467847,2.2194512089614347,49195.434621453176,5109.356730378876,25.382876031487925,25.006189990975003,1.5249064873538964,8.142051424340858,0.04141476126371725,22784.362306938172,1.88,0.065,0.079,95.0,0.05,0.19,0.484,0.194,0.0304,0.6471,0.6,25.0,1.8,-1.8,0.0558,0.008,0.057,0.0558,0.9,0.82,0.01,78.0,2.7,0.0021,0.009,0.0618,0.0079,1.0,2.5,0.047,225.59,0.0331,0.2,2.3,0.05,0.11,0.5,0.0005,339.0,78000.0,0.00017806267806267802,0.003205128205128205,1.5797033129066076,2.0573364839245065,0.0,4.071025712170429,44.38902417922869,99.30653473919766,0.523340818350019,0.20860765787056684,71979.79692839136,3.360384618826107,0.05320114888838055,0.7774070512935444,0.7774070512935444,1.7774070512935443,5.058194487383914,1.0
8.27,186.72259949104847,137.02481234442695,9.494343124612165,2.222419529914207,49167.99122637282,5118.566178203735,25.38437980284512,25.00621980732171,1.5308283566486878,8.15192459766631,0.04163124404403309,22799.68129709502,1.88,0.065,0.079,95.0,0.05,0.19,0.484,0.194,0.0304,0.6471,0.6,25.0,1.8,-1.8,0.0558,0.008,0.057,0.0558,0.9,0.82,0.01,78.0,2.7,0.0021,0.009,0.0618,0.0079,1.0,2.5,0.047,225.59,0.0331,0.2,2.3,0.05,0.11,0.5,0.0005,339.0,78000.0,0.00017806267806267802,0.003205128205128205,1.5790376226671252,2.0575591462099907,0.0,4.075962298833155,44.44839059828414,99.32053164417472,0.5231907461154721,0.20848219901791917,71967.67252346783,3.3664416018186105,0.05319051720386374,0.7775100362673214,0.7775100362673214,1.7775100362673215,5.063430177760959,1.0
8.28,186.74895469371663,137.0301632670065,9.508036569470411,2.225393703380499,49140.56314042973,5127.7760902627315,25.38588814955856,25.00624974029921,1.5367679313780498,8.161800751129627,0.041848388838951256,22814.979264099697,1.88,0.065,0.079,95.0,0.05,0.19,0.484,0.194,0.0304,0.6471,0.6,25.0,1.8,-1.8,0.0558,0.008,0.057,0.0558,0.9,0.82,0.01,78.0,2.7,0.0021,0.009,0.0618,0.0079,1.0,2.5,0.047,225.59,0.0331,0.2,2.3,0.05,0.11,0.5,0.0005,339.0,78000.0,0.00017806267806267802,0.003205128205128205,1.5783716610606915,2.0577824742198145,0.0,4.080900375564814,44.50787406760998,99.33455036899821,0.5230406285828296,0.20835678128193721,71955.54240452943,3.3724988901343353,0.05317983950765355,0.7776133182166651,0.7776133182166651,1.7776133182166651,5.068664456207569,1.0
8.290000000000001,186.77535090084302,137.0355260672267,9.52175114883501,2.2283737298687787,49113.150355083526,5136.9864413455425,25.387401080500602,25.006279790260685,1.5427252443579167,8.171679855861901,0.04206619651679514,22830.256241431685,1.88,0.065,0.079,95.0,0.05,0.19,0.484,0.194,0.0304,0.6471,0.6,25.0,1.8,-1.8,0.0558,0.008,0.057,0.0558,0.9,0.82,0.01,78.0,2.7,0.0021,0.009,0.0618,0.0079,1.0,2.5,0.047,225.59,0.0331,0.2,2.3,0.05,0.11,0.5,0.0005,339.0,78000.0,0.00017806267806267802,0.003205128205128205,1.577705429903618,2.0580064691878577,0.0,4.085839927930951,44.56747459737557,99.34859090470374,0.5228904661908991,0.20823140502579437,71943.40659651521,3.3785564671926456,0.05316911562634273,0.7777168976864318,0.7777168976864318,1.7777168976864317,5.073897308251085,1.0
8.3,186.80178808620386,137.04090076005048,9.535486838276663,2.2313596084165006,49085.75286181467,5146.197206274476,25.388918605244406,25.006309957525488,1.548700331794744,8.181561874723876,0.042284667958944186,22845.51226333013,1.88,0.065,0.079,95.0,0.05,0.19,0.484,0.194,0.0304,0.6471,0.6,25.0,1.8,-1.8,0.0558,0.008,0.057,0.0558,0.9,0.82,0.01,78.0,2.7,0.0021,0.009,0.0618,0.0079,1.0,2.5,0.047,225.59,0.0331,0.2,2.3,0.05,0.11,0.5,0.0005,339.0,78000.0,0.00017806267806267802,0.003205128205128205,1.5770389315433073,2.0582311324754823,0.0,4.090780937361938,44.62719216833001,99.36265323734249,0.5227402595041971,0.2081060707165827,71931.2651251448,3.3846143164343676,0.05315834538685105,0.7778207752721453,0.7778207752721453,1.7778207752721453,5.079128720917637,1.0
8.31,186.82826620897427,137.04628736150227,9.549243591469608,2.234351335771038,49058.37065213355,5155.408359935431,25.390440734460327,25.006340242359652,1.5546932352078746,8.191446757627165,0.04250380406774339,22860.74736520572,1.88,0.065,0.079,95.0,0.05,0.19,0.484,0.194,0.0304,0.6471,0.6,25.0,1.8,-1.8,0.0558,0.008,0.057,0.0558,0.9,0.82,0.01,78.0,2.7,0.0021,0.009,0.0618,0.0079,1.0,2.5,0.047,225.59,0.0331,0.2,2.3,0.05,0.11,0.5,0.0005,339.0,78000.0,0.00017806267806267802,0.003205128205128205,1.5763721691585588,2.058456465643816,0.0,4.095723378813583,44.68702671542076,99.37673734519909,0.5225900092840671,0.20798077898426978,71919.11801733926,3.390672421342149,0.05314752861681641,0.777924951648711,0.777924951648711,1.777924951648711,5.084358683586325,1.0
8.32,186.85478528114484,137.05168588359444,9.563021441828473,2.2373489169474112,49031.00371746323,5164.619876877016,25.391967474806034,25.006370645227385,1.5607039766493933,8.2013345018392,0.042723605664513886,22875.961578334125,1.88,0.065,0.079,95.0,0.05,0.19,0.484,0.194,0.0304,0.6471,0.6,25.0,1.8,-1.8,0.0558,0.008,0.057,0.0558,0.9,0.82,0.01,78.0,2.7,0.0021,0.009,0.0618,0.0079,1.0,2.5,0.047,225.59,0.0331,0.2,2.3,0.05,0.11,0.5,0.0005,339.0,78000.0,0.00017806267806267802,0.003205128205128205,1.5757051428888866,2.0586824695220174,0.0,4.1006672509196,44.746978338948225,99.39084323465151,0.5224397155720442,0.20785552985753605,71906.96529579736,3.3967307651768075,0.053136665139760314,0.7780294272003826,0.7780294272003826,1.7780294272003827,5.0895871769778385,1.0
