G_p,G_t,I_1,I_d,I_l,I_p,I_po,Q_gut,Q_sto1,Q_sto2,X,Y,Time
178.0,135.0,25.0,25.0,4.5,1.25,3.6,0.0,78000.0,0.0,0.0,0.0,0.0
177.9997380303329,135.00156154230996,25.00000006064799,25.000000000001588,4.503066687894822,1.2500776555958026,3.5996802183371943,0.012066806508221093,77956.48814093831,43.49978996285937,2.5408621784482157e-07,-1.755263939582265e-05,0.01
177.99947782411186,135.00312162762998,25.00000024815299,25.00000000001292,4.506117667495056,1.2501605785505667,3.5993640086107077,0.04824014935839668,77913.00055471987,86.95118679426177,1.039556951647956e-06,-3.5104141344883803e-05,0.02
177.99921953514712,135.00468025828027,25.00000057077814,25.000000000044352,4.509153057916438,1.250248703620167,3.599051540719332,0.10847944637026134,77869.53722780103,130.35423088732725,2.390895567107411e-06,-5.265445259895322e-05,0.03
177.99896331669316,135.00623743667398,25.000001036678025,25.00000000010687,4.512172978333556,1.2503419662674435,3.5987429830365834,0.19274417796660068,77826.09814665209,173.70896258888538,4.342121816872203e-06,-7.020351542359312e-05,0.04
177.99870932149142,135.00779316531668,25.000001653902423,25.00000000021211,4.515177548003169,1.2504403026375288,3.598438502470525,0.3009938769964938,77782.68329775427,217.01542220923207,6.926807859401092e-06,-8.775126762780122e-05,0.05
177.99845770190007,135.0093474468065,25.000002430405686,25.00000000037235,4.518166886349888,1.2505436494909734,3.5981382646302325,0.433188096754385,77739.29266758951,260.2736500529204,1.0178117661444762e-05,-0.00010529764261266603,0.06
177.99820860984474,135.01090028383373,25.000003374044343,25.000000000600462,4.521141112924418,1.2506519442252952,3.5978424337714636,0.5892864239120174,77695.92624264465,303.4836864063897,1.4128797023316037e-05,-0.00012284256937132094,0.07
177.99796219678603,135.01245167918043,25.000004492576025,25.00000000090996,4.524100347375535,1.2507651248865819,3.597551172764201,0.7692484865520054,77652.58400941388,346.64557153010725,1.8811169208086605e-05,-0.00014038597249615075,0.08
177.99771861370482,135.01400163572004,25.00000579365937,25.00000000131495,4.527044709432694,1.2508831301737748,3.5972646430811634,0.9730339584768445,77609.2659544002,389.7593456544695,2.4257134634002482e-05,-0.00015792777219023348,0.09
177.99747801108876,135.01555015641705,25.000007284854146,25.000000001830152,4.529974318891032,1.2510058994412565,3.596983004788741,1.2006025626810988,77565.97206411639,432.8250489763878,3.0498171503706248e-05,-0.00017546788428002676,0.1
177.99724053896017,135.01709724432666,25.000008973624222,25.000000002470866,4.532889295623375,1.2511333726810012,3.5967064165894147,1.4519140649112683,77522.70232508311,475.84272166545327,3.7565348302764746e-05,-0.0001930062202422403,0.11
177.9970063469141,135.01864290259445,25.000010867341327,25.000000003252975,4.535789759598605,1.251265490499013,3.5964350358786623,1.7269282646670172,77479.456723826,518.8124038725957,4.548933985746076e-05,-0.0002105426872355784,0.12
177.99677558400302,135.02018713445662,25.000012973275776,25.000000004192955,4.538675830812479,1.2514021941783164,3.596169018589543,2.0256050230954843,77436.23524688453,561.734135703204,5.4300388114014145e-05,-0.0002280771880406654,0.13
177.99654839896144,135.0217299432377,25.000015298618887,25.00000000530781,4.541547629392665,1.2515434255403746,3.5959085195279816,2.3479042106726395,77393.03788079544,604.607957267542,6.40283971002478e-05,-0.00024560962125090525,0.14
177.99632493990617,135.0232713323542,25.0000178504521,25.000000006615178,4.544405275465289,1.2516891271335295,3.5956536919181707,2.6937857765464788,77349.86461211463,647.4339086139269,7.470280207322978e-05,-0.00026313988100130085,0.15
177.99610535459044,135.02481130531007,25.000020635776952,25.0000000081332,4.547248889243828,1.2518392420587965,3.5954046878159986,3.0632096910760422,77306.71542739909,690.2120297839749,8.635269679260933e-05,-0.0002806678572622507,0.16
177.99588979032453,135.02634986569845,25.000023661505065,25.00000000988057,4.550078591005737,1.2519937140267325,3.595161657975216,3.45613596350059,77263.59031321242,732.9423607956372,9.900679093917201e-05,-0.00029819343573657403,0.17
177.99567839391378,135.0278870172026,25.000026934450865,25.000000011876566,4.552894501069822,1.2521524873998815,3.594924751746895,3.87252465614084,77220.48925612934,775.6249416295711,0.00011269337926945764,-0.0003157164977893005,0.18
177.99547131178403,135.0294227635908,25.00003046135484,25.00000001414092,4.55569673978604,1.2523155070746945,3.5946941173466356,4.312335859065553,77177.41224272773,818.259812253285,0.00012744044071915094,-0.0003332369207353164,0.19
177.99526868986214,135.03095710872344,25.00003424885516,25.000000016693985,4.558485427585859,1.2524827186175096,3.594469901553447,4.775529711783205,77134.35925959541,860.8470126006017,0.00014327551725941155,-0.00035075457745937746,0.2
177.99507067365673,135.03249005654408,25.000038303518554,25.000000019556538,4.56126068487226,1.2526540681282805,3.594252250000784,5.262066393143579,77091.33029332705,903.3865825809189,0.00016022584600192713,-0.00036826933687322735,0.21
177.994877408219,135.03402161108735,25.000042631815198,25.000000022749948,4.564022632138953,1.2528295023451232,3.5940413069596224,5.771906122260839,77048.32533052433,945.8785620787442,0.00017831825160451382,-0.00038578106352008126,0.22
177.99468903815864,135.03555177647303,25.000047240136528,25.000000026296053,4.566771389872707,1.253008968572741,3.5938372154835516,6.305009161105231,77005.34435779693,988.3229909508609,0.00019757922271851412,-0.00040328961786705443,0.23
177.99450570764083,135.03708055690728,25.000052134791442,25.000000030217183,4.569507078574801,1.2531924146976567,3.5936401173780688,6.861335813814092,76962.3873617622,1030.7199090270678,0.00021803489561100718,-0.0004207948562419704,0.24
177.9943275603856,135.0386079566846,25.000057322000927,25.000000034536196,4.572229818794817,1.2533797892088059,3.5934501531599667,7.44084642482081,76919.4543290446,1073.069356112092,0.0002397110311566282,-0.0004382966307418001,0.25
177.99415473968068,135.04013398018245,25.000062807913434,25.00000003927638,4.574939731046568,1.2535710411354548,3.593267462181959,8.043501381219183,76876.54524627648,1115.3713719829823,0.00026263308074978773,-0.00045579478948854743,0.26
177.99398738836015,135.04165863186793,25.000068598585695,25.000000044461576,4.577636935906904,1.2537661201260784,3.593092182473312,8.669261111239878,76833.66010009755,1157.6259963909908,0.0002868261041035373,-0.0004732891763132889,0.27
