data_set_value_component_environment_variable_time,data_set_value_component_Concentrations_variable_C_ext_Na,data_set_value_component_Concentrations_variable_C_ext_H,data_set_value_component_Concentrations_variable_C_ext_NH4,data_set_value_component_Concentrations_variable_C_int_Na,data_set_value_component_Concentrations_variable_C_int_H,data_set_value_component_Concentrations_variable_C_int_NH4,data_set_value_component_NHE3_Parameters_variable_XTxP0_NHE3_Na,data_set_value_component_NHE3_Parameters_variable_XTxP0_NHE3_H,data_set_value_component_NHE3_Parameters_variable_XTxP0_NHE3_NH4,data_set_value_component_NHE3_Parameters_variable_K_NHE3_Na,data_set_value_component_NHE3_Parameters_variable_K_NHE3_H,data_set_value_component_NHE3_Parameters_variable_K_NHE3_NH4,data_set_value_component_NHE3_variable_XTxP_NHE3_Na,data_set_value_component_NHE3_variable_XTxP_NHE3_H,data_set_value_component_NHE3_variable_XTxP_NHE3_NH4,data_set_value_component_NHE3_variable_alpha_ext_Na,data_set_value_component_NHE3_variable_beta_ext_H,data_set_value_component_NHE3_variable_gamma_ext_NH4,data_set_value_component_NHE3_variable_alpha_int_Na,data_set_value_component_NHE3_variable_beta_int_H,data_set_value_component_NHE3_variable_gamma_int_NH4,data_set_value_component_NHE3_variable_sum_NHE3,data_set_value_component_NHE3_variable_J_NHE3_Na,data_set_value_component_NHE3_variable_J_NHE3_H,data_set_value_component_NHE3_variable_J_NHE3_NH4,data_set_value_component_NHE3_variable_J_NHE3_Na_Max,data_set_value_component_NHE3_variable_plot
0.0,0.1,3.1623e-05,1.0,0.0,0.001,0.0,0.0016,0.00048,0.0016,30.0,7.2e-05,27.0,0.0031968031968031972,0.0009590409590409593,0.0031968031968031972,0.0033333333333333335,0.4392083333333333,0.037037037037037035,0.0,13.88888888888889,0.0,0.027900990038767823,5.0872102989551915e-06,-6.161176917623509e-05,5.6524558877279893e-05,0.0007377238146468917,145.01539572649574
0.1,0.1,3.1623e-05,4.9,0.0,0.001,0.0,0.0016,0.00048,0.0016,30.0,7.2e-05,27.0,0.0031968031968031972,0.0009590409590409593,0.0031968031968031972,0.0033333333333333335,0.4392083333333333,0.1814814814814815,0.0,13.88888888888889,0.0,0.03670009217120329,3.867516278001003e-06,-0.00021443229141361112,0.00021056477513561013,0.0007377238146468917,190.74872905982906
0.2,0.1,3.1623e-05,8.800000000000004,0.0,0.001,0.0,0.0016,0.00048,0.0016,30.0,7.2e-05,27.0,0.0031968031968031972,0.0009590409590409593,0.0031968031968031972,0.0033333333333333335,0.4392083333333333,0.32592592592592606,0.0,13.88888888888889,0.0,0.04549919430363876,3.119576204559616e-06,-0.00030814480509483324,0.0003050252288902736,0.0007377238146468917,236.48206239316238
0.30000000000000004,0.1,3.1623e-05,12.70000000000001,0.0,0.001,0.0,0.0016,0.00048,0.0016,30.0,7.2e-05,27.0,0.0031968031968031972,0.0009590409590409593,0.0031968031968031972,0.0033333333333333335,0.4392083333333333,0.4703703703703707,0.0,13.88888888888889,0.0,0.05429829643607424,2.614045249897862e-06,-0.0003714848749577075,0.00036887082970780966,0.0007377238146468917,282.2153957264958
0.4,0.1,3.1623e-05,16.6,0.0,0.001,0.0,0.0016,0.00048,0.0016,30.0,7.2e-05,27.0,0.0031968031968031972,0.0009590409590409593,0.0031968031968031972,0.0033333333333333335,0.4392083333333333,0.6148148148148148,0.0,13.88888888888889,0.0,0.06309739856850968,2.249509600972736e-06,-0.0004171590582248329,0.0004149095486238601,0.0007377238146468917,327.94872905982896
0.5,0.1,3.1623e-05,20.500000000000007,0.0,0.001,0.0,0.0016,0.00048,0.0016,30.0,7.2e-05,27.0,0.0031968031968031972,0.0009590409590409593,0.0031968031968031972,0.0033333333333333335,0.4392083333333333,0.7592592592592595,0.0,13.88888888888889,0.0,0.07189650070094517,1.974201838649429e-06,-0.0004516535095310194,0.00044967930769237,0.0007377238146468917,373.68206239316237
0.6000000000000001,0.1,3.1623e-05,24.40000000000001,0.0,0.001,0.0,0.0016,0.00048,0.0016,30.0,7.2e-05,27.0,0.0031968031968031972,0.0009590409590409593,0.0031968031968031972,0.0033333333333333335,0.4392083333333333,0.903703703703704,0.0,13.88888888888889,0.0,0.08069560283338065,1.758933558862411e-06,-0.00047862536507267174,0.00047686643151380933,0.0007377238146468917,419.41539572649583
0.7000000000000001,0.1,3.1623e-05,28.30000000000001,0.0,0.001,0.0,0.0016,0.00048,0.0016,30.0,7.2e-05,27.0,0.0031968031968031972,0.0009590409590409593,0.0031968031968031972,0.0033333333333333335,0.4392083333333333,1.0481481481481485,0.0,13.88888888888889,0.0,0.08949470496581612,1.5859955505801306e-06,-0.0005002934853441102,0.0004987074897935301,0.0007377238146468917,465.1487290598292
0.8,0.1,3.1623e-05,32.2,0.0,0.001,0.0,0.0016,0.00048,0.0016,30.0,7.2e-05,27.0,0.0031968031968031972,0.0009590409590409593,0.0031968031968031972,0.0033333333333333335,0.4392083333333333,1.1925925925925926,0.0,13.88888888888889,0.0,0.09829380709825156,1.444019802126381e-06,-0.0005180822156740094,0.000516638195871883,0.0007377238146468917,510.88206239316236
0.9,0.1,3.1623e-05,36.10000000000001,0.0,0.001,0.0,0.0016,0.00048,0.0016,30.0,7.2e-05,27.0,0.0031968031968031972,0.0009590409590409593,0.0031968031968031972,0.0033333333333333335,0.4392083333333333,1.3370370370370372,0.0,13.88888888888889,0.0,0.10709290923068704,1.3253744332458013e-06,-0.0005329477859907284,0.0005316224115574826,0.0007377238146468917,556.6153957264958
1.0,0.1,3.1623e-05,40.00000000000001,0.0,0.001,0.0,0.0016,0.00048,0.0016,30.0,7.2e-05,27.0,0.0031968031968031972,0.0009590409590409593,0.0031968031968031972,0.0033333333333333335,0.4392083333333333,1.4814814814814818,0.0,13.88888888888889,0.0,0.11589201136312251,1.2247453660246977e-06,-0.0005455560191547793,0.0005443312737887545,0.0007377238146468917,602.348729059829
