C_para_Apical_2_task1,C_para__Basolateral___HepG2__1_task1,_1_task1
2500.0,5.0,0.0
2490.015454397746,13.41459938034304,0.1
2480.4022548226885,21.369105151897074,0.2
2470.8487907848175,28.53754425484227,0.30000000000000004
2461.3526097478066,34.994298786328905,0.4
2451.911477462482,40.80676822708945,0.5
2442.523360669731,46.03592445760939,0.6000000000000001
2433.186404532718,50.73703496631626,0.7000000000000001
2423.8989196455113,54.96007939403573,0.8
2414.6593661294387,58.750259359122744,0.9
2405.466335319823,62.14858543004973,1.0
2396.318538016726,65.19225374508429,1.1
2387.2147960432494,67.91491664488017,1.2000000000000002
2378.154032057207,70.34700925812248,1.3
2369.135259006659,72.51608747632258,1.4000000000000001
2360.15757163193,74.44710032969385,1.5
2351.2201378846025,76.16266502719856,1.6
2342.3221922722,77.68328027483462,1.7000000000000002
2333.4630312774934,79.02747308293075,1.8
2324.6420046126236,80.21207908173163,1.9000000000000001
2315.858513927463,81.25228389825723,2.0
2307.1120060723238,82.16183907645,2.1
2298.4019687826285,82.95320037522264,2.2
2289.7279269163164,83.6376483328942,2.3000000000000003
2281.0894390834596,84.22539626822525,2.4000000000000004
2272.4860939932696,84.72570733671883,2.5
2263.917508244104,85.14696532914935,2.6
2255.3833238567177,85.49675369920135,2.7
2246.8832054636805,85.78194561385658,2.8000000000000003
2238.4168385871285,86.00875911335613,2.9000000000000004
2229.9839275724676,86.18282330011624,3.0
2221.5841936884344,86.30923919598972,3.1
2213.2173736494547,86.39262706000737,3.2
2204.8832183686573,86.43716631307369,3.3000000000000003
2196.5814914139323,86.44664498149156,3.4000000000000004
2188.3119680173045,86.42449140284742,3.5
2180.0744340410156,86.3738073191891,3.6
2171.8686851172683,86.29739540341787,3.7
2163.6945253171234,86.19780187992139,3.8000000000000003
2155.5517667395393,86.07732964749172,3.9000000000000004
2147.4402290284684,85.93805370861416,4.0
2139.359737085807,85.78189443568989,4.1000000000000005
2131.3101239522575,85.61052516624525,4.2
2123.2912255554543,85.42554051371378,4.3
2115.302885385948,85.2283064170017,4.4
2107.344949700775,85.02011384934012,4.5
2099.417269789284,84.80210613273336,4.6000000000000005
2091.519700900662,84.57531326714758,4.7
2083.6521013672896,84.34067998240046,4.800000000000001
2075.8143331603737,84.09904787786415,4.9
2068.00626068168,83.85119410248109,5.0
2060.2277515730843,83.59780535714911,5.1000000000000005
2052.478675313921,83.33952280506374,5.2
2044.758904156522,83.07691203530325,5.300000000000001
2037.068312215553,82.81049220375215,5.4
2029.406775514212,82.5407345034423,5.5
2021.7741721652567,82.26805631310673,5.6000000000000005
2014.170381603329,81.99284575440198,5.7
2006.5952851588015,81.71544325170011,5.800000000000001
1999.048765320971,81.43616509723292,5.9
1991.530352541892,81.15578866903063,6.0
1982.1778504663962,83.35902093780012,6.1000000000000005
1972.8778449629106,85.30452106558208,6.2
1963.6297430777915,87.01651318534608,6.300000000000001
1954.432449680704,88.51772553297045,6.4
1945.2849688287572,89.82864873804616,6.5
1936.1863835359802,90.96789866433927,6.6000000000000005
1927.1358518193945,91.95220882310372,6.7
