C_sulf_Apical_2_task1,C_sulf__Basolateral___HepG2__1_task1,_1_task1
1e-15,1e-15,0.0
0.45690819047917025,0.918712186914134,0.1
0.9900090116969749,2.227701292311682,0.2
1.5241576033859972,3.7985597601377687,0.30000000000000004
2.05961203421158,5.604367509618698,0.4
2.596606585782665,7.620747410999752,0.5
3.1353497320147614,9.825657934340011,0.6000000000000001
3.6760270558717973,12.19913029228711,0.7000000000000001
4.218802933580209,14.723117036531557,0.8
4.763822604834158,17.381306765939385,0.9
5.311214548445199,20.158910791179398,1.0
5.861092005948617,23.04252624950202,1.1
6.413554080423728,26.020037744717435,1.2000000000000002
6.968687059315263,29.080498649417773,1.3
7.526565782516198,32.21400826814339,1.4000000000000001
8.087254745606502,35.41161284373774,1.5
8.650809213411428,38.665205594623345,1.6
9.217276083955518,41.967449185216665,1.7000000000000002
9.786694482711672,45.3117223700468,1.8
10.359096897146587,48.69201811366037,1.9000000000000001
10.934509344163448,52.102928554046926,2.0
11.512952243706419,55.53956652767817,2.1
12.094440978521362,58.997515306491906,2.2
12.678986381675884,62.472784780537566,2.3000000000000003
13.266595173340965,65.96177220652014,2.4000000000000004
13.857270434178918,69.4612196653111,2.5
14.451011891293915,72.96818833200352,2.6
15.047816237507927,76.48002975514154,2.7
15.647677495311997,79.99435312966133,2.8000000000000003
16.25058723939733,83.50900525095156,2.9000000000000004
16.85653486387743,87.02204646039105,3.0
17.465507827925542,90.53172852866616,3.1
18.077491846514427,94.03647746012982,3.2
18.69247105121451,97.53487898415696,3.3000000000000003
19.31042818955476,101.02566058686617,3.4000000000000004
19.93134475250458,104.50767998965055,3.5
20.555201107572188,107.97991312350459,3.6
21.18197660935099,111.44144412660619,3.7
21.811649771230346,114.89144985584589,3.8000000000000003
22.44419831757315,118.3291951194041,3.9000000000000004
23.079599245237382,121.75402707107456,4.0
23.717829119479124,125.1653485835319,4.1000000000000005
24.35886369850034,128.5626518353256,4.2
25.002678614491124,131.94545713988882,4.3
25.649248765022197,135.31336744762177,4.4
26.2985489348806,138.66601248209656,4.5
26.950553500588,142.00307515989854,4.6000000000000005
27.605236568505685,145.324279115723,4.7
28.262572087512794,148.62937850895784,4.800000000000001
28.92253377571035,151.91816451706163,4.9
29.585095276097213,155.19045127945418,5.0
30.250230050365655,158.44608534830027,5.1000000000000005
30.917911559796142,161.68492936802352,5.2
31.588113142689384,164.90687299399912,5.300000000000001
32.26080813141808,168.11182230340103,5.4
