Time,a,b,c,d,Vthresh,i,v,u,cell
0.0,-0.02,-1.0,-60.0,8.0,30.0,80.0,-63.8,63.8,1.0
0.01,-0.02,-1.0,-60.0,8.0,30.0,80.0,-63.799824091542405,63.800000017595146,1.0
0.02,-0.02,-1.0,-60.0,8.0,30.0,80.0,-63.799648366261685,63.80000007036065,1.0
0.03,-0.02,-1.0,-60.0,8.0,30.0,80.0,-63.79947282429408,63.800000158266926,1.0
0.04,-0.02,-1.0,-60.0,8.0,30.0,80.0,-63.79929746577539,63.80000028128435,1.0
0.05,-0.02,-1.0,-60.0,8.0,30.0,80.0,-63.79912229084112,63.80000043938322,1.0
0.06,-0.02,-1.0,-60.0,8.0,30.0,80.0,-63.79894729962622,63.800000632533795,1.0
0.07,-0.02,-1.0,-60.0,8.0,30.0,80.0,-63.79877249226567,63.80000086070635,1.0
0.08,-0.02,-1.0,-60.0,8.0,30.0,80.0,-63.79859786889411,63.8000011238711,1.0
0.09,-0.02,-1.0,-60.0,8.0,30.0,80.0,-63.798423429645815,63.80000142199824,1.0
0.1,-0.02,-1.0,-60.0,8.0,30.0,80.0,-63.79824917465465,63.80000175505793,1.0
0.11,-0.02,-1.0,-60.0,8.0,30.0,80.0,-63.798075104054135,63.8000021230203,1.0
0.12,-0.02,-1.0,-60.0,8.0,30.0,80.0,-63.797901217977376,63.80000252585543,1.0
0.13,-0.02,-1.0,-60.0,8.0,30.0,80.0,-63.797727516557124,63.80000296353339,1.0
0.14,-0.02,-1.0,-60.0,8.0,30.0,80.0,-63.797553999925746,63.800003436024184,1.0
0.15,-0.02,-1.0,-60.0,8.0,30.0,80.0,-63.79738066821524,63.80000394329782,1.0
0.16,-0.02,-1.0,-60.0,8.0,30.0,80.0,-63.79720752155728,63.800004485324244,1.0
0.17,-0.02,-1.0,-60.0,8.0,30.0,80.0,-63.79703456008314,63.800005062073396,1.0
0.18,-0.02,-1.0,-60.0,8.0,30.0,80.0,-63.796861783923674,63.80000567351516,1.0
0.19,-0.02,-1.0,-60.0,8.0,30.0,80.0,-63.796689193209396,63.80000631961938,1.0
0.2,-0.02,-1.0,-60.0,8.0,30.0,80.0,-63.79651678807041,63.80000700035589,1.0
0.21,-0.02,-1.0,-60.0,8.0,30.0,80.0,-63.79634456863648,63.80000771569447,1.0
0.22,-0.02,-1.0,-60.0,8.0,30.0,80.0,-63.79617253503696,63.80000846560487,1.0
0.23,-0.02,-1.0,-60.0,8.0,30.0,80.0,-63.796000687400834,63.8000092500568,1.0
