Time,cG,cG_m,cL,cL_m,cLm,cNI,cNI_m,cP,cP7,cP7_m,cP9,cP9_m,cT,cT_m,cTm,cY,cY_m,cZG,cZTL,n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,m18,m19,m20,m21,m22,m23,m24,m25,m26,a,b,c,d,e,f,h,g,i,j,k,l,m,n,o,s,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,q1,q2,q3,q4,dawn,dusk,dawn1,dusk1,dawn2,dusk2,L,D,parameter_1,An0,En0,Temp,Rgas,Am1,Em1,Ap1,Ep1,Am6,Em6,Am25,Em25,Am15,Em15,An12,En12,def,cL_m_trscr,cL_m_degr,cL_trsl,cL_degr,cL_modif,cLm_degr,cT_m_trscr,cT_m_degr,cT_trsl,cT_degr,cT_modif,cTm_degr,cY_m_trscr,cY_m_degr,cY_trsl,cY_degr,cP_trsl,cP_degr,cP9_m_trscr,cP9_m_degr,cP9_trsl,cP9_degr,cP7_m_trscr,cP7_m_degr,cP7_trsl,cP7_degr,cNI_m_trscr,cNI_m_degr,cNI_trsl,cNI_degr,cG_m_trscr,cG_m_degr,cG_trsl,cG_degr,cG_cZTL_assoc,cZTL_trsl,cZTL_degr,cZG_degr
9.6,0.032112237398795644,0.9481776451466088,0.14180822486676736,0.009743717180935987,0.14265714594347773,0.8442303482812861,1.0126575640541031,7.236612724422162e-05,0.9648191260878862,0.5910645013471112,0.24530189253409534,0.015037490206249279,0.18974851095126644,0.3268832904436185,0.06025757698646219,0.7325741540351289,0.9616968732528448,0.5976473200077523,0.21548066452463835,0.4000027925874407,1.8,0.7,0.06,0.0,3.4,1.25,0.2,0.42,0.26,0.18,0.71,2.3499889284595,0.1,0.28,0.4,0.91,0.3,0.3,0.18,0.14,0.3,0.7,0.7,0.5,0.6,0.17,0.4,0.2,0.5400132205603699,0.24,0.2,0.2,0.3,0.2500060658314073,0.5,0.1,1.0,0.3,1.0,1.0,0.32,0.28,0.31000613986248937,0.5,0.3,1.0,0.2,1.2,0.2,2.0,1.0,0.405,0.280006253789297,0.14,2.0,3.0,3.0,2.5,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,0.4000075609817316,0.27,0.1,0.268,1.0,0.44,0.3,0.7,0.4,0.36,0.23,30.0,0.4,0.45,0.05,0.8,0.5,2.9,0.6,0.0,12.0,0.0,3.0,9.0,12.0,0.9999322758503801,6.772414961986328e-05,0.5,4638600.0,40.5939,300.15,0.0083145,2.3323,3.6511,559910.0,35.3172,1499400.0,38.9484,0.559,1.7253,1287.0,20.7914,3.5369,1.0203,1.0,0.0009876158147766002,0.005261538120894538,0.003897474754407792,0.03262735950192311,0.004265714528569639,0.028531429188695546,0.2594105433595859,0.09806498713308555,0.08760472183888977,0.05755085528404824,0.01009671347231101,0.01687192704383605,1.0419460428471405,0.9616968732528448,0.4231466242312517,0.21977224621053867,2.0315774605630314e-05,7.236122630979272e-05,0.006944439710908197,0.015037490206249279,0.010526243144374494,0.07852451521919149,0.03714110629724456,0.16549806037719114,0.2364258005388445,0.29914493821566523,0.5255446725373413,0.5063287820270516,0.3645567230594771,0.25327510783654,0.9864807631514124,0.9481776451466088,0.21808085838372004,0.0064224474797591295,0.207556738907146,0.45,0.258576797429566,0.11952946400155047
9.61,0.03215311092755419,0.9485568539528958,0.14152125162267365,0.009701093409777298,0.14241460750844606,0.8453418391847394,1.0128481021431737,7.185246191675338e-05,0.9641903331346204,0.5897816109532505,0.24462270864177657,0.014956702656221984,0.1900505859413173,0.32849989807453195,0.0601901116719189,0.7346066001135126,0.962489034626696,0.5985272526327073,0.21531975556155378,0.4000027925874407,1.8,0.7,0.06,0.0,3.4,1.25,0.2,0.42,0.26,0.18,0.71,2.3499889284595,0.1,0.28,0.4,0.91,0.3,0.3,0.18,0.14,0.3,0.7,0.7,0.5,0.6,0.17,0.4,0.2,0.5400132205603699,0.24,0.2,0.2,0.3,0.2500060658314073,0.5,0.1,1.0,0.3,1.0,1.0,0.32,0.28,0.31000613986248937,0.5,0.3,1.0,0.2,1.2,0.2,2.0,1.0,0.405,0.280006253789297,0.14,2.0,3.0,3.0,2.5,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,0.4000075609817316,0.27,0.1,0.268,1.0,0.44,0.3,0.7,0.4,0.36,0.23,30.0,0.4,0.45,0.05,0.8,0.5,2.9,0.6,0.0,12.0,0.0,3.0,9.0,12.0,0.9999295121702223,7.048782977769896e-05,0.5,4638600.0,40.5939,300.15,0.0083145,2.3323,3.6511,559910.0,35.3172,1499400.0,38.9484,0.559,1.7253,1287.0,20.7914,3.5369,1.0203,1.0,0.00098766120613393,0.005238513543424203,0.0038804218133579797,0.03254521608301763,0.004240965758482897,0.028482921501689212,0.26052511695952496,0.09854996942235958,0.08803797268397456,0.05767674756154023,0.0101352212305659,0.01685301368403227,1.0406697690540379,0.962489034626696,0.42349517523574626,0.2203819800340538,2.114482951607828e-05,7.184739719264869e-05,0.006892232269592539,0.014956702656221984,0.010469691859355389,0.07830823487743062,0.03691786909359157,0.16513885106691018,0.23591264438130022,0.2989518177925156,0.5253158661005861,0.5064240510715868,0.36462531677154253,0.2536088083181466,0.9860952698704631,0.9485568539528958,0.21816807640916605,0.006430622185510839,0.2076644839688316,0.45,0.2583837066738645,0.11970545052654147
9.620000000000001,0.03219369632033033,0.9489284070964135,0.14123492837641355,0.009658699745112723,0.14217230714149479,0.8464506771171639,1.0130354021548125,7.135232279838082e-05,0.9635583471491999,0.5885000846810124,0.24394512029116805,0.014876200856600363,0.19035573765895744,0.3301227858208709,0.060123221973171465,0.7366363926791494,0.9632604573305624,0.5994064961316482,0.21515970232308176,0.4000027925874407,1.8,0.7,0.06,0.0,3.4,1.25,0.2,0.42,0.26,0.18,0.71,2.3499889284595,0.1,0.28,0.4,0.91,0.3,0.3,0.18,0.14,0.3,0.7,0.7,0.5,0.6,0.17,0.4,0.2,0.5400132205603699,0.24,0.2,0.2,0.3,0.2500060658314073,0.5,0.1,1.0,0.3,1.0,1.0,0.32,0.28,0.31000613986248937,0.5,0.3,1.0,0.2,1.2,0.2,2.0,1.0,0.405,0.280006253789297,0.14,2.0,3.0,3.0,2.5,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,0.4000075609817316,0.27,0.1,0.268,1.0,0.44,0.3,0.7,0.4,0.36,0.23,30.0,0.4,0.45,0.05,0.8,0.5,2.9,0.6,0.0,12.0,0.0,3.0,9.0,12.0,0.9999266357183623,7.336428163773334e-05,0.5,4638600.0,40.5939,300.15,0.0083145,2.3323,3.6511,559910.0,35.3172,1499400.0,38.9484,0.559,1.7253,1287.0,20.7914,3.5369,1.0203,1.0,0.000987712083998215,0.0052156129653453025,0.003863460803475789,0.032463345868165024,0.004216360192882311,0.02843446142829896,0.2616384213603245,0.09903683574626126,0.0884729065999934,0.05780369556112569,0.010174169938657216,0.016834260597286696,1.0393619409124042,0.9632604573305624,0.42383460122544747,0.2209909178037448,2.2007714077748417e-05,7.134708808647553e-05,0.006840301035141325,0.014876200856600363,0.010413340599620253,0.07809250521546922,0.03669589268411201,0.1647800237106835,0.235400033872405,0.29875777992648106,0.5250859758125108,0.5065177010774062,0.3646927447757325,0.2539417235559654,0.9857003952568819,0.9489284070964135,0.21825353363217512,0.0064387392640660665,0.2077707481374341,0.45,0.25819164278769813,0.11988129922632965
9.63,0.03223399135281214,0.949292287507543,0.14094925331874608,0.00961653500478606,0.1419302457937465,0.8475568582892331,1.0132194694301104,7.086591270833478e-05,0.9629231827547442,0.5872199312746147,0.24326912398075615,0.01479598471451738,0.1906639723152537,0.3317519217944257,0.06005691070637572,0.73866344824634,0.9640110337576362,0.6002850370647326,0.2150005093438656,0.4000027925874407,1.8,0.7,0.06,0.0,3.4,1.25,0.2,0.42,0.26,0.18,0.71,2.3499889284595,0.1,0.28,0.4,0.91,0.3,0.3,0.18,0.14,0.3,0.7,0.7,0.5,0.6,0.17,0.4,0.2,0.5400132205603699,0.24,0.2,0.2,0.3,0.2500060658314073,0.5,0.1,1.0,0.3,1.0,1.0,0.32,0.28,0.31000613986248937,0.5,0.3,1.0,0.2,1.2,0.2,2.0,1.0,0.405,0.280006253789297,0.14,2.0,3.0,3.0,2.5,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,0.4000075609817316,0.27,0.1,0.268,1.0,0.44,0.3,0.7,0.4,0.36,0.23,30.0,0.4,0.45,0.05,0.8,0.5,2.9,0.6,0.0,12.0,0.0,3.0,9.0,12.0,0.9999236418938509,7.635810614914362e-05,0.5,4638600.0,40.5939,300.15,0.0083145,2.3323,3.6511,559910.0,35.3172,1499400.0,38.9484,0.559,1.7253,1287.0,20.7914,3.5369,1.0203,1.0,0.0009877684378239693,0.0051928357387379855,0.003846591247755796,0.0323817476902588,0.0041918970265095775,0.028386049158749302,0.2627503955462787,0.0995255765383277,0.08890951504090609,0.05793170266112284,0.010213561558610468,0.016815668535896982,1.0380226000878947,0.9640110337576362,0.4241648548533599,0.221599034473902,2.2905808488677606e-05,7.086050152144984e-05,0.006788647030814077,0.01479598471451738,0.010357189300162165,0.07787732663075608,0.036475171017643054,0.16442158075689212,0.2348879725098459,0.2985628320419706,0.5248550023142893,0.5066097347150552,0.36475900899483976,0.25427385285960796,0.9852961560311889,0.949292287507543,0.2183372261267349,0.006446798270562428,0.20787552652602928,0.45,0.25800061121263873,0.12005700741294652
9.64,0.03227399381288558,0.9496484784628831,0.1406642246473206,0.00957459801294798,0.14168842440644747,0.84866037893822,1.0134003092897212,7.039344470408347e-05,0.9622848545378675,0.5859411593931569,0.24259471620617984,0.014716054147537159,0.19097529600054516,0.33338727357283277,0.059991180700566665,0.7406876830895915,0.9647406577707134,0.6011628619708643,0.2148421811521007,0.4000027925874407,1.8,0.7,0.06,0.0,3.4,1.25,0.2,0.42,0.26,0.18,0.71,2.3499889284595,0.1,0.28,0.4,0.91,0.3,0.3,0.18,0.14,0.3,0.7,0.7,0.5,0.6,0.17,0.4,0.2,0.5400132205603699,0.24,0.2,0.2,0.3,0.2500060658314073,0.5,0.1,1.0,0.3,1.0,1.0,0.32,0.28,0.31000613986248937,0.5,0.3,1.0,0.2,1.2,0.2,2.0,1.0,0.405,0.280006253789297,0.14,2.0,3.0,3.0,2.5,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,0.4000075609817316,0.27,0.1,0.268,1.0,0.44,0.3,0.7,0.4,0.36,0.23,30.0,0.4,0.45,0.05,0.8,0.5,2.9,0.6,0.0,12.0,0.0,3.0,9.0,12.0,0.9999205259080828,7.947409191721988e-05,0.5,4638600.0,40.5939,300.15,0.0083145,2.3323,3.6511,559910.0,35.3172,1499400.0,38.9484,0.559,1.7253,1287.0,20.7914,3.5369,1.0203,1.0,0.0009878302570796287,0.005170181218738238,0.0038298126715637275,0.032300420387676054,0.004167575458211936,0.028337684881289495,0.26386097873496256,0.10001618207184983,0.08934778931751919,0.05806077221393395,0.010253398036433974,0.016797238254300684,1.0366517928336132,0.9647406577707134,0.4244858894191139,0.22220630492687746,2.384054923863753e-05,7.038785024898869e-05,0.006737271298440842,0.014716054147537159,0.01030123790327601,0.07766269957719855,0.03625569805756757,0.16406352463008395,0.2343764637572628,0.29836698166720116,0.5246229462275452,0.5067001546448606,0.36482411134429965,0.254605195565327,0.9848825695027891,0.9496484784628831,0.21841915004646315,0.006454798762577116,0.20797881424841594,0.45,0.2578106173825208,0.12023257239417287
9.65,0.032313701501068784,0.9499969635889142,0.14037984056664626,0.009532887600020273,0.14144684391103385,0.8497612353277466,1.0135779270337653,6.993514229037137e-05,0.9616433770478008,0.584663777610983,0.24192189346001328,0.014636409083645214,0.19128971468314268,0.3350288082013983,0.0599260347975853,0.7427090132485649,0.9654492247305922,0.6020399573679176,0.21468472226940608,0.4000027925874407,1.8,0.7,0.06,0.0,3.4,1.25,0.2,0.42,0.26,0.18,0.71,2.3499889284595,0.1,0.28,0.4,0.91,0.3,0.3,0.18,0.14,0.3,0.7,0.7,0.5,0.6,0.17,0.4,0.2,0.5400132205603699,0.24,0.2,0.2,0.3,0.2500060658314073,0.5,0.1,1.0,0.3,1.0,1.0,0.32,0.28,0.31000613986248937,0.5,0.3,1.0,0.2,1.2,0.2,2.0,1.0,0.405,0.280006253789297,0.14,2.0,3.0,3.0,2.5,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,0.4000075609817316,0.27,0.1,0.268,1.0,0.44,0.3,0.7,0.4,0.36,0.23,30.0,0.4,0.45,0.05,0.8,0.5,2.9,0.6,0.0,12.0,0.0,3.0,9.0,12.0,0.9999172827771483,8.271722285169147e-05,0.5,4638600.0,40.5939,300.15,0.0083145,2.3323,3.6511,559910.0,35.3172,1499400.0,38.9484,0.559,1.7253,1287.0,20.7914,3.5369,1.0203,1.0,0.0009878975312417359,0.005147648763505693,0.0038131246026165675,0.03221936280425739,0.0041433946909281375,0.02828936878220677,0.2649701103858127,0.10050864246041949,0.08978772059797475,0.05819090754589672,0.010293681301369874,0.016778970508994916,1.035249570016449,0.9654492247305922,0.4247976588814606,0.22281270397456945,2.4813431403282442e-05,6.992935744962138e-05,0.0066861748988973025,0.014636409083645214,0.010245486358551648,0.07744862456725664,0.036037467781958314,0.16370585773107524,0.2338655110443932,0.298170236438496,0.5243898081542525,0.5067889635168826,0.3648880537321555,0.25493575103671867,0.9844596535626612,0.9499969635889142,0.21849930162545028,0.006462740300213757,0.20808060641671658,0.45,0.2576216667232873,0.12040799147358353
9.66,0.03235311228149468,0.9503377266980997,0.14009609928791442,0.009491402604032856,0.14120550522790531,0.8508594237312341,1.013752327944096,6.949128401316822e-05,0.9609987647077423,0.583387794427037,0.24125065217969519,0.014557049484640256,0.19160723423586412,0.3366764928103825,0.05986147582911995,0.744727355095473,0.9661366326044811,0.6029163097431656,0.2145281372263358,0.4000027925874407,1.8,0.7,0.06,0.0,3.4,1.25,0.2,0.42,0.26,0.18,0.71,2.3499889284595,0.1,0.28,0.4,0.91,0.3,0.3,0.18,0.14,0.3,0.7,0.7,0.5,0.6,0.17,0.4,0.2,0.5400132205603699,0.24,0.2,0.2,0.3,0.2500060658314073,0.5,0.1,1.0,0.3,1.0,1.0,0.32,0.28,0.31000613986248937,0.5,0.3,1.0,0.2,1.2,0.2,2.0,1.0,0.405,0.280006253789297,0.14,2.0,3.0,3.0,2.5,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,0.4000075609817316,0.27,0.1,0.268,1.0,0.44,0.3,0.7,0.4,0.36,0.23,30.0,0.4,0.45,0.05,0.8,0.5,2.9,0.6,0.0,12.0,0.0,3.0,9.0,12.0,0.9999139073138723,8.609268612769228e-05,0.5,4638600.0,40.5939,300.15,0.0083145,2.3323,3.6511,559910.0,35.3172,1499400.0,38.9484,0.559,1.7253,1287.0,20.7914,3.5369,1.0203,1.0,0.0009879702499757503,0.005125237734932221,0.003796526571511567,0.032138573789244784,0.004119353931661899,0.028241101045581064,0.26607773046354294,0.10100294784311474,0.09022930007318251,0.058322111965905386,0.010334413268706625,0.016760866052045725,1.033815986918554,0.9661366326044811,0.4251001183459717,0.22341820652864192,2.5826011030916736e-05,6.948530132186507e-05,0.006635359040049196,0.014557049484640256,0.010189934639248178,0.07723510215751848,0.035820474177017,0.16334858243957037,0.23335511777081483,0.2979726040775497,0.5241555886502353,0.506876163972048,0.3649508380598746,0.25526551866056735,0.9840274266267336,0.9503377266980997,0.21857767714056295,0.006470622456298936,0.2081808984792816,0.45,0.25743376467160295,0.12058326194863311
9.67,0.0323922240097799,0.9506707520330995,0.13981299902917793,0.009450141868617219,0.1409644092683468,0.8519549404550533,1.013923517280817,6.906213995144061e-05,0.9603510319399808,0.5821132182523123,0.24058098882174828,0.014477975312529824,0.19192786039477494,0.3383302937332943,0.05979750664948663,0.7467426245326014,0.9668027804439768,0.6037919055675689,0.21437243053979851,0.4000027925874407,1.8,0.7,0.06,0.0,3.4,1.25,0.2,0.42,0.26,0.18,0.71,2.3499889284595,0.1,0.28,0.4,0.91,0.3,0.3,0.18,0.14,0.3,0.7,0.7,0.5,0.6,0.17,0.4,0.2,0.5400132205603699,0.24,0.2,0.2,0.3,0.2500060658314073,0.5,0.1,1.0,0.3,1.0,1.0,0.32,0.28,0.31000613986248937,0.5,0.3,1.0,0.2,1.2,0.2,2.0,1.0,0.405,0.280006253789297,0.14,2.0,3.0,3.0,2.5,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,0.4000075609817316,0.27,0.1,0.268,1.0,0.44,0.3,0.7,0.4,0.36,0.23,30.0,0.4,0.45,0.05,0.8,0.5,2.9,0.6,0.0,12.0,0.0,3.0,9.0,12.0,0.9999103941195304,8.960588046957874e-05,0.5,4638600.0,40.5939,300.15,0.0083145,2.3323,3.6511,559910.0,35.3172,1499400.0,38.9484,0.559,1.7253,1287.0,20.7914,3.5369,1.0203,1.0,0.0009880484028617846,0.005102947497544551,0.003780018110917615,0.03205805219732122,0.004095452391485631,0.02819288185366936,0.26718377907994156,0.1014990881199883,0.09067251872052288,0.05845438875275191,0.010375595833893803,0.016742925640201575,1.0323511035822204,0.9668027804439768,0.4253932233953498,0.22402278735978043,2.687990762871638e-05,6.905595157758315e-05,0.006584824894275831,0.014477975312529824,0.010134582718770876,0.07702213297478984,0.035604711246949826,0.16299170111064748,0.23284528730092494,0.2977740924351635,0.5239202882628416,0.5069617586404085,0.3650124662210941,0.25559449785463473,0.9835859076982673,0.9506707520330995,0.2186542729676129,0.006478444801955981,0.20827968572839747,0.45,0.25724691664775823,0.12075838111351378
9.68,0.03243103452075361,0.9509960243125523,0.13953053801535678,0.00940910424262559,0.14072355693491942,0.8530477818423702,1.0140915002815916,6.864796076997998e-05,0.9597001931870789,0.5808400574079525,0.23991289987459458,0.01439918652363841,0.19225159875089154,0.33999017635401924,0.0597341301413082,0.7487547368558847,0.9674475681420005,0.6046667312984635,0.21421760670899792,0.4000027925874407,1.8,0.7,0.06,0.0,3.4,1.25,0.2,0.42,0.26,0.18,0.71,2.3499889284595,0.1,0.28,0.4,0.91,0.3,0.3,0.18,0.14,0.3,0.7,0.7,0.5,0.6,0.17,0.4,0.2,0.5400132205603699,0.24,0.2,0.2,0.3,0.2500060658314073,0.5,0.1,1.0,0.3,1.0,1.0,0.32,0.28,0.31000613986248937,0.5,0.3,1.0,0.2,1.2,0.2,2.0,1.0,0.405,0.280006253789297,0.14,2.0,3.0,3.0,2.5,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,0.4000075609817316,0.27,0.1,0.268,1.0,0.44,0.3,0.7,0.4,0.36,0.23,30.0,0.4,0.45,0.05,0.8,0.5,2.9,0.6,0.0,12.0,0.0,3.0,9.0,12.0,0.9999067375752262,9.326242477381008e-05,0.5,4638600.0,40.5939,300.15,0.0083145,2.3323,3.6511,559910.0,35.3172,1499400.0,38.9484,0.559,1.7253,1287.0,20.7914,3.5369,1.0203,1.0,0.0009881319793405522,0.005080777418284248,0.003763598755416684,0.031977796888600474,0.004071689285529121,0.028144711386983885,0.268288196437967,0.10199705290620577,0.09111736726287716,0.05858774115281669,0.010417230870848473,0.016725150036415868,1.0308549848874797,0.9674475681420005,0.42567692998248025,0.2246264210567654,2.7976806749559868e-05,6.864155849470279e-05,0.006534573566883592,0.01439918652363841,0.010079430566546886,0.07680971772261531,0.03539017301570171,0.16263521607422673,0.232336022963181,0.2975747095029497,0.5236839075375583,0.5070457501407958,0.3650729401013729,0.2559226880696922,0.9831351163712834,0.9509960243125523,0.21872908559188703,0.006486206904150723,0.20837696321237886,0.45,0.2570611280507975,0.12093334625969271
9.69,0.03246954169142503,0.9513135285274475,0.13924871447802611,0.009368288581793435,0.14048294911992776,0.8541379442527329,1.0142562821644696,6.824903283687922e-05,0.9590462628024131,0.5795683201367399,0.23924638179419092,0.014320683097547752,0.19257845478331614,0.3416561058700271,0.059671349187129546,0.7507636074556593,0.9680708977972735,0.6055407733676653,0.21406367023465228,0.4000027925874407,1.8,0.7,0.06,0.0,3.4,1.25,0.2,0.42,0.26,0.18,0.71,2.3499889284595,0.1,0.28,0.4,0.91,0.3,0.3,0.18,0.14,0.3,0.7,0.7,0.5,0.6,0.17,0.4,0.2,0.5400132205603699,0.24,0.2,0.2,0.3,0.2500060658314073,0.5,0.1,1.0,0.3,1.0,1.0,0.32,0.28,0.31000613986248937,0.5,0.3,1.0,0.2,1.2,0.2,2.0,1.0,0.405,0.280006253789297,0.14,2.0,3.0,3.0,2.5,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,0.4000075609817316,0.27,0.1,0.268,1.0,0.44,0.3,0.7,0.4,0.36,0.23,30.0,0.4,0.45,0.05,0.8,0.5,2.9,0.6,0.0,12.0,0.0,3.0,9.0,12.0,0.9999029318329204,9.706816707955035e-05,0.5,4638600.0,40.5939,300.15,0.0083145,2.3323,3.6511,559910.0,35.3172,1499400.0,38.9484,0.559,1.7253,1287.0,20.7914,3.5369,1.0203,1.0,0.000988220968937578,0.005058726867390538,0.0037472680421623537,0.03189780672855511,0.00404806383294989,0.02809658982398555,0.269390923155012,0.10249683176100813,0.09156383637316727,0.058722172390822475,0.010459320235581817,0.016707540001829044,1.0293277002961432,0.9680708977972735,0.42595119503080037,0.22522908223669777,2.9118462681308375e-05,6.824240802835679e-05,0.006484606254279404,0.014320683097547752,0.010024478168283425,0.07659785716317986,0.03517685351880735,0.16227912963828717,0.23182732805469597,0.29737446338472884,0.5234464469852309,0.5071281410822348,0.365132261579209,0.25625008878431144,0.9826750727610579,0.9513135285274475,0.21880211156131293,0.006493908338285007,0.20847272615359863,0.45,0.2568764042815827,0.12110815467353307
9.700000000000001,0.03250774341704251,0.9516232500255923,0.13896752665545573,0.009327693748041667,0.14024258670610915,0.8552254240696813,1.0144178681266547,6.786565702951672e-05,0.9583892550916207,0.5782980145991197,0.23858143102881466,0.014242465025802353,0.19290843384451412,0.3433280469974133,0.059609166680380174,0.7527691515503928,0.9686726732219186,0.6064140181864203,0.21391062561132415,0.4000027925874407,1.8,0.7,0.06,0.0,3.4,1.25,0.2,0.42,0.26,0.18,0.71,2.3499889284595,0.1,0.28,0.4,0.91,0.3,0.3,0.18,0.14,0.3,0.7,0.7,0.5,0.6,0.17,0.4,0.2,0.5400132205603699,0.24,0.2,0.2,0.3,0.2500060658314073,0.5,0.1,1.0,0.3,1.0,1.0,0.32,0.28,0.31000613986248937,0.5,0.3,1.0,0.2,1.2,0.2,2.0,1.0,0.405,0.280006253789297,0.14,2.0,3.0,3.0,2.5,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,0.4000075609817316,0.27,0.1,0.268,1.0,0.44,0.3,0.7,0.4,0.36,0.23,30.0,0.4,0.45,0.05,0.8,0.5,2.9,0.6,0.0,12.0,0.0,3.0,9.0,12.0,0.9998989708060924,0.00010102919390764242,0.5,4638600.0,40.5939,300.15,0.0083145,2.3323,3.6511,559910.0,35.3172,1499400.0,38.9484,0.559,1.7253,1287.0,20.7914,3.5369,1.0203,1.0,0.000988315361165781,0.0050367952180080415,0.0037310255105940065,0.0318180805880159,0.0040245752569247496,0.02804851734122183,0.270491900147455,0.10299841409922399,0.09201191659530678,0.058857685665564305,0.010501865763673922,0.01669009629876476,1.0277693239785008,0.9686726732219186,0.4262159762176442,0.22583074546511783,3.030670124850561e-05,6.785880061689301e-05,0.006434924182993266,0.014242465025802353,0.009969725518061646,0.07638655212784642,0.03496474680678078,0.16192344408775353,0.23131920583964788,0.2971733623149312,0.5232079070946508,0.5072089340633273,0.3651904325255957,0.2565766995081007,0.9822057975182769,0.9516232500255923,0.21887334750588625,0.006501548683408503,0.20856696978082417,0.45,0.256692750733589,0.12128280363728405
9.71,0.032545637611759194,0.9519251745145082,0.13868697279257863,0.009287318609447173,0.14000247056669415,0.8563102177004221,1.0145762633444189,6.749814914682436e-05,0.9577291843113196,0.5770291488736033,0.23791804401860903,0.014164532312006848,0.19324154115914094,0.34500596397554045,0.05954758552519627,0.7547712841942067,0.969252799974804,0.6072864521455832,0.21375847732736356,0.4000027925874407,1.8,0.7,0.06,0.0,3.4,1.25,0.2,0.42,0.26,0.18,0.71,2.3499889284595,0.1,0.28,0.4,0.91,0.3,0.3,0.18,0.14,0.3,0.7,0.7,0.5,0.6,0.17,0.4,0.2,0.5400132205603699,0.24,0.2,0.2,0.3,0.2500060658314073,0.5,0.1,1.0,0.3,1.0,1.0,0.32,0.28,0.31000613986248937,0.5,0.3,1.0,0.2,1.2,0.2,2.0,1.0,0.405,0.280006253789297,0.14,2.0,3.0,3.0,2.5,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,0.4000075609817316,0.27,0.1,0.268,1.0,0.44,0.3,0.7,0.4,0.36,0.23,30.0,0.4,0.45,0.05,0.8,0.5,2.9,0.6,0.0,12.0,0.0,3.0,9.0,12.0,0.9998948481600223,0.00010515183997772404,0.5,4638600.0,40.5939,300.15,0.0083145,2.3323,3.6511,559910.0,35.3172,1499400.0,38.9484,0.559,1.7253,1287.0,20.7914,3.5369,1.0203,1.0,0.0009884151455186209,0.0050149818461548345,0.003714870702418086,0.03173861734315103,0.0040012227846353,0.028000494113338832,0.27159106863918625,0.10350178919266213,0.09246159834544485,0.05899428414991848,0.010544869269474648,0.016672819690603847,1.0261799348295566,0.969252799974804,0.42647123198891373,0.226431385258262,3.154342272694384e-05,6.749105159224649e-05,0.006385528610748559,0.014164532312006848,0.009915172618404793,0.07617580351971022,0.03475384694522503,0.16156816168460894,0.23081165954944136,0.2969714146639679,0.5229682883323046,0.5072881316722094,0.3652474548039908,0.2569025197825998,0.9817273118188627,0.9519251745145082,0.2189427901383369,0.006509127522351839,0.20865968932719706,0.45,0.2565101727928363,0.12145729042911664
