A2RC_cell,A2R_cell,AC_cell,AKAR_cell,AKARp_cell,ARC_cell,ATP_cell,DMNB_cAMP_cell,FskAC_cell,Fsk_cell,GsAC_cell,Gs_cell,Gsa_gdp_cell,Gsa_gtp_cell,Gsbg_cell,IBMX_cell,L_b1AR_Gs_cell,L_b1AR_cell,L_cell,PDE_IBMX_cell,PDE_cell,PDEcAMP_cell,PKAC_AKAR_cell,PKAC_PKI_cell,PKAC_cell,PKI_cell,PP_AKARp_cell,PP_cell,Propranolol_cell,RC_cell,b1AR_Gs_cell,b1AR_S464_cell,b1AR_cell,b1AR_p_cell,b1ARinhib_cell,cAMP_cell,light_spot_cell,Time
0.0,0.0,0.0497,10.0,0.0,0.0,5000.0,3.01,0.0,0.0,0.0,3.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014,0.0,0.0,0.0,0.0,0.18,0.0,0.67,0.0,1.18,0.0,0.0,0.0132,0.0,0.0,0.0,0.0,0.0
5.117907429335546e-16,3.721761427849669e-15,0.04968120794971292,10.0,7.08818159544351e-17,2.0461864197041107e-08,5000.0,3.01,0.0,0.0,1.879205028704828e-05,3.8284095588718077,8.075771278836742e-07,0.00019926264186534624,0.00021886226928027828,0.0,0.0,0.0,0.0,0.0,0.013999998543396997,1.4566029983097822e-09,9.995982510881153e-16,5.58931760891179e-16,2.1632314158703735e-15,0.1799999999999995,6.153096611539645e-18,0.67,0.0,1.1799999795381315,0.0013715788589114051,0.0,0.011828421141088582,1.3225790903510345e-22,0.0,1.626859907906353e-07,0.0,0.01
1.3026307800234886e-14,2.0462970018888673e-13,0.049657263040905446,9.999999999999947,7.29100960714107e-15,1.0181246313453687e-07,5000.0,3.01,0.0,0.0,4.2736959094541917e-05,3.828190190231503,3.1673468356170003e-06,0.00039239702955793385,0.00043830133548809275,0.0,0.0,0.0,0.0,0.0,0.013999992131166988,7.868833008258964e-09,4.721324025518141e-14,5.676977985489573e-14,1.0064668007880956e-13,0.1799999999999433,6.663937987909866e-16,0.6699999999999995,0.0,1.17999989818732,0.001371508433007187,0.0,0.011828491566992795,1.3437093311915246e-20,0.0,7.982107826942156e-07,0.0,0.02
7.718668379311112e-14,1.881784100774415e-12,0.049633450540146305,9.999999999999527,9.125408706028276e-14,2.4676839545544266e-07,5000.0,3.01,0.0,0.0,6.654945985368568e-05,3.827970858804718,7.040418039796881e-06,0.0005841132991974991,0.0006577031770909816,0.0,0.0,0.0,0.0,0.0,0.013999980431996949,1.956800304750108e-08,3.7591440021828185e-13,7.081898992258798e-13,7.976798013302537e-13,0.17999999999929184,8.477235617101016e-15,0.6699999999999917,0.0,1.179999753229646,0.0013714380181901664,0.0,0.011828561981809812,1.6767547593341111e-19,0.0,1.92637592232688e-06,0.0,0.03
2.633032213652394e-13,8.722504634106702e-12,0.04960982760435153,9.999999999997916,5.102578957166942e-13,4.5482617531197674e-07,5000.0,3.01,0.0,0.0,9.01723956484616e-05,3.827751594996903,1.2385436721823827e-05,0.0007744795465138167,0.0008770373788841019,0.0,0.0,0.0,0.0,0.0,0.013999963486407483,3.651359251509439e-08,1.5291735696747634e-12,3.955509923793086e-12,3.2378211406388563e-12,0.1799999999960445,4.7772457191073194e-14,0.6699999999999526,0.0,1.1799995451648393,0.0013713676242122716,0.0,0.011828632375787705,9.368231076740646e-19,0.0,3.543268668549181e-06,0.0,0.04
6.714867554626913e-13,2.814523249604711e-11,0.04958639324036945,9.999999999993573,1.86929592662211e-12,7.254502533853049e-07,5000.0,3.01,0.0,0.0,0.00011360675963053959,3.8275324405229245,1.9149910745912756e-05,0.0009635055422406067,0.0010962622126170585,0.0,0.0,0.0,0.0,0.0,0.013999941338933574,5.86610664233204e-08,4.385161930917433e-12,1.4486700716158771e-11,9.273369848970875e-12,0.1799999999855133,1.758069264834721e-13,0.6699999999998245,0.0,1.1799992745209305,0.0013712972644573337,0.0,0.011828702735542639,3.4321183589219494e-18,0.0,5.6447418227947945e-06,0.0,0.05
1.4307919427236748e-12,7.258446920581749e-11,0.049563145836806544,9.99999999998406,5.283800057952493e-12,1.0581081251295664e-06,5000.0,3.01,0.0,0.0,0.00013685416319343785,3.8273134477278,2.7270785875562642e-05,0.0011512003674069044,0.0013153253164759043,0.0,0.0,0.0,0.0,0.0,0.013999914033878423,8.596612157449272e-08,1.0160846377428157e-11,4.095372814691379e-11,2.1469894681475502e-11,0.17999999995904625,4.984098218639958e-13,0.669999999999502,0.0,1.17999894181786,0.0013712269557233513,0.0,0.011828773044276613,9.705672640202815e-18,0.0,8.22667214643501e-06,0.0,0.06
2.6983737899493506e-12,1.6073864493961263e-10,0.049540083773940216,9.99999999996587,1.2541039649746358e-11,1.4522703811807165e-06,5000.0,3.01,0.0,0.0,0.00015991622605975538,3.8270946787652003,3.6675265485819564e-05,0.0013375730252944125,0.001534164516839987,0.0,0.0,0.0,0.0,0.0,0.013999881615294958,1.1838470504038142e-07,2.040638792099013e-11,9.723785886244663e-11,4.309439815617574e-11,0.1799999999027621,1.1854194576934206e-12,0.669999999998815,0.0,1.1799985475661823,0.0013711567179590536,0.0,0.011828843282040896,2.305198440170525e-17,0.0,1.1284960601343574e-05,0.0,0.07
4.6586568395114e-12,3.187812021949888e-10,0.04951720547379148,9.999999999934266,2.6256857223168935e-11,1.9074104229299846e-06,5000.0,3.01,0.0,0.0,0.0001827945262084955,3.8268762046460996,4.728176122362248e-05,0.001522632492509264,0.0017527087799413814,0.0,0.0,0.0,0.0,0.0,0.013999844127008117,1.558729918799532e-07,3.6997112816874706e-11,2.036856879114804e-10,7.80984014666336e-11,0.1799999997963142,2.4856739085595338e-12,0.6699999999975147,0.0,1.1799980922661375,0.0013710865739587808,0.0,0.011828913426041142,4.830312395350136e-17,0.0,1.4815530128589547e-05,0.0,0.08
7.522517308990272e-12,5.815358055969245e-10,0.04949450934234604,9.999999999883112,5.002713485735633e-11,2.423004119103114e-06,5000.0,3.01,0.0,0.0,0.00020549065765392948,3.826658104175691,5.900095568406949e-05,0.00170638766194918,0.001970879275287178,0.0,0.0,0.0,0.0,0.0,0.013999801612644532,1.9838735546627584e-07,6.212494367093501e-11,3.8831096130117197e-10,1.3109990062481735e-10,0.17999999961168892,4.741498216583072e-12,0.6699999999952589,0.0,1.179997576406823,0.0013710165490213614,0.0,0.01182898345097852,9.211640172569652e-17,0.0,1.881432299566661e-05,0.0,0.09
