Time,Gsbg_cell,L_cell,Gsa_gdp_cell,Gsa_gtp_cell,b1AR_S464_cell,PDEcAMP_cell,PDE_cell,ATP_cell,b1AR_cell,Gs_cell,A2RC_cell,A2R_cell,PKAC_cell,ARC_cell,PKAC_AKAR_cell,Propranolol_cell,b1ARinhib_cell,light_spot_cell,AC_cell,PKI_cell,PKAC_PKI_cell,RC_cell,b1AR_Gs_cell,cAMP_cell,GsAC_cell,IBMX_cell,PDE_IBMX_cell,Fsk_cell,FskAC_cell,b1AR_p_cell,L_b1AR_cell,AKAR_cell,AKARp_cell,PP_cell,PP_AKARp_cell,DMNB_cAMP_cell,L_b1AR_Gs_cell,k_ac_gsa_cAMP_synthesis_GsAC,Vmax_cAMP_synthesis_GsAC,ton_global_light_cAMP_photolysis,toff_global_light_cAMP_photolysis,ton_local_light_cAMP_photolysis,toff_local_light_cAMP_photolysis,light_cAMP_photolysis,kfsk_cAMP_synthesis_FskAC,Vmax_cAMP_synthesis_FskAC,Kf_inhibit_PDE,Kr_inhibit_PDE,ar_for_add_propranolol,t_propadd,Propranolol_pipette,tauPropranolol,ar_for_add_Ligand,t_Ladd,L_pipette,tauL,Ratio_AKARp_AKARtot,ec,cell,membrane,cAMP_synthesis_GsAC,bind_b1AR_propranolol,add_propranolol,cAMP_photolysis,LRG_activation,bind_Lb1AR_Gs,desens_bark,bind_cAMP_ARC,bind_b1AR_Gs,bind_PDEcAMP,Gs_gtp_hydrolysis,Gs_reassociation,bind_FskAC,bind_AKARp_PP,desens_pka,bind_L_b1ARGs,bind_L_b1AR,bind_A2R_PKAC,inhib_PKAC,bind_RC_cAMP,cAMP_synthesis_FskAC,add_Ligand,bind_Gs_AC,resens_bark,bind_PKAC_AKAR,inhibit_PDE,AKARp_dephosph,AKAR_phosph,RG_activation,cAMP_degradation
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014,5000.0,0.0132,3.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0497,0.18,0.0,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.67,0.0,3.01,0.0,2.5,0.0,2160.0,2165.0,0.0,0.0,0.0,7.3,0.0,0.0,0.0,0.0,2420.0,1.0,1.0,0.0,2160.0,0.1,1.0,0.0,1.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.639000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,0.00021886226928027828,0.0,8.075771278836742e-07,0.00019926264186534624,0.0,1.4566029983097822e-09,0.013999998543396997,5000.0,0.011828421141088582,3.8284095588718077,5.117907429335546e-16,3.721761427849669e-15,2.1632314158703735e-15,2.0461864197041107e-08,9.995982510881153e-16,0.0,0.0,0.0,0.04968120794971292,0.1799999999999995,5.58931760891179e-16,1.1799999795381315,0.0013715788589114051,1.626859907906353e-07,1.879205028704828e-05,0.0,0.0,0.0,0.0,1.3225790903510345e-22,0.0,10.0,7.08818159544351e-17,0.67,6.153096611539645e-18,3.01,0.0,2.5,4.69801257176207e-05,2160.0,2165.0,0.0,0.0,0.0,7.3,0.0,0.0,0.0,0.0,2420.0,1.0,1.0,0.0,2160.0,0.1,1.0,7.088181595443509e-18,1.0,0.25,0.25,1.1048947722864699e-05,0.0,0.0,0.0,0.0,0.0,0.0,6.223804579770075e-13,0.005484554707132716,9.600493407431858e-08,3.985252837306925e-05,5.34663192553098e-08,0.0,1.1047851021735023e-15,2.302877824944333e-20,0.0,0.0,5.597711250835734e-13,9.731746712612196e-14,1.237006760783653e-06,0.0,0.0,0.0005956971580755315,0.0,1.6018772146332896e-13,0.0,1.3075330299521746e-17,1.3494576389689557e-14,0.0054863154356456206,1.8207537478872278e-09
0.02,0.00043830133548809275,0.0,3.1673468356170003e-06,0.00039239702955793385,0.0,7.868833008258964e-09,0.013999992131166988,5000.0,0.011828491566992795,3.828190190231503,1.3026307800234886e-14,2.0462970018888673e-13,1.0064668007880956e-13,1.0181246313453687e-07,4.721324025518141e-14,0.0,0.0,0.0,0.049657263040905446,0.1799999999999433,5.676977985489573e-14,1.17999989818732,0.001371508433007187,7.982107826942156e-07,4.2736959094541917e-05,0.0,0.0,0.0,0.0,1.3437093311915246e-20,0.0,9.999999999999947,7.29100960714107e-15,0.6699999999999995,6.663937987909866e-16,3.01,0.0,2.5,0.00010684239773635479,2160.0,2165.0,0.0,0.0,0.0,7.3,0.0,0.0,0.0,0.0,2420.0,1.0,1.0,0.0,2160.0,0.1,1.0,7.291009607141068e-16,1.0,0.25,0.25,2.5127562967157756e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.497616527356486e-11,0.005484273190177191,2.363654414987515e-07,7.847940591158678e-05,4.19946335271487e-07,0.0,5.5054961311901755e-14,1.071441175500897e-18,0.0,0.0,1.4247524156501757e-11,4.526262114552258e-12,2.83068231538209e-06,0.0,0.0,0.0005976447188528761,0.0,3.747188857320145e-12,0.0,1.4160868224308466e-15,6.37378743444949e-13,0.005486033732028748,9.836041260323704e-09
0.03,0.0006577031770909816,0.0,7.040418039796881e-06,0.0005841132991974991,0.0,1.956800304750108e-08,0.013999980431996949,5000.0,0.011828561981809812,3.827970858804718,7.718668379311112e-14,1.881784100774415e-12,7.976798013302537e-13,2.4676839545544266e-07,3.7591440021828185e-13,0.0,0.0,0.0,0.049633450540146305,0.17999999999929184,7.081898992258798e-13,1.179999753229646,0.0013714380181901664,1.92637592232688e-06,6.654945985368568e-05,0.0,0.0,0.0,0.0,1.6767547593341111e-19,0.0,9.999999999999527,9.125408706028276e-14,0.6699999999999917,8.477235617101016e-15,3.01,0.0,2.5,0.0001663736496342142,2160.0,2165.0,0.0,0.0,0.0,7.3,0.0,0.0,0.0,0.0,2420.0,1.0,1.0,0.0,2160.0,0.1,1.0,9.125408706028273e-15,1.0,0.25,0.25,3.9128327759692896e-05,0.0,0.0,0.0,0.0,0.0,0.0,8.719563349397511e-11,0.00548399191446336,3.8270531387374906e-07,0.00011682265983949981,1.4007278571289785e-06,0.0,4.4989725267039707e-13,8.491772252993614e-18,0.0,0.0,8.442293539834002e-11,3.58601815647589e-11,4.414994627626248e-06,0.0,0.0,0.0005929436510216197,0.0,2.0648902179560516e-11,0.0,1.801412568633966e-14,5.074844402946805e-12,0.0054857520727606655,2.446000380937635e-08
0.04,0.0008770373788841019,0.0,1.2385436721823827e-05,0.0007744795465138167,0.0,3.651359251509439e-08,0.013999963486407483,5000.0,0.011828632375787705,3.827751594996903,2.633032213652394e-13,8.722504634106702e-12,3.2378211406388563e-12,4.5482617531197674e-07,1.5291735696747634e-12,0.0,0.0,0.0,0.04960982760435153,0.1799999999960445,3.955509923793086e-12,1.1799995451648393,0.0013713676242122716,3.543268668549181e-06,9.01723956484616e-05,0.0,0.0,0.0,0.0,9.368231076740646e-19,0.0,9.999999999997916,5.102578957166942e-13,0.6699999999999526,4.7772457191073194e-14,3.01,0.0,2.5,0.000225430989121154,2160.0,2165.0,0.0,0.0,0.0,7.3,0.0,0.0,0.0,0.0,2420.0,1.0,1.0,0.0,2160.0,0.1,1.0,5.1025789571669404e-14,1.0,0.25,0.25,5.301763619970697e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.9493851339499785e-10,0.005483711012109538,5.344904281493702e-07,0.00015489590930276335,3.28590351505009e-06,0.0,1.866397448162149e-12,3.446858112134437e-17,0.0,0.0,2.8798789836117013e-10,1.4550417582935706e-10,5.986043733347815e-06,0.0,0.0,0.0005882096315655404,0.0,6.639161080294686e-11,0.0,1.0151647153103053e-13,2.0643843190609304e-11,0.005485470496849086,4.564199064386799e-08
0.05,0.0010962622126170585,0.0,1.9149910745912756e-05,0.0009635055422406067,0.0,5.86610664233204e-08,0.013999941338933574,5000.0,0.011828702735542639,3.8275324405229245,6.714867554626913e-13,2.814523249604711e-11,9.273369848970875e-12,7.254502533853049e-07,4.385161930917433e-12,0.0,0.0,0.0,0.04958639324036945,0.1799999999855133,1.4486700716158771e-11,1.1799992745209305,0.0013712972644573337,5.6447418227947945e-06,0.00011360675963053959,0.0,0.0,0.0,0.0,3.4321183589219494e-18,0.0,9.999999999993573,1.86929592662211e-12,0.6699999999998245,1.758069264834721e-13,3.01,0.0,2.5,0.00028401689907634896,2160.0,2165.0,0.0,0.0,0.0,7.3,0.0,0.0,0.0,0.0,2420.0,1.0,1.0,0.0,2160.0,0.1,1.0,1.8692959266221093e-13,1.0,0.25,0.25,6.679607221927304e-05,0.0,0.0,0.0,0.0,0.0,0.0,7.484352766705744e-10,0.005483430624924068,6.916670105588978e-07,0.00019270110844812134,6.350480366534384e-06,0.0,5.44494636304521e-12,9.872085410510097e-17,0.0,0.0,7.344386387220683e-10,4.1657730813429633e-10,7.543984953531325e-06,0.0,0.0,0.0005835152136505727,0.0,1.6132448509576688e-10,0.0,3.735897187773782e-13,5.919968606738535e-11,0.005485189057829335,7.33263330291505e-08
0.06,0.0013153253164759043,0.0,2.7270785875562642e-05,0.0011512003674069044,0.0,8.596612157449272e-08,0.013999914033878423,5000.0,0.011828773044276613,3.8273134477278,1.4307919427236748e-12,7.258446920581749e-11,2.1469894681475502e-11,1.0581081251295664e-06,1.0160846377428157e-11,0.0,0.0,0.0,0.049563145836806544,0.17999999995904625,4.095372814691379e-11,1.17999894181786,0.0013712269557233513,8.22667214643501e-06,0.00013685416319343785,0.0,0.0,0.0,0.0,9.705672640202815e-18,0.0,9.99999999998406,5.283800057952493e-12,0.669999999999502,4.984098218639958e-13,3.01,0.0,2.5,0.00034213540798359464,2160.0,2165.0,0.0,0.0,0.0,7.3,0.0,0.0,0.0,0.0,2420.0,1.0,1.0,0.0,2160.0,0.1,1.0,5.28380005795249e-13,1.0,0.25,0.25,8.046458325108058e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.5895524637132867e-09,0.005483150902350076,8.541861970379268e-07,0.00023024007348138088,1.085066140635212e-05,0.0,1.2819321444392008e-11,2.285609222045736e-16,0.0,0.0,1.564928686964424e-09,9.64097574039234e-10,9.089040947884725e-06,0.0,0.0,0.0005788616049496355,0.0,3.302932221053806e-10,0.0,1.059120871460991e-12,1.371714260952801e-10,0.005484907822893405,1.074576519681159e-07
0.07,0.001534164516839987,0.0,3.6675265485819564e-05,0.0013375730252944125,0.0,1.1838470504038142e-07,0.013999881615294958,5000.0,0.011828843282040896,3.8270946787652003,2.6983737899493506e-12,1.6073864493961263e-10,4.309439815617574e-11,1.4522703811807165e-06,2.040638792099013e-11,0.0,0.0,0.0,0.049540083773940216,0.1799999999027621,9.723785886244663e-11,1.1799985475661823,0.0013711567179590536,1.1284960601343574e-05,0.00015991622605975538,0.0,0.0,0.0,0.0,2.305198440170525e-17,0.0,9.99999999996587,1.2541039649746358e-11,0.669999999998815,1.1854194576934206e-12,3.01,0.0,2.5,0.00039979056514938846,2160.0,2165.0,0.0,0.0,0.0,7.3,0.0,0.0,0.0,0.0,2420.0,1.0,1.0,0.0,2160.0,0.1,1.0,1.2541039649746353e-12,1.0,0.25,0.25,9.402412162497376e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.990870254651416e-09,0.005482871999356931,1.0219989748954972e-06,0.0002675146050588825,1.7020432013594264e-05,0.0,2.6140090365313836e-11,4.587685153195266e-16,0.0,0.0,2.9513463310253687e-09,1.934386023037184e-09,1.0621458733814544e-05,0.0,0.0,0.0005742473257364239,0.0,6.024588048734852e-10,0.0,2.519016347598519e-12,2.754862369333668e-10,0.005484626871836215,1.4798088130047678e-07
0.08,0.0017527087799413814,0.0,4.728176122362248e-05,0.001522632492509264,0.0,1.558729918799532e-07,0.013999844127008117,5000.0,0.011828913426041142,3.8268762046460996,4.6586568395114e-12,3.187812021949888e-10,7.80984014666336e-11,1.9074104229299846e-06,3.6997112816874706e-11,0.0,0.0,0.0,0.04951720547379148,0.1799999997963142,2.036856879114804e-10,1.1799980922661375,0.0013710865739587808,1.4815530128589547e-05,0.0001827945262084955,0.0,0.0,0.0,0.0,4.830312395350136e-17,0.0,9.999999999934266,2.6256857223168935e-11,0.6699999999975147,2.4856739085595338e-12,3.01,0.0,2.5,0.00045698631552123874,2160.0,2165.0,0.0,0.0,0.0,7.3,0.0,0.0,0.0,0.0,2420.0,1.0,1.0,0.0,2160.0,0.1,1.0,2.625685722316892e-12,1.0,0.25,0.25,0.0001074756151272904,0.0,0.0,0.0,0.0,0.0,0.0,5.154774842926555e-09,0.005482594073960456,1.1950557538267513e-06,0.0003045264985018528,2.506852530338986e-05,0.0,4.8094244885298354e-11,8.314107399767376e-16,0.0,0.0,5.095405911991518e-09,3.504243777626054e-09,1.2141505516771907e-05,0.0,0.0,0.0005696738773135722,0.0,1.0111613767083576e-09,0.0,5.282057055689009e-12,4.994610230278085e-10,0.005484346295835123,1.948412398499415e-07
0.09,0.001970879275287178,0.0,5.900095568406949e-05,0.00170638766194918,0.0,1.9838735546627584e-07,0.013999801612644532,5000.0,0.01182898345097852,3.826658104175691,7.522517308990272e-12,5.815358055969245e-10,1.3109990062481735e-10,2.423004119103114e-06,6.212494367093501e-11,0.0,0.0,0.0,0.04949450934234604,0.17999999961168892,3.8831096130117197e-10,1.179997576406823,0.0013710165490213614,1.881432299566661e-05,0.00020549065765392948,0.0,0.0,0.0,0.0,9.211640172569652e-17,0.0,9.999999999883112,5.002713485735633e-11,0.6699999999952589,4.741498216583072e-12,3.01,0.0,2.5,0.0005137266441348238,2160.0,2165.0,0.0,0.0,0.0,7.3,0.0,0.0,0.0,0.0,2420.0,1.0,1.0,0.0,2160.0,0.1,1.0,5.0027134857356304e-12,1.0,0.25,0.25,0.00012082000097244208,0.0,0.0,0.0,0.0,0.0,0.0,8.312563432473148e-09,0.005482317285537164,1.3733068273474804e-06,0.000341277532389836,3.517583763591061e-05,0.0,8.192320952751329e-11,1.3956500354033543e-15,0.0,0.0,8.227753287648288e-09,5.8800799673248366e-09,1.3649472004823374e-05,0.0,0.0,0.0005651392536089768,0.0,1.593797285803593e-09,0.0,1.007568371023903e-11,8.386867395576227e-10,0.005484066196085446,2.479841943328448e-07
