A_4_task1,G_5_task1,N0_7_task1,N_6_task1,_1_task1,a0_9_task1,a_11_task1,g0_10_task1,n0_8_task1,normalized_cancer_cell_a_3_task1,normalized_normal_cell_n_1_task1,normalized_pre_cancer_cell_g_2_task1
4.273071934356451e-09,8.806849724006943e-13,99999999.0,99999999.99999999,5560.0,0.0,4.2730719343564504e-16,1e-08,0.99999999,4.27307193435645e-17,0.9999999999999998,8.806849724006943e-21
4.105525144314044e-09,7.214083540475919e-13,99999999.0,99999999.99999999,5600.0,0.0,4.105525144314044e-16,1e-08,0.99999999,4.105525144314044e-17,0.9999999999999998,7.214083540475919e-21
3.944547849773881e-09,5.909377695761184e-13,99999999.0,99999999.99999999,5640.0,0.0,3.9445478497738805e-16,1e-08,0.99999999,3.9445478497738805e-17,0.9999999999999998,5.909377695761184e-21
3.7898824613715605e-09,4.840634926838684e-13,99999999.0,99999999.99999999,5680.0,0.0,3.789882461371561e-16,1e-08,0.99999999,3.789882461371561e-17,0.9999999999999998,4.8406349268386834e-21
3.641281489799933e-09,3.96518004116373e-13,99999999.0,99999999.99999999,5720.0,0.0,3.641281489799933e-16,1e-08,0.99999999,3.641281489799933e-17,0.9999999999999998,3.96518004116373e-21
3.4985071497866987e-09,3.2480558845017514e-13,99999999.0,99999999.99999999,5760.0,0.0,3.498507149786699e-16,1e-08,0.99999999,3.498507149786699e-17,0.9999999999999998,3.2480558845017512e-21
3.361330979600027e-09,2.660627492150437e-13,99999999.0,99999999.99999999,5800.0,0.0,3.361330979600027e-16,1e-08,0.99999999,3.361330979600027e-17,0.9999999999999998,2.660627492150437e-21
3.229533475473315e-09,2.1794386869278344e-13,99999999.0,99999999.99999999,5840.0,0.0,3.2295334754733145e-16,1e-08,0.99999999,3.2295334754733146e-17,0.9999999999999998,2.1794386869278344e-21
3.1029037403641297e-09,1.7852754675697212e-13,99999999.0,99999999.99999999,5880.0,0.0,3.1029037403641295e-16,1e-08,0.99999999,3.1029037403641296e-17,0.9999999999999998,1.785275467569721e-21
2.98123914648528e-09,1.4623987883774877e-13,99999999.0,99999999.99999999,5920.0,0.0,2.98123914648528e-16,1e-08,0.99999999,2.98123914648528e-17,0.9999999999999998,1.4623987883774879e-21
2.8643450110680166e-09,1.1979160947969644e-13,99999999.0,99999999.99999999,5960.0,0.0,2.8643450110680166e-16,1e-08,0.99999999,2.8643450110680165e-17,0.9999999999999998,1.1979160947969644e-21
2.752034284838526e-09,9.812665201710997e-14,99999999.0,99999999.99999999,6000.0,0.0,2.752034284838526e-16,1e-08,0.99999999,2.7520342848385262e-17,0.9999999999999998,9.812665201710996e-22
2.6441272527092423e-09,8.03799187431319e-14,99999999.0,99999999.99999999,6040.0,0.0,2.644127252709242e-16,1e-08,0.99999999,2.6441272527092423e-17,0.9999999999999998,8.037991874313189e-22
2.54045124620602e-09,6.584277771981784e-14,99999999.0,99999999.99999999,6080.0,0.0,2.5404512462060203e-16,1e-08,0.99999999,2.5404512462060202e-17,0.9999999999999998,6.584277771981784e-22
2.4408403671710177e-09,5.3934756910061797e-14,99999999.0,99999999.99999999,6120.0,0.0,2.440840367171018e-16,1e-08,0.99999999,2.4408403671710177e-17,0.9999999999999998,5.39347569100618e-22
2.3451352222991657e-09,4.418036576959148e-14,99999999.0,99999999.99999999,6160.0,0.0,2.3451352222991655e-16,1e-08,0.99999999,2.3451352222991657e-17,0.9999999999999999,4.418036576959148e-22
2.2531826680834394e-09,3.6190108778830054e-14,99999999.0,100000000.0,6200.0,0.0,2.253182668083439e-16,1e-08,0.99999999,2.2531826680834393e-17,1.0,3.6190108778830054e-22
2.1648355657608053e-09,2.9644932779732865e-14,99999999.0,100000000.0,6240.0,0.0,2.1648355657608053e-16,1e-08,0.99999999,2.1648355657608054e-17,1.0,2.964493277973287e-22
2.0799525458667146e-09,2.428348709548392e-14,99999999.0,100000000.0,6280.0,0.0,2.0799525458667147e-16,1e-08,0.99999999,2.0799525458667146e-17,1.0,2.4283487095483923e-22
1.998397782021396e-09,1.989168772612909e-14,99999999.0,100000000.0,6320.0,0.0,1.9983977820213958e-16,1e-08,0.99999999,1.9983977820213958e-17,1.0,1.989168772612909e-22
1.92004077358597e-09,1.629416891560936e-14,99999999.0,100000000.0,6360.0,0.0,1.92004077358597e-16,1e-08,0.99999999,1.92004077358597e-17,1.0,1.629416891560936e-22
1.844756136840598e-09,1.3347280748915958e-14,99999999.0,100000000.0,6400.0,0.0,1.844756136840598e-16,1e-08,0.99999999,1.844756136840598e-17,1.0,1.3347280748915958e-22
1.7724234043505178e-09,1.0933353171496822e-14,99999999.0,100000000.0,6440.0,0.0,1.7724234043505178e-16,1e-08,0.99999999,1.772423404350518e-17,1.0,1.0933353171496823e-22
1.7029268321989217e-09,8.955997391632614e-15,99999999.0,100000000.0,6480.0,0.0,1.7029268321989216e-16,1e-08,0.99999999,1.7029268321989216e-17,1.0,8.955997391632613e-23
1.6361552147782142e-09,7.336257049487504e-15,99999999.0,100000000.0,6520.0,0.0,1.636155214778214e-16,1e-08,0.99999999,1.6361552147782142e-17,1.0,7.336257049487504e-23
1.5720017068432918e-09,6.0094554679569856e-15,99999999.0,100000000.0,6560.0,0.0,1.5720017068432918e-16,1e-08,0.99999999,1.5720017068432918e-17,1.0,6.009455467956985e-23
1.5103636525420967e-09,4.922613095172413e-15,99999999.0,100000000.0,6600.0,0.0,1.5103636525420969e-16,1e-08,0.99999999,1.5103636525420967e-17,1.0,4.922613095172413e-23
1.4511424211498704e-09,4.032332016431605e-15,99999999.0,100000000.0,6640.0,0.0,1.4511424211498705e-16,1e-08,0.99999999,1.4511424211498704e-17,1.0,4.0323320164316054e-23
1.394243249244251e-09,3.3030630635353412e-15,99999999.0,100000000.0,6680.0,0.0,1.394243249244251e-16,1e-08,0.99999999,1.394243249244251e-17,1.0,3.303063063535341e-23
1.3395750890686723e-09,2.705686326729223e-15,99999999.0,100000000.0,6720.0,0.0,1.3395750890686723e-16,1e-08,0.99999999,1.3395750890686723e-17,1.0,2.705686326729223e-23
1.287050462841422e-09,2.216348388702554e-15,99999999.0,100000000.0,6760.0,0.0,1.2870504628414222e-16,1e-08,0.99999999,1.2870504628414221e-17,1.0,2.216348388702554e-23
1.2365853227772287e-09,1.8155098510781684e-15,99999999.0,100000000.0,6800.0,0.0,1.2365853227772285e-16,1e-08,0.99999999,1.2365853227772286e-17,1.0,1.8155098510781683e-23
1.1880989165973897e-09,1.4871651208641385e-15,99999999.0,100000000.0,6840.0,0.0,1.1880989165973896e-16,1e-08,0.99999999,1.1880989165973896e-17,1.0,1.4871651208641386e-23
1.1415136583132386e-09,1.218203302725909e-15,99999999.0,100000000.0,6880.0,0.0,1.1415136583132385e-16,1e-08,0.99999999,1.1415136583132386e-17,1.0,1.218203302725909e-23
1.0967550040761782e-09,9.978846773315947e-16,99999999.0,100000000.0,6920.0,0.0,1.0967550040761781e-16,1e-08,0.99999999,1.0967550040761782e-17,1.0,9.978846773315947e-24
1.0537513328956261e-09,8.17411861406869e-16,99999999.0,100000000.0,6960.0,0.0,1.0537513328956262e-16,1e-08,0.99999999,1.0537513328956262e-17,1.0,8.17411861406869e-24
1.0124338320339988e-09,6.695785258025499e-16,99999999.0,100000000.0,7000.0,0.0,1.0124338320339987e-16,1e-08,0.99999999,1.0124338320339987e-17,1.0,6.695785258025499e-24
9.727363868953467e-10,5.484816447907597e-16,99999999.0,100000000.0,7040.0,0.0,9.727363868953466e-17,1e-08,0.99999999,9.727363868953467e-18,1.0,5.484816447907597e-24
9.345954752314506e-10,4.492857866249562e-16,99999999.0,100000000.0,7080.0,0.0,9.345954752314506e-17,1e-08,0.99999999,9.345954752314505e-18,1.0,4.492857866249562e-24
8.979500654960841e-10,3.680300334211045e-16,99999999.0,100000000.0,7120.0,0.0,8.979500654960841e-17,1e-08,0.99999999,8.97950065496084e-18,1.0,3.680300334211045e-24
8.627415191848001e-10,3.0146982061777007e-16,99999999.0,100000000.0,7160.0,0.0,8.627415191848002e-17,1e-08,0.99999999,8.627415191848001e-18,1.0,3.0146982061777008e-24
8.289134970039632e-10,2.4694738062129785e-16,99999999.0,100000000.0,7200.0,0.0,8.289134970039632e-17,1e-08,0.99999999,8.289134970039631e-18,1.0,2.4694738062129785e-24
7.964118687188883e-10,2.0228561741521637e-16,99999999.0,100000000.0,7240.0,0.0,7.964118687188883e-17,1e-08,0.99999999,7.964118687188883e-18,1.0,2.0228561741521637e-24
7.651846265368259e-10,1.6570117451784873e-16,99999999.0,100000000.0,7280.0,0.0,7.651846265368259e-17,1e-08,0.99999999,7.651846265368259e-18,1.0,1.6570117451784874e-24
7.351818018861918e-10,1.3573322506778083e-16,99999999.0,100000000.0,7320.0,0.0,7.351818018861919e-17,1e-08,0.99999999,7.351818018861919e-18,1.0,1.3573322506778083e-24
7.063553854588788e-10,1.1118514060572534e-16,99999999.0,100000000.0,7360.0,0.0,7.063553854588788e-17,1e-08,0.99999999,7.063553854588788e-18,1.0,1.1118514060572533e-24
6.786592503876996e-10,9.10767093712071e-17,99999999.0,100000000.0,7400.0,0.0,6.786592503876996e-17,1e-08,0.99999999,6.786592503876996e-18,1.0,9.10767093712071e-25
6.52049078436038e-10,7.460499617752144e-17,99999999.0,100000000.0,7440.0,0.0,6.520490784360381e-17,1e-08,0.99999999,6.52049078436038e-18,1.0,7.460499617752144e-25
6.264822890815965e-10,6.111228098901417e-17,99999999.0,100000000.0,7480.0,0.0,6.264822890815965e-17,1e-08,0.99999999,6.264822890815966e-18,1.0,6.111228098901417e-25
6.019179713807648e-10,5.005979597926036e-17,99999999.0,100000000.0,7520.0,0.0,6.019179713807648e-17,1e-08,0.99999999,6.019179713807648e-18,1.0,5.005979597926036e-25
5.783168185045795e-10,4.1006212383655895e-17,99999999.0,100000000.0,7560.0,0.0,5.783168185045795e-17,1e-08,0.99999999,5.7831681850457946e-18,1.0,4.1006212383655897e-25
5.556410648415249e-10,3.359001812053208e-17,99999999.0,100000000.0,7600.0,0.0,5.556410648415249e-17,1e-08,0.99999999,5.556410648415249e-18,1.0,3.359001812053208e-25
5.338544255665269e-10,2.751508251436026e-17,99999999.0,100000000.0,7640.0,0.0,5.33854425566527e-17,1e-08,0.99999999,5.3385442556652694e-18,1.0,2.751508251436026e-25
5.129220385794413e-10,2.2538831716476052e-17,99999999.0,100000000.0,7680.0,0.0,5.129220385794413e-17,1e-08,0.99999999,5.129220385794413e-18,1.0,2.253883171647605e-25
4.928104087201292e-10,1.8462562664622196e-17,99999999.0,100000000.0,7720.0,0.0,4.9281040872012916e-17,1e-08,0.99999999,4.928104087201292e-18,1.0,1.8462562664622195e-25
4.734873541708548e-10,1.5123508815052098e-17,99999999.0,100000000.0,7760.0,0.0,4.734873541708548e-17,1e-08,0.99999999,4.734873541708548e-18,1.0,1.5123508815052099e-25
4.5492195496024083e-10,1.2388340829695912e-17,99999999.0,100000000.0,7800.0,0.0,4.549219549602408e-17,1e-08,0.99999999,4.549219549602408e-18,1.0,1.2388340829695911e-25
4.370845034863791e-10,1.0147842699041141e-17,99999999.0,100000000.0,7840.0,0.0,4.370845034863791e-17,1e-08,0.99999999,4.370845034863791e-18,1.0,1.0147842699041142e-25
4.199464569799258e-10,8.31255071685095e-18,99999999.0,100000000.0,7880.0,0.0,4.199464569799258e-17,1e-08,0.99999999,4.199464569799258e-18,1.0,8.312550716850949e-26
4.0348039183111526e-10,6.809181169781856e-18,99999999.0,100000000.0,7920.0,0.0,4.0348039183111527e-17,1e-08,0.99999999,4.034803918311153e-18,1.0,6.809181169781855e-26
3.876599597076068e-10,5.577704098565341e-18,99999999.0,100000000.0,7960.0,0.0,3.8765995970760686e-17,1e-08,0.99999999,3.876599597076068e-18,1.0,5.577704098565341e-26
3.7245984539294823e-10,4.5689462852328975e-18,99999999.0,100000000.0,8000.0,0.0,3.7245984539294825e-17,1e-08,0.99999999,3.7245984539294825e-18,1.0,4.568946285232897e-26
3.5785572627818846e-10,3.742627753005557e-18,99999999.0,100000000.0,8040.0,0.0,3.578557262781885e-17,1e-08,0.99999999,3.578557262781885e-18,1.0,3.742627753005557e-26
3.438242334418214e-10,3.0657533757487412e-18,99999999.0,100000000.0,8080.0,0.0,3.438242334418214e-17,1e-08,0.99999999,3.438242334418214e-18,1.0,3.065753375748741e-26
3.303429142557817e-10,2.5112953735158303e-18,99999999.0,100000000.0,8120.0,0.0,3.303429142557817e-17,1e-08,0.99999999,3.303429142557817e-18,1.0,2.5112953735158302e-26
3.1739019645765625e-10,2.0571140858653595e-18,99999999.0,100000000.0,8160.0,0.0,3.1739019645765625e-17,1e-08,0.99999999,3.1739019645765623e-18,1.0,2.0571140858653595e-26
3.0494535363162097e-10,1.6850739291337285e-18,99999999.0,100000000.0,8200.0,0.0,3.0494535363162096e-17,1e-08,0.99999999,3.0494535363162096e-18,1.0,1.6850739291337284e-26
2.9298847204286784e-10,1.3803192375943063e-18,99999999.0,100000000.0,8240.0,0.0,2.929884720428679e-17,1e-08,0.99999999,2.9298847204286787e-18,1.0,1.3803192375943064e-26
2.815004187724507e-10,1.1306810726413674e-18,99999999.0,100000000.0,8280.0,0.0,2.815004187724507e-17,1e-08,0.99999999,2.815004187724507e-18,1.0,1.1306810726413674e-26
2.704628111015609e-10,9.261913137265014e-19,99999999.0,100000000.0,8320.0,0.0,2.7046281110156086e-17,1e-08,0.99999999,2.7046281110156087e-18,1.0,9.261913137265013e-27
2.598579870962433e-10,7.586846285650271e-19,99999999.0,100000000.0,8360.0,0.0,2.5985798709624333e-17,1e-08,0.99999999,2.5985798709624333e-18,1.0,7.586846285650271e-27
2.496689773454834e-10,6.214724291733371e-19,99999999.0,100000000.0,8400.0,0.0,2.4966897734548343e-17,1e-08,0.99999999,2.496689773454834e-18,1.0,6.214724291733371e-27
2.3987947780744075e-10,5.090757947121171e-19,99999999.0,100000000.0,8440.0,0.0,2.3987947780744074e-17,1e-08,0.99999999,2.3987947780744073e-18,1.0,5.090757947121171e-27
2.3047382372037978e-10,4.170066966711581e-19,99999999.0,100000000.0,8480.0,0.0,2.304738237203798e-17,1e-08,0.99999999,2.304738237203798e-18,1.0,4.170066966711581e-27
2.2143696453655132e-10,3.415887906572514e-19,99999999.0,100000000.0,8520.0,0.0,2.214369645365513e-17,1e-08,0.99999999,2.214369645365513e-18,1.0,3.415887906572514e-27
2.1275443983891347e-10,2.7981061895199484e-19,99999999.0,100000000.0,8560.0,0.0,2.1275443983891346e-17,1e-08,0.99999999,2.1275443983891347e-18,1.0,2.7981061895199484e-27
2.0441235620215662e-10,2.2920536217729197e-19,99999999.0,100000000.0,8600.0,0.0,2.0441235620215662e-17,1e-08,0.99999999,2.044123562021566e-18,1.0,2.2920536217729195e-27
1.9639736496100545e-10,1.8775233851949218e-19,99999999.0,100000000.0,8640.0,0.0,1.9639736496100544e-17,1e-08,0.99999999,1.9639736496100544e-18,1.0,1.877523385194922e-27
1.886966408502238e-10,1.5379631734911652e-19,99999999.0,100000000.0,8680.0,0.0,1.8869664085022377e-17,1e-08,0.99999999,1.886966408502238e-18,1.0,1.5379631734911653e-27
1.812978614821435e-10,1.2598142540682396e-19,99999999.0,100000000.0,8720.0,0.0,1.812978614821435e-17,1e-08,0.99999999,1.812978614821435e-18,1.0,1.2598142540682396e-27
1.7418918762887722e-10,1.0319700641145632e-19,99999999.0,100000000.0,8760.0,0.0,1.741891876288772e-17,1e-08,0.99999999,1.741891876288772e-18,1.0,1.0319700641145632e-27
1.6735924427766425e-10,8.453327224942878e-20,99999999.0,100000000.0,8800.0,0.0,1.6735924427766424e-17,1e-08,0.99999999,1.6735924427766425e-18,1.0,8.453327224942878e-28
1.607971024290346e-10,6.924497488526716e-20,99999999.0,100000000.0,8840.0,0.0,1.607971024290346e-17,1e-08,0.99999999,1.6079710242903459e-18,1.0,6.924497488526715e-28
1.5449226160866538e-10,5.672164840269364e-20,99999999.0,100000000.0,8880.0,0.0,1.544922616086654e-17,1e-08,0.99999999,1.5449226160866538e-18,1.0,5.672164840269363e-28
1.4843463306494612e-10,4.646323293278187e-20,99999999.0,100000000.0,8920.0,0.0,1.4843463306494612e-17,1e-08,0.99999999,1.4843463306494612e-18,1.0,4.646323293278187e-28
1.4261452362536575e-10,3.8060107125931576e-20,99999999.0,100000000.0,8960.0,0.0,1.4261452362536575e-17,1e-08,0.99999999,1.4261452362536574e-18,1.0,3.806010712593158e-28
1.3702262018588963e-10,3.1176731858780245e-20,99999999.0,100000000.0,9000.0,0.0,1.3702262018588963e-17,1e-08,0.99999999,1.3702262018588963e-18,1.0,3.1176731858780242e-28
1.316499748085066e-10,2.5538252064772452e-20,99999999.0,100000000.0,9040.0,0.0,1.316499748085066e-17,1e-08,0.99999999,1.316499748085066e-18,1.0,2.553825206477245e-28
1.2648799040309999e-10,2.0919521695798782e-20,99999999.0,100000000.0,9080.0,0.0,1.264879904031e-17,1e-08,0.99999999,1.2648799040309999e-18,1.0,2.0919521695798783e-28
1.2152840697073128e-10,1.7136113578605455e-20,99999999.0,100000000.0,9120.0,0.0,1.2152840697073128e-17,1e-08,0.99999999,1.2152840697073129e-18,1.0,1.7136113578605454e-28
1.1676328838632354e-10,1.4036955187070007e-20,99999999.0,100000000.0,9160.0,0.0,1.1676328838632356e-17,1e-08,0.99999999,1.1676328838632355e-18,1.0,1.4036955187070008e-28
1.1218500969959454e-10,1.1498296274705626e-20,99999999.0,100000000.0,9200.0,0.0,1.1218500969959454e-17,1e-08,0.99999999,1.1218500969959454e-18,1.0,1.1498296274705626e-28
1.0778624493391928e-10,9.418767493301815e-21,99999999.0,100000000.0,9240.0,0.0,1.0778624493391927e-17,1e-08,0.99999999,1.0778624493391927e-18,1.0,9.418767493301815e-29
1.0355995536359814e-10,7.715332686985416e-21,99999999.0,100000000.0,9280.0,0.0,1.0355995536359814e-17,1e-08,0.99999999,1.0355995536359814e-18,1.0,7.715332686985415e-29
9.949937825077246e-11,6.31997323569118e-21,99999999.0,100000000.0,9320.0,0.0,9.949937825077246e-18,1e-08,0.99999999,9.949937825077246e-19,1.0,6.31997323569118e-29
9.559801602396438e-11,5.176972052965258e-21,99999999.0,100000000.0,9360.0,0.0,9.559801602396439e-18,1e-08,0.99999999,9.559801602396439e-19,1.0,5.176972052965258e-29
9.184962588092554e-11,4.240688787387284e-21,99999999.0,100000000.0,9400.0,0.0,9.184962588092554e-18,1e-08,0.99999999,9.184962588092554e-19,1.0,4.240688787387284e-29
8.824820979915708e-11,3.4737373907923075e-21,99999999.0,100000000.0,9440.0,0.0,8.824820979915708e-18,1e-08,0.99999999,8.824820979915708e-19,1.0,3.4737373907923077e-29
8.478800493811622e-11,2.8454932830906974e-21,99999999.0,100000000.0,9480.0,0.0,8.478800493811622e-18,1e-08,0.99999999,8.478800493811622e-19,1.0,2.8454932830906975e-29
8.146347441775173e-11,2.3308705043669147e-21,99999999.0,100000000.0,9520.0,0.0,8.146347441775174e-18,1e-08,0.99999999,8.146347441775174e-19,1.0,2.3308705043669147e-29
7.826929845861207e-11,1.9093200256043286e-21,99999999.0,100000000.0,9560.0,0.0,7.826929845861206e-18,1e-08,0.99999999,7.826929845861206e-19,1.0,1.9093200256043287e-29
7.520036586934912e-11,1.5640092203079575e-21,99999999.0,100000000.0,9600.0,0.0,7.520036586934912e-18,1e-08,0.99999999,7.520036586934912e-19,1.0,1.5640092203079575e-29
7.225176586799637e-11,1.2811497331014844e-21,99999999.0,100000000.0,9640.0,0.0,7.225176586799637e-18,1e-08,0.99999999,7.225176586799637e-19,1.0,1.2811497331014845e-29
6.94187802239339e-11,1.0494469069068657e-21,99999999.0,100000000.0,9680.0,0.0,6.94187802239339e-18,1e-08,0.99999999,6.94187802239339e-19,1.0,1.0494469069068657e-29
6.66968757079663e-11,8.596487841824705e-22,99999999.0,100000000.0,9720.0,0.0,6.669687570796629e-18,1e-08,0.99999999,6.669687570796629e-19,1.0,8.596487841824704e-30
6.408169683843248e-11,7.041766737152172e-22,99999999.0,100000000.0,9760.0,0.0,6.408169683843248e-18,1e-08,0.99999999,6.408169683843248e-19,1.0,7.041766737152171e-30
6.156905891173984e-11,5.768225313971646e-22,99999999.0,100000000.0,9800.0,0.0,6.156905891173983e-18,1e-08,0.99999999,6.156905891173983e-19,1.0,5.7682253139716455e-30
5.915494130617059e-11,4.725010713177827e-22,99999999.0,100000000.0,9840.0,0.0,5.9154941306170585e-18,1e-08,0.99999999,5.915494130617059e-19,1.0,4.7250107131778266e-30
5.68354810482453e-11,3.870467088996755e-22,99999999.0,100000000.0,9880.0,0.0,5.68354810482453e-18,1e-08,0.99999999,5.68354810482453e-19,1.0,3.870467088996755e-30
5.4606966631348736e-11,3.1704722796134804e-22,99999999.0,100000000.0,9920.0,0.0,5.4606966631348736e-18,1e-08,0.99999999,5.460696663134874e-19,1.0,3.1704722796134805e-30
5.2465832076726946e-11,2.597075299871107e-22,99999999.0,100000000.0,9960.0,0.0,5.246583207672695e-18,1e-08,0.99999999,5.246583207672694e-19,1.0,2.597075299871107e-30
5.040865122735205e-11,2.1273802507501736e-22,99999999.0,100000000.0,10000.0,0.0,5.040865122735205e-18,1e-08,0.99999999,5.040865122735205e-19,1.0,2.1273802507501735e-30
4.84321322655242e-11,1.7426320798270593e-22,99999999.0,100000000.0,10040.0,0.0,4.84321322655242e-18,1e-08,0.99999999,4.84321322655242e-19,1.0,1.7426320798270593e-30
4.653311244543781e-11,1.4274676868752232e-22,99999999.0,100000000.0,10080.0,0.0,4.653311244543781e-18,1e-08,0.99999999,4.653311244543781e-19,1.0,1.4274676868752233e-30
4.4708553032283546e-11,1.1693024710500685e-22,99999999.0,100000000.0,10120.0,0.0,4.470855303228355e-18,1e-08,0.99999999,4.470855303228355e-19,1.0,1.1693024710500685e-30
4.295553443978755e-11,9.578278243178972e-23,99999999.0,100000000.0,10160.0,0.0,4.295553443978755e-18,1e-08,0.99999999,4.2955534439787547e-19,1.0,9.578278243178972e-31
4.127125155840744e-11,7.845995059034411e-23,99999999.0,100000000.0,10200.0,0.0,4.127125155840744e-18,1e-08,0.99999999,4.1271251558407443e-19,1.0,7.84599505903441e-31
3.965300926670936e-11,6.427004614345084e-23,99999999.0,100000000.0,10240.0,0.0,3.9653009266709364e-18,1e-08,0.99999999,3.965300926670936e-19,1.0,6.427004614345084e-31
3.809821811874348e-11,5.264646230595063e-23,99999999.0,100000000.0,10280.0,0.0,3.8098218118743476e-18,1e-08,0.99999999,3.8098218118743476e-19,1.0,5.264646230595063e-31
3.6604390200517204e-11,4.3125066180060826e-23,99999999.0,100000000.0,10320.0,0.0,3.66043902005172e-18,1e-08,0.99999999,3.6604390200517203e-19,1.0,4.312506618006083e-31
3.5169135148935683e-11,3.532566580118369e-23,99999999.0,100000000.0,10360.0,0.0,3.516913514893569e-18,1e-08,0.99999999,3.5169135148935686e-19,1.0,3.532566580118369e-31
3.379015632683938e-11,2.893682896825085e-23,99999999.0,100000000.0,10400.0,0.0,3.3790156326839376e-18,1e-08,0.99999999,3.3790156326839377e-19,1.0,2.893682896825085e-31
3.2465247148017975e-11,2.3703447670326538e-23,99999999.0,100000000.0,10440.0,0.0,3.2465247148017974e-18,1e-08,0.99999999,3.2465247148017974e-19,1.0,2.370344767032654e-31
3.1192287546320334e-11,1.941655155360553e-23,99999999.0,100000000.0,10480.0,0.0,3.1192287546320335e-18,1e-08,0.99999999,3.1192287546320335e-19,1.0,1.941655155360553e-31
2.996924058321024e-11,1.5904963677742823e-23,99999999.0,100000000.0,10520.0,0.0,2.9969240583210237e-18,1e-08,0.99999999,2.9969240583210236e-19,1.0,1.5904963677742822e-31
2.8794149188339612e-11,1.3028465373571649e-23,99999999.0,100000000.0,10560.0,0.0,2.879414918833961e-18,1e-08,0.99999999,2.879414918833961e-19,1.0,1.302846537357165e-31
2.7665133027923625e-11,1.0672197273099622e-23,99999999.0,100000000.0,10600.0,0.0,2.766513302792363e-18,1e-08,0.99999999,2.7665133027923627e-19,1.0,1.0672197273099622e-31
2.6580385495906525e-11,8.742072943371639e-24,99999999.0,100000000.0,10640.0,0.0,2.6580385495906528e-18,1e-08,0.99999999,2.6580385495906526e-19,1.0,8.742072943371639e-32
2.5538170823103562e-11,7.161021989339036e-24,99999999.0,100000000.0,10680.0,0.0,2.5538170823103562e-18,1e-08,0.99999999,2.5538170823103563e-19,1.0,7.161021989339037e-32
2.45368212996933e-11,5.865912611799768e-24,99999999.0,100000000.0,10720.0,0.0,2.4536821299693302e-18,1e-08,0.99999999,2.45368212996933e-19,1.0,5.865912611799768e-32
2.35747346066157e-11,4.805030737302277e-24,99999999.0,100000000.0,10760.0,0.0,2.35747346066157e-18,1e-08,0.99999999,2.35747346066157e-19,1.0,4.805030737302277e-32
2.2650371251605874e-11,3.936015060977145e-24,99999999.0,100000000.0,10800.0,0.0,2.2650371251605876e-18,1e-08,0.99999999,2.2650371251605874e-19,1.0,3.9360150609771445e-32
2.1762252105760772e-11,3.224165547989152e-24,99999999.0,100000000.0,10840.0,0.0,2.1762252105760773e-18,1e-08,0.99999999,2.1762252105760773e-19,1.0,3.224165547989152e-32
2.090895603669684e-11,2.6410578516077865e-24,99999999.0,100000000.0,10880.0,0.0,2.090895603669684e-18,1e-08,0.99999999,2.090895603669684e-19,1.0,2.6410578516077865e-32
2.0089117634511384e-11,2.1634083212288594e-24,99999999.0,100000000.0,10920.0,0.0,2.0089117634511383e-18,1e-08,0.99999999,2.0089117634511383e-19,1.0,2.1634083212288594e-32
1.93014250269088e-11,1.7721442798055488e-24,99999999.0,100000000.0,10960.0,0.0,1.93014250269088e-18,1e-08,0.99999999,1.93014250269088e-19,1.0,1.772144279805549e-32
1.854461777999552e-11,1.451642446611125e-24,99999999.0,100000000.0,11000.0,0.0,1.854461777999552e-18,1e-08,0.99999999,1.854461777999552e-19,1.0,1.451642446611125e-32
1.7817484881384606e-11,1.1891050953449207e-24,99999999.0,100000000.0,11040.0,0.0,1.7817484881384607e-18,1e-08,0.99999999,1.7817484881384606e-19,1.0,1.1891050953449207e-32
1.7118862802382633e-11,9.740490374032415e-25,99999999.0,100000000.0,11080.0,0.0,1.7118862802382633e-18,1e-08,0.99999999,1.7118862802382633e-19,1.0,9.740490374032415e-33
1.64476336361581e-11,7.97887025276747e-25,99999999.0,100000000.0,11120.0,0.0,1.6447633636158099e-18,1e-08,0.99999999,1.64476336361581e-19,1.0,7.97887025276747e-33
1.5802723308912042e-11,6.535848613968946e-25,99999999.0,100000000.0,11160.0,0.0,1.5802723308912042e-18,1e-08,0.99999999,1.580272330891204e-19,1.0,6.535848613968947e-33
1.5183099861188536e-11,5.353805206934317e-25,99999999.0,100000000.0,11200.0,0.0,1.5183099861188535e-18,1e-08,0.99999999,1.5183099861188536e-19,1.0,5.353805206934317e-33
1.4587771796574863e-11,4.3855407134944375e-25,99999999.0,100000000.0,11240.0,0.0,1.4587771796574863e-18,1e-08,0.99999999,1.4587771796574864e-19,1.0,4.385540713494437e-33
1.4015786495149007e-11,3.592392066264665e-25,99999999.0,100000000.0,11280.0,0.0,1.4015786495149007e-18,1e-08,0.99999999,1.4015786495149007e-19,1.0,3.5923920662646654e-33
1.3466228689135713e-11,2.9426886217362853e-25,99999999.0,100000000.0,11320.0,0.0,1.3466228689135714e-18,1e-08,0.99999999,1.3466228689135714e-19,1.0,2.9426886217362853e-33
1.2938218998331987e-11,2.4104875427754124e-25,99999999.0,100000000.0,11360.0,0.0,1.2938218998331987e-18,1e-08,0.99999999,1.2938218998331987e-19,1.0,2.4104875427754123e-33
1.2430912522958397e-11,1.9745378940049338e-25,99999999.0,100000000.0,11400.0,0.0,1.2430912522958398e-18,1e-08,0.99999999,1.2430912522958398e-19,1.0,1.9745378940049337e-33
