Time,normalized_normal_cell_n,normalized_pre_cancer_cell_g,normalized_cancer_cell_a,A,G,N,N0,n0,a0,g0,a,r_N,mu_N,beta_1,beta_4,r_G,mu_G,xi_G,beta_2,beta_5,delta,xi,r_A,K_A,mu_A,xi_A,beta_3,beta_6,K,G0,A0,compartment,normal_cell_growth,normal_cell_death,normal_cell_damage_A,normal_cell_damage_G,pre_cancer_cell_logistic_growth,pre_cancer_cell_natural_death,pre_cancer_cell_death_tissue_repair_system,pre_cancer_cell_death_apoptosis,negative_effect_on_G_A,negative_effect_on_A_G,cancer_cell_natural_death,cancer_cell_logistic_growth,cancer_cell_death_tissue_repair_system,cancer_cell_death_apoptosis,transition_to_cancer_cell
10840.0,1.0,3.224165547989152e-32,2.1762252105760773e-19,2.1762252105760772e-11,3.224165547989152e-24,100000000.0,99999999.0,0.99999999,0.0,1e-08,2.1762252105760773e-18,1000000.0,0.01,3.5e-10,0.0,0.05,0.01,0.01,3.5e-10,0.0,1e-05,1000.0,0.05,10000000.0,0.01,0.006,3.5e-10,0.0,100000000.0,1.0,0.0,1.0,0.01,0.01,7.61678823701627e-21,0.0,1.6120827739945762e-33,3.224165547989152e-34,1.128457941796203e-33,3.224165547989152e-34,0.0,0.0,2.1762252105760775e-21,1.0881126052880387e-20,7.61678823701627e-21,1.3057351263456464e-21,1.0395243480840189e-63
10880.0,1.0,2.6410578516077865e-32,2.090895603669684e-19,2.090895603669684e-11,2.6410578516077865e-24,100000000.0,99999999.0,0.99999999,0.0,1e-08,2.090895603669684e-18,1000000.0,0.01,3.5e-10,0.0,0.05,0.01,0.01,3.5e-10,0.0,1e-05,1000.0,0.05,10000000.0,0.01,0.006,3.5e-10,0.0,100000000.0,1.0,0.0,1.0,0.01,0.01,7.318134612843894e-21,0.0,1.3205289258038933e-33,2.6410578516077865e-34,9.243702480627252e-34,2.6410578516077865e-34,0.0,0.0,2.090895603669684e-21,1.045447801834842e-20,7.318134612843894e-21,1.2545373622018104e-21,6.975186575539136e-64
10920.0,1.0,2.1634083212288594e-32,2.0089117634511383e-19,2.0089117634511384e-11,2.1634083212288594e-24,100000000.0,99999999.0,0.99999999,0.0,1e-08,2.0089117634511383e-18,1000000.0,0.01,3.5e-10,0.0,0.05,0.01,0.01,3.5e-10,0.0,1e-05,1000.0,0.05,10000000.0,0.01,0.006,3.5e-10,0.0,100000000.0,1.0,0.0,1.0,0.01,0.01,7.031191172078983e-21,0.0,1.0817041606144297e-33,2.1634083212288595e-34,7.571929124301007e-34,2.1634083212288595e-34,0.0,0.0,2.0089117634511382e-21,1.0044558817255692e-20,7.031191172078983e-21,1.205347058070683e-21,4.680335564362272e-64
10960.0,1.0,1.772144279805549e-32,1.93014250269088e-19,1.93014250269088e-11,1.7721442798055488e-24,100000000.0,99999999.0,0.99999999,0.0,1e-08,1.93014250269088e-18,1000000.0,0.01,3.5e-10,0.0,0.05,0.01,0.01,3.5e-10,0.0,1e-05,1000.0,0.05,10000000.0,0.01,0.006,3.5e-10,0.0,100000000.0,1.0,0.0,1.0,0.01,0.01,6.755498759418079e-21,0.0,8.860721399027745e-34,1.772144279805549e-34,6.2025049793194205e-34,1.772144279805549e-34,0.0,0.0,1.93014250269088e-21,9.6507125134544e-21,6.755498759418079e-21,1.158085501614528e-21,3.140495348447528e-64
11000.0,1.0,1.451642446611125e-32,1.854461777999552e-19,1.854461777999552e-11,1.451642446611125e-24,100000000.0,99999999.0,0.99999999,0.0,1e-08,1.854461777999552e-18,1000000.0,0.01,3.5e-10,0.0,0.05,0.01,0.01,3.5e-10,0.0,1e-05,1000.0,0.05,10000000.0,0.01,0.006,3.5e-10,0.0,100000000.0,1.0,0.0,1.0,0.01,0.01,6.490616222998432e-21,0.0,7.258212233055626e-34,1.4516424466111251e-34,5.080748563138938e-34,1.4516424466111251e-34,0.0,0.0,1.854461777999552e-21,9.272308889997761e-21,6.490616222998432e-21,1.1126770667997313e-21,2.1072657928031332e-64
11040.0,1.0,1.1891050953449207e-32,1.7817484881384606e-19,1.7817484881384606e-11,1.1891050953449207e-24,100000000.0,99999999.0,0.99999999,0.0,1e-08,1.7817484881384607e-18,1000000.0,0.01,3.5e-10,0.0,0.05,0.01,0.01,3.5e-10,0.0,1e-05,1000.0,0.05,10000000.0,0.01,0.006,3.5e-10,0.0,100000000.0,1.0,0.0,1.0,0.01,0.01,6.2361197084846115e-21,0.0,5.945525476724603e-34,1.1891050953449206e-34,4.161867833707222e-34,1.1891050953449206e-34,0.0,0.0,1.7817484881384606e-21,8.908742440692303e-21,6.2361197084846115e-21,1.0690490928830764e-21,1.4139709277752529e-64
11080.0,1.0,9.740490374032415e-33,1.7118862802382633e-19,1.7118862802382633e-11,9.740490374032415e-25,100000000.0,99999999.0,0.99999999,0.0,1e-08,1.7118862802382633e-18,1000000.0,0.01,3.5e-10,0.0,0.05,0.01,0.01,3.5e-10,0.0,1e-05,1000.0,0.05,10000000.0,0.01,0.006,3.5e-10,0.0,100000000.0,1.0,0.0,1.0,0.01,0.01,5.991601980833921e-21,0.0,4.870245187016208e-34,9.740490374032416e-35,3.409171630911345e-34,9.740490374032416e-35,0.0,0.0,1.7118862802382633e-21,8.559431401191317e-21,5.991601980833921e-21,1.027131768142958e-21,9.487715272661814e-65
11120.0,1.0,7.97887025276747e-33,1.64476336361581e-19,1.64476336361581e-11,7.97887025276747e-25,100000000.0,99999999.0,0.99999999,0.0,1e-08,1.6447633636158099e-18,1000000.0,0.01,3.5e-10,0.0,0.05,0.01,0.01,3.5e-10,0.0,1e-05,1000.0,0.05,10000000.0,0.01,0.006,3.5e-10,0.0,100000000.0,1.0,0.0,1.0,0.01,0.01,5.7566717726553344e-21,0.0,3.989435126383735e-34,7.97887025276747e-35,2.792604588468614e-34,7.97887025276747e-35,0.0,0.0,1.64476336361581e-21,8.22381681807905e-21,5.7566717726553344e-21,9.86858018169486e-22,6.3662370510497624e-65
11160.0,1.0,6.535848613968947e-33,1.580272330891204e-19,1.5802723308912042e-11,6.535848613968946e-25,100000000.0,99999999.0,0.99999999,0.0,1e-08,1.5802723308912042e-18,1000000.0,0.01,3.5e-10,0.0,0.05,0.01,0.01,3.5e-10,0.0,1e-05,1000.0,0.05,10000000.0,0.01,0.006,3.5e-10,0.0,100000000.0,1.0,0.0,1.0,0.01,0.01,5.5309531581192135e-21,0.0,3.2679243069844736e-34,6.535848613968947e-35,2.287547014889131e-34,6.535848613968947e-35,0.0,0.0,1.5802723308912042e-21,7.901361654456021e-21,5.5309531581192135e-21,9.481633985347224e-22,4.27173171047198e-65
11200.0,1.0,5.353805206934317e-33,1.5183099861188536e-19,1.5183099861188536e-11,5.353805206934317e-25,100000000.0,99999999.0,0.99999999,0.0,1e-08,1.5183099861188535e-18,1000000.0,0.01,3.5e-10,0.0,0.05,0.01,0.01,3.5e-10,0.0,1e-05,1000.0,0.05,10000000.0,0.01,0.006,3.5e-10,0.0,100000000.0,1.0,0.0,1.0,0.01,0.01,5.314084951415987e-21,0.0,2.676902603467159e-34,5.353805206934318e-35,1.8738318224270107e-34,5.353805206934318e-35,0.0,0.0,1.5183099861188536e-21,7.591549930594268e-21,5.314084951415987e-21,9.109859916713121e-22,2.8663230193797006e-65
11240.0,1.0,4.385540713494437e-33,1.4587771796574864e-19,1.4587771796574863e-11,4.3855407134944375e-25,100000000.0,99999999.0,0.99999999,0.0,1e-08,1.4587771796574863e-18,1000000.0,0.01,3.5e-10,0.0,0.05,0.01,0.01,3.5e-10,0.0,1e-05,1000.0,0.05,10000000.0,0.01,0.006,3.5e-10,0.0,100000000.0,1.0,0.0,1.0,0.01,0.01,5.105720128801202e-21,0.0,2.1927703567472186e-34,4.385540713494437e-35,1.5349392497230528e-34,4.385540713494437e-35,0.0,0.0,1.4587771796574864e-21,7.293885898287432e-21,5.105720128801202e-21,8.752663077944919e-22,1.9232967349717297e-65
11280.0,1.0,3.5923920662646654e-33,1.4015786495149007e-19,1.4015786495149007e-11,3.592392066264665e-25,100000000.0,99999999.0,0.99999999,0.0,1e-08,1.4015786495149007e-18,1000000.0,0.01,3.5e-10,0.0,0.05,0.01,0.01,3.5e-10,0.0,1e-05,1000.0,0.05,10000000.0,0.01,0.006,3.5e-10,0.0,100000000.0,1.0,0.0,1.0,0.01,0.01,4.905525273302152e-21,0.0,1.7961960331323328e-34,3.5923920662646654e-35,1.2573372231926328e-34,3.5923920662646654e-35,0.0,0.0,1.4015786495149007e-21,7.007893247574503e-21,4.905525273302152e-21,8.409471897089404e-22,1.2905280757761312e-65
11320.0,1.0,2.9426886217362853e-33,1.3466228689135714e-19,1.3466228689135713e-11,2.9426886217362853e-25,100000000.0,99999999.0,0.99999999,0.0,1e-08,1.3466228689135714e-18,1000000.0,0.01,3.5e-10,0.0,0.05,0.01,0.01,3.5e-10,0.0,1e-05,1000.0,0.05,10000000.0,0.01,0.006,3.5e-10,0.0,100000000.0,1.0,0.0,1.0,0.01,0.01,4.713180041197499e-21,0.0,1.4713443108681428e-34,2.9426886217362854e-35,1.0299410176076997e-34,2.9426886217362854e-35,0.0,0.0,1.3466228689135714e-21,6.733114344567857e-21,4.713180041197499e-21,8.079737213481428e-22,8.659416324496198e-66
11360.0,1.0,2.4104875427754123e-33,1.2938218998331987e-19,1.2938218998331987e-11,2.4104875427754124e-25,100000000.0,99999999.0,0.99999999,0.0,1e-08,1.2938218998331987e-18,1000000.0,0.01,3.5e-10,0.0,0.05,0.01,0.01,3.5e-10,0.0,1e-05,1000.0,0.05,10000000.0,0.01,0.006,3.5e-10,0.0,100000000.0,1.0,0.0,1.0,0.01,0.01,4.5283766494161946e-21,0.0,1.2052437713877062e-34,2.4104875427754124e-35,8.436706399713943e-35,2.4104875427754124e-35,0.0,0.0,1.2938218998331988e-21,6.469109499165994e-21,4.5283766494161946e-21,7.762931398999193e-22,5.810450193875446e-66
11400.0,1.0,1.9745378940049337e-33,1.2430912522958398e-19,1.2430912522958397e-11,1.9745378940049338e-25,100000000.0,99999999.0,0.99999999,0.0,1e-08,1.2430912522958398e-18,1000000.0,0.01,3.5e-10,0.0,0.05,0.01,0.01,3.5e-10,0.0,1e-05,1000.0,0.05,10000000.0,0.01,0.006,3.5e-10,0.0,100000000.0,1.0,0.0,1.0,0.01,0.01,4.350819383035439e-21,0.0,9.87268947002467e-35,1.9745378940049337e-35,6.910882629017267e-35,1.9745378940049337e-35,0.0,0.0,1.2430912522958397e-21,6.215456261479199e-21,4.350819383035439e-21,7.458547513775039e-22,3.898799894861439e-66
11440.0,1.0,1.6174320861133336e-33,1.1943497491684585e-19,1.1943497491684585e-11,1.6174320861133336e-25,100000000.0,99999999.0,0.99999999,0.0,1e-08,1.1943497491684584e-18,1000000.0,0.01,3.5e-10,0.0,0.05,0.01,0.01,3.5e-10,0.0,1e-05,1000.0,0.05,10000000.0,0.01,0.006,3.5e-10,0.0,100000000.0,1.0,0.0,1.0,0.01,0.01,4.180224122089604e-21,0.0,8.087160430566668e-35,1.6174320861133336e-35,5.661012301396666e-35,1.6174320861133336e-35,0.0,0.0,1.1943497491684584e-21,5.971748745842293e-21,4.180224122089604e-21,7.166098495010751e-22,2.6160865531889304e-66
11480.0,1.0,1.3249107860283958e-33,1.147519396266556e-19,1.1475193962665562e-11,1.3249107860283959e-25,100000000.0,99999999.0,0.99999999,0.0,1e-08,1.147519396266556e-18,1000000.0,0.01,3.5e-10,0.0,0.05,0.01,0.01,3.5e-10,0.0,1e-05,1000.0,0.05,10000000.0,0.01,0.006,3.5e-10,0.0,100000000.0,1.0,0.0,1.0,0.01,0.01,4.016317886932946e-21,0.0,6.624553930141979e-35,1.324910786028396e-35,4.637187751099385e-35,1.324910786028396e-35,0.0,0.0,1.147519396266556e-21,5.737596981332781e-21,4.016317886932946e-21,6.885116377599337e-22,1.7553885909343817e-66
11520.0,1.0,1.0852935378279499e-33,1.102525257551029e-19,1.1025252575510291e-11,1.0852935378279498e-25,100000000.0,99999999.0,0.99999999,0.0,1e-08,1.102525257551029e-18,1000000.0,0.01,3.5e-10,0.0,0.05,0.01,0.01,3.5e-10,0.0,1e-05,1000.0,0.05,10000000.0,0.01,0.006,3.5e-10,0.0,100000000.0,1.0,0.0,1.0,0.01,0.01,3.858838401428601e-21,0.0,5.42646768913975e-35,1.08529353782795e-35,3.7985273823978243e-35,1.08529353782795e-35,0.0,0.0,1.102525257551029e-21,5.5126262877551455e-21,3.858838401428601e-21,6.615151545306174e-22,1.1778620632511076e-66
11560.0,1.0,8.890123589241152e-34,1.0592953352185442e-19,1.0592953352185443e-11,8.890123589241152e-26,100000000.0,99999999.0,0.99999999,0.0,1e-08,1.0592953352185442e-18,1000000.0,0.01,3.5e-10,0.0,0.05,0.01,0.01,3.5e-10,0.0,1e-05,1000.0,0.05,10000000.0,0.01,0.006,3.5e-10,0.0,100000000.0,1.0,0.0,1.0,0.01,0.01,3.7075336732649044e-21,0.0,4.4450617946205764e-35,8.890123589241152e-36,3.111543256234403e-35,8.890123589241152e-36,0.0,0.0,1.0592953352185443e-21,5.296476676092721e-21,3.7075336732649044e-21,6.355772011311266e-22,7.903429743198199e-67
11600.0,1.0,7.282296878884688e-34,1.017760454493563e-19,1.017760454493563e-11,7.282296878884687e-26,100000000.0,99999999.0,0.99999999,0.0,1e-08,1.017760454493563e-18,1000000.0,0.01,3.5e-10,0.0,0.05,0.01,0.01,3.5e-10,0.0,1e-05,1000.0,0.05,10000000.0,0.01,0.006,3.5e-10,0.0,100000000.0,1.0,0.0,1.0,0.01,0.01,3.56216159072747e-21,0.0,3.641148439442344e-35,7.282296878884688e-36,2.5488039076096405e-35,7.282296878884688e-36,0.0,0.0,1.017760454493563e-21,5.088802272467816e-21,3.56216159072747e-21,6.106562726961379e-22,5.303184783221367e-67
11640.0,1.0,5.965254284697789e-34,9.778541529376598e-20,9.778541529376598e-12,5.965254284697789e-26,100000000.0,99999999.0,0.99999999,0.0,1e-08,9.778541529376598e-19,1000000.0,0.01,3.5e-10,0.0,0.05,0.01,0.01,3.5e-10,0.0,1e-05,1000.0,0.05,10000000.0,0.01,0.006,3.5e-10,0.0,100000000.0,1.0,0.0,1.0,0.01,0.01,3.422489535281809e-21,0.0,2.9826271423488946e-35,5.965254284697789e-36,2.0878389996442258e-35,5.965254284697789e-36,0.0,0.0,9.778541529376597e-22,4.889270764688299e-21,3.422489535281809e-21,5.867124917625959e-22,3.5584258681105325e-67
11680.0,1.0,4.886405933859043e-34,9.395125740990122e-20,9.395125740990123e-12,4.886405933859043e-26,100000000.0,99999999.0,0.99999999,0.0,1e-08,9.395125740990123e-19,1000000.0,0.01,3.5e-10,0.0,0.05,0.01,0.01,3.5e-10,0.0,1e-05,1000.0,0.05,10000000.0,0.01,0.006,3.5e-10,0.0,100000000.0,1.0,0.0,1.0,0.01,0.01,3.2882940093465424e-21,0.0,2.4432029669295216e-35,4.8864059338590434e-36,1.710242076850665e-35,4.8864059338590434e-36,0.0,0.0,9.395125740990122e-22,4.6975628704950616e-21,3.2882940093465424e-21,5.637075444594073e-22,2.387696295045287e-67
11720.0,1.0,4.002673115160005e-34,9.026743653318871e-20,9.026743653318871e-12,4.002673115160005e-26,100000000.0,99999999.0,0.99999999,0.0,1e-08,9.026743653318872e-19,1000000.0,0.01,3.5e-10,0.0,0.05,0.01,0.01,3.5e-10,0.0,1e-05,1000.0,0.05,10000000.0,0.01,0.006,3.5e-10,0.0,100000000.0,1.0,0.0,1.0,0.01,0.01,3.1593602786616046e-21,0.0,2.0013365575800024e-35,4.0026731151600046e-36,1.4009355903060015e-35,4.0026731151600046e-36,0.0,0.0,9.026743653318871e-22,4.513371826659436e-21,3.1593602786616046e-21,5.4160461919913225e-22,1.6021392066824696e-67
11760.0,1.0,3.278768134224941e-34,8.672805796226138e-20,8.672805796226137e-12,3.2787681342249413e-26,100000000.0,99999999.0,0.99999999,0.0,1e-08,8.672805796226138e-19,1000000.0,0.01,3.5e-10,0.0,0.05,0.01,0.01,3.5e-10,0.0,1e-05,1000.0,0.05,10000000.0,0.01,0.006,3.5e-10,0.0,100000000.0,1.0,0.0,1.0,0.01,0.01,3.0354820286791477e-21,0.0,1.6393840671124707e-35,3.2787681342249415e-36,1.1475688469787293e-35,3.2787681342249415e-36,0.0,0.0,8.672805796226137e-22,4.3364028981130694e-21,3.0354820286791477e-21,5.203683477735683e-22,1.0750320478008902e-67
11800.0,1.0,2.685785266174344e-34,8.332745812649546e-20,8.332745812649545e-12,2.685785266174344e-26,100000000.0,99999999.0,0.99999999,0.0,1e-08,8.332745812649546e-19,1000000.0,0.01,3.5e-10,0.0,0.05,0.01,0.01,3.5e-10,0.0,1e-05,1000.0,0.05,10000000.0,0.01,0.006,3.5e-10,0.0,100000000.0,1.0,0.0,1.0,0.01,0.01,2.9164610344273406e-21,0.0,1.342892633087172e-35,2.6857852661743443e-36,9.400248431610203e-36,2.6857852661743443e-36,0.0,0.0,8.332745812649546e-22,4.166372906324773e-21,2.9164610344273406e-21,4.999647487589728e-22,7.213442495999192e-68
11840.0,1.0,2.2000465420847323e-34,8.006019552339353e-20,8.006019552339354e-12,2.2000465420847323e-26,100000000.0,99999999.0,0.99999999,0.0,1e-08,8.006019552339353e-19,1000000.0,0.01,3.5e-10,0.0,0.05,0.01,0.01,3.5e-10,0.0,1e-05,1000.0,0.05,10000000.0,0.01,0.006,3.5e-10,0.0,100000000.0,1.0,0.0,1.0,0.01,0.01,2.8021068433187734e-21,0.0,1.1000232710423662e-35,2.2000465420847322e-36,7.700162897296563e-36,2.2000465420847322e-36,0.0,0.0,8.006019552339354e-22,4.003009776169677e-21,2.8021068433187734e-21,4.803611731403612e-22,4.840204787338988e-68
11880.0,1.0,1.8021562811808176e-34,7.692104201131205e-20,7.692104201131205e-12,1.8021562811808176e-26,100000000.0,99999999.0,0.99999999,0.0,1e-08,7.692104201131205e-19,1000000.0,0.01,3.5e-10,0.0,0.05,0.01,0.01,3.5e-10,0.0,1e-05,1000.0,0.05,10000000.0,0.01,0.006,3.5e-10,0.0,100000000.0,1.0,0.0,1.0,0.01,0.01,2.6922364703959217e-21,0.0,9.010781405904088e-36,1.8021562811808176e-36,6.307546984132861e-36,1.8021562811808176e-36,0.0,0.0,7.692104201131206e-22,3.846052100565603e-21,2.6922364703959217e-21,4.615262520678723e-22,3.247767261799474e-68
11920.0,1.0,1.4762266159705588e-34,7.390497444360018e-20,7.390497444360019e-12,1.4762266159705589e-26,100000000.0,99999999.0,0.99999999,0.0,1e-08,7.390497444360018e-19,1000000.0,0.01,3.5e-10,0.0,0.05,0.01,0.01,3.5e-10,0.0,1e-05,1000.0,0.05,10000000.0,0.01,0.006,3.5e-10,0.0,100000000.0,1.0,0.0,1.0,0.01,0.01,2.586674105526006e-21,0.0,7.381133079852794e-36,1.4762266159705588e-36,5.166793155896955e-36,1.4762266159705588e-36,0.0,0.0,7.390497444360018e-22,3.695248722180009e-21,2.586674105526006e-21,4.434298466616011e-22,2.1792450216998874e-68
11960.0,1.0,1.2092430853288661e-34,7.100716663076351e-20,7.1007166630763516e-12,1.2092430853288661e-26,100000000.0,99999999.0,0.99999999,0.0,1e-08,7.100716663076352e-19,1000000.0,0.01,3.5e-10,0.0,0.05,0.01,0.01,3.5e-10,0.0,1e-05,1000.0,0.05,10000000.0,0.01,0.006,3.5e-10,0.0,100000000.0,1.0,0.0,1.0,0.01,0.01,2.4852508320767226e-21,0.0,6.04621542664433e-36,1.2092430853288662e-36,4.232350798651031e-36,1.2092430853288662e-36,0.0,0.0,7.100716663076352e-22,3.5503583315381756e-21,2.4852508320767226e-21,4.260429997845811e-22,1.4622688394156755e-68
12000.0,1.0,9.905449634873935e-35,6.822298161779055e-20,6.822298161779056e-12,9.905449634873935e-27,100000000.0,99999999.0,0.99999999,0.0,1e-08,6.822298161779056e-19,1000000.0,0.01,3.5e-10,0.0,0.05,0.01,0.01,3.5e-10,0.0,1e-05,1000.0,0.05,10000000.0,0.01,0.006,3.5e-10,0.0,100000000.0,1.0,0.0,1.0,0.01,0.01,2.387804356622669e-21,0.0,4.9527248174369676e-36,9.905449634873935e-37,3.4669073722058767e-36,9.905449634873935e-37,0.0,0.0,6.822298161779056e-22,3.411149080889528e-21,2.387804356622669e-21,4.0933788970674333e-22,9.811793246902417e-69
12040.0,1.0,8.113995743241317e-35,6.55479642642846e-20,6.55479642642846e-12,8.113995743241317e-27,100000000.0,99999999.0,0.99999999,0.0,1e-08,6.55479642642846e-19,1000000.0,0.01,3.5e-10,0.0,0.05,0.01,0.01,3.5e-10,0.0,1e-05,1000.0,0.05,10000000.0,0.01,0.006,3.5e-10,0.0,100000000.0,1.0,0.0,1.0,0.01,0.01,2.294178749249961e-21,0.0,4.056997871620659e-36,8.113995743241317e-37,2.8398985101344606e-36,8.113995743241317e-37,0.0,0.0,6.5547964264284595e-22,3.27739821321423e-21,2.294178749249961e-21,3.932877855857076e-22,6.583692692133821e-69
12080.0,1.0,6.646535932053739e-35,6.297783411552802e-20,6.297783411552802e-12,6.646535932053739e-27,100000000.0,99999999.0,0.99999999,0.0,1e-08,6.297783411552801e-19,1000000.0,0.01,3.5e-10,0.0,0.05,0.01,0.01,3.5e-10,0.0,1e-05,1000.0,0.05,10000000.0,0.01,0.006,3.5e-10,0.0,100000000.0,1.0,0.0,1.0,0.01,0.01,2.2042241940434804e-21,0.0,3.3232679660268696e-36,6.646535932053739e-37,2.3262875762188085e-36,6.646535932053739e-37,0.0,0.0,6.297783411552802e-22,3.148891705776401e-21,2.2042241940434804e-21,3.778670046931681e-22,4.417643989608147e-69
12120.0,1.0,5.444474127667487e-35,6.050847855307153e-20,6.050847855307153e-12,5.444474127667487e-27,100000000.0,99999999.0,0.99999999,0.0,1e-08,6.050847855307153e-19,1000000.0,0.01,3.5e-10,0.0,0.05,0.01,0.01,3.5e-10,0.0,1e-05,1000.0,0.05,10000000.0,0.01,0.006,3.5e-10,0.0,100000000.0,1.0,0.0,1.0,0.01,0.01,2.1177967493575033e-21,0.0,2.7222370638337438e-36,5.4444741276674876e-37,1.90556594468362e-36,5.4444741276674876e-37,0.0,0.0,6.050847855307153e-22,3.0254239276535766e-21,2.1177967493575033e-21,3.630508713184292e-22,2.9642298526840647e-69
12160.0,1.0,4.4598116718044066e-35,5.813594621388833e-20,5.813594621388833e-12,4.459811671804407e-27,100000000.0,99999999.0,0.99999999,0.0,1e-08,5.813594621388832e-19,1000000.0,0.01,3.5e-10,0.0,0.05,0.01,0.01,3.5e-10,0.0,1e-05,1000.0,0.05,10000000.0,0.01,0.006,3.5e-10,0.0,100000000.0,1.0,0.0,1.0,0.01,0.01,2.0347581174860913e-21,0.0,2.2299058359022035e-36,4.459811671804407e-37,1.560934085131542e-36,4.459811671804407e-37,0.0,0.0,5.813594621388833e-22,2.9067973106944164e-21,2.0347581174860913e-21,3.4881567728332996e-22,1.9889920147962817e-69
12200.0,1.0,3.6532307219327396e-35,5.585644066756247e-20,5.585644066756247e-12,3.65323072193274e-27,100000000.0,99999999.0,0.99999999,0.0,1e-08,5.585644066756247e-19,1000000.0,0.01,3.5e-10,0.0,0.05,0.01,0.01,3.5e-10,0.0,1e-05,1000.0,0.05,10000000.0,0.01,0.006,3.5e-10,0.0,100000000.0,1.0,0.0,1.0,0.01,0.01,1.9549754233646864e-21,0.0,1.82661536096637e-36,3.65323072193274e-37,1.2786307526764588e-36,3.65323072193274e-37,0.0,0.0,5.585644066756248e-22,2.792822033378124e-21,1.9549754233646864e-21,3.3513864400537484e-22,1.3346094707673205e-69
12240.0,1.0,2.992524279006937e-35,5.3666314341394366e-20,5.366631434139437e-12,2.992524279006937e-27,100000000.0,99999999.0,0.99999999,0.0,1e-08,5.366631434139437e-19,1000000.0,0.01,3.5e-10,0.0,0.05,0.01,0.01,3.5e-10,0.0,1e-05,1000.0,0.05,10000000.0,0.01,0.006,3.5e-10,0.0,100000000.0,1.0,0.0,1.0,0.01,0.01,1.8783210019488026e-21,0.0,1.4962621395034685e-36,2.992524279006937e-37,1.0473834976524278e-36,2.992524279006937e-37,0.0,0.0,5.366631434139437e-22,2.6833157170697183e-21,1.8783210019488026e-21,3.219978860483662e-22,8.955201560445988e-70
12280.0,1.0,2.4513101531425435e-35,5.156206268370224e-20,5.156206268370224e-12,2.4513101531425435e-27,100000000.0,99999999.0,0.99999999,0.0,1e-08,5.156206268370224e-19,1000000.0,0.01,3.5e-10,0.0,0.05,0.01,0.01,3.5e-10,0.0,1e-05,1000.0,0.05,10000000.0,0.01,0.006,3.5e-10,0.0,100000000.0,1.0,0.0,1.0,0.01,0.01,1.804672193929578e-21,0.0,1.2256550765712718e-36,2.4513101531425436e-37,8.579585535998902e-37,2.4513101531425436e-37,0.0,0.0,5.156206268370224e-22,2.578103134185112e-21,1.804672193929578e-21,3.0937237610221344e-22,6.00892146689972e-70
12320.0,1.0,2.0079775155220357e-35,4.954031855598008e-20,4.954031855598008e-12,2.0079775155220357e-27,100000000.0,99999999.0,0.99999999,0.0,1e-08,4.954031855598008e-19,1000000.0,0.01,3.5e-10,0.0,0.05,0.01,0.01,3.5e-10,0.0,1e-05,1000.0,0.05,10000000.0,0.01,0.006,3.5e-10,0.0,100000000.0,1.0,0.0,1.0,0.01,0.01,1.7339111494593026e-21,0.0,1.0039887577610179e-36,2.0079775155220356e-37,7.0279213043271246e-37,2.0079775155220356e-37,0.0,0.0,4.954031855598009e-22,2.477015927799004e-21,1.7339111494593026e-21,2.9724191133588047e-22,4.0319737028420475e-70
12360.0,1.0,1.6448239720596416e-35,4.759784684493862e-20,4.759784684493862e-12,1.6448239720596416e-27,100000000.0,99999999.0,0.99999999,0.0,1e-08,4.759784684493862e-19,1000000.0,0.01,3.5e-10,0.0,0.05,0.01,0.01,3.5e-10,0.0,1e-05,1000.0,0.05,10000000.0,0.01,0.006,3.5e-10,0.0,100000000.0,1.0,0.0,1.0,0.01,0.01,1.6659246395728515e-21,0.0,8.224119860298208e-37,1.6448239720596417e-37,5.756883902208745e-37,1.6448239720596417e-37,0.0,0.0,4.7597846844938625e-22,2.3798923422469313e-21,1.6659246395728515e-21,2.8558708106963173e-22,2.7054458990620568e-70
12400.0,1.0,1.3473487019393705e-35,4.573153928580775e-20,4.573153928580775e-12,1.3473487019393705e-27,100000000.0,99999999.0,0.99999999,0.0,1e-08,4.573153928580774e-19,1000000.0,0.01,3.5e-10,0.0,0.05,0.01,0.01,3.5e-10,0.0,1e-05,1000.0,0.05,10000000.0,0.01,0.006,3.5e-10,0.0,100000000.0,1.0,0.0,1.0,0.01,0.01,1.600603875003271e-21,0.0,6.736743509696852e-37,1.3473487019393706e-37,4.715720456787796e-37,1.3473487019393706e-37,0.0,0.0,4.573153928580775e-22,2.2865769642903876e-21,1.600603875003271e-21,2.743892357148465e-22,1.8153485246177067e-70
12440.0,1.0,1.1036734358537678e-35,4.3938409488616734e-20,4.393840948861674e-12,1.1036734358537678e-27,100000000.0,99999999.0,0.99999999,0.0,1e-08,4.393840948861674e-19,1000000.0,0.01,3.5e-10,0.0,0.05,0.01,0.01,3.5e-10,0.0,1e-05,1000.0,0.05,10000000.0,0.01,0.006,3.5e-10,0.0,100000000.0,1.0,0.0,1.0,0.01,0.01,1.5378443321015855e-21,0.0,5.5183671792688395e-37,1.1036734358537679e-37,3.862857025488187e-37,1.1036734358537679e-37,0.0,0.0,4.393840948861673e-22,2.196920474430837e-21,1.5378443321015855e-21,2.6363045693170043e-22,1.2180950530092609e-70
