A1,A1_2,A2,A2_2,A3,A3_2,CREB_n,DUSP_c,DUSP_n,DUSP_n_ERK_n,DUSP_n_pERK_n,DUSP_n_ppERK_n,DUSPmRNA,EGF,ERK_c,ERK_n,Elk1_n,F,FOSn,FOSn_2,FmRNA,Fn,HRG,Kin,Kin_2,MEK,PreDUSPmRNA,PreFOSmRNA,PreFmRNA,RSK_c,RsD,RsT,c_FOS_c,c_FOSmRNA,pCREB_n,pDUSP_c,pDUSP_n,pDUSP_n_ERK_n,pDUSP_n_pERK_n,pDUSP_n_ppERK_n,pERK_c,pERK_n,pElk1_n,pMEK,pRSK_c,pRSK_n,pc_FOS_c,ppERK_c,ppERK_n,Time
182.3524,0.0,25.220313346790164,0.16670665320984307,13.086550863436281,0.006069136563716409,999.9999999999984,8.514202551153211e-56,3.819882842405069e-58,5.322381236015337e-58,4.761497010288746e-64,7.339605789265803e-72,6.4893547887147274e-52,0.0,570.4111334048516,1624.8966327139915,1509.9999999999968,1.3859731065794109e-130,2.061918163888869e-62,1.1093554553780592e-74,5.970372157147429e-127,1.0710697779156217e-132,10.0,82.61090829052942,0.05483170947059908,637.2669058950314,2.0479218132164625e-46,1.609604894054995e-52,9.841207077223882e-122,352.9999999999864,246.61017643256628,0.7933235674336322,9.065056293635997e-62,1.2495468660890776e-56,1.8296868146944696e-12,1.2406236370772355e-70,5.393840277257041e-73,7.339055720481762e-73,6.467812174377953e-79,9.73304005288618e-87,0.00751271874271681,0.00017918342489929413,3.3910189524813153e-12,0.054294104968296605,1.3451731349286817e-11,5.005252963410633e-13,5.707552362012454e-74,2.7961781807969017e-08,3.8975303796670436e-10,2.5100000000000002
182.3524,0.0,25.219652289464808,0.16736771053519892,13.086526695139812,0.006093304860186954,999.9999999999984,9.672344189120717e-56,4.3528806737065074e-58,6.078661066562847e-58,5.515893343544071e-64,8.64735244342261e-72,7.341917243732883e-52,0.0,570.4110465709971,1624.896617819544,1509.9999999999966,1.6547931633288302e-130,2.4018764242886453e-62,1.324202507400123e-74,7.106168705088323e-127,1.2830764922135744e-132,10.0,82.61068990429361,0.05505009570639887,637.2664738316034,2.3083699578568597e-46,1.855914473978915e-52,1.1683231226400084e-121,352.99999999998613,246.6070218583565,0.7964781416434051,1.0520351596590333e-61,1.4453379442357e-56,1.889338610731075e-12,1.449058359460223e-70,6.309719241568947e-73,8.59622559713236e-73,7.664768573356373e-79,1.1702287455914437e-86,0.0076024136931892115,0.0001818503070577348,3.495067217594558e-12,0.054726168396286044,1.3785313242123113e-11,5.149581454022771e-13,6.80054818421663e-74,2.8633911008820586e-08,4.0043158623710916e-10,2.52
182.3524,0.0,25.218991256766333,0.16802874323367184,13.08650252693482,0.006117473065175415,999.9999999999983,1.0956022596904625e-55,4.944512658487535e-58,6.919004701558036e-58,6.35999592149357e-64,1.0120541764939037e-71,8.285059492147748e-52,0.0,570.4109590288439,1624.8966029005358,1509.9999999999966,1.9588099207361737e-130,2.78299154520814e-62,1.5672247178115927e-74,8.389576247744858e-127,1.5230681692604366e-132,10.0,82.61047151858949,0.05526848141051815,637.2660400674378,2.5959799188095224e-46,2.130978286866294e-52,1.3763345652907886e-121,352.99999999998573,246.60386734137344,0.7996326586264669,1.2149551275544908e-61,1.6642505294758484e-56,1.9506751327049636e-12,1.6831478648701028e-70,7.338672388412329e-73,1.000905914464606e-72,9.015756803722694e-79,1.3935168096582403e-86,0.00769281607047837,0.00018454541762518459,3.6018557027467567e-12,0.05515993256197363,1.4125755054419281e-11,5.297454218616099e-13,8.036370231936703e-74,2.9319424918980368e-08,4.113574619964775e-10,2.5300000000000002
182.3524,0.0,25.21833024869384,0.16868975130616518,13.086478358821315,0.006141641178682144,999.9999999999983,1.2374732172459096e-55,5.599248988612284e-58,7.849856907635153e-58,7.300958352501105e-64,1.1772805899688283e-71,9.325559058651178e-52,0.0,570.4108707756715,1624.8965879567918,1509.9999999999966,2.3009681915406093e-130,3.20857174052462e-62,1.840783221765633e-74,9.832905860855362e-127,1.7933949108266456e-132,10.0,82.61025313341707,0.0554868665829379,637.2656046026746,2.912764193173174e-46,2.4370664967022325e-52,1.610136914885876e-121,352.99999999998545,246.6007128817178,0.8027871182820869,1.3966543537791823e-61,1.9081204145358298e-56,2.013736207224163e-12,1.94497813464331e-70,8.489899584360632e-73,1.159023275791638e-72,1.0533574109626042e-78,1.645401257095568e-86,0.007783928595406862,0.0001872689304381587,3.7114441791318336e-12,0.055595397325087295,1.4473168754107011e-11,5.448942789930672e-13,9.42697320717059e-74,3.001853489897965e-08,4.2253532776646795e-10,2.54
182.3524,0.0,25.217669265246425,0.16935073475358217,13.08645419079929,0.006165809200707494,999.9999999999982,1.3938402254756756e-55,6.321765571506279e-58,8.877959976986381e-58,8.346272606343208e-64,1.3618434118190952e-71,1.0470502095813556e-51,0.0,570.4107818087596,1624.8965729881365,1509.9999999999964,2.6843558511875726e-130,3.68208229262652e-62,2.1473540066606808e-74,1.1449065775038178e-126,2.0965212118138093e-132,10.0,82.61003474877637,0.055705251223639216,637.2651674374545,3.260826427522638e-46,2.7765560040507494e-52,1.8718081122603638e-121,352.99999999998505,246.5975584794903,0.805941520509623,1.5985873635133095e-61,2.178869969118174e-56,2.078562381208795e-12,2.2367349818019993e-70,9.773040951990599e-73,1.3353029594410866e-72,1.2231637424466216e-78,1.9282244547708357e-86,0.007875753988115306,0.00019002101955237867,3.823893409025867e-12,0.05603256254531142,1.482766764415963e-11,5.604119794886051e-13,1.0984893071285205e-73,3.0731454747153514e-08,4.339699120704512e-10,2.5500000000000003
182.3524,0.0,25.217008306423182,0.17001169357682613,13.086430022868747,0.006189977131251813,999.9999999999982,1.5657406077723114e-55,7.116948277313852e-58,1.0010359882325971e-57,9.503776130453139e-64,1.5672386808089002e-71,1.1727289714251156e-51,0.0,570.4106921253886,1624.896557994395,1509.9999999999964,3.112206898225039e-130,4.2071488625351965e-62,2.4895303715082764e-74,1.3251574138663373e-126,2.435028410267516e-132,10.0,82.60981636466742,0.05592363533260306,637.2647285719174,3.642363281346321e-46,3.1519326819572467e-52,2.1635242123695356e-121,352.9999999999847,246.59440413479138,0.8090958652085204,1.822275767992545e-61,2.4785099568778276e-56,2.1451949293391598e-12,2.560706167352317e-70,1.1198186200139526e-72,1.5311352433202525e-72,1.412399660411977e-78,2.2444404272734062e-86,0.007968294968062341,0.00019280185924025573,3.939265155241488e-12,0.05647142808228676,1.5189366371711813e-11,5.763058964295393e-13,1.2723259489749554e-73,3.145840071579293e-08,4.456660099755541e-10,2.56
182.3524,0.0,25.216347372223204,0.17067262777680028,13.086405855029684,0.006214144970315453,999.9999999999981,1.754256972417205e-55,7.989897186056047e-58,1.1254412431855137e-57,1.0781658966165736e-63,1.7950309466621183e-71,1.3103644312794251e-51,0.0,570.4106017228402,1624.8965429753912,1509.9999999999961,3.5879045147000625e-130,4.787560800027069e-62,2.8700253863010987e-74,1.5254571780725625e-126,2.8116171373903856e-132,10.0,82.6095979810902,0.0561420189098105,637.2642880062041,4.059666290483961e-46,3.565793611851211e-52,2.48756143678529e-121,352.9999999999843,246.5912498477216,0.8122501522783133,2.0693096461126244e-61,2.8091413523985347e-56,2.2136758615038604e-12,2.9192835165828495e-70,1.2775883954163313e-72,1.7479736534002593e-72,1.622534766016741e-78,2.5966172073758688e-86,0.008061554254024668,0.0001956116239883761,4.057622190582361e-12,0.05691199379561058,1.5558380937179515e-11,5.925835142579658e-13,1.4655808276868655e-73,3.2199591527297355e-08,4.5762848363471185e-10,2.57
182.3524,0.0,25.2156864626456,0.17133353735440787,13.086381687282099,0.006238312717898769,999.9999999999981,1.9605181079740565e-55,8.945930834788197e-58,1.2617789424226421e-57,1.2188470864961698e-63,2.046854669309735e-71,1.4607615908654652e-51,0.0,570.410510598396,1624.8965279309498,1509.9999999999961,4.11498412655513e-130,5.427274453755507e-62,3.2916743513808547e-74,1.7472834973716285e-126,3.229109767554956e-132,10.0,82.60937959804477,0.056360401955242556,637.2638457404548,4.5151237305642036e-46,4.020849319448742e-52,2.8462982261924396e-121,352.99999999998397,246.5880956183813,0.8154043816186238,2.3413489260338742e-61,3.17295715816909e-56,2.2840479302479018e-12,3.314965035362968e-70,1.4517151086193943e-72,1.9873362496192374e-72,1.855104599312045e-78,2.987439186495203e-86,0.008155534564097029,0.00019845048849498489,4.179028307297608e-12,0.0573542595448367,1.5934828703379733e-11,6.092524297481734e-13,1.6796893840516906e-73,3.2955248390326956e-08,4.698622628287145e-10,2.58
182.3524,0.0,25.215025577689456,0.171994422310552,13.086357519625995,0.006262480374002108,999.9999999999978,2.1856998786823456e-55,9.990590464757473e-58,1.4108484803508062e-57,1.373312840471189e-63,2.324415618137288e-71,1.6247588467593263e-51,0.0,570.4104187493388,1624.8965128608943,1509.9999999999957,4.6971364640244964e-130,6.130416481372688e-62,3.757437256806169e-74,1.9921788196495464e-126,3.6904528683165745e-132,10.0,82.60916121553113,0.05657878446888024,637.2634017748102,5.0112224804421634e-46,4.519926010655086e-52,3.242217292884991e-121,352.9999999999836,246.58494144687074,0.8185585531291611,2.6401247667857074e-61,3.5722442215595816e-56,2.3563546382207857e-12,3.7503570264411336e-70,1.6433482045396897e-72,2.2508069117855073e-72,2.1117119625647258e-78,3.419709465153909e-86,0.008250238615692214,0.00020131862766746997,4.30354832653623e-12,0.05779822518947547,1.631882840465031e-11,6.263203529780567e-13,1.9161501626871196e-73,3.372559501595489e-08,4.823723455082536e-10,2.59
182.3524,0.0,25.21436471735387,0.1726552826461359,13.086333352061372,0.006286647938625823,999.9999999999977,2.431026119850894e-55,1.1129644268560841e-57,1.5734820814148942e-57,1.5424922105922222e-63,2.6294922712324135e-71,1.803228623408831e-51,0.0,570.4103261729517,1624.8964977650487,1509.9999999999957,5.3382106220307684e-130,6.901287159651767e-62,4.27040124172064e-74,2.2617516897164983e-126,4.1987196504264603e-132,10.0,82.6089428335493,0.05679716645070461,637.2629561094107,5.550549885637177e-46,5.0659678074673516e-52,3.677907673262602e-121,352.9999999999832,246.58178733329018,0.821712666709723,2.967440939871253e-61,4.009385051797795e-56,2.430640245624641e-12,4.228176205743393e-70,1.8536858188229384e-72,2.540036625480866e-72,2.3940282435800806e-78,3.896352203441333e-86,0.008345669125541102,0.00020421621661984745,4.431248107801589e-12,0.05824389058899395,1.6710500155969836e-11,6.437951083005367e-13,2.1765260565145215e-73,3.451085763381989e-08,4.951637983359745e-10,2.6
182.3524,0.0,25.21370388163794,0.17331611836206254,13.086309184588227,0.0063108154117702655,999.9999999999977,2.697769533251284e-55,1.2369091637302379e-57,1.75054541559426e-57,1.7273523547977563e-63,2.963937214632216e-71,1.9970780061502448e-51,0.0,570.4102328665191,1624.8964826432366,1509.9999999999955,6.042217120581092e-130,7.744363694608579e-62,4.833783053720619e-74,2.557678025593992e-126,4.757112417844483e-132,10.0,82.60872445209932,0.05701554790069666,637.2625087443969,6.135795621770272e-46,5.6620389838769206e-52,4.156066780326769e-121,352.9999999999828,246.5786332777397,0.8248667222601942,3.325175210871793e-61,4.486859636945362e-56,2.5069497776623e-12,4.751251818671598e-70,2.0839757108697284e-72,2.856744767963707e-72,2.7037947390244415e-78,4.4204149714746926e-86,0.00844182880969262,0.00020714343067024482,4.562194558405805e-12,0.058691255602815795,1.7109965462077368e-11,6.61684635314969e-13,2.4624455512321996e-73,3.5311265008278344e-08,5.082417572285199e-10,2.61
182.3524,0.0,25.21304307054077,0.17397692945923512,13.086285017206562,0.006334982793435786,999.9999999999976,2.98725258251144e-55,1.3715167407751353e-57,1.942938213899235e-57,1.9288992485386836e-63,3.3296785415708495e-71,2.2072493742251154e-51,0.0,570.410138827325,1624.8964674952815,1509.9999999999955,6.813330965163809e-130,8.664303531623884e-62,5.450931508223328e-74,2.8817023948021833e-126,5.3689650177522805e-132,10.0,82.60850607118118,0.05723392881883746,637.2620596799094,6.7697535580019675e-46,6.311326201772232e-52,4.679502456177319e-121,352.9999999999824,246.57547928031934,0.8280207196805479,3.715280721051418e-61,5.007247260874212e-56,2.5853290319854366e-12,5.322527756401934e-70,2.335516196861357e-72,3.2027203940723357e-72,3.0428239777479603e-78,4.995071099860451e-86,0.008538720383513798,0.0002101004453383863,4.696455642924238e-12,0.0591403200903215,1.7517347226592375e-11,6.799969898385663e-13,2.7756039697888433e-73,3.612704845455692e-08,5.216114278985831e-10,2.62
182.3524,0.0,25.212382284061448,0.1746377159385566,13.086260849916375,0.006359150083622736,999.9999999999976,3.3008483885090304e-55,1.517434610949944e-57,2.1515948838675158e-57,2.1481783964026798e-63,3.728721251726865e-71,2.4347210337969775e-51,0.0,570.4100440526555,1624.8964523210066,1509.9999999999952,7.655894707144596e-130,9.665947665564998e-62,6.125329947834587e-74,3.235639290647006e-126,6.037745290565999e-132,10.0,82.60828769079491,0.057452309205108,637.2616089160889,7.455323620469693e-46,7.017140746841145e-52,5.251135024508579e-121,352.9999999999819,246.57232534112907,0.8311746588708439,4.1397873689614444e-61,5.573228320242687e-56,2.6658245861426393e-12,5.945064672183113e-70,2.609657082785515e-72,3.579823522128069e-72,3.41300104410717e-78,5.623622030155319e-86,0.008636346561689734,0.00021308743634307624,4.834100392649887e-12,0.05959108391084828,1.793276976113442e-11,6.987403448778062e-13,3.117764716856772e-73,3.695844185490466e-08,5.352780863969513e-10,2.63
182.3524,0.0,25.211721522199078,0.1752984778009301,13.086236682717667,0.006383317282331468,999.9999999999975,3.63998162476507e-55,1.6753346212118885e-57,2.3774851250606894e-57,2.3862755437387203e-63,4.163148650470806e-71,2.680507850968199e-51,0.0,570.4099485397959,1624.8964371202346,1509.9999999999952,8.57442150416316e-130,1.0754323950908109e-61,6.86059870171698e-74,3.62137440850752e-126,6.767057519949447e-132,10.0,82.60806931094052,0.05767068905948933,637.261156453076,8.195513655725637e-46,7.782920764473756e-52,5.873999343105893e-121,352.99999999998147,246.56917146026868,0.8343285397312302,4.6008031920450905e-61,6.1875861414720195e-56,2.74848380502755e-12,6.622042097634936e-70,2.907800597462137e-72,3.9899864198385713e-72,3.8162849012877794e-78,6.3094996653276456e-86,0.008734710058223637,0.00021610457959968455,4.975198915047874e-12,0.06004354692369025,1.8356358794443136e-11,7.179229915998533e-13,3.490760523305399e-73,3.7805681674745574e-08,5.492470796545588e-10,2.64
182.3524,0.0,25.21106078495275,0.17595921504725845,13.086212515610436,0.006407484389562332,999.9999999999974,4.006129412837307e-55,1.8459134372319654e-57,2.621614544560609e-57,2.644317388281454e-63,4.635123748112546e-71,2.9456618847966766e-51,0.0,570.4098522860334,1624.8964218927883,1509.999999999995,9.57359818052935e-130,1.193465041185985e-61,7.660497544957549e-74,4.04086592212302e-126,7.560644882826804e-132,10.0,82.60785093161806,0.05788906838196247,637.2607022910116,8.993441294174128e-46,8.612233495664737e-52,6.5512468563417525e-121,352.99999999998107,246.56601763783797,0.8374823621619415,5.100515748241871e-61,6.853208797722429e-56,2.833354848326937e-12,7.356760559046454e-70,3.231402325569078e-72,4.4352148902009335e-72,4.254709714627221e-78,7.056268720218395e-86,0.008833813586436803,0.0002191520512176298,5.119822403209841e-12,0.06049770898809834,1.8788241481497883e-11,7.375533403039673e-13,3.896494690674462e-73,3.8669006978830767e-08,5.635238260245304e-10,2.65
182.3524,0.0,25.210400072321562,0.17661992767844473,13.086188348594682,0.0064316514053156795,999.9999999999974,4.400822217713829e-55,2.0298929681107675e-57,2.88502527246593e-57,2.923472291775728e-63,5.146890659148903e-71,3.231273020312693e-51,0.0,570.4097552886552,1624.8964066384906,1509.999999999995,1.0658288287619877e-129,1.3212338552479656e-61,8.528928157935983e-74,4.4961457598804e-126,8.422391899395802e-132,10.0,82.60763255282751,0.058107447172508465,637.2602464300363,9.852335813509516e-46,9.508777512916185e-52,7.286147647672354e-121,352.9999999999806,246.5628638739366,0.8406361260633001,5.6411934975922984e-61,7.573090925869617e-56,2.920486677968835e-12,8.152643693674561e-70,3.5819721406679773e-72,4.917589557405031e-72,4.730386174937465e-78,7.867629072002578e-86,0.008933659858968655,0.0002222300274978649,5.2680431453084356e-12,0.06095356996328053,1.9228546412637755e-11,7.576399213929256e-13,4.3369423356475003e-73,3.954865944739105e-08,5.781138158242345e-10,2.66
182.3524,0.0,25.209739384304616,0.17728061569539175,13.086164181670405,0.006455818329591861,999.9999999999973,4.825644743206444e-55,2.2280207910941883e-57,3.168796577388474e-57,3.2249509916009463e-63,5.70077600151094e-71,3.538469601535599e-51,0.0,570.4096575449494,1624.8963913571638,1509.9999999999948,1.1833535164274386e-129,1.459299666680131e-61,9.469936585692279e-74,4.989320881101242e-126,9.356326883140396e-132,10.0,82.6074141745689,0.05832582543110832,637.2597888702913,1.0775540002153523e-45,1.0476384956139913e-51,8.0820924921337e-121,352.99999999998016,246.5597101686642,0.8437898313357153,6.22518718384225e-61,8.350335543480839e-56,3.009929065570617e-12,9.013240366042112e-70,3.961075138229911e-72,5.43926715273658e-72,5.245502821827544e-78,8.747418110650177e-86,0.00903425158777672,0.00022533868493036007,5.4199345340517034e-12,0.0614111297084017,1.9677403622681203e-11,7.781913863444303e-13,4.814151634525067e-73,4.044488339228898e-08,5.930226118773267e-10,2.67
182.3524,0.0,25.209078720901005,0.17794127909900245,13.086140014837605,0.00647998516239123,999.9999999999973,5.430782965834022e-55,2.5139838639353408e-57,3.5821427099049985e-57,3.715029242455752e-63,6.727439295023088e-71,3.968331237536208e-51,0.0,570.4095590522046,1624.8963760486176,1509.9999999999948,1.421799075508152e-129,1.6867175570492624e-61,1.1392321988471989e-73,5.980281780342486e-126,1.1271335424887806e-131,10.0,82.60719579684228,0.05854420315774309,637.2593296119172,1.2044695971794987e-45,1.198750552600088e-51,9.667190120478279e-121,352.99999999997976,246.5565565221201,0.8469434778797618,7.16997899816427e-61,9.586513797849551e-56,3.10180813965654e-12,1.0518041920666392e-69,4.630189329769417e-72,6.365897394255665e-72,6.266243904354371e-78,1.0753549216566988e-85,0.009135591483988624,0.00022847821239510536,5.5756472712269106e-12,0.0618703880825458,2.0134975699262506e-11,7.992232725889792e-13,5.779681656532381e-73,4.1357978280741525e-08,6.082588699979389e-10,2.68
182.3524,0.0,25.208418082109826,0.17860191789017968,13.086115848096284,0.006504151903714136,999.999999999997,6.1204299186147256e-55,2.840723491553698e-57,4.055266116159175e-57,4.286687439833159e-63,7.948281937481306e-71,4.4564846563454613e-51,0.0,570.4094598077105,1624.8963607126823,1509.9999999999945,1.7086235854776847e-129,1.952579720204847e-61,1.37066603091087e-73,7.170859066845098e-126,1.3577905813894634e-131,10.0,82.60697741964762,0.058762580352393796,637.2588686550549,1.3480784516937658e-45,1.3738742769779705e-51,1.1569468456855077e-120,352.99999999997925,246.55340293440392,0.8500970655959712,8.271297078289452e-61,1.1023476416962322e-55,3.196125730712019e-12,1.2292900020157444e-69,5.420428062458102e-72,7.461254063542636e-72,7.490451717403365e-78,1.319835840843614e-85,0.009237682258295314,0.00023164877874240586,5.735206973981863e-12,0.06233134494481687,2.0601375180589655e-11,8.20740036969989e-13,6.94072887865135e-73,4.228815927137089e-08,6.23826317416387e-10,2.69
182.3524,0.0,25.20775746793018,0.17926253206982629,13.086091681446435,0.006528318553560932,999.9999999999969,6.88490161207422e-55,3.203453104419161e-57,4.581038611306143e-57,4.928562440614426e-63,9.332914942565673e-71,4.9964849942952716e-51,0.0,570.409359808757,1624.8963453491808,1509.9999999999945,2.0358147266966276e-129,2.251466163176056e-61,1.6347798495691432e-73,8.528152908763902e-126,1.6210857432136894e-131,10.0,82.60675904298498,0.058980957015041476,637.2584059998455,1.506608235409442e-45,1.56982738567298e-51,1.3736905032331213e-120,352.99999999997874,246.55024940561486,0.8532505943850083,9.507491324151843e-61,1.2633992308786812e-55,3.2929282681950064e-12,1.429741906818504e-69,6.31352094765236e-72,8.699750036236782e-72,8.884838681508847e-78,1.6004965650116406e-85,0.009340526620620132,0.0002348505600746261,5.898684538987377e-12,0.06279400015425408,2.107673409526485e-11,8.427501792554991e-13,8.264965349655812e-73,4.323567462521588e-08,6.397305052177732e-10,2.7
182.3524,0.0,25.20709687836116,0.17992312163884494,13.086067514888065,0.0065524851119319666,999.9999999999968,7.730063800747348e-55,3.605017649764096e-57,5.163645104980527e-57,5.646546512921411e-63,1.089569964751129e-70,5.592348250797402e-51,0.0,570.4092590526349,1624.8963299579343,1509.999999999994,2.406991334759608e-129,2.5861619994910774e-61,1.9345079373720572e-73,1.0067078041436606e-125,1.9199515853874258e-131,10.0,82.60654066685434,0.05919933314566714,637.2579416464298,1.6811999056003864e-45,1.7883276577294433e-51,1.619317454258564e-120,352.9999999999783,246.54709593585227,0.8564040641476314,1.0889855878323043e-60,1.4432490904201918e-55,3.3922708991115815e-12,1.6551389102979238e-69,7.318357094255424e-72,1.0093780165525648e-71,1.0464582361218033e-77,1.9206553151057576e-85,0.009444127280189094,0.00023808373394579397,6.0661599516773176e-12,0.0632583535698498,2.1561189196196035e-11,8.652630295840711e-13,9.767013039362027e-73,4.420078077558755e-08,6.559773741123965e-10,2.71
182.3524,0.0,25.20643631340187,0.18058368659813853,13.08604334842117,0.006576651578827594,999.9999999999968,8.662066165532667e-55,4.048400410268513e-57,5.807474608853776e-57,6.446828048127563e-63,1.2651736156875005e-70,6.248283526028753e-51,0.0,570.4091575366356,1624.8963145387643,1509.9999999999939,2.825960560513924e-129,2.959592651414547e-61,2.272937390240526e-73,1.1803324541797373e-125,2.2574734327726713e-131,10.0,82.60632229125575,0.05941770874425185,637.2574755949493,1.873048877757833e-45,2.0311783733312787e-51,1.8963181195046407e-120,352.9999999999778,246.5439425252152,0.8595574747846868,1.2430251718561534e-60,1.6434123049508697e-55,3.494209731923458e-12,1.9075608963972174e-69,8.444279466645344e-72,1.1656372815032407e-71,1.2245648129638496e-77,2.2838050256754137e-85,0.00954848694554618,0.0002413484781048794,6.2377144648124644e-12,0.06372440505055363,2.2054878773519292e-11,8.882880542810223e-13,1.1462254589692185e-72,4.51837369477974e-08,6.725729446056201e-10,2.72
182.3524,0.0,25.2057757730514,0.1812442269486097,13.086019182045748,0.006600817954248164,999.9999999999967,9.687348637581014e-55,4.5367260933312055e-57,6.517124802453808e-57,7.335898303071485e-63,1.461688039178629e-70,6.968697305155311e-51,0.0,570.4090552580512,1624.896299091491,1509.9999999999939,3.296722245021014e-129,3.3748270487356614e-61,2.6533116692116228e-73,1.375337583119388e-125,2.6368929288599873e-131,10.0,82.60610391618924,0.0596360838107766,637.2570078455444,2.083406228534233e-45,2.300270249419844e-51,2.2073087241116453e-120,352.99999999997726,246.54078917380278,0.8627108261971069,1.4141119552576213e-60,1.8654777381065945e-55,3.598801846756587e-12,2.189190945078144e-69,9.701095313949895e-72,1.3401204425439686e-71,1.4244807445204742e-77,2.693617431442604e-85,0.009653608324553276,0.0002446449704937237,6.413430610719375e-12,0.06419215445527239,2.255794266485499e-11,9.118348570770158e-13,1.3366850983434055e-72,4.618480517722834e-08,6.895233176502741e-10,2.73
182.3524,0.0,25.205115257308844,0.1819047426911612,13.085995015761803,0.006624984238194028,999.9999999999966,1.08126477221845e-54,5.073263920341219e-57,7.297406598985116e-57,8.320558142271079e-63,1.6807761139199393e-70,7.758197742556567e-51,0.0,570.4089522141747,1624.8962836159358,1509.9999999999936,3.8234732945182296e-129,3.835080827556482e-61,3.079034152184029e-73,1.5934526678205852e-125,3.0616115869612535e-131,10.0,82.6058855416548,0.05985445834522246,637.2565383983568,2.3135798986872267e-45,2.5975833753119632e-51,2.5550341508401234e-120,352.99999999997675,246.53763588171398,0.8658641182859111,1.60354927127911e-60,2.1111096699926862e-55,3.70610530560984e-12,2.50231764821955e-69,1.1099086599322264e-71,1.5342614081114249e-71,1.6479656128446216e-77,3.153947153870166e-85,0.009759494124390223,0.00024797338924497053,6.593392213529378e-12,0.06466160164287026,2.307052226556428e-11,9.359131803266635e-13,1.5497759213002022e-72,4.7204250327406164e-08,7.068346752990716e-10,2.74
182.3524,0.0,25.20445476617331,0.1825652338266956,13.085970849569332,0.006649150430665536,999.9999999999965,1.2045002822664969e-54,5.661430715949e-57,8.153348711148418e-57,9.407924780137074e-63,1.9241797101144236e-70,8.62159894604939e-51,0.0,570.4088484022996,1624.896268111919,1509.9999999999934,4.4106120553802634e-129,4.343719529080018e-61,3.553671685663293e-73,1.8364901201462124e-125,3.535194341402164e-131,10.0,82.60566716765244,0.06007283234757043,637.2560672535275,2.5649358960234692e-45,2.9251891483177723e-51,2.9423707932934056e-120,352.99999999997624,246.53448264904767,0.8690173509522047,1.8127010051108816e-60,2.3820494346474466e-55,3.816179162563619e-12,2.8493374255156873e-69,1.264902042921593e-71,1.7495618076730852e-71,1.8968632638753777e-77,3.6688357877297926e-85,0.009866147051554773,0.0002513339126799957,6.777684401417439e-12,0.06513274647216864,2.3592760539005198e-11,9.605329062271156e-13,1.7872749949196456e-72,4.824234010807044e-08,7.245132813570116e-10,2.75
182.3524,0.0,25.20379429964389,0.1832257003561156,13.085946683468334,0.006673316531663042,999.9999999999962,1.3391762564263166e-54,6.304793997337903e-57,9.090202216960796e-57,1.0605438523187184e-62,2.193721394397851e-70,9.563925261112505e-51,0.0,570.4087438197197,1624.896252579261,1509.9999999999932,5.062742689080945e-129,4.9042617983985905e-61,4.0809581365073224e-73,2.1063470872459092e-125,4.061373098715023e-131,10.0,82.60544879418221,0.06029120581780158,637.2555944111978,2.8388994983426154e-45,3.2852522093587516e-51,3.372329409140412e-120,352.99999999997567,246.5313294759027,0.8721705240971801,2.0429928833675388e-60,2.680117057505853e-55,3.929083473988529e-12,3.232756840374769e-69,1.4362159482660428e-71,1.9875924483897104e-71,2.1731036351147886e-77,4.2425159876703854e-85,0.009973569811862643,0.00025472671930683815,6.966393618841144e-12,0.06560558880194652,2.412480202678922e-11,9.85704058036665e-13,2.0510425209964896e-72,4.929934509324603e-08,7.425654820337955e-10,2.7600000000000002
182.3524,0.0,25.203133857719685,0.18388614228032377,13.085922517458808,0.006697482541186895,999.9999999999961,1.4860591118027057e-54,7.007075063495284e-57,1.0113445125575282e-56,1.192086951225959e-62,2.491306134763852e-70,1.0590415555110336e-50,0.0,570.4086384637302,1624.8962370177824,1509.9999999999932,5.784679547154657e-129,5.520382583281852e-61,4.664797943671588e-73,2.40500725183778e-125,4.644050288831209e-131,10.0,82.60523042124412,0.060509578755896895,637.2551198715088,3.136956456381137e-45,3.6800323785855475e-51,3.848057973338167e-120,352.99999999997516,246.52817636237776,0.8753236376221155,2.295913763564359e-60,3.0072128928630785e-55,4.0448793087539955e-12,3.655194915817282e-69,1.625027244053615e-71,2.2499947717777068e-71,2.478704583304488e-77,4.879415554786041e-85,0.010081765110447472,0.00025815198781812914,7.159607638779567e-12,0.06608012849094012,2.4666792859037354e-11,1.0114368012933342e-12,2.3430236029161344e-72,5.037553873931397e-08,7.609977065962295e-10,2.77
182.3524,0.0,25.202473440399785,0.1845465596002227,13.08589835154076,0.006721648459237448,999.999999999996,1.6459474524701079e-54,7.772152084484063e-57,1.1228786943101077e-56,1.3362324464727193e-62,2.8189230054891527e-70,1.1706527501517521e-50,0.0,570.4085323316267,1624.8962214273029,1509.999999999993,6.581451546158157e-129,6.1959163329652145e-61,5.309269669954674e-73,2.734542632490255e-125,5.287302416273994e-131,10.0,82.60501204883818,0.06072795116183745,637.2546436346018,3.460654196756317e-45,4.1118865909960433e-51,4.372844531354615e-120,352.9999999999746,246.52502330857152,0.878476691428376,2.573016923593789e-60,3.365319261338196e-55,4.1636287584369395e-12,4.119385450374553e-69,1.8325644414850244e-71,2.538482310371635e-71,2.815773712102533e-77,5.584161523184417e-85,0.010190735651760851,0.0002616098970890241,7.357415574972263e-12,0.06655636539784335,2.5218880764636676e-11,1.0377414450334826e-12,2.665250012530757e-72,5.147119740308302e-08,7.798164680206418e-10,2.7800000000000002
