data_generator_INA,data_generator_T
-3.3782032e-06,1.54
-3.3777483e-06,1.5599999
-3.3772935e-06,1.58
-3.3768383e-06,1.6
-3.3763833e-06,1.62
-3.3759284e-06,1.64
-3.3754732e-06,1.66
-3.3750182e-06,1.6799999
-3.374563e-06,1.7
-3.374108e-06,1.72
-3.373653e-06,1.74
-3.3731981e-06,1.76
-3.3727433e-06,1.78
-3.3722886e-06,1.8
-3.3718336e-06,1.8200001
-3.3713791e-06,1.84
-3.3709243e-06,1.86
-3.3704698e-06,1.88
-3.3700153e-06,1.9
-3.3695608e-06,1.92
-3.3691065e-06,1.9400001
-3.3686522e-06,1.96
-3.3681979e-06,1.98
-3.3677438e-06,2.0
-3.3672895e-06,2.02
-3.3668357e-06,2.04
-3.3663816e-06,2.0599999
-3.3659278e-06,2.0799999
-3.365474e-06,2.0999999
-3.3650203e-06,2.1199999
-3.3645665e-06,2.1400001
-3.3641129e-06,2.1600001
-3.3636595e-06,2.1800001
-3.3632061e-06,2.2
-3.3627528e-06,2.22
-3.3622994e-06,2.24
-3.3618462e-06,2.26
-3.3613931e-06,2.28
-3.3609399e-06,2.3
-3.360487e-06,2.3199999
-3.360034e-06,2.3399999
-3.3595811e-06,2.3599999
-3.3591282e-06,2.3800001
-3.3586755e-06,2.4000001
-3.358223e-06,2.4200001
-3.3577703e-06,2.4400001
-3.3573178e-06,2.46
-3.3568654e-06,2.48
-3.3564131e-06,2.5
-3.3559609e-06,2.52
-3.3555086e-06,2.54
-3.3550564e-06,2.5599999
-3.3546044e-06,2.5799999
-3.3541523e-06,2.5999999
-3.3537003e-06,2.6199999
-3.3532485e-06,2.6400001
-3.3527967e-06,2.6600001
-3.3523452e-06,2.6800001
-3.3518934e-06,2.7
-3.3514418e-06,2.72
-3.3509905e-06,2.74
-3.3505389e-06,2.76
-3.3500876e-06,2.78
-3.3496365e-06,2.8
-3.3491851e-06,2.8199999
-3.348734e-06,2.8399999
-3.3482831e-06,2.8599999
-3.347832e-06,2.8800001
-3.3473812e-06,2.9000001
-3.3469303e-06,2.9200001
-3.3464796e-06,2.9400001
-3.346029e-06,2.96
-3.3455783e-06,2.98
-3.3451277e-06,3.0
-3.3446772e-06,3.02
-3.3442268e-06,3.04
-3.3437766e-06,3.0599999
-3.3433262e-06,3.0799999
-3.342876e-06,3.0999999
-3.342426e-06,3.1199999
-3.341976e-06,3.1400001
-3.3415261e-06,3.1600001
-3.3410761e-06,3.1800001
-3.3406263e-06,3.2
-3.3401766e-06,3.22
-3.3397268e-06,3.24
-3.3392773e-06,3.26
-3.3388278e-06,3.28
-3.3383783e-06,3.3
-3.3379288e-06,3.3199999
-3.3374795e-06,3.3399999
-3.3370302e-06,3.3599999
-3.3365811e-06,3.3800001
-3.3361321e-06,3.4000001
-3.335683e-06,3.4200001
-3.3352342e-06,3.4400001
-3.3347851e-06,3.46
-3.3343363e-06,3.48
-3.3338877e-06,3.5
-3.3334391e-06,3.52
-3.3329904e-06,3.54
-3.3325418e-06,3.5599999
-3.3320935e-06,3.5799999
-3.3316451e-06,3.5999999
-3.3311967e-06,3.6199999
-3.3307485e-06,3.6400001
-3.3303004e-06,3.6600001
-3.3298522e-06,3.6800001
-3.3294043e-06,3.7
-3.3289564e-06,3.72
-3.3285085e-06,3.74
-3.3280605e-06,3.76
-3.3276128e-06,3.78
-3.3271651e-06,3.8
-3.3267177e-06,3.8199999
-3.3262702e-06,3.8399999
-3.3258227e-06,3.8599999
-3.3253752e-06,3.8800001
-3.324928e-06,3.9000001
-3.3244808e-06,3.9200001
-3.3240337e-06,3.9400001
-3.3235865e-06,3.96
-3.3231395e-06,3.98
-3.3226927e-06,4.0
-3.3222457e-06,4.02
-3.3217989e-06,4.04
-3.3213523e-06,4.0599999
-3.3209055e-06,4.0799999
-3.320459e-06,4.0999999
-3.3200124e-06,4.1199999
-3.3195661e-06,4.1399999
-3.3191197e-06,4.1599998
-3.3186734e-06,4.1799998
-3.3182271e-06,4.1999998
-3.317781e-06,4.2199998
-3.3173349e-06,4.2399998
-3.316889e-06,4.2600002
-3.3164431e-06,4.2800002
-3.3159972e-06,4.3000002
-3.3155513e-06,4.3200002
-3.3151057e-06,4.3400002
-3.31466e-06,4.3600001
-3.3142144e-06,4.3800001
-3.313769e-06,4.4000001
-3.3133235e-06,4.4200001
-3.3128781e-06,4.4400001
-3.3124329e-06,4.46
-3.3119877e-06,4.48
-3.3115425e-06,4.5
-3.3110973e-06,4.52
-3.3106523e-06,4.54
-3.3102074e-06,4.5599999
-3.3097626e-06,4.5799999
-3.3093179e-06,4.5999999
-3.3088731e-06,4.6199999
-3.3084284e-06,4.6399999
-3.3079839e-06,4.6599998
-3.3075394e-06,4.6799998
-3.3070949e-06,4.6999998
-3.3066506e-06,4.7199998
-3.3062063e-06,4.7399998
-3.305762e-06,4.7600002
-3.3053179e-06,4.7800002
-3.3048739e-06,4.8000002
-3.3044298e-06,4.8200002
-3.303986e-06,4.8400002
-3.3035421e-06,4.8600001
-3.3030983e-06,4.8800001
-3.3026545e-06,4.9000001
-3.3022109e-06,4.9200001
-3.3017673e-06,4.9400001
-3.3013239e-06,4.96
-3.3008805e-06,4.98
-3.3004371e-06,5.0
-0.0011567872,5.02
-0.01525456,5.04
-0.043256167,5.0599999
-0.07500165,5.0799999
-0.10184992,5.0999999
-0.11947993,5.1199999
-0.12715369,5.1399999
-0.12624502,5.1599998
-0.11900154,5.1799998
-0.10774991,5.1999998
-0.09448465,5.2199998
-0.080718346,5.2399998
-0.067482449,5.2600002
-0.055400118,5.2800002
-0.044782251,5.3000002
-0.035720393,5.3200002
-0.028164735,5.3400002
-0.021983881,5.3600001
-0.017007425,5.3800001
-0.013054289,5.4000001
-0.0099501386,5.4200001
-0.0075369626,5.4400001
-0.0056773433,5.46
-0.0042553479,5.48
-0.0031754344,5.5
-0.0023603244,5.52
-0.0017484626,5.54
-0.0012914405,5.5599999
-0.00095160166,5.5799999
-0.00069992611,5.5999999
-0.00051423092,5.6199999
-0.00037768012,5.6399999
-0.00027757656,5.6599998
-0.00020439812,5.6799998
-0.00015103977,5.6999998
-0.00011222391,5.7199998
-8.4046515e-05,5.7399998
-6.3630301e-05,5.7600002
-4.8861926e-05,5.7800002
-3.8193961e-05,5.8000002
-3.0496543e-05,5.8200002
-2.4946878e-05,5.8400002
-2.0947207e-05,5.8600001
-1.806424e-05,5.8800001
-1.5984533e-05,5.9000001
-1.4481782e-05,5.9200001
-1.3392883e-05,5.9400001
-1.2600473e-05,5.96
-1.2020235e-05,5.98
-1.1591677e-05,6.0
-1.1271462e-05,6.02
-1.1028575e-05,6.04
-1.0840849e-05,6.0599999
-1.0692463e-05,6.0799999
-1.0572126e-05,6.0999999
-1.0471795e-05,6.1199999
-1.0385746e-05,6.1399999
-1.0309905e-05,6.1599998
-1.0241376e-05,6.1799998
-1.0178104e-05,6.1999998
-1.011863e-05,6.2199998
-1.0061916e-05,6.2399998
-1.000723e-05,6.2600002
-9.9540503e-06,6.2800002
-9.9020072e-06,6.3000002
-9.8508417e-06,6.3200002
-9.8003666e-06,6.3400002
-9.7504526e-06,6.3600001
-9.7010043e-06,6.3800001
-9.651957e-06,6.4000001
-9.6032636e-06,6.4200001
-9.5548903e-06,6.4400001
-9.5068135e-06,6.46
-9.4590159e-06,6.48
-9.4114839e-06,6.5
-9.3642093e-06,6.52
-9.3171857e-06,6.54
-9.2704067e-06,6.5599999
-9.2238697e-06,6.5799999
-9.1775701e-06,6.5999999
-9.131506e-06,6.6199999
-9.0856756e-06,6.6399999
-9.0400772e-06,6.6599998
-8.994708e-06,6.6799998
-8.9495679e-06,6.6999998
-8.9046544e-06,6.7199998
-8.8599663e-06,6.7399998
-8.8155039e-06,6.7600002
-8.7712642e-06,6.7800002
-8.7272465e-06,6.8000002
-8.6834498e-06,6.8200002
-8.6398732e-06,6.8400002
-8.5965148e-06,6.8600001
-8.5533748e-06,6.8800001
-8.5104512e-06,6.9000001
-8.4677422e-06,6.9200001
-8.4252488e-06,6.9400001
-8.3829673e-06,6.96
-8.3408986e-06,6.98
-8.2990418e-06,7.0
-8.2573943e-06,7.02
-8.2159559e-06,7.04
-8.1747248e-06,7.0599999
-8.1337012e-06,7.0799999
-8.0928839e-06,7.0999999
-8.0522705e-06,7.1199999
-8.0118616e-06,7.1399999
-7.9716556e-06,7.1599998
-7.9316505e-06,7.1799998
-7.8918474e-06,7.1999998
-7.8522435e-06,7.2199998
-7.8128378e-06,7.2399998
-7.7736304e-06,7.2600002
-7.7346194e-06,7.2800002
-7.6958049e-06,7.3000002
-7.6571841e-06,7.3200002
-7.618758e-06,7.3400002
-7.5805242e-06,7.3600001
-7.5424828e-06,7.3800001
-7.5046319e-06,7.4000001
-7.4669711e-06,7.4200001
-7.429499e-06,7.4400001
-7.3922151e-06,7.46
-7.3551187e-06,7.48
-7.3182082e-06,7.5
-7.2814828e-06,7.52
-7.244942e-06,7.54
-7.2085841e-06,7.5599999
-7.1724089e-06,7.5799999
-7.1364152e-06,7.5999999
-7.1006025e-06,7.6199999
-7.0649689e-06,7.6399999
-7.0295146e-06,7.6599998
-6.994238e-06,7.6799998
-6.9591388e-06,7.6999998
-6.9242151e-06,7.7199998
-6.8894669e-06,7.7399998
-6.8548934e-06,7.7600002
-6.8204931e-06,7.7800002
-6.7862657e-06,7.8000002
-6.7522096e-06,7.8200002
-6.7183246e-06,7.8400002
-6.6846101e-06,7.8600001
-6.6510643e-06,7.8800001
-6.6176867e-06,7.9000001
-6.584477e-06,7.9200001
-6.5514337e-06,7.9400001
-6.5185563e-06,7.96
-6.4858441e-06,7.98
-6.453296e-06,8.0
-6.4209112e-06,8.0200005
-6.3886887e-06,8.04
-6.3566281e-06,8.0600004
-6.3247285e-06,8.0799999
-6.2929885e-06,8.1000004
-6.2614081e-06,8.1199999
-6.2299864e-06,8.1400003
-6.1987221e-06,8.1599998
-6.1676146e-06,8.1800003
-6.1366636e-06,8.1999998
-6.1058677e-06,8.2200003
-6.0752263e-06,8.2399998
-6.0447387e-06,8.2600002
-6.0144039e-06,8.2799997
-5.9842218e-06,8.3000002
-5.9541908e-06,8.3199997
-5.9243107e-06,8.3400002
-5.8945802e-06,8.3599997
-5.8649994e-06,8.3800001
-5.8355668e-06,8.3999996
-5.8062819e-06,8.4200001
-5.777144e-06,8.4399996
-5.748152e-06,8.46
-5.719306e-06,8.4799995
-5.6906047e-06,8.5
-5.662047e-06,8.5200005
-5.633633e-06,8.54
-5.6053614e-06,8.5600004
-5.5772316e-06,8.5799999
-5.5492433e-06,8.6000004
-5.5213955e-06,8.6199999
-5.4936872e-06,8.6400003
-5.4661177e-06,8.6599998
-5.4386869e-06,8.6800003
-5.4113939e-06,8.6999998
-5.3842373e-06,8.7200003
-5.3572176e-06,8.7399998
-5.3303334e-06,8.7600002
-5.3035837e-06,8.7799997
-5.2769683e-06,8.8000002
-5.250487e-06,8.8199997
-5.224138e-06,8.8400002
-5.1979214e-06,8.8599997
-5.1718366e-06,8.8800001
-5.1458824e-06,8.8999996
-5.1200586e-06,8.9200001
-5.0943645e-06,8.9399996
-5.0687991e-06,8.96
-5.0433623e-06,8.9799995
-5.0180529e-06,9.0
-4.9928703e-06,9.0200005
-4.9678147e-06,9.04
-4.9428845e-06,9.0600004
-4.9180794e-06,9.0799999
-4.8933985e-06,9.1000004
-4.8688416e-06,9.1199999
-4.8444081e-06,9.1400003
-4.8200973e-06,9.1599998
-4.7959084e-06,9.1800003
-4.7718408e-06,9.1999998
-4.7478943e-06,9.2200003
-4.7240678e-06,9.2399998
-4.7003605e-06,9.2600002
-4.6767727e-06,9.2799997
-4.6533028e-06,9.3000002
-4.629951e-06,9.3199997
-4.6067162e-06,9.3400002
-4.5835982e-06,9.3599997
-4.5605962e-06,9.3800001
-4.5377096e-06,9.3999996
-4.5149377e-06,9.4200001
-4.4922804e-06,9.4399996
-4.4697363e-06,9.46
-4.4473059e-06,9.4799995
-4.4249878e-06,9.5
-4.4027815e-06,9.5200005
-4.3806867e-06,9.54
-4.3587029e-06,9.5600004
-4.3368295e-06,9.5799999
-4.3150658e-06,9.6000004
-4.2934112e-06,9.6199999
-4.2718652e-06,9.6400003
-4.2504275e-06,9.6599998
-4.2290976e-06,9.6800003
-4.2078746e-06,9.6999998
-4.1867579e-06,9.7200003
-4.1657472e-06,9.7399998
-4.144842e-06,9.7600002
-4.1240419e-06,9.7799997
-4.1033459e-06,9.8000002
-4.082754e-06,9.8199997
-4.0622654e-06,9.8400002
-4.0418795e-06,9.8599997
-4.0215959e-06,9.8800001
-4.0014143e-06,9.8999996
-3.9813335e-06,9.9200001
-3.9613542e-06,9.9399996
-3.9414745e-06,9.96
-3.9216948e-06,9.9799995
-3.9020147e-06,10.0
-3.8824328e-06,10.02
-3.8629496e-06,10.04
-3.8435637e-06,10.06
-3.8242756e-06,10.08
-3.8050839e-06,10.1
-3.7859886e-06,10.12
-3.7669893e-06,10.14
-3.7480852e-06,10.16
-3.7292762e-06,10.18
-3.7105613e-06,10.2
-3.6919403e-06,10.22
-3.6734129e-06,10.24
-3.6549784e-06,10.26
-3.6366366e-06,10.28
-3.6183867e-06,10.3
-3.6002284e-06,10.32
-3.5821611e-06,10.34
-3.5641847e-06,10.36
-3.5462983e-06,10.38
-3.5285018e-06,10.4
-3.5107944e-06,10.42
-3.4931761e-06,10.44
-3.4756461e-06,10.46
-3.4582042e-06,10.48
-3.4408497e-06,10.5
-3.4235823e-06,10.52
-3.4064017e-06,10.54
-3.389307e-06,10.56
-3.3722984e-06,10.58
-3.3553749e-06,10.6
-3.3385365e-06,10.62
-3.3217827e-06,10.64
-3.3051128e-06,10.66
-3.2885266e-06,10.68
-3.2720236e-06,10.7
-3.2556034e-06,10.72
-3.2392657e-06,10.74
-3.22301e-06,10.76
-3.2068358e-06,10.78
-3.1907427e-06,10.8
-3.1747306e-06,10.82
-3.1587986e-06,10.84
-3.1429468e-06,10.86
-3.1271743e-06,10.88
-3.111481e-06,10.9
-3.0958665e-06,10.92
-3.0803303e-06,10.94
-3.0648723e-06,10.96
-3.0494916e-06,10.98
-3.0341882e-06,11.0
-3.0189617e-06,11.02
-3.0038116e-06,11.04
-2.9887374e-06,11.06
-2.9737387e-06,11.08
-2.9588155e-06,11.1
-2.9439673e-06,11.12
-2.9291932e-06,11.14
-2.9144935e-06,11.16
-2.8998677e-06,11.18
-2.8853151e-06,11.2
-2.8708357e-06,11.22
-2.8564289e-06,11.24
-2.8420943e-06,11.26
-2.8278316e-06,11.28
-2.8136405e-06,11.3
-2.7995206e-06,11.32
-2.7854719e-06,11.34
-2.7714934e-06,11.36
-2.757585e-06,11.38
-2.7437466e-06,11.4
-2.7299775e-06,11.42
-2.7162775e-06,11.44
-2.7026463e-06,11.46
-2.6890834e-06,11.48
-2.6755886e-06,11.5
-2.6621617e-06,11.52
-2.6488019e-06,11.54
-2.6355094e-06,11.56
-2.6222835e-06,11.58
-2.6091241e-06,11.6
-2.5960305e-06,11.62
-2.5830027e-06,11.64
-2.5700404e-06,11.66
-2.557143e-06,11.68
-2.5443103e-06,11.7
-2.5315421e-06,11.72
-2.5188378e-06,11.74
-2.5061975e-06,11.76
-2.4936205e-06,11.78
-2.4811068e-06,11.8
-2.4686556e-06,11.82
-2.4562671e-06,11.84
-2.4439407e-06,11.86
-2.4316762e-06,11.88
-2.419473e-06,11.9
-2.4073313e-06,11.92
-2.3952505e-06,11.94
-2.3832304e-06,11.96
-2.3712705e-06,11.98
-2.3593707e-06,12.0
-2.3475304e-06,12.02
-2.3357497e-06,12.04
-2.3240282e-06,12.06
-2.3123655e-06,12.08
-2.3007613e-06,12.1
-2.2892152e-06,12.12
-2.2777272e-06,12.14
-2.2662966e-06,12.16
-2.2549236e-06,12.18
-2.2436077e-06,12.2
-2.2323484e-06,12.22
-2.2211457e-06,12.24
-2.2099991e-06,12.26
-2.1989088e-06,12.28
-2.1878739e-06,12.3
-2.1768942e-06,12.32
-2.1659698e-06,12.34
-2.1551002e-06,12.36
-2.1442852e-06,12.38
-2.1335245e-06,12.4
-2.1228177e-06,12.42
-2.1121648e-06,12.44
-2.1015651e-06,12.46
-2.0910188e-06,12.48
-2.0805253e-06,12.5
-2.0700845e-06,12.52
-2.059696e-06,12.54
-2.0493599e-06,12.56
-2.0390755e-06,12.58
-2.0288426e-06,12.6
-2.0186612e-06,12.62
-2.0085308e-06,12.64
-1.9984514e-06,12.66
-1.9884224e-06,12.68
-1.9784438e-06,12.7
-1.9685153e-06,12.72
-1.9586366e-06,12.74
-1.9488075e-06,12.76
-1.9390277e-06,12.78
-1.929297e-06,12.8
-1.9196152e-06,12.82
-1.9099818e-06,12.84
-1.9003969e-06,12.86
-1.8908601e-06,12.88
-1.8813711e-06,12.9
-1.8719297e-06,12.92
-1.8625357e-06,12.94
-1.8531888e-06,12.96
-1.8438889e-06,12.98
-1.8346357e-06,13.0
-1.8254287e-06,13.02
-1.8162682e-06,13.04
-1.8071535e-06,13.06
-1.7980846e-06,13.08
-1.7890611e-06,13.1
-1.780083e-06,13.12
-1.77115e-06,13.14
-1.7622617e-06,13.16
-1.753418e-06,13.18
-1.7446188e-06,13.2
-1.7358637e-06,13.22
-1.7271525e-06,13.24
-1.7184851e-06,13.26
-1.7098612e-06,13.28
-1.7012804e-06,13.3
-1.6927429e-06,13.32
-1.6842481e-06,13.34
-1.6757959e-06,13.36
-1.6673862e-06,13.38
-1.6590187e-06,13.4
-1.6506932e-06,13.42
-1.6424094e-06,13.44
-1.6341672e-06,13.46
-1.6259664e-06,13.48
-1.6178068e-06,13.5
-1.6096881e-06,13.52
-1.6016101e-06,13.54
-1.5935726e-06,13.56
-1.5855755e-06,13.58
-1.5776186e-06,13.6
-1.5697016e-06,13.62
-1.5618242e-06,13.64
-1.5539864e-06,13.66
-1.5461881e-06,13.68
-1.5384287e-06,13.7
-1.5307083e-06,13.72
-1.5230268e-06,13.74
-1.5153837e-06,13.76
-1.507779e-06,13.78
-1.5002124e-06,13.8
-1.4926837e-06,13.82
-1.485193e-06,13.84
-1.4777397e-06,13.86
-1.4703239e-06,13.88
-1.4629454e-06,13.9
-1.4556038e-06,13.92
-1.448299e-06,13.94
-1.441031e-06,13.96
-1.4337994e-06,13.98
-1.4266041e-06,14.0
-1.419445e-06,14.02
-1.4123217e-06,14.04
-1.4052341e-06,14.06
-1.3981822e-06,14.08
-1.3911656e-06,14.1
-1.3841843e-06,14.12
-1.3772379e-06,14.14
-1.3703265e-06,14.16
-1.3634498e-06,14.18
-1.3566074e-06,14.2
-1.3497995e-06,14.22
-1.3430258e-06,14.24
-1.336286e-06,14.26
-1.3295801e-06,14.28
-1.3229078e-06,14.3
-1.3162689e-06,14.32
-1.3096635e-06,14.34
-1.3030912e-06,14.36
-1.2965518e-06,14.38
-1.2900452e-06,14.4
-1.2835714e-06,14.42
-1.27713e-06,14.44
-1.2707209e-06,14.46
-1.264344e-06,14.48
-1.257999e-06,14.5
-1.2516859e-06,14.52
-1.2454045e-06,14.54
-1.2391547e-06,14.56
-1.2329361e-06,14.58
-1.2267489e-06,14.6
-1.2205926e-06,14.62
-1.2144673e-06,14.64
-1.2083726e-06,14.66
-1.2023086e-06,14.68
-1.196275e-06,14.7
-1.1902716e-06,14.72
-1.1842985e-06,14.74
-1.1783553e-06,14.76
-1.1724419e-06,14.78
-1.1665581e-06,14.8
-1.160704e-06,14.82
-1.1548791e-06,14.84
-1.1490836e-06,14.86
-1.143317e-06,14.88
-1.1375795e-06,14.9
-1.1318707e-06,14.92
-1.1261906e-06,14.94
-1.120539e-06,14.96
-1.1149158e-06,14.98
-1.1093207e-06,15.0
-1.1037538e-06,15.02
-1.0982147e-06,15.04
-1.0927035e-06,15.06
-1.08722e-06,15.08
-1.0817639e-06,15.1
-1.0763353e-06,15.12
-1.0709339e-06,15.14
-1.0655596e-06,15.16
-1.0602122e-06,15.18
-1.0548916e-06,15.2
-1.0495978e-06,15.22
-1.0443306e-06,15.24
-1.0390897e-06,15.26
-1.0338753e-06,15.28
-1.0286869e-06,15.3
-1.0235246e-06,15.32
-1.0183882e-06,15.34
-1.0132776e-06,15.36
-1.0081926e-06,15.38
-1.0031332e-06,15.4
-9.9809904e-07,15.42
-9.9309023e-07,15.44
-9.8810665e-07,15.46
-9.8314797e-07,15.48
-9.7821419e-07,15.5
-9.7330519e-07,15.52
-9.6842075e-07,15.54
-9.6356086e-07,15.56
-9.5872542e-07,15.58
-9.539142e-07,15.6
-9.4912713e-07,15.62
-9.443641e-07,15.64
-9.3962495e-07,15.66
-9.3490956e-07,15.68
-9.3021788e-07,15.7
-9.2554973e-07,15.72
-9.2090499e-07,15.74
-9.1628357e-07,15.76
-9.1168533e-07,15.78
-9.0711018e-07,15.8
-9.0255799e-07,15.82
-8.9802865e-07,15.84
-8.9352204e-07,15.86
-8.8903801e-07,15.88
-8.8457654e-07,15.9
-8.8013741e-07,15.92
-8.7572056e-07,15.94
-8.7132594e-07,15.96
-8.6695331e-07,15.98
-8.6260263e-07,16.0
-8.5827378e-07,16.02
-8.539667e-07,16.040001
-8.4968116e-07,16.059999
-8.4541716e-07,16.08
-8.411746e-07,16.1
-8.3695329e-07,16.120001
-8.3275313e-07,16.139999
-8.2857412e-07,16.16
-8.2441602e-07,16.18
-8.2027884e-07,16.200001
-8.1616241e-07,16.219999
-8.1206662e-07,16.24
-8.079914e-07,16.26
-8.0393659e-07,16.280001
-7.9990218e-07,16.299999
-7.9588796e-07,16.32
-7.9189391e-07,16.34
-7.8791993e-07,16.360001
-7.839659e-07,16.379999
-7.8003166e-07,16.4
-7.7611719e-07,16.42
-7.7222239e-07,16.440001
-7.6834709e-07,16.459999
-7.6449129e-07,16.48
-7.6065476e-07,16.5
-7.5683755e-07,16.52
-7.530395e-07,16.540001
-7.4926049e-07,16.559999
-7.4550042e-07,16.58
-7.4175927e-07,16.6
-7.3803682e-07,16.620001
-7.3433313e-07,16.639999
-7.3064797e-07,16.66
-7.2698134e-07,16.68
-7.2333307e-07,16.700001
-7.1970317e-07,16.719999
-7.1609145e-07,16.74
-7.1249787e-07,16.76
-7.089223e-07,16.780001
-7.0536464e-07,16.799999
-7.0182489e-07,16.82
-6.9830287e-07,16.84
-6.9479859e-07,16.860001
-6.9131181e-07,16.879999
-6.878426e-07,16.9
-6.8439078e-07,16.92
-6.8095625e-07,16.940001
-6.7753899e-07,16.959999
-6.7413885e-07,16.98
-6.7075581e-07,17.0
-6.6738971e-07,17.02
-6.640405e-07,17.040001
-6.6070811e-07,17.059999
-6.5739243e-07,17.08
-6.5409341e-07,17.1
-6.5081099e-07,17.120001
-6.4754499e-07,17.139999
-6.4429537e-07,17.16
-6.4106206e-07,17.18
-6.3784501e-07,17.200001
-6.346441e-07,17.219999
-6.3145922e-07,17.24
-6.2829031e-07,17.26
-6.2513737e-07,17.280001
-6.2200019e-07,17.299999
-6.188788e-07,17.32
-6.1577305e-07,17.34
-6.1268287e-07,17.360001
-6.0960821e-07,17.379999
-6.0654901e-07,17.4
-6.035051e-07,17.42
-6.0047654e-07,17.440001
-5.974631e-07,17.459999
-5.9446484e-07,17.48
-5.9148164e-07,17.5
-5.8851339e-07,17.52
-5.8555997e-07,17.540001
-5.8262145e-07,17.559999
-5.7969766e-07,17.58
-5.7678852e-07,17.6
-5.73894e-07,17.620001
-5.7101403e-07,17.639999
-5.6814849e-07,17.66
-5.6529728e-07,17.68
-5.6246046e-07,17.700001
-5.5963784e-07,17.719999
-5.5682938e-07,17.74
-5.5403501e-07,17.76
-5.5125469e-07,17.780001
-5.4848829e-07,17.799999
-5.4573576e-07,17.82
-5.429971e-07,17.84
-5.4027214e-07,17.860001
-5.3756088e-07,17.879999
-5.348632e-07,17.9
-5.3217906e-07,17.92
-5.2950838e-07,17.940001
-5.2685118e-07,17.959999
-5.2420722e-07,17.98
-5.2157657e-07,18.0
-5.1895915e-07,18.02
-5.1635482e-07,18.040001
-5.1376355e-07,18.059999
-5.1118531e-07,18.08
-5.0862002e-07,18.1
-5.0606758e-07,18.120001
-5.0352799e-07,18.139999
-5.0100107e-07,18.16
-4.9848688e-07,18.18
-4.9598532e-07,18.200001
-4.9349626e-07,18.219999
-4.9101976e-07,18.24
-4.8855566e-07,18.26
-4.8610389e-07,18.280001
-4.8366445e-07,18.299999
-4.8123729e-07,18.32
-4.7882224e-07,18.34
-4.7641936e-07,18.360001
-4.7402852e-07,18.379999
-4.7164968e-07,18.4
-4.6928278e-07,18.42
-4.6692776e-07,18.440001
-4.6458456e-07,18.459999
-4.622531e-07,18.48
-4.5993335e-07,18.5
-4.5762525e-07,18.52
-4.5532875e-07,18.540001
-4.5304373e-07,18.559999
-4.5077022e-07,18.58
-4.4850808e-07,18.6
-4.462573e-07,18.620001
-4.4401784e-07,18.639999
-4.4178961e-07,18.66
-4.3957255e-07,18.68
-4.3736662e-07,18.700001
-4.3517176e-07,18.719999
-4.3298792e-07,18.74
-4.3081505e-07,18.76
-4.2865307e-07,18.780001
-4.2650194e-07,18.799999
-4.2436159e-07,18.82
-4.2223201e-07,18.84
-4.2011311e-07,18.860001
-4.1800482e-07,18.879999
-4.1590712e-07,18.9
-4.1381998e-07,18.92
-4.1174329e-07,18.940001
-4.09677e-07,18.959999
-4.0762112e-07,18.98
-4.0557552e-07,19.0
-4.0354021e-07,19.02
-4.0151511e-07,19.040001
-3.9950015e-07,19.059999
-3.9749534e-07,19.08
-3.9550056e-07,19.1
