TCFBCatenin_1_task1,_1_task1
8.8121,0.0
8.812562345416957,150.0
8.812533498079132,300.0
8.81295418534374,450.0
8.814358638929328,600.0
8.817059424080174,750.0
8.821106337409999,900.0
8.826401431620324,1050.0
8.83278840650014,1200.0
8.840098781275133,1350.0
8.84817244479809,1500.0
8.856865408160846,1650.0
8.86605158549825,1800.0
8.875621988246031,1950.0
8.885482953256856,2100.0
8.895554149590103,2250.0
8.905766682971201,2400.0
8.916061414724174,2550.0
8.926387519748392,2700.0
8.936701269128529,2850.0
8.946965009286522,3000.0
8.957146307067331,3150.0
8.967217232660852,3300.0
8.977153756047349,3450.0
8.986935236790455,3600.0
8.996543990657303,3750.0
9.005964919710205,3900.0
9.015185195000399,4050.0
9.024193983134014,4200.0
9.03298220966245,4350.0
9.041542353047525,4500.0
9.049868265379715,4650.0
9.057955015023062,4800.0
9.065798748549264,4950.0
9.073396568665494,5100.0
9.0807464266755,5250.0
9.087847026986191,5400.0
9.09469774231293,5550.0
9.101298538354227,5700.0
9.10764990623948,5850.0
9.113752802856304,6000.0
9.119608596878285,6150.0
9.125219020652523,6300.0
9.13058612726742,6450.0
9.135712251802522,6600.0
9.140599976677967,6750.0
9.145252100517983,6900.0
9.14967161018674,7050.0
9.15386165567322,7200.0
9.157825527519426,7350.0
9.161566636515959,7500.0
9.16508849552647,7650.0
9.168394703092018,7800.0
9.1714889287424,7950.0
9.174374899808939,8100.0
9.177056389584477,8250.0
9.179537206715041,8400.0
9.181821185692616,8550.0
9.183912178340954,8700.0
9.185814046199607,8850.0
9.187530653720774,9000.0
9.189065862194495,9150.0
9.190423524334888,9300.0
9.191607479460053,9450.0
9.192621549206136,9600.0
9.193469533729237,9750.0
9.194155208339192,9900.0
9.194682320526786,10050.0
9.195054587343797,10200.0
9.195275693101378,10350.0
9.195349287354247,10500.0
9.195278983141597,10650.0
9.195068355459236,10800.0
9.19472093993927,10950.0
9.194240231714964,11100.0
9.193629684453507,11250.0
9.192892709538283,11400.0
9.192032675383784,11550.0
9.191052906871708,11700.0
9.189956684893742,11850.0
9.18874724598931,12000.0
9.187427782069143,12150.0
9.186001440215115,12300.0
9.184471322547132,12450.0
9.182840486150463,12600.0
9.181111943056742,12750.0
9.179288660272166,12900.0
9.177373559847684,13050.0
9.175369518986436,13200.0
9.17327937018418,13350.0
9.171105901398228,13500.0
9.168851856242496,13650.0
9.16651993420429,13800.0
9.164112790881507,13950.0
9.161633038236566,14100.0
9.159083244865553,14250.0
9.15646593628058,14400.0
9.153783595203521,14550.0
9.151038661869851,14700.0
9.1482335343409,14850.0
9.145370568823843,15000.0
