_1_task1,pERK_1_task1
0.0,0.0
150.0,0.32162862554230254
300.0,1.9571235063022585
450.0,4.130318516750806
600.0,6.109017435994471
750.0,7.649811094364297
900.0,8.738349285755293
1050.0,9.435488143420935
1200.0,9.816498338997668
1350.0,9.950885722722582
1500.0,9.89726823528596
1650.0,9.703314216413657
1800.0,9.407136563378588
1950.0,9.038917733385922
2100.0,8.622389088148593
2250.0,8.176078756794581
2400.0,7.7143350262474035
2550.0,7.248156897250242
2700.0,6.785865770183012
2850.0,6.333648164070695
3000.0,5.895994161408575
3150.0,5.476051589849428
3300.0,5.075911981067508
3450.0,4.696841245626588
3600.0,4.339465477004918
3750.0,4.003920312850989
3900.0,3.6899706833929184
4050.0,3.3971065065849086
4200.0,3.124618847160887
4350.0,2.8716602303721444
4500.0,2.637292133292116
4650.0,2.420522063692979
4800.0,2.2203322887732515
4950.0,2.0357018165670797
5100.0,1.865622970973925
5250.0,1.7091136340206377
5400.0,1.5652260663662252
5550.0,1.4330529937698198
5700.0,1.3117315616623804
5850.0,1.2004455958148648
6000.0,1.0984266278225618
6150.0,1.0049538844837076
6300.0,0.9193535499027549
6450.0,0.8409975081150202
6600.0,0.7693016694792127
6750.0,0.7037240430512112
6900.0,0.6437626380063667
7050.0,0.5889532698987393
7200.0,0.538867330527805
7350.0,0.4931095644536823
7500.0,0.451315879771973
7650.0,0.41315123449746155
7800.0,0.3783075905805207
7950.0,0.34650196593137184
8100.0,0.3174745846509005
8250.0,0.2909871288292207
8400.0,0.2668210953804635
8550.0,0.24477625592747607
8700.0,0.22466921763465106
8850.0,0.2063320821399811
9000.0,0.1896111990832592
9150.0,0.17436600921593715
9300.0,0.16046797301878318
9450.0,0.14779957969932975
9600.0,0.13625343158562792
9750.0,0.12573140011731507
9900.0,0.11614384757638625
10050.0,0.10740891076229643
10200.0,0.0994518420394748
10350.0,0.09220440377945895
10500.0,0.08560431218853877
10650.0,0.07959472679963078
10800.0,0.07412378224502143
10950.0,0.069144159039496
11100.0,0.0646126901711844
11250.0,0.060490000986105866
11400.0,0.05674017933484359
11550.0,0.0533304739598715
11700.0,0.050231018402603224
11850.0,0.04741457871360481
12000.0,0.044856322696603175
12150.0,0.042533609116851175
12300.0,0.040425795174085566
12450.0,0.038514060588509355
12600.0,0.03678124698832214
12750.0,0.03521171134942486
12900.0,0.03379119218372235
13050.0,0.03250668744548138
13200.0,0.03134634313931193
13350.0,0.03029935174526723
13500.0,0.029355859504233674
13650.0,0.02850688197704564
13800.0,0.027744226905483674
13950.0,0.027060424054143054
14100.0,0.026448661136744128
14250.0,0.025902725458340423
14400.0,0.025416950719134808
14550.0,0.024986168532938415
14700.0,0.024605664263551156
14850.0,0.024271136756968324
15000.0,0.02397866167523475
