Time,A,Na,G,Nn,P,S,Tm,Tp,rtp,rtm,t1,t2,kt,theta1,theta2,dt,delta,u0,u1,u2,sg,dg,y1,y2,sA,dA,y3,y4,rs,ks,sigma1,sigma2,sigma3,sigma4,rp,kp,p1,p2,p3,p4,cn,sn,dn,y5,ca,sa,da,y6,ONn,tumor_microenvironment,tumor_growth_NGF__logistic,tumor_death_AGM,tumor_migration,migrating_tumor_cell_growth,migrating_cell_death,NGF_production,NGF_decay,NGF_internalisation,AGM_production,AGM_decay,AGM_internalisation,sympathetic_neuron_growth,sympathetic_neuron_growth_NGF,sympathetic_neuron_growth_AGM,parasym_neuron_growth,parasym_neuron_growth_NGF,parasym_neuron_growth_AGM,norepinephrine_source,norepinephrine_by_SNC,norepinephrine_decay,norepinephrine_uptake_tumor,ACh_source,ACh_by_PNC,ACh_decay,ACh_uptake_tumor
0.0,0.0,80.0,0.0,0.5,0.03,0.26,0.0,100000.0,0.000481,0.0001,134.27,2.39,1000000.0,10000.0,1.0,0.0127,0.0129,0.22,9.8e-06,0.002,0.00222,22.18,5.57e-05,0.05,0.00542,2.4,1e-05,1.47e-05,0.06,0.26,129.0,50.0,7.79,0.01,7.0,0.03,0.33,0.1,1.0,0.01,0.41,1.6,1.66,0.002,3990.0,0.73,49.91,0.001,6666.666666666667,1.0,530.3025,1270.0,38000.0,0.0,0.0,222.00000000000003,0.0,0.0,542.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.41600000000000004,0.83,100.0,3990.0,0.0219,3992.7999999999997,8000.0
0.15,63.45377509662169,26.63955688204656,7.849777285451731,0.00576427115418357,0.20772866441336157,0.486507181831443,4156.454480983457,99920.07352126976,0.000481,0.0001,134.27,2.39,1000000.0,10000.0,1.0,0.0127,0.0129,0.22,9.8e-06,0.002,0.00222,22.18,5.57e-05,0.05,0.00542,2.4,1e-05,1.47e-05,0.06,0.26,129.0,50.0,7.79,0.01,7.0,0.03,0.33,0.1,1.0,0.01,0.41,1.6,1.66,0.002,3990.0,0.73,49.91,0.001,9942.687652370383,1.0,36872.52624853227,2307.717244870216,27368.204136689623,0.4156454480983457,52.7869719084899,221.82256321721889,174.1080601913194,43.96079285710766,541.5667984852821,152.28906023189205,63.403706291278766,-0.025430162468630203,0.007323211072736132,3.66438114604959,-8.614512220196902,1.4624720384118117,8.06415633105771,0.41,0.7784114909303088,0.009568690115944726,1.1519327950451137,3990.0,0.15164192502175394,1329.5802839829437,2661.82648222814
0.3,102.07460188701644,26.435282026708627,8.023949513657277,0.017275798350411663,0.27318427532787737,2.0498211684683842,8273.475016371547,101086.72988121143,0.000481,0.0001,134.27,2.39,1000000.0,10000.0,1.0,0.0127,0.0129,0.22,9.8e-06,0.002,0.00222,22.18,5.57e-05,0.05,0.00542,2.4,1e-05,1.47e-05,0.06,0.26,129.0,50.0,7.79,0.01,7.0,0.03,0.33,0.1,1.0,0.01,0.41,1.6,1.66,0.002,3990.0,0.73,49.91,0.001,9830.175864024037,1.0,38951.883683141445,2974.262927805253,27684.713200546707,0.8273475016371548,105.07313270791865,224.4125403362894,177.9712002129184,46.1110792307112,547.890075956166,244.97904452883944,103.18736274873136,-0.8466492274383028,0.03102176513879596,23.747668955939346,-15.501294672868942,1.9357352578376035,13.79944628641519,0.41,3.279713869549415,0.02867782526168336,3.492707922660684,3990.0,0.19942452098935048,1319.3849259530275,2672.256213567539
0.44999999999999996,125.88897338221933,26.19048514198927,8.012530531975699,0.08828360429017333,0.2975950415436408,11.755276734500548,12432.742584090676,102518.30403994361,0.000481,0.0001,134.27,2.39,1000000.0,10000.0,1.0,0.0127,0.0129,0.22,9.8e-06,0.002,0.00222,22.18,5.57e-05,0.05,0.00542,2.4,1e-05,1.47e-05,0.06,0.26,129.0,50.0,7.79,0.01,7.0,0.03,0.33,0.1,1.0,0.01,0.41,1.6,1.66,0.002,3990.0,0.73,49.91,0.001,9188.781270413829,1.0,43098.84054261956,3416.359998168899,28050.51318194281,1.2432742584090677,157.89583081795158,227.59063496867483,177.717927199221,50.582409150374474,555.6492078964944,302.1335361173264,129.08154514246394,-31.18388288162763,0.17784138259064555,163.54047440746947,-18.581490084512154,2.107830206330108,16.585109800900447,0.41,18.808442775200877,0.14655078312168773,18.10137077272412,3990.0,0.21724438032685778,1307.1671134366843,2685.004118740082
0.6,141.04796482802834,25.787745874415297,7.776455380478358,0.32224400752722815,0.31001665471889,43.437903082319245,16653.178201311435,104962.09116240557,0.000481,0.0001,134.27,2.39,1000000.0,10000.0,1.0,0.0127,0.0129,0.22,9.8e-06,0.002,0.00222,22.18,5.57e-05,0.05,0.00542,2.4,1e-05,1.47e-05,0.06,0.26,129.0,50.0,7.79,0.01,7.0,0.03,0.33,0.1,1.0,0.01,0.41,1.6,1.66,0.002,3990.0,0.73,49.91,0.001,7562.900601607814,1.0,54367.039935816705,3758.470812752728,28650.21747797288,1.6653178201311436,211.49536315665523,233.0158423805404,172.48178033900996,62.474366425325755,568.8945341002383,338.515115587268,148.1376005846651,-432.8209775509746,0.6523330671185618,665.924827876063,-20.255626197689114,2.1765362652709,18.14046355549588,0.41,69.5006449317108,0.5349250524951987,67.64680978922365,3990.0,0.2263121579447897,1287.0663965920673,2706.7357333433265
0.75,151.6373992017293,25.136498693959002,7.652992348562056,0.48077096546098413,0.3176202406773412,66.03492450245861,20984.495432007596,109029.01122311795,0.000481,0.0001,134.27,2.39,1000000.0,10000.0,1.0,0.0127,0.0129,0.22,9.8e-06,0.002,0.00222,22.18,5.57e-05,0.05,0.00542,2.4,1e-05,1.47e-05,0.06,0.26,129.0,50.0,7.79,0.01,7.0,0.03,0.33,0.1,1.0,0.01,0.41,1.6,1.66,0.002,3990.0,0.73,49.91,0.001,6753.2388419615345,1.0,65193.98683220013,4093.249468367899,29629.61984736726,2.0984495432007595,266.50309198649643,242.04440491532188,169.7433702911064,71.86575496980477,590.9372408292993,363.9297580841503,165.47666144563203,-1002.332809309562,0.9877165050870048,1075.9683864655033,-21.31593568244278,2.219252231990509,19.13988436652398,0.41,105.65587920393378,0.7980798026652336,104.8359659779898,3990.0,0.23186277569445907,1254.5626498154936,2740.607598213546
0.8999999999999999,160.06571043575266,24.334483405671314,7.829961050330257,0.5060586618078484,0.3234573531790538,72.58452664557049,25476.268214326956,114299.98017996893,0.000481,0.0001,134.27,2.39,1000000.0,10000.0,1.0,0.0127,0.0129,0.22,9.8e-06,0.002,0.00222,22.18,5.57e-05,0.05,0.00542,2.4,1e-05,1.47e-05,0.06,0.26,129.0,50.0,7.79,0.01,7.0,0.03,0.33,0.1,1.0,0.01,0.41,1.6,1.66,0.002,3990.0,0.73,49.91,0.001,6639.847605933332,1.0,74201.85444470191,4448.962746974519,30888.153555306126,2.547626821432696,323.5486063219523,253.74595599953105,173.6685360963251,78.39285043086664,619.5058925754316,384.1577050458064,183.1266253063432,-1211.455738023158,1.09190421317368,1237.218407088344,-22.14821903705309,2.2755322012198396,19.908211253810755,0.41,116.13524263291279,0.8400573786010284,115.68499002907735,3990.0,0.23612386782070924,1214.5340667770552,2781.430970958014
1.05,167.63348648155863,23.41782204151865,8.125563936340388,0.5015235310850837,0.3284957672256259,75.929379053322,30168.16766225268,120761.09538329634,0.000481,0.0001,134.27,2.39,1000000.0,10000.0,1.0,0.0127,0.0129,0.22,9.8e-06,0.002,0.00222,22.18,5.57e-05,0.05,0.00542,2.4,1e-05,1.47e-05,0.06,0.26,129.0,50.0,7.79,0.01,7.0,0.03,0.33,0.1,1.0,0.01,0.41,1.6,1.66,0.002,3990.0,0.73,49.91,0.001,6659.9022878938495,1.0,84919.06728304285,4850.175464652469,32421.751980589233,3.016816766225268,383.135729310609,268.0896317509179,180.2250081080298,85.6376483620528,654.5251369774662,402.3203675557407,202.6239500937295,-1325.8912995851972,1.1526137769353204,1344.5865500064533,-22.87940574928956,2.336176467333272,20.575486079265566,0.41,121.48700648531519,0.832529061601239,121.12906194866677,3990.0,0.23980191007470691,1168.7834980921957,2827.9618412248933
1.2,175.17184769797095,22.377704242681627,8.497610654878494,0.48869097438054765,0.33328272145161664,78.8242957433552,35105.95726508189,128733.27920338475,0.000481,0.0001,134.27,2.39,1000000.0,10000.0,1.0,0.0127,0.0129,0.22,9.8e-06,0.002,0.00222,22.18,5.57e-05,0.05,0.00542,2.4,1e-05,1.47e-05,0.06,0.26,129.0,50.0,7.79,0.01,7.0,0.03,0.33,0.1,1.0,0.01,0.41,1.6,1.66,0.002,3990.0,0.73,49.91,0.001,6717.31082682291,1.0,98855.362578159,5329.352276035891,34303.82629565955,3.510595726508189,445.84565726653994,285.78787983151415,188.477004325205,94.5641524831306,697.7343732823454,420.4124344751303,225.70829661815785,-1429.101988279073,1.209318861693421,1447.0975602735964,-23.58507451408439,2.4005765978749594,21.21646913043509,0.41,126.11887318936832,0.8112270174717091,125.82158329821037,3990.0,0.24329638665968015,1116.8712187522399,2880.755248203902
1.3499999999999999,183.30866831103614,21.195883647509238,8.955689565030903,0.4707284323712269,0.338187812715437,81.78504878813723,40349.723818988634,138742.0725302547,0.000481,0.0001,134.27,2.39,1000000.0,10000.0,1.0,0.0127,0.0129,0.22,9.8e-06,0.002,0.00222,22.18,5.57e-05,0.05,0.00542,2.4,1e-05,1.47e-05,0.06,0.26,129.0,50.0,7.79,0.01,7.0,0.03,0.33,0.1,1.0,0.01,0.41,1.6,1.66,0.002,3990.0,0.73,49.91,0.001,6799.351790511859,1.0,117697.20091102913,5928.651201854419,36654.017330018665,4.034972381898863,512.4414925011556,308.0074010171654,198.63719455238544,105.98248352092193,751.9820331139805,439.9408039464867,254.54753788908062,-1538.660790598401,1.2698703512753584,1557.9105618386563,-24.319251200483958,2.4712645088515077,21.88170166393527,0.41,130.8560780610196,0.7814091977362366,130.6196766122037,3990.0,0.24687710328226903,1057.886552847186,2940.760826365566
