Time,A,AgB,gB,rB,B,AB,theta,alpha,rhob,rhof,deltar,rhoA,gamma,deltaA,deltaB,beta,deltaAB,cell,A_binds_gB,gB_releases_A,basal_transcription_B,stim_transcription_B,degradation_mRNA_B,production_A,degradation_A,translation_B,degradation_B,formation_dimer,degradation_dimer
0.0,40.0,0.0,1.0,0.0,0.0,0.0,0.04,0.001,5.0,0.1,0.03,100.0,1.0,0.01,0.01,3.0,0.01,1.0,0.04,0.0,0.1,0.0,0.0,100.0,0.4,0.0,0.0,0.0,0.0
0.7,109.31031746402998,0.05036997200254774,0.9496300279974524,0.14279286688245182,0.0038646327852733865,0.11601163609115557,0.04,0.001,5.0,0.1,0.03,100.0,1.0,0.01,0.01,3.0,0.01,1.0,0.10380435983377721,0.0020147988801019097,0.09496300279974525,0.2518498600127387,0.004283786006473555,100.0,1.0931031746402997,0.42837860064735545,3.864632785273387e-05,0.42244423664013225,0.0011601163609115557
1.4,177.5763824273725,0.13869949875856652,0.8613005012414336,0.521450116956773,0.008763197058352275,0.7541680565746909,0.04,0.001,5.0,0.1,0.03,100.0,1.0,0.01,0.01,3.0,0.01,1.0,0.15294662719333646,0.005547979950342661,0.08613005012414338,0.6934974937928327,0.01564350350870319,100.0,1.775763824273725,1.5643503508703192,8.763197058352275e-05,1.5561368321203892,0.007541680565746909
2.0999999999999996,244.2097513620858,0.25193275744132015,0.7480672425586797,1.2385164941684,0.01517258609899041,2.5195667372884865,0.04,0.001,5.0,0.1,0.03,100.0,1.0,0.01,0.01,3.0,0.01,1.0,0.1826853153073763,0.010077310297652806,0.07480672425586797,1.2596637872066008,0.037155494825051996,100.0,2.442097513620858,3.7155494825051996,0.0001517258609899041,3.705293478754287,0.025195667372884867
2.8,308.4635500665425,0.3755996397706755,0.6244003602293247,2.3468098930257555,0.022785984191467747,6.1770272101572035,0.04,0.001,5.0,0.1,0.03,100.0,1.0,0.01,0.01,3.0,0.01,1.0,0.19260475177916547,0.015023985590827021,0.062440036022932466,1.8779981988533776,0.07040429679077266,100.0,3.084635500665425,7.040429679077267,0.00022785984191467747,7.028645575460257,0.06177027210157204
3.5,369.5358587057772,0.4966960556020303,0.5033039443979695,3.8507085207555707,0.031226564809688405,12.544827075024989,0.04,0.001,5.0,0.1,0.03,100.0,1.0,0.01,0.01,3.0,0.01,1.0,0.1859888552831084,0.019867842224081212,0.050330394439796956,2.4834802780101515,0.11552125562266712,100.0,3.695358587057772,11.552125562266712,0.00031226564809688404,11.539335441379809,0.1254482707502499
4.199999999999999,426.6605638084404,0.6056835589563854,0.39431644104361496,5.71587052298939,0.040158955661828165,22.40186911424623,0.04,0.001,5.0,0.1,0.03,100.0,1.0,0.01,0.01,3.0,0.01,1.0,0.1682392750546064,0.024227342358255414,0.0394316441043615,3.0284177947819266,0.1714761156896817,100.0,4.266605638084404,17.14761156896817,0.0004015895566182817,17.134242664633764,0.2240186911424623
4.8999999999999995,479.17301977949717,0.6972248464900485,0.3027751535099519,7.883416350826073,0.04932792099672791,36.42131247795653,0.04,0.001,5.0,0.1,0.03,100.0,1.0,0.01,0.01,3.0,0.01,1.0,0.14508168462156446,0.02788899385960194,0.03027751535099519,3.4861242324502424,0.23650249052478217,100.0,4.791730197794972,23.650249052478216,0.0004932792099672791,23.63660886344658,0.36421312477956536
5.6,526.5456333046981,0.7697826736428642,0.23021732635713593,10.284288519147847,0.058568666183408245,55.135418371192856,0.04,0.001,5.0,0.1,0.03,100.0,1.0,0.01,0.01,3.0,0.01,1.0,0.12121992790443249,0.03079130694571457,0.023021732635713596,3.8489133682143213,0.3085286555744354,100.0,5.265456333046981,30.85286555744354,0.0005856866618340824,30.83907542735415,0.5513541837119286
6.3,568.3966593751693,0.8245563731450088,0.17544362685499124,12.850642511923157,0.06780133139761735,78.9278408101182,0.04,0.001,5.0,0.1,0.03,100.0,1.0,0.01,0.01,3.0,0.01,1.0,0.09972157141304075,0.032982254925800356,0.017544362685499124,4.122781865725044,0.3855192753576947,100.0,5.683966593751693,38.55192753576947,0.0006780133139761735,38.53805026759448,0.789278408101182
7.0,604.4798082882627,0.8642607248410225,0.13573927515897757,15.52303356661398,0.07701695487752401,108.04525569958602,0.04,0.001,5.0,0.1,0.03,100.0,1.0,0.01,0.01,3.0,0.01,1.0,0.08205165102528651,0.0345704289936409,0.013573927515897758,4.321303624205112,0.4656910069984194,100.0,6.044798082882627,46.56910069984194,0.0007701695487752401,46.555194119311494,1.0804525569958603
7.699999999999999,634.662560042563,0.8921019758390486,0.1078980241609514,18.2535447752058,0.08626087295505487,142.62007730569744,0.04,0.001,5.0,0.1,0.03,100.0,1.0,0.01,0.01,3.0,0.01,1.0,0.06847883623752372,0.035684079033561945,0.01078980241609514,4.460509879195243,0.547606343256174,100.0,6.34662560042563,54.7606343256174,0.0008626087295505487,54.74654646116141,1.4262007730569743
8.399999999999999,658.9014178381399,0.911111821764529,0.08888817823547111,21.005984920839104,0.09561898715070914,182.69587165049043,0.04,0.001,5.0,0.1,0.03,100.0,1.0,0.01,0.01,3.0,0.01,1.0,0.05856854666840121,0.03644447287058116,0.008888817823547111,4.555559108822645,0.6301795476251731,100.0,6.589014178381399,63.01795476251731,0.0009561898715070914,63.003486205849136,1.8269587165049044
9.1,677.218269131427,0.9238182245823674,0.07618177541763263,23.75437583054173,0.10520675270311766,228.25132210865652,0.04,0.001,5.0,0.1,0.03,100.0,1.0,0.01,0.01,3.0,0.01,1.0,0.05159169008768827,0.0369527289832947,0.007618177541763263,4.619091122911837,0.7126312749162519,100.0,6.77218269131427,71.26312749162518,0.0010520675270311766,71.24793496654341,2.2825132210865653
9.799999999999999,689.6810875419889,0.93215398879077,0.06784601120923041,26.48087324655878,0.11516468419483633,279.2196149847229,0.04,0.001,5.0,0.1,0.03,100.0,1.0,0.01,0.01,3.0,0.01,1.0,0.046792110796168,0.0372861595516308,0.006784601120923041,4.66076994395385,0.7944261973967633,100.0,6.896810875419889,79.44261973967633,0.0011516468419483633,79.42690464192442,2.792196149847229
10.5,696.3886310641828,0.9375083046364978,0.06249169536350272,29.173608132426125,0.1256541448197963,335.50368575647764,0.04,0.001,5.0,0.1,0.03,100.0,1.0,0.01,0.01,3.0,0.01,1.0,0.0435185061870696,0.037500332185459916,0.006249169536350272,4.687541523182489,0.8752082439727837,100.0,6.963886310641828,87.52082439727837,0.001256541448197963,87.50411789859854,3.3550368575647767
11.2,697.4595444310489,0.9408344797503396,0.059165520249660895,31.824880122006658,0.1368633426196362,396.9870057127048,0.04,0.001,5.0,0.1,0.03,100.0,1.0,0.01,0.01,3.0,0.01,1.0,0.04126555679935449,0.03763337919001358,0.00591655202496609,4.704172398751698,0.9547464036601997,100.0,6.97459544431049,95.47464036601997,0.001368633426196362,95.45664459280202,3.9698700571270478
11.899999999999999,693.025043414478,0.9427588840139162,0.057241115986084425,34.42981710427744,0.14901310422135722,463.5407860224619,0.04,0.001,5.0,0.1,0.03,100.0,1.0,0.01,0.01,3.0,0.01,1.0,0.03966952689134933,0.03771035536055665,0.005724111598608443,4.713794420069581,1.0328945131283231,100.0,6.93025043414478,103.28945131283231,0.0014901310422135723,103.26981302233222,4.6354078602246185
