Time,OCT4_Gene,NANOG_Gene,SOX2_Gene,targetGene,degradation,p53,A,OCT4,SOX2,NANOG,OCT4_SOX2,Protein,eta1,a1,a2,a3,f,b1,b2,b3,gamma1,eta5,e1,e2,f2,f1,f3,gamma2,k1c,k2c,k3c,eta3,c1,c2,c3,d1,d2,d3,gamma3,g1,eta7,h1,h2,gamma4,compartment,J0,J1,J2,J3,J4,J5,J6,J7,J8,J9
0.0,0.0,0.0,0.0,0.01,0.0,0.0,10.0,0.01,0.01,0.01,0.1,0.0,0.0001,1.0,0.01,0.2,1000.0,0.0011,0.001,0.0007,1.0,0.0001,0.005,0.1,0.000995,0.001,0.01,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.2,0.0011,0.001,0.0007,1.0,0.1,0.0001,0.0019,0.05,0.01,1.0,9.891496475920105,0.01,0.0006999295870835396,0.01,-9.5e-05,0.5,9.891496475920105,0.01,0.010097575572105139,0.0
0.01,0.0,0.0,0.0,0.01,0.0,0.0,10.0,0.10832129354014891,0.10832129354014891,0.009907311280270772,0.09512411953308758,9.851323243002669e-05,0.0001,1.0,0.01,0.2,1000.0,0.0011,0.001,0.0007,1.0,0.0001,0.005,0.1,0.000995,0.001,0.01,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.2,0.0011,0.001,0.0007,1.0,0.1,0.0001,0.0019,0.05,0.01,1.0,9.89148495817905,0.10832129354014891,0.0006697989302350452,0.009907311280270772,0.0004915510121774678,0.4756205976654379,9.89148495817905,0.10832129354014891,0.009610221235719842,9.851323243002669e-07
0.02,0.0,0.0,0.0,0.01,0.0,0.0,10.0,0.20565358767098385,0.20565358767098385,0.009815252918749552,0.09049643592689334,0.0001922675375298104,0.0001,1.0,0.01,0.2,1000.0,0.0011,0.001,0.0007,1.0,0.0001,0.005,0.1,0.000995,0.001,0.01,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.2,0.0011,0.001,0.0007,1.0,0.1,0.0001,0.0019,0.05,0.01,1.0,9.891474115628277,0.20565358767098385,0.000641248346074107,0.009815252918749552,0.0020241734701704588,0.4524821796344667,9.891474115628277,0.20565358767098385,0.009147663530618747,1.9226753752981043e-06
0.03,0.0,0.0,0.0,0.01,0.0,0.0,10.0,0.30199746024014135,0.30199746024014135,0.00972383423806625,0.08611393036465502,0.0002815098572236362,0.0001,1.0,0.01,0.2,1000.0,0.0011,0.001,0.0007,1.0,0.0001,0.005,0.1,0.000995,0.001,0.01,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.2,0.0011,0.001,0.0007,1.0,0.1,0.0001,0.0019,0.05,0.01,1.0,9.891463927748394,0.30199746024014135,0.000614252203301638,0.00972383423806625,0.004474009369210133,0.4305696518232751,9.891463927748394,0.30199746024014135,0.00870960247852806,2.815098572236362e-06
0.04,0.0,0.0,0.0,0.01,0.0,0.0,10.0,0.39735376863071814,0.39735376863071814,0.00963306420993622,0.0819734514373897,0.00036648404036375914,0.0001,1.0,0.01,0.2,1000.0,0.0011,0.001,0.0007,1.0,0.0001,0.005,0.1,0.000995,0.001,0.01,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.2,0.0011,0.001,0.0007,1.0,0.1,0.0001,0.0019,0.05,0.01,1.0,9.89145437411405,0.39735376863071814,0.0005887842621376964,0.00963306420993622,0.007812527420814326,0.4098672571869485,9.89145437411405,0.39735376863071814,0.008295724720468828,3.6648404036375915e-06
0.05,0.0,0.0,0.0,0.01,0.0,0.0,10.0,0.4917236437277082,0.4917236437277082,0.009542951452970913,0.07807172474645276,0.00044743071580721576,0.0001,1.0,0.01,0.2,1000.0,0.0011,0.001,0.0007,1.0,0.0001,0.005,0.1,0.000995,0.001,0.01,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.2,0.0011,0.001,0.0007,1.0,0.1,0.0001,0.0019,0.05,0.01,1.0,9.891445434425846,0.4917236437277082,0.000564817738538658,0.009542951452970913,0.012011535365296254,0.39035862373226377,9.891445434425846,0.4917236437277082,0.00790570448010502,4.4743071580721575e-06
0.06,0.0,0.0,0.0,0.01,0.0,0.0,10.0,0.5851084837401356,0.5851084837401356,0.009453504231066357,0.0744053623153815,0.0005245871725724777,0.0001,1.0,0.01,0.2,1000.0,0.0011,0.001,0.0007,1.0,0.0001,0.005,0.1,0.000995,0.001,0.01,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.2,0.0011,0.001,0.0007,1.0,0.1,0.0001,0.0019,0.05,0.01,1.0,9.891437088540304,0.5851084837401356,0.0005423253664678084,0.009453504231066357,0.017043191524918642,0.37202681157690753,9.891437088540304,0.5851084837401356,0.007539204508272474,5.245871725724776e-06
0.07,0.0,0.0,0.0,0.01,0.0,0.0,10.0,0.67750994799253,0.67750994799253,0.009364730452542342,0.07097087153894088,0.0005981872516771042,0.0001,1.0,0.01,0.2,1000.0,0.0011,0.001,0.0007,1.0,0.0001,0.005,0.1,0.000995,0.001,0.01,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.2,0.0011,0.001,0.0007,1.0,0.1,0.0001,0.0019,0.05,0.01,1.0,9.891429316497451,0.67750994799253,0.0005212794566277532,0.009364730452542342,0.02288001560990309,0.3548543576947044,9.891429316497451,0.67750994799253,0.00719587698145392,5.981872516771042e-06
0.08,0.0,0.0,0.0,0.01,0.0,0.0,10.0,0.7689299506339144,0.7689299506339144,0.009276637670500186,0.06776466341897161,0.0006684612567189297,0.0001,1.0,0.01,0.2,1000.0,0.0011,0.001,0.0007,1.0,0.0001,0.005,0.1,0.000995,0.001,0.01,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.2,0.0011,0.001,0.0007,1.0,0.1,0.0001,0.0019,0.05,0.01,1.0,9.891422098545602,0.7689299506339144,0.0005016519502130237,0.009276637670500186,0.029494898785674736,0.338823317094858,9.891422098545602,0.7689299506339144,0.006875364329131165,6.684612567189297e-06
0.09,0.0,0.0,0.0,0.01,0.0,0.0,10.0,0.8593706544934023,0.8593706544934023,0.009189233081033213,0.06478306205575572,0.0007356358314239141,0.0001,1.0,0.01,0.2,1000.0,0.0011,0.001,0.0007,1.0,0.0001,0.005,0.1,0.000995,0.001,0.01,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.2,0.0011,0.001,0.0007,1.0,0.1,0.0001,0.0019,0.05,0.01,1.0,9.891415415167094,0.8593706544934023,0.0004834144793659465,0.009189233081033213,0.03686111302816518,0.3239153102787786,9.891415415167094,0.8593706544934023,0.006577300186788557,7.356358314239141e-06
0.1,0.0,0.0,0.0,0.01,0.0,0.0,10.0,0.9488344648377293,0.9488344648377293,0.009102523522915374,0.062022313269518896,0.000799933860010011,0.0001,1.0,0.01,0.2,1000.0,0.0011,0.001,0.0007,1.0,0.0001,0.005,0.1,0.000995,0.001,0.01,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.2,0.0011,0.001,0.0007,1.0,0.1,0.0001,0.0019,0.05,0.01,1.0,9.891409247100961,0.9488344648377293,0.00046653842173998106,0.009102523522915374,0.04495231976992549,0.31011156634759446,9.891409247100961,0.9488344648377293,0.006301310262077428,7.99933860010011e-06
0.11,0.0,0.0,0.0,0.01,0.0,0.0,10.0,1.0373240226397185,1.0373240226397185,0.00901651548550513,0.059478588289669204,0.0008615744956664748,0.0001,1.0,0.01,0.2,1000.0,0.0011,0.001,0.0007,1.0,0.0001,0.005,0.1,0.000995,0.001,0.01,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.2,0.0011,0.001,0.0007,1.0,0.1,0.0001,0.0019,0.05,0.01,1.0,9.891403575355346,1.0373240226397185,0.000450994925303163,0.00901651548550513,0.053742577808982686,0.29739294144834605,9.891403575355346,1.0373240226397185,0.006047012707980035,8.615744956664748e-06
0.12,0.0,0.0,0.0,0.01,0.0,0.0,10.0,1.1248421985944381,1.1248421985944381,0.008931215104088857,0.05714799498515645,0.0009207729931566024,0.0001,1.0,0.01,0.2,1000.0,0.0011,0.001,0.0007,1.0,0.0001,0.005,0.1,0.000995,0.001,0.01,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.2,0.0011,0.001,0.0007,1.0,0.1,0.0001,0.0019,0.05,0.01,1.0,9.891398381232577,1.1248421985944381,0.0004367549770551918,0.008931215104088857,0.06320635059195331,0.28573997492578224,9.891398381232577,1.1248421985944381,0.0058140192499097215,9.207729931566023e-06
