A,NANOG,NANOG_Gene,OCT4,OCT4_Gene,OCT4_SOX2,Protein,SOX2,SOX2_Gene,degradation,p53,targetGene,Time
10.0,0.006075874583027597,0.0,3.935829276007679,0.0,0.09501333801901216,0.0033468289872885526,3.9358292760076807,0.0,0.0,0.0,0.01,0.53
10.0,0.006021795963576551,0.0,3.9872809508608142,0.0,0.09803372303619777,0.003443987866618846,3.987280950860816,0.0,0.0,0.0,0.01,0.54
10.0,0.005968419969285241,0.0,4.038018030726652,0.0,0.10110547883448284,0.003544181878350569,4.038018030726654,0.0,0.0,0.0,0.01,0.55
10.0,0.0059157421350479675,0.0,4.0880479033257355,0.0,0.10422582785015731,0.003647460636656567,4.088047903325737,0.0,0.0,0.0,0.01,0.56
10.0,0.005863757885869153,0.0,4.1373779595020785,0.0,0.10739205249157746,0.0037538710114065343,4.13737795950208,0.0,0.0,0.0,0.01,0.57
10.0,0.005812462540921233,0.0,4.18601559015974,0.0,0.11060149615609255,0.0038634571639018954,4.186015590159741,0.0,0.0,0.0,0.01,0.58
10.0,0.005761851318819704,0.0,4.233968183392921,0.0,0.11385156290901739,0.003976260612416819,4.233968183392922,0.0,0.0,0.0,0.01,0.59
10.0,0.005711919343925685,0.0,4.281243121795488,0.0,0.11713971600885192,0.004092320323232361,4.281243121795489,0.0,0.0,0.0,0.01,0.6
10.0,0.005662661650699415,0.0,4.32784777972819,0.0,0.12046347817005468,0.004211672759463711,4.327847779728191,0.0,0.0,0.0,0.01,0.61
10.0,0.005614073188583386,0.0,4.37378952072537,0.0,0.12382043116040496,0.0043343519439969815,4.37378952072537,0.0,0.0,0.0,0.01,0.62
10.0,0.005566148825035324,0.0,4.419075694679177,0.0,0.1272082173522572,0.004460389478535634,4.419075694679177,0.0,0.0,0.0,0.01,0.63
10.0,0.005518883351010074,0.0,4.463713635575472,0.0,0.13062453829564374,0.004589814626054723,4.463713635575472,0.0,0.0,0.0,0.01,0.64
10.0,0.0054722714863436744,0.0,4.50771065932281,0.0,0.13406715323491772,0.004722654393100618,4.50771065932281,0.0,0.0,0.0,0.01,0.65
10.0,0.005426307883566669,0.0,4.55107406140922,0.0,0.13753387925878116,0.0048589335751731,4.55107406140922,0.0,0.0,0.0,0.01,0.66
10.0,0.0053809871322057275,0.0,4.593811114736127,0.0,0.14102259076245707,0.0049986748158247045,4.593811114736126,0.0,0.0,0.0,0.01,0.67
10.0,0.005336303762829098,0.0,4.635929067042148,0.0,0.14453121994214566,0.0051418986449153405,4.635929067042147,0.0,0.0,0.0,0.01,0.68
10.0,0.005292252251283826,0.0,4.677435139296786,0.0,0.14805775532493232,0.005288623553018755,4.677435139296785,0.0,0.0,0.0,0.01,0.69
10.0,0.005248827022742999,0.0,4.718336523887944,0.0,0.1516002408881048,0.005438866053407312,4.718336523887943,0.0,0.0,0.0,0.01,0.7
10.0,0.005206022455587865,0.0,4.758640382679823,0.0,0.15515677560156863,0.0055926407347781,4.758640382679822,0.0,0.0,0.0,0.01,0.71
10.0,0.0051638328851853306,0.0,4.798353845217822,0.0,0.15872551280428748,0.00574996031613855,4.79835384521782,0.0,0.0,0.0,0.01,0.72
10.0,0.005122252607067581,0.0,4.837484006400251,0.0,0.16230466099964644,0.005910835675704733,4.837484006400249,0.0,0.0,0.0,0.01,0.73
10.0,0.005081275881046334,0.0,4.876037925510037,0.0,0.1658924815952972,0.006075275932185513,4.876037925510035,0.0,0.0,0.0,0.01,0.74
10.0,0.005040896934689347,0.0,4.91402262466397,0.0,0.1694872881783591,0.0062432884980399795,4.914022624663969,0.0,0.0,0.0,0.01,0.75
10.0,0.005001109966626605,0.0,4.951445087256933,0.0,0.1730874459612393,0.006414879128612529,4.951445087256931,0.0,0.0,0.0,0.01,0.76
10.0,0.004961909149853542,0.0,4.988312256476818,0.0,0.17669137112897665,0.00659005197240602,4.988312256476817,0.0,0.0,0.0,0.01,0.77
10.0,0.004923288634988413,0.0,5.024631033273981,0.0,0.1802975311569672,0.006768809606121609,5.02463103327398,0.0,0.0,0.0,0.01,0.78
10.0,0.004885242553301748,0.0,5.060408275935585,0.0,0.183904442650792,0.006951153104950552,5.060408275935584,0.0,0.0,0.0,0.01,0.79
10.0,0.00484776501973135,0.0,5.095650798743541,0.0,0.18751067075126338,0.007137082088923836,5.09565079874354,0.0,0.0,0.0,0.01,0.8
10.0,0.0048108501357927245,0.0,5.1303653707802335,0.0,0.19111482839815955,0.007326594770304478,5.130365370780233,0.0,0.0,0.0,0.01,0.81
10.0,0.004774491992510909,0.0,5.164558714692882,0.0,0.19471557565959308,0.007519687999829666,5.164558714692882,0.0,0.0,0.0,0.01,0.82
10.0,0.004738684673588009,0.0,5.198237505014256,0.0,0.19831161961399624,0.007716357306045772,5.198237505014256,0.0,0.0,0.0,0.01,0.83
10.0,0.004703422257448196,0.0,5.2314083681522785,0.0,0.2019017124313281,0.007916596953210803,5.2314083681522785,0.0,0.0,0.0,0.01,0.84
10.0,0.004668698819966374,0.0,5.264077881239283,0.0,0.20548465078305045,0.008120399983888183,5.264077881239283,0.0,0.0,0.0,0.01,0.85
10.0,0.004634508436966421,0.0,5.296252571262649,0.0,0.20905927499702728,0.008327758263376343,5.296252571262649,0.0,0.0,0.0,0.01,0.86
10.0,0.004600845187356417,0.0,5.327938913599595,0.0,0.212624468544359,0.008538662526150454,5.327938913599595,0.0,0.0,0.0,0.01,0.87
10.0,0.0045677031527248425,0.0,5.3591433327740825,0.0,0.21617915745954466,0.008753102385708476,5.3591433327740825,0.0,0.0,0.0,0.01,0.88
10.0,0.004535076424705275,0.0,5.3898721988857705,0.0,0.21972230899364456,0.008971066438163262,5.3898721988857705,0.0,0.0,0.0,0.01,0.89
10.0,0.004502959102197768,0.0,5.420131830119099,0.0,0.22325293055598985,0.009192542253902038,5.420131830119099,0.0,0.0,0.0,0.01,0.9
10.0,0.00447134529545815,0.0,5.4499284907656,0.0,0.22677006907519567,0.009417516436005679,5.4499284907656,0.0,0.0,0.0,0.01,0.91
10.0,0.004440229128421409,0.0,5.479268390211906,0.0,0.23027281061457316,0.009645974654960546,5.479268390211906,0.0,0.0,0.0,0.01,0.92
10.0,0.004409604740754182,0.0,5.508157682246006,0.0,0.23376027971028365,0.009877901685203472,5.508157682246006,0.0,0.0,0.0,0.01,0.93
10.0,0.0043794662885221864,0.0,5.5366024659904625,0.0,0.23723163729202398,0.010113281451038786,5.5366024659904625,0.0,0.0,0.0,0.01,0.94
10.0,0.004349807946554415,0.0,5.564608784842499,0.0,0.24068608034019487,0.010352097061074064,5.564608784842499,0.0,0.0,0.0,0.01,0.95
10.0,0.004320623910273496,0.0,5.59218262604117,0.0,0.24412284099673065,0.010594330846268126,5.59218262604117,0.0,0.0,0.0,0.01,0.96
10.0,0.004291908397517048,0.0,5.619329920245108,0.0,0.24754118566672023,0.010839964398039961,5.619329920245108,0.0,0.0,0.0,0.01,0.97
10.0,0.004263655649986123,0.0,5.646056541135827,0.0,0.2509404144855015,0.011088978596277213,5.646056541135825,0.0,0.0,0.0,0.01,0.98
10.0,0.004235859932262014,0.0,5.672368305187717,0.0,0.2543198631688902,0.011341353571483137,5.6723683051877165,0.0,0.0,0.0,0.01,0.99
10.0,0.0042085155374307365,0.0,5.698270970985092,0.0,0.2576788983875392,0.011597068845894034,5.698270970985091,0.0,0.0,0.0,0.01,1.0
10.0,0.004181616788176144,0.0,5.723770238849839,0.0,0.2610169175822746,0.011856103351863547,5.723770238849838,0.0,0.0,0.0,0.01,1.01
10.0,0.004155158038079984,0.0,5.748871750454904,0.0,0.2643333485766193,0.012118435455852,5.748871750454903,0.0,0.0,0.0,0.01,1.02
10.0,0.004129133673391639,0.0,5.773581088405574,0.0,0.26762764872900047,0.012384042995137264,5.773581088405573,0.0,0.0,0.0,0.01,1.03
10.0,0.0041035381147931866,0.0,5.797903775823285,0.0,0.2708993040856237,0.01265290331446385,5.797903775823285,0.0,0.0,0.0,0.01,1.04
10.0,0.004078365806124627,0.0,5.821845282978619,0.0,0.2741478303894743,0.012924993130598795,5.821845282978619,0.0,0.0,0.0,0.01,1.05
10.0,0.004053611220549324,0.0,5.845411024496311,0.0,0.2773727716068289,0.013200288627054736,5.845411024496311,0.0,0.0,0.0,0.01,1.06
10.0,0.004029268875848461,0.0,5.8686063516252425,0.0,0.2805736971543144,0.013478765669293265,5.8686063516252425,0.0,0.0,0.0,0.01,1.07
10.0,0.004005333327670575,0.0,5.891436556425637,0.0,0.28375020226390657,0.013760399728990394,5.891436556425637,0.0,0.0,0.0,0.01,1.08
10.0,0.003981799170988369,0.0,5.91390687151951,0.0,0.28690190717968106,0.014045165916617499,5.91390687151951,0.0,0.0,0.0,0.01,1.09
10.0,0.003958661041555521,0.0,5.936022469841116,0.0,0.2900284563545645,0.014333039014022284,5.936022469841116,0.0,0.0,0.0,0.01,1.1
10.0,0.0039359136124639624,0.0,5.957788467050533,0.0,0.29312951831252315,0.014623993442296679,5.957788467050533,0.0,0.0,0.0,0.01,1.11
10.0,0.003913551578022554,0.0,5.9792099308386835,0.0,0.296204787232717,0.014918003062185768,5.9792099308386835,0.0,0.0,0.0,0.01,1.12
10.0,0.003891569684838295,0.0,6.000291864575473,0.0,0.29925397812276455,0.015215041597947891,6.000291864575473,0.0,0.0,0.0,0.01,1.13
10.0,0.003869962723811363,0.0,6.021039212203178,0.0,0.30227682730055994,0.01551508254496458,6.021039212203178,0.0,0.0,0.0,0.01,1.14
10.0,0.0038487255293378868,0.0,6.041456859212067,0.0,0.3052730918971591,0.015818099172550112,6.041456859212067,0.0,0.0,0.0,0.01,1.15
10.0,0.0038278529803932927,0.0,6.06154963259385,0.0,0.3082425491042538,0.01612406455159979,6.06154963259385,0.0,0.0,0.0,0.01,1.16
10.0,0.0038073400012955524,0.0,6.081322300952057,0.0,0.3111849954900851,0.01643295157764638,6.081322300952057,0.0,0.0,0.0,0.01,1.17
10.0,0.0037871815459288513,0.0,6.1007795827215885,0.0,0.31410024985168733,0.016744732756655233,6.1007795827215885,0.0,0.0,0.0,0.01,1.18
10.0,0.0037673726124139804,0.0,6.119926139460588,0.0,0.3169881495573131,0.01705938042757955,6.119926139460588,0.0,0.0,0.0,0.01,1.19
10.0,0.0037479082506405867,0.0,6.138766572642066,0.0,0.3198485484150664,0.017376866882518525,6.138766572642066,0.0,0.0,0.0,0.01,1.2
10.0,0.00372878355661142,0.0,6.157305426911439,0.0,0.32268131736126376,0.017697164297692823,6.157305426911439,0.0,0.0,0.0,0.01,1.21
10.0,0.003709993673196844,0.0,6.175547190201208,0.0,0.32548634377821634,0.018020244756375658,6.175547190201208,0.0,0.0,0.0,0.01,1.22
10.0,0.0036915337908893443,0.0,6.193496293845617,0.0,0.3282635308120121,0.018346080271823842,6.193496293845617,0.0,0.0,0.0,0.01,1.23
10.0,0.0036733991429093666,0.0,6.211157115312378,0.0,0.33101279817288576,0.018674642723143262,6.2111571153123775,0.0,0.0,0.0,0.01,1.24
10.0,0.00365558499707834,0.0,6.228533982432158,0.0,0.33373408378409486,0.01900590374132546,6.2285339824321575,0.0,0.0,0.0,0.01,1.25
10.0,0.0036380866770614304,0.0,6.245631164020975,0.0,0.3364273377222216,0.019339835047973528,6.245631164020974,0.0,0.0,0.0,0.01,1.26
10.0,0.0036208995546644545,0.0,6.262452873913302,0.0,0.33909252375479204,0.019676408347872317,6.262452873913301,0.0,0.0,0.0,0.01,1.27
10.0,0.0036040190497546444,0.0,6.27900327146301,0.0,0.3417296188768879,0.02001559533906864,6.279003271463009,0.0,0.0,0.0,0.01,1.28
10.0,0.003587440630745952,0.0,6.29528646178276,0.0,0.3443386126995869,0.0203573677316529,6.2952864617827595,0.0,0.0,0.0,0.01,1.29
10.0,0.0035711598143298127,0.0,6.311306496296598,0.0,0.3469195070889138,0.02070169725397025,6.311306496296596,0.0,0.0,0.0,0.01,1.3
10.0,0.0035551721539800445,0.0,6.327067377952242,0.0,0.3494723195318627,0.021048555471809633,6.327067377952241,0.0,0.0,0.0,0.01,1.31
10.0,0.003539473253557629,0.0,6.3425730560147695,0.0,0.3519970781690742,0.021397914025754923,6.342573056014768,0.0,0.0,0.0,0.01,1.32
10.0,0.003524058767834807,0.0,6.357827426289899,0.0,0.35449382117039585,0.021749744650612888,6.357827426289897,0.0,0.0,0.0,0.01,1.33
10.0,0.0035089243998470175,0.0,6.372834332664007,0.0,0.35696259716362216,0.022104019141993204,6.372834332664005,0.0,0.0,0.0,0.01,1.34
10.0,0.003494065901146812,0.0,6.387597567439561,0.0,0.35940346469975654,0.022460709371235267,6.387597567439559,0.0,0.0,0.0,0.01,1.35
10.0,0.003479479072043765,0.0,6.402120871675502,0.0,0.3618164917240967,0.0228197873000812,6.4021208716755,0.0,0.0,0.0,0.01,1.36
10.0,0.0034651597549488775,0.0,6.416407937960339,0.0,0.36420175791398124,0.02318122487043919,6.4164079379603365,0.0,0.0,0.0,0.01,1.37
10.0,0.0034511038376710303,0.0,6.4304624096741865,0.0,0.36655935287918057,0.02354499407442478,6.430462409674185,0.0,0.0,0.0,0.01,1.38
10.0,0.003437307259635765,0.0,6.444287879219818,0.0,0.36888937314739256,0.023911067077339143,6.444287879219816,0.0,0.0,0.0,0.01,1.39
10.0,0.003423766008127909,0.0,6.457887889773277,0.0,0.37119192329711415,0.024279416159932673,6.457887889773275,0.0,0.0,0.0,0.01,1.4
10.0,0.003410476118377133,0.0,6.471265935678707,0.0,0.3734671154928957,0.02465001373028198,6.471265935678705,0.0,0.0,0.0,0.01,1.41
10.0,0.0033974336736435073,0.0,6.484425462843192,0.0,0.37571506902059487,0.025022832335666906,6.48442546284319,0.0,0.0,0.0,0.01,1.42
10.0,0.0033846348021951142,0.0,6.497369870074721,0.0,0.3779359113206852,0.0253978446138997,6.497369870074719,0.0,0.0,0.0,0.01,1.43
10.0,0.003372075673761521,0.0,6.510102510579199,0.0,0.38012977927420466,0.025775023234443122,6.510102510579197,0.0,0.0,0.0,0.01,1.44
10.0,0.003359752509139186,0.0,6.522626689466423,0.0,0.38229681414936423,0.02615434109574959,6.5226266894664215,0.0,0.0,0.0,0.01,1.45
10.0,0.0033476615761139413,0.0,6.534945665408224,0.0,0.38443716314343723,0.026535771256034735,6.534945665408222,0.0,0.0,0.0,0.01,1.46
10.0,0.0033357991892195077,0.0,6.5470626511325465,0.0,0.3865509790756513,0.026919286938783076,6.547062651132545,0.0,0.0,0.0,0.01,1.47
10.0,0.0033241617096826754,0.0,6.558980813860887,0.0,0.3886384199901034,0.027304861541890296,6.558980813860885,0.0,0.0,0.0,0.01,1.48
10.0,0.0033127455443734814,0.0,6.570703275970273,0.0,0.39069964933496176,0.02769246862550332,6.5707032759702715,0.0,0.0,0.0,0.01,1.49
10.0,0.0033015471406021815,0.0,6.582233116592549,0.0,0.39273483854711244,0.02808208181094386,6.582233116592548,0.0,0.0,0.0,0.01,1.5
10.0,0.0032905629937231063,0.0,6.593573370323394,0.0,0.39474416221933856,0.028473674953816266,6.5935733703233925,0.0,0.0,0.0,0.01,1.51
10.0,0.0032797896450758855,0.0,6.6047270281120145,0.0,0.39672779886388393,0.028867222110246803,6.604727028112013,0.0,0.0,0.0,0.01,1.52
10.0,0.003269223681144618,0.0,6.6156970378759565,0.0,0.39868593097061145,0.02926269752919805,6.615697037875955,0.0,0.0,0.0,0.01,1.53
10.0,0.0032588617333961286,0.0,6.626486304962675,0.0,0.4006187446718472,0.029660075659322015,6.626486304962674,0.0,0.0,0.0,0.01,1.54
10.0,0.003248700477943018,0.0,6.637097692634264,0.0,0.40252642952841833,0.030059331151650343,6.637097692634263,0.0,0.0,0.0,0.01,1.55
10.0,0.0032387366312765474,0.0,6.647534023071883,0.0,0.4044091810342796,0.030460438768903482,6.647534023071882,0.0,0.0,0.0,0.01,1.56
10.0,0.0032289669541534956,0.0,6.6577980773019645,0.0,0.40626719748084733,0.030863373488538764,6.657798077301963,0.0,0.0,0.0,0.01,1.57
10.0,0.003219388251980204,0.0,6.667892595585607,0.0,0.4081006792443111,0.03126811052257147,6.667892595585605,0.0,0.0,0.0,0.01,1.58
10.0,0.003209997373395944,0.0,6.677820278046072,0.0,0.4099098293185133,0.03167462529461164,6.67782027804607,0.0,0.0,0.0,0.01,1.59
10.0,0.0032007912100304324,0.0,6.687583785141031,0.0,0.4116948530356444,0.03208289344479881,6.68758378514103,0.0,0.0,0.0,0.01,1.6
10.0,0.0031917666962613493,0.0,6.697185738134801,0.0,0.41345595778693833,0.03249289083473668,6.697185738134799,0.0,0.0,0.0,0.01,1.61
10.0,0.0031829207965841143,0.0,6.706628735564073,0.0,0.41519334681089437,0.0329045936070997,6.706628735564072,0.0,0.0,0.0,0.01,1.62
10.0,0.003174250553296663,0.0,6.715915279345736,0.0,0.4169072546671871,0.03331797767588801,6.715915279345735,0.0,0.0,0.0,0.01,1.63
10.0,0.003165753003648874,0.0,6.725047908693197,0.0,0.41859787993154485,0.03373301974638267,6.725047908693196,0.0,0.0,0.0,0.01,1.64
10.0,0.003157425249055478,0.0,6.73402908941253,0.0,0.4202654402235592,0.034149696491464515,6.734029089412529,0.0,0.0,0.0,0.01,1.65
10.0,0.0031492644307464035,0.0,6.742861252023336,0.0,0.42191015369387486,0.034567984821346674,6.742861252023335,0.0,0.0,0.0,0.01,1.66
10.0,0.0031412677297667827,0.0,6.7515467917587335,0.0,0.42353223902418924,0.034987861883574514,6.751546791758733,0.0,0.0,0.0,0.01,1.67
10.0,0.003133432365382232,0.0,6.760088069015584,0.0,0.4251319163378699,0.03540930503097366,6.760088069015583,0.0,0.0,0.0,0.01,1.68
10.0,0.0031257555928731664,0.0,6.7684874099771895,0.0,0.4267094084594473,0.035832291777318295,6.768487409977188,0.0,0.0,0.0,0.01,1.69
10.0,0.0031182347098743088,0.0,6.77674710482354,0.0,0.4282649372946218,0.03625679992474794,6.7767471048235395,0.0,0.0,0.0,0.01,1.7
10.0,0.003110867053704999,0.0,6.784869408485019,0.0,0.4297987253547127,0.036682807510109765,6.784869408485018,0.0,0.0,0.0,0.01,1.71
10.0,0.0031036500011806427,0.0,6.792856540695624,0.0,0.43131099586432614,0.037110292801168926,6.792856540695623,0.0,0.0,0.0,0.01,1.72
10.0,0.00309658096861271,0.0,6.800710685992978,0.0,0.432801972761355,0.03753923429660853,6.800710685992977,0.0,0.0,0.0,0.01,1.73
10.0,0.003089657411808735,0.0,6.808433993718322,0.0,0.434271880696979,0.03796961072602965,6.808433993718321,0.0,0.0,0.0,0.01,1.74
10.0,0.003082876820805638,0.0,6.81602858310171,0.0,0.4357209443174197,0.03840140103243876,6.816028583101709,0.0,0.0,0.0,0.01,1.75
10.0,0.0030762367038188474,0.0,6.823496558759773,0.0,0.4371493860749996,0.03883458431887596,6.823496558759772,0.0,0.0,0.0,0.01,1.76
10.0,0.0030697346202072017,0.0,6.830839978866784,0.0,0.43855743072373693,0.03926913995802862,6.830839978866783,0.0,0.0,0.0,0.01,1.77
10.0,0.003063368169235172,0.0,6.838060866005181,0.0,0.43994530378679153,0.039705047554863974,6.83806086600518,0.0,0.0,0.0,0.01,1.78
10.0,0.0030571349880894982,0.0,6.845161209080585,0.0,0.44131323128598327,0.04014228694003408,6.845161209080584,0.0,0.0,0.0,0.01,1.79
10.0,0.003051032751879192,0.0,6.852142963321802,0.0,0.44266143974179223,0.040580838169875844,6.852142963321801,0.0,0.0,0.0,0.01,1.8
10.0,0.0030450591736355327,0.0,6.859008050280818,0.0,0.4439901561733585,0.041020681526411,6.859008050280817,0.0,0.0,0.0,0.01,1.81
