Time,Target,Kd,Ksp,P,dspksp,dspspkd,h,k0,ka,ks,ku,s,univ,___r1,___r2
0.0,10.0,1e-05,0.001,40.0,39.999958333378544,39.9799633431637,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,5.497745311542151,1.0
0.01,10.044954971882312,1e-05,0.001,40.0,39.999958333378544,39.9799633431637,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,5.497745311542151,1.0044954971882312
0.02,10.089865011261965,1e-05,0.001,40.0,39.999958333378544,39.9799633431637,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,5.497745311542151,1.0089865011261965
0.03,10.134730163049598,1e-05,0.001,40.0,39.999958333378544,39.9799633431637,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,5.497745311542151,1.01347301630496
0.04,10.179550472110481,1e-05,0.001,40.0,39.999958333378544,39.9799633431637,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,5.497745311542151,1.0179550472110481
0.05,10.224325983256522,1e-05,0.001,40.0,39.999958333378544,39.9799633431637,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,5.497745311542151,1.0224325983256521
0.06,10.269056741226496,1e-05,0.001,40.0,39.999958333378544,39.9799633431637,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,5.497745311542151,1.0269056741226497
0.07,10.313742790762698,1e-05,0.001,40.0,39.999958333378544,39.9799633431637,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,5.497745311542151,1.0313742790762699
0.08,10.358384176567283,1e-05,0.001,40.0,39.999958333378544,39.9799633431637,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,5.497745311542151,1.0358384176567283
0.09,10.402980943295194,1e-05,0.001,40.0,39.999958333378544,39.9799633431637,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,5.497745311542151,1.0402980943295195
0.1,10.447533135554174,1e-05,0.001,40.0,39.999958333378544,39.9799633431637,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,5.497745311542151,1.0447533135554175
0.11,10.49204079790476,1e-05,0.001,40.0,39.999958333378544,39.9799633431637,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,5.497745311542151,1.049204079790476
0.12,10.536503974860281,1e-05,0.001,40.0,39.999958333378544,39.9799633431637,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,5.497745311542151,1.053650397486028
0.13,10.580922710886869,1e-05,0.001,40.0,39.999958333378544,39.9799633431637,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,5.497745311542151,1.0580922710886869
0.14,10.625297050403443,1e-05,0.001,40.0,39.999958333378544,39.9799633431637,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,5.497745311542151,1.0625297050403444
0.15,10.669627037784913,1e-05,0.001,40.0,39.999958333378544,39.9799633431637,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,5.497745311542151,1.0669627037784915
0.16,10.713912717373018,1e-05,0.001,40.0,39.999958333378544,39.9799633431637,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,5.497745311542151,1.071391271737302
0.17,10.758154133452987,1e-05,0.001,40.0,39.999958333378544,39.9799633431637,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,5.497745311542151,1.0758154133452986
0.18,10.802351330261718,1e-05,0.001,40.0,39.999958333378544,39.9799633431637,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,5.497745311542151,1.080235133026172
0.19,10.846504351989468,1e-05,0.001,40.0,39.999958333378544,39.9799633431637,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,5.497745311542151,1.0846504351989468
0.2,10.890613242779855,1e-05,0.001,40.0,39.999958333378544,39.9799633431637,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,5.497745311542151,1.0890613242779856
0.21,10.934678046729852,1e-05,0.001,40.0,39.999958333378544,39.9799633431637,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,5.497745311542151,1.0934678046729853
0.22,10.978698807889794,1e-05,0.001,40.0,39.999958333378544,39.9799633431637,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,5.497745311542151,1.0978698807889795
0.23,11.02267557026337,1e-05,0.001,40.0,39.999958333378544,39.9799633431637,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,5.497745311542151,1.1022675570263372
0.24,11.066608377807631,1e-05,0.001,40.0,39.999958333378544,39.9799633431637,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,5.497745311542151,1.1066608377807632
0.25,11.110497274447335,1e-05,0.001,40.0,39.999958333378544,39.9799633431637,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,5.497745311542151,1.1110497274447335
0.26,11.154342304123691,1e-05,0.001,40.0,39.999958333378544,39.9799633431637,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,5.497745311542151,1.1154342304123692
0.27,11.198143510689423,1e-05,0.001,40.0,39.999958333378544,39.9799633431637,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,5.497745311542151,1.1198143510689424
0.28,11.241900937945566,1e-05,0.001,40.0,39.999958333378544,39.9799633431637,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,5.497745311542151,1.1241900937945566
0.29,11.285614629649041,1e-05,0.001,40.0,39.999958333378544,39.9799633431637,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,5.497745311542151,1.1285614629649041
0.3,11.329284629512667,1e-05,0.001,40.0,39.999958333378544,39.9799633431637,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,5.497745311542151,1.1329284629512668
0.31,11.37291098120515,1e-05,0.001,40.0,39.999958333378544,39.9799633431637,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,5.497745311542151,1.137291098120515
0.32,11.416493728351083,1e-05,0.001,40.0,39.999958333378544,39.9799633431637,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,5.497745311542151,1.1416493728351085
0.33,11.46003291453096,1e-05,0.001,40.0,39.999958333378544,39.9799633431637,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,5.497745311542151,1.146003291453096
0.34,11.50352858328115,1e-05,0.001,40.0,39.999958333378544,39.9799633431637,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,5.497745311542151,1.150352858328115
0.35,11.54698077809639,1e-05,0.001,40.0,39.999958333378544,39.9799633431637,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,5.497745311542151,1.1546980778096392
0.36,11.590389542438162,1e-05,0.001,40.0,39.999958333378544,39.9799633431637,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,5.497745311542151,1.1590389542438162
0.37,11.63375491971663,1e-05,0.001,40.0,39.999958333378544,39.9799633431637,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,5.497745311542151,1.163375491971663
0.38,11.677076953296986,1e-05,0.001,40.0,39.999958333378544,39.9799633431637,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,5.497745311542151,1.1677076953296985
0.39,11.720355686500751,1e-05,0.001,40.0,39.999958333378544,39.9799633431637,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,5.497745311542151,1.1720355686500752
0.4,11.763591162605769,1e-05,0.001,40.0,39.999958333378544,39.9799633431637,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,5.497745311542151,1.1763591162605769
0.41,11.806783424846202,1e-05,0.001,40.0,39.999958333378544,39.9799633431637,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,5.497745311542151,1.1806783424846203
0.42,11.849932516412554,1e-05,0.001,40.0,39.999958333378544,39.9799633431637,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,5.497745311542151,1.1849932516412556
0.43,11.893038480451645,1e-05,0.001,40.0,39.999958333378544,39.9799633431637,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,5.497745311542151,1.1893038480451645
0.44,11.936101360066617,1e-05,0.001,40.0,39.999958333378544,39.9799633431637,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,5.497745311542151,1.1936101360066618
0.45,11.979121198292317,1e-05,0.001,40.0,39.999958333378544,39.9799633431637,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,5.497745311542151,1.1979121198292317
0.46,12.02209803822367,1e-05,0.001,40.0,39.999958333378544,39.9799633431637,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,5.497745311542151,1.202209803822367
0.47,12.065031922795816,1e-05,0.001,40.0,39.999958333378544,39.9799633431637,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,5.497745311542151,1.2065031922795817
0.48,12.10792289494384,1e-05,0.001,40.0,39.999958333378544,39.9799633431637,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,5.497745311542151,1.210792289494384
0.49,12.150770997559253,1e-05,0.001,40.0,39.999958333378544,39.9799633431637,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,5.497745311542151,1.2150770997559253
0.5,12.19357627349005,1e-05,0.001,40.0,39.999958333378544,39.9799633431637,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,5.497745311542151,1.2193576273490052
0.51,12.236338765540753,1e-05,0.001,40.0,39.999958333378544,39.9799633431637,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,5.497745311542151,1.2236338765540753
0.52,12.27905851647245,1e-05,0.001,40.0,39.999958333378544,39.9799633431637,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,5.497745311542151,1.227905851647245
0.53,12.32173556900284,1e-05,0.001,40.0,39.999958333378544,39.9799633431637,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,5.497745311542151,1.232173556900284
0.54,12.36436996580628,1e-05,0.001,40.0,39.999958333378544,39.9799633431637,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,5.497745311542151,1.2364369965806281
0.55,12.406961749562278,1e-05,0.001,40.0,39.999958333378544,39.9799633431637,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,5.497745311542151,1.240696174956228
0.56,12.44951096308792,1e-05,0.001,40.0,39.999958333378544,39.9799633431637,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,5.497745311542151,1.2449510963087922
0.57,12.492017648966875,1e-05,0.001,40.0,39.999958333378544,39.9799633431637,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,5.497745311542151,1.2492017648966875
0.58,12.534481849711906,1e-05,0.001,40.0,39.999958333378544,39.9799633431637,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,5.497745311542151,1.2534481849711907
0.59,12.576903607792827,1e-05,0.001,40.0,39.999958333378544,39.9799633431637,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,5.497745311542151,1.2576903607792829
0.6,12.61928296563656,1e-05,0.001,40.0,39.999958333378544,39.9799633431637,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,5.497745311542151,1.261928296563656
0.61,12.661619965627166,1e-05,0.001,40.0,39.999958333378544,39.9799633431637,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,5.497745311542151,1.2661619965627167
0.62,12.703914650105897,1e-05,0.001,40.0,39.999958333378544,39.9799633431637,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,5.497745311542151,1.2703914650105899
0.63,12.746167061371242,1e-05,0.001,40.0,39.999958333378544,39.9799633431637,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,5.497745311542151,1.2746167061371243
0.64,12.788377241678965,1e-05,0.001,40.0,39.999958333378544,39.9799633431637,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,5.497745311542151,1.2788377241678965
0.65,12.830545233242159,1e-05,0.001,40.0,39.999958333378544,39.9799633431637,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,5.497745311542151,1.2830545233242159
0.66,12.872671078231278,1e-05,0.001,40.0,39.999958333378544,39.9799633431637,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,5.497745311542151,1.287267107823128
0.67,12.914754818774197,1e-05,0.001,40.0,39.999958333378544,39.9799633431637,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,5.497745311542151,1.29147548187742
