Target,Time
10.0,0.0
10.044954971882312,0.01
10.089865011261965,0.02
10.134730163049598,0.03
10.179550472110481,0.04
10.224325983256522,0.05
10.269056741226496,0.06
10.313742790762698,0.07
10.358384176567283,0.08
10.402980943295194,0.09
10.447533135554174,0.1
10.49204079790476,0.11
10.536503974860281,0.12
10.580922710886869,0.13
10.625297050403443,0.14
10.669627037784913,0.15
10.713912717373018,0.16
10.758154133452987,0.17
10.802351330261718,0.18
10.846504351989468,0.19
10.890613242779855,0.2
10.934678046729852,0.21
10.978698807889794,0.22
11.02267557026337,0.23
11.066608377807631,0.24
11.110497274447335,0.25
11.154342304123691,0.26
11.198143510689423,0.27
11.241900937945566,0.28
11.285614629649041,0.29
11.329284629512667,0.3
11.37291098120515,0.31
11.416493728351083,0.32
11.46003291453096,0.33
11.50352858328115,0.34
11.54698077809639,0.35
11.590389542438162,0.36
11.63375491971663,0.37
11.677076953296986,0.38
11.720355686500751,0.39
11.763591162605769,0.4
11.806783424846202,0.41
11.849932516412554,0.42
11.893038480451645,0.43
11.936101360066617,0.44
11.979121198292317,0.45
12.02209803822367,0.46
12.065031922795816,0.47
12.10792289494384,0.48
12.150770997559253,0.49
12.19357627349005,0.5
12.236338765540753,0.51
12.27905851647245,0.52
12.32173556900284,0.53
12.36436996580628,0.54
12.406961749562278,0.55
12.44951096308792,0.56
12.492017648966875,0.57
12.534481849711906,0.58
12.576903607792827,0.59
12.61928296563656,0.6
12.661619965627166,0.61
12.703914650105897,0.62
12.746167061371242,0.63
12.788377241678965,0.64
12.830545233242159,0.65
12.872671078231278,0.66
12.914754818774197,0.67
12.956796496956247,0.68
12.998796154820257,0.69
13.040753834366608,0.7
13.082669577553276,0.71
13.124543426295865,0.72
13.166375422467667,0.73
13.2081656078997,0.74
13.249914024380752,0.75
13.291620713657428,0.76
13.333285717434192,0.77
13.374909077373413,0.78
13.416490835095413,0.79
13.458031032178505,0.8
13.499529710159045,0.81
13.540986910531469,0.82
13.582402674748348,0.83
13.62377704422042,0.84
13.665110060316643,0.85
13.706401764364244,0.86
13.747652197648755,0.87
13.788861401414053,0.88
13.830029416862418,0.89
13.871156285154578,0.9
13.912242047409741,0.91
13.953286744705645,0.92
13.994290418078608,0.93
14.035253108523566,0.94
14.076174856994127,0.95
14.117055704402604,0.96
14.157895691620062,0.97
14.198694859476374,0.98
14.23945324876025,0.99
14.280170900219296,1.0
14.32084785456005,1.01
14.361484152448023,1.02
14.40207983450776,1.03
14.442634941322863,1.04
14.483149513436055,1.05
14.523623591349216,1.06
14.564057215523421,1.07
14.604450426379003,1.08
14.644803264295582,1.09
14.68511576961211,1.1
14.725387982626927,1.11
14.765619943597796,1.12
14.805811692741951,1.13
14.845963270236144,1.14
14.886074716216683,1.15
14.926146070779483,1.16
14.966177373980111,1.17
15.006168665833826,1.18
15.046119986315626,1.19
15.086031375360292,1.2
15.125902872862437,1.21
15.165734518676544,1.22
15.205526352617015,1.23
15.245278414458218,1.24
15.284990743934522,1.25
15.324663380740356,1.26
15.364296364530237,1.27
15.403889734918836,1.28
15.443443531480996,1.29
15.482957793751803,1.3
15.522432561226612,1.31
15.561867873361104,1.32
15.601263769571316,1.33
15.64062028923371,1.34
15.679937471685188,1.35
15.719215356223156,1.36
15.758453982105575,1.37
15.797653388550978,1.38
15.836813614738542,1.39
15.875934699808122,1.4
15.915016682860292,1.41
15.9540596029564,1.42
15.9930634991186,1.43
16.032028410329907,1.44
16.07095437553424,1.45
16.109841433636454,1.46
16.148689623502417,1.47
16.187498983959006,1.48
16.226269553794207,1.49
16.26500137175711,1.5
16.303694476557983,1.51
16.342348906868313,1.52
16.38096470132084,1.53
16.419541898509614,1.54
16.45808053705863,1.55
16.496580655809208,1.56
16.535042293294907,1.57
16.573465487971507,1.58
16.611850278256583,1.59
16.650196702529524,1.6
16.68850479913163,1.61
16.726774606366096,1.62
16.765006162498107,1.63
16.80319950575486,1.64
16.841354674325625,1.65
16.879471706361777,1.66
16.91755063997685,1.67
16.955591513246585,1.68
