data_set_T,data_set_A,data_set_C,data_set_CER,data_set_N,data_set_NIR,data_set_RIR,data_set_TSEC,data_set_V
1520.0,0.46014819,0.14387715,100.32559,0.00044938806,0.72788274,0.21066296,1.52,-63.135342
1600.0,0.46015665,0.13078386,100.34396,9.60611e-05,0.75665683,0.2043393,1.6,-62.131252
1680.0,0.46015853,0.12383901,100.34653,0.00013241844,0.77823323,0.19191979,1.6799999,-60.229687
1760.0,0.46015745,0.12182596,100.34193,0.00024646986,0.79251623,0.17099543,1.76,-56.671017
1840.0,0.46015841,0.14320539,100.34222,0.16426721,0.79209876,0.055287376,1.84,-7.9509206
1920.0,0.46018344,0.15495063,100.40056,0.0065391641,0.79123604,0.20385838,1.92,-62.510838
2000.0,0.46019772,0.13742252,100.43281,0.00012613222,0.81357831,0.20931098,2.0,-62.883213
2080.0,0.46020287,0.12719974,100.44306,0.00010590496,0.83162189,0.19987464,2.0799999,-61.459446
2160.0,0.46020308,0.12236182,100.44144,0.0001611218,0.84445071,0.18520243,2.1600001,-59.14645
2240.0,0.46020174,0.1228849,100.43605,0.00041440007,0.851502,0.15443978,2.24,-53.378201
2320.0,0.46021318,0.16775098,100.46146,0.12998913,0.83521879,0.11440904,2.3199999,-51.389816
2400.0,0.46023533,0.14701271,100.51257,0.0009638794,0.84891158,0.2105082,2.4000001,-63.1632
2480.0,0.4602454,0.13263354,100.53451,9.4446521e-05,0.86441469,0.20639899,2.48,-62.439148
2560.0,0.46024814,0.12473106,100.53886,0.00012111024,0.87608135,0.1950433,2.5599999,-60.719494
2640.0,0.46024734,0.12174588,100.53458,0.00020443495,0.88374203,0.17719515,2.6400001,-57.786602
2720.0,0.46024662,0.12717859,100.53049,0.0015167324,0.88565975,0.119451,2.72,-44.010124
2800.0,0.4602679,0.1601017,100.57949,0.020222915,0.87100285,0.19088939,2.8,-61.187443
2880.0,0.46028501,0.14078002,100.61823,0.00021650264,0.88379949,0.21070834,2.8800001,-63.108181
2960.0,0.46029183,0.12907305,100.63224,9.8163102e-05,0.89479643,0.20285092,2.96,-61.907955
3040.0,0.46029288,0.1230967,100.6323,0.00014091389,0.9026075,0.18979092,3.04,-59.892876
3120.0,0.46029156,0.12196184,100.62663,0.00028149839,0.90700293,0.16668379,3.1199999,-55.864319
3200.0,0.46029499,0.15987669,100.63239,0.42525622,0.89209104,0.036596749,3.2,-18.555193
3280.0,0.4603202,0.1524246,100.69067,0.0035395117,0.8945666,0.20752099,3.28,-62.894444
3360.0,0.46033311,0.13591351,100.71913,0.00010644447,0.90503192,0.20890522,3.3599999,-62.816063
3440.0,0.46033749,0.12643924,100.72704,0.00010852317,0.91313958,0.19897233,3.4400001,-61.322926
3520.0,0.46033734,0.1221266,100.72407,0.00016745688,0.91851169,0.18390684,3.52,-58.933407
3600.0,0.460336,0.12329116,100.71816,0.00046842863,0.92054045,0.15071569,3.5999999,-52.563385
3680.0,0.46034923,0.16692831,100.74747,0.096016504,0.90173721,0.13429196,3.6800001,-54.493496
3760.0,0.46037057,0.14604367,100.79618,0.0007310721,0.90960622,0.21108803,3.76,-63.22636
3840.0,0.46038014,0.13212061,100.81638,9.3080373e-05,0.9181459,0.20627467,3.8399999,-62.419239
3920.0,0.46038261,0.12452435,100.8196,0.00012178898,0.92435068,0.19484347,3.9200001,-60.68927
4000.0,0.46038172,0.12173514,100.81461,0.00020574001,0.92805856,0.17699707,4.0,-57.753754
4080.0,0.46038097,0.12736376,100.81007,0.001558632,0.92775351,0.11884009,4.0799999,-43.807674
4160.0,0.4604024,0.16015089,100.85889,0.019857429,0.91099793,0.19142091,4.1599998,-61.254776
4240.0,0.46041951,0.14086436,100.89719,0.00021324154,0.91930521,0.21103989,4.2399998,-63.155144
4320.0,0.46042636,0.12917556,100.91078,9.7045689e-05,0.92641342,0.20325667,4.3200002,-61.968414
4400.0,0.46042746,0.12318376,100.91045,0.00013832911,0.93129557,0.19043624,4.4000001,-59.996914
4480.0,0.46042612,0.12192031,100.90428,0.0002676635,0.93373287,0.16833383,4.48,-56.179871
4560.0,0.46042842,0.15390995,100.90686,0.38113397,0.92045319,0.037801325,4.5599999,-9.8592224
4640.0,0.46045381,0.15359263,100.96513,0.0045049042,0.91793531,0.20665672,4.6399999,-62.820362
4720.0,0.46046734,0.13668761,100.99459,0.00011153779,0.92572474,0.20960027,4.7199998,-62.919437
4800.0,0.46047208,0.12690543,101.00292,0.00010536304,0.93175876,0.20003636,4.8000002,-61.484417
4880.0,0.46047211,0.12231742,100.99994,0.00015910917,0.93565357,0.18565281,4.8800001,-59.223492
4960.0,0.46047071,0.12281425,100.99341,0.00038911446,0.9369607,0.15641667,4.96,-53.805466
5040.0,0.46048102,0.16840392,101.01521,0.15752821,0.91754401,0.10066944,5.04,-48.854809
5120.0,0.46050379,0.14800544,101.06692,0.0011511912,0.9229973,0.21089807,5.1199999,-63.234226
5200.0,0.46051434,0.13333148,101.08909,9.3049573e-05,0.93011886,0.20753041,5.1999998,-62.605553
5280.0,0.46051741,0.12517816,101.09324,0.00011558095,0.93531495,0.19668658,5.2800002,-60.974308
5360.0,0.46051675,0.12186094,101.08834,0.00018631652,0.93841058,0.18032478,5.3600001,-58.331238
5440.0,0.46051562,0.12493238,101.08237,0.00074174942,0.93848538,0.13743471,5.4400001,-49.355133
5520.0,0.46053353,0.16365023,101.12233,0.041525599,0.91981333,0.1733328,5.52,-59.339413
5600.0,0.46055263,0.14335541,101.16502,0.00035921333,0.92675984,0.21167323,5.5999999,-63.269226
5680.0,0.46056077,0.13064376,101.18121,9.3168543e-05,0.93324071,0.20516503,5.6799998,-62.252632
5760.0,0.46056253,0.12389176,101.18206,0.00012759979,0.93775278,0.19322444,5.7600002,-60.437893
5840.0,0.46056139,0.12178194,101.17587,0.00022402733,0.94014567,0.17418654,5.8400002,-57.257591
5920.0,0.46056119,0.13128963,101.17201,0.0050416882,0.93820089,0.097016118,5.9200001,-34.749962
6000.0,0.46058473,0.15799056,101.22537,0.011842907,0.92244041,0.19918887,6.0,-62.07098
6080.0,0.46060061,0.13951449,101.26009,0.00015858139,0.9296428,0.21104293,6.0799999,-63.143024
6160.0,0.46060678,0.12850074,101.27139,9.8270801e-05,0.93554288,0.20266792,6.1599998,-61.880043
6240.0,0.46060753,0.12296785,101.26964,0.00014161594,0.93947202,0.18963563,6.2399998,-59.87035
6320.0,0.46060613,0.12208539,101.2627,0.00028071235,0.94119483,0.16680522,6.3200002,-55.892384
6400.0,0.46060941,0.15922968,101.26707,0.42542067,0.92514628,0.036261976,6.4000001,-16.977209
6480.0,0.4606348,0.15292774,101.32468,0.0036839333,0.92488676,0.20796977,6.48,-62.968075
6560.0,0.46064794,0.1363529,101.35263,0.00010555818,0.93192047,0.20975916,6.5599999,-62.939449
6640.0,0.46065247,0.12680207,101.35992,0.00010498505,0.93729997,0.20012417,6.6399999,-61.497894
6720.0,0.46065247,0.12234583,101.35617,0.00015806306,0.94071335,0.18588813,6.7199998,-59.263641
6800.0,0.46065104,0.12283317,101.349,0.00037687618,0.94174474,0.15742902,6.8000002,-54.021133
6880.0,0.46066076,0.16871355,101.36878,0.17498404,0.9222104,0.092921808,6.8800001,-47.221436
6960.0,0.46068388,0.14859529,101.42078,0.0012703389,0.92704672,0.21112005,6.96,-63.274918
7040.0,0.46069473,0.13375704,101.44305,9.2403301e-05,0.93376791,0.20816457,7.04,-62.698288
7120.0,0.46069801,0.12546691,101.44706,0.00011270418,0.93868071,0.19757843,7.1199999,-61.111485
7200.0,0.46069741,0.12197969,101.4418,0.00017767529,0.94162315,0.18193565,7.1999998,-58.606537
7280.0,0.46069616,0.12421024,101.43491,0.00057649397,0.94187623,0.14458813,7.2800002,-51.150822
7360.0,0.46071193,0.16563626,101.46911,0.062773369,0.92259008,0.15722595,7.3600001,-57.505173
7440.0,0.46073225,0.14493738,101.51414,0.00050285878,0.92893171,0.21205714,7.4400001,-63.341476
7520.0,0.46074116,0.13163009,101.53166,9.1176546e-05,0.93529874,0.20643951,7.52,-62.441128
7600.0,0.46074337,0.12442914,101.53301,0.0001210822,0.93979162,0.19505626,7.5999999,-60.723892
7680.0,0.46074238,0.12183429,101.52663,0.00020149926,0.94229305,0.17772263,7.6799998,-57.884674
7760.0,0.46074158,0.12678845,101.52066,0.0012047163,0.94155097,0.1248661,7.7600002,-45.780754
7840.0,0.4607622,0.16144268,101.56644,0.024260277,0.92369288,0.18803342,7.8400002,-60.93272
7920.0,0.46077999,0.141868,101.60518,0.00024123771,0.93057507,0.21197976,7.9200001,-63.294495
8000.0,0.46078733,0.12989222,101.61873,9.3493749e-05,0.93658733,0.20468545,8.0,-62.180431
8080.0,0.4607887,0.12363534,101.61793,0.00013007349,0.94070107,0.19257328,8.0799999,-60.337067
8160.0,0.46078745,0.12188433,101.61075,0.0002310834,0.94278079,0.17318241,8.1599998,-57.079601
8240.0,0.4607875,0.13349074,101.60679,0.0098781157,0.94019878,0.087846614,8.2399998,-29.665157
8320.0,0.46081167,0.15752649,101.66091,0.010136922,0.92501056,0.20125739,8.3199997,-62.30146
8400.0,0.46082726,0.13930212,101.69422,0.00014617377,0.93200934,0.21140236,8.3999996,-63.19091
8480.0,0.46083328,0.12847668,101.70446,9.7301097e-05,0.93768448,0.20296395,8.4799995,-61.924057
8560.0,0.460834,0.12304109,101.70191,0.0001395937,0.94145519,0.19014315,8.5600004,-59.952942
8640.0,0.4608326,0.12211169,101.69422,0.00026873304,0.94312471,0.16824153,8.6400003,-56.168209
8720.0,0.46083489,0.15373781,101.69551,0.37208956,0.92976534,0.038299654,8.7200003,-9.2633104
8800.0,0.46086046,0.15410003,101.75285,0.0045904289,0.92633241,0.20731312,8.8000002,-62.921188
8880.0,0.4608742,0.1371647,101.78153,0.00010995711,0.93326211,0.21058272,8.8800001,-63.060387
8960.0,0.46087912,0.12732856,101.78902,0.00010164887,0.93862605,0.20131497,8.96,-61.677364
9040.0,0.46087933,0.1226095,101.78506,0.00014958272,0.94208634,0.18778123,9.04,-59.573936
9120.0,0.46087784,0.12250456,101.77709,0.00031795193,0.94335157,0.1628226,9.1199999,-55.121719
9200.0,0.46088398,0.16721116,101.78745,0.31422147,0.92464107,0.052389644,9.1999998,-33.8218
9280.0,0.46090868,0.15117131,101.84257,0.0022605271,0.92757481,0.210265,9.2799997,-63.218102
9360.0,0.46092084,0.13539171,101.86733,9.5874188e-05,0.93435597,0.20966494,9.3599997,-62.920033
9440.0,0.46092489,0.1264026,101.87253,0.00010606211,0.93943805,0.19976622,9.4399996,-61.444332
9520.0,0.46092466,0.12230947,101.86743,0.00015993655,0.94261825,0.185507,9.5200005,-59.203362
9600.0,0.46092319,0.12305631,101.85939,0.00038423846,0.94348097,0.15684927,9.6000004,-53.904465
9680.0,0.4609333,0.16893747,101.8792,0.16720933,0.92387128,0.096311212,9.6800003,-47.975197
9760.0,0.46095642,0.14870124,101.93031,0.0012156157,0.92870575,0.21173307,9.7600002,-63.358326
9840.0,0.46096727,0.13392906,101.9518,9.071314e-05,0.93530965,0.20873636,9.8400002,-62.780521
9920.0,0.46097058,0.12566119,101.95509,0.00011033819,0.94014037,0.19833906,9.9200001,-61.228245
10000.0,0.46097004,0.12211413,101.94909,0.00017050214,0.94306934,0.18334563,10.0,-58.845745
10080.0,0.46096867,0.12376346,101.94113,0.00047634044,0.94352913,0.1502628,10.08,-52.474262
10160.0,0.46098223,0.16750377,101.96913,0.094354689,0.92391783,0.13566925,10.16,-54.732738
10240.0,0.46100378,0.14664207,102.01632,0.00071675144,0.92971492,0.21243545,10.24,-63.416927
10320.0,0.46101356,0.13273191,102.03506,8.9226494e-05,0.93613851,0.20785241,10.32,-62.648827
10400.0,0.4610163,0.12507333,102.0368,0.00011438828,0.94074857,0.19705115,10.4,-61.032005
10480.0,0.46101549,0.12200007,102.03008,0.00018104466,0.94345444,0.18132888,10.48,-58.50705
10560.0,0.46101427,0.1246234,102.02232,0.00060852244,0.94351065,0.1430461,10.56,-50.784615
10640.0,0.46103066,0.16556591,102.05701,0.057314921,0.92427671,0.16155404,10.64,-58.042736
10720.0,0.46105084,0.14494833,102.10077,0.0004643251,0.93060124,0.21272923,10.72,-63.432388
10800.0,0.46105975,0.13176315,102.11724,8.9263769e-05,0.93685544,0.20705023,10.8,-62.529774
10880.0,0.46106198,0.12461329,102.11769,0.00011814876,0.94127506,0.19591828,10.88,-60.858376
10960.0,0.46106103,0.12194643,102.1104,0.00019123915,0.94378626,0.1794953,10.96,-58.194767
11040.0,0.46105999,0.12562859,102.10295,0.00080378319,0.94344044,0.1352734,11.04,-48.795292
11120.0,0.46107858,0.16374198,102.14292,0.037523657,0.92475766,0.1771787,11.12,-59.803646
11200.0,0.46109766,0.14358088,102.18381,0.00032960181,0.93136752,0.21280745,11.2,-63.426083
11280.0,0.46110585,0.13099298,102.19843,9.005655e-05,0.93747061,0.20635401,11.28,-62.426628
11360.0,0.4611077,0.12426039,102.19784,0.00012145928,0.94172966,0.19495426,11.36,-60.70985
11440.0,0.4611066,0.12193504,102.19009,0.00020068795,0.94407511,0.17788799,11.44,-57.917477
11520.0,0.46110576,0.12675691,102.183,0.0010973818,0.94333535,0.12717588,11.52,-46.49683
11600.0,0.46112612,0.16220173,102.227,0.026479056,0.92525876,0.18656759,11.6,-60.80827
11680.0,0.46114427,0.14250632,102.26556,0.00025454356,0.93201822,0.2127849,11.68,-63.411095
11760.0,0.4611519,0.13039704,102.27869,9.0920163e-05,0.93799275,0.20578171,11.76,-62.341869
11840.0,0.46115348,0.12399752,102.27728,0.00012423735,0.94212061,0.19417191,11.84,-60.588791
11920.0,0.46115226,0.12194962,102.26917,0.00020892666,0.94433004,0.17655234,11.92,-57.684498
12000.0,0.46115163,0.12795179,102.26244,0.0015328648,0.94321769,0.11923008,12.0,-43.965546
12080.0,0.46117324,0.16099399,102.30936,0.020137843,0.92572457,0.19226699,12.08,-61.405922
12160.0,0.4611907,0.14169836,102.3461,0.00021152437,0.93255782,0.21273096,12.16,-63.395462
12240.0,0.46119791,0.12995651,102.3581,9.1695729e-05,0.93842882,0.20534509,12.24,-62.277195
12320.0,0.46119925,0.12381146,102.35603,0.00012638213,0.94245422,0.1935818,12.32,-60.4972
12400.0,0.461198,0.12197662,102.34763,0.0002154752,0.9445585,0.17553158,12.4,-57.504913
12480.0,0.46119756,0.12909594,102.3412,0.0021260029,0.94311893,0.1122102,12.48,-41.448147
12560.0,0.46122003,0.160129,102.39009,0.016501935,0.92612487,0.19569142,12.56,-61.762894
12640.0,0.46123701,0.14113666,102.42551,0.00018687369,0.93299037,0.21268922,12.64,-63.384331
12720.0,0.4612439,0.12965712,102.43668,9.2222261e-05,0.93878394,0.2050523,12.72,-62.233799
12800.0,0.46124512,0.12369214,102.43412,0.00012783929,0.94273525,0.19319203,12.8,-60.436634
12880.0,0.46124381,0.12200525,102.4255,0.0002199,0.94476616,0.17486228,12.88,-57.386551
12960.0,0.46124348,0.12999691,102.41927,0.0027624087,0.94308317,0.10711133,12.96,-39.419865
13040.0,0.46126649,0.15960515,102.46928,0.01456709,0.92644358,0.1975957,13.04,-61.962067
13120.0,0.46128315,0.14080667,102.50385,0.00017371721,0.93331921,0.21268673,13.12,-63.380928
13200.0,0.46128988,0.12948877,102.51447,9.2401904e-05,0.93906212,0.20490839,13.2,-62.21244
13280.0,0.46129102,0.12363247,102.51158,0.00012852749,0.9429673,0.19300787,13.28,-60.408119
13360.0,0.46128967,0.12202796,102.50277,0.00022188033,0.94495696,0.17456929,13.36,-57.334869
13440.0,0.46128941,0.13043444,102.49657,0.0031257221,0.94315904,0.10485949,13.44,-38.463566
13520.0,0.46131262,0.15941851,102.54697,0.013848395,0.92667311,0.19835503,13.52,-62.043404
13600.0,0.46132919,0.14069937,102.58115,0.0001687075,0.93354666,0.21273769,13.6,-63.386936
13680.0,0.46133587,0.12944533,102.59149,9.2353504e-05,0.93926579,0.20491534,13.68,-62.213413
13760.0,0.46133697,0.12362837,102.58842,0.00012845118,0.94315237,0.19303097,13.76,-60.412006
13840.0,0.46133563,0.12204094,102.57946,0.00022128191,0.94513291,0.17466278,13.84,-57.352093
13920.0,0.46133533,0.13028304,102.57308,0.0029478399,0.94337481,0.10591504,13.92,-38.919506
14000.0,0.46135849,0.15956666,102.62318,0.014175715,0.92681104,0.19810343,14.0,-62.021023
14080.0,0.46137512,0.14081085,102.65741,0.00017073211,0.93367398,0.21284749,14.08,-63.402988
14160.0,0.46138182,0.12952426,102.66776,9.1986221e-05,0.93939614,0.20507327,14.16,-62.236706
14240.0,0.46138296,0.12367842,102.66463,0.00012761823,0.94329131,0.19325942,14.24,-60.447979
14320.0,0.46138164,0.12204409,102.65558,0.00021816856,0.94529432,0.1751359,14.32,-57.436882
14400.0,0.46138126,0.12960449,102.64884,0.0023691009,0.9437167,0.11004712,14.4,-40.616211
14480.0,0.46140403,0.16004992,102.69791,0.015623792,0.92685932,0.19677806,14.48,-61.888386
14560.0,0.46142092,0.14114244,102.73266,0.00018024504,0.93370134,0.21301274,14.56,-63.428642
14640.0,0.46142781,0.12972671,102.74328,9.1266207e-05,0.93945312,0.20537992,14.64,-62.281929
14720.0,0.461429,0.12378395,102.74024,0.00012604606,0.94338363,0.19368805,14.72,-60.515076
14800.0,0.46142772,0.12204088,102.73112,0.00021279871,0.94543952,0.17596638,14.8,-57.584469
14880.0,0.46142718,0.1285999,102.72389,0.0017383849,0.9441402,0.11644541,14.88,-43.010311
14960.0,0.46144924,0.16087052,102.77115,0.018539187,0.92682475,0.19410181,14.96,-61.616302
15040.0,0.46146658,0.14170043,102.80686,0.00019961907,0.9336282,0.21322146,15.04,-63.462425
15120.0,0.46147373,0.13005723,102.81803,9.0372356e-05,0.93943566,0.20583078,15.12,-62.34837
15200.0,0.4614751,0.12394881,102.81524,0.00012380278,0.94342792,0.19430861,15.2,-60.611782
15280.0,0.46147385,0.12203795,102.80611,0.0002055709,0.94556546,0.17711915,15.28,-57.787464
15360.0,0.46147314,0.12747942,102.7983,0.0012449365,0.94459885,0.12409567,15.36,-45.561535
15440.0,0.46149409,0.16203073,102.84283,0.023684796,0.92672056,0.18948352,15.44,-61.140942
15520.0,0.46151209,0.14249669,102.88,0.00023426881,0.93345249,0.2134503,15.52,-63.501518
15600.0,0.46151966,0.13052437,102.89202,8.9103443e-05,0.93934083,0.20641959,15.6,-62.435009
15680.0,0.46152124,0.12417968,102.88963,0.00012098426,0.94342101,0.19511026,15.68,-60.736092
15760.0,0.46152005,0.1220447,102.88055,0.00019694843,0.94566715,0.17855078,15.76,-58.03688
15840.0,0.46151912,0.126385,102.87213,0.0009051438,0.94505787,0.1321293,15.84,-47.944096
15920.0,0.46153858,0.163525,102.9129,0.032578036,0.92657167,0.18180731,15.92,-60.335732
16000.0,0.46155745,0.14354804,102.95202,0.00029422124,0.93317193,0.21366271,16.0,-63.541576
16080.0,0.46156552,0.13114016,102.96521,8.785195e-05,0.93916523,0.20713732,16.08,-62.540478
16160.0,0.4615674,0.12448561,102.96339,0.00011765527,0.94335938,0.19608112,16.16,-60.885803
16240.0,0.46156633,0.12207234,102.95444,0.00018740869,0.94573927,0.18021519,16.24,-58.323242
16320.0,0.4615652,0.12538917,102.94543,0.00067888474,0.94549447,0.13996704,16.32,-50.031372
16400.0,0.46158266,0.16532379,102.98125,0.048240922,0.9264226,0.16903615,16.4,-58.941677
16480.0,0.46160257,0.14487751,103.02285,0.00040041574,0.9327839,0.21379882,16.48,-63.575611
16560.0,0.46161136,0.13192114,103.03757,8.6863256e-05,0.93890387,0.20797193,16.559999,-62.662994
16640.0,0.4616136,0.12487873,103.03653,0.00011390825,0.9432379,0.19720826,16.639999,-61.058514
16720.0,0.46161264,0.12213385,103.0278,0.00017736452,0.94577509,0.18206707,16.719999,-58.637558
16800.0,0.46161136,0.12452086,103.01826,0.00052683946,0.94589293,0.14730109,16.799999,-51.810017
16880.0,0.46162626,0.16732228,103.04778,0.076889887,0.92635298,0.14773606,16.879999,-56.393681
16960.0,0.46164745,0.14651398,103.09241,0.00059516396,0.93228579,0.21376529,16.959999,-63.592987
17040.0,0.46165708,0.13288841,103.10903,8.5914544e-05,0.93855071,0.20890872,17.040001,-62.800442
17120.0,0.46165979,0.12537397,103.10901,0.00010986391,0.94305074,0.19847831,17.120001,-61.251816
17200.0,0.46165904,0.12224354,103.10062,0.00016716792,0.94576746,0.18406567,17.200001,-58.971863
17280.0,0.46165758,0.12378798,103.09061,0.00042198692,0.94624186,0.15401003,17.280001,-53.312805
17360.0,0.46166933,0.16916037,103.1124,0.13180597,0.92650717,0.11377349,17.360001,-51.366009
17440.0,0.46169207,0.14849249,103.16056,0.00096980802,0.93167675,0.21340477,17.440001,-63.57616
17520.0,0.4617027,0.1340683,103.17955,8.6301356e-05,0.93809861,0.2099254,17.52,-62.949806
17600.0,0.46170598,0.12598979,103.18079,0.00010562808,0.94279081,0.19987784,17.6,-61.46331
17680.0,0.46170548,0.12241716,103.17288,0.0001570719,0.94570857,0.18617617,17.68,-59.319653
17760.0,0.46170393,0.12319018,103.16254,0.00034739127,0.94653195,0.160083,17.76,-54.585178
17840.0,0.46171191,0.16941147,103.17516,0.24180818,0.92718858,0.069276609,17.84,-40.838844
17920.0,0.46173626,0.15085335,103.22717,0.0017305651,0.9309594,0.21244268,17.92,-63.495422
18000.0,0.46174815,0.13549279,103.24902,8.9307854e-05,0.93753964,0.21099228,18.0,-63.107208
18080.0,0.46175215,0.12674826,103.25184,0.00010128767,0.94245017,0.20139398,18.08,-61.690754
18160.0,0.46175194,0.1226718,103.24459,0.00014725435,0.94559014,0.18837173,18.16,-59.675999
18240.0,0.46175036,0.12272501,103.23403,0.00029261777,0.94675571,0.16556711,18.24,-55.671211
18320.0,0.46175435,0.16214643,103.23689,0.41978669,0.92980015,0.037253611,18.32,-20.216373
18400.0,0.46178004,0.15364146,103.29206,0.0033689959,0.93014461,0.21034919,18.4,-63.29501
18480.0,0.46179339,0.13720137,103.31734,9.8366116e-05,0.93686467,0.21206418,18.48,-63.266968
18560.0,0.46179822,0.12767643,103.3221,9.6877273e-05,0.94201946,0.20301302,18.559999,-61.931881
18640.0,0.46179843,0.12302701,103.31572,0.00013783343,0.9454034,0.19063206,18.639999,-60.037365
18720.0,0.46179688,0.12239172,103.3051,0.00025118073,0.94690615,0.17053324,18.719999,-56.608627
18800.0,0.46179786,0.14201197,103.30056,0.10296263,0.9414869,0.062139943,18.799999,-11.834258
18880.0,0.46182328,0.15689836,103.355,0.0071232435,0.9292599,0.20600365,18.879999,-62.859966
18960.0,0.46183836,0.13924098,103.38437,0.00012207228,0.93606466,0.21307243,18.959999,-63.420738
19040.0,0.46184424,0.12880647,103.39148,9.258918e-05,0.94148833,0.20471965,19.040001,-62.184345
19120.0,0.46184495,0.12350484,103.38623,0.00012886367,0.94513875,0.19294357,19.120001,-60.40147
19200.0,0.46184349,0.12219229,103.37573,0.00021895525,0.94697654,0.17505769,19.200001,-57.428391
19280.0,0.46184313,0.12968272,103.36789,0.0021801966,0.94538033,0.11170097,19.280001,-41.276535
19360.0,0.46186584,0.16064194,103.41571,0.016294504,0.92837077,0.19674952,19.360001,-61.918224
19440.0,0.46188301,0.14166769,103.44992,0.0001829667,0.93513101,0.21390502,19.440001,-63.55526
19520.0,0.46189007,0.13017733,103.45989,8.8527173e-05,0.94084507,0.20649457,19.52,-62.445385
19600.0,0.46189144,0.1241311,103.45607,0.00012037964,0.94478595,0.1952976,19.6,-60.766975
19680.0,0.46189016,0.12213247,103.44592,0.00019324501,0.94696015,0.1792161,19.68,-58.15551
19760.0,0.46188915,0.12605745,103.43639,0.00077012181,0.94647169,0.13648474,19.76,-49.138039
19840.0,0.46190766,0.16478953,103.47393,0.040211536,0.92762917,0.17580184,19.84,-59.713886
19920.0,0.46192718,0.14454734,103.51379,0.0003446895,0.93405789,0.21436775,19.92,-63.648182
20000.0,0.46193573,0.13183597,103.52721,8.5529609e-05,0.94007659,0.20830917,20.0,-62.71122
20080.0,0.46193787,0.12493648,103.52518,0.00011239958,0.94433343,0.19768828,20.08,-61.133083
20160.0,0.46193689,0.12222277,103.51561,0.00017225789,0.94684941,0.18307632,20.16,-58.809807
20240.0,0.46193552,0.12423265,103.50507,0.00045896429,0.94710958,0.15146516,20.24,-52.760971
20320.0,0.46194857,0.16878365,103.5294,0.10678241,0.92738277,0.12825589,20.32,-53.71579
20400.0,0.46197078,0.14795481,103.5757,0.00079782936,0.93284625,0.2140968,20.4,-63.658974
20480.0,0.46198112,0.1338388,103.59325,8.4671527e-05,0.93916881,0.21012002,20.48,-62.976379
20560.0,0.46198425,0.12595762,103.59348,0.00010492311,0.94376868,0.20011191,20.559999,-61.499428
20640.0,0.46198368,0.1224786,103.58478,0.00015476192,0.94663608,0.18669935,20.639999,-59.40728
20720.0,0.4619821,0.12315698,103.57368,0.00032835177,0.94749582,0.16189589,20.719999,-54.954464
20800.0,0.46198875,0.16853811,103.58247,0.30017644,0.92854524,0.055010077,20.799999,-35.154102
20880.0,0.46201369,0.15197073,103.63531,0.0021504187,0.93151307,0.21231762,20.879999,-63.504688
20960.0,0.46202615,0.13625364,103.65784,9.0414796e-05,0.93810713,0.21185455,20.959999,-63.232071
21040.0,0.46203047,0.12723888,103.66083,9.802133e-05,0.94307756,0.20256291,21.040001,-61.865509
21120.0,0.46203044,0.12292159,103.65336,0.00013989556,0.946311,0.19013929,21.120001,-59.960793
21200.0,0.46202883,0.12252644,103.6421,0.00025691526,0.94769102,0.16981617,21.200001,-56.47892
21280.0,0.46203011,0.1449033,103.63776,0.16483116,0.94074631,0.055130154,21.280001,-8.0125313
21360.0,0.46205574,0.15666574,103.69224,0.0064681149,0.93011367,0.20707227,21.360001,-62.983715
