data_gen_FeRest,data_gen_time
0.0,0.0
-4.267964959466159e-32,17.0
-1.0275664353211908e-31,34.0
4.758434748319741e-08,51.0
3.7415498055996694e-08,68.0
3.173683083520042e-08,85.0
2.82917459377199e-08,102.0
2.5946623639081984e-08,119.0
2.4151656468876593e-08,136.0
2.2627765487576858e-08,153.0
2.1287646242295195e-08,170.0
2.0075319857525818e-08,187.0
1.8975013659630468e-08,204.0
1.7994379066538287e-08,221.0
1.7074347437016693e-08,238.0
1.620111088784735e-08,255.0
1.5360768949629015e-08,272.0
1.4557874466864086e-08,289.0
1.3788638395321317e-08,306.0
1.3065212466761783e-08,323.0
1.2375351496629991e-08,340.0
1.1714705947305091e-08,357.0
1.1091775004781986e-08,374.0
1.0502640962860053e-08,391.0
9.943898065823043e-09,408.0
9.414356042464824e-09,425.0
8.914158976439197e-09,442.0
8.441128210335635e-09,459.0
7.993946677827569e-09,476.0
7.57088781944626e-09,493.0
7.170504306810522e-09,510.0
6.791483046121048e-09,527.0
6.432548040388191e-09,544.0
6.093323660624465e-09,561.0
5.772155963359229e-09,578.0
5.467850856687385e-09,595.0
5.1792218310195914e-09,612.0
4.90508995908226e-09,629.0
4.645904161777341e-09,646.0
4.400594566725852e-09,663.0
4.168070213462046e-09,680.0
3.94761036954308e-09,697.0
3.738540777239872e-09,714.0
3.5403257909309773e-09,731.0
3.3525452643615186e-09,748.0
3.174612830607249e-09,765.0
3.0060918354673412e-09,782.0
2.846597283814959e-09,799.0
2.6957845006190625e-09,816.0
2.552458158671305e-09,833.0
2.416701893383114e-09,850.0
2.2881715678195942e-09,867.0
2.166557418666387e-09,884.0
2.0515840562296656e-09,901.0
1.9426240343818e-09,918.0
1.8392915436729127e-09,935.0
1.7414567948372011e-09,952.0
1.6488521876601486e-09,969.0
1.561231789367568e-09,986.0
1.4783018095145301e-09,1003.0
1.3996014983603682e-09,1020.0
1.3250457644317748e-09,1037.0
1.2544204279947777e-09,1054.0
1.1875292373247886e-09,1071.0
1.1241941893761675e-09,1088.0
1.064255850451784e-09,1105.0
1.0075736768725808e-09,1122.0
9.539948604703494e-10,1139.0
9.029537432866264e-10,1156.0
8.545921856941668e-10,1173.0
8.08782207989859e-10,1190.0
7.654084736490101e-10,1207.0
7.243682834431451e-10,1224.0
6.85571569557804e-10,1241.0
6.489408897103404e-10,1258.0
6.144114212677198e-10,1275.0
5.815022290265529e-10,1292.0
5.503245130970695e-10,1309.0
5.208263958105523e-10,1326.0
4.929255982823762e-10,1343.0
4.665442971784444e-10,1360.0
4.416087074261851e-10,1377.0
4.180486649255476e-10,1394.0
3.9579720925999786e-10,1411.0
3.7475611188641165e-10,1428.0
3.5486408616508333e-10,1445.0
3.360650207944326e-10,1462.0
3.1829380496667526e-10,1479.0
3.0148561443476057e-10,1496.0
2.8557545068247364e-10,1513.0
2.7049768009453703e-10,1530.0
2.5618557312671365e-10,1547.0
2.4279239716387456e-10,1564.0
2.3033686893534909e-10,1581.0
2.1863429097213497e-10,1598.0
2.076400766794372e-10,1615.0
1.9730759285121747e-10,1632.0
1.8758759911610272e-10,1649.0
1.7842768738329452e-10,1666.0
1.6977172128847772e-10,1683.0
1.6155927563972966e-10,1700.0
1.537250758634291e-10,1717.0
1.461984374501651e-10,1734.0
1.389027054006462e-10,1751.0
1.3175469367160932e-10,1768.0
1.256558715200761e-10,1785.0
1.202444504369822e-10,1802.0
1.1520566175231957e-10,1819.0
1.1050346980371202e-10,1836.0
1.0609844916125517e-10,1853.0
1.019473778966279e-10,1870.0
9.800283085220435e-11,1887.0
9.421277291016558e-11,1904.0
9.052015226161136e-11,1921.0
8.686249367567204e-11,1938.0
8.317149176862029e-11,1955.0
7.93726042729829e-11,1972.0
7.538464530665251e-11,1989.0
7.263094484532005e-11,2006.0
7.011221982676031e-11,2023.0
6.772652601535122e-11,2040.0
6.545318284018624e-11,2057.0
6.327014726792247e-11,2074.0
6.115385545651718e-11,2091.0
5.90790644089639e-11,2108.0
5.7018693627029e-11,2125.0
5.494366676498788e-11,2142.0
5.282275328336139e-11,2159.0
5.0622410102652155e-11,2176.0
4.830662325708092e-11,2193.0
4.593337735816136e-11,2210.0
4.414851141418454e-11,2227.0
4.2404957139803303e-11,2244.0
4.069957947627014e-11,2261.0
3.902970565208347e-11,2278.0
3.73931010732969e-11,2295.0
3.578794521382854e-11,2312.0
3.421280750577026e-11,2329.0
3.266662322969704e-11,2346.0
3.114866940497614e-11,2363.0
2.965854068007652e-11,2380.0
2.819612522287803e-11,2397.0
2.676158061098076e-11,2414.0
2.536347531127216e-11,2431.0
2.4017122809649293e-11,2448.0
2.2710131933235096e-11,2465.0
2.1444997772313217e-11,2482.0
2.0224489246689317e-11,2499.0
1.9051629468760356e-11,2516.0
1.7929676106583863e-11,2533.0
1.686210174694721e-11,2550.0
1.585257425843687e-11,2567.0
1.4904937154507705e-11,2584.0
1.4023189956552229e-11,2601.0
1.3211468556969895e-11,2618.0
1.2474025582236342e-11,2635.0
1.1732782340170058e-11,2652.0
1.0963124913508652e-11,2669.0
1.0233164769075898e-11,2686.0
9.5426276449879e-12,2703.0
8.89115550953402e-12,2720.0
8.278297169334497e-12,2737.0
7.7034988774981e-12,2754.0
7.166094941779744e-12,2771.0
6.6652983327381564e-12,2788.0
6.200191291893494e-12,2805.0
5.769715939884994e-12,2822.0
5.3726648846285974e-12,2839.0
5.007671829474604e-12,2856.0
4.673202181365298e-12,2873.0
4.3675436589925945e-12,2890.0
4.08879690095567e-12,2907.0
3.8348660739186075e-12,2924.0
3.603449480768028e-12,2941.0
3.3920301687707344e-12,2958.0
3.197866537731348e-12,2975.0
3.0179829481499432e-12,2992.0
2.8491603293796896e-12,3009.0
2.6879267877844887e-12,3026.0
2.6571865135439e-12,3043.0
2.6611092885808324e-12,3060.0
2.689366773497092e-12,3077.0
2.7399533028859743e-12,3094.0
2.8106744805426028e-12,3111.0
2.8991391748866407e-12,3128.0
3.002751514384978e-12,3145.0
3.118702882974432e-12,3162.0
3.2439639154844395e-12,3179.0
3.3752764930597532e-12,3196.0
3.5091457385831383e-12,3213.0
3.641832012098074e-12,3230.0
3.769342906231436e-12,3247.0
3.8874252416162044e-12,3264.0
3.991557062314155e-12,3281.0
4.0769396312385546e-12,3298.0
4.138489425576858e-12,3315.0
4.170830132213401e-12,3332.0
4.168284643152103e-12,3349.0
4.124867050939156e-12,3366.0
4.034274644085721e-12,3383.0
3.8898799024906294e-12,3400.0
3.813132417021214e-12,3417.0
3.954320705371218e-12,3434.0
4.094401910219954e-12,3451.0
4.232108552608417e-12,3468.0
4.3661324366748985e-12,3485.0
4.495123180291216e-12,3502.0
4.617686745698951e-12,3519.0
4.732383970145685e-12,3536.0
4.837729096521227e-12,3553.0
4.932188303993856e-12,3570.0
5.0141782386465476e-12,3587.0
5.082064544113215e-12,3604.0
5.1341603922149414e-12,3621.0
5.1687250135962085e-12,3638.0
5.183962228361141e-12,3655.0
5.17801897670973e-12,3672.0
5.14898384957408e-12,3689.0
5.094885619254628e-12,3706.0
5.013691770056394e-12,3723.0
4.9033070289252e-12,3740.0
4.761571896083917e-12,3757.0
4.5862611756686905e-12,3774.0
4.375082506365179e-12,3791.0
4.255700092574324e-12,3808.0
4.162845960633687e-12,3825.0
4.060988507880614e-12,3842.0
3.950581119417536e-12,3859.0
3.832148220404234e-12,3876.0
3.706286843386484e-12,3893.0
3.573668195624671e-12,3910.0
3.4350392264224274e-12,3927.0
3.291224194455258e-12,3944.0
3.143126235099165e-12,3961.0
2.9917289277592835e-12,3978.0
2.8380978631985025e-12,3995.0
2.6833822108661e-12,4012.0
2.5288162862263652e-12,4029.0
2.3757211180872304e-12,4046.0
2.2255060159289e-12,4063.0
2.0796701372324748e-12,4080.0
1.9398040548085857e-12,4097.0
1.8075913241260176e-12,4114.0
1.6848100506403404e-12,4131.0
1.5733344571225363e-12,4148.0
1.4751364509876279e-12,4165.0
1.3751008631378023e-12,4182.0
1.2069273151440877e-12,4199.0
1.0398635265118396e-12,4216.0
8.745922308591543e-13,4233.0
7.118189214450235e-13,4250.0
5.522716706066079e-13,4267.0
3.9670094919652314e-13,4284.0
2.4587944602011615e-13,4301.0
1.0060188727274731e-13,4318.0
-3.831514402293341e-14,4335.0
-1.7003338857970162e-13,4352.0
-2.936930914084831e-13,4369.0
-4.0841318238106967e-13,4386.0
-5.13291456792844e-13,4403.0
-6.074047559254957e-13,4420.0
-6.898091476097437e-13,4437.0
-7.595401067880556e-13,4454.0
-8.156126960773682e-13,4471.0
-8.570217463318072e-13,4488.0
-8.827420372054075e-13,4505.0
-8.917284777148332e-13,4522.0
-8.829162868020984e-13,4539.0
-8.552211738972861e-13,4556.0
-9.36993195885207e-13,4573.0
-1.1042217032688723e-12,4590.0
-1.2771263807797855e-12,4607.0
-1.4555097354209548e-12,4624.0
-1.639140368719756e-12,4641.0
-1.82775297672788e-12,4658.0
-2.021048350021396e-12,4675.0
-2.2186933737006972e-12,4692.0
-2.420321027390538e-12,4709.0
-2.625530385240005e-12,4726.0
-2.8338866159225388e-12,4743.0
-3.0449209826359293e-12,4760.0
-3.2581308431022972e-12,4777.0
-3.4729796495681392e-12,4794.0
-3.688896948804265e-12,4811.0
-3.905278382105849e-12,4828.0
-4.121485685292412e-12,4845.0
-4.336846688707811e-12,4862.0
-4.55065531722026e-12,4879.0
-4.762171590222307e-12,4896.0
-4.970621621630863e-12,4913.0
-5.175197619887167e-12,4930.0
-5.37505788795682e-12,4947.0
-5.569326823329758e-12,4964.0
-5.757094918020271e-12,4981.0
-5.9374187585669865e-12,4998.0
-6.109321026032884e-12,5015.0
-6.271790496005292e-12,5032.0
-6.423782038595879e-12,5049.0
-6.564216618440663e-12,5066.0
-6.691981294700007e-12,5083.0
-6.805929221058622e-12,5100.0
