data_gen_FeLiver,data_gen_time
4.0716649824831407e-10,2108.0
3.9295046170260644e-10,2125.0
3.786575080143069e-10,2142.0
3.640783105469036e-10,2159.0
3.489883271042207e-10,2176.0
3.3314674248337796e-10,2193.0
3.169369308498952e-10,2210.0
3.0464519817721916e-10,2227.0
2.9263815559968204e-10,2244.0
2.8089373752182325e-10,2261.0
2.693930480499471e-10,2278.0
2.5812019475251534e-10,2295.0
2.4706212242054027e-10,2312.0
2.362084468279777e-10,2329.0
2.2555128849211997e-10,2346.0
2.1508510643398877e-10,2363.0
2.048065319387282e-10,2380.0
1.9471420231599776e-10,2397.0
1.8480859466036525e-10,2414.0
1.7515294587449842e-10,2431.0
1.6586080452123402e-10,2448.0
1.568383290610461e-10,2465.0
1.4810292200011855e-10,2482.0
1.3967392931121485e-10,2499.0
1.3157250765450924e-10,2516.0
1.2382149159841713e-10,2533.0
1.1644526084042613e-10,2550.0
1.0946960742792686e-10,2567.0
1.0292160297904377e-10,2584.0
9.682946590346587e-11,2601.0
9.122242862327762e-11,2618.0
8.613060479378973e-11,2635.0
8.100204647819121e-11,2652.0
7.566289637929333e-11,2669.0
7.059498600810788e-11,2686.0
6.579670575699997e-11,2703.0
6.1265939907547e-11,2720.0
5.7000006289258114e-11,2737.0
5.299559593829406e-11,2754.0
4.9248712756186735e-11,2771.0
4.575461316855897e-11,2788.0
4.250774578384422e-11,2805.0
3.950169105200616e-11,2822.0
3.6729100923258484e-11,2839.0
3.41816385067845e-11,2856.0
3.1849917729456883e-11,2873.0
2.972344299455731e-11,2890.0
2.7790548840496196e-11,2907.0
2.6038339599532335e-11,2924.0
2.445262905649262e-11,2941.0
2.301788010749172e-11,2958.0
2.1717144418651763e-11,2975.0
2.0532002084822032e-11,2992.0
1.944250128829863e-11,3009.0
1.8427097957544205e-11,3026.0
1.8199570582800766e-11,3043.0
1.820063427187052e-11,3060.0
1.8368446732344942e-11,3077.0
1.868945602419195e-11,3094.0
1.9148862513921132e-11,3111.0
1.9730566606531835e-11,3128.0
2.0417116477460845e-11,3145.0
2.118965580453043e-11,3162.0
2.20278714998961e-11,3179.0
2.2909941441994603e-11,3196.0
2.3812482207491728e-11,3213.0
2.4710496803230234e-11,3230.0
2.5577322398177695e-11,3247.0
2.638457805537444e-11,3264.0
2.7102112463881395e-11,3281.0
2.769795167072799e-11,3298.0
2.8138246812860008e-11,3315.0
2.838722184908753e-11,3332.0
2.840712129203276e-11,3349.0
2.8158157940077953e-11,3366.0
2.7598460609313275e-11,3383.0
2.668402186548469e-11,3400.0
2.6215294638721306e-11,3417.0
2.7182882730293118e-11,3434.0
2.8142273504888136e-11,3451.0
2.908482640965925e-11,3468.0
3.000164029533569e-11,3485.0
3.0883544236984193e-11,3502.0
3.172108835477003e-11,3519.0
3.250453463471825e-11,3536.0
3.322384774947471e-11,3553.0
3.386868587906729e-11,3570.0
3.4428391531666984e-11,3587.0
3.4891982364349035e-11,3604.0
3.524814200385405e-11,3621.0
3.5485210867349194e-11,3638.0
3.559117698318925e-11,3655.0
3.5553666811677774e-11,3672.0
3.535993606582826e-11,3689.0
3.49968605321252e-11,3706.0
3.4450926891285326e-11,3723.0
3.370822353901861e-11,3740.0
3.2754431406789494e-11,3757.0
3.157481478257798e-11,3774.0
3.015421213164078e-11,3791.0
2.9340217685297606e-11,3808.0
2.86996392138472e-11,3825.0
2.799671540217587e-11,3842.0
2.7234598755314444e-11,3859.0
2.6416936329177193e-11,3876.0
2.5547880710836873e-11,3893.0
2.4632100998799778e-11,3910.0
2.3674793783280785e-11,3927.0
2.2681694126478412e-11,3944.0
2.1659086542849854e-11,3961.0
2.061381597938605e-11,3978.0
1.955329879588673e-11,3995.0
1.8485533745235453e-11,4012.0
1.741911295367467e-11,4029.0
1.6363232901080767e-11,4046.0
1.5327705401239136e-11,4063.0
1.4322968582119187e-11,4080.0
1.336009786614943e-11,4097.0
1.2450816950492518e-11,4114.0
1.1607508787320285e-11,4131.0
1.0843226564088818e-11,4148.0
1.0171704683813488e-11,4165.0
9.487266128084654e-12,4182.0
8.326533713317386e-12,4199.0
7.173382812507491e-12,4216.0
6.03253319313783e-12,4233.0
4.908862374496894e-12,4250.0
3.8074043931242795e-12,4267.0
2.7333485682562027e-12,4284.0
1.6920382672709243e-12,4301.0
6.889696711342653e-13,4318.0
-2.7020946015497705e-13,4335.0
-1.1797010221194929e-12,4352.0
-2.033557800358041e-12,4369.0
-2.825684705099936e-12,4386.0
-3.5498400057596147e-12,4403.0
-4.199636565491133e-12,4420.0
-4.768543075742709e-12,4437.0
-5.249885290811246e-12,4454.0
-5.636847262396863e-12,4471.0
-5.9224725741574234e-12,4488.0
-6.099665576263058e-12,4505.0
-6.161192619950698e-12,4522.0
-6.099683292078603e-12,4539.0
-5.907631649680883e-12,4556.0
-6.4727936243697425e-12,4573.0
-7.629101807733553e-12,4590.0
-8.824736864747051e-12,4607.0
-1.0058328948543004e-11,4624.0
-1.1328273464128652e-11,4641.0
-1.2632731068385996e-11,4658.0
-1.396962767007173e-11,4675.0
-1.5336654429817163e-11,4692.0
-1.6731267760128384e-11,4709.0
-1.815068932538602e-11,4726.0
-1.959190604184544e-11,4743.0
-2.105167007763664e-11,4760.0
-2.2526498852764388e-11,4777.0
-2.4012675039108007e-11,4794.0
-2.5506246560421588e-11,4811.0
-2.700302659233382e-11,4828.0
-2.8498593562348093e-11,4845.0
-2.9988291149842424e-11,4862.0
-3.146722828606964e-11,4879.0
-3.293027915415708e-11,4896.0
-3.437208318910684e-11,4913.0
-3.578704507779566e-11,4930.0
-3.7169334758974966e-11,4947.0
-3.851288742327086e-11,4964.0
-3.981140351318408e-11,4981.0
-4.105834872309009e-11,4998.0
-4.2246953999238977e-11,5015.0
-4.3370215539755534e-11,5032.0
-4.44208947946392e-11,5049.0
-4.5391518465764105e-11,5066.0
-4.627437850687905e-11,5083.0
-4.706153212360749e-11,5100.0
