data_set_time,data_set_Fe1Tf,data_set_Fe1Tf_0,data_set_Fe2Tf,data_set_Fe2Tf_,data_set_Fe2Tf_0,data_set_FeBM,data_set_FeBM_0,data_set_FeDuo,data_set_FeDuo_0,data_set_FeLiver,data_set_FeLiver_0,data_set_FeOutside,data_set_FeRBC,data_set_FeRBC_0,data_set_FeRest,data_set_FeRest_0,data_set_FeSpleen,data_set_FeSpleen_0,data_set_Hepcidin,data_set_NTBI,data_set_NTBI_0,data_set_Tf
0.0,0.0,9.35334724058915e-06,0.0,0.0,1.35248196757048e-05,0.0030378361484431904,0.0,0.0,0.0117590568706314,0.0,0.00200010981212238,0.0,0.0,0.0379799887571665,0.0,0.000286841656341217,0.0,0.00394239990123767,2.30017456622937e-08,0.0,3.3311210465159e-08,1.5821833083706e-05
17.0,-2.7473688280486752e-31,9.35334724058838e-06,-4.110665451864771e-31,1.4011484028362138e-47,1.3524819675705262e-05,0.0030378361484431947,-1.3678943544264062e-29,-3.251558380105919e-30,0.011759056870631392,-1.0530759366130153e-29,0.002000109812122381,-5.594090195798807e-32,-2.57284917423605e-29,0.03797998875716649,-4.267964959466159e-32,0.000286841656341217,-3.3204777243485134e-30,0.0039423999012376705,2.3001745662293693e-08,-4.033022612769481e-35,3.3311210465158996e-08,1.5821833083706305e-05
34.0,-1.7857990022193882e-31,9.35334724058838e-06,-2.7163067975927677e-31,1.0076582634415183e-48,1.352481967570526e-05,0.0030378361484431947,-9.77266665558197e-30,-2.227856986195861e-30,0.011759056870631389,-8.187321056475313e-30,0.002000109812122382,-1.4010755909122798e-31,-2.757482734238817e-29,0.03797998875716648,-1.0275664353211908e-31,0.000286841656341217,-3.287579797604072e-30,0.00394239990123767,2.300174566229369e-08,-3.607985655070104e-35,3.331121046515898e-08,1.5821833083706305e-05
51.0,1.0452776105239317e-09,9.351960723897727e-06,3.0239295190065845e-09,1.625112903321283e-13,1.3523962714272482e-05,0.0030378295159326917,3.430234989305711e-07,3.136498220295346e-08,0.01175908675790733,3.4895032570170097e-07,0.0020001357109008513,2.0863600874235383e-08,4.104044681477552e-06,0.03797994920596058,4.758434748319741e-08,0.00028684142832686635,4.270285334473918e-07,0.003942500117674348,2.300174566229369e-08,3.723122578481116e-12,3.3314038971838436e-08,1.5819984002877338e-05
68.0,9.438014942569707e-10,9.352092795526276e-06,2.730176967369596e-09,1.329941567245786e-13,1.3524058423526148e-05,0.0030378321607162804,3.08370939573259e-07,2.6676287557157718e-08,0.01175907447271509,2.597499678964113e-07,0.0020001399911397247,3.7681618893558644e-08,4.0801369715504135e-06,0.03797994169299585,3.7415498055996694e-08,0.0002868415298202956,4.225097262991075e-07,0.003942498336324241,2.300174566229369e-08,3.3617546455701677e-12,3.331380393491794e-08,1.582015147814819e-05
85.0,8.734791553699391e-10,9.352185133048243e-06,2.5265956297961646e-09,1.176153003829361e-13,1.3524119424838321e-05,0.0030378331162017524,2.8472768781616713e-07,2.446178429249792e-08,0.01175907255762112,2.1691623906019808e-07,0.0020001378405367642,5.1418765634678154e-08,3.950425682302001e-06,0.03797994334258919,3.173683083520042e-08,0.0002868416123139796,4.0822912060557735e-07,0.003942495121879945,2.300174566229369e-08,3.1112303844823047e-12,3.331362513151338e-08,1.5820272054478945e-05
102.0,8.181800690395473e-10,9.352258102892611e-06,2.366603625609885e-09,1.0097316338251065e-13,1.3524164929023151e-05,0.003037833463051515,2.666472010753677e-07,2.2895078227945496e-08,0.011759071418225468,1.9333214194479588e-07,0.0020001349243782334,6.337469998411654e-08,3.7798031451381524e-06,0.037979946828319656,2.82917459377199e-08,0.00028684165135829654,3.902508974769872e-07,0.003942491146953127,2.300174566229369e-08,2.9142543150284558e-12,3.331347725476274e-08,1.5820368883408273e-05
119.0,7.706894328304783e-10,9.352320885687213e-06,2.229198374603394e-09,9.247255476364624e-14,1.3524203245712513e-05,0.003037833636274272,2.5110571340461815e-07,2.1546761136533616e-08,0.011759070508935902,1.7782214140980023e-07,0.002000132538158454,7.42035149956158e-08,3.597320352705949e-06,0.03797995004919654,2.5946623639081984e-08,0.00028684166335562756,3.712485936404729e-07,0.0039424868612228,2.300174566229369e-08,2.7450718948416545e-12,3.3313347937826465e-08,1.5820452685825804e-05
136.0,7.27845978290026e-10,9.352377547866474e-06,2.105269350678846e-09,8.006527211312106e-14,1.3524237623612393e-05,0.003037833762285008,2.371251684315792e-07,2.0336977903090353e-08,0.011759069735524957,1.659325341837581e-07,0.002000130697907366,8.423124919968439e-08,3.4152964804129833e-06,0.037979952712490654,2.4151656468876593e-08,0.00028684166469489816,3.523864572686605e-07,0.003942482533283024,2.300174566229369e-08,2.5924571272815956e-12,3.331323079404255e-08,1.582052842844977e-05
153.0,6.880805404651715e-10,9.352430130981244e-06,1.9902431538848944e-09,7.023384068561879e-14,1.3524269581237477e-05,0.0030378338862558593,2.2416744834292532e-07,1.9220421487250463e-08,0.011759069031525075,1.5562510515663154e-07,0.0020001292668379625,9.363471074184895e-08,3.2393921936306544e-06,0.03797995486921651,2.2627765487576858e-08,0.00028684166361639407,3.341921469740143e-07,0.003942478306089922,2.300174566229369e-08,2.4508041837612555e-12,3.331312220789845e-08,1.582059868762766e-05
