data_gen_FeSpleen,data_gen_time
0.0,0.0
-3.3204777243485134e-30,17.0
-3.287579797604072e-30,34.0
4.270285334473918e-07,51.0
4.225097262991075e-07,68.0
4.0822912060557735e-07,85.0
3.902508974769872e-07,102.0
3.712485936404729e-07,119.0
3.523864572686605e-07,136.0
3.341921469740143e-07,153.0
3.1675626413928614e-07,170.0
3.0013047031577196e-07,187.0
2.842815922904217e-07,204.0
2.691365684289968e-07,221.0
2.547854207202963e-07,238.0
2.412060560898317e-07,255.0
2.2838259215839737e-07,272.0
2.1625480254793092e-07,289.0
2.047925072074855e-07,306.0
1.9393607335531203e-07,323.0
1.8366402261597546e-07,340.0
1.7394259173174508e-07,357.0
1.647443719343946e-07,374.0
1.5603581353357246e-07,391.0
1.47783620030145e-07,408.0
1.3996307423908275e-07,425.0
1.3256923930872667e-07,442.0
1.2556274632293102e-07,459.0
1.1891699849939629e-07,476.0
1.1262777326489452e-07,493.0
1.0667559119794115e-07,510.0
1.0103363846216046e-07,527.0
9.568409707669073e-08,544.0
9.06295724097418e-08,561.0
8.584367339378824e-08,578.0
8.131043992844428e-08,595.0
7.701408390553305e-08,612.0
7.29389892090865e-08,629.0
6.908437262767023e-08,646.0
6.5435811592111e-08,663.0
6.197879610242732e-08,680.0
5.870226953635835e-08,697.0
5.55956991801958e-08,714.0
5.265112269283378e-08,731.0
4.986263474857786e-08,748.0
4.722012975222117e-08,765.0
4.471631903698392e-08,782.0
4.234455299448607e-08,799.0
4.009874889668219e-08,816.0
3.796771942760938e-08,833.0
3.5948728708726436e-08,850.0
3.4036628107662304e-08,867.0
3.2226798020197345e-08,884.0
3.0515147870263345e-08,901.0
2.889287397848374e-08,918.0
2.7354513328444152e-08,935.0
2.5898138686689133e-08,952.0
2.4520016071654e-08,969.0
2.3216768163759246e-08,986.0
2.1983835243150476e-08,1003.0
2.081283866293404e-08,1020.0
1.9703592656136005e-08,1037.0
1.8652930871608516e-08,1054.0
1.765796084121949e-08,1071.0
1.6716071078444994e-08,1088.0
1.5824938176961575e-08,1105.0
1.4982533909238676e-08,1122.0
1.4186591717917728e-08,1139.0
1.342772798621618e-08,1156.0
1.27086867006396e-08,1173.0
1.2027554257521136e-08,1190.0
1.1382612892728306e-08,1207.0
1.077234217151039e-08,1224.0
1.0195420478345794e-08,1241.0
9.650726506789464e-09,1258.0
9.137340749320257e-09,1275.0
8.647711113935659e-09,1292.0
8.183730624730825e-09,1309.0
7.744697429068512e-09,1326.0
7.329431856960301e-09,1343.0
6.93683378216879e-09,1360.0
6.565877552334937e-09,1377.0
6.2156069191053985e-09,1394.0
5.8851299682598676e-09,1411.0
5.572280035024482e-09,1428.0
5.276298966239564e-09,1445.0
4.9966040079944925e-09,1462.0
4.732243812228503e-09,1479.0
4.48227347558224e-09,1496.0
4.245747763901421e-09,1513.0
4.021714336740489e-09,1530.0
3.809206971866278e-09,1547.0
3.6102624333034787e-09,1564.0
3.4250813134975853e-09,1581.0
3.2510877350098134e-09,1598.0
3.0876171064543096e-09,1615.0
2.9339755485559694e-09,1632.0
2.789431757672859e-09,1649.0
2.653208869318635e-09,1666.0
2.524476321684967e-09,1683.0
2.402341719163954e-09,1700.0
2.28584269587055e-09,1717.0
2.173938779164979e-09,1734.0
2.0655032531751623e-09,1751.0
1.9593150223191323e-09,1768.0
1.868537194422361e-09,1785.0
1.787881248251869e-09,1802.0
1.712746670405775e-09,1819.0
1.6426057049593308e-09,1836.0
1.5768823602171845e-09,1853.0
1.514946519173612e-09,1870.0
1.4561080499727513e-09,1887.0
1.3996109163688333e-09,1904.0
1.3446272881864165e-09,1921.0
1.2902516517806195e-09,1938.0
1.235494920497352e-09,1955.0
1.1792785451335515e-09,1972.0
1.120428624397412e-09,1989.0
1.0794138954998987e-09,2006.0
1.0418539455036785e-09,2023.0
1.0062766808296213e-09,2040.0
9.723790471771018e-10,2057.0
9.39838413952853e-10,2074.0
9.083102577440704e-10,2091.0
8.774258457915193e-10,2108.0
8.4678991946264e-10,2125.0
8.159783777246536e-10,2142.0
7.845359606176683e-10,2159.0
7.519739327277848e-10,2176.0
7.17767766660202e-10,2193.0
6.827544473627138e-10,2210.0
6.562857822028419e-10,2227.0
6.304346526480089e-10,2244.0
6.051525335532369e-10,2261.0
5.803974791337126e-10,2278.0
5.561337508088435e-10,2295.0
5.323314450463136e-10,2312.0
5.089661212061384e-10,2329.0
4.860184293847201e-10,2346.0
4.6347373825890404e-10,2363.0
4.4132176293003303e-10,2380.0
4.195561927680038e-10,2397.0
3.981743192553216e-10,2414.0
3.773351426414015e-10,2431.0
3.573271362852485e-10,2448.0
3.3789973863067417e-10,2465.0
3.1909005908444004e-10,2482.0
3.009393737862236e-10,2499.0
2.8349284026057694e-10,2516.0
2.667992120688853e-10,2533.0
2.509105534613255e-10,2550.0
2.358819540288246e-10,2567.0
2.2177124335501816e-10,2584.0
2.0863870566820923e-10,2601.0
1.9654679449332641e-10,2618.0
1.8555984730388276e-10,2635.0
1.7449939918453512e-10,2652.0
1.6299427328819653e-10,2669.0
1.5207329944945554e-10,2686.0
1.4173307148304402e-10,2703.0
1.3196909572418847e-10,2720.0
1.227756603480812e-10,2737.0
1.1414570468935274e-10,2754.0
1.0607068856154327e-10,2771.0
9.854046157657471e-11,2788.0
9.154313246422263e-11,2805.0
8.506493839158781e-11,2822.0
7.909011428256846e-11,2839.0
7.36007621373318e-11,2856.0
6.857672035178605e-11,2873.0
6.399543303705223e-11,2890.0
5.983181933893603e-11,2907.0
5.6058142757399693e-11,2924.0
5.264388046603384e-11,2941.0
4.9555592631529304e-11,2958.0
4.675679173314907e-11,2975.0
4.420781188220002e-11,2992.0
4.186567814150486e-11,3009.0
3.968397584487397e-11,3026.0
3.919948368985035e-11,3043.0
3.920796471902618e-11,3060.0
3.9576200098580055e-11,3077.0
4.027492928029177e-11,3094.0
4.127219004599429e-11,3111.0
4.2533205209322386e-11,3128.0
4.402026931746095e-11,3145.0
4.569263535289348e-11,3162.0
4.7506401435150636e-11,3179.0
4.941439752255861e-11,3196.0
5.1366072113987744e-11,3213.0
5.330737895060085e-11,3230.0
5.518066371760176e-11,3247.0
5.692455074598379e-11,3264.0
5.847382971427821e-11,3281.0
5.975934235030273e-11,3298.0
6.070786913290993e-11,3315.0
6.12420159937358e-11,3332.0
6.128010101894814e-11,3349.0
6.07360411509951e-11,3366.0
5.95192388903536e-11,3383.0
5.7534468997277835e-11,3400.0
5.6514664854888796e-11,3417.0
5.860441182195428e-11,3434.0
6.06765384682037e-11,3451.0
6.271237144525186e-11,3468.0
6.469266952542061e-11,3485.0
6.659760358592451e-11,3502.0
6.840673659305645e-11,3519.0
7.009900358637329e-11,3536.0
7.165269166288149e-11,3553.0
7.30454199612228e-11,3570.0
7.425411964585979e-11,3587.0
7.525501389126155e-11,3604.0
7.60235978660894e-11,3621.0
7.653461871738236e-11,3638.0
7.676205555474294e-11,3655.0
7.667909943452271e-11,3672.0
7.625813334400792e-11,3689.0
7.547071218560515e-11,3706.0
7.428754276102698e-11,3723.0
7.267846375547765e-11,3740.0
7.061242572183855e-11,3757.0
6.805747106485403e-11,3774.0
6.498071402531694e-11,3791.0
6.322061901097708e-11,3808.0
6.183756410143828e-11,3825.0
6.032015877047148e-11,3842.0
5.867522200808968e-11,3859.0
5.691064044253859e-11,3876.0
5.503539205134537e-11,3893.0
5.305956987236744e-11,3910.0
5.0994405714841265e-11,3927.0
4.885229387043113e-11,3944.0
4.6646814824277904e-11,3961.0
4.4392758966047846e-11,3978.0
4.2106150300981354e-11,3995.0
3.980427016094183e-11,4012.0
3.7505680915464335e-11,4029.0
3.523024968280447e-11,4046.0
3.29991720409871e-11,4063.0
3.0834995738855184e-11,4080.0
2.87616444071185e-11,4097.0
2.6804441269402488e-11,4114.0
2.4990132853296967e-11,4131.0
2.334691270140498e-11,4148.0
2.190444508239152e-11,4165.0
2.0434156813966472e-11,4182.0
1.7933922313375086e-11,4199.0
1.545010874347839e-11,4216.0
1.2992875504208935e-11,4233.0
1.0572720524576866e-11,4250.0
8.200477558354738e-12,4267.0
5.8873134797625734e-12,4284.0
3.644725579152694e-12,4301.0
1.4845388586947503e-12,4318.0
-5.810966719393987e-13,4335.0
-2.539708699890741e-12,4352.0
-4.378505313428152e-12,4369.0
-6.084377706263458e-12,4386.0
-7.64390288186653e-12,4403.0
-9.043346357780323e-12,4420.0
-1.0268664869935924e-11,4437.0
-1.1305509076967644e-11,4454.0
-1.2139226264528055e-11,4471.0
-1.2754863049603072e-11,4488.0
-1.3137168084827e-11,4505.0
-1.3270594762797604e-11,4522.0
-1.3139303920391173e-11,4539.0
-1.2727166543077571e-11,4556.0
-1.3943585611427744e-11,4573.0
-1.6431349437637234e-11,4590.0
-1.9003598250810928e-11,4607.0
-2.1657391057602576e-11,4624.0
-2.4389282402348536e-11,4641.0
-2.7195322367067835e-11,4658.0
-3.0071056571462245e-11,4675.0
-3.3011526172915896e-11,4692.0
-3.6011267866496166e-11,4709.0
-3.906431388495271e-11,4726.0
-4.216419199871775e-11,4743.0
-4.530392551590653e-11,4760.0
-4.8476033282316744e-11,4777.0
-5.167252968142876e-11,4794.0
-5.4884924634405707e-11,4811.0
-5.8104223600093355e-11,4828.0
-6.132092757502006e-11,4845.0
-6.4525033093397e-11,4862.0
-6.770603222711785e-11,4879.0
-7.085291258575918e-11,4896.0
-7.395415731657996e-11,4913.0
-7.699774510452208e-11,4930.0
-7.997115017220992e-11,4947.0
-8.286134227995071e-11,4964.0
-8.565478672573414e-11,4981.0
-8.83374443452327e-11,4998.0
-9.089477151180153e-11,5015.0
-9.331172013647849e-11,5032.0
-9.557273766798401e-11,5049.0
-9.766176709272125e-11,5066.0
-9.956224693477609e-11,5083.0
-1.0125711125591694e-10,5100.0
