data_gen_FeRBC,data_gen_time
0.0,0.0
-2.57284917423605e-29,17.0
-2.757482734238817e-29,34.0
4.104044681477552e-06,51.0
4.0801369715504135e-06,68.0
3.950425682302001e-06,85.0
3.7798031451381524e-06,102.0
3.597320352705949e-06,119.0
3.4152964804129833e-06,136.0
3.2393921936306544e-06,153.0
3.070648560619482e-06,170.0
2.9096352861367145e-06,187.0
2.756048059450289e-06,204.0
2.609154163226414e-06,221.0
2.469951229972592e-06,238.0
2.3382445588790266e-06,255.0
2.2139026606382304e-06,272.0
2.0963207744955557e-06,289.0
1.985209267470378e-06,306.0
1.8799634095640089e-06,323.0
1.7803897819849742e-06,340.0
1.6861624727376368e-06,357.0
1.597004391794102e-06,374.0
1.5125912680111855e-06,391.0
1.4326007755307604e-06,408.0
1.3567929457664498e-06,425.0
1.2851217921065718e-06,442.0
1.2172036592188598e-06,459.0
1.152780145663291e-06,476.0
1.0918125633261892e-06,493.0
1.0341124028032435e-06,510.0
9.794191311970518e-07,527.0
9.275601679762388e-07,544.0
8.785610483564249e-07,561.0
8.321660289781178e-07,578.0
7.882205515930198e-07,595.0
7.465717263552484e-07,612.0
7.070683318213372e-07,629.0
6.697020726605301e-07,646.0
6.343332497572676e-07,663.0
6.008213328608217e-07,680.0
5.690590762320088e-07,697.0
5.38944293243713e-07,714.0
5.103998667829605e-07,731.0
4.833687296250926e-07,748.0
4.5775268046758385e-07,765.0
4.3348099835413215e-07,782.0
4.1048914738001926e-07,799.0
3.887180852009141e-07,816.0
3.6805992837651327e-07,833.0
3.484878238510238e-07,850.0
3.299518661879877e-07,867.0
3.1240728087413457e-07,884.0
2.958144243193815e-07,901.0
2.8008796895550526e-07,918.0
2.6517497288042624e-07,935.0
2.5105677126506463e-07,952.0
2.3769718822266207e-07,969.0
2.2506350794835015e-07,986.0
2.1311151146421483e-07,1003.0
2.0175984346387218e-07,1020.0
1.9100679493681612e-07,1037.0
1.8082167118121047e-07,1054.0
1.7117643277352537e-07,1071.0
1.6204576458331986e-07,1088.0
1.534071447880244e-07,1105.0
1.4524091388772335e-07,1122.0
1.3752509926086126e-07,1139.0
1.301686843967474e-07,1156.0
1.2319830253407333e-07,1173.0
1.1659540276519636e-07,1190.0
1.1034333356456285e-07,1207.0
1.0442735739276011e-07,1224.0
9.883466530056819e-08,1241.0
9.355439153301174e-08,1258.0
8.857762813341194e-08,1275.0
8.383111910281081e-08,1292.0
7.933324358393062e-08,1309.0
7.507720611000098e-08,1326.0
7.105157609377227e-08,1343.0
6.724569539709115e-08,1360.0
6.364962929369768e-08,1377.0
6.025411743202257e-08,1394.0
5.705052479798437e-08,1411.0
5.401776793260788e-08,1428.0
5.114851360917714e-08,1445.0
4.843713971888644e-08,1462.0
4.5874424416804e-08,1479.0
4.3451208302282074e-08,1496.0
4.115832872878026e-08,1513.0
3.898655411368891e-08,1530.0
3.69265182481525e-08,1547.0
3.4997960429492953e-08,1564.0
3.320282325156451e-08,1581.0
3.151613900484574e-08,1598.0
2.9931464424220974e-08,1615.0
2.8442072196150544e-08,1632.0
2.704087207756265e-08,1649.0
2.5720332014745287e-08,1666.0
2.4472399262238162e-08,1683.0
2.3288421501724625e-08,1700.0
2.2159067960923573e-08,1717.0
2.1074250532481364e-08,1734.0
2.0023044892863747e-08,1751.0
1.8993611621247772e-08,1768.0
1.81135917562873e-08,1785.0
1.7331705184283636e-08,1802.0
1.6603343378395505e-08,1819.0
1.592339056559643e-08,1836.0
1.528626340525454e-08,1853.0
1.4685853896071396e-08,1870.0
1.4115472283020833e-08,1887.0
1.356778996428777e-08,1904.0
1.3034782398207047e-08,1921.0
1.2507672010202252e-08,1938.0
1.1976871099724558e-08,1955.0
1.1431924747191538e-08,1972.0
1.0861453720925998e-08,1989.0
1.0463859752981717e-08,2006.0
1.0099753382831036e-08,2023.0
9.754864772414346e-09,2040.0
9.426255431231868e-09,2057.0
9.11079701758409e-09,2074.0
8.805148878550005e-09,2091.0
8.50573558996532e-09,2108.0
8.20872449640069e-09,2125.0
7.910003251139934e-09,2142.0
7.605157356158261e-09,2159.0
7.289447702100493e-09,2176.0
6.9577881082592855e-09,2193.0
6.6182973810830856e-09,2210.0
6.3616772106159415e-09,2227.0
6.1110460600123164e-09,2244.0
5.865934688939042e-09,2261.0
5.6259377696330626e-09,2278.0
5.390710284772117e-09,2295.0
5.159963925345424e-09,2312.0
4.933463488524364e-09,2329.0
4.71102327553317e-09,2346.0
4.4925034895196066e-09,2363.0
4.277806633425659e-09,2380.0
4.0668739078582154e-09,2397.0
3.859681608959753e-09,2414.0
3.6577492632740732e-09,2431.0
3.4638320781444765e-09,2448.0
3.275543959388818e-09,2465.0
3.093243446326544e-09,2482.0
2.9173292991736806e-09,2499.0
2.748237724978281e-09,2516.0
2.5864396035558773e-09,2533.0
2.432437713424925e-09,2550.0
2.286763957742255e-09,2567.0
2.14997659023852e-09,2584.0
2.0226574411536447e-09,2601.0
1.9054091431722722e-09,2618.0
1.7988523573592147e-09,2635.0
1.6916229422332965e-09,2652.0
1.580141444799916e-09,2669.0
1.4743288057526624e-09,2686.0
1.3741516380256542e-09,2703.0
1.279565816815108e-09,2720.0
1.1905151970106709e-09,2737.0
1.1069303306267546e-09,2754.0
1.0287271842338668e-09,2771.0
9.558058563899462e-10,2788.0
8.880492950716954e-10,2805.0
8.253220151059125e-10,2822.0
7.674688156008268e-10,2839.0
7.143134973774294e-10,2856.0
6.656575804008084e-10,2873.0
6.212790212114808e-10,2890.0
5.809309303567262e-10,2907.0
5.443402898219202e-10,2924.0
5.112066704618665e-10,2941.0
4.812009494321319e-10,2958.0
4.539640276203775e-10,2975.0
4.291055470776931e-10,2992.0
4.062026084499302e-10,3009.0
3.8479848840903483e-10,3026.0
3.801613603477244e-10,3043.0
3.8033554233355415e-10,3060.0
3.840032697266812e-10,3077.0
3.908797104511049e-10,3094.0
4.006536158440437e-10,3111.0
4.1298621073094974e-10,3128.0
4.2751008350052066e-10,3145.0
4.4382807617971167e-10,3162.0
4.615121745087498e-10,3179.0
4.801023980161449e-10,3196.0
4.991056900937031e-10,3213.0
5.17994808071539e-10,3230.0
5.36207213293089e-10,3247.0
5.531439611901227e-10,3264.0
5.681685913577567e-10,3281.0
5.806060176294667e-10,3298.0
5.897414181520998e-10,3315.0
5.948191254608878e-10,3332.0
5.950415165544595e-10,3349.0
5.895679029698529e-10,3366.0
5.775134208575288e-10,3383.0
5.57947921056382e-10,3400.0
5.478229194604514e-10,3417.0
5.681163815514146e-10,3434.0
5.882418461995437e-10,3451.0
6.080178398063907e-10,3468.0
6.27257305370789e-10,3485.0
6.457674049832385e-10,3502.0
6.633493223202884e-10,3519.0
6.79798065138923e-10,3536.0
6.949022677709454e-10,3553.0
7.08443993617363e-10,3570.0
7.201985376427701e-10,3587.0
7.299342288697342e-10,3604.0
7.374122328731798e-10,3621.0
7.42386354274772e-10,3638.0
7.446028392373025e-10,3655.0
7.438001779590726e-10,3672.0
7.397089071682786e-10,3689.0
7.320514126173959e-10,3706.0
7.205417315775629e-10,3723.0
7.048853553329671e-10,3740.0
6.847790316752274e-10,3757.0
6.599105673977801e-10,3774.0
6.299586307902626e-10,3791.0
6.128710215517118e-10,3808.0
5.994741604739995e-10,3825.0
5.847750292171985e-10,3842.0
5.688395870665105e-10,3859.0
5.517441284893178e-10,3876.0
5.335755125166848e-10,3893.0
5.144313921248595e-10,3910.0
4.944204436167751e-10,3927.0
4.736625960035505e-10,3944.0
4.5228926038599273e-10,3961.0
4.304435593360979e-10,3978.0
4.0828055627855265e-10,3995.0
3.8596748487223557e-10,4012.0
3.6368397839171835e-10,4029.0
3.416222991087677e-10,4046.0
3.1998756767384635e-10,4063.0
2.989979924976143e-10,4080.0
2.788850991324309e-10,4097.0
2.598939596538554e-10,4114.0
2.4228342204214903e-10,4131.0
2.26326339563776e-10,4148.0
2.1230980015290504e-10,4165.0
1.9802419092866666e-10,4182.0
1.7378098068798813e-10,4199.0
1.496970888148516e-10,4216.0
1.258710867620644e-10,4233.0
1.0240483491444675e-10,4250.0
7.940345657876709e-11,4267.0
5.69753119736786e-11,4284.0
3.52319722196537e-11,4301.0
1.4288193328920894e-11,4318.0
-5.738109804600407e-12,4335.0
-2.47258894153636e-11,4352.0
-4.255099087625973e-11,4369.0
-5.908617870868122e-11,4386.0
-7.420116259258675e-11,4403.0
-8.776262337656535e-11,4420.0
-9.963423908790055e-11,4437.0
-1.0967671094263497e-10,4454.0
-1.1774778935563448e-10,4471.0
-1.2370229995065258e-10,4488.0
-1.2739216957039469e-10,4505.0
-1.2866645228658244e-10,4522.0
-1.2737135541001808e-10,4539.0
-1.2335026550064872e-10,4556.0
-1.3513735735038e-10,4573.0
-1.5926542809326248e-10,4590.0
-1.8421389441620328e-10,4607.0
-2.0995420660592062e-10,4624.0
-2.3645291694695455e-10,4641.0
-2.6367167972166744e-10,4658.0
-2.9156725121024765e-10,4675.0
-3.200914896907055e-10,4692.0
-3.4919135543887427e-10,4709.0
-3.788089107284141e-10,4726.0
-4.0888131983080437e-10,4743.0
-4.3934084901535084e-10,4760.0
-4.701148665491834e-10,4777.0
-5.011258426972527e-10,4794.0
-5.322913497223362e-10,4811.0
-5.635240618850322e-10,4828.0
-5.947317554437645e-10,4845.0
-6.258173086547793e-10,4862.0
-6.566787017721478e-10,4879.0
-6.872090170477631e-10,4896.0
-7.172964387313432e-10,4913.0
-7.468242530704295e-10,4930.0
-7.756708483103856e-10,4947.0
-8.037097146944014e-10,4964.0
-8.308094444634878e-10,4981.0
-8.568337318564805e-10,4998.0
-8.816413731100387e-10,5015.0
-9.05086266458645e-10,5032.0
-9.270174121346057e-10,5049.0
-9.472789123680512e-10,5066.0
-9.657099713869348e-10,5083.0
-9.821448954170331e-10,5100.0
