Time,R1,P1,P1_prime,R2,P2,P2_prime,P3_prime,i1,d_R1,sP1R1,d_P1,sP1_prime_P1,s1,n,s3,d_P1_prime,i2,d_R2,sP2R2,d_P2,sP2_prime_P2,s2,d_P2_prime,sP3_prime_P2_prime,d_P3_prime,compartment,React1,React2,React3,React4,React5,React6,React7,React8,React9,React10,React11,React12,React13,React14,React15,React16,React17
0.13,0.009698854570188195,0.09773105034223943,0.1481051264791576,0.09698854570188194,0.9773105034223944,1.0270462149437387,0.1289771307388421,0.0,0.23521,0.47305,0.22367,0.28687,0.4,9.0,0.2,0.37048,0.0,0.23521,0.47305,0.22367,0.28687,0.3,0.37048,0.5,0.37048,1.0,0.0,0.0022812675834539653,0.004588043154427526,0.021859504030048695,0.028036106411678228,0.17609656370826632,0.19999999802464852,0.054869987257998305,0.0,0.02281267583453965,0.045880431544275256,0.218595040300487,0.2803610641167823,0.2999999897138687,0.3805000817123563,0.2798792953646671,0.047783447396126215
0.14,0.009676068702180551,0.0975584748697146,0.15158245325835634,0.0967606870218055,0.9755847486971462,1.02903865404788,0.13130453389302812,0.0,0.23521,0.47305,0.22367,0.28687,0.4,9.0,0.2,0.37048,0.0,0.23521,0.47305,0.22367,0.28687,0.3,0.37048,0.5,0.37048,1.0,0.0,0.0022759081194398873,0.00457726429956651,0.021820904074109065,0.027986599685875028,0.17437903163701388,0.1999999976796821,0.05615826728315585,0.0,0.022759081194398872,0.045772642995665094,0.21820904074109068,0.27986599685875035,0.29999998732460154,0.38123824055165856,0.28202621045373266,0.048645703716689054
0.15,0.009653336365834934,0.09738617742386235,0.155029373146,0.09653336365834933,0.9738617742386239,1.031018787661539,0.13364464814332186,0.0,0.23521,0.47305,0.22367,0.28687,0.4,9.0,0.2,0.37048,0.0,0.23521,0.47305,0.22367,0.28687,0.3,0.37048,0.5,0.37048,1.0,0.0,0.0022705612466080347,0.004566510767858216,0.021782366304395295,0.027937172717583395,0.17267918520503822,0.19999999727984194,0.05743528216313007,0.0,0.022705612466080348,0.04566510767858215,0.217823663043953,0.27937172717583403,0.2999999844815925,0.381971840452847,0.2841510184937022,0.04951266924413788
0.16,0.00963065743538735,0.09721415763616677,0.158446176016141,0.09630657435387349,0.972141576361668,1.032986669240764,0.13599720568999815,0.0,0.23521,0.47305,0.22367,0.28687,0.4,9.0,0.2,0.37048,0.0,0.23521,0.47305,0.22367,0.28687,0.3,0.37048,0.5,0.37048,1.0,0.0,0.0022652269353774586,0.004555782499809986,0.021743890638481422,0.02788782540108716,0.17099705139659094,0.19999999681726957,0.05870113929045991,0.0,0.022652269353774585,0.045557824998099856,0.21743890638481428,0.2788782540108717,0.2999999811176046,0.38270090122031825,0.28625368575426136,0.050384244764030514
0.17,0.009608031785368773,0.09704241513834239,0.16183315066834938,0.09608031785368772,0.9704241513834243,1.0349423520333447,0.13836193972640207,0.0,0.23521,0.47305,0.22367,0.28687,0.4,9.0,0.2,0.37048,0.0,0.23521,0.47305,0.22367,0.28687,0.3,0.37048,0.5,0.37048,1.0,0.0,0.002259905156236589,0.004545079436068698,0.021705476993993042,0.027838557630736283,0.16933264668729583,0.19999999628310955,0.05995594565961008,0.0,0.02259905156236589,0.045450794360686976,0.21705476993993053,0.27838557630736294,0.29999997715828935,0.3834254425813135,0.28833419164088026,0.051260331429837436
0.18,0.00958545929060434,0.09687094956233537,0.16519058466631414,0.09585459290604341,0.9687094956233542,1.0368858890796882,0.140738584642222,0.0,0.23521,0.47305,0.22367,0.28687,0.4,9.0,0.2,0.37048,0.0,0.23521,0.47305,0.22367,0.28687,0.3,0.37048,0.5,0.37048,1.0,0.0,0.002254595879743047,0.004534401517420383,0.021667125288607553,0.02778936930094715,0.16768597743781893,0.19999999566739995,0.06119980780717606,0.0,0.02254595879743047,0.04534401517420384,0.21667125288607564,0.27789369300947164,0.29999997252176536,0.38414548418624284,0.2903925282027264,0.052140830838250406
0.19,0.009562939826212546,0.0966997605403245,0.1685187641764453,0.09562939826212546,0.9669976054032456,1.0388173332136952,0.1431268762267628,0.0,0.23521,0.47305,0.22367,0.28687,0.4,9.0,0.2,0.37048,0.0,0.23521,0.47305,0.22367,0.28687,0.3,0.37048,0.5,0.37048,1.0,0.0,0.002249299076523453,0.004523748684789845,0.02162883544005438,0.027740260306202892,0.16605704028373025,0.19999999495895332,0.06243283175208945,0.0,0.02249299076523453,0.04523748684789845,0.21628835440054395,0.2774026030620291,0.29999996711819893,0.38486104560900974,0.29242869964533724,0.05302564510449107
0.2,0.009540473267604434,0.0965288477047223,0.17181797380831182,0.09540473267604434,0.9652884770472234,1.0407367370636311,0.14552655186991575,0.0,0.23521,0.47305,0.22367,0.28687,0.4,9.0,0.2,0.37048,0.0,0.23521,0.47305,0.22367,0.28687,0.3,0.37048,0.5,0.37048,1.0,0.0,0.002244014717273239,0.004513120879240278,0.021590607366115237,0.027691230541053685,0.1644458225209717,0.199999994145226,0.06365512293650336,0.0,0.022440147172732388,0.045131208792402774,0.21590607366115247,0.276912305410537,0.2999999608493896,0.38557214634733405,0.2944427218487854,0.05391467693676639
0.21,0.009518059490488184,0.09635821068816755,0.17508849916212793,0.09518059490488184,0.9635821068816759,1.0426441530452002,0.14793734736806569,0.0,0.23521,0.47305,0.22367,0.28687,0.4,9.0,0.2,0.37048,0.0,0.23521,0.47305,0.22367,0.28687,0.3,0.37048,0.5,0.37048,1.0,0.0,0.0022387427727577256,0.004502518041975436,0.021552440984622438,0.027642279900114627,0.16285230249288368,0.1999999932121783,0.06486678716958515,0.0,0.02238742772757726,0.04502518041975436,0.21552440984622445,0.27642279900114636,0.2999999536083555,0.38627880582018576,0.29643462188389536,0.054807828452920974
0.22,0.009495698370865854,0.09618784912353034,0.17833062543578057,0.09495698370865853,0.9618784912353039,1.044539633365969,0.1503589986719516,0.0,0.23521,0.47305,0.22367,0.28687,0.4,9.0,0.2,0.37048,0.0,0.23521,0.47305,0.22367,0.28687,0.3,0.37048,0.5,0.37048,1.0,0.0,0.0022334832138113576,0.004491940114338093,0.021514336213460033,0.027593408278067152,0.1612764499621966,0.19999999214412073,0.06606793011144799,0.0,0.02233483213811357,0.04491940114338092,0.21514336213460042,0.27593408278067166,0.29999994527893137,0.3869810433694241,0.29840443754725426,0.05570500182798462
0.23,0.009473389785027257,0.09601776264392133,0.18154463459529852,0.09473389785027259,0.9601776264392138,1.0464232300339242,0.1527912454361961,0.0,0.23521,0.47305,0.22367,0.28687,0.4,9.0,0.2,0.37048,0.0,0.23521,0.47305,0.22367,0.28687,0.3,0.37048,0.5,0.37048,1.0,0.0,0.002228236011336261,0.0044813870378071444,0.021476292970565882,0.02754461556966171,0.15971822647381384,0.19999999092354595,0.0672586562248662,0.0,0.022282360113362615,0.04481387037807145,0.21476292970565897,0.2754461556966173,0.2999999357353827,0.3876788782629682,0.30035221690773267,0.056606100609201924
0.24,0.009451133609552697,0.09584795088268729,0.18473080698761246,0.09451133609552696,0.9584795088268733,1.0482949948532414,0.15523382899750593,0.0,0.23521,0.47305,0.22367,0.28687,0.4,9.0,0.2,0.37048,0.0,0.23521,0.47305,0.22367,0.28687,0.3,0.37048,0.5,0.37048,1.0,0.0,0.00222300113630289,0.0044708587539989035,0.021438311173930667,0.027495901669716504,0.15817758572200635,0.19999998953094933,0.06843906937277067,0.0,0.022230011363028896,0.044708587539989034,0.21438311173930674,0.27495901669716516,0.29999992484202104,0.3883723296932288,0.3022780178474921,0.057511028966995996
0.25,0.00942892972131223,0.09567841347341202,0.1878894212244312,0.0942892972131223,0.9567841347341207,1.0501549794250291,0.15768649252116396,0.0,0.23521,0.47305,0.22367,0.28687,0.4,9.0,0.2,0.37048,0.0,0.23521,0.47305,0.22367,0.28687,0.3,0.37048,0.5,0.37048,1.0,0.0,0.0022177785597498494,0.004460355204666751,0.021400390741598066,0.02744726647311771,0.1566544739067748,0.1999999879446338,0.06960927277522727,0.0,0.022177785597498497,0.04460355204666751,0.2140039074159808,0.2744726647311772,0.2999999124528353,0.38906141677738476,0.3041819076165315,0.05841969174924082
0.26,0.00940677799746497,0.09550915004991734,0.19102075406611765,0.09406777997464971,0.9550915004991739,1.052003235148075,0.16014898114752088,0.0,0.23521,0.47305,0.22367,0.28687,0.4,9.0,0.2,0.37048,0.0,0.23521,0.47305,0.22367,0.28687,0.3,0.37048,0.5,0.37048,1.0,0.0,0.0022125682527837356,0.004449876331700804,0.021362531591665013,0.027398709874819786,0.15514883008324953,0.19999998614049924,0.07076936896641527,0.0,0.022125682527837358,0.04449876331700805,0.21362531591665024,0.27398709874819804,0.29999989841113606,0.3897461585576588,0.3060639623959381,0.05933199453553353
0.27,0.009384678315458356,0.09534016024626392,0.19412508030556508,0.09384678315458357,0.9534016024626397,1.0538398132195916,0.1626210421384873,0.0,0.23521,0.47305,0.22367,0.28687,0.4,9.0,0.2,0.37048,0.0,0.23521,0.47305,0.22367,0.28687,0.3,0.37048,0.5,0.37048,1.0,0.0,0.00220737018657896,0.004439422077127575,0.02132473364228185,0.02735023176984573,0.15366058650384767,0.1999999840918155,0.07191945975160574,0.0,0.0220737018657896,0.044394220771275764,0.21324733642281862,0.27350231769845745,0.299999882549216,0.3904265740015943,0.3079242668701904,0.06024784369146677
0.28,0.009362630553028408,0.09517144369675029,0.1972026737456019,0.0936263055302841,0.9517144369675035,1.0556647646337949,0.16510242365454778,0.0,0.23521,0.47305,0.22367,0.28687,0.4,9.0,0.2,0.37048,0.0,0.23521,0.47305,0.22367,0.28687,0.3,0.37048,0.5,0.37048,1.0,0.0,0.0022021843323778117,0.0044289923831100884,0.021286996811652137,0.02730183205328676,0.15218966895468714,0.1999999817689789,0.0730596465692706,0.0,0.022021843323778125,0.0442899238311009,0.2128699681165215,0.27301832053286773,0.29999986468801987,0.3911026820015283,0.3097629138066411,0.061167145915536854
0.29,0.0093406345882002,0.09500300003591129,0.20025380842677576,0.09340634588200201,0.9500300003591134,1.0574781401799906,0.16759287321821292,0.0,0.23521,0.47305,0.22367,0.28687,0.4,9.0,0.2,0.37048,0.0,0.23521,0.47305,0.22367,0.28687,0.3,0.37048,0.5,0.37048,1.0,0.0,0.0021970106614905695,0.004418587191948105,0.02124932101803228,0.027253510620301874,0.15073599708464328,0.19999997913925235,0.07419003094595188,0.0,0.021970106614905695,0.044185871919481055,0.2124932101803229,0.2725351062030189,0.29999984463682494,0.3917745013738829,0.3115800036441959,0.06208980766988352
0.3,0.009318690299283852,0.09483482889852572,0.20327875479868554,0.09318690299283854,0.9483482889852578,1.0592799904506702,0.17009214250990667,0.0,0.23521,0.47305,0.22367,0.28687,0.4,9.0,0.2,0.37048,0.0,0.23521,0.47305,0.22367,0.28687,0.3,0.37048,0.5,0.37048,1.0,0.0,0.002191849145294555,0.004408206446076227,0.02121170617973325,0.027205267366120073,0.14929948471850904,0.1999999761664789,0.07531071307781702,0.0,0.02191849145294555,0.04408206446076227,0.2121170617973326,0.2720526736612009,0.29999982219297194,0.39244205086216427,0.31337564410186375,0.06301573695707022
0.31,0.009296797564875255,0.09466692991961434,0.2062777812268437,0.09296797564875256,0.946669299196144,1.0610703658390424,0.1725999854819153,0.0,0.23521,0.47305,0.22367,0.28687,0.4,9.0,0.2,0.37048,0.0,0.23521,0.47305,0.22367,0.28687,0.3,0.37048,0.5,0.37048,1.0,0.0,0.0021866997552343085,0.00439785008806424,0.02117415221512014,0.027157102186039766,0.1478800401706877,0.1999999728107812,0.07642179238892105,0.0,0.02186699755234309,0.0439785008806424,0.21174152215120154,0.27157102186039783,0.299999797141587,0.3931053491360484,0.3151499497866404,0.06394484262133998
0.32,0.009274956263855456,0.09449930273444052,0.2092511539983126,0.09274956263855458,0.9449930273444057,1.0628493165395385,0.17511615835239364,0.0,0.23521,0.47305,0.22367,0.28687,0.4,9.0,0.2,0.37048,0.0,0.23521,0.47305,0.22367,0.28687,0.3,0.37048,0.5,0.37048,1.0,0.0,0.002181562462821442,0.004387518060616823,0.02113665904261231,0.027109014975428954,0.14647756654833738,0.19999996902823758,0.07752336753329485,0.0,0.021815624628214424,0.04387518060616825,0.21136659042612324,0.2710901497542897,0.2999997692553308,0.3937644147915682,0.31690304181457835,0.06487703434639479
0.33,0.009253166275389977,0.09433194697851116,0.2121991372399586,0.09253166275389978,0.9433194697851122,1.0646168925484893,0.17764041970880345,0.0,0.23521,0.47305,0.22367,0.28687,0.4,9.0,0.2,0.37048,0.0,0.23521,0.47305,0.22367,0.28687,0.3,0.37048,0.5,0.37048,1.0,0.0,0.0021764372396344766,0.004377210306573229,0.021099226580683594,0.027061005629725497,0.1450919620461617,0.19999996477053608,0.07861553636465986,0.0,0.021764372396344767,0.043772103065732294,0.21099226580683605,0.27061005629725515,0.29999973829416837,0.3944192663513643,0.3186350474422978,0.0658122226937175
0.34,0.00923142747892812,0.09416486228757752,0.21512199283670624,0.09231427478928121,0.9416486228757758,1.066373143664802,0.18017253061135244,0.0,0.23521,0.47305,0.22367,0.28687,0.4,9.0,0.2,0.37048,0.0,0.23521,0.47305,0.22367,0.28687,0.3,0.37048,0.5,0.37048,1.0,0.0,0.002171324057318683,0.004366926768906947,0.021061854747862464,0.027013074044437365,0.14372312023292397,0.1999999599846044,0.07969839590614293,0.0,0.021713240573186833,0.04366926768906948,0.21061854747862477,0.2701307404443738,0.2999997040051614,0.39506992226493587,0.32034609970884503,0.06675031914089384
0.35,0.00920973975420244,0.09399804829763558,0.21801998070185064,0.09209739754202442,0.9399804829763565,1.0681181194900857,0.18271225425566207,0.0,0.23521,0.47305,0.22367,0.28687,0.4,9.0,0.2,0.37048,0.0,0.23521,0.47305,0.22367,0.28687,0.3,0.37048,0.5,0.37048,1.0,0.0,0.002166222887585956,0.004356667390725465,0.02102454346273215,0.02696522011514272,0.14237093033007406,0.19999995461221598,0.08077204245042162,0.0,0.021662228875859564,0.043566673907254654,0.21024543462732168,0.2696522011514274,0.29999966612227685,0.3957164009086869,0.3220363370874074,0.06769123595663767
0.36,0.009188102981228904,0.09383150464492422,0.2208933606406982,0.09188102981228906,0.9383150464492429,1.069851869426269,0.18525935364061735,0.0,0.23521,0.47305,0.22367,0.28687,0.4,9.0,0.2,0.37048,0.0,0.23521,0.47305,0.22367,0.28687,0.3,0.37048,0.5,0.37048,1.0,0.0,0.0021611337022148505,0.004346432115270333,0.020987292643930202,0.026917443737489413,0.14103527748395914,0.19999994858957618,0.08183657225016587,0.0,0.02161133702214851,0.04346432115270334,0.20987292643930217,0.2691744373748943,0.29999962436619126,0.3963587205850441,0.3237059031450511,0.0686348853367759
0.37,0.009166517040304875,0.0936652309659303,0.2237423892302977,0.09166517040304877,0.9366523096593036,1.071574442681056,0.18781359547598184,0.0,0.23521,0.47305,0.22367,0.28687,0.4,9.0,0.2,0.37048,0.0,0.23521,0.47305,0.22367,0.28687,0.3,0.37048,0.5,0.37048,1.0,0.0,0.0021560564730501094,0.0043362208859162215,0.02095010221014963,0.026869744807196425,0.1397160430236447,0.19999994184686787,0.0828920803620407,0.0,0.0215605647305011,0.04336220885916222,0.20950102210149643,0.26869744807196444,0.29999957844418257,0.39699689952447764,0.32535494622044414,0.06958118085194175
0.38,0.009144981812008773,0.09349922689738838,0.2265673205176419,0.09144981812008775,0.9349922689738844,1.0732858882673757,0.19037474930935613,0.0,0.23521,0.47305,0.22367,0.28687,0.4,9.0,0.2,0.37048,0.0,0.23521,0.47305,0.22367,0.28687,0.3,0.37048,0.5,0.37048,1.0,0.0,0.0021509911720025833,0.0043260336461707505,0.02091297208013886,0.026822123220053805,0.13841310471512755,0.19999993430777782,0.08393866090537597,0.0,0.02150991172002584,0.04326033646170751,0.20912972080138875,0.26822123220053823,0.2999995280500023,0.39763095588529734,0.3269836191060906,0.07053003712413025
0.39,0.009123497177199524,0.09333349207628122,0.22936840625988716,0.09123497177199526,0.9333349207628129,1.0749862550035536,0.19294258722652147,0.0,0.23521,0.47305,0.22367,0.28687,0.4,9.0,0.2,0.37048,0.0,0.23521,0.47305,0.22367,0.28687,0.3,0.37048,0.5,0.37048,1.0,0.0,0.0021459377710491,0.004315870339674235,0.02087590217270182,0.026774578871922795,0.13712633700671822,0.19999992588899287,0.08497640715116299,0.0,0.021459377710491005,0.04315870339674236,0.20875902172701835,0.26774578871922816,0.2999994728637725,0.39826090775371653,0.3285920787416023,0.07148136971568167
0.4,0.009102063017015882,0.09316802613984052,0.23214589586954168,0.09102063017015885,0.9316802613984059,1.0766755915139479,0.19551688392115762,0.0,0.23521,0.47305,0.22367,0.28687,0.4,9.0,0.2,0.37048,0.0,0.23521,0.47305,0.22367,0.28687,0.3,0.37048,0.5,0.37048,1.0,0.0,0.0021408962422323056,0.004305730910199364,0.020838892406698128,0.02672711165873605,0.13585561126586745,0.19999991649966514,0.0860054115017478,0.0,0.021408962422323062,0.043057309101993645,0.20838892406698145,0.2672711165873607,0.2999994125519108,0.3988867731440874,0.33018048591766574,0.07243509515511047
0.41,0.009080679212875762,0.0930028287255478,0.2349000363596535,0.09080679212875765,0.9300282872554787,1.0783539462295841,0.19809741676456066,0.0,0.23521,0.47305,0.22367,0.28687,0.4,9.0,0.2,0.37048,0.0,0.23521,0.47305,0.22367,0.28687,0.3,0.37048,0.5,0.37048,1.0,0.0,0.0021358665576605078,0.00429561530165088,0.020801942701043276,0.026679721476497897,0.13460079600787267,0.19999990604084505,0.08702576547052443,0.0,0.02135866557660509,0.04295615301650881,0.20801942701043294,0.2667972147649792,0.299999346767077,0.3995085699991363,0.33174900499015914,0.07339113096293443
0.42,0.009059345646475852,0.09283789947113424,0.23763107286503465,0.09059345646475854,0.928378994711343,1.080021367387954,0.20068396515363957,0.0,0.23521,0.47305,0.22367,0.28687,0.4,9.0,0.2,0.37048,0.0,0.23521,0.47305,0.22367,0.28687,0.3,0.37048,0.5,0.37048,1.0,0.0,0.002130848689507585,0.004285523458065402,0.020765052974708598,0.026632408221284282,0.1333617571171711,0.19999989440488533,0.08803755987503803,0.0,0.021308486895075855,0.04285523458065403,0.2076505297470861,0.266324082212843,0.2999992751481287,0.40012631618988914,0.3332978036035361,0.07434939541012038
0.43,0.009038062199790595,0.09267323801458263,0.24033924791215583,0.09038062199790596,0.9267323801458269,1.081677903034631,0.20327631142671584,0.0,0.23521,0.47305,0.22367,0.28687,0.4,9.0,0.2,0.37048,0.0,0.23521,0.47305,0.22367,0.28687,0.3,0.37048,0.5,0.37048,1.0,0.0,0.002125842610012746,0.004275455323610941,0.020728223146721698,0.02658517178924332,0.1321383580593381,0.19999988147480394,0.08904088456649549,0.0,0.021258426100127462,0.04275455323610942,0.2072822314672171,0.2658517178924334,0.2999991973201275,0.4007400295162701,0.3348270524258274,0.07530980785736968
0.44,0.009016828755072762,0.09250884399412422,0.24302480379571362,0.09016828755072764,0.9250884399412428,1.083323601020378,0.2058742378869414,0.0,0.23521,0.47305,0.22367,0.28687,0.4,9.0,0.2,0.37048,0.0,0.23521,0.47305,0.22367,0.28687,0.3,0.37048,0.5,0.37048,1.0,0.0,0.0021208482914806645,0.00426541084258717,0.020691453136165765,0.026538012076594418,0.13093046008859022,0.19999986712363235,0.09003582931023597,0.0,0.021208482914806648,0.042654108425871716,0.20691453136165777,0.2653801207659443,0.29999911289427683,0.4013497277060296,0.33633692488926226,0.07627228765235404
0.45,0.008995645194850884,0.09234471704824557,0.24568797883202595,0.08995645194850885,0.9234471704824562,1.0849585090071374,0.20847753149750195,0.0,0.23521,0.47305,0.22367,0.28687,0.4,9.0,0.2,0.37048,0.0,0.23521,0.47305,0.22367,0.28687,0.3,0.37048,0.5,0.37048,1.0,0.0,0.0021158657062808764,0.004255389959424211,0.020654742862181087,0.026490928979630207,0.12973792244102916,0.19999985121368857,0.09102248239768897,0.0,0.021158657062808766,0.04255389959424211,0.20654742862181097,0.26490928979630224,0.29999902146805896,0.40195542841696424,0.33782759694871356,0.07723675586919451
