Time,a_p,l,mu_c,Pancreatic_cancer_cells__C,helper_T_cells__H,NK_cells__N,Pancreatic_stellate_cells__P,CD8__T_cells__T,a_c,b_c,c_c,d_c,s,b_p,f_p,mu_p,lambda_p,a_t,b_t,c_t,d_t,e_t,p_t,g_t,f_t,h_t,a_n,b_n,c_n,p_n,g_n,f_n,h_n,a_h,b_h,c_h,p_h,g_h,f_h,h_h,tau1_alpha1,alpha2_tau2,beta2_tau2,gamma2_tau2,Pancreas,Logistic_growth_of_cancer_cells,Interaction_between_cancer_cells_and_NK_cells,Lysis_of_cancer_cells_by_CD8__T_cells,Basal_growth_of_stellate_cells,Death_of_stellate_cells,Production_of_CD8__T_cells,Death_of_CD8__T_cells,Inactivation_of_CD8__T_cells_by_cancer_cells,Self__regulation_of_CD8__T_cells,Recruitment_of_CD8__cells_by_debris_from_cancer_cells_lysed,Proliferation_of_CD8__T_cells_by_IL_2,Proliferation_of_CD8__T_cells_by_IFN_gamma,Production_of_NK_cells,Death_of_NK_cells,Inactivation_of_NK_cells_after_interaction_with_cancer_cells,Proliferation_of_NK_cells_by_IL_2,Proliferation_of_NK_cells_by_IFN_gamma,Production_of_helper_T_cells,Death_of_helper_T_cells,Inactivation_of_helper_T_cells,Proliferation_of_helper_T_cells_by_IL_2,Proliferation_of_helper_T_cells_by_IFN_gamma,Stellate_cells_promotes_cancer_growth_through_cytokines,TGF_beta__induced_growth_of_stellate_cells
90.0,0.0019500000000000001,0.6666666666666666,3.482115e-12,3981973750.9721856,194891180.0663728,105386074.14623977,490199276.60305417,46483242.33663425,0.0195,1.02e-11,1.5e-11,0.005,0.3,1.7857e-09,0.125,56000000.0,0.015,3500.0,0.02,3.42e-12,3e-10,5e-12,0.125,0.3,0.125,0.3,130000.0,0.015,1e-13,0.125,0.3,0.125,0.3,9600.0,0.0012,5e-11,0.125,0.3,0.125,0.3,224830000000.0,4.4691e-13,4.4691e-13,4.4691e-13,1.0,74494706.87972009,6294668.714525029,2915133.773489094,119152.61362944296,7352989.149045812,3500.0,929664.846732685,633025.0738883835,648207.54543788,2098222.904841676,16740.561849447964,2999.9262311726366,130000.0,1580791.1121935965,41964.45809683353,37953.93788451848,6801.385452891384,9600.0,233869.41607964734,1899128.6033831676,70188.47416419814,12577.848143018231,6520885.586639994,7532061.824482444
91.0,0.0019500000000000001,0.6666666666666666,3.482115e-12,4054461750.670378,192870597.50096798,103948256.93352847,490482810.78605044,46395190.086481236,0.0195,1.02e-11,1.5e-11,0.005,0.3,1.7857e-09,0.125,56000000.0,0.015,3500.0,0.02,3.42e-12,3e-10,5e-12,0.125,0.3,0.125,0.3,130000.0,0.015,1e-13,0.125,0.3,0.125,0.3,9600.0,0.0012,5e-11,0.125,0.3,0.125,0.3,224830000000.0,4.4691e-13,4.4691e-13,4.4691e-13,1.0,75792354.64663896,6321813.476787722,2934684.9664416974,118737.27920334812,7357242.1617907565,3500.0,927903.8017296247,643327.7307828614,645754.098948218,2107271.1589292404,16536.111350314313,2963.635909717695,130000.0,1559223.854002927,42145.42317858482,37049.098152628685,6640.01562288094,9600.0,231444.71700116157,1859953.3690190197,68742.6793711311,12320.204478462316,6638312.454357055,7507668.551395184
92.0,0.0019500000000000001,0.6666666666666666,3.482115e-12,4128330033.250804,190889328.9645119,102530622.16046685,490738743.8627491,46309729.86763308,0.0195,1.02e-11,1.5e-11,0.005,0.3,1.7857e-09,0.125,56000000.0,0.015,3500.0,0.02,3.42e-12,3e-10,5e-12,0.125,0.3,0.125,0.3,130000.0,0.015,1e-13,0.125,0.3,0.125,0.3,9600.0,0.0012,5e-11,0.125,0.3,0.125,0.3,224830000000.0,4.4691e-13,4.4691e-13,4.4691e-13,1.0,77112561.29545236,6349203.7018941855,2954409.685286111,118361.89543030986,7361081.157941236,3500.0,926194.5973526617,653841.9223634425,643377.3241239443,2116401.233964728,16336.575478352472,2928.160184089181,130000.0,1537959.3324070028,42328.024679294576,36169.48862700234,6483.0023046626675,9600.0,229067.19475741425,1821936.795626082,67339.58370205,12069.915636282976,6757467.630213893,7485758.125147914
93.0,0.0019500000000000001,0.6666666666666666,3.482115e-12,4203602644.26245,188946246.76848996,101132896.5307399,490969962.53050107,46226615.80672112,0.0195,1.02e-11,1.5e-11,0.005,0.3,1.7857e-09,0.125,56000000.0,0.015,3500.0,0.02,3.42e-12,3e-10,5e-12,0.125,0.3,0.125,0.3,130000.0,0.015,1e-13,0.125,0.3,0.125,0.3,9600.0,0.0012,5e-11,0.125,0.3,0.125,0.3,224830000000.0,4.4691e-13,4.4691e-13,4.4691e-13,1.0,78455633.82765765,6376837.669178085,2974301.094148498,118022.36871022871,7364549.437957516,3500.0,924532.3161344224,664568.6695862955,641070.0026826597,2125612.5563926953,16141.725987699921,2893.461519311769,130000.0,1516993.4479610985,42512.25112785391,35314.27675707682,6330.209108789843,9600.0,226735.49612218793,1785034.2083949551,65977.54320786454,11826.708157241366,6878402.043891962,7466074.116944711
94.0,0.0019500000000000001,0.6666666666666666,3.482115e-12,4280304004.9300685,187040256.91379988,99754810.01511498,491178897.1055114,46145609.811215825,0.0195,1.02e-11,1.5e-11,0.005,0.3,1.7857e-09,0.125,56000000.0,0.015,3500.0,0.02,3.42e-12,3e-10,5e-12,0.125,0.3,0.125,0.3,130000.0,0.015,1e-13,0.125,0.3,0.125,0.3,9600.0,0.0012,5e-11,0.125,0.3,0.125,0.3,224830000000.0,4.4691e-13,4.4691e-13,4.4691e-13,1.0,79821880.72382434,6404713.692281022,2994352.3101061834,117715.24422927582,7367683.456582671,3500.0,922912.1962243165,675508.9556183148,638825.1914546934,2134904.5640936736,15951.345395422333,2859.504139193546,130000.0,1496322.1502267246,42698.09128187347,34482.66120906441,6181.504444510698,9600.0,224448.30829655984,1749202.8853190131,64654.9856657305,11590.320098247787,7001162.443612323,7448400.207119563
95.0,0.0019500000000000001,0.6666666666666666,3.482115e-12,4358458901.76715,185170305.08237183,98396095.7294959,491367738.4675918,46066483.01345511,0.0195,1.02e-11,1.5e-11,0.005,0.3,1.7857e-09,0.125,56000000.0,0.015,3500.0,0.02,3.42e-12,3e-10,5e-12,0.125,0.3,0.125,0.3,130000.0,0.015,1e-13,0.125,0.3,0.125,0.3,9600.0,0.0012,5e-11,0.125,0.3,0.125,0.3,224830000000.0,4.4691e-13,4.4691e-13,4.4691e-13,1.0,81211611.565179,6432830.089970311,3014556.463280187,117437.39430822388,7370516.077013877,3500.0,921329.6602691022,686663.7455337973,636636.2571686844,2144276.69665677,15765.227612011498,2826.2541163581395,130000.0,1475941.4359424384,42885.533933135404,33673.871844214584,6036.761488994765,9600.0,222204.36609884616,1714402.094214933,63370.411970815,11360.5012306559,7125794.048922006,7432540.518655004
96.0,0.0019500000000000001,0.6666666666666666,3.482115e-12,4438092467.621541,183335391.6115947,97056489.689399,491538593.9681347,45989019.61877185,0.0195,1.02e-11,1.5e-11,0.005,0.3,1.7857e-09,0.125,56000000.0,0.015,3500.0,0.02,3.42e-12,3e-10,5e-12,0.125,0.3,0.125,0.3,130000.0,0.015,1e-13,0.125,0.3,0.125,0.3,9600.0,0.0012,5e-11,0.125,0.3,0.125,0.3,224830000000.0,4.4691e-13,4.4691e-13,4.4691e-13,1.0,82625136.49961452,6461185.137364643,3034906.849530691,117185.79371397161,7373078.90952202,3500.0,919780.3923754371,698034.0437467275,634496.9776487347,2153728.379121547,15583.180132736095,2793.679701723032,130000.0,1455847.345340985,43074.567582430944,32887.17120778968,5895.8583464799185,9600.0,220002.46993391364,1680593.2908688397,62122.40347526439,11137.014148127062,7252342.5917675635,7418305.426131061
97.0,0.0019500000000000001,0.6666666666666666,3.482115e-12,4519230216.133063,181534536.3893302,95735731.25818232,491693243.8942095,45913007.989975914,0.0195,1.02e-11,1.5e-11,0.005,0.3,1.7857e-09,0.125,56000000.0,0.015,3500.0,0.02,3.42e-12,3e-10,5e-12,0.125,0.3,0.125,0.3,130000.0,0.015,1e-13,0.125,0.3,0.125,0.3,9600.0,0.0012,5e-11,0.125,0.3,0.125,0.3,224830000000.0,4.4691e-13,4.4691e-13,4.4691e-13,1.0,84062766.65123378,6489777.141983582,3055396.618402298,116957.8820458128,7375398.658413142,3500.0,918260.1597995183,709620.7693347541,632401.2908062777,2163259.0473278607,15405.017638917347,2761.7503430965203,130000.0,1436035.9688727348,43265.180946557215,32121.84723398958,5758.677120580005,9600.0,217841.44366719623,1647739.3951044527,60909.595288570024,10919.630189913929,7380850.671555662,7405534.517716869
98.0,0.0019500000000000001,0.6666666666666666,3.482115e-12,4601898019.0842905,179766797.66644022,94433562.84834291,491833337.645079,45838245.45184339,0.0195,1.02e-11,1.5e-11,0.005,0.3,1.7857e-09,0.125,56000000.0,0.015,3500.0,0.02,3.42e-12,3e-10,5e-12,0.125,0.3,0.125,0.3,130000.0,0.015,1e-13,0.125,0.3,0.125,0.3,9600.0,0.0012,5e-11,0.125,0.3,0.125,0.3,224830000000.0,4.4691e-13,4.4691e-13,4.4691e-13,1.0,85524813.50844914,6518604.387102916,3076018.9553242996,116751.27841372164,7377500.064676185,3500.0,916764.9090368678,721424.8238255305,630343.4238310322,2172868.1290343055,15230.564938769676,2730.4371298362053,130000.0,1416503.4427251436,43457.36258068611,31377.215623841767,5625.104184555281,9600.0,215720.15719972824,1615805.0771623428,59730.68686867202,10708.131042578148,7511360.35137458,7394078.565056935
99.0,0.0019500000000000001,0.6666666666666666,3.482115e-12,4686122103.871507,178031282.25033146,93149729.74463242,491960310.8644598,45764540.81417682,0.0195,1.02e-11,1.5e-11,0.005,0.3,1.7857e-09,0.125,56000000.0,0.015,3500.0,0.02,3.42e-12,3e-10,5e-12,0.125,0.3,0.125,0.3,130000.0,0.015,1e-13,0.125,0.3,0.125,0.3,9600.0,0.0012,5e-11,0.125,0.3,0.125,0.3,224830000000.0,4.4691e-13,4.4691e-13,4.4691e-13,1.0,87011588.66542539,6547665.1128896875,3096767.1920442684,116563.90624062772,7379404.662966897,3500.0,915290.8162835364,733447.1338873255,628317.9587797368,2182555.037629896,15059.658335327444,2699.7129945187166,130000.0,1397245.9461694863,43651.100752597915,30652.62054476237,5495.030242925298,9600.0,213637.53870039774,1584756.8729848594,58584.44629820684,10502.30937689557,7643911.742619199,7383807.447912114
100.0,0.0019500000000000001,0.6666666666666666,3.482115e-12,4771929065.277306,176327113.6934531,91883980.5024236,492075536.05343294,45691706.44551382,0.0195,1.02e-11,1.5e-11,0.005,0.3,1.7857e-09,0.125,56000000.0,0.015,3500.0,0.02,3.42e-12,3e-10,5e-12,0.125,0.3,0.125,0.3,130000.0,0.015,1e-13,0.125,0.3,0.125,0.3,9600.0,0.0012,5e-11,0.125,0.3,0.125,0.3,224830000000.0,4.4691e-13,4.4691e-13,4.4691e-13,1.0,88523403.80980423,6576957.557893326,3117634.514055695,116393.77325520237,7381133.040801493,3500.0,913834.1289102765,745688.5305407731,626319.6113709027,2192319.185964442,14892.140010873607,2669.5518560380665,130000.0,1378259.707536354,43846.383719288846,29947.42829380193,5368.349527127232,9600.0,211592.5364321437,1554562.5511731969,57469.68693251664,10301.965285352335,7778545.160959439,7374596.241566964
101.0,0.0019500000000000001,0.6666666666666666,3.482115e-12,4859345855.978869,174653450.59352073,90636066.6595104,492180251.01728505,45619562.85497203,0.0195,1.02e-11,1.5e-11,0.005,0.3,1.7857e-09,0.125,56000000.0,0.015,3500.0,0.02,3.42e-12,3e-10,5e-12,0.125,0.3,0.125,0.3,130000.0,0.015,1e-13,0.125,0.3,0.125,0.3,9600.0,0.0012,5e-11,0.125,0.3,0.125,0.3,224830000000.0,4.4691e-13,4.4691e-13,4.4691e-13,1.0,90060570.32834698,6606479.923861747,3138614.1430363283,116239.07869357827,7382703.765259275,3500.0,912391.2570994406,758149.8192911955,624343.354523623,2202159.974620582,14727.860853100174,2639.9290445381166,130000.0,1359540.999892656,44043.199492411644,29261.029577974015,5244.960054040857,9600.0,209584.14071222485,1525191.3902111694,56385.277650130534,10106.907828477504,7915299.911195139,7366332.021139896
102.0,0.0019500000000000001,0.6666666666666666,3.482115e-12,4948399778.566745,173009488.89143923,89405742.6722364,492275424.54780257,45547939.4069394,0.0195,1.02e-11,1.5e-11,0.005,0.3,1.7857e-09,0.125,56000000.0,0.015,3500.0,0.02,3.42e-12,3e-10,5e-12,0.125,0.3,0.125,0.3,130000.0,0.015,1e-13,0.125,0.3,0.125,0.3,9600.0,0.0012,5e-11,0.125,0.3,0.125,0.3,224830000000.0,4.4691e-13,4.4691e-13,4.4691e-13,1.0,91623398.93475302,6636230.358628349,3159699.374962648,116098.41336947895,7384131.368217038,3500.0,910958.7881387881,770831.793402109,622384.4352654669,2212076.7862094496,14566.680612595794,2610.821322801951,130000.0,1341086.1400835458,44241.535724188994,28592.8390042597,5124.763543398765,9600.0,207611.38666972707,1496614.1623238518,55330.14227304599,9916.954938602974,8054211.924560241,7358926.560394194
103.0,0.0019500000000000001,0.6666666666666666,3.482115e-12,5039118501.091816,171394444.75951266,88192766.10282172,492362095.4136478,45476669.822891116,0.0195,1.02e-11,1.5e-11,0.005,0.3,1.7857e-09,0.125,56000000.0,0.015,3500.0,0.02,3.42e-12,3e-10,5e-12,0.125,0.3,0.125,0.3,130000.0,0.015,1e-13,0.125,0.3,0.125,0.3,9600.0,0.0012,5e-11,0.125,0.3,0.125,0.3,224830000000.0,4.4691e-13,4.4691e-13,4.4691e-13,1.0,93212199.70447609,6666206.989967882,3180883.414174435,115970.26000040736,7385431.431204717,3500.0,909533.3964578223,783735.1626922048,620438.2494540766,2222068.9966559606,14408.464779389806,2582.206404920092,130000.0,1322891.4915423258,44441.37993311921,27942.29149008267,5007.664949637425,9600.0,205673.33371141518,1468802.7847210818,54303.24670469709,9731.93144417452,8195319.073460631,7352284.683145732
104.0,0.0019500000000000001,0.6666666666666666,3.482115e-12,5131530043.662117,169807563.8522764,86996897.46257207,492441158.87765837,45405594.6858444,0.0195,1.02e-11,1.5e-11,0.005,0.3,1.7857e-09,0.125,56000000.0,0.015,3500.0,0.02,3.42e-12,3e-10,5e-12,0.125,0.3,0.125,0.3,130000.0,0.015,1e-13,0.125,0.3,0.125,0.3,9600.0,0.0012,5e-11,0.125,0.3,0.125,0.3,224830000000.0,4.4691e-13,4.4691e-13,4.4691e-13,1.0,94827281.5942578,6696407.895518718,3202159.477071033,115853.30946803656,7386617.383164875,3500.0,908111.893716888,796860.5926201837,618500.4086325543,2232135.965172906,14253.085969436774,2554.063165812408,130000.0,1304953.461938581,44642.71930345812,27308.84304428874,4893.572540706877,9600.0,203769.0766227317,1441730.4370722466,53303.603280449155,9551.66972511093,8338657.654757648,7346324.313986292
105.0,0.0019500000000000001,0.6666666666666666,3.482115e-12,5225662770.362244,168248120.71117994,85817900.18866593,492513303.7941262,45334561.431102864,0.0195,1.02e-11,1.5e-11,0.005,0.3,1.7857e-09,0.125,56000000.0,0.015,3500.0,0.02,3.42e-12,3e-10,5e-12,0.125,0.3,0.125,0.3,130000.0,0.015,1e-13,0.125,0.3,0.125,0.3,9600.0,0.0012,5e-11,0.125,0.3,0.125,0.3,224830000000.0,4.4691e-13,4.4691e-13,4.4691e-13,1.0,96468952.05068226,6726831.0906986175,3223520.7992398413,115746.5548525258,7387699.556911893,3500.0,906691.2286220574,810208.704193753,616566.7380451319,2242277.0302328723,14100.423664151429,2526.3716000900426,130000.0,1287268.502829989,44845.54060465745,26691.969932631873,4782.397777146273,9600.0,201897.7448534159,1415371.5061421888,52330.268736145896,9376.009395816624,8484261.105375065,7340982.458585494
106.0,0.0019500000000000001,0.6666666666666666,3.482115e-12,5321545406.068126,166715411.0176658,84655540.69860524,492579272.676946,45263422.12165059,0.0195,1.02e-11,1.5e-11,0.005,0.3,1.7857e-09,0.125,56000000.0,0.015,3500.0,0.02,3.42e-12,3e-10,5e-12,0.125,0.3,0.125,0.3,130000.0,0.015,1e-13,0.125,0.3,0.125,0.3,9600.0,0.0012,5e-11,0.125,0.3,0.125,0.3,224830000000.0,4.4691e-13,4.4691e-13,4.4691e-13,1.0,98137517.04661922,6757474.555543139,3244960.5562709644,115648.90734031472,7388689.09015419,3500.0,905268.4424330118,823780.037706021,614633.2146488185,2252491.5185143794,13950.362680492104,2499.1125820016764,130000.0,1269833.1104790785,45049.8303702876,26091.166781086442,4674.055053270999,9600.0,200058.49322119894,1389701.4135394623,51382.33785932171,9204.79631805259,8632164.293766238,7336190.860486726
107.0,0.0019500000000000001,0.6666666666666666,3.482115e-12,5419207020.284523,165208755.16669524,83509588.3156499,492639694.57948077,45192034.59074238,0.0195,1.02e-11,1.5e-11,0.005,0.3,1.7857e-09,0.125,56000000.0,0.015,3500.0,0.02,3.42e-12,3e-10,5e-12,0.125,0.3,0.125,0.3,130000.0,0.015,1e-13,0.125,0.3,0.125,0.3,9600.0,0.0012,5e-11,0.125,0.3,0.125,0.3,224830000000.0,4.4691e-13,4.4691e-13,4.4691e-13,1.0,99833280.53500955,6788336.208918605,3266471.913397729,115559.44390747206,7389595.418692212,3500.0,903840.6918148476,837575.069613615,612695.9971352568,2262778.736306201,13802.793665052432,2472.2679410029327,130000.0,1252643.8247347483,45255.574726124025,25505.94650169863,4568.4616731424485,9600.0,198250.50620003426,1364696.6391864526,50458.94436656297,9037.882730229909,8782400.603025015,7331891.71313353
108.0,0.0019500000000000001,0.6666666666666666,3.482115e-12,5518677018.478666,163727498.73292044,82379815.23053515,492695084.78206515,45120262.61782986,0.0195,1.02e-11,1.5e-11,0.005,0.3,1.7857e-09,0.125,56000000.0,0.015,3500.0,0.02,3.42e-12,3e-10,5e-12,0.125,0.3,0.125,0.3,130000.0,0.015,1e-13,0.125,0.3,0.125,0.3,9600.0,0.0012,5e-11,0.125,0.3,0.125,0.3,224830000000.0,4.4691e-13,4.4691e-13,4.4691e-13,1.0,101556544.0291148,6819413.896489097,3288048.038934496,115477.40830248069,7390426.271730977,3500.0,902405.2523565972,851594.2148084498,610751.4296105803,2273137.9654963654,13657.613022504192,2445.8204483681498,130000.0,1235697.2284580271,45462.759309927314,24935.83973155873,4465.537763603639,9600.0,196472.99847950452,1340334.6920669232,49559.25983358834,8875.127074346967,8935001.746306729,7328037.734350703
109.0,0.0019500000000000001,0.6666666666666666,3.482115e-12,5619985160.699545,162271005.3900198,81265996.54623638,492745960.43767536,45047974.00420399,0.0195,1.02e-11,1.5e-11,0.005,0.3,1.7857e-09,0.125,56000000.0,0.015,3500.0,0.02,3.42e-12,3e-10,5e-12,0.125,0.3,0.125,0.3,130000.0,0.015,1e-13,0.125,0.3,0.125,0.3,9600.0,0.0012,5e-11,0.125,0.3,0.125,0.3,224830000000.0,4.4691e-13,4.4691e-13,4.4691e-13,1.0,103307606.64887165,6850705.4198896345,3309682.0343755283,115402.04013732403,7391189.40656513,3500.0,900959.4800840798,865837.7933473621,608795.9885650316,2283568.4732965445,13514.721591062274,2419.7536114506984,130000.0,1218989.9481935457,45671.3694659309,24380.393179061015,4365.2060492785795,9600.0,194725.20646802374,1316593.9595143918,48682.48813904977,8716.393134341457,9089999.754190888,7324581.330705967
110.0,0.0019500000000000001,0.6666666666666666,3.482115e-12,5723161541.161919,160838660.85995537,80167910.2003567,492792768.5122297,44975041.72529664,0.0195,1.02e-11,1.5e-11,0.005,0.3,1.7857e-09,0.125,56000000.0,0.015,3500.0,0.02,3.42e-12,3e-10,5e-12,0.125,0.3,0.125,0.3,130000.0,0.015,1e-13,0.125,0.3,0.125,0.3,9600.0,0.0012,5e-11,0.125,0.3,0.125,0.3,224830000000.0,4.4691e-13,4.4691e-13,4.4691e-13,1.0,105086764.4832393,6882208.507410057,3331366.9843520024,115332.6818426328,7391891.527683445,3500.0,899500.8345059328,880306.0475711464,606826.3134576521,2294069.502470019,13374.025190887283,2394.051756193672,130000.0,1202518.6530053506,45881.390049400376,23839.169668125276,4267.391843187327,9600.0,193006.39303194644,1293453.741361187,47827.8667343567,8561.550222621276,9247425.592090592,7321481.38839672
111.0,0.0019500000000000001,0.6666666666666666,3.482115e-12,5828236577.967418,159429873.92614198,79085336.9191417,492835889.55074084,44901344.22423172,0.0195,1.02e-11,1.5e-11,0.005,0.3,1.7857e-09,0.125,56000000.0,0.015,3500.0,0.02,3.42e-12,3e-10,5e-12,0.125,0.3,0.125,0.3,130000.0,0.015,1e-13,0.125,0.3,0.125,0.3,9600.0,0.0012,5e-11,0.125,0.3,0.125,0.3,224830000000.0,4.4691e-13,4.4691e-13,4.4691e-13,1.0,106894310.1243828,6913920.80119528,3353095.9746059217,115268.77334441307,7392538.343261112,3500.0,898026.8844846344,894999.1462819008,604839.2139428841,2304640.2670650934,13235.434660538458,2368.7000300783548,130000.0,1186280.0537871253,46092.805341301864,23311.747732378266,4172.022980061084,9600.0,191315.84871137034,1270894.2350052763,46994.66610063256,8410.47308691575,9407309.101293502,7318702.942562945
112.0,0.0019500000000000001,0.6666666666666666,3.482115e-12,5935241036.535103,158044068.20090702,78018060.2777707,492875698.07266086,44826763.281268455,0.0195,1.02e-11,1.5e-11,0.005,0.3,1.7857e-09,0.125,56000000.0,0.015,3500.0,0.02,3.42e-12,3e-10,5e-12,0.125,0.3,0.125,0.3,130000.0,0.015,1e-13,0.125,0.3,0.125,0.3,9600.0,0.0012,5e-11,0.125,0.3,0.125,0.3,224830000000.0,4.4691e-13,4.4691e-13,4.4691e-13,1.0,108730532.77485839,6945839.8942724075,3374862.011092053,115209.76273987383,7393135.471089913,3500.0,896535.2656253692,909917.1457701407,602831.6118824633,2315279.9647574695,13098.864421035534,2343.6841819068727,130000.0,1170270.9041665604,46305.59929514939,22797.719914739704,4079.0295883904387,9600.0,189652.8818410884,1248896.3746746476,46182.18382003142,8263.040995454969,9569680.092521913,7316211.511974311
113.0,0.0019500000000000001,0.6666666666666666,3.482115e-12,6044206001.451493,156680687.4868975,76965866.605974,492912519.9137819,44751185.485042736,0.0195,1.02e-11,1.5e-11,0.005,0.3,1.7857e-09,0.125,56000000.0,0.015,3500.0,0.02,3.42e-12,3e-10,5e-12,0.125,0.3,0.125,0.3,130000.0,0.015,1e-13,0.125,0.3,0.125,0.3,9600.0,0.0012,5e-11,0.125,0.3,0.125,0.3,224830000000.0,4.4691e-13,4.4691e-13,4.4691e-13,1.0,110595717.45951445,6977963.2927011475,3396658.083241578,115155.1696494007,7393687.798706728,3500.0,895023.7097008547,925060.0128722138,600800.5806950099,2325987.764233716,12964.233249980327,2318.990677830489,130000.0,1154487.99908961,46519.75528467431,22296.693063029947,3988.344112806875,9600.0,188016.824984277,1227441.891568342,45389.746804055496,8119.138068412233,9734567.441523505,7313977.124112799
114.0,0.0019500000000000001,0.6666666666666666,3.482115e-12,6155162865.894352,155339195.8174556,75928544.95542024,492946624.6713976,44674502.310706146,0.0195,1.02e-11,1.5e-11,0.005,0.3,1.7857e-09,0.125,56000000.0,0.015,3500.0,0.02,3.42e-12,3e-10,5e-12,0.125,0.3,0.125,0.3,130000.0,0.015,1e-13,0.125,0.3,0.125,0.3,9600.0,0.0012,5e-11,0.125,0.3,0.125,0.3,224830000000.0,4.4691e-13,4.4691e-13,4.4691e-13,1.0,112490144.53669916,7010288.405564888,3418477.172488523,115104.59655984172,7394199.370070964,3500.0,893490.0462141229,940427.624849081,598743.3470127867,2336762.801854963,12831.464194903889,2294.6066866078045,130000.0,1138928.1743313035,46735.25603709926,21808.287850431014,3899.901240026924,9600.0,186407.0349809467,1206513.2878606906,44616.71034036729,7978.653123788512,9901998.829476258,7311975.040620226
115.0,0.0019500000000000001,0.6666666666666666,3.482115e-12,6268143359.537292,154019070.6750273,74905887.13881926,492978295.06734395,44596608.30996441,0.0195,1.02e-11,1.5e-11,0.005,0.3,1.7857e-09,0.125,56000000.0,0.015,3500.0,0.02,3.42e-12,3e-10,5e-12,0.125,0.3,0.125,0.3,130000.0,0.015,1e-13,0.125,0.3,0.125,0.3,9600.0,0.0012,5e-11,0.125,0.3,0.125,0.3,224830000000.0,4.4691e-13,4.4691e-13,4.4691e-13,1.0,114414089.85912816,7042812.585891596,3440312.1834957395,115057.62607045565,7394674.426010159,3500.0,891932.1661992882,956019.7350870825,596657.241825716,2347604.1952971984,12700.483391093197,2270.5198976093793,130000.0,1123588.307082289,46952.08390594398,21332.137387880986,3813.637710174722,9600.0,184822.88481003276,1186093.7065799527,43862.45329294986,7841.478933742572,10072002.093059158,7310179.234465115
116.0,0.0019500000000000001,0.6666666666666666,3.482115e-12,6383179512.166453,152719807.4911699,73897687.65137602,493007768.4784496,44517402.43061684,0.0195,1.02e-11,1.5e-11,0.005,0.3,1.7857e-09,0.125,56000000.0,0.015,3500.0,0.02,3.42e-12,3e-10,5e-12,0.125,0.3,0.125,0.3,130000.0,0.015,1e-13,0.125,0.3,0.125,0.3,9600.0,0.0012,5e-11,0.125,0.3,0.125,0.3,224830000000.0,4.4691e-13,4.4691e-13,4.4691e-13,1.0,116367823.82909054,7075533.087191091,3462156.000753287,115013.90766279191,7395116.527176743,3500.0,890348.0486123369,971835.9932645401,594539.735750847,2358511.029063697,12571.220725913687,2246.7186214631565,130000.0,1108465.3147706403,47170.22058127394,20867.887430043884,3729.492330289901,9600.0,183263.76898940388,1166166.9800069996,43126.37989565514,7707.512492254045,10244603.961918585,7308567.903205558
117.0,0.0019500000000000001,0.6666666666666666,3.482115e-12,6500303645.401357,151440918.79838002,72903743.64949837,493035234.7063045,44436787.86938668,0.0195,1.02e-11,1.5e-11,0.005,0.3,1.7857e-09,0.125,56000000.0,0.015,3500.0,0.02,3.42e-12,3e-10,5e-12,0.125,0.3,0.125,0.3,130000.0,0.015,1e-13,0.125,0.3,0.125,0.3,9600.0,0.0012,5e-11,0.125,0.3,0.125,0.3,224830000000.0,4.4691e-13,4.4691e-13,4.4691e-13,1.0,118351610.93107349,7108447.059123605,3484001.487092719,114973.1610981492,7395528.520594567,3500.0,888735.7573877337,987875.9404863695,592388.4348446614,2369482.3530412014,12443.609634647495,2223.191758018353,130000.0,1093556.1547424756,47389.647060824034,20415.19584055593,3647.405894563023,9600.0,181729.102558056,1146717.5943248766,42407.91845212642,7576.654808824102,10419829.903778013,7307123.6890784465
118.0,0.0019500000000000001,0.6666666666666666,3.482115e-12,6619548400.362115,150181930.08468565,71923854.95317881,493060902.65022975,44354670.88810137,0.0195,1.02e-11,1.5e-11,0.005,0.3,1.7857e-09,0.125,56000000.0,0.015,3500.0,0.02,3.42e-12,3e-10,5e-12,0.125,0.3,0.125,0.3,130000.0,0.015,1e-13,0.125,0.3,0.125,0.3,9600.0,0.0012,5e-11,0.125,0.3,0.125,0.3,224830000000.0,4.4691e-13,4.4691e-13,4.4691e-13,1.0,120365709.86524113,7141551.585047873,3505841.4409443373,114935.077565863,7395913.539753446,3500.0,887093.4177620274,1004138.9862826447,590201.0488775361,2380517.1950159576,12317.586345082522,2199.9286784143787,130000.0,1078857.8242976821,47610.34390031915,19973.731648060344,3567.3210510972444,9600.0,180218.31610162277,1127730.6061980703,41706.51825951238,7448.81042644719,10597705.495229825,7305827.39997785
