Time,s53,s57,s58,s60,s61,s68,s72,s73,s81,s83,s85,s88,s89,s96,s98,s100,s101,s107,s109,s111,s122,s124,s135,s142,s144,s146,s147,kV_re29_s60,kM_re29_s60_s57,kG_s57,kM_re29_s60_s53,kG_s53,kM_re29_s60_s58,kG_s58,kI_re29_s61,kass_re31,kdiss_re31,kass_re32,kdiss_re32,kass_re33,kdiss_re33,kass_re36,kdiss_re36,kI_re36_s101,kass_re37,kdiss_re37,kass_re38,kdiss_re38,kcatp_re40,kcatn_re40,kM_re40_s124,ki_re40_s124,kass_re42,kdiss_re42,kI_re42_s147,kI_re42_s135,kass_re43,kdiss_re43,kass_re34_s85,kdiss_re34_s85,kass_re34_s89,kdiss_re34_s89,kass_re35_s89,kdiss_re35_s89,default,c1,re29,re31,re32,re33,re36,re37,re38,re40,re42,re43,re34,re35
0.0,0.0,5.0,0.0,5.0,100.0,5.0,0.0,0.0,5.0,5.0,0.0,5.0,0.0,5.0,5.0,0.0,100.0,5.0,5.0,0.0,5.0,5.0,0.0,5.0,5.0,0.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.04125412541254126,0.0,0.0,25.0,0.24752475247524752,0.0,25.0,0.0,0.24752475247524752,5.0,0.0,0.0
0.01,0.00040321116271961957,4.999587489734047,0.0004125102659518206,5.0,100.0,4.999990700896768,0.0002551442708748431,0.04901327489023598,4.763072474802521,4.763072474802521,0.2369275251974793,5.0,0.0,4.997526107430239,4.997526107430239,0.002707438899406705,100.0,4.763072474802521,4.763072474802521,0.2369275251974793,4.99916263229181,4.99916263229181,0.0008373677081897896,4.997539074313695,4.948046407926178,0.002460925686301664,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.04124794740788388,0.0017609077932210283,-0.048758130619361136,22.449931875023932,0.24725306688660817,-0.04630583599082927,22.449931875023932,0.16451447724677343,0.24460304205820887,4.899033133035942,0.0,0.0
0.02,0.0007916212753360806,4.999175040724894,0.0008249592751067637,5.0,100.0,4.999966662000228,0.0010004625408425209,0.09610514351127973,4.549833398217838,4.549833398217838,0.450166601782163,5.0,0.0,4.995054952152935,4.995054952152935,0.0058632657117139875,100.0,4.549833398217838,4.549833398217838,0.450166601782163,4.996764825274474,4.996764825274474,0.003235174725525775,4.9951089924283485,4.897118506511356,0.004891007571649073,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0412418676174401,0.0029576174447679855,-0.09510468097043721,20.250817349756318,0.24697733375560244,-0.09024187779956575,20.250817349756318,0.3124796286128595,0.24136517792517534,4.801013363000076,0.0,0.0
0.03,0.0011705907611563428,4.998762652177135,0.0012373478228649346,5.0,100.0,4.9999332429382894,0.00220700673746261,0.14135135290284404,4.357092066738172,4.357092066738172,0.6429079332618288,5.0,0.0,4.992586573467266,4.992586573467266,0.00944424149832416,100.0,4.357092066738172,4.357092066738172,0.6429079332618288,4.992961014130439,4.992961014130439,0.007038985869561787,4.992712648885765,4.847190231341583,0.007287351114233828,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.041235849316130786,0.003645868923119424,-0.13914434616538143,18.341343344770888,0.24669778665413158,-0.13190711140451988,18.341343344770888,0.44604069118621437,0.23786370675363996,4.705838878438739,0.0,0.0
0.04,0.0015449437141195066,4.998350323644397,0.0016496763556022812,5.0,100.0,4.999895267358514,0.0038473887741527378,0.1848246556527764,4.182203716124876,4.182203716124876,0.8177962838751244,5.0,0.0,4.990121008386324,4.990121008386324,0.013428099500051064,100.0,4.182203716124876,4.182203716124876,0.8177962838751244,4.987886030290683,4.987886030290683,0.01211396970931735,4.990352438050378,4.798236018378562,0.009647561949621259,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.04122985937748875,0.003877167990408669,-0.18097726687862364,16.673031639293598,0.24641464929543064,-0.17139655615272534,16.673031639293598,0.5669867392012795,0.23414614730466107,4.613411362725786,0.0,0.0
0.05,0.001919008817371498,4.99793805499471,0.0020619450052882563,5.0,100.0,4.999857063812081,0.005895695146137197,0.22659492772454962,4.0229574914688015,4.0229574914688015,0.9770425085312001,5.0,0.0,4.987658291733704,4.987658291733704,0.0177935061635014,100.0,4.0229574914688015,4.0229574914688015,0.9770425085312001,4.98165829026359,4.98165829026359,0.01834170973641095,4.9880303033989914,4.7502308188190225,0.011969696601006947,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.041223868003273254,0.0036990746449153556,-0.22069923257841242,15.207144469633752,0.24612813593006402,-0.20880142156104822,15.207144469633752,0.6768219883037129,0.23025519705786923,4.5236358910944725,0.0,0.0
0.06,0.0022966574671615097,4.997525846378504,0.002474153621494899,5.0,100.0,4.999822503845665,0.00832740630351291,0.26672928174971966,3.877490889570564,3.877490889570564,1.1225091104294371,5.0,0.0,4.985198456236217,4.985198456236217,0.022520023708548654,100.0,3.877490889570564,3.877490889570564,1.1225091104294371,4.97438235884563,4.97438235884563,0.025617641154371568,4.985747784509685,4.703150112666027,0.014252215490313632,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.04121784847176194,0.0031554733844263924,-0.25840187544620674,13.912426488273288,0.24583845172625163,-0.244209258041171,13.912426488273288,0.7768206016007192,0.2262289831209061,4.436420830916307,0.0,0.0
0.07,0.0026813392781334555,4.997113698199024,0.0028863018009764353,5.0,100.0,4.9997950374771545,0.011119320535140692,0.3052921759642762,3.7442237004298273,3.7442237004298273,1.2557762995701738,5.0,0.0,4.9827415326128754,4.9827415326128754,0.027588074177499342,100.0,3.7442237004298273,3.7442237004298273,1.2557762995701738,4.966151027908662,4.966151027908662,0.03384897209133902,4.98350606137548,4.656969920608538,0.016493938624519113,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.04121177690343078,0.0022868262814635335,-0.2941728554291355,12.763434819290255,0.2455457931351268,-0.27770410178677685,12.763434819290255,0.8680692603744584,0.22210134421764693,4.351677744644261,0.0,0.0
0.08,0.003076115136663335,4.9967016110850135,0.0032983889149869293,5.0,100.0,4.999777726221674,0.014249482111209816,0.3423455189544427,3.621806410902037,3.621806410902037,1.378193589097964,5.0,0.0,4.9802875496602965,4.9802875496602965,0.032978904909389074,100.0,3.621806410902037,3.621806410902037,1.378193589097964,4.957047017895495,4.957047017895495,0.0429529821045054,4.981305995788317,4.611666813931309,0.018694004211682307,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.04120563204282653,0.0011304098323728657,-0.3280960368432329,11.739288088953131,0.24525034824150468,-0.3093666140450536,11.739288088953131,0.9515006072842908,0.2179021322904269,4.269321294976866,0.0,0.0
0.09,0.003483687944231681,4.996289585865522,0.003710414134477378,5.0,100.0,4.999773273809752,0.0176971134704616,0.3779487703474751,3.509079684973306,3.509079684973306,1.4909203150266959,5.0,0.0,4.977836534334644,4.977836534334644,0.03867455539194086,100.0,3.509079684973306,3.509079684973306,1.4909203150266959,4.947144377246999,4.947144377246999,0.052855622753002394,4.979148169641395,4.567217922287123,0.020851830358605,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.041199395055628744,-0.000279463592598804,-0.3602516568770135,10.82271992046566,0.24495229710064156,-0.3392742149555342,10.82271992046566,1.0279196470383556,0.21365752262303161,4.189269151939648,0.0,0.0
