Tnew_2_task1,Ttum_1_task1,_1_task1
4145.288868397947,947952.7239660531,14.1
4149.767558570202,946831.7943084931,14.399999999999999
4154.2329530183915,945713.6421719708,14.7
4158.68679977581,944598.2589450555,15.0
4163.13052706957,943485.6357437356,15.299999999999999
4167.565302323952,942375.7634708944,15.6
4171.992080604033,941268.6328650448,15.899999999999999
4176.411642690032,940164.2345386404,16.2
4180.824627734287,939062.559010836,16.5
4185.231559567326,937963.5967337922,16.8
4189.632867144029,936867.3381131483,17.099999999999998
4194.028902471248,935773.7735258534,17.4
4198.419954933269,934682.89333434,17.7
4202.806262160459,933594.6878973175,18.0
4207.188020277185,932509.1475797634,18.3
4211.565390941304,931426.2627598395,18.599999999999998
4215.938507889001,930346.0238351884,18.9
4220.307482114494,929268.421227897,19.2
4224.672406421767,928193.4453887899,19.5
4229.033357610264,927121.0867994366,19.8
4233.390400789261,926051.3359761396,20.099999999999998
4237.743590557206,924984.183470917,20.4
4242.092973431015,923919.6198736428,20.7
4246.438589124693,922857.6358130779,21.0
4250.780471435351,921798.2219587878,21.3
4255.11865042669,920741.3690186244,21.599999999999998
4259.453151958085,919687.0677439237,21.9
4263.7839989531885,918635.308927281,22.2
4268.111212005878,917586.0834007811,22.5
4272.434809525478,916539.3820408934,22.8
4276.754808285387,915495.1957665379,23.099999999999998
4281.071223617716,914453.5155422321,23.4
4285.3840700339115,913414.3323655451,23.7
4289.693360787384,912377.6372897199,24.0
4293.999108620007,911343.4213985547,24.3
4298.301325695679,910311.6758136905,24.599999999999998
4302.600023536426,909282.3917051149,24.9
4306.895213180716,908255.5602883453,25.2
4311.186905341747,907231.1728197049,25.5
4315.475110479087,906209.2205949529,25.8
4319.759838820711,905189.6949500472,26.099999999999998
4324.041100382493,904172.5872618898,26.4
4328.318904997856,903157.8889483522,26.7
4332.59326234912,902145.5914678965,27.0
4336.864181992399,901135.6863191992,27.3
4341.131673375227,900128.1650408986,27.599999999999998
4345.395745849756,899123.0192114057,27.9
4349.656408683822,898120.2404487093,28.2
4353.913671070572,897119.8204101584,28.5
4358.167542136546,896121.7507922315,28.799999999999997
4362.418030947931,895126.0233303205,29.099999999999998
4366.665146516265,894132.6297984957,29.4
4370.908897803081,893141.5620092689,29.7
4375.149293723036,892152.8118133825,30.0
4379.386343146366,891166.3710996035,30.299999999999997
4383.620054901434,890182.2317945049,30.599999999999998
4387.850437777097,889200.38586224,30.9
4392.077500524466,888220.8253043214,31.2
4396.301251858145,887243.5421594067,31.5
4400.521700457276,886268.5285030873,31.799999999999997
4404.738854966534,885295.7764476751,32.1
4408.952723997013,884325.2781419896,32.4
4413.163316126927,883357.0257711465,32.699999999999996
4417.3706399021685,882391.0115563495,33.0
4421.574703836831,881427.2277546652,33.3
4425.775516413559,880465.6666588584,33.6
4429.973086083994,879506.3205971689,33.9
4434.1674212691505,878549.1819330918,34.199999999999996
4438.358530359704,877594.2430651787,34.5
4442.546421716233,876641.4964268442,34.8
4446.731103669463,875690.9344861683,35.1
4450.9125845204835,874742.5497457054,35.4
4455.090872540987,873796.3347422696,35.699999999999996
4459.265975973459,872852.2820467375,36.0
4463.43790303134,871910.3842638655,36.3
4467.606661899201,870970.6340321008,36.6
4471.772260732905,870033.0240233868,36.9
4475.9347076597805,869097.5469429683,37.199999999999996
4480.0940107787665,868164.1955292029,37.5
4484.25017816057,867232.9625533592,37.8
4488.403217847781,866303.8408194688,38.1
4492.553137855028,865376.823164124,38.4
4496.699946169125,864451.9024562795,38.699999999999996
4500.843650749208,863529.0715970721,39.0
4504.984259526858,862608.3235196469,39.3
4509.121780406233,861689.6511889785,39.6
4513.256221264191,860773.0476016984,39.9
4517.387589950434,859858.5057859013,40.199999999999996
4521.515894287631,858946.0188009671,40.5
4525.641142071541,858035.5797373955,40.8
4529.76334107113,857127.1817166354,41.1
4533.882499028696,856220.8178909094,41.4
4537.99862366,855316.4814430379,41.699999999999996
4542.111722654384,854414.1655862675,42.0
4546.221803674886,853513.8635641044,42.3
4550.32887435837,852615.5686501459,42.6
4554.432942315632,851719.274147913,42.9
4558.534015131531,850824.973390683,43.199999999999996
4562.632100365098,849932.6597413247,43.5
4566.727205549655,849042.3265921352,43.8
4570.819338192933,848153.9673646765,44.1
4574.9085057771845,847267.5755096134,44.4
4578.994715759301,846383.1445065532,44.699999999999996
4583.077975570922,845500.6678638858,45.0
4587.158292618556,844620.139118625,45.3
4591.2356742836855,843741.5518362509,45.6
4595.310127922884,842864.8996105539,45.9
4599.381660867925,841990.1760634779,46.199999999999996
4603.450280425894,841117.3748449672,46.5
4607.515993879297,840246.4896328122,46.8
4611.578808486172,839377.5141324974,47.1
4615.638731480198,838510.4420770493,47.4
4619.6957700708,837645.2672268865,47.699999999999996
4623.749931443261,836781.9833696698,48.0
4627.801222758825,835920.5843201542,48.3
4631.849651154808,835061.063920041,48.6
4635.8952237447,834203.416037831,48.9
4639.937947618271,833347.6345686794,49.199999999999996
4643.9778298416795,832493.7134342507,49.5
4648.01487745757,831641.6465825753,49.8
4652.049097485184,830791.4279879063,50.1
4656.0804969204555,829943.0516505778,50.4
4660.10908273612,829096.5115968643,50.699999999999996
4664.134861881814,828251.8018788402,51.0
4668.157841284174,827408.9165742407,51.3
4672.17802784694,826567.8497863236,51.6
4676.195428451056,825728.5956437325,51.9
4680.210049954769,824891.1483003593,52.199999999999996
4684.221899193726,824055.5019352095,52.5
4688.2309829810765,823221.6507522672,52.8
4692.2373081075675,822389.5889803612,53.1
4696.240881341642,821559.3108730322,53.4
4700.241709429537,820730.8107084002,53.699999999999996
4704.239799095379,819904.082789034,54.0
4708.235157041279,819079.1214418199,54.3
4712.227789947432,818255.9210178329,54.6
4716.217704472207,817434.4758922075,54.9
4720.204907252241,816614.7804640094,55.199999999999996
4724.189404902541,815796.8291561091,55.5
4728.1712040165685,814980.6164150554,55.8
4732.150311166335,814166.1367109491,56.1
4736.126732902497,813353.3845373195,56.4
4740.100475754444,812542.3544109995,56.699999999999996
4744.071546230395,811733.0408720026,57.0
4748.039950817483,810925.4384834012,57.3
4752.005695981852,810119.5418312041,57.599999999999994
4755.968788168742,809315.3455242362,57.9
4759.929233802581,808512.8441940185,58.199999999999996
4763.887039287072,807712.0324946485,58.5
4767.842211005286,806912.9051026815,58.8
4771.794755319744,806115.4567170135,59.099999999999994
4775.744678572508,805319.6820587635,59.4
4779.691987085269,804525.5758711572,59.699999999999996
4783.636687159432,803733.1329194118,60.0
4787.578785076202,802942.3479906206,60.3
4791.518287096671,802153.2158936395,60.599999999999994
4795.455199461902,801365.7314589727,60.9
4799.389528393015,800579.8895386608,61.199999999999996
4803.321280091272,799795.6850061681,61.5
4807.250460738156,799013.1127562718,61.8
4811.177076495464,798232.1677049513,62.099999999999994
4815.10113350538,797452.8447892774,62.4
4819.0226378905645,796675.1389673045,62.699999999999996
4822.941595754234,795899.0452179606,63.0
4826.858013180244,795124.5585409404,63.3
4830.771896233167,794351.6739565975,63.599999999999994
4834.68325095838,793580.3865058378,63.9
4838.5920833821365,792810.6912500141,64.2
4842.4983995116545,792042.5832708204,64.5
4846.402205335191,791276.0576701872,64.8
4850.303506822123,790511.1095701777,65.1
4854.202309923029,789747.7341128846,65.39999999999999
4858.098620569762,788985.9264603271,65.7
4861.99244467553,788225.6817943492,66.0
4865.883788134976,787466.9953165179,66.3
4869.772656824253,786709.8622480225,66.6
4873.659056601101,785954.2778295744,66.89999999999999
4877.542993304922,785200.2373213078,67.2
4881.4244727568575,784447.7360026801,67.5
4885.303500759866,783696.7691723744,67.8
4889.180083098797,782947.3321482007,68.1
4893.054225540462,782199.4202669994,68.39999999999999
4896.925933833715,781453.0288845447,68.7
4900.7952137095235,780708.1533754484,69.0
4904.662070881041,779964.7891330644,69.3
4908.526511043683,779222.9315693943,69.6
4912.3885398752,778482.5761149925,69.89999999999999
4916.248163035747,777743.7182188731,70.2
4920.105386167958,777006.3533484166,70.5
4923.96021489702,776270.4769892772,70.8
4927.812654830738,775536.0846452907,71.1
4931.662711559614,774803.1718383835,71.39999999999999
4935.510390656911,774071.7341084814,71.7
4939.355697678729,773341.7670134193,72.0
4943.19863816407,772613.2661288513,72.3
4947.039217634911,771886.2270481618,72.6
4950.8774415962735,771160.6453823763,72.89999999999999
4954.713315536289,770436.5167600734,73.2
4958.546844926272,769713.8368272973,73.5
4962.378035220785,768992.6012474706,73.8
4966.20689185771,768272.8057013073,74.1
4970.03342025831,767554.4458867272,74.39999999999999
4973.857625827304,766837.5175187703,74.7
4977.679513952928,766122.0163295113,75.0
4981.499090007003,765407.9380679753,75.3
4985.3163593450045,764695.2785000539,75.6
4989.131327306123,763984.0334084211,75.89999999999999
4992.943999213334,763274.1985924508,76.2
4996.754380373461,762565.769868134,76.5
5000.56247607724,761858.7430679968,76.8
5004.368291599388,761153.1140410184,77.1
5008.171832198662,760448.8786525505,77.39999999999999
5011.973103117926,759746.0327842364,77.7
5015.772109584215,759044.5723339309,78.0
5019.568856808796,758344.4932156205,78.3
5023.363349987233,757645.7913593445,78.6
5027.155594299449,756948.4627111158,78.89999999999999
5030.94559490979,756252.503232843,79.2
5034.733356967083,755557.9089022523,79.5
5038.518885604702,754864.6757128102,79.8
5042.302185940626,754172.7996736467,80.1
5046.083263077506,753482.2768094785,80.39999999999999
5049.862122102717,752793.1031605336,80.7
5053.638768088426,752105.274782475,81.0
5057.413206091651,751418.787746326,81.3
5061.185441154315,750733.6381383955,81.6
5064.955478303316,750049.8220602035,81.89999999999999
5068.723322550576,749367.3356284075,82.2
5072.488978893107,748686.1749747291,82.5
5076.252452313067,748006.3362458806,82.8
5080.01374777782,747327.815603493,83.1
5083.772870239991,746650.6092240438,83.39999999999999
5087.529824637529,745974.7132987848,83.7
5091.284615893759,745300.1240336715,84.0
5095.037248917445,744626.8376492916,84.3
5098.787728602843,743954.8503807951,84.6
5102.536059829759,743284.1584778234,84.89999999999999
5106.282247463606,742614.7582044407,85.2
5110.026296355459,741946.645839064,85.5
5113.768211342112,741279.8176743946,85.8
5117.507997246137,740614.2700173492,86.1
5121.245658875931,739949.9991889921,86.39999999999999
5124.98120102578,739287.0015244678,86.7
5128.714628475908,738625.2733729334,87.0
5132.445945992535,737964.8110974913,87.3
5136.175158327929,737305.6110751237,87.6
5139.902270220463,736647.6696966253,87.89999999999999
5143.627286394666,735990.9833665384,88.2
5147.350211561278,735335.5485030873,88.5
5151.071050417303,734681.3615381127,88.8
5154.789807646062,734028.4189170081,89.1
5158.506487917247,733376.7170986546,89.39999999999999
5162.221095886971,732726.2525553573,89.7
5165.933636197822,732077.0217727821,90.0
5169.6441134789175,731429.0212498918,90.3
5173.352532345951,730782.247498884,90.6
5177.058897401247,730136.697045128,90.89999999999999
5180.763213233813,729492.366427103,91.2
5184.465484419387,728849.2521963366,91.5
5188.165715520493,728207.3509173427,91.8
5191.863911086487,727566.659167561,92.1
5195.560075653611,726927.1735372959,92.39999999999999
5199.254213745042,726288.8906296564,92.7
5202.94632987094,725651.807060496,93.0
5206.6364285285,725015.9194583525,93.3
5210.324514202001,724381.2244643896,93.6
5214.010591362855,723747.7187323369,93.89999999999999
5217.6946644696545,723115.3989284316,94.2
5221.376737968222,722484.2617313602,94.5
5225.056816291662,721854.3038322004,94.8
5228.7349038604025,721225.521934363,95.1
5232.411005082249,720597.9127535351,95.39999999999999
5236.085124352429,719971.4730176226,95.7
5239.757266053642,719346.1994666936,96.0
5243.427434556102,718722.0888529217,96.3
5247.0956342175905,718099.1379405302,96.6
5250.761869383501,717477.343505736,96.89999999999999
5254.426144386886,716856.7023366942,97.2
5258.088463548502,716237.2112334431,97.5
5261.748831176855,715618.8670078488,97.8
5265.407251568252,715001.6664835509,98.1
5269.063729006841,714385.6064959083,98.39999999999999
5272.718267764659,713770.6838919452,98.7
5276.370872101677,713156.8955302968,99.0
5280.021546265847,712544.238281157,99.3
5283.670294493143,711932.7090262241,99.6
5287.31712100761,711322.3046586489,99.89999999999999
5290.962030021404,710713.0220829817,100.2
5294.605025734841,710104.8582151203,100.5
5298.246112336438,709497.8099822578,100.8
5301.88529400296,708891.8743228313,101.1
5305.52257489946,708287.04818647,101.39999999999999
5309.157959179323,707683.3285339447,101.7
5312.791450984314,707080.7123371164,102.0
5316.4230544446145,706479.1965788861,102.3
5320.052773678871,705878.7782531447,102.6
5323.680612794234,705279.4543647226,102.89999999999999
5327.306575886401,704681.22192934,103.2
5330.930667039663,704084.077973558,103.5
5334.55289032694,703488.0195347287,103.8
5338.173249809828,702893.0436609468,104.1
5341.791749538639,702299.1474110006,104.39999999999999
5345.408393552443,701706.3278543239,104.7
5349.023185879108,701114.582070948,105.0
5352.636130535342,700523.9071514532,105.3
5356.247231526736,699934.3001969219,105.6
5359.856492847801,699345.7583188909,105.89999999999999
5363.463918482013,698758.2786393045,106.2
5367.0695124018475,698171.8582904673,106.5
5370.673278568827,697586.4944149981,106.8
5374.275220933556,697002.1841657833,107.1
5377.875343435761,696418.924705931,107.39999999999999
5381.473650004335,695836.7132087247,107.7
5385.070144557368,695255.5468575786,108.0
5388.664831002197,694675.4228459911,108.3
5392.257713235439,694096.3383775008,108.6
5395.848795143029,693518.290665641,108.89999999999999
5399.438080600263,692941.2769338952,109.2
5403.025573471832,692365.294415653,109.5
5406.611277611866,691790.3403541655,109.8
5410.195196863969,691216.4120025018,110.1
5413.777335061253,690643.5066235051,110.39999999999999
5417.357696026387,690071.6214897494,110.7
5420.936283571623,689500.7538834963,111.0
5424.51310149884,688930.9010966518,111.3
5428.088153599581,688362.0604307238,111.6
5431.66144365509,687794.2291967795,111.89999999999999
5435.232975436347,687227.4047154032,112.2
5438.802752704107,686661.5843166541,112.5
5442.370779208936,686096.7653400245,112.8
5445.937058691249,685532.9451343981,113.1
5449.501594881344,684970.1210580086,113.39999999999999
5453.064391499441,684408.2904783989,113.7
5456.625452255714,683847.4507723795,114.0
5460.184780850333,683287.5993259883,114.3
5463.742380973494,682728.7335344498,114.6
5467.298256305458,682170.8508021347,114.89999999999999
5470.852410516587,681613.94854252,115.19999999999999
5474.404847267376,681058.0241781491,115.5
5477.95557020849,680503.0751405917,115.8
5481.5045829808005,679949.098870405,116.1
5485.051889215419,679396.0928170938,116.39999999999999
5488.59749253373,678844.0544390718,116.69999999999999
5492.141396547428,678292.9812036227,117.0
5495.683604858551,677742.8705868613,117.3
5499.224121059517,677193.7200736954,117.6
5502.762948733152,676645.5271577874,117.89999999999999
5506.300091452732,676098.2893415157,118.19999999999999
5509.8355527820095,675552.004135938,118.5
5513.369336275251,675006.6690607526,118.8
5516.901445477271,674462.2816442613,119.1
5520.431883923465,673918.8394233324,119.39999999999999
5523.960655139838,673376.3399433629,119.69999999999999
5527.487762643046,672834.7807582425,120.0
5531.013209940421,672294.1594303163,120.3
5534.537000530009,671754.4735303486,120.6
5538.059137900601,671215.7206374862,120.89999999999999
5541.579625531763,670677.8983392228,121.19999999999999
5545.098466893873,670141.0042313625,121.5
5548.615665448149,669605.0359179847,121.8
5552.131224646686,669069.9910114078,122.1
5555.6451479324805,668535.8671321545,122.39999999999999
5559.157438739469,668002.661908916,122.69999999999999
5562.668100492559,667470.3729785173,123.0
5566.177136607654,666938.9979858825,123.3
5569.684550491693,666408.5345839997,123.6
5573.190345542678,665878.9804338868,123.89999999999999
5576.694525149705,665350.3332045572,124.19999999999999
5580.197092692996,664822.5905729856,124.5
5583.698051543927,664295.750224074,124.8
5587.197405065064,663769.8098506179,125.1
5590.695156610189,663244.7671532729,125.39999999999999
5594.191309524332,662720.619840521,125.69999999999999
5597.685867143801,662197.3656286375,126.0
5601.178832796213,661675.0022416577,126.3
5604.6702098005235,661153.5274113442,126.6
5608.160001467056,660632.938877154,126.89999999999999
5611.648211097532,660113.2343862059,127.19999999999999
5615.134841985102,659594.4116932481,127.5
5618.619897414372,659076.468560626,127.8
5622.103380661436,658559.40275825,128.1
5625.585294993904,658043.2120635634,128.4
5629.065643670931,657527.894261511,128.7
5632.544429943247,657013.4471445073,129.0
5636.021657053184,656499.8685124048,129.29999999999998
5639.4973282347055,655987.1561724632,129.6
5642.971446713436,655475.3079393177,129.9
5646.444015706691,654964.3216349485,130.2
5649.915038423502,654454.1950886495,130.5
5653.384518064645,653944.9261369982,130.79999999999998
5656.8524578226725,653436.5126238246,131.1
5660.318860881937,652928.9524001813,131.4
5663.783730418623,652422.243324313,131.7
5667.247069600772,651916.3832616262,132.0
5670.70888158831,651411.3700846602,132.29999999999998
5674.1691695330765,650907.2016730562,132.6
5677.627936578853,650403.8759135286,132.9
5681.085185861388,649901.3906998349,133.2
5684.540920508424,649399.7439327467,133.5
5687.995143639728,648898.9335200206,133.79999999999998
5691.447858367114,648398.9573763687,134.1
5694.899067794475,647899.8134234304,134.4
5698.348775017803,647401.4995897433,134.7
5701.796983125224,646904.0138107144,135.0
5705.243695197017,646407.354028592,135.29999999999998
5708.688914305645,645911.5181924372,135.6
5712.13264351578,645416.504258096,135.9
5715.574885884328,644922.3101881706,136.2
5719.015644460459,644428.9339519924,136.5
5722.454922285627,643936.3735255935,136.79999999999998
5725.892722393602,643444.6268916796,137.1
5729.32904781049,642953.6920396022,137.4
5732.763901554765,642463.5669653313,137.7
5736.197286637289,641974.2496714283,138.0
5739.6292060613405,641485.738167019,138.29999999999998
5743.059662822639,640998.0304677662,138.6
5746.488659909372,640511.1245958435,138.9
5749.916200302214,640025.0185799083,139.2
5753.34228697436,639539.7104550751,139.5
5756.766922891546,639055.1982628895,139.79999999999998
5760.1901110120725,638571.4800513015,140.1
5763.6118542868335,638088.5538746397,140.4
5767.032155659336,637606.4177935849,140.7
5770.45101806573,637125.0698751445,141.0
5773.868444434827,636644.5081926266,141.29999999999998
5777.284437688131,636164.7308256144,141.6
5780.699000739857,635685.7358599404,141.9
5784.112136496958,635207.5213876616,142.2
5787.523847859147,634730.0855070335,142.5
5790.934137718925,634253.4263224857,142.79999999999998
5794.3430089615995,633777.541944596,143.1
5797.750464465313,633302.4304900662,143.4
5801.156507101062,632828.0900816972,143.7
5804.561139732727,632354.518848364,144.0
5807.964365217087,631881.7149249914,144.29999999999998
5811.366186403852,631409.6764525294,144.6
5814.766606135681,630938.4015779293,144.9
5818.165627248205,630467.888454119,145.2
5821.563252570052,629998.135239979,145.5
5824.95948492287,629529.140100319,145.79999999999998
5828.354327121348,629060.9012058533,146.1
5831.747781973242,628593.4167331775,146.4
5835.139852279393,628126.6848647447,146.7
5838.5305408337545,627660.7037888421,147.0
5841.919850423411,627195.4716995677,147.29999999999998
5845.3077838286035,626730.9867968068,147.6
5848.69434382275,626267.247286209,147.9
5852.079533172468,625804.2513791651,148.2
5855.463354637596,625341.997292784,148.5
5858.845810971219,624880.4832498704,148.79999999999998
5862.226904919687,624419.707478901,149.1
5865.606639222636,623959.6682140034,149.4
5868.985016613013,623500.3636949323,149.7
5872.362039817096,623041.7921670475,150.0
5875.737711554516,622583.9518812919,150.29999999999998
5879.112034538279,622126.8410941691,150.6
5882.485011474785,621670.458067721,150.9
5885.856645063853,621214.8010695066,151.2
5889.22693799874,620759.8683725791,151.5
5892.595892966162,620305.6582554653,151.79999999999998
5895.963512646317,619852.1690021429,152.1
5899.329799712904,619399.3989020194,152.4
5902.694756833143,618947.3462499109,152.7
5906.058386667802,618496.0093460201,153.0
5909.420691871207,618045.3864959156,153.29999999999998
5912.781675091275,617595.4760105106,153.6
5916.141338969526,617146.2762060416,153.9
5919.4996861411055,616697.7854040477,154.2
5922.8567192348055,616250.0019313496,154.5
5926.212440873086,615802.9241200292,154.79999999999998
5929.566853672094,615356.5503074082,155.1
5932.919960241683,614910.8788360284,155.4
5936.271763185434,614465.9080536307,155.7
5939.6222651006765,614021.6363131347,156.0
5942.971468578506,613578.0619726187,156.29999999999998
5946.319376203806,613135.1833952994,156.6
5949.665990555269,612692.9989495118,156.9
5953.011314205409,612251.5070086892,157.2
5956.355349720592,611810.7059513434,157.5
5959.698099661047,611370.5941610447,157.79999999999998
5963.039566580889,610931.1700264023,158.1
5966.379753028138,610492.431941045,158.4
5969.718661544738,610054.3783036009,158.7
5973.056294666578,609617.0075176787,159.0
5976.392654923506,609180.317991848,159.29999999999998
5979.727744839355,608744.3081396201,159.6
5983.061566931959,608308.976379429,159.9
5986.394123713168,607874.321134612,160.2
5989.725417688873,607440.340833391,160.5
5993.055451359023,607007.0339088533,160.79999999999998
5996.384227217643,606574.3987989333,161.1
5999.711747752851,606142.4339463932,161.4
6003.038015446879,605711.1377988047,161.7
6006.363032776093,605280.5088085303,162.0
6009.686802211005,604850.5454327051,162.29999999999998
6013.009326216299,604421.2461332178,162.6
6016.330607250846,603992.6093766933,162.9
6019.650647767719,603564.6336344735,163.2
6022.969450214219,603137.3173826002,163.5
6026.287017031884,602710.659101796,163.79999999999998
6029.603350656514,602284.6572774473,164.1
6032.918453518185,601859.3103995858,164.4
6036.232328041268,601434.6169628708,164.7
6039.544976644449,601010.5754665718,165.0
6042.8564017407425,600587.1844145507,165.29999999999998
6046.166605737512,600164.4423152437,165.6
6049.475591036488,599742.3476816447,165.9
6052.7833600337835,599320.8990312876,166.2
6056.089915119913,598900.0948862288,166.5
6059.395258679808,598479.93377303,166.79999999999998
6062.699393092837,598060.414222741,167.1
6066.002320732822,597641.5347708833,167.4
6069.3040439680535,597223.293957432,167.7
6072.60456516131,596805.6903267996,168.0
6075.903886669875,596388.7224278192,168.29999999999998
6079.202010845552,595972.388813727,168.6
6082.498940034683,595556.6880421466,168.9
6085.794676578166,595141.6186750719,169.2
6089.089222811471,594727.1792788502,169.5
6092.382581064654,594313.3684241665,169.79999999999998
6095.67475366238,593900.1846860264,170.1
6098.965742923933,593487.6266437405,170.4
6102.255551163237,593075.6928809073,170.7
6105.544180688871,592664.3819853979,171.0
6108.831633804084,592253.6925493393,171.29999999999998
6112.117912806814,591843.6231690984,171.6
6115.403019989703,591434.1724452665,171.9
6118.686957640112,591025.3389826431,172.2
6121.96972804014,590617.1213902201,172.5
6125.2513334666355,590209.5182811661,172.79999999999998
6128.531776191219,589802.5282728106,173.1
6131.811058480294,589396.1499866289,173.4
6135.089182595065,588990.382048226,173.7
6138.366150791551,588585.2230873212,174.0
6141.641965320606,588180.6717377331,174.29999999999998
6144.916628427929,587776.726637364,174.6
6148.190142354085,587373.3864281848,174.9
6151.462509334515,586970.6497562197,175.2
6154.733731599558,586568.515271531,175.5
6158.003811374462,586166.9816282042,175.79999999999998
6161.2727508794005,585766.0474843333,176.1
6164.540552329488,585365.7115020052,176.4
6167.807217934794,584965.9723472856,176.7
6171.072749900362,584566.8286902036,177.0
6174.337150426222,584168.2792047375,177.29999999999998
6177.600421707405,583770.3225687996,177.6
6180.8625659339605,583372.9574642223,177.9
6184.123585290968,582976.1825767431,178.2
6187.383481958555,582579.99659599,178.5
6190.642258111914,582184.3982154678,178.79999999999998
6193.89991592131,581789.3861325431,179.1
6197.156457552102,581394.9590484304,179.4
6200.411885164756,581001.1156681778,179.7
6203.6662009148595,580607.8547006529,180.0
6206.919406953133,580215.1748585285,180.29999999999998
6210.171505425452,579823.0748582691,180.6
6213.422498472853,579431.5534201163,180.9
6216.672388231553,579040.6092680756,181.2
6219.921176832966,578650.2411299018,181.5
6223.16886640371,578260.4477370863,181.79999999999998
6226.41545906563,577871.2278248422,182.1
6229.660956935804,577482.5801320914,182.4
6232.905362126564,577094.5034014509,182.7
6236.148676745506,576706.9963792192,183.0
6239.390902895507,576320.0578153628,183.29999999999998
6242.632042674735,575933.6864635027,183.6
6245.872098176668,575547.8810809014,183.9
6249.111071490104,575162.6404284496,184.2
6252.348964699178,574777.9632706523,184.5
6255.585779883373,574393.8483756165,184.79999999999998
6258.821519117536,574010.2945150373,185.1
6262.05618447189,573627.3004641858,185.4
6265.289778012049,573244.8650018951,185.7
6268.522301799032,572862.986910548,186.0
6271.753757889274,572481.6649760637,186.29999999999998
6274.9841483346445,572100.8979878853,186.6
6278.213475182454,571720.684738967,186.9
6281.441740475475,571341.0240257612,187.2
6284.668946251949,570961.9146482057,187.5
6287.895094545604,570583.3554097118,187.79999999999998
6291.120187385666,570205.3451171507,188.1
6294.344226796875,569827.8825808419,188.4
6297.567214799492,569450.9666145404,188.7
6300.789153409319,569074.5960354242,189.0
6304.010044637706,568698.7696640821,189.29999999999998
6307.229890491572,568323.4863245013,189.6
6310.448692973411,567948.7448440555,189.9
6313.666454081305,567574.5440534924,190.2
6316.883175808943,567200.8827869213,190.5
6320.0988601456265,566827.759881802,190.79999999999998
6323.31350907629,566455.1741789316,191.1
6326.527124581506,566083.1245224334,191.4
6329.739708637502,565711.6097597445,191.7
6332.951263216175,565340.6287416043,192.0
6336.161790285099,564970.1803220422,192.29999999999998
6339.371291807543,564600.2633583663,192.6
6342.579769742478,564230.8767111516,192.9
6345.787226044594,563862.0192442279,193.2
6348.993662664311,563493.6898246688,193.5
6352.199081547792,563125.8873227799,193.79999999999998
6355.403484636953,562758.6106120868,194.1
6358.606873869478,562391.8585693246,194.4
6361.809251178828,562025.6300744256,194.7
6365.010618494261,561659.9240105082,195.0
6368.210977740832,561294.7392638661,195.29999999999998
6371.410330839419,560930.0747239562,195.6
6374.608679706721,560565.9292833878,195.9
6377.806026255281,560202.3018379117,196.2
6381.002372393494,559839.1912864082,196.5
6384.197720025617,559476.5965308772,196.79999999999998
6387.392071051786,559114.5164764258,197.1
6390.5854273680225,558752.9500312587,197.4
6393.777790866247,558391.8961066664,197.7
6396.969163434296,558031.3536170144,198.0
6400.159546955924,557671.3214797324,198.29999999999998
6403.348943310824,557311.7986153037,198.6
6406.537354374634,556952.7839472543,198.9
6409.7247820189505,556594.2764021421,199.2
6412.911228111341,556236.2749095464,199.5
