Time,Ttum,Tnew,Tplas,a,b,c,d,kf1,kf2,kr1,kr2,T0,n,r,Tumor,migration_to_bloodstream,clearance,cell_attachment_to_new_tumor,new_tumor_auto_amplification,old_tumor_auto_amplification,cell_detachment
0.0,1000000.0,0.0,4000000.0,0.2,0.2,0.67,1.0,0.067,0.00067,0.00067,0.067,3000000.0,10.0,0.069,1.0,10720.0,2680000.0,2680.0,0.0,9200.000000000002,26800.0
0.3,999468.6207811736,727.9964090440085,3268075.122718035,0.2,0.2,0.67,1.0,0.067,0.00067,0.00067,0.067,3000000.0,10.0,0.069,1.0,11203.269186246644,2189610.3322210833,2179.8551803398936,10.043912542458045,9197.554356719578,21798.551803398936
0.6,998805.6933504066,1322.9408724749612,2670768.551795297,0.2,0.2,0.67,1.0,0.067,0.00067,0.00067,0.067,3000000.0,10.0,0.069,1.0,11594.5813611926,1789414.929702849,1771.6875220116845,18.24853324641497,9194.499628117355,17716.875220116846
0.8999999999999999,998036.0153543366,1809.3039657219542,2183319.9404154965,0.2,0.2,0.67,1.0,0.067,0.00067,0.00067,0.067,3000000.0,10.0,0.069,1.0,11910.85824566973,1462824.3600783828,1438.5796869377084,24.953336255097238,9190.947927345782,14385.796869377084
1.2,997179.8208776425,2207.0555730166698,1785523.2291537556,0.2,0.2,0.67,1.0,0.067,0.00067,0.00067,0.067,3000000.0,10.0,0.069,1.0,12165.909036227395,1196300.5635330162,1166.726018854593,30.434959873839084,9186.99059034986,11667.26018854593
1.5,996253.6200140334,2532.492815390465,1460888.759127148,0.2,0.2,0.67,1.0,0.067,0.00067,0.00067,0.067,3000000.0,10.0,0.069,1.0,12371.00303957286,978795.4686151892,944.8600648889569,34.9188986610324,9182.70208939476,9448.60064888957
1.7999999999999998,995270.8837243514,2798.915423054582,1195959.8090031673,0.2,0.2,0.67,1.0,0.067,0.00067,0.00067,0.067,3000000.0,10.0,0.069,1.0,12535.336769874188,801293.0720321222,763.7876053631908,38.588996771444336,9178.143188244574,7637.876053631908
2.1,994242.6027698138,3017.1769367553666,979754.81268125,0.2,0.2,0.67,1.0,0.067,0.00067,0.00067,0.067,3000000.0,10.0,0.069,1.0,12666.41515261907,656435.7244964376,616.0055535439155,41.5951662865527,9173.363493675963,6160.055535439155
2.4,993177.7440442826,3196.134735372148,803311.9733005655,0.2,0.2,0.67,1.0,0.067,0.00067,0.00067,0.067,3000000.0,10.0,0.069,1.0,12770.362748082009,538219.022111379,495.39081665739207,44.05966907280105,9168.403523992603,4953.90816657392
2.6999999999999997,992083.6227616031,3343.017087730032,659317.8509764065,0.2,0.2,0.67,1.0,0.067,0.00067,0.00067,0.067,3000000.0,10.0,0.069,1.0,12852.177584851292,441742.96015419235,396.9465311786099,46.082227299729716,9163.296387171906,3969.465311786099
