e,ez,w,z,Time
5.762617094871327e-07,4.589028273915341e-08,0.0,2.3331957725034557e-05,6.57
5.770610164828e-07,4.602448064904969e-08,0.0,2.3330890022219097e-05,6.58
5.778601022071416e-07,4.615885784235308e-08,0.0,2.332982218210815e-05,6.59
5.786589667264481e-07,4.629341424825401e-08,0.0,2.332875420477704e-05,6.6
5.794576101069921e-07,4.6428149795963744e-08,0.0,2.3327686090301077e-05,6.61
5.802560324150282e-07,4.656306441471427e-08,0.0,2.332661783875554e-05,6.62
5.810542337167931e-07,4.6698158033758395e-08,0.0,2.3325549450215687e-05,6.63
5.818522140785055e-07,4.6833430582369646e-08,0.0,2.332448092475675e-05,6.64
5.826499735663662e-07,4.696888198984238e-08,0.0,2.3323412262453945e-05,6.65
5.834475122465577e-07,4.710451218549166e-08,0.0,2.332234346338245e-05,6.66
5.842448301852451e-07,4.724032109865335e-08,0.0,2.3321274527617445e-05,6.67
5.850419274485748e-07,4.737630865868412e-08,0.0,2.332020545523405e-05,6.68
5.858388041026761e-07,4.751247479496137e-08,0.0,2.3319136246307396e-05,6.69
5.866354602136594e-07,4.7648819436883266e-08,0.0,2.3318066900912567e-05,6.7
5.874318958476177e-07,4.7785342513868774e-08,0.0,2.331699741912464e-05,6.71
5.882281110706259e-07,4.79220439553576e-08,0.0,2.3315927801018654e-05,6.72
5.89024105948741e-07,4.805892369081028e-08,0.0,2.3314858046669636e-05,6.73
5.898198805480018e-07,4.8195981649708034e-08,0.0,2.331378815615258e-05,6.74
5.906154349344293e-07,4.833321776155293e-08,0.0,2.331271812954246e-05,6.75
5.914107691740265e-07,4.847063195586776e-08,0.0,2.3311647966914233e-05,6.76
5.922058833327784e-07,4.860822416219612e-08,0.0,2.3310577668342826e-05,6.77
5.930007774766522e-07,4.874599431010238e-08,0.0,2.3309507233903138e-05,6.78
5.937954516715966e-07,4.888394232917163e-08,0.0,2.3308436663670057e-05,6.79
5.945899059835429e-07,4.902206814900977e-08,0.0,2.3307365957718433e-05,6.8
5.953841404784041e-07,4.9160371699243486e-08,0.0,2.3306295116123105e-05,6.81
5.961781552220755e-07,4.929885290952022e-08,0.0,2.330522413895888e-05,6.82
5.96971950280434e-07,4.9437511709508144e-08,0.0,2.3304153026300547e-05,6.83
5.977655257193391e-07,4.9576348028896276e-08,0.0,2.3303081778222866e-05,6.84
5.985588816046317e-07,4.971536179739436e-08,0.0,2.3302010394800575e-05,6.85
5.993520180021352e-07,4.9854552944732925e-08,0.0,2.3300938876108396e-05,6.86
6.001449349776547e-07,4.9993921400663256e-08,0.0,2.3299867222221015e-05,6.87
6.009376325969776e-07,5.013346709495743e-08,0.0,2.3298795433213104e-05,6.88
6.01730110925873e-07,5.0273189957408276e-08,0.0,2.3297723509159306e-05,6.89
6.025223700300926e-07,5.0413089917829425e-08,0.0,2.3296651450134246e-05,6.9
6.033144099753693e-07,5.055316690605524e-08,0.0,2.3295579256212515e-05,6.91
6.041062308274187e-07,5.0693420851940866e-08,0.0,2.3294506927468695e-05,6.92
6.048978326519383e-07,5.083385168536225e-08,0.0,2.3293434463977333e-05,6.93
6.056892155146073e-07,5.097445933621609e-08,0.0,2.3292361865812956e-05,6.94
6.064803794810871e-07,5.111524373441982e-08,0.0,2.3291289133050067e-05,6.95
6.072713246170214e-07,5.125620480991172e-08,0.0,2.329021626576315e-05,6.96
6.080620509880356e-07,5.139734249265078e-08,0.0,2.328914326402666e-05,6.97
6.08852558659737e-07,5.1538656712616785e-08,0.0,2.3288070127915026e-05,6.98
6.096428476977154e-07,5.1680147399810285e-08,0.0,2.328699685750266e-05,6.99
6.104329181675423e-07,5.1821814484252607e-08,0.0,2.328592345286395e-05,7.0
6.112227701347711e-07,5.196365789598585e-08,0.0,2.3284849914073252e-05,7.01
6.120124036649376e-07,5.2105677565072874e-08,0.0,2.328377624120491e-05,7.02
6.128018188235595e-07,5.2247873421597357e-08,0.0,2.3282702434333242e-05,7.03
6.135910156761362e-07,5.2390245395663645e-08,0.0,2.3281628493532533e-05,7.04
6.143799942881494e-07,5.2532793417396966e-08,0.0,2.328055441887705e-05,7.05
6.151687547250632e-07,5.267551741694326e-08,0.0,2.3279480210441048e-05,7.06
6.159572970523228e-07,5.281841732446925e-08,0.0,2.3278405868298734e-05,7.07
6.167456213353563e-07,5.296149307016245e-08,0.0,2.3277331392524317e-05,7.08
6.175337276395733e-07,5.3104744584231105e-08,0.0,2.3276256783191958e-05,7.09
6.183216160303657e-07,5.324817179690426e-08,0.0,2.327518204037582e-05,7.1
6.191092865731073e-07,5.339177463843174e-08,0.0,2.3274107164150025e-05,7.11
6.198967393331538e-07,5.353555303908411e-08,0.0,2.3273032154588673e-05,7.12
6.206839743758433e-07,5.367950692915272e-08,0.0,2.3271957011765846e-05,7.13
6.214709917664955e-07,5.382363623894972e-08,0.0,2.32708817357556e-05,7.14
6.222577915704126e-07,5.3967940898808006e-08,0.0,2.326980632663197e-05,7.15
6.230443738528781e-07,5.4112420839081204e-08,0.0,2.3268730784468954e-05,7.16
6.238307386791584e-07,5.4257075990143804e-08,0.0,2.326765510934055e-05,7.17
6.246168861145011e-07,5.440190628239098e-08,0.0,2.3266579301320713e-05,7.18
6.254028162241366e-07,5.454691164623875e-08,0.0,2.3265503360483383e-05,7.19
6.261885290732767e-07,5.469209201212384e-08,0.0,2.326442728690247e-05,7.2
6.269740247271155e-07,5.4837447310503786e-08,0.0,2.3263351080651873e-05,7.21
6.27759303250829e-07,5.498297747185687e-08,0.0,2.3262274741805456e-05,7.22
6.285443647095756e-07,5.5128682426682194e-08,0.0,2.3261198270437055e-05,7.23
6.293292091684952e-07,5.527456210549957e-08,0.0,2.32601216666205e-05,7.24
6.301138366927099e-07,5.542061643884961e-08,0.0,2.3259044930429584e-05,7.25
6.30898247347324e-07,5.556684535729371e-08,0.0,2.3257968061938084e-05,7.26
6.316824411974238e-07,5.571324879141402e-08,0.0,2.3256891061219743e-05,7.27
6.324664183080773e-07,5.5859826671813465e-08,0.0,2.325581392834829e-05,7.28
6.332501787443349e-07,5.600657892911574e-08,0.0,2.325473666339743e-05,7.29
6.340337225712289e-07,5.615350549396531e-08,0.0,2.3253659266440836e-05,7.3
6.348170498537735e-07,5.630060629702741e-08,0.0,2.3252581737552166e-05,7.31
6.356001606569652e-07,5.6447881268988086e-08,0.0,2.3251504076805055e-05,7.32
6.363830550457821e-07,5.659533034055409e-08,0.0,2.3250426284273105e-05,7.33
6.371657330851847e-07,5.674295344245297e-08,0.0,2.3249348360029907e-05,7.34
6.379481948401153e-07,5.689075050543307e-08,0.0,2.3248270304149016e-05,7.35
6.387304403754987e-07,5.703872146026349e-08,0.0,2.324719211670397e-05,7.36
6.395124697562409e-07,5.7186866237734075e-08,0.0,2.3246113797768288e-05,7.37
6.402942830472305e-07,5.7335184768655476e-08,0.0,2.3245035347415457e-05,7.38
6.410758803133381e-07,5.748367698385913e-08,0.0,2.324395676571894e-05,7.39
6.41857261619416e-07,5.76323428141972e-08,0.0,2.3242878052752186e-05,7.4
6.426384270302991e-07,5.778118219054262e-08,0.0,2.324179920858861e-05,7.41
6.434193766108037e-07,5.793019504378914e-08,0.0,2.3240720233301612e-05,7.42
6.442001104257283e-07,5.807938130485125e-08,0.0,2.3239641126964566e-05,7.43
6.449806285398538e-07,5.822874090466425e-08,0.0,2.3238561889650812e-05,7.44
6.457609310179427e-07,5.837827377418413e-08,0.0,2.3237482521433685e-05,7.45
6.465410179247395e-07,5.8527979844387726e-08,0.0,2.3236403022386483e-05,7.46
6.473208893249712e-07,5.867785904627262e-08,0.0,2.323532339258248e-05,7.47
6.481005452833463e-07,5.882791131085717e-08,0.0,2.3234243632094935e-05,7.48
6.488799858645556e-07,5.89781365691805e-08,0.0,2.3233163740997082e-05,7.49
6.496592111332718e-07,5.91285347523025e-08,0.0,2.3232083719362118e-05,7.5
6.504382211541497e-07,5.927910579130385e-08,0.0,2.323100356726324e-05,7.51
6.512170159918261e-07,5.942984961728597e-08,0.0,2.3229923284773597e-05,7.52
6.519955957109201e-07,5.958076616137111e-08,0.0,2.3228842871966333e-05,7.53
6.527739603760322e-07,5.973185535470222e-08,0.0,2.322776232891456e-05,7.54
6.535521100517452e-07,5.988311712844308e-08,0.0,2.3226681655691363e-05,7.55
6.543300448026243e-07,6.003455141377818e-08,0.0,2.3225600852369814e-05,7.56
6.551077646932165e-07,6.018615814191288e-08,0.0,2.3224519919022955e-05,7.57
6.558852697880504e-07,6.033793724407316e-08,0.0,2.32234388557238e-05,7.58
6.566625601516371e-07,6.048988865150592e-08,0.0,2.322235766254535e-05,7.59
6.574396358484697e-07,6.06420122954788e-08,0.0,2.322127633956057e-05,7.6
6.582164969430233e-07,6.079430810728011e-08,0.0,2.3220194886842414e-05,7.61
6.589931434997546e-07,6.094677601821906e-08,0.0,2.3219113304463806e-05,7.62
6.59769575583103e-07,6.109941595962555e-08,0.0,2.321803159249764e-05,7.63
6.605457932574893e-07,6.125222786285027e-08,0.0,2.3216949751016804e-05,7.64
6.61321796587317e-07,6.140521165926473e-08,0.0,2.3215867780094148e-05,7.65
6.620975856369709e-07,6.155836728026115e-08,0.0,2.3214785679802503e-05,7.66
6.628731604708183e-07,6.171169465725251e-08,0.0,2.3213703450214674e-05,7.67
6.636485211532084e-07,6.186519372167264e-08,0.0,2.3212621091403443e-05,7.68
6.644236677484724e-07,6.201886440497608e-08,0.0,2.3211538603441573e-05,7.69
6.651986003209235e-07,6.217270663863815e-08,0.0,2.3210455986401794e-05,7.7
6.65973318934857e-07,6.232672035415493e-08,0.0,2.3209373240356828e-05,7.71
6.667478236545502e-07,6.248090548304334e-08,0.0,2.320829036537936e-05,7.72
6.675221145442624e-07,6.2635261956841e-08,0.0,2.320720736154205e-05,7.73
6.68296191668235e-07,6.278978970710629e-08,0.0,2.320612422891755e-05,7.74
6.690700550906911e-07,6.294448866541842e-08,0.0,2.3205040967578467e-05,7.75
6.698437048758364e-07,6.309935876337736e-08,0.0,2.3203957577597407e-05,7.76
6.706171410878582e-07,6.325439993260383e-08,0.0,2.320287405904693e-05,7.77
6.713903637909257e-07,6.340961210473931e-08,0.0,2.320179041199959e-05,7.78
6.721633730491907e-07,6.356499521144606e-08,0.0,2.3200706636527915e-05,7.79
6.729361689267865e-07,6.372054918440716e-08,0.0,2.3199622732704395e-05,7.8
6.737087514878287e-07,6.38762739553264e-08,0.0,2.3198538700601512e-05,7.81
6.744811207964148e-07,6.403216945592838e-08,0.0,2.3197454540291722e-05,7.82
6.752532769166242e-07,6.418823561795843e-08,0.0,2.3196370251847454e-05,7.83
6.760252199125185e-07,6.434447237318267e-08,0.0,2.319528583534111e-05,7.84
6.767969498481414e-07,6.450087965338805e-08,0.0,2.3194201290845078e-05,7.85
6.775684667875187e-07,6.465745739038221e-08,0.0,2.319311661843171e-05,7.86
6.783397707946576e-07,6.481420551599356e-08,0.0,2.319203181817335e-05,7.87
6.79110861933548e-07,6.497112396207137e-08,0.0,2.3190946890142304e-05,7.88
6.798817402681618e-07,6.512821266048557e-08,0.0,2.3189861834410865e-05,7.89
6.806524058624525e-07,6.528547154312698e-08,0.0,2.3188776651051287e-05,7.9
6.814228587803557e-07,6.544290054190707e-08,0.0,2.3187691340135825e-05,7.91
6.821930990857895e-07,6.560049958875815e-08,0.0,2.318660590173669e-05,7.92
6.829631268426534e-07,6.57582686156333e-08,0.0,2.318552033592608e-05,7.93
6.837329421148295e-07,6.591620755450639e-08,0.0,2.3184434642776154e-05,7.94
6.845025449661814e-07,6.607431633737197e-08,0.0,2.318334882235907e-05,7.95
6.852719354605549e-07,6.623259489624547e-08,0.0,2.318226287474695e-05,7.96
6.860411136617781e-07,6.639104316316302e-08,0.0,2.3181176800011894e-05,7.97
6.868100796336609e-07,6.654966107018159e-08,0.0,2.318009059822597e-05,7.98
6.87578833439995e-07,6.670844854937883e-08,0.0,2.3179004269461245e-05,7.99
6.883473751445547e-07,6.686740553285323e-08,0.0,2.3177917813789733e-05,8.0
6.891157048110957e-07,6.702653195272403e-08,0.0,2.3176831231283454e-05,8.01
6.898838225033561e-07,6.718582774113126e-08,0.0,2.3175744522014377e-05,8.02
6.906517282850558e-07,6.734529283023567e-08,0.0,2.317465768605447e-05,8.03
6.914194222198973e-07,6.750492715221884e-08,0.0,2.317357072347566e-05,8.04
6.921869043715643e-07,6.766473063928313e-08,0.0,2.3172483634349865e-05,8.05
6.929541748037229e-07,6.782470322365157e-08,0.0,2.3171396418748968e-05,8.06
6.937212335800211e-07,6.798484483756806e-08,0.0,2.3170309076744836e-05,8.07
6.944880807640894e-07,6.814515541329723e-08,0.0,2.316922160840931e-05,8.08
6.9525471641954e-07,6.830563488312453e-08,0.0,2.316813401381421e-05,8.09
6.960211406099665e-07,6.846628317935612e-08,0.0,2.3167046293031315e-05,8.1
6.967873533989459e-07,6.862710023431895e-08,0.0,2.3165958446132412e-05,8.11
6.975533548500359e-07,6.878808598036075e-08,0.0,2.3164870473189237e-05,8.12
6.983191450267771e-07,6.894924034985007e-08,0.0,2.316378237427352e-05,8.13
6.990847239926916e-07,6.91105632751761e-08,0.0,2.3162694149456952e-05,8.14
6.998500918112836e-07,6.927205468874893e-08,0.0,2.3161605798811215e-05,8.15
7.006152485460396e-07,6.943371452299935e-08,0.0,2.316051732240796e-05,8.16
7.013801942604281e-07,6.959554271037895e-08,0.0,2.315942872031881e-05,8.17
7.021449290178994e-07,6.975753918336011e-08,0.0,2.3158339992615378e-05,8.18
7.029094528818858e-07,6.991970387443593e-08,0.0,2.3157251139369238e-05,8.19
7.036737659158017e-07,7.008203671612033e-08,0.0,2.3156162160651955e-05,8.2
7.044378681830438e-07,7.024453764094798e-08,0.0,2.3155073056535056e-05,8.21
7.052017597469905e-07,7.04072065814743e-08,0.0,2.3153983827090057e-05,8.22
7.059654406710022e-07,7.057004347027552e-08,0.0,2.3152894472388442e-05,8.23
7.067289110184214e-07,7.073304823994861e-08,0.0,2.315180499250168e-05,8.24
7.074921708525728e-07,7.089622082311137e-08,0.0,2.3150715387501198e-05,8.25
7.08255220236763e-07,7.105956115240226e-08,0.0,2.3149625657458427e-05,8.26
7.090180592342805e-07,7.122306916048062e-08,0.0,2.3148535802444756e-05,8.27
7.097806879083959e-07,7.138674478002654e-08,0.0,2.3147445822531545e-05,8.28
7.10543106322362e-07,7.155058794374082e-08,0.0,2.3146355717790152e-05,8.29
7.113053145394135e-07,7.171459858434512e-08,0.0,2.314526548829189e-05,8.3
7.12067312622767e-07,7.187877663458178e-08,0.0,2.3144175134108066e-05,8.31
7.128291006356211e-07,7.204312202721396e-08,0.0,2.3143084655309945e-05,8.32
7.135906786411567e-07,7.220763469502564e-08,0.0,2.3141994051968788e-05,8.33
7.143520467025364e-07,7.237231457082145e-08,0.0,2.3140903324155815e-05,8.34
7.151132048829053e-07,7.25371615874269e-08,0.0,2.313981247194224e-05,8.35
7.158741532453902e-07,7.270217567768823e-08,0.0,2.313872149539923e-05,8.36
7.166348918530996e-07,7.286735677447245e-08,0.0,2.313763039459795e-05,8.37
7.173954207691247e-07,7.303270481066738e-08,0.0,2.3136539169609536e-05,8.38
7.181557400565382e-07,7.319821971918151e-08,0.0,2.3135447820505092e-05,8.39
7.189158497783952e-07,7.336390143294421e-08,0.0,2.3134356347355712e-05,8.4
7.196757499977324e-07,7.352974988490555e-08,0.0,2.313326475023245e-05,8.41
7.20435440777569e-07,7.369576500803643e-08,0.0,2.3132173029206355e-05,8.42
7.211949221809058e-07,7.386194673532851e-08,0.0,2.3131081184348434e-05,8.43
7.219541942707259e-07,7.402829499979415e-08,0.0,2.3129989215729683e-05,8.44
7.227132571099944e-07,7.419480973446658e-08,0.0,2.312889712342107e-05,8.45
7.234721107616584e-07,7.436149087239976e-08,0.0,2.312780490749354e-05,8.46
7.242307552886468e-07,7.452833834666839e-08,0.0,2.312671256801801e-05,8.47
7.249891907538708e-07,7.469535209036797e-08,0.0,2.3125620105065386e-05,8.48
7.257474172202233e-07,7.486253203661478e-08,0.0,2.3124527518706544e-05,8.49
7.2650543475058e-07,7.502987811854587e-08,0.0,2.3123434809012324e-05,8.5
7.272632434077976e-07,7.519739026931904e-08,0.0,2.312234197605356e-05,8.51
7.280208432547155e-07,7.53650684221129e-08,0.0,2.3121249019901055e-05,8.52
7.28778234354155e-07,7.553291251012679e-08,0.0,2.3120155940625585e-05,8.53
7.295354167689191e-07,7.570092246658084e-08,0.0,2.3119062738297915e-05,8.54
7.302923905617934e-07,7.586909822471598e-08,0.0,2.3117969412988772e-05,8.55
7.310491557955449e-07,7.603743971779381e-08,0.0,2.3116875964768864e-05,8.56
7.318057125329232e-07,7.620594687909683e-08,0.0,2.3115782393708877e-05,8.57
7.325620608366593e-07,7.637461964192822e-08,0.0,2.311468869987948e-05,8.58
7.333182007694668e-07,7.654345793961201e-08,0.0,2.3113594883351306e-05,8.59
7.340741323940413e-07,7.671246170549293e-08,0.0,2.3112500944194968e-05,8.6
7.348298557730599e-07,7.688163087293652e-08,0.0,2.3111406882481063e-05,8.61
7.355853709691821e-07,7.705096537532905e-08,0.0,2.3110312698280156e-05,8.62
7.363406780450495e-07,7.722046514607765e-08,0.0,2.310921839166279e-05,8.63
7.370957770632855e-07,7.739013011861012e-08,0.0,2.310812396269949e-05,8.64
7.378506680864955e-07,7.755996022637506e-08,0.0,2.310702941146075e-05,8.65
7.386053511772672e-07,7.772995540284189e-08,0.0,2.3105934738017044e-05,8.66
7.393598263981701e-07,7.790011558150075e-08,0.0,2.3104839942438825e-05,8.67
7.401140938117558e-07,7.807044069586258e-08,0.0,2.3103745024796514e-05,8.68
7.408681534805581e-07,7.824093067945908e-08,0.0,2.310264998516052e-05,8.69
7.416220054670923e-07,7.841158546584271e-08,0.0,2.310155482360122e-05,8.7
7.423756498338565e-07,7.858240498858676e-08,0.0,2.3100459540188965e-05,8.71
7.431290866433299e-07,7.875338918128517e-08,0.0,2.3099364134994096e-05,8.72
7.438823159579744e-07,7.892453797755276e-08,0.0,2.3098268608086916e-05,8.73
7.446353378402338e-07,7.909585131102508e-08,0.0,2.3097172959537713e-05,8.74
7.453881523525338e-07,7.92673291153585e-08,0.0,2.3096077189416744e-05,8.75
7.461407595572822e-07,7.943897132423007e-08,0.0,2.3094981297794253e-05,8.76
7.468931595168689e-07,7.961077787133768e-08,0.0,2.309388528474045e-05,8.77
7.476453522936655e-07,7.978274869039998e-08,0.0,2.309278915032553e-05,8.78
7.48397337950026e-07,7.995488371515638e-08,0.0,2.3091692894619657e-05,8.79
7.491491165482864e-07,8.012718287936709e-08,0.0,2.3090596517692976e-05,8.8
7.499006881507644e-07,8.029964611681303e-08,0.0,2.3089500019615606e-05,8.81
7.5065205281976e-07,8.047227336129594e-08,0.0,2.3088403400457644e-05,8.82
7.51403210617555e-07,8.064506454663832e-08,0.0,2.3087306660289164e-05,8.83
7.521541616064136e-07,8.081801960668345e-08,0.0,2.3086209799180218e-05,8.84
7.529049058485817e-07,8.099113847529537e-08,0.0,2.3085112817200823e-05,8.85
7.536554434062873e-07,8.116442108635889e-08,0.0,2.3084015714420994e-05,8.86
7.544057743417405e-07,8.133786737377962e-08,0.0,2.3082918490910696e-05,8.87
7.551558987171336e-07,8.151147727148392e-08,0.0,2.3081821146739897e-05,8.88
7.559058165946402e-07,8.168525071341887e-08,0.0,2.308072368197852e-05,8.89
7.566555280364165e-07,8.185918763355241e-08,0.0,2.3079626096696474e-05,8.9
7.574050331046009e-07,8.20332879658732e-08,0.0,2.3078528390963648e-05,8.91
7.581543318613135e-07,8.220755164439068e-08,0.0,2.30774305648499e-05,8.92
7.589034243686565e-07,8.238197860313508e-08,0.0,2.307633261842507e-05,8.93
7.596523106887139e-07,8.255656877615737e-08,0.0,2.3075234551758968e-05,8.94
7.604009908835523e-07,8.273132209752935e-08,0.0,2.3074136364921382e-05,8.95
7.611494650152198e-07,8.290623850134352e-08,0.0,2.307303805798209e-05,8.96
7.618977331457465e-07,8.308131792171316e-08,0.0,2.3071939631010823e-05,8.97
7.626457953371449e-07,8.325656029277235e-08,0.0,2.3070841084077305e-05,8.98
7.633936516514091e-07,8.343196554867595e-08,0.0,2.3069742417251234e-05,8.99
7.641413021505159e-07,8.360753362359958e-08,0.0,2.3068643630602283e-05,9.0
7.648887468964234e-07,8.37832644517396e-08,0.0,2.3067544724200094e-05,9.01
7.656359859510719e-07,8.39591579673132e-08,0.0,2.30664456981143e-05,9.02
7.66383019376384e-07,8.41352141045583e-08,0.0,2.3065346552414495e-05,9.03
7.671298472342641e-07,8.43114327977336e-08,0.0,2.3064247287170265e-05,9.04
7.678764695865989e-07,8.44878139811186e-08,0.0,2.306314790245116e-05,9.05
7.686228864952564e-07,8.466435758901347e-08,0.0,2.306204839832671e-05,9.06
7.693690980220876e-07,8.484106355573928e-08,0.0,2.306094877486643e-05,9.07
7.701151042289247e-07,8.501793181563782e-08,0.0,2.3059849032139798e-05,9.08
7.708609051775825e-07,8.519496230307162e-08,0.0,2.3058749170216272e-05,9.09
7.716065009298577e-07,8.537215495242404e-08,0.0,2.305764918916529e-05,9.1
7.723518915475285e-07,8.554950969809914e-08,0.0,2.3056549089056267e-05,9.11
7.73097077092356e-07,8.572702647452185e-08,0.0,2.3055448869958596e-05,9.12
7.738420576260827e-07,8.590470521613781e-08,0.0,2.305434853194164e-05,9.13
7.745868332104331e-07,8.608254585741338e-08,0.0,2.3053248075074735e-05,9.14
7.753314039071142e-07,8.626054833283577e-08,0.0,2.305214749942721e-05,9.15
7.760757697778145e-07,8.643871257691295e-08,0.0,2.3051046805068356e-05,9.16
7.76819930884205e-07,8.661703852417365e-08,0.0,2.3049945992067445e-05,9.17
7.775638872879382e-07,8.679552610916737e-08,0.0,2.3048845060493723e-05,9.18
7.783076390506493e-07,8.697417526646437e-08,0.0,2.3047744010416418e-05,9.19
7.790511862339549e-07,8.715298593065573e-08,0.0,2.3046642841904727e-05,9.2
7.797945288994538e-07,8.733195803635325e-08,0.0,2.3045541555027836e-05,9.21
7.80537667108727e-07,8.75110915181895e-08,0.0,2.3044440149854892e-05,9.22
7.812806009233374e-07,8.769038631081784e-08,0.0,2.304333862645502e-05,9.23
7.820233304048299e-07,8.786984234891241e-08,0.0,2.304223698489734e-05,9.24
7.827658556188688e-07,8.804945956144939e-08,0.0,2.3041135225258225e-05,9.25
7.835081766473672e-07,8.822923785494113e-08,0.0,2.304003334764275e-05,9.26
7.84250293554761e-07,8.84091771600536e-08,0.0,2.3038931352125127e-05,9.27
7.849922064027445e-07,8.858927741123813e-08,0.0,2.3037829238774774e-05,9.28
7.857339152529945e-07,8.876953854296602e-08,0.0,2.303672700766107e-05,9.29
7.86475420167171e-07,8.894996048972851e-08,0.0,2.3035624658853366e-05,9.3
7.872167212069157e-07,8.913054318603671e-08,0.0,2.3034522192421008e-05,9.31
7.879578184338538e-07,8.931128656642179e-08,0.0,2.3033419608433298e-05,9.32
7.886987119095922e-07,8.949219056543481e-08,0.0,2.3032316906959532e-05,9.33
7.894394016957215e-07,8.967325511764684e-08,0.0,2.303121408806898e-05,9.34
7.90179887853814e-07,8.985448015764879e-08,0.0,2.3030111151830885e-05,9.35
7.909201704454251e-07,9.003586562005164e-08,0.0,2.3029008098314468e-05,9.36
7.916602495320927e-07,9.021741143948625e-08,0.0,2.302790492758893e-05,9.37
7.924001251753375e-07,9.039911755060346e-08,0.0,2.302680163972345e-05,9.38
7.931397974366622e-07,9.058098388807398e-08,0.0,2.3025698234787186e-05,9.39
7.93879266377553e-07,9.07630103865886e-08,0.0,2.3024594712849264e-05,9.4
7.94618532059478e-07,9.094519698085797e-08,0.0,2.30234910739788e-05,9.41
7.953575945438881e-07,9.112754360561268e-08,0.0,2.3022387318244884e-05,9.42
7.960964538922172e-07,9.131005019560332e-08,0.0,2.302128344571657e-05,9.43
7.968351101658814e-07,9.149271668560044e-08,0.0,2.302017945646291e-05,9.44
7.975735634262794e-07,9.167554301039447e-08,0.0,2.3019075350552926e-05,9.45
7.983118137347931e-07,9.185852910479588e-08,0.0,2.301797112805561e-05,9.46
7.990498611527861e-07,9.204167490363499e-08,0.0,2.301686678903994e-05,9.47
7.997877057416053e-07,9.222498034176211e-08,0.0,2.3015762333574866e-05,9.48
8.005253475625801e-07,9.240844535404753e-08,0.0,2.301465776172932e-05,9.49
8.012627866770222e-07,9.259206987538146e-08,0.0,2.3013553073572212e-05,9.5
8.020000231462264e-07,9.277585384067405e-08,0.0,2.3012448269172422e-05,9.51
8.027370570314697e-07,9.295979718485545e-08,0.0,2.3011343348598814e-05,9.52
8.03473888394012e-07,9.314389984287569e-08,0.0,2.301023831192023e-05,9.53
8.042105172950959e-07,9.33281617497048e-08,0.0,2.300913315920549e-05,9.54
8.049469437959462e-07,9.351258284033278e-08,0.0,2.300802789052338e-05,9.55
8.056831679577705e-07,9.369716304976946e-08,0.0,2.3006922505942688e-05,9.56
8.064191898417592e-07,9.388190231304472e-08,0.0,2.3005817005532147e-05,9.57
8.07155009509085e-07,9.406680056520842e-08,0.0,2.300471138936049e-05,9.58
8.078906270209037e-07,9.425185774133028e-08,0.0,2.300360565749643e-05,9.59
8.086260424383533e-07,9.443707377650001e-08,0.0,2.3002499810008642e-05,9.6
8.093612558225545e-07,9.462244860582729e-08,0.0,2.3001393846965785e-05,9.61
8.100962672346108e-07,9.480798216444172e-08,0.0,2.30002877684365e-05,9.62
8.10831076735608e-07,9.499367438749288e-08,0.0,2.2999181574489403e-05,9.63
8.115656843866148e-07,9.51795252101502e-08,0.0,2.299807526519308e-05,9.64
8.123000902486824e-07,9.53655345676032e-08,0.0,2.2996968840616106e-05,9.65
8.130342943828446e-07,9.555170239506126e-08,0.0,2.2995862300827028e-05,9.66
8.137682968501179e-07,9.573802862775374e-08,0.0,2.2994755645894368e-05,9.67
8.145020977115014e-07,9.592451320092995e-08,0.0,2.2993648875886634e-05,9.68
8.152356970279769e-07,9.611115604985914e-08,0.0,2.29925419908723e-05,9.69
8.159690948605085e-07,9.62979571098305e-08,0.0,2.2991434990919828e-05,9.7
8.167022912700433e-07,9.648491631615324e-08,0.0,2.2990327876097646e-05,9.71
8.174352863175108e-07,9.667203360415637e-08,0.0,2.298922064647417e-05,9.72
8.181680800638232e-07,9.685930890918899e-08,0.0,2.2988113302117794e-05,9.73
8.189006725698751e-07,9.704674216662009e-08,0.0,2.2987005843096882e-05,9.74
8.196330638965442e-07,9.723433331183862e-08,0.0,2.2985898269479772e-05,9.75
8.203652541046903e-07,9.742208228025347e-08,0.0,2.29847905813348e-05,9.76
8.210972432551562e-07,9.760998900729351e-08,0.0,2.2983682778730252e-05,9.77
8.21829031408767e-07,9.779805342840751e-08,0.0,2.298257486173441e-05,9.78
8.225606186263308e-07,9.798627547906425e-08,0.0,2.2981466830415537e-05,9.79
8.232920049686381e-07,9.817465509475242e-08,0.0,2.298035868484185e-05,9.8
8.240231904964618e-07,9.836319221098063e-08,0.0,2.2979250425081572e-05,9.81
8.247541752705578e-07,9.855188676327747e-08,0.0,2.2978142051202882e-05,9.82
8.254849593516643e-07,9.874073868719154e-08,0.0,2.2977033563273946e-05,9.83
8.262155428005024e-07,9.892974791829128e-08,0.0,2.297592496136291e-05,9.84
8.269459256777758e-07,9.911891439216516e-08,0.0,2.297481624553789e-05,9.85
8.276761080441705e-07,9.930823804442157e-08,0.0,2.2973707415866983e-05,9.86
8.284060899603554e-07,9.94977188106888e-08,0.0,2.2972598472418263e-05,9.87
8.291358714869822e-07,9.968735662661526e-08,0.0,2.297148941525978e-05,9.88
8.298654526846848e-07,9.987715142786907e-08,0.0,2.297038024445957e-05,9.89
8.305948336140798e-07,1.0006710315013846e-07,0.0,2.2969270960085637e-05,9.9
