Time,z,e,w,ez,compartment,v1,v2,v3
1.73,2.3831124514595387e-05,1.62124368779659e-07,0.0,3.3755583124750683e-09,1.0,9.532449805838155e-08,3.862897151992615e-09,1.8228014887365368e-12
1.74,2.3830132552357603e-05,1.630388934878582e-07,0.0,3.4142770772668275e-09,1.0,9.532053020943042e-08,3.884521444819147e-09,1.8437096217240867e-12
1.75,2.3829140413599e-05,1.6395316273037437e-07,0.0,3.453211835311802e-09,1.0,9.5316561654396e-08,3.906137761470322e-09,1.864734391068373e-12
1.76,2.3828148098406378e-05,1.6486717658223186e-07,0.0,3.492362505692927e-09,1.0,9.531259239362552e-08,3.927746104041341e-09,1.885875753074181e-12
1.77,2.382715560686653e-05,1.6578093511843667e-07,0.0,3.5317290075146243e-09,1.0,9.530862242746612e-08,3.949346474627257e-09,1.9071336640578972e-12
1.78,2.3826162939066213e-05,1.6669443841397645e-07,0.0,3.571311259902811e-09,1.0,9.530465175626485e-08,3.9709388753229615e-09,1.928508080347518e-12
1.79,2.382517009509217e-05,1.6760768654382038e-07,0.0,3.6111091820048898e-09,1.0,9.530068038036867e-08,3.99252330822319e-09,1.9499989582826404e-12
1.8,2.3824177075031095e-05,1.6852067958291924e-07,0.0,3.6511226929897557e-09,1.0,9.529670830012438e-08,4.014099775422517e-09,1.971606254214468e-12
1.81,2.3823183878969697e-05,1.6943341760620553e-07,0.0,3.6913517120477953e-09,1.0,9.52927355158788e-08,4.0356682790153666e-09,1.9933299245058096e-12
1.82,2.3822190506994623e-05,1.7034590068859323e-07,0.0,3.731796158390883e-09,1.0,9.528876202797849e-08,4.057228821095992e-09,2.015169925531077e-12
1.83,2.3821196959192514e-05,1.7125812890497791e-07,0.0,3.772455951252385e-09,1.0,9.528478783677006e-08,4.078781403758496e-09,2.037126213676288e-12
1.84,2.3820203235649984e-05,1.721701023302369e-07,0.0,3.813331009887156e-09,1.0,9.528081294259994e-08,4.100326029096822e-09,2.0591987453390643e-12
1.85,2.3819209336453625e-05,1.7308182103922893e-07,0.0,3.854421253571544e-09,1.0,9.52768373458145e-08,4.1218626992047474e-09,2.081387476928634e-12
1.86,2.3818215261689995e-05,1.7399328510679454e-07,0.0,3.895726601603384e-09,1.0,9.527286104675998e-08,4.143391416175896e-09,2.1036923648658275e-12
1.87,2.3817221011445635e-05,1.7490449460775568e-07,0.0,3.937246973302005e-09,1.0,9.526888404578253e-08,4.164912182103725e-09,2.1261133655830827e-12
1.88,2.3816226585807063e-05,1.7581544961691602e-07,0.0,3.97898228800822e-09,1.0,9.526490634322826e-08,4.186424999081536e-09,2.148650435524439e-12
1.89,2.3815231984860766e-05,1.7672615020906084e-07,0.0,4.020932465084342e-09,1.0,9.526092793944307e-08,4.207929869202466e-09,2.1713035311455447e-12
1.9,2.3814237208693212e-05,1.77636596458957e-07,0.0,4.063097423914165e-09,1.0,9.525694883477285e-08,4.229426794559492e-09,2.194072608913649e-12
1.91,2.381324225739084e-05,1.7854678844135294e-07,0.0,4.105477083902976e-09,1.0,9.525296902956336e-08,4.2509157772454284e-09,2.216957625307607e-12
1.92,2.3812247131040063e-05,1.7945672623097871e-07,0.0,4.148071364477555e-09,1.0,9.524898852416026e-08,4.2723968193529245e-09,2.2399585368178794e-12
1.93,2.3811251829727278e-05,1.80366409902546e-07,0.0,4.19088018508617e-09,1.0,9.524500731890911e-08,4.29386992297447e-09,2.263075299946532e-12
1.94,2.381025635353885e-05,1.8127583953074803e-07,0.0,4.233903465198581e-09,1.0,9.524102541415541e-08,4.315335090202391e-09,2.2863078712072337e-12
1.95,2.3809260702561124e-05,1.8218501519025973e-07,0.0,4.277141124306034e-09,1.0,9.52370428102445e-08,4.336792323128848e-09,2.3096562071252586e-12
1.96,2.3808264876880415e-05,1.8309393695573755e-07,0.0,4.32059308192127e-09,1.0,9.523305950752166e-08,4.35824162384584e-09,2.333120264237486e-12
1.97,2.380726887658302e-05,1.840026049018196e-07,0.0,4.364259257578519e-09,1.0,9.522907550633208e-08,4.3796829944452e-09,2.3566999990924e-12
1.98,2.3806272701755202e-05,1.8491101910312552e-07,0.0,4.408139570833499e-09,1.0,9.522509080702081e-08,4.401116437018596e-09,2.3803953682500895e-12
1.99,2.380527635248321e-05,1.858191796342566e-07,0.0,4.45223394126342e-09,1.0,9.522110540993284e-08,4.4225419536575335e-09,2.404206328282247e-12
2.0,2.3804279828853266e-05,1.8672708656979578e-07,0.0,4.496542288466985e-09,1.0,9.521711931541307e-08,4.443959546453349e-09,2.4281328357721717e-12
2.01,2.3803283130951558e-05,1.876347399843075e-07,0.0,4.54106453206438e-09,1.0,9.521313252380623e-08,4.465369217497216e-09,2.4521748473147654e-12
2.02,2.3802286258864262e-05,1.8854213995233796e-07,0.0,4.58580059169729e-09,1.0,9.520914503545705e-08,4.486770968880141e-09,2.476332319516537e-12
2.03,2.3801289212677524e-05,1.894492865484148e-07,0.0,4.630750387028884e-09,1.0,9.52051568507101e-08,4.508164802692961e-09,2.5006052089955975e-12
2.04,2.380029199247746e-05,1.903561798470473e-07,0.0,4.675913837743826e-09,1.0,9.520116796990985e-08,4.529550721026353e-09,2.524993472381666e-12
2.05,2.3799294598350174e-05,1.9126281992272637e-07,0.0,4.721290863548263e-09,1.0,9.519717839340069e-08,4.550928725970819e-09,2.549497066316062e-12
2.06,2.379829703038173e-05,1.9216920684992465e-07,0.0,4.76688138416984e-09,1.0,9.519318812152692e-08,4.572298819616699e-09,2.574115947451714e-12
2.07,2.3797299288658184e-05,1.9307534070309612e-07,0.0,4.812685319357686e-09,1.0,9.518919715463274e-08,4.59366100405416e-09,2.5988500724531505e-12
2.08,2.3796301373265557e-05,1.939812215566766e-07,0.0,4.85870258888243e-09,1.0,9.518520549306222e-08,4.615015281373209e-09,2.623699397996512e-12
2.09,2.379530328428984e-05,1.9488684948508335e-07,0.0,4.904933112536176e-09,1.0,9.518121313715937e-08,4.636361653663671e-09,2.648663880769535e-12
2.1,2.3794305021817018e-05,1.957922245627154e-07,0.0,4.951376810132535e-09,1.0,9.517722008726808e-08,4.657700123015217e-09,2.673743477471569e-12
2.11,2.379330658593303e-05,1.966973468639532e-07,0.0,4.998033601506595e-09,1.0,9.517322634373212e-08,4.679030691517335e-09,2.6989381448135614e-12
2.12,2.379230797672381e-05,1.976022164631589e-07,0.0,5.04490340651494e-09,1.0,9.516923190689524e-08,4.700353361259352e-09,2.7242478395180676e-12
2.13,2.3791309194275248e-05,1.9850683343467626e-07,0.0,5.091986145035645e-09,1.0,9.5165236777101e-08,4.721668134330421e-09,2.749672518319248e-12
2.14,2.379031023867323e-05,1.994111978528307e-07,0.0,5.139281736968276e-09,1.0,9.516124095469292e-08,4.742975012819528e-09,2.7752121379628692e-12
2.15,2.37893111100036e-05,2.0031530979192902e-07,0.0,5.186790102233881e-09,1.0,9.51572444400144e-08,4.76427399881548e-09,2.800866655206296e-12
2.16,2.378831180835219e-05,2.0121916932625997e-07,0.0,5.234511160775012e-09,1.0,9.515324723340876e-08,4.785565094406925e-09,2.8266360268185064e-12
2.17,2.378731233380479e-05,2.0212277653009354e-07,0.0,5.2824448325556965e-09,1.0,9.514924933521916e-08,4.806848301682327e-09,2.852520209580076e-12
2.18,2.3786312686447192e-05,2.0302613147768164e-07,0.0,5.330591037561467e-09,1.0,9.514525074578877e-08,4.828123622729986e-09,2.8785191602831924e-12
2.19,2.378531286636514e-05,2.0392923424325751e-07,0.0,5.3789496957993306e-09,1.0,9.514125146546055e-08,4.8493910596380255e-09,2.9046328357316384e-12
2.2,2.3784312873644366e-05,2.0483208490103625e-07,0.0,5.4275207272978016e-09,1.0,9.513725149457747e-08,4.870650614494399e-09,2.930861192740813e-12
2.21,2.3783312708370566e-05,2.057346835252143e-07,0.0,5.4763040521068686e-09,1.0,9.513325083348226e-08,4.8919022893868835e-09,2.957204188137709e-12
2.22,2.378231237062943e-05,2.0663703018996998e-07,0.0,5.525299590298023e-09,1.0,9.512924948251773e-08,4.913146086403087e-09,2.983661778760932e-12
2.23,2.3781311860506604e-05,2.07539124969463e-07,0.0,5.5745072619642365e-09,1.0,9.512524744202642e-08,4.93438200763044e-09,3.0102339214606877e-12
2.24,2.378031117808772e-05,2.084409679378348e-07,0.0,5.62392698721998e-09,1.0,9.512124471235088e-08,4.9556100551562e-09,3.036920573098789e-12
2.25,2.3779310323458388e-05,2.093425591692083e-07,0.0,5.673558686201207e-09,1.0,9.511724129383355e-08,4.9768302310674506e-09,3.063721690548652e-12
2.26,2.3778309296704176e-05,2.1024389873768813e-07,0.0,5.723402279065365e-09,1.0,9.51132371868167e-08,4.998042537451097e-09,3.090637230695297e-12
2.27,2.377730809791065e-05,2.1114498671736055e-07,0.0,5.773457685991397e-09,1.0,9.510923239164261e-08,5.019246976393875e-09,3.1176671504353542e-12
2.28,2.3776306727163343e-05,2.1204582318229328e-07,0.0,5.823724827179722e-09,1.0,9.510522690865338e-08,5.0404435499823404e-09,3.1448114066770498e-12
2.29,2.3775305184547754e-05,2.1294640820653583e-07,0.0,5.874203622852265e-09,1.0,9.510122073819102e-08,5.061632260302875e-09,3.1720699563402233e-12
2.3,2.3774303470149373e-05,2.1384674186411915e-07,0.0,5.924893993252431e-09,1.0,9.509721388059749e-08,5.082813109441682e-09,3.1994427563563126e-12
2.31,2.377330158405365e-05,2.1474682422905587e-07,0.0,5.975795858645119e-09,1.0,9.50932063362146e-08,5.10398609948479e-09,3.226929763668364e-12
2.32,2.3772299526346023e-05,2.1564665537534017e-07,0.0,6.0269091393167175e-09,1.0,9.50891981053841e-08,5.125151232518047e-09,3.2545309352310274e-12
2.33,2.37712972971119e-05,2.16546235376948e-07,0.0,6.078233755575107e-09,1.0,9.50851891884476e-08,5.146308510627131e-09,3.282246228010558e-12
2.34,2.377029489643666e-05,2.1744556430783666e-07,0.0,6.129769627749653e-09,1.0,9.508117958574665e-08,5.167457935897532e-09,3.310075598984813e-12
2.35,2.3769292324405668e-05,2.1834464224194526e-07,0.0,6.181516676191222e-09,1.0,9.507716929762267e-08,5.188599510414571e-09,3.3380190051432598e-12
2.36,2.3768289581104257e-05,2.192434692531944e-07,0.0,6.233474821272156e-09,1.0,9.507315832441703e-08,5.209733236263386e-09,3.366076403486964e-12
2.37,2.376728666661774e-05,2.2014204541548638e-07,0.0,6.2856439833863006e-09,1.0,9.506914666647095e-08,5.230859115528935e-09,3.3942477510286022e-12
2.38,2.3766283581031395e-05,2.2104037080270498e-07,0.0,6.338024082948983e-09,1.0,9.506513432412558e-08,5.251977150296e-09,3.422533004792451e-12
2.39,2.3765280324430488e-05,2.219384454887157e-07,0.0,6.3906150403970275e-09,1.0,9.506112129772195e-08,5.273087342649181e-09,3.4509321218143947e-12
2.4,2.3764276896900253e-05,2.2283626954736558e-07,0.0,6.44341677618874e-09,1.0,9.505710758760102e-08,5.2941896946728975e-09,3.4794450591419194e-12
2.41,2.3763273298525906e-05,2.237338430524833e-07,0.0,6.496429210803927e-09,1.0,9.505309319410363e-08,5.315284208451393e-09,3.5080717738341207e-12
2.42,2.376226952939263e-05,2.2463116607787906e-07,0.0,6.549652264743874e-09,1.0,9.504907811757053e-08,5.336370886068724e-09,3.536812222961692e-12
2.43,2.3761265589585587e-05,2.255282386973448e-07,0.0,6.603085858531369e-09,1.0,9.504506235834235e-08,5.357449729608772e-09,3.5656663636069393e-12
2.44,2.376026147918992e-05,2.2642506098465393e-07,0.0,6.6567299127106786e-09,1.0,9.504104591675968e-08,5.378520741155232e-09,3.5946341528637663e-12
2.45,2.375925719829074e-05,2.2732163301356163e-07,0.0,6.7105843478475705e-09,1.0,9.503702879316295e-08,5.399583922791622e-09,3.623715547837688e-12
2.46,2.3758252746973136e-05,2.2821795485780446e-07,0.0,6.764649084529291e-09,1.0,9.503301098789255e-08,5.4206392766012726e-09,3.652910505645817e-12
2.47,2.3757248125322165e-05,2.291140265911008e-07,0.0,6.818924043364588e-09,1.0,9.502899250128866e-08,5.4416868046673354e-09,3.682218983416878e-12
2.48,2.375624333342288e-05,2.3000984828715043e-07,0.0,6.873409144983691e-09,1.0,9.502497333369153e-08,5.462726509072779e-09,3.711640938291193e-12
2.49,2.3755238371360284e-05,2.3090542001963497e-07,0.0,6.9281043100383275e-09,1.0,9.502095348544114e-08,5.483758391900388e-09,3.741176327420697e-12
2.5,2.3754233239219378e-05,2.318007418622174e-07,0.0,6.983009459201706e-09,1.0,9.501693295687752e-08,5.504782455232762e-09,3.7708251079689215e-12
2.51,2.3753227937085118e-05,2.3269581388854248e-07,0.0,7.0381245131685324e-09,1.0,9.501291174834048e-08,5.52579870115232e-09,3.800587237111008e-12
2.52,2.3752222465042446e-05,2.3359063617223657e-07,0.0,7.093449392655004e-09,1.0,9.500888986016979e-08,5.546807131741297e-09,3.830462672033702e-12
2.53,2.375121682317629e-05,2.3448520878690744e-07,0.0,7.148984018398799e-09,1.0,9.500486729270516e-08,5.567807749081737e-09,3.860451369935351e-12
2.54,2.3750211011571532e-05,2.3537953180614473e-07,0.0,7.204728311159098e-09,1.0,9.500084404628614e-08,5.5888005552555075e-09,3.890553288025913e-12
2.55,2.3749205030313175e-05,2.3627360530355865e-07,0.0,7.260682191631889e-09,1.0,9.49968201212527e-08,5.609785552345262e-09,3.92076838348122e-12
2.56,2.374819887948667e-05,2.3716742935288646e-07,0.0,7.316845580220155e-09,1.0,9.499279551794669e-08,5.6307627424371064e-09,3.951096613318884e-12
2.57,2.374719255917694e-05,2.380610040276924e-07,0.0,7.37321839768277e-09,1.0,9.498877023670775e-08,5.651732127613095e-09,3.981537934748696e-12
2.58,2.3746186069468802e-05,2.389543294014999e-07,0.0,7.429800564848835e-09,1.0,9.49847442778752e-08,5.672693709954538e-09,4.012092305018371e-12
2.59,2.3745179410447043e-05,2.398474055478139e-07,0.0,7.486592002568776e-09,1.0,9.498071764178817e-08,5.693647491542553e-09,4.0427596813871396e-12
2.6,2.3744172582196447e-05,2.407402325401211e-07,0.0,7.543592631714362e-09,1.0,9.497669032878578e-08,5.714593474458081e-09,4.073540021125755e-12
2.61,2.3743165584801753e-05,2.4163281045188986e-07,0.0,7.60080237317868e-09,1.0,9.497266233920701e-08,5.735531660781869e-09,4.104433281516487e-12
2.62,2.3742158418347675e-05,2.425251393565704e-07,0.0,7.658221147876172e-09,1.0,9.49686336733907e-08,5.756462052594488e-09,4.135439419853133e-12
2.63,2.3741151082918916e-05,2.434172193275942e-07,0.0,7.715848876742592e-09,1.0,9.496460433167567e-08,5.777384651976309e-09,4.166558393441e-12
2.64,2.3740143578600154e-05,2.4430905043837485e-07,0.0,7.773685480735041e-09,1.0,9.496057431440062e-08,5.798299461007531e-09,4.1977901595969225e-12
2.65,2.3739135905476025e-05,2.452006327623073e-07,0.0,7.831730880831943e-09,1.0,9.49565436219041e-08,5.8192064817681555e-09,4.229134675649249e-12
2.66,2.3738128063631164e-05,2.4609196637276844e-07,0.0,7.889984998033067e-09,1.0,9.495251225452466e-08,5.8401057163380036e-09,4.2605918989378565e-12
2.67,2.373712005315016e-05,2.4698305134311654e-07,0.0,7.948447753359502e-09,1.0,9.494848021260064e-08,5.860997166796702e-09,4.2921617868141315e-12
2.68,2.37361118741176e-05,2.4787388774669186e-07,0.0,8.007119067853684e-09,1.0,9.49444474964704e-08,5.8818808352236966e-09,4.3238442966409895e-12
2.69,2.3735103526618023e-05,2.487644756568161e-07,0.0,8.065998862579367e-09,1.0,9.494041410647209e-08,5.902756723698237e-09,4.355639385792859e-12
2.7,2.3734095010735963e-05,2.4965481514679273e-07,0.0,8.12508705862165e-09,1.0,9.493638004294386e-08,5.923624834299392e-09,4.387547011655691e-12
2.71,2.3733086326555914e-05,2.505449062899069e-07,0.0,8.184383577086959e-09,1.0,9.493234530622365e-08,5.944485169106034e-09,4.419567131626957e-12
2.72,2.3732077474162366e-05,2.5143474915942557e-07,0.0,8.243888339103058e-09,1.0,9.492830989664946e-08,5.965337730196856e-09,4.451699703115651e-12
2.73,2.3731068453639763e-05,2.523243438285969e-07,0.0,8.303601265819037e-09,1.0,9.492427381455906e-08,5.986182519650347e-09,4.48394468354228e-12
2.74,2.3730059265072536e-05,2.532136903706514e-07,0.0,8.36352227840533e-09,1.0,9.492023706029014e-08,6.00701953954482e-09,4.516302030338878e-12
2.75,2.372904990854509e-05,2.5410278885880076e-07,0.0,8.423651298053688e-09,1.0,9.491619963418037e-08,6.027848791958387e-09,4.548771700948992e-12
2.76,2.3728040384141805e-05,2.549916393662385e-07,0.0,8.483988245977211e-09,1.0,9.491216153656722e-08,6.048670278968976e-09,4.581353652827694e-12
2.77,2.372703069194704e-05,2.558802419661399e-07,0.0,8.544533043410329e-09,1.0,9.490812276778816e-08,6.06948400265432e-09,4.614047843441578e-12
2.78,2.372602083204512e-05,2.567685967316617e-07,0.0,8.605285611608793e-09,1.0,9.490408332818048e-08,6.09028996509196e-09,4.6468542302687485e-12
2.79,2.3725010804520358e-05,2.576567037359426e-07,0.0,8.666245871849704e-09,1.0,9.490004321808144e-08,6.111088168359251e-09,4.67977277079884e-12
2.8,2.3724000609457033e-05,2.585445630521028e-07,0.0,8.727413745431483e-09,1.0,9.489600243782814e-08,6.131878614533349e-09,4.712803422533001e-12
2.81,2.3722990246939407e-05,2.5943217475324415e-07,0.0,8.788789153673895e-09,1.0,9.489196098775763e-08,6.1526613056912195e-09,4.745946142983903e-12
2.82,2.372197971705171e-05,2.6031953891245026e-07,0.0,8.850372017918023e-09,1.0,9.488791886820684e-08,6.173436243909636e-09,4.779200889675733e-12
2.83,2.3720969019878156e-05,2.612066556027864e-07,0.0,8.912162259526302e-09,1.0,9.488387607951263e-08,6.194203431265178e-09,4.812567620144203e-12
2.84,2.371995815550293e-05,2.6209352489729944e-07,0.0,8.974159799882485e-09,1.0,9.487983262201172e-08,6.214962869834234e-09,4.846046291936542e-12
2.85,2.3718947124010193e-05,2.629801468690181e-07,0.0,9.036364560391667e-09,1.0,9.487578849604078e-08,6.2357145616929924e-09,4.8796368626115e-12
2.86,2.3717935925484086e-05,2.638665215909526e-07,0.0,9.09877646248027e-09,1.0,9.487174370193635e-08,6.256458508917457e-09,4.913339289739346e-12
2.87,2.371692456000871e-05,2.6475264913609497e-07,0.0,9.161395427596053e-09,1.0,9.486769824003485e-08,6.277194713583425e-09,4.947153530901869e-12
2.88,2.3715913027668162e-05,2.6563852957741876e-07,0.0,9.224221377208108e-09,1.0,9.486365211067265e-08,6.297923177766506e-09,4.9810795436923784e-12
2.89,2.3714901328546504e-05,2.6652416298787943e-07,0.0,9.287254232806862e-09,1.0,9.485960531418601e-08,6.318643903542117e-09,5.015117285715705e-12
2.9,2.3713889462727773e-05,2.674095494404138e-07,0.0,9.350493915904066e-09,1.0,9.48555578509111e-08,6.3393568929854705e-09,5.049266714588196e-12
2.91,2.371287743029599e-05,2.682946890079407e-07,0.0,9.413940348032815e-09,1.0,9.485150972118397e-08,6.360062148171593e-09,5.08352778793772e-12
2.92,2.371186523133514e-05,2.691795817633605e-07,0.0,9.47759345074753e-09,1.0,9.484746092534056e-08,6.3807596711753055e-09,5.117900463403667e-12
2.93,2.3710852865929194e-05,2.70064227779555e-07,0.0,9.541453145623975e-09,1.0,9.484341146371678e-08,6.401449464071236e-09,5.152384698636947e-12
2.94,2.370984033416209e-05,2.7094862712938817e-07,0.0,9.60551935425923e-09,1.0,9.483936133664837e-08,6.422131528933818e-09,5.186980451299984e-12
2.95,2.370882763611775e-05,2.718327798857053e-07,0.0,9.669791998271725e-09,1.0,9.483531054447099e-08,6.442805867837285e-09,5.221687679066732e-12
2.96,2.3707814771880063e-05,2.7271668612133325e-07,0.0,9.734270999301213e-09,1.0,9.483125908752026e-08,6.46347248285567e-09,5.256506339622655e-12
2.97,2.37068017415329e-05,2.7360034590908107e-07,0.0,9.798956279008786e-09,1.0,9.48272069661316e-08,6.484131376062816e-09,5.291436390664745e-12
2.98,2.3705788545160105e-05,2.74483759321739e-07,0.0,9.86384775907686e-09,1.0,9.482315418064042e-08,6.504782549532357e-09,5.3264777899015045e-12
2.99,2.37047751828455e-05,2.7536692643207916e-07,0.0,9.928945361209201e-09,1.0,9.481910073138201e-08,6.5254260053377384e-09,5.361630495052969e-12
3.0,2.3703761654672878e-05,2.762498473128553e-07,0.0,9.994249007130889e-09,1.0,9.481504661869151e-08,6.5460617455521996e-09,5.39689446385068e-12
3.01,2.3702747960726017e-05,2.771325220368029e-07,0.0,1.0059758618588348e-08,1.0,9.481099184290407e-08,6.566689772248784e-09,5.432269654037708e-12
3.02,2.3701734101088663e-05,2.7801495067663903e-07,0.0,1.0125474117349338e-08,1.0,9.480693640435466e-08,6.587310087500334e-09,5.4677560233686426e-12
3.03,2.370072007584453e-05,2.7889713330506253e-07,0.0,1.0191395425202941e-08,1.0,9.480288030337812e-08,6.607922693379491e-09,5.503353529609588e-12
3.04,2.3699705885077327e-05,2.7977906999475384e-07,0.0,1.025752246395958e-08,1.0,9.479882354030931e-08,6.628527591958698e-09,5.539062130538173e-12
3.05,2.3698691528870722e-05,2.806607608183751e-07,0.0,1.0323855155451009e-08,1.0,9.479476611548289e-08,6.6491247853101936e-09,5.574881783943545e-12
3.06,2.3697677007308365e-05,2.815422058485702e-07,0.0,1.0390393421530322e-08,1.0,9.479070802923347e-08,6.6697142755060185e-09,5.610812447626374e-12
3.07,2.369666232047389e-05,2.824234051579645e-07,0.0,1.0457137184071929e-08,1.0,9.478664928189557e-08,6.690296064618014e-09,5.646854079398842e-12
3.08,2.3695647468450886e-05,2.833043588191654e-07,0.0,1.0524086364971593e-08,1.0,9.478258987380354e-08,6.7108701547178135e-09,5.68300663708466e-12
3.09,2.3694632451322945e-05,2.841850669047615e-07,0.0,1.0591240886146392e-08,1.0,9.477852980529178e-08,6.731436547876854e-09,5.719270078519052e-12
3.1,2.3693617269173606e-05,2.850655294873236e-07,0.0,1.0658600669534754e-08,1.0,9.477446907669442e-08,6.751995246166366e-09,5.755644361548768e-12
3.11,2.3692601922086402e-05,2.859457466394037e-07,0.0,1.0726165637096428e-08,1.0,9.477040768834561e-08,6.772546251657378e-09,5.792129444032071e-12
3.12,2.3691586410144836e-05,2.868257184335358e-07,0.0,1.0793935710812503e-08,1.0,9.476634564057934e-08,6.793089566420715e-09,5.828725283838751e-12
3.13,2.3690570733432393e-05,2.8770544494223534e-07,0.0,1.0861910812685393e-08,1.0,9.476228293372958e-08,6.813625192527002e-09,5.865431838850113e-12
3.14,2.3689554892032523e-05,2.8858492623799967e-07,0.0,1.0930090864738859e-08,1.0,9.47582195681301e-08,6.834153132046655e-09,5.902249066958984e-12
3.15,2.3688538886028653e-05,2.8946416239330763e-07,0.0,1.099847578901798e-08,1.0,9.475415554411461e-08,6.854673387049886e-09,5.939176926069709e-12
3.16,2.36875227155042e-05,2.9034315348061993e-07,0.0,1.1067065507589179e-08,1.0,9.475009086201681e-08,6.8751859596067136e-09,5.976215374098157e-12
3.17,2.368650638054254e-05,2.912218995723787e-07,0.0,1.1135859942540201e-08,1.0,9.474602552217015e-08,6.8956908517869335e-09,6.013364368971709e-12
3.18,2.3685489881227032e-05,2.92100400741008e-07,0.0,1.1204859015980142e-08,1.0,9.474195952490813e-08,6.9161880656601495e-09,6.050623868629276e-12
3.19,2.368447321764101e-05,2.929786570589134e-07,0.0,1.1274062650039408e-08,1.0,9.473789287056404e-08,6.936677603295756e-09,6.087993831021281e-12
3.2,2.3683456389867776e-05,2.938566685984822e-07,0.0,1.1343470766869764e-08,1.0,9.47338255594711e-08,6.957159466762937e-09,6.125474214109673e-12
3.21,2.3682439397990626e-05,2.947344354320833e-07,0.0,1.1413083288644282e-08,1.0,9.472975759196251e-08,6.977633658130679e-09,6.163064975867913e-12
3.22,2.3681422242092814e-05,2.9561195763206746e-07,0.0,1.1482900137557389e-08,1.0,9.472568896837125e-08,6.998100179467755e-09,6.20076607428099e-12
3.23,2.3680404922257583e-05,2.9648923527076695e-07,0.0,1.1552921235824827e-08,1.0,9.472161968903033e-08,7.018559032842734e-09,6.238577467345407e-12
3.24,2.3679387438568134e-05,2.973662684204959e-07,0.0,1.1623146505683687e-08,1.0,9.471754975427254e-08,7.039010220323977e-09,6.276499113069191e-12
3.25,2.3678369791107663e-05,2.982430571535498e-07,0.0,1.1693575869392381e-08,1.0,9.471347916443065e-08,7.059453743979637e-09,6.314530969471886e-12
3.26,2.367735197995933e-05,2.9911960154220604e-07,0.0,1.1764209249230661e-08,1.0,9.470940791983732e-08,7.07988960587766e-09,6.352672994584557e-12
3.27,2.3676334005206276e-05,2.999959016587238e-07,0.0,1.1835046567499615e-08,1.0,9.470533602082511e-08,7.100317808085786e-09,6.390925146449793e-12
3.28,2.367531586693161e-05,3.008719575753437e-07,0.0,1.1906087746521652e-08,1.0,9.470126346772644e-08,7.120738352671539e-09,6.429287383121693e-12
3.29,2.3674297565218428e-05,3.017477693642882e-07,0.0,1.1977332708640529e-08,1.0,9.469719026087371e-08,7.1411512417022455e-09,6.467759662665885e-12
3.3,2.3673279100149793e-05,3.026233370977612e-07,0.0,1.204878137622132e-08,1.0,9.469311640059917e-08,7.161556477245009e-09,6.506341943159512e-12
3.31,2.367226047180875e-05,3.034986608479486e-07,0.0,1.2120433671650449e-08,1.0,9.468904188723501e-08,7.181954061366737e-09,6.545034182691242e-12
3.32,2.367124168027831e-05,3.0437374068701776e-07,0.0,1.2192289517335656e-08,1.0,9.468496672111324e-08,7.202343996134116e-09,6.583836339361255e-12
3.33,2.367022272564147e-05,3.0524857668711777e-07,0.0,1.2264348835706034e-08,1.0,9.468089090256588e-08,7.222726283613629e-09,6.622748371281258e-12
3.34,2.3669203607981193e-05,3.0612316892037943e-07,0.0,1.2336611549211989e-08,1.0,9.467681443192478e-08,7.243100925871546e-09,6.6617702365744745e-12
3.35,2.366818432738043e-05,3.069975174589152e-07,0.0,1.2409077580325273e-08,1.0,9.467273730952172e-08,7.263467924973927e-09,6.700901893375647e-12
3.36,2.36671648839221e-05,3.078716223748191e-07,0.0,1.2481746851538966e-08,1.0,9.46686595356884e-08,7.283827282986621e-09,6.740143299831042e-12
3.37,2.3666145277689096e-05,3.0874548374016707e-07,0.0,1.2554619285367488e-08,1.0,9.466458111075638e-08,7.304179001975262e-09,6.779494414098443e-12
3.38,2.366512550876429e-05,3.096191016270165e-07,0.0,1.2627694804346579e-08,1.0,9.466050203505715e-08,7.324523084005279e-09,6.818955194347153e-12
3.39,2.3664105577230524e-05,3.1049247610740664e-07,0.0,1.2700973331033326e-08,1.0,9.46564223089221e-08,7.344859531141879e-09,6.858525598757996e-12
3.4,2.3663085483170625e-05,3.1136560725335816e-07,0.0,1.2774454788006136e-08,1.0,9.46523419326825e-08,7.365188345450065e-09,6.898205585523313e-12
3.41,2.366206522666739e-05,3.1223849513687374e-07,0.0,1.2848139097864764e-08,1.0,9.464826090666956e-08,7.385509528994624e-09,6.937995112846973e-12
3.42,2.36610448078036e-05,3.1311113982993747e-07,0.0,1.2922026183230284e-08,1.0,9.46441792312144e-08,7.405823083840129e-09,6.977894138944354e-12
3.43,2.366002422666199e-05,3.1398354140451524e-07,0.0,1.2996115966745114e-08,1.0,9.464009690664797e-08,7.4261290120509424e-09,7.017902622042362e-12
3.44,2.3659003483325297e-05,3.1485569993255455e-07,0.0,1.3070408371072996e-08,1.0,9.46360139333012e-08,7.4464273156912075e-09,7.058020520379418e-12
3.45,2.3657982577876214e-05,3.1572761548598474e-07,0.0,1.3144903318899016e-08,1.0,9.463193031150486e-08,7.46671799682486e-09,7.098247792205469e-12
3.46,2.3656961510397423e-05,3.1659928813671654e-07,0.0,1.3219600732929579e-08,1.0,9.462784604158969e-08,7.487001057515611e-09,7.138584395781973e-12
