Time,N,S,a,d,u1,r1,e1,Q1,tme,nutrient_supply,nutrient_decay,nutrient_consumption_N,normal_cell_growth,normal_cell_death
8.0,0.19027484337343908,0.1904180977577825,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.0038083619551556504,0.007246354745266057,0.005797083796212845,0.0057082453012031725
8.8,0.19043178326381593,0.19740869627004068,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.003948173925400813,0.007518578012497771,0.006014862409998218,0.005712953497914478
9.6,0.1907554915468565,0.2040743694122841,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.004081487388245682,0.007785661329871007,0.006228529063896806,0.005722664746405695
10.4,0.19123895490748985,0.2104241116140359,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.0042084822322807185,0.008048257438481046,0.006438605950784836,0.005737168647224696
11.2,0.1918757448525836,0.216466252496444,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.00432932504992888,0.008306924686640526,0.006645539749312421,0.005756272345577508
12.0,0.19265988486665173,0.2222086110802302,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.004444172221604604,0.00856213708541915,0.00684970966833532,0.005779796545999551
12.8,0.19358583321347558,0.22765851615514932,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.004553170323102987,0.008814292707607616,0.007051434166086093,0.0058075749964042675
13.6,0.19464839833949962,0.23282290445997186,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.004656458089199437,0.009063721089976775,0.00725097687198142,0.005839451950184989
14.4,0.1958427051755249,0.23770836047917765,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.004754167209583553,0.009310689671816197,0.007448551737452958,0.005875281155265747
15.2,0.19716414480923725,0.24232117517518087,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.004846423503503617,0.009555409454516783,0.007644327563613426,0.0059149243442771175
16.0,0.19860833116177198,0.24666739680185545,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.004933347936037109,0.009798040006167024,0.00783843200493362,0.005958249934853159
16.8,0.20017107407272927,0.25075286288047194,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.005015057257609439,0.010038693977919176,0.00803095518233534,0.006005132222181878
17.6,0.20184833767087892,0.25458324906685886,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.005091664981337177,0.01027744112459936,0.00822195289967949,0.0060554501301263676
18.4,0.2036362242643936,0.25816408880145214,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.005163281776029043,0.010514312056837068,0.008411449645469655,0.006109086727931807
19.2,0.20553090400598412,0.26150085497340614,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.005230017099468123,0.010749301424204383,0.008599441139363508,0.006165927120179523
20.0,0.20752863662428925,0.2645989364153953,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.0052919787283079054,0.010982371305304797,0.008785897044243839,0.006225859098728677
20.8,0.20962576716923217,0.26746364408114937,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.005349272881622988,0.01121345431607788,0.008970763452862306,0.006288773015076965
21.6,0.21181863900812378,0.27010031166542403,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.005402006233308481,0.011442456082528037,0.009153964866022431,0.006354559170243713
22.4,0.214103626992286,0.2725142585950422,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.005450285171900844,0.011669258234462456,0.009335406587569968,0.00642310880976858
23.2,0.21647712733152066,0.27471080268708925,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.005494216053741785,0.011893721082527453,0.009514976866021964,0.00649431381994562
24.0,0.21893549919205926,0.27669532849364686,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.005533906569872938,0.01211568597357348,0.009692548778858785,0.006568064975761778
24.8,0.22147509553478653,0.27847325223239194,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.005569465044647839,0.012334978028410343,0.009867982422728277,0.006644252866043596
25.6,0.22409225230717092,0.2800500351053545,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.0056010007021070896,0.012551408625092233,0.010041126900073789,0.0067227675692151274
26.4,0.22678324605637204,0.2814312334516729,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.0056286246690334584,0.012764777732763804,0.010211822186211045,0.006803497381691161
27.2,0.22954432559675678,0.2826224618164902,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.005652449236329804,0.012974876479232277,0.010379901183385824,0.006886329767902703
28.0,0.23237170165634602,0.28362940566429756,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.005672588113285951,0.013181489526798179,0.010545191621438545,0.00697115104969038
28.8,0.23526151856720776,0.28445785536450635,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.0056891571072901275,0.013384397404284981,0.010707517923427988,0.007057845557016233
29.6,0.23820988197441498,0.2851136729276916,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.005702273458553832,0.013583378875479474,0.01086670310038358,0.007146296459232449
30.4,0.2412128604536887,0.28560279021009427,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.005712055804201885,0.01377821319602632,0.011022570556821057,0.00723638581361066
31.2,0.24426645618963197,0.285931244742782,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.0057186248948556395,0.013968682373441938,0.011174945898753553,0.007327993685688958
32.0,0.2473666493055665,0.2861051248853315,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.005722102497706631,0.014154573218407024,0.01132365857472562,0.007420999479166995
32.8,0.2505093817173171,0.28613059002553404,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.005722611800510681,0.014335679439541536,0.011468543551633232,0.007515281451519513
33.6,0.25369054756617854,0.2860138826230219,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.005720277652460438,0.014511803698832629,0.011609442959066105,0.007610716426985356
34.4,0.25690600757968257,0.28576131045219233,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.005715226209043847,0.01468275947780219,0.011746207582241753,0.007707180227390477
35.2,0.2601516137862699,0.2853792145316631,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.005707584290633262,0.014848372640294056,0.011878698112235247,0.007804548413588097
36.0,0.2634232244271185,0.28487395037640845,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.005697479007528169,0.015008482912688895,0.012006786330151117,0.007902696732813555
36.8,0.2667167019910514,0.2842518920065988,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.005685037840131976,0.015162945434143309,0.012130356347314648,0.008001501059731542
37.6,0.270027939843568,0.28351939807274174,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.005670387961454835,0.015311631793454182,0.012249305434763347,0.008100838195307039
38.4,0.27335284535435844,0.28268283062946287,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.005653656612589257,0.015454431217077574,0.012363544973662061,0.008200585360630753
39.2,0.27668730373948075,0.28174859664026675,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.005634971932805335,0.015591251907355587,0.012473001525884472,0.008300619112184422
40.0,0.2800272841556743,0.2807230205991019,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.005614460411982039,0.015722021011668787,0.01257761680933503,0.008400818524670228
40.8,0.28336882253634105,0.27961236321465954,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.005592247264293191,0.01584668522614836,0.01267734818091869,0.008501064676090232
41.6,0.28670802516884,0.27842281572286126,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.005568456314457225,0.01596521113156988,0.012772168905255907,0.0086012407550652
42.4,0.2900410385354658,0.277160535176862,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.00554321070353724,0.016077585892748512,0.012862068714198812,0.008701231156063974
43.2,0.2933641176581677,0.275831559782769,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.005516631195655381,0.016183816431589636,0.012947053145271711,0.008800923529745031
44.0,0.296673625400618,0.27444180813333374,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.005488836162666675,0.016283929236083385,0.013027143388866711,0.008900208762018538
44.8,0.29996603969899144,0.27299706884026687,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.005459941376805337,0.01637796991788956,0.013102375934311648,0.008998981190969743
45.6,0.3032379332192558,0.27150302485304983,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.005430060497060997,0.016466003223843017,0.013172802579074414,0.009097137996577673
46.4,0.3064860145235768,0.2699652003816891,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.005399304007633782,0.01654811166500854,0.013238489332006834,0.009194580435707304
47.2,0.30970713645901465,0.2683889489316394,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.005367778978632788,0.01662439456617255,0.013299515652938044,0.00929121409377044
48.0,0.3128983014064507,0.26677944519035524,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.005335588903807105,0.016694967050043495,0.013355973640034798,0.00938694904219352
48.8,0.31605664283916385,0.26514170636764145,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.005302834127352829,0.016759959518240823,0.01340796761459266,0.009481699285174915
49.6,0.3191794488026285,0.26348056111728263,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.005269611222345653,0.01681951605352431,0.013455612842819448,0.009575383464078855
50.4,0.3222641752806761,0.26180063099868917,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.005236012619973783,0.016873792887350636,0.013499034309880508,0.009667925258420283
51.2,0.3253084454687501,0.26010632945258766,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.005202126589051753,0.016922957138160773,0.01353836571052862,0.009759253364062503
52.0,0.32831004097678973,0.25840187294397277,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.005168037458879456,0.016967185898942982,0.013573748719154389,0.009849301229303692
52.8,0.33126690545380233,0.256691274466504,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.005133825489330081,0.017006664829902284,0.013605331863921828,0.009938007163614069
53.6,0.334177157341749,0.25497832403967885,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.0050995664807935775,0.017041586302268645,0.01363326904181492,0.010025314720252471
54.4,0.3370390850208059,0.25326659381059746,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.0050653318762119495,0.017072148208851973,0.01365771856708158,0.010111172550624176
55.2,0.33985114284739176,0.25155944241395956,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.0050311888482791915,0.01709855279968736,0.01367884223974989,0.010195534285421753
56.0,0.3426119464833302,0.2498600201502321,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.004997200403004642,0.017121005570407025,0.013696804456325623,0.010278358394499906
56.8,0.3453202783391485,0.24817125784398236,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.004963425156879648,0.017139713566892117,0.013711770853513697,0.010359608350174455
57.6,0.3479750810577436,0.2464958743357428,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.004929917486714856,0.0171548843704759,0.013723907496380718,0.010439252431732307
58.4,0.3505754533058678,0.24483638007078032,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.004896727601415607,0.017166724985816312,0.01373337998865305,0.010517263599176034
59.2,0.353120647344764,0.24319508198980974,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.004863901639796195,0.017175440956660914,0.013740352765328733,0.01059361942034292
60.0,0.35561006225364805,0.241574089043775,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.0048314817808755,0.01718123536874503,0.013744988294996026,0.01066830186760944
60.8,0.35804323605003957,0.23997531874280337,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.0047995063748560675,0.01718430793896261,0.013747446351170088,0.010741297081501186
61.6,0.36041983926726473,0.23840050506300997,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.0047680101012601995,0.017184854343208957,0.013747883474567167,0.010812595178017942
62.4,0.36273966899314,0.2368512048859641,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.004737024097719282,0.0171830655321922,0.013746452425753761,0.010882190069794198
63.2,0.3650026632572169,0.23532878186571132,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.004706575637314227,0.017179126424412258,0.013743301139529809,0.010950079897716507
64.0,0.3672088714713304,0.23383443948114024,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.004676688789622805,0.017173216126600124,0.0137385729012801,0.011016266144139912
64.8,0.3693584470579363,0.23236922946320465,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.004647384589264093,0.017165507547715706,0.013732406038172568,0.011080753411738089
65.6,0.3714516420602791,0.23093405814819673,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.004618681162963934,0.01715616702135833,0.013724933617086666,0.011143549261808373
66.4,0.3734888053907829,0.2295296883428308,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.004590593766856616,0.017145353820176516,0.013716283056141216,0.011204664161723487
67.2,0.37547039675198246,0.22815672263668993,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.004563134452733798,0.017133219034005998,0.013706575227204799,0.011264111902559474
68.0,0.3773969462595378,0.22681565140860901,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.00453631302817218,0.017119906841095375,0.013695925472876302,0.011321908387786133
68.8,0.3792690557701176,0.22550685130874681,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.004510137026174936,0.017105554113112143,0.013684443290489717,0.011378071673103528
69.6,0.3810873916722535,0.224230593991086,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.00448461187982172,0.01709029043943661,0.013672232351549289,0.011432621750167604
70.4,0.3828526907392575,0.22298703861370137,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.004459740772274027,0.017074237546646855,0.013659390037317486,0.011485580722177724
71.2,0.3845657594416063,0.22177623254507037,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.004435524650901407,0.017057509058958656,0.013646007247166926,0.01153697278324819
72.0,0.38622744325291575,0.22059814944347456,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.004411962988869491,0.017040211849175563,0.013632169479340449,0.011586823297587472
72.8,0.38783862987501433,0.21945268525290634,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.004389053705058127,0.017022445754175993,0.013617956603340796,0.01163515889625043
73.6,0.38940024257367023,0.21833966655253284,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.004366793331050657,0.01700430382380211,0.013603443059041691,0.011682007277210107
74.4,0.3909132507804424,0.21725883690784073,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.004345176738156814,0.016985871639284396,0.01358869731142752,0.011727397523413272
75.2,0.39237865431681285,0.21620987701357153,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.004324197540271431,0.016967228118517762,0.01357378249481421,0.011771359629504385
76.0,0.3937974714887693,0.21519241996333746,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.00430384839926675,0.01694844617302233,0.013558756938417866,0.011813924144663078
76.8,0.39517073881198916,0.2142060517264108,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.004284121034528216,0.016929592743744986,0.013543674194995992,0.011855122164359674
77.6,0.39649950524513927,0.2132503180471121,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.004265006360942242,0.016910729119809707,0.013528583295847767,0.011894985157354179
78.4,0.3977848466853967,0.21232470752209304,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.004246494150441861,0.016891910245839498,0.013513528196671598,0.011933545400561902
79.2,0.3990278341916429,0.211428688943736,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.00422857377887472,0.016873186367039508,0.013498549093631608,0.011970835025749287
80.0,0.4002295473436276,0.21056169862028964,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.004211233972405793,0.016854602665340772,0.01348368213227262,0.012006886420308827
80.8,0.4013910658345176,0.209723149659189,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.00419446299318378,0.016836199714374788,0.013468959771499832,0.012041731975035528
81.6,0.4025134680564559,0.20891243376797053,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.004178248675359411,0.016818013647212093,0.013454410917769676,0.012075404041693676
82.4,0.4035978312347387,0.2081289204555759,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.004162578409111518,0.016800076182619576,0.013440060946095664,0.01210793493704216
83.2,0.4046452239680208,0.20737196898139285,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.004147439379627857,0.01678241536663303,0.01342593229330643,0.012139356719040623
84.0,0.40565670528376996,0.20664092936737316,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.004132818587347463,0.016765055716788966,0.013412044573431174,0.012169701158513098
84.8,0.4066333223113591,0.20593514575116634,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.004118702915023327,0.016748018499494147,0.01339841479959532,0.012198999669340774
85.6,0.40757611395293963,0.20525395071902713,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.004105079014380543,0.016731321521509853,0.013385057217207886,0.012227283418588189
86.4,0.4084861048487235,0.20459667427419628,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.0040919334854839255,0.016714979707853895,0.013371983766283117,0.012254583145461705
87.2,0.40936430036821836,0.20396265125820284,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.004079253025164057,0.016699005606712225,0.013359204485369782,0.01228092901104655
88.0,0.41021168630999466,0.20335122167197156,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.004067024433439431,0.0166834095110514,0.013346727608841119,0.012306350589299839
88.8,0.4110292305618873,0.20276172908831652,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.004055234581766331,0.016668199498913717,0.013334559599130973,0.012330876916856618
89.6,0.4118178952700769,0.20219350601367359,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.0040438701202734715,0.016653380816765737,0.013322704653412593,0.012354536858102306
90.4,0.4125786150222056,0.20164590145630434,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.004032918029126087,0.01663895734954924,0.013311165879639394,0.012377358450666167
91.2,0.4133123007977139,0.20111827649471745,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.004022365529894349,0.016624931518100492,0.013299945214480396,0.012399369023931416
92.0,0.41401983957084215,0.20061000524549608,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.0040122001049099215,0.016611304437609217,0.013289043550087377,0.012420595187125264
92.8,0.414702105271935,0.2001204618904622,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.004002409237809244,0.016598075370793344,0.013278460296634678,0.01244106315815805
93.6,0.41535995437544443,0.19964902659218506,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.003992980531843701,0.016585242115286374,0.013268193692229103,0.012460798631263332
94.4,0.4159942146794104,0.19919509977474892,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.003983901995494979,0.016572801819756698,0.013258241455805357,0.012479826440382312
95.2,0.4166056901305298,0.1987580966901788,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.003975161933803576,0.0165607508081285,0.013248600646502804,0.012498170703915894
96.0,0.4171951618653113,0.19833744654977178,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.003966748930995436,0.016549084623456917,0.013239267698765532,0.012515854855959338
96.8,0.41776339875320456,0.19793257955323212,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.003958651591064642,0.01653779743162946,0.013230237945303569,0.012532901962596136
97.6,0.41831114337329645,0.19754294520686175,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.003950858904137235,0.01652688305496216,0.013221506443969728,0.012549334301198893
98.4,0.41883911422504694,0.19716800996525413,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.003943360199305083,0.016516334929472454,0.013213067943577966,0.012565173426751407
99.2,0.41934800669341615,0.19680725645945857,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.003936145129189172,0.01650614613981478,0.013204916911851826,0.012580440200802484
100.0,0.4198384978551138,0.19646017759890894,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.0039292035519781785,0.016496309170294963,0.013197047336235971,0.012595154935653413
100.8,0.42031124761683275,0.19612627551298098,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.00392252551025962,0.016486815910260744,0.013189452728208597,0.012609337428504981
101.6,0.42076689124454447,0.19580507185129978,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.003916101437025995,0.016477658274557213,0.013182126619645773,0.012623006737336333
102.4,0.4212060428773193,0.19549610359091604,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.003909922071818321,0.01646882803829285,0.013175062430634281,0.012636181286319577
103.2,0.421629296201293,0.19519892251916976,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.0039039784503833953,0.016460316864201657,0.013168253491361328,0.01264887888603879
104.0,0.42203723037492075,0.1949130871714723,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.003898261743429446,0.016452115894734734,0.013161692715787788,0.012661116911247623
104.8,0.4224304031578117,0.19463817315317017,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.0038927634630634036,0.016444216390998728,0.013155373112798985,0.01267291209473435
105.6,0.42280935185464674,0.19437377223380617,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.0038874754446761237,0.016436609731143664,0.013149287784914932,0.012684280555639402
106.4,0.4231745945639256,0.194119491003443,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.00388238982006886,0.01642928738046752,0.013143429904374018,0.012695237836917768
107.2,0.423526630385748,0.1938749510245005,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.0038774990204900103,0.016422240944721726,0.013137792755777382,0.01270579891157244
108.0,0.42386594250631543,0.19363978459927803,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.0038727956919855605,0.016415461961178577,0.013132369568942865,0.012715978275189463
108.8,0.42419300341164423,0.19341362729241607,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.0038682725458483213,0.01640894149238207,0.013127153193905656,0.012725790102349326
109.6,0.4245082648187449,0.19319613374496153,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.003863922674899231,0.01640267110115276,0.013122136880922208,0.012735247944562345
110.4,0.42481216201436556,0.19298697153034183,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.0038597394306068367,0.01639664252328187,0.013117314018625495,0.012744364860430965
111.2,0.42510511454750616,0.19278582056743623,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.003855716411348725,0.016390847667090994,0.013112678133672794,0.012753153436425184
112.0,0.4253875266397825,0.1925923729581682,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.003851847459163364,0.016385278636472343,0.013108222909177875,0.012761625799193476
112.8,0.42565978885944783,0.19240632948767775,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.003848126589753555,0.016379927516989252,0.013103942013591404,0.012769793665783435
113.6,0.4259222779676415,0.19222740095178703,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.0038445480190357406,0.01637478650023686,0.013099829200189492,0.012777668339029245
114.4,0.4261753563605725,0.1920553105516364,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.003841106211032728,0.016369848083056814,0.013095878466445453,0.012785260690817176
115.2,0.4264193731413294,0.19188979198434583,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.0038377958396869165,0.01636510496203697,0.013092083969629577,0.01279258119423988
116.0,0.42665466456480183,0.19173058918933733,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.003834611783786747,0.01636055004347771,0.013088440034782168,0.012799639936944055
116.8,0.42688155443794706,0.19157745593666747,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.0038315491187333496,0.016356176437102386,0.013084941149681908,0.01280644663313841
