Time,lck_inactive,lck_active,phosphatase_inactive,phosphatase_active,lck_total,n1,k1,m1,d0,d1,k2,m2,n2,d2,n,r_l,compartment,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10
2.5300000000000002,0.0,0.0,0.6146195006155629,0.585380499384437,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006146195006155629,0.0,0.01170760998768874,0.0
2.54,0.0,0.0,0.6146751144876687,0.5853248855123313,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006146751144876687,0.0,0.011706497710246627,0.0
2.5500000000000003,0.0,0.0,0.614730711463029,0.5852692885369709,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006147307114630291,0.0,0.011705385770739419,0.0
2.56,0.0,0.0,0.6147862915416441,0.5852137084583559,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006147862915416441,0.0,0.011704274169167117,0.0
2.57,0.0,0.0,0.6148418547235139,0.585158145276486,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006148418547235139,0.0,0.01170316290552972,0.0
2.58,0.0,0.0,0.6148974010086383,0.5851025989913616,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006148974010086384,0.0,0.011702051979827233,0.0
2.59,0.0,0.0,0.6149529303970175,0.5850470696029825,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006149529303970175,0.0,0.01170094139205965,0.0
2.6,0.0,0.0,0.6150084428886512,0.5849915571113488,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006150084428886512,0.0,0.011699831142226976,0.0
2.61,0.0,0.0,0.6150639384835397,0.5849360615164603,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006150639384835397,0.0,0.011698721230329206,0.0
2.62,0.0,0.0,0.6151194171816828,0.5848805828183171,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006151194171816829,0.0,0.011697611656366343,0.0
2.63,0.0,0.0,0.6151748789830807,0.5848251210169193,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006151748789830807,0.0,0.011696502420338387,0.0
2.64,0.0,0.0,0.6152303238877331,0.5847696761122668,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006152303238877332,0.0,0.011695393522245337,0.0
2.65,0.0,0.0,0.6152857518956403,0.5847142481043597,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006152857518956403,0.0,0.011694284962087194,0.0
2.66,0.0,0.0,0.6153411630068021,0.5846588369931979,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006153411630068021,0.0,0.011693176739863958,0.0
2.67,0.0,0.0,0.6153965572212187,0.5846034427787813,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061539655722121864,0.0,0.011692068855575626,0.0
2.68,0.0,0.0,0.6154519345388898,0.5845480654611102,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006154519345388898,0.0,0.011690961309222203,0.0
2.69,0.0,0.0,0.6155072949598157,0.5844927050401842,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006155072949598157,0.0,0.011689854100803684,0.0
2.7,0.0,0.0,0.6155626384839963,0.5844373615160037,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006155626384839963,0.0,0.011688747230320073,0.0
2.71,0.0,0.0,0.6156179651114315,0.5843820348885684,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006156179651114316,0.0,0.01168764069777137,0.0
2.72,0.0,0.0,0.6156732748421214,0.5843267251578785,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006156732748421215,0.0,0.011686534503157571,0.0
2.73,0.0,0.0,0.615728567676066,0.584271432323934,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00615728567676066,0.0,0.011685428646478679,0.0
2.74,0.0,0.0,0.6157838436132652,0.5842161563867347,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006157838436132652,0.0,0.011684323127734694,0.0
2.75,0.0,0.0,0.6158391026537192,0.5841608973462807,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006158391026537193,0.0,0.011683217946925615,0.0
2.7600000000000002,0.0,0.0,0.6158943447974278,0.5841056552025722,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061589434479742775,0.0,0.011682113104051444,0.0
2.77,0.0,0.0,0.6159495700443911,0.5840504299556089,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006159495700443911,0.0,0.011681008599112178,0.0
2.7800000000000002,0.0,0.0,0.6160047783946091,0.5839952216053909,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006160047783946091,0.0,0.011679904432107818,0.0
2.79,0.0,0.0,0.6160599698480818,0.5839400301519182,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061605996984808176,0.0,0.011678800603038364,0.0
2.8000000000000003,0.0,0.0,0.6161151444048091,0.5838848555951909,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006161151444048091,0.0,0.011677697111903819,0.0
2.81,0.0,0.0,0.6161703020647911,0.5838296979352089,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006161703020647911,0.0,0.011676593958704178,0.0
2.82,0.0,0.0,0.6162254447132212,0.5837745552867788,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006162254447132212,0.0,0.011675491105735576,0.0
2.83,0.0,0.0,0.6162805816428846,0.5837194183571154,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006162805816428846,0.0,0.011674388367142309,0.0
2.84,0.0,0.0,0.6163357020304858,0.5836642979695141,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006163357020304858,0.0,0.011673285959390283,0.0
2.85,0.0,0.0,0.6163908058760249,0.583609194123975,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006163908058760249,0.0,0.011672183882479502,0.0
2.86,0.0,0.0,0.6164458931795018,0.5835541068204981,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006164458931795018,0.0,0.011671082136409962,0.0
2.87,0.0,0.0,0.6165009639409166,0.5834990360590834,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006165009639409166,0.0,0.011669980721181668,0.0
2.88,0.0,0.0,0.6165560181602692,0.5834439818397308,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006165560181602692,0.0,0.011668879636794615,0.0
2.89,0.0,0.0,0.6166110558375596,0.5833889441624404,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061661105583755964,0.0,0.011667778883248808,0.0
2.9,0.0,0.0,0.6166660769727879,0.5833339230272121,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006166660769727879,0.0,0.011666678460544241,0.0
2.91,0.0,0.0,0.616721081565954,0.583278918434046,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006167210815659539,0.0,0.01166557836868092,0.0
2.92,0.0,0.0,0.6167760696170579,0.5832239303829421,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006167760696170579,0.0,0.011664478607658842,0.0
2.93,0.0,0.0,0.6168310411260995,0.5831689588739004,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061683104112609955,0.0,0.011663379177478008,0.0
2.94,0.0,0.0,0.6168859960930791,0.5831140039069208,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006168859960930792,0.0,0.011662280078138416,0.0
2.95,0.0,0.0,0.6169409345179966,0.5830590654820034,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006169409345179966,0.0,0.011661181309640068,0.0
2.96,0.0,0.0,0.6169958564008519,0.5830041435991481,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006169958564008518,0.0,0.011660082871982962,0.0
2.97,0.0,0.0,0.617050761741645,0.582949238258355,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00617050761741645,0.0,0.0116589847651671,0.0
2.98,0.0,0.0,0.6171056505403758,0.5828943494596242,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006171056505403758,0.0,0.011657886989192482,0.0
2.99,0.0,0.0,0.6171605227970446,0.5828394772029554,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006171605227970446,0.0,0.011656789544059108,0.0
3.0,0.0,0.0,0.6172153785116512,0.5827846214883488,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006172153785116512,0.0,0.011655692429766976,0.0
3.0100000000000002,0.0,0.0,0.6172702176841955,0.5827297823158044,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061727021768419555,0.0,0.011654595646316088,0.0
3.02,0.0,0.0,0.6173250403146778,0.5826749596853221,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006173250403146778,0.0,0.011653499193706443,0.0
3.0300000000000002,0.0,0.0,0.617379846403098,0.582620153596902,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00617379846403098,0.0,0.011652403071938041,0.0
3.04,0.0,0.0,0.6174346359494558,0.5825653640505442,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006174346359494558,0.0,0.011651307281010883,0.0
3.0500000000000003,0.0,0.0,0.6174894089537516,0.5825105910462484,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061748940895375165,0.0,0.011650211820924967,0.0
3.06,0.0,0.0,0.6175441654159851,0.5824558345840148,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061754416541598516,0.0,0.011649116691680297,0.0
3.0700000000000003,0.0,0.0,0.6175989053361566,0.5824010946638434,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006175989053361566,0.0,0.011648021893276867,0.0
3.08,0.0,0.0,0.6176536287142658,0.5823463712857342,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006176536287142658,0.0,0.011646927425714684,0.0
3.09,0.0,0.0,0.6177083355503129,0.582291664449687,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006177083355503129,0.0,0.011645833288993742,0.0
3.1,0.0,0.0,0.6177630258442978,0.5822369741557022,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006177630258442978,0.0,0.011644739483114045,0.0
3.11,0.0,0.0,0.6178176995962206,0.5821823004037794,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006178176995962206,0.0,0.011643646008075588,0.0
3.12,0.0,0.0,0.6178723568060811,0.5821276431939189,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006178723568060811,0.0,0.011642552863878377,0.0
3.13,0.0,0.0,0.6179269974738795,0.5820730025261205,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006179269974738795,0.0,0.01164146005052241,0.0
3.14,0.0,0.0,0.6179816215996158,0.5820183784003842,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006179816215996158,0.0,0.011640367568007683,0.0
3.15,0.0,0.0,0.6180362291832898,0.5819637708167101,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006180362291832898,0.0,0.011639275416334202,0.0
3.16,0.0,0.0,0.6180908202249017,0.5819091797750983,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006180908202249017,0.0,0.011638183595501965,0.0
3.17,0.0,0.0,0.6181453947244515,0.5818546052755484,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006181453947244515,0.0,0.01163709210551097,0.0
3.18,0.0,0.0,0.6181999526819391,0.5818000473180609,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006181999526819391,0.0,0.011636000946361217,0.0
3.19,0.0,0.0,0.6182544940973644,0.5817455059026355,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006182544940973644,0.0,0.01163491011805271,0.0
3.2,0.0,0.0,0.6183090189707277,0.5816909810292723,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006183090189707276,0.0,0.011633819620585446,0.0
3.21,0.0,0.0,0.6183635273020287,0.5816364726979713,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006183635273020287,0.0,0.011632729453959425,0.0
3.22,0.0,0.0,0.6184180190912677,0.5815819809087323,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006184180190912677,0.0,0.011631639618174646,0.0
3.23,0.0,0.0,0.6184724943384444,0.5815275056615555,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006184724943384444,0.0,0.01163055011323111,0.0
3.24,0.0,0.0,0.618526953043559,0.581473046956441,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00618526953043559,0.0,0.01162946093912882,0.0
3.25,0.0,0.0,0.6185813952066114,0.5814186047933886,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061858139520661135,0.0,0.011628372095867772,0.0
3.2600000000000002,0.0,0.0,0.6186358208276016,0.5813641791723984,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061863582082760165,0.0,0.011627283583447967,0.0
3.27,0.0,0.0,0.6186902299065297,0.5813097700934703,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006186902299065297,0.0,0.011626195401869406,0.0
3.2800000000000002,0.0,0.0,0.6187446224433956,0.5812553775566044,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006187446224433956,0.0,0.011625107551132089,0.0
3.29,0.0,0.0,0.6187989984381993,0.5812010015618007,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006187989984381993,0.0,0.011624020031236013,0.0
3.3000000000000003,0.0,0.0,0.6188533578909409,0.5811466421090591,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006188533578909409,0.0,0.011622932842181181,0.0
3.31,0.0,0.0,0.6189077008016203,0.5810922991983797,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006189077008016203,0.0,0.011621845983967594,0.0
3.3200000000000003,0.0,0.0,0.6189620271702375,0.5810379728297624,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006189620271702376,0.0,0.011620759456595249,0.0
3.33,0.0,0.0,0.6190163369967926,0.5809836630032074,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006190163369967926,0.0,0.011619673260064148,0.0
3.34,0.0,0.0,0.6190706302812855,0.5809293697187145,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006190706302812855,0.0,0.01161858739437429,0.0
3.35,0.0,0.0,0.6191249070237161,0.5808750929762838,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006191249070237162,0.0,0.011617501859525677,0.0
3.36,0.0,0.0,0.6191791672240847,0.5808208327759152,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061917916722408475,0.0,0.011616416655518306,0.0
3.37,0.0,0.0,0.6192334108823911,0.5807665891176088,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061923341088239115,0.0,0.011615331782352176,0.0
3.38,0.0,0.0,0.6192876379986354,0.5807123620013646,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006192876379986354,0.0,0.01161424724002729,0.0
3.39,0.0,0.0,0.6193418485728175,0.5806581514271825,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006193418485728175,0.0,0.01161316302854365,0.0
3.4,0.0,0.0,0.6193960426049373,0.5806039573950627,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006193960426049373,0.0,0.011612079147901253,0.0
3.41,0.0,0.0,0.6194502200949951,0.5805497799050049,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00619450220094995,0.0,0.011610995598100098,0.0
3.42,0.0,0.0,0.6195043810429907,0.5804956189570093,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006195043810429907,0.0,0.011609912379140186,0.0
3.43,0.0,0.0,0.619558525448924,0.580441474551076,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061955852544892396,0.0,0.01160882949102152,0.0
3.44,0.0,0.0,0.6196126533127952,0.5803873466872047,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006196126533127953,0.0,0.011607746933744095,0.0
3.45,0.0,0.0,0.6196667646346044,0.5803332353653956,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006196667646346044,0.0,0.011606664707307913,0.0
3.46,0.0,0.0,0.6197208594143512,0.5802791405856488,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006197208594143512,0.0,0.011605582811712976,0.0
3.47,0.0,0.0,0.619774937652036,0.580225062347964,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00619774937652036,0.0,0.01160450124695928,0.0
3.48,0.0,0.0,0.6198289993476584,0.5801710006523415,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006198289993476585,0.0,0.01160342001304683,0.0
3.49,0.0,0.0,0.6198830445012189,0.5801169554987811,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006198830445012189,0.0,0.011602339109975622,0.0
3.5,0.0,0.0,0.6199370731127171,0.5800629268872829,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006199370731127171,0.0,0.011601258537745658,0.0
3.5100000000000002,0.0,0.0,0.6199910851821532,0.5800089148178468,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006199910851821532,0.0,0.011600178296356936,0.0
3.52,0.0,0.0,0.620045080709527,0.5799549192904729,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062004508070952705,0.0,0.01159909838580946,0.0
3.5300000000000002,0.0,0.0,0.6200990596948388,0.5799009403051611,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006200990596948388,0.0,0.011598018806103224,0.0
3.54,0.0,0.0,0.6201530221380883,0.5798469778619116,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062015302213808835,0.0,0.011596939557238234,0.0
3.5500000000000003,0.0,0.0,0.6202069746193779,0.579793025380622,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006202069746193779,0.0,0.011595860507612441,0.0
3.56,0.0,0.0,0.6202609127099629,0.5797390872900371,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006202609127099629,0.0,0.011594781745800743,0.0
