Time,x,y,z,I,r,k,b,tau,a,p,c,d,n,compartment,Uninfected_Cells_Proliferation,Uninfected_Cells_Infection,Length_of_Eclipse_Phase,Cytotoxicity,Immune_Kill,Stimulation,Clearance
19.5,1798.17185887598,1.1252925406502313e-16,0.0906057553314008,0.0,0.206,2139.0,0.000448,0.0,1.0,0.01,0.02,0.5,0.01,1.0,59.023244436156226,9.065142820609346e-17,9.065142820609348e-17,1.1252925406502313e-16,1.0195798061440525e-19,2.039159612288105e-19,0.0453028776657004
20.0,1826.6587534930081,-2.1120306751332117e-17,0.07056381959105833,0.0,0.206,2139.0,0.000448,0.0,1.0,0.01,0.02,0.5,0.01,1.0,54.94690024957286,-1.7283657755292674e-17,-1.7283657755292674e-17,-2.1120306751332117e-17,-1.4903295153088107e-20,-2.9806590306176215e-20,0.035281909795529164
20.5,1853.1431788577356,-4.498826972793363e-17,0.05495514562491095,0.0,0.206,2139.0,0.000448,0.0,1.0,0.01,0.02,0.5,0.01,1.0,51.01688889917112,-3.7349627918369606e-17,-3.7349627918369606e-17,-4.498826972793363e-17,-2.4723369143113655e-20,-4.944673828622731e-20,0.027477572812455477
21.0,1877.7031431998691,6.923773429573675e-17,0.04279909943060013,0.0,0.206,2139.0,0.000448,0.0,1.0,0.01,0.02,0.5,0.01,1.0,47.25171268831297,5.824354426918374e-17,5.824354426918374e-17,6.923773429573675e-17,2.96331267447271e-20,5.92662534894542e-20,0.021399549715300066
21.5,1900.4246473067456,-7.883367013229521e-17,0.03333196245722433,0.0,0.206,2139.0,0.000448,0.0,1.0,0.01,0.02,0.5,0.01,1.0,43.66491958046802,-6.711821749116443e-17,-6.711821749116442e-17,-7.883367013229521e-17,-2.6276809332148707e-20,-5.2553618664297415e-20,0.016665981228612164
22.0,1921.3993322255171,8.963736305124528e-17,0.025958950577673143,0.0,0.206,2139.0,0.000448,0.0,1.0,0.01,0.02,0.5,0.01,1.0,40.265611134766665,7.715866794008527e-17,7.715866794008528e-17,8.963736305124528e-17,2.326891877360221e-20,4.653783754720442e-20,0.012979475288836572
22.5,1940.7223909724837,-6.992667017239163e-17,0.020216845494528197,0.0,0.206,2139.0,0.000448,0.0,1.0,0.01,0.02,0.5,0.01,1.0,37.05898544480919,-6.079729802930925e-17,-6.079729802930924e-17,-6.992667017239163e-17,-1.413696686822075e-20,-2.82739337364415e-20,0.010108422747264098
23.0,1958.490754525389,1.0741708471705297e-17,0.015744891951093527,0.0,0.206,2139.0,0.000448,0.0,1.0,0.01,0.02,0.5,0.01,1.0,34.04688723884345,9.424816454879558e-18,9.424816454879558e-18,1.0741708471705297e-17,1.691270392571459e-21,3.382540785142918e-21,0.007872445975546764
23.5,1974.8015499952269,3.528551708164124e-17,0.01226213155105893,0.0,0.206,2139.0,0.000448,0.0,1.0,0.01,0.02,0.5,0.01,1.0,31.228343542171757,3.121748843369326e-17,3.1217488433693266e-17,3.528551708164124e-17,4.3267565230222195e-21,8.653513046044439e-21,0.006131065775529465
24.0,1989.7508196560798,-4.9894558531006815e-17,0.009549755267583327,0.0,0.206,2139.0,0.000448,0.0,1.0,0.01,0.02,0.5,0.01,1.0,28.60006912482307,-4.447642695258517e-17,-4.447642695258518e-17,-4.9894558531006815e-17,-4.764808231552269e-21,-9.529616463104538e-21,0.0047748776337916635
24.5,2003.4324828525564,5.2203000017956624e-17,0.007437354770657237,0.0,0.206,2139.0,0.000448,0.0,1.0,0.01,0.02,0.5,0.01,1.0,26.1569311357686,4.6854163300370443e-17,4.685416330037045e-17,5.2203000017956624e-17,3.882522312261696e-21,7.765044624523391e-21,0.0037186773853286185
25.0,2015.9375186250666,-5.5404917746132035e-17,0.005792215960340488,0.0,0.206,2139.0,0.000448,0.0,1.0,0.01,0.02,0.5,0.01,1.0,23.892366670312462,-5.0038397875541974e-17,-5.0038397875541974e-17,-5.5404917746132035e-17,-3.2091724885049796e-21,-6.418344977009959e-21,0.002896107980170244
25.5,2027.3533447125678,4.299261329107755e-17,0.004510981032161372,0.0,0.206,2139.0,0.000448,0.0,1.0,0.01,0.02,0.5,0.01,1.0,21.798750502443664,3.904822582241283e-17,3.904822582241283e-17,4.299261329107755e-17,1.9393886307909977e-21,3.878777261581995e-21,0.002255490516080686
26.0,2037.7633678945529,-4.8046463354513076e-18,0.0035131548141744146,0.0,0.206,2139.0,0.000448,0.0,1.0,0.01,0.02,0.5,0.01,1.0,19.867712894371458,-4.386248069536022e-18,-4.386248069536022e-18,-4.8046463354513076e-18,-1.687946640379622e-22,-3.375893280759244e-22,0.0017565774070872073
26.5,2047.246681078819,-2.6464222517007425e-17,0.002736047153011725,0.0,0.206,2139.0,0.000448,0.0,1.0,0.01,0.02,0.5,0.01,1.0,18.090409347221613,-2.427209868844311e-17,-2.427209868844311e-17,-2.6464222517007425e-17,-7.240736067432695e-22,-1.448147213486539e-21,0.0013680235765058625
27.0,2055.8778839712063,3.555762060418202e-17,0.0021308351517384154,0.0,0.206,2139.0,0.000448,0.0,1.0,0.01,0.02,0.5,0.01,1.0,16.45774545234783,3.274975236143596e-17,3.274975236143596e-17,3.555762060418202e-17,7.57674278955692e-22,1.515348557911384e-21,0.0010654175758692077
27.5,2063.727005726856,-3.4381007117631724e-17,0.0016594956260490646,0.0,0.206,2139.0,0.000448,0.0,1.0,0.01,0.02,0.5,0.01,1.0,14.96056086170287,-3.1786949766989244e-17,-3.1786949766989244e-17,-3.4381007117631724e-17,-5.7055130930871605e-22,-1.1411026186174321e-21,0.0008297478130245323
28.0,2070.8595102708446,3.393583708991059e-17,0.0012924161037983735,0.0,0.206,2139.0,0.000448,0.0,1.0,0.01,0.02,0.5,0.01,1.0,13.589776776609497,3.1483805237536244e-17,3.1483805237536244e-17,3.393583708991059e-17,4.385922235087858e-22,8.771844470175717e-22,0.0006462080518991868
28.5,2077.3363671916045,-2.5845850086080402e-17,0.0010065343760796552,0.0,0.206,2139.0,0.000448,0.0,1.0,0.01,0.02,0.5,0.01,1.0,12.336511470314187,-2.405335489750909e-17,-2.4053354897509093e-17,-2.5845850086080402e-17,-2.601473659064124e-22,-5.202947318128248e-22,0.0005032671880398276
29.0,2083.2141733279236,1.761545844844571e-18,0.0007838895793721547,0.0,0.206,2139.0,0.000448,0.0,1.0,0.01,0.02,0.5,0.01,1.0,11.19216825973884,1.6440154173843103e-18,1.6440154173843103e-18,1.761545844844571e-18,1.3808574313599776e-23,2.761714862719955e-23,0.00039194478968607735
29.5,2088.545312315083,1.9367475117946427e-17,0.0006104936959203559,0.0,0.206,2139.0,0.000448,0.0,1.0,0.01,0.02,0.5,0.01,1.0,10.148500092764383,1.8121532517296774e-17,1.8121532517296774e-17,1.9367475117946427e-17,1.1823721465400645e-22,2.364744293080129e-22,0.00030524684796017794
30.0,2093.3781414099644,-2.5029842203768784e-17,0.0004754528578710477,0.0,0.206,2139.0,0.000448,0.0,1.0,0.01,0.02,0.5,0.01,1.0,9.197654566541665,-2.347382219943496e-17,-2.3473822199434964e-17,-2.5029842203768784e-17,-1.190051000784323e-22,-2.380102001568646e-22,0.00023772642893552385
30.5,2097.757196651767,2.257987643434198e-17,0.00037028295864921843,0.0,0.206,2139.0,0.000448,0.0,1.0,0.01,0.02,0.5,0.01,1.0,8.332202819996699,2.122046003376254e-17,2.122046003376254e-17,2.257987643434198e-17,8.360943452041913e-23,1.6721886904083825e-22,0.00018514147932460921
31.0,2101.7234090633347,-2.0569817857988832e-17,0.00028837657245300423,0.0,0.206,2139.0,0.000448,0.0,1.0,0.01,0.02,0.5,0.01,1.0,7.545155333811871,-1.936796633511226e-17,-1.936796633511226e-17,-2.0569817857988832e-17,-5.931853569869417e-23,-1.1863707139738834e-22,0.00014418828622650212
31.5,2105.3143260421157,1.5171462824514198e-17,0.00022458783281370208,0.0,0.206,2139.0,0.000448,0.0,1.0,0.01,0.02,0.5,0.01,1.0,6.829967267404863,1.4309432718096374e-17,1.4309432718096374e-17,1.5171462824514198e-17,3.407325956371291e-23,6.814651912742582e-23,0.00011229391640685104
32.0,2108.564333281727,-2.5997803280284197e-19,0.00017490913583566927,0.0,0.206,2139.0,0.000448,0.0,1.0,0.01,0.02,0.5,0.01,1.0,6.18053559054265,-2.4558482251735913e-19,-2.4558482251735913e-19,-2.5997803280284197e-19,-4.547253305380236e-25,-9.094506610760473e-25,8.745456791783463e-05
32.5,2111.504873610417,-1.3903359841985766e-17,0.00013621934536428598,0.0,0.206,2139.0,0.000448,0.0,1.0,0.01,0.02,0.5,0.01,1.0,5.591189918027442,-1.3151941405528709e-17,-1.315194140552871e-17,-1.3903359841985766e-17,-1.8939065760394037e-23,-3.7878131520788073e-23,6.810967268214299e-05
33.0,2114.164660013909,1.7438477122749055e-17,0.0001060877090423303,0.0,0.206,2139.0,0.000448,0.0,1.0,0.01,0.02,0.5,0.01,1.0,5.05667864063252,1.6516779801704933e-17,1.6516779801704933e-17,1.7438477122749055e-17,1.850008087139535e-23,3.70001617427907e-23,5.304385452116515e-05
33.5,2116.5698808308102,-1.4787445205543434e-17,8.262116939498698e-05,0.0,0.206,2139.0,0.000448,0.0,1.0,0.01,0.02,0.5,0.01,1.0,4.572151668692062,-1.4021800189147164e-17,-1.4021800189147164e-17,-1.4787445205543434e-17,-1.2217560152462921e-23,-2.4435120304925842e-23,4.131058469749349e-05
34.0,2118.7443956943666,1.2331203625631635e-17,6.434541264827561e-05,0.0,0.206,2139.0,0.000448,0.0,1.0,0.01,0.02,0.5,0.01,1.0,4.133140864617337,1.170474752113994e-17,1.170474752113994e-17,1.2331203625631635e-17,7.934563857411799e-24,1.5869127714823597e-23,3.2172706324137805e-05
34.5,2120.7099212992835,-8.656672142042884e-18,5.011224253706488e-05,0.0,0.206,2139.0,0.000448,0.0,1.0,0.01,0.02,0.5,0.01,1.0,3.735539027846004,-8.224514142685328e-18,-8.224514142685328e-18,-8.656672142042884e-18,-4.338052539459059e-24,-8.676105078918119e-24,2.505612126853244e-05
35.0,2122.4862064460212,-4.91802724437316e-19,3.902744315482518e-05,0.0,0.206,2139.0,0.000448,0.0,1.0,0.01,0.02,0.5,0.01,1.0,3.3755781211266624,-4.676423355120279e-19,-4.67642335512028e-19,-4.91802724437316e-19,-1.9193802871365504e-25,-3.8387605742731008e-25,1.951372157741259e-05
35.5,2124.0911961237193,9.828410344973481e-18,3.0394597263146256e-05,0.0,0.206,2139.0,0.000448,0.0,1.0,0.01,0.02,0.5,0.01,1.0,3.04980727724106,9.352645068770957e-18,9.352645068770957e-18,9.828410344973481e-18,2.9873057417240932e-24,5.9746114834481865e-24,1.5197298631573128e-05
36.0,2125.541184630899,-1.2039981278903687e-17,2.36713310276832e-05,0.0,0.206,2139.0,0.000448,0.0,1.0,0.01,0.02,0.5,0.01,1.0,2.755071000866664,-1.1464981279581665e-17,-1.1464981279581665e-17,-1.2039981278903687e-17,-2.8500238242003773e-24,-5.7000476484007546e-24,1.18356655138416e-05
36.5,2126.850957912281,9.657369326228725e-18,1.843524650548049e-05,0.0,0.206,2139.0,0.000448,0.0,1.0,0.01,0.02,0.5,0.01,1.0,2.4884878780777084,9.201823770676206e-18,9.201823770676206e-18,9.657369326228725e-18,1.7803598412349257e-24,3.5607196824698515e-24,9.217623252740245e-06
37.0,2128.033925426068,-7.302812596453074e-18,1.435738031841266e-05,0.0,0.206,2139.0,0.000448,0.0,1.0,0.01,0.02,0.5,0.01,1.0,2.2474300218552354,-6.962203564413875e-18,-6.962203564413875e-18,-7.302812596453074e-18,-1.0484925784137143e-24,-2.0969851568274286e-24,7.17869015920633e-06
37.5,2129.102241952904,4.7644015792228554e-18,1.1181535637443473e-05,0.0,0.206,2139.0,0.000448,0.0,1.0,0.01,0.02,0.5,0.01,1.0,2.029503414102909,4.544466341581527e-18,4.544466341581527e-18,4.7644015792228554e-18,5.327332604917232e-25,1.0654665209834464e-24,5.590767818721736e-06
38.0,2130.06691982311,8.058079891695465e-19,8.708186232753862e-06,0.0,0.206,2139.0,0.000448,0.0,1.0,0.01,0.02,0.5,0.01,1.0,1.8325292505122694,7.689583737737349e-19,7.689583737737349e-19,8.058079891695465e-19,7.017126037529318e-26,1.4034252075058635e-25,4.354093116376931e-06
38.5,2130.937932081105,-6.8599880998416445e-18,6.781940838354387e-06,0.0,0.206,2139.0,0.000448,0.0,1.0,0.01,0.02,0.5,0.01,1.0,1.6545263515259028,-6.548957567298738e-18,-6.548957567298739e-18,-6.8599880998416445e-18,-4.652403344494116e-25,-9.304806688988232e-25,3.3909704191771935e-06
39.0,2131.72430712942,8.245828141942855e-18,5.281779732556336e-06,0.0,0.206,2139.0,0.000448,0.0,1.0,0.01,0.02,0.5,0.01,1.0,1.4936946688850874,7.87486886260095e-18,7.87486886260095e-18,8.245828141942855e-18,4.355264795825645e-25,8.71052959165129e-25,2.640889866278168e-06
39.5,2132.434215399322,-6.2895758343671214e-18,4.113453192876152e-06,0.0,0.206,2139.0,0.000448,0.0,1.0,0.01,0.02,0.5,0.01,1.0,1.3483998920458713,-6.008623805879828e-18,-6.008623805879828e-18,-6.2895758343671214e-18,-2.5871875797714128e-25,-5.1743751595428255e-25,2.056726596438076e-06
40.0,2133.0750485975286,4.265388317584523e-18,3.203559677177663e-06,0.0,0.206,2139.0,0.000448,0.0,1.0,0.01,0.02,0.5,0.01,1.0,1.217159137988552,4.0760802399828834e-18,4.076080239982884e-18,4.265388317584523e-18,1.3664426021718448e-25,2.7328852043436896e-25,1.6017798385888315e-06
40.5,2133.6534920627596,-2.4943393050337397e-18,2.494934032078389e-06,0.0,0.206,2139.0,0.000448,0.0,1.0,0.01,0.02,0.5,0.01,1.0,1.0986276943013649,-2.384280984321437e-18,-2.3842809843214366e-18,-2.4943393050337397e-18,-6.223212019679435e-26,-1.244642403935887e-25,1.2474670160391945e-06
41.0,2134.1755907487154,-8.711584211231172e-19,1.9430560064124038e-06,0.0,0.206,2139.0,0.000448,0.0,1.0,0.01,0.02,0.5,0.01,1.0,0.9915867749219435,-8.329238570401938e-19,-8.329238570401938e-19,-8.711584211231172e-19,-1.692709602700019e-26,-3.385419205400038e-26,9.715280032062019e-07
41.5,2134.646809328266,4.736802125606428e-18,1.5132531965629665e-06,0.0,0.206,2139.0,0.000448,0.0,1.0,0.01,0.02,0.5,0.01,1.0,0.8949322407806183,4.5299069956426094e-18,4.5299069956426094e-18,4.736802125606428e-18,7.167980958060183e-26,1.4335961916120366e-25,7.566265982814832e-07
42.0,2135.0720868889885,-5.606206571046025e-18,1.1785225366622506e-06,0.0,0.206,2139.0,0.000448,0.0,1.0,0.01,0.02,0.5,0.01,1.0,0.8076642330376488,-5.36240551310195e-18,-5.36240551310195e-18,-5.606206571046025e-18,-6.60704078916174e-26,-1.321408157832348e-25,5.892612683311253e-07
42.5,2135.4558866610487,4.084815568691066e-18,9.178340593615635e-07,0.0,0.206,2139.0,0.000448,0.0,1.0,0.01,0.02,0.5,0.01,1.0,0.7288776646505043,3.907878666534544e-18,3.907878666534544e-18,4.084815568691066e-18,3.749182855155034e-26,7.498365710310068e-26,4.5891702968078177e-07
43.0,2135.8022411940533,-2.4510432959689783e-18,7.148096911058189e-07,0.0,0.206,2139.0,0.000448,0.0,1.0,0.01,0.02,0.5,0.01,1.0,0.6577535144717138,-2.345254806627803e-18,-2.345254806627803e-18,-2.4510432959689783e-18,-1.7520295012785738e-26,-3.5040590025571476e-26,3.5740484555290945e-07
43.5,2136.114793370569,1.2082961261839503e-18,5.566941812057385e-07,0.0,0.206,2139.0,0.000448,0.0,1.0,0.01,0.02,0.5,0.01,1.0,0.5935508686256015,1.1563145350014217e-18,1.1563145350014217e-18,1.2082961261839503e-18,6.7265142262004e-27,1.34530284524008e-26,2.783470906028693e-07
