_1_task1,x_1_task1,y_2_task1,z_3_task1
0.0,200.0,800.0,100.0
0.5,203.85272505090742,6.497455205216476,1198.0190053594895
1.0,223.59431353297362,0.01880078173380619,942.6828233881777
1.5,245.07279421845777,0.0001761113413215555,734.1895237315239
2.0,268.3257294168882,4.149855472871456e-06,571.7876240610608
2.5,293.44310846053145,2.005874512158949e-07,445.3086549117538
3.0,320.50883410908887,1.6965903525462692e-08,346.80672940198275
3.5,349.5980803857111,2.218782664240251e-09,270.0933524646921
4.0,380.7746368981866,4.074604698984124e-10,210.34891454169897
4.5,414.0880783490877,9.738746451843838e-11,163.8198920973404
5.0,449.5708286362003,2.859961485708356e-11,127.58303717392278
5.5,487.23521385393775,9.87507725918142e-12,99.3617429613023
6.0,527.0706190791328,3.8801222494562264e-12,77.3829939971611
6.5,569.040885594043,1.6450187291543764e-12,60.26596771731289
7.0,613.0820923954384,7.655150417002355e-13,46.93519020194491
7.5,659.1008941780336,3.74915401045471e-13,36.55316538000609
8.0,706.9735485089577,1.9310337017479988e-13,28.467635218740256
8.5,756.5457826500719,1.0317058087831474e-13,22.170619406471406
9.0,807.6336031345245,5.755749091973342e-14,17.266493007329206
9.5,860.025117717648,3.151499762761722e-14,13.447151817425649
10.0,913.483387876539,1.814187576105414e-14,10.472652673620425
10.5,967.7502520708284,1.0132353762098235e-14,8.156109012725514
11.0,1022.551031035706,6.254016011300959e-15,6.351983395523739
11.5,1077.599932260225,3.478891554475471e-15,4.946927113236481
12.0,1132.605945584432,1.818453343707417e-15,3.85266996141921
12.5,1187.2789646080246,1.4071723310693299e-15,3.000461260474035
13.0,1241.3358719419628,3.642471618912759e-16,2.336761070530222
13.5,1294.5063135709622,6.89106627809554e-16,1.8198708715807532
14.0,1346.537918331845,1.7630705336490797e-16,1.4173165801149865
14.5,1397.200758344448,9.418816924572796e-17,1.1038070152668817
15.0,1446.2908981055514,2.1380757100144941e-16,0.8596455153485032
15.5,1493.6329428369402,-1.2044339878456413e-16,0.6694924090962373
16.0,1539.081559032058,2.5895971067420404e-16,0.5214010506941943
16.5,1582.521998155912,-1.530517894706654e-16,0.40606745655839704
17.0,1623.8697042754127,5.428799810604222e-17,0.31624558709839706
17.5,1663.0691237331112,6.25708999177794e-17,0.2462922549171124
18.0,1700.0918599388287,-8.889250380284857e-17,0.19181254989613877
