Time,T1,T2,T3,C1,C2,C3,j1,vd1,n,km1,kc1,kd1,j2,vd2,km2,kc2,kd2,j3,vd3,km3,kc3,kd3,v12,k120,kd4,v11,k110,kd5,v10,k100,kd6,compartment,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18
0.0,6.0,5.0,1.0,0.0,0.0,0.0,0.9,6.0,2.0,5.0,0.2,0.8,0.5,1.052,5.0,0.22,0.9,0.2,3.0,5.0,0.6,0.8,15.0,10.0,0.16,15.0,10.0,0.16,15.0,10.0,0.16,1.0,0.9,0.23076923076923078,0.0,4.800000000000001,0.5,0.6208524590163934,0.0,4.5,0.2,1.5,0.0,0.8,3.9705882352941178,0.0,3.0,0.0,0.1485148514851485,0.0
0.01,5.963513378331599,4.9663773984985315,1.0089180663471078,0.03949624824685017,0.02981451338088027,0.0014971374756621643,0.9,6.0,2.0,5.0,0.2,0.8,0.5,1.052,5.0,0.22,0.9,0.2,3.0,5.0,0.6,0.8,15.0,10.0,0.16,15.0,10.0,0.16,15.0,10.0,0.16,1.0,0.9,0.23474186273572295,0.007899249649370034,4.770810702665279,0.5,0.6177449857585622,0.006559192943793659,4.469739658648678,0.2,1.4898793059415714,0.0008982824853972986,0.8071344530776863,3.935048235936246,0.006319399719496028,2.9677443054447634,0.004770322140940843,0.15114644849996464,0.0002395419961059463
0.02,5.927435097174779,4.933090046890786,1.0176734574156454,0.07857592221960945,0.05926089645719596,0.003018022338279484,0.9,6.0,2.0,5.0,0.2,0.8,0.5,1.052,5.0,0.22,0.9,0.2,3.0,5.0,0.6,0.8,15.0,10.0,0.16,15.0,10.0,0.16,15.0,10.0,0.16,1.0,0.9,0.23867095248484077,0.01571518444392189,4.741948077739823,0.5,0.6146469703846196,0.013037397220583112,4.439781042201708,0.2,1.479792718000294,0.0018108134029676901,0.8141387659325163,3.899845399490307,0.012572147555137511,2.9358549595585157,0.009481743433151354,0.15374710117390963,0.0004828835741247174
0.03,5.891760639633739,4.90013423642636,1.026267954158849,0.1172430591723165,0.08834338320721186,0.004562303575926669,0.9,6.0,2.0,5.0,0.2,0.8,0.5,1.052,5.0,0.22,0.9,0.2,3.0,5.0,0.6,0.8,15.0,10.0,0.16,15.0,10.0,0.16,15.0,10.0,0.16,1.0,0.9,0.2425555861421839,0.0234486118344633,4.713408511706992,0.5,0.6115587400096872,0.019435544305586607,4.410120812783724,0.2,1.4697411366882327,0.0027373821455560017,0.8210143633270793,3.864980307748205,0.018758889467570643,2.904329101087814,0.014134941313153897,0.15631603892969215,0.0007299685721482671
0.04,5.856485522630114,4.867506302599743,1.0347033305507618,0.15550169564209324,0.11706617348186493,0.006129623342210708,0.9,6.0,2.0,5.0,0.2,0.8,0.5,1.052,5.0,0.22,0.9,0.2,3.0,5.0,0.6,0.8,15.0,10.0,0.16,15.0,10.0,0.16,15.0,10.0,0.16,1.0,0.9,0.24639491179895417,0.03110033912841865,4.685188418104091,0.5,0.6084806142760988,0.025754558166010286,4.380755672339769,0.2,1.459725443246819,0.003677774005326425,0.8277626644406095,3.830453370131982,0.02488027130273492,2.873163839646947,0.01873058775709839,0.15885254278955016,0.0009807397347537134
0.05,5.821605300335664,4.835202628165375,1.042981352589243,0.19335586481978237,0.14543342972844012,0.0077196171300355585,0.9,6.0,2.0,5.0,0.2,0.8,0.5,1.052,5.0,0.22,0.9,0.2,3.0,5.0,0.6,0.8,15.0,10.0,0.16,15.0,10.0,0.16,15.0,10.0,0.16,1.0,0.9,0.25018813712657134,0.038671172963956474,4.657284240268531,0.5,0.6054129055634354,0.03199535454025683,4.351682365348838,0.2,1.4497465006026629,0.004631770278021335,0.8343850820713945,3.796264832100859,0.03093693837116518,2.84235626127758,0.023269348756550418,0.16135594369736214,0.0012351387408056894
0.06,5.787115560584016,4.80321963763188,1.0511037789701687,0.23080959524276254,0.17344928070372148,0.009331914982395252,0.9,6.0,2.0,5.0,0.2,0.8,0.5,1.052,5.0,0.22,0.9,0.2,3.0,5.0,0.6,0.8,15.0,10.0,0.16,15.0,10.0,0.16,15.0,10.0,0.16,1.0,0.9,0.2539345277913747,0.04616191904855251,4.629692448467213,0.5,0.6023559185970002,0.03815884175481873,4.322897673868693,0.2,1.4398051517221213,0.005599148989437151,0.8408830231761351,3.762414776694017,0.03692953523884201,2.8119034258061255,0.027751884912595438,0.16382562134404804,0.0014931063971832404
0.07,5.753011928046818,4.771553800491579,1.0590723603060979,0.26786690910792427,0.20111781836918124,0.010966141408917628,0.9,6.0,2.0,5.0,0.2,0.8,0.5,1.052,5.0,0.22,0.9,0.2,3.0,5.0,0.6,0.8,15.0,10.0,0.16,15.0,10.0,0.16,15.0,10.0,0.16,1.0,0.9,0.25763340524857264,0.05357338182158486,4.602409542437455,0.5,0.5993099506569407,0.044245920041219876,4.294398420442421,0.2,1.429902220662865,0.006579684845350577,0.8472578882448784,3.7289031327068938,0.04285870545726788,2.7818023724809833,0.032178850939069,0.16626100255493517,0.0017545826254268205
0.08,5.719290064653584,4.740201630735784,1.066888838916841,0.3045318204876866,0.22844309759201406,0.012621915918594387,0.9,6.0,2.0,5.0,0.2,0.8,0.5,1.052,5.0,0.22,0.9,0.2,3.0,5.0,0.6,0.8,15.0,10.0,0.16,15.0,10.0,0.16,15.0,10.0,0.16,1.0,0.9,0.26128414483486967,0.06090636409753733,4.575432051722867,0.5,0.596275291560196,0.050257481470243094,4.266181467662206,0.2,1.420038512510239,0.007573149551156632,0.8535110711334728,3.6957296801689177,0.04872509127802986,2.7520501219902815,0.03655089561472225,0.16866155985292727,0.002019506546975102
0.09,5.685945669516932,4.709159686043244,1.0745549487521298,0.3408083340968129,0.25542913630579794,0.01429885346351074,0.9,6.0,2.0,5.0,0.2,0.8,0.5,1.052,5.0,0.22,0.9,0.2,3.0,5.0,0.6,0.8,15.0,10.0,0.16,15.0,10.0,0.16,15.0,10.0,0.16,1.0,0.9,0.26488617396421843,0.06816166681936257,4.5487565356135455,0.5,0.5932522236077785,0.05619440998727555,4.23824371743892,0.2,1.410214813223501,0.008579312078106444,0.8596439590017039,3.6628940553197067,0.05452933345549006,2.7226436781070444,0.04086866180892767,0.17102681006978804,0.0022878165541617185
