Time,CAR_T_cells,Leukaemic_B_cells,B_cells_healthy,tao_B,rho_L,tao_C,rho_C,alpha,compartment,CARTcell_proliferation,CARTcell_death,Leukaemia_proliferation,Leukaemia_death,Bcell_death
13.4,15937430015.095438,2140658301.7661035,547696738.9406484,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,482011541.06617016,1138387858.2211027,71355276.71840125,1535246634.1783645,401927809.0686603
13.5,15870301814.381992,1999462232.2348437,509019635.37531996,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,447866598.7673765,1133592986.7415707,66648741.067829914,1427943109.141121,372006946.51797366
13.6,15800373574.864573,1868155678.3264594,473219816.21979123,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,416189334.2947206,1128598112.4903266,62271855.937988125,1328290092.6103165,344354241.5055622
13.7,15727902537.884483,1746031573.4278536,440078830.45762384,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,386807977.9053683,1123421609.8488915,58201052.44177502,1235763648.672407,318802910.1233601
13.8,15653127411.490906,1632431756.660287,409394443.92240715,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,359560863.78571457,1118080529.3922074,54414391.88323479,1149869802.4905324,295196893.3843659
13.9,15576269573.383652,1526743919.8568509,380979523.8741888,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,334296164.5989578,1112590683.813118,50891463.990139216,1070143868.9346639,273390448.19240373
14.0,15497534262.445597,1428398552.9338102,354660940.43541265,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,310871537.8927697,1106966733.0318282,47613285.093032345,996149498.1533746,253247669.09162787
14.1,15417111418.324827,1336866934.022262,330278774.62879217,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,289153925.33462334,1101222244.166059,44562231.12961918,927478191.2982985,234642156.284008
14.2,15335176918.16304,1251657816.6986217,307685212.15321994,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,269019013.76490605,1095369779.8687885,41721927.2191152,863747732.7033772,217456409.22546738
14.3,15251893352.897657,1172315557.6748989,286743814.6492346,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,250350951.85012665,1089420953.778404,39077185.25192224,804601433.7720135,201581437.2059803
14.4,15167411048.481823,1098417380.1270874,267328615.67687908,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,233041847.69449002,1083386503.4629872,36613912.66724152,749706655.8232819,186916211.88262612
14.5,15081868878.68947,1029571309.3312602,249323379.02532548,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,216991372.4937727,1077276348.4778192,34319043.64094344,698753676.9867617,173367202.6387511
14.6,14995395087.049314,965414002.2415029,232620870.0949795,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,202106320.1859177,1071099649.0749509,32180466.738165382,651454397.3781382,160847897.86711562
14.7,14908108087.604328,905608597.4353752,217122155.54622927,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,188300153.4606805,1064864863.4003091,30186953.244827144,607540988.5033649,149278327.93179432
14.8,14820117111.076565,849843120.8818929,202736004.6156296,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,175492641.4711632,1058579793.648326,28328104.02656362,566764855.9880602,138584643.30685303
14.9,14731522913.53184,797828521.5681449,189378289.8081126,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,163609422.32457048,1052251636.6808456,26594284.049612068,528895311.59476614,128698682.53365098
15.0,14642418404.799877,749297022.828577,176971431.46502241,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,152581615.45800903,1045887028.9142768,24976567.425121576,493718423.29771096,119557562.39207546
15.1,14552889240.021923,704000583.9622698,165443871.89297822,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,142345449.7471412,1039492088.5729945,23466686.12972899,461035913.54911494,111103283.30433294
15.2,14463014331.752228,661709479.7365336,154729649.38666672,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,132841921.78701174,1033072452.2680162,22056982.655678757,430664115.9998608,103282398.63796389
15.3,14372866392.312237,622210895.9120908,144767913.87985528,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,124016444.53733589,1026633313.7365882,20740363.194995657,402432933.36534196,96045643.34866583
15.4,14282512382.598862,585307712.9772689,135502546.8714091,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,115818541.44517177,1020179455.8999187,19510257.097291272,376184909.62028086,89347631.94159639
15.5,14192013929.166876,550817372.3459827,126881810.07564007,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,108201557.66301759,1013715280.6547768,18360579.076363362,351774351.93425775,83146575.55240653
15.6,14101427783.239538,518570672.4853088,118857940.65768325,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,101122352.4960724,1007244841.659967,17285689.08111506,329066409.9850895,77403965.67682815
15.7,14010806132.472353,488410903.9638681,111386898.72085455,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,94541070.73610875,1000771866.605168,16280363.463834234,307936371.9790498,72084359.2773994
15.8,13920196974.860844,460192850.6476067,104428046.49856053,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,88420883.67446953,994299783.9186317,15339761.68671958,288268880.7346831,67155121.40483771
15.9,13829644463.76756,433781866.2805621,97943853.73675516,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,82727748.6759035,987831747.4119685,14459395.541239463,269957204.3470381,62586187.91885515
16.0,13739189143.974588,409053220.4054884,91899708.22206603,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,77430229.1847222,981370653.141042,13635107.3454861,252902680.42963186,58349898.11295799
16.1,13648868284.975271,385891210.52762276,86263628.50498414,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,72499266.09078471,974919163.2125193,12863040.349634454,237014023.71695334,54420767.78793524
16.2,13558716101.388226,364188558.5599591,81006084.51283099,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,67908012.47193176,968479721.5277303,12139618.617451342,222206817.27997288,50775334.01630135
16.3,13468763973.927002,343845808.9152602,76099815.87370954,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,63631670.64936685,962054569.5662143,11461526.962695854,208403011.966664,47392000.8953652
16.4,13379040712.70534,324770621.65477294,71519608.50194554,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,59647310.1372837,955645765.1932385,10825687.387409862,195530371.62344232,44250862.400724865
16.5,13289572709.321577,306877352.1531864,67242174.58878782,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,55933747.34191251,949255193.5229697,10229245.070749955,183522099.7927734,41333592.48468974
16.6,13200384131.004318,290086524.6177702,63245992.017173976,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,52471405.63750204,942884580.7860227,9669550.819625385,172316410.02821732,38623312.388743706
16.7,13111497106.493885,274324327.22733915,59511150.94135579,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,49242182.693105765,936535507.606706,9144144.23999689,161856118.02069625,36104465.26741608
16.8,13022931881.003567,259522192.41401747,56019226.44564259,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,46229337.03875138,930209420.0716833,8650739.746268842,152088292.50374025,33762709.42535931
16.9,12934706956.31602,245616413.10151184,52753165.78502445,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,43417384.51023857,923907639.7368585,8187213.769231673,142963934.72082815,31584822.749876563
17.0,12846839187.65621,232547869.44872445,49697216.08785191,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,40792018.78569002,917631370.5468721,7751595.6475156555,134437728.7007925,29558633.376765087
17.1,12759343961.389034,220261556.93000147,46836771.710781194,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,38339993.774698585,911381711.5277882,7342051.896932511,126467683.48534325,27672904.475297425
17.2,12672235286.296894,208706331.60736638,44158304.68054973,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,36049051.87452406,905159663.306921,6956877.719549858,119014908.29408021,25917270.948691852
17.3,12585525878.151854,197834674.21459913,41649300.44640868,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,33907857.30561124,898966134.1537038,6594489.139827189,112043403.53656104,24282180.693324056
17.4,12499227289.184835,187602343.530175,39298148.76941917,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,31905909.28440631,892801949.2274882,6253411.450380492,105519794.92953262,22758811.354249615
17.5,12413349982.004654,177968170.63145825,37094087.52592479,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,30033484.632313095,886667855.8574753,5932272.353788714,99413153.44674361,21339019.874607533
17.6,12327903404.994837,168893850.9326812,35027144.05344345,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,28281581.194943033,880564528.9282026,5629795.030526394,93694818.59980609,20015291.914190114
17.7,12242896082.55668,160343699.7881523,33088061.428357407,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,26641855.705946017,874492577.3254771,5344789.992403931,88338206.42995565,18780684.08430105
17.8,12158335676.83583,152284481.39967316,31268251.31716174,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,25106577.061182808,868452548.3454164,5076149.379481491,83318662.94535398,17628782.82132994
17.9,12074229050.47065,144685236.0558385,29559745.138680365,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,23668580.40567268,862444932.1764749,4822841.201378999,78613320.61618239,16553663.425486341
18.0,11990582332.120543,137517101.08605,27955141.906517375,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,22321221.224434152,856470166.5800387,4583903.36907661,74200955.51910716,15549848.410404732
18.1,11907400968.291855,130753168.44896877,26447568.09602692,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,21058337.27871084,850528640.5922753,4358438.947863115,70061868.20684154,14612273.709602255
18.2,11824689774.852863,124368343.29642636,25030637.47062781,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,19874211.75280828,844620698.2037759,4145611.4427996506,66177768.47816895,13736255.824241303
18.3,11742452987.012846,118339206.45043539,23698412.14053738,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,18763538.160282295,838746641.9294889,3944640.2146200486,62531665.57190901,12917460.604895784
18.4,11660694298.465254,112643906.08728912,22445372.97044185,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,17721391.343537983,832906735.604661,3754796.8692008243,59107776.906100854,12151878.017558448
18.5,11579416902.645178,107262044.24084075,21266387.672134716,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,16743198.340840364,827101207.3317983,3575401.4743371513,55891436.76425997,11435796.39363706
18.6,11498623533.046326,102174566.17356437,20156679.376274712,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,15824710.562695293,821330252.3604518,3405818.872111564,52869009.19869658,10765777.708355833
18.7,11418316494.252312,97363674.4750011,19111803.34233454,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,14961981.03229803,815594035.3037364,3245455.8155088243,50027816.25895131,10138637.925946396
18.8,11338497695.044615,92812737.79264873,18127621.56648007,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,14151341.34991016,809892692.5031867,3093757.9261122486,47356065.60897276,9551426.81677589
18.9,11259168679.437511,88506205.25348134,17200279.003464367,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,13389380.288541649,804226334.2455364,2950206.841487691,44842783.23566392,9001409.235227076
19.0,11180330651.383072,84429538.12057063,16326185.066212062,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,12672925.877783863,798595046.5273622,2814317.9370709225,42477756.88191891,8486049.713653415
19.1,11101984501.525051,80569135.94272867,15501993.231509691,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,11999027.105284562,792998892.9660751,2685637.8644890585,40251478.43418474,8002996.5408120025
19.2,11024130831.565529,76912269.23295522,14724582.55162187,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,11364937.234492015,787437916.5403949,2563742.3075087997,38155091.33595107,7550067.311210689
19.3,10946769973.558954,73447025.75052132,13991043.51186041,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,10768099.850408345,781912140.9684967,2448234.19143922,36180346.32598581,7125237.134178572
19.4,10869902011.551628,70162250.72601934,13298661.588636125,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,10206134.309868835,776421572.2536876,2338741.690633437,34319555.56357863,6726626.03570731
19.5,10793526800.626116,67047494.095127046,12644902.960687453,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,9676822.763565807,770966200.0447226,2234916.4696140764,32565551.599375878,6352487.837565469
19.6,10717643982.434217,64092967.438835554,12027403.022618677,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,9178099.092189768,765545998.7453012,2136432.247747542,30911652.305423465,6001200.7803792525
19.7,10642253003.012045,61289494.496899284,11443953.023036564,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,8708037.190745132,760160928.7865746,2042983.1496923445,29351623.808822248,5671257.504542227
19.8,10567353128.238918,58628468.25283004,10892488.525807532,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,8264840.626045107,754810937.7313513,1954282.2748989065,27879647.732792985,5361256.246817569
19.9,10492943455.192617,56101819.20149135,10371081.246788744,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,7846834.339197574,749495961.085187,1870060.6398627055,26490294.747660965,5069893.963242474
20.0,10419022925.179508,53701979.08750733,9877929.403361002,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,7452455.896655689,744215923.2271076,1790065.969404571,25178496.805811223,4795958.93753422
20.1,10345590337.867325,51421841.68178377,9411347.055288838,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,7080246.558224075,738970738.4190946,1714061.3892213863,23939518.880628243,4538323.136522868
20.2,10272644361.22424,49254734.96123286,8969756.923401466,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,6728844.355243148,733760311.5160171,1641824.4985435796,22768936.891339645,4295936.478356305
20.3,10200183540.156807,47194396.82946447,8551684.256493032,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,6396977.910613842,728584538.5826291,1573146.5608248345,21662617.937738944,4067821.7756579756
20.4,10128206308.356417,45234942.192172915,8155747.883281616,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,6083459.14533436,723443307.7397441,1507831.4062549807,20616697.20910066,3853068.5036248076
20.5,10056710996.8141,43370839.07241415,7780654.044373563,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,5787177.562474422,718336499.7724357,1445694.635602569,19627559.74082709,3650828.076476823
20.6,9985695840.31856,41596890.29137742,7425191.79484031,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,5507095.513186119,713263988.5941828,1386563.0095739244,18691825.245875776,3460310.0034493688
20.7,9915158986.403318,39908208.43321425,7088226.380188103,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,5242242.63340152,708225641.8859513,1330273.6143074476,17806330.41650284,3280777.2234397093
20.8,9845098502.890036,38300194.67144412,6768693.71224091,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,4991711.012472775,703221321.6350025,1276673.1555871365,16968113.51491041,3111542.0968513703
20.9,9775512383.580667,36768522.625419036,6465596.342922608,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,4754651.235392515,698250884.5414762,1225617.4207247393,16174401.671283739,2951963.209335033
21.0,9706398554.089064,35309121.85239295,6177999.283584508,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,4530268.4918351555,693314182.4349331,1176970.7282954012,15422598.418239966,2801442.203827066
21.1,9637754878.694923,33918158.613255195,5905024.920897183,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,4317818.415653706,688411062.763923,1130605.2869954458,14710270.439306183,2659420.3053235905
21.2,9569579165.253544,32592021.91005575,5645849.520105699,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,4116603.7998193125,683541368.9466816,1086400.7302265516,14035137.022078041,2525375.6692009713
21.3,9501869169.366188,31327311.62698372,5399700.267134215,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,3925971.6974962256,678704940.6690134,1044243.7207950329,13395060.742840359,2398821.0515967803
21.4,9434622599.952398,30120822.73234246,5165851.187171224,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,3745310.07642969,673901614.2823142,1004027.4243110125,12788036.769587316,2279301.055917632
21.5,9367837123.491213,28969533.198709797,4943620.091380444,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,3574045.0841125,669131223.1065152,965651.1065270947,12212184.084708815,2166389.9199308576
21.6,9301510367.273201,27870594.587510645,4732366.307183097,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,3411638.761115212,664393597.6623715,929019.8194907862,11665738.102400938,2059689.7138462937
21.7,9235639923.51285,26821320.328680895,4531487.685849452,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,3257586.5108988388,659688565.9652035,894044.0108666255,11147042.557300143,1958828.2810593704
21.8,9170223353.128328,25819174.909357663,4340417.85847582,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,3111414.771604802,655015953.7948805,860639.1635591915,10654542.032053348,1863457.3520071232
21.9,9105258188.650932,24861765.440361015,4158624.1741592526,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,2972679.076973825,650375584.903638,828725.5145958279,10186775.701207466,1773251.0095904905
22.0,9040741936.964737,23946833.702072784,3985605.7541689705,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,2840962.23892995,645767281.2117668,798227.78998927,9742371.466853248,1687904.251436035
22.1,8976672082.653093,23072246.512627646,3820891.0464202943,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,2715872.367839119,641190863.0466495,769074.8836773473,9320039.601929765,1607131.3868670482
22.2,8913046090.443111,22235988.588447362,3664036.081749209,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,2597041.2783271014,636646149.317365,741199.6195407921,8918567.601992927,1530664.7793446314
22.3,8849861407.153152,21436156.771198377,3514623.0997754578,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,2484123.1184081817,632132957.6537966,714538.5589684921,8536815.743720096,1458253.7815755557
22.4,8787115464.563175,20670951.72035766,3372258.4495719937,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,2376792.718896729,627651104.6116554,689031.7239430188,8173711.77881371,1389663.4042660722
22.5,8724805681.56229,19938671.595669016,3236571.039329098,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,2274744.2469009315,623200405.8258778,664622.3864558383,7828246.584931396,1324673.2533278165
22.6,8662929465.983551,19237706.597277936,3107211.0210074447,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,2177690.0090672183,618780676.1416821,641256.8865118055,7499470.2902777335,1263076.5963412644
22.7,8601484215.587395,18566535.83291165,2983849.133685973,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,2085359.5814627402,614391729.6848139,618884.5277018333,7186489.420721729,1204679.724023997
22.8,8540467320.832872,17923719.309345752,2866174.6328725787,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,1997498.3604423406,610033380.0594908,597457.3102517793,6888462.256316184,1149300.7626677216
22.9,8479876166.2880745,17307893.64179483,2753894.279385057,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,1913866.619016817,605705440.4491482,576929.7880021347,6604595.76517672,1096768.9488802997
23.0,8419708131.974647,16717767.955447128,2646731.3676728634,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,1834238.6147530228,601407723.7124747,557258.9317925117,6334142.70613245,1046923.9423408557
23.1,8359960594.384281,16152120.700663546,2544424.997599534,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,1758401.8344965733,597140042.45602,538404.0233016111,6076399.165797864,999615.2554817548
23.2,8300630928.347129,15609794.102652228,2446728.6869463352,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,1686155.979664649,592902209.167652,520326.4700363749,5830701.287112256,954701.4429954465
23.3,8241716508.137097,15089690.731435673,2353409.5622834284,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,1617312.2359931525,588694036.295507,502989.6909975568,5596422.894178052,912049.5424992803
23.4,8183214708.421471,14590770.493272968,2264247.6630240027,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,1551692.6154823534,584515336.3158193,486359.01639379637,5372973.3468489,871534.5761309132
23.5,8125122905.020362,14112048.143911028,2179035.38541001,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,1489129.379231471,580365921.7871686,470401.6047499941,5159795.652487871,833039.1208615135
23.6,8067438476.410273,13652588.77457521,2097576.3516015587,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,1429464.2416732542,576245605.4578766,455086.29244033166,4956363.899217676,796452.6733353673
23.7,8010158804.492525,13211505.307327477,2019684.8365081393,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,1372547.8331273773,572154200.3208946,440383.5102002109,4762181.500114001,761671.2463373096
23.8,7953281275.280942,12787956.214336978,1945185.250638377,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,1318239.2040688542,568091519.6629244,426265.2071019394,4576779.571886947,728596.9985657753
23.9,7896803279.587246,12381143.246173996,1873911.6204737101,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,1266405.345243447,564057377.1133747,412704.77483119606,4399715.366614183,697137.8747008335
24.0,7840722214.045771,11990308.23586568,1805706.8069416957,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,1216920.618128806,560051586.717555,399676.94115555496,4230570.42621936,667207.1597448917
24.1,7785035481.711786,11614731.070103161,1740422.044380463,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,1169666.3346744226,556073962.9794133,387157.7022980563,4068949.207108204,638723.1656624948
24.2,7729740492.554358,11253727.967044363,1677916.5505149763,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,1124530.3829553411,552124320.8967398,375124.265530633,3914477.8541574404,611608.9535058397
24.3,7674834664.047474,10906649.476841027,1618057.0624469302,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,1081406.8339284295,548202476.0033909,363554.98252501205,3766802.916306364,585792.0371148025
24.4,7620315421.874503,10572878.162964413,1560717.287786257,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,1040195.5260315934,544308244.4196073,352429.27206357085,3625589.9933477044,561204.0655751069
24.5,7566180200.394398,10251826.955436062,1505777.5272924285,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,1000801.735214498,540441442.8853141,341727.5651470293,3490522.655764046,537780.5772154868
24.6,7512426442.952032,9942937.916713756,1453124.414293262,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,963135.9000111002,536601888.78228796,331431.2638573154,3361301.5376767865,515460.80260583584
24.7,7459051602.372592,9645680.51875821,1402650.5124236923,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,927113.3019189022,532789400.16947085,321522.6839264547,3237643.2928237882,494187.42339221545
24.8,7406053141.463061,9359549.90483484,1354253.905620898,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,892653.7541337522,529003795.8187901,311984.9967966295,3119279.5788922063,473906.33606981713
24.9,7353428533.347368,9084065.600968672,1307837.9114359533,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,859681.3477939751,525244895.2390977,302802.1866686755,3005956.223503305,454566.4661965281
25.0,7301175261.704215,8818770.509038879,1263310.8604801262,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,828124.2346682375,521512518.6931582,293959.0169385667,2897432.5085658603,436119.6111150914
25.1,7249290821.153459,8563229.481860159,1220585.7688009555,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,797914.373540387,517806487.225247,285440.9827001279,2793480.339702579,418520.25060565124
25.2,7197772717.587972,8317028.052741948,1179580.0480332891,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,768987.3003455803,514126622.6848551,277234.2683970081,2693883.492424791,401725.3764247518
25.3,7146618468.424341,8079771.393859241,1140215.2725428552,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,741281.9286232733,510472747.74459577,269325.7131017088,2598436.955880051,385694.34648875607
25.4,7095825602.728469,7851083.615894204,1102417.036492475,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,714740.3905865786,506844685.90917635,261702.78717030317,2506946.405887084,370388.7737341053
25.5,7045391661.566025,7630606.457597584,1066114.6465616338,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,689307.821439847,503242261.5404303,254353.5485611508,2419227.4999072445,355772.36329483736
25.6,6995314198.229041,7417998.315350173,1031240.903557442,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,664932.1845629036,499665299.8735029,247266.61048694578,2335105.302201368,341810.78444287047
25.7,6945590778.427557,7212933.370343064,997731.9084282793,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,641564.1117561327,496113627.03053975,240431.1123207257,2254413.7576110233,328471.5545539786
25.8,6896218980.381512,7015100.990302093,965526.939445091,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,619156.77530046,492587070.0272508,233836.69965335276,2176995.26693765,315723.949921609
25.9,6847196394.845309,6824205.317238851,934568.3772697021,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,597665.7817814203,489085456.77466494,227473.51055188102,2102700.3320646924,303538.9346821508
26.0,6798520625.51252,6639963.820379812,904801.354573122,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,577048.9686363686,485608616.1080371,221332.12732386054,2031386.8943479077,291889.0027737854
26.1,6750189289.059124,6462106.837422891,876173.6662463619,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,557266.3026297704,482156377.7899374,215403.56122588934,1962919.9961427478,280748.1088137729
26.2,6702200015.264273,6290376.90682204,848635.6228512278,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,538279.7612101651,478728572.5188766,209679.2302064334,1897171.3890414317,270091.58284674917
26.3,6654550447.005985,6124528.451689609,822139.9907106524,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,520053.25037149165,475325031.92899895,204150.94836923855,1834019.2595651385,259896.07509933895
26.4,6607238240.4378805,5964326.959188464,796641.8057018991,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,502552.4778651338,471945588.6027057,198810.89861973436,1773347.812345107,250139.4625437932
26.5,6560261065.101701,5809548.341159864,772098.2314309756,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,485744.8472373121,468590076.0786929,193651.6113526303,1715046.9204751754,240800.77233125595
26.6,6513616603.985099,5659978.449795045,748468.4552765567,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,469599.3693746021,465258328.85607845,188665.9483076349,1659011.8323952279,231860.1193577899
26.7,6467302553.555853,5515412.657624284,725713.6010073416,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,454086.58263201895,461950182.3968466,183847.0885690914,1605142.9064055511,223298.6508059804
26.8,6421316623.7258005,5375655.6307043,703796.6907529447,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,439178.4928678704,458665473.12327147,179188.5210055578,1553345.4089190024,215098.50739836146
26.9,6375656538.036973,5240520.50050597,682682.4499664085,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,424848.4606946149,455404038.4312123,174684.01666606392,1503529.1456295454,207242.73798168785
