Time,C,F,P,m,gamma,nu,sigma,Brain
42.75,20.688128001021056,141.65670803051248,0.1519901370493183,25.0,1.0,1.0,1.0,1.0
42.9,20.814396613261135,141.67176304834345,0.15285811608121438,25.0,1.0,1.0,1.0,1.0
43.05,20.94051178920162,141.66556341460154,0.15374773117205182,25.0,1.0,1.0,1.0,1.0
43.2,21.066469835743405,141.63807829366763,0.15465938648338862,25.0,1.0,1.0,1.0,1.0
43.35,21.192266973870222,141.58927651065844,0.15559350098376257,25.0,1.0,1.0,1.0,1.0
43.5,21.317899394251295,141.51912723862134,0.15655052181909984,25.0,1.0,1.0,1.0,1.0
43.65,21.443363147573972,141.42759884586692,0.15753091812919973,25.0,1.0,1.0,1.0,1.0
43.8,21.568654154587936,141.31465904713528,0.15853518615472384,25.0,1.0,1.0,1.0,1.0
43.95,21.693768339238595,141.18027601423324,0.15956382799638177,25.0,1.0,1.0,1.0,1.0
44.1,21.818701459146943,141.02441709130784,0.16061738661665606,25.0,1.0,1.0,1.0,1.0
44.25,21.943449086708902,140.8470487682991,0.16169645691341875,25.0,1.0,1.0,1.0,1.0
44.4,22.068006825825382,140.64813793035114,0.16280161681356048,25.0,1.0,1.0,1.0,1.0
44.55,22.19237010392726,140.42765062022224,0.16393348777214922,25.0,1.0,1.0,1.0,1.0
44.7,22.316534138402677,140.18555175072675,0.1650927317668386,25.0,1.0,1.0,1.0,1.0
44.85,22.440494163814027,139.92180668562702,0.1662800184917919,25.0,1.0,1.0,1.0,1.0
45.0,22.564245234121906,139.63637985949714,0.16749605434629902,25.0,1.0,1.0,1.0,1.0
45.15,22.687782134218562,139.32923414129863,0.16874159742614392,25.0,1.0,1.0,1.0,1.0
45.3,22.81109969084158,139.00033304702757,0.17001740738888696,25.0,1.0,1.0,1.0,1.0
45.45,22.93419253037524,138.6496390446503,0.1713242867372322,25.0,1.0,1.0,1.0,1.0
45.6,23.057054915012657,138.2771127360599,0.17266313438558967,25.0,1.0,1.0,1.0,1.0
45.75,23.179681199585826,137.88271538114356,0.17403481526959722,25.0,1.0,1.0,1.0,1.0
45.9,23.3020655108809,137.4664071258052,0.1754402517424675,25.0,1.0,1.0,1.0,1.0
46.05,23.424201546606525,137.0281458799674,0.176880469890803,25.0,1.0,1.0,1.0,1.0
46.2,23.54608310676908,136.5678902751152,0.17835646908718353,25.0,1.0,1.0,1.0,1.0
46.35,23.667703735656254,136.08559767163814,0.17986930987967933,25.0,1.0,1.0,1.0,1.0
46.5,23.789056504663005,135.58122300452902,0.18142016745396186,25.0,1.0,1.0,1.0,1.0
46.65,23.91013454178674,135.05472163483333,0.18301020138750468,25.0,1.0,1.0,1.0,1.0
46.8,24.0309307283935,134.50604771666792,0.18464063023935998,25.0,1.0,1.0,1.0,1.0
46.95,24.15143742168335,133.93515277705268,0.18631280399617153,25.0,1.0,1.0,1.0,1.0
47.1,24.271646954855317,133.34198829362714,0.1880280745410793,25.0,1.0,1.0,1.0,1.0
47.25,24.391551444780166,132.72650470463233,0.18978784552855388,25.0,1.0,1.0,1.0,1.0
47.4,24.511142496701943,132.08864994092377,0.19159365065762338,25.0,1.0,1.0,1.0,1.0
47.55,24.63041149406435,131.42837086405976,0.19344707676132933,25.0,1.0,1.0,1.0,1.0
47.7,24.749349583700514,130.74561322817524,0.19534977169025702,25.0,1.0,1.0,1.0,1.0
47.85,24.867947293979217,130.04032000814803,0.19730356999827858,25.0,1.0,1.0,1.0,1.0
48.0,24.986195091315523,129.31243371891162,0.19931029656932286,25.0,1.0,1.0,1.0,1.0
48.15,25.104082887332645,128.5618942289582,0.201371917432226,25.0,1.0,1.0,1.0,1.0
48.3,25.221600205270786,127.78863953742331,0.20349049515137774,25.0,1.0,1.0,1.0,1.0
48.45,25.338736303487735,126.99260641236214,0.2056681656341658,25.0,1.0,1.0,1.0,1.0
48.6,25.45547969547164,126.17372793009075,0.2079072291624589,25.0,1.0,1.0,1.0,1.0
48.75,25.571818770485187,125.33193664877804,0.2102100323214187,25.0,1.0,1.0,1.0,1.0
48.9,25.687741145710085,124.46716275743137,0.21257928393989517,25.0,1.0,1.0,1.0,1.0
49.05,25.80323401561993,123.57933242004486,0.21501753514411492,25.0,1.0,1.0,1.0,1.0
49.2,25.918283798768343,122.66837001441753,0.2175277669484732,25.0,1.0,1.0,1.0,1.0
49.35,26.032876508505694,121.73419706150544,0.22011294109373608,25.0,1.0,1.0,1.0,1.0
49.5,26.146997394345448,120.77673243040313,0.2227763292904155,25.0,1.0,1.0,1.0,1.0
49.65,26.2606308842448,119.79589084112479,0.22552136227241054,25.0,1.0,1.0,1.0,1.0
49.8,26.373760957759583,118.79158534586483,0.22835163478308357,25.0,1.0,1.0,1.0,1.0
49.95,26.48637074806535,117.76372543724818,0.23127099634432613,25.0,1.0,1.0,1.0,1.0
50.1,26.59844235477737,116.71221620085191,0.23428359575428376,25.0,1.0,1.0,1.0,1.0
50.25,26.70995724041643,115.63696013097973,0.23739377806954073,25.0,1.0,1.0,1.0,1.0
50.4,26.82089585803594,114.53785561987422,0.24060620071398126,25.0,1.0,1.0,1.0,1.0
50.55,26.931237555438237,113.41479664226648,0.24392586887573572,25.0,1.0,1.0,1.0,1.0
50.7,27.04096047654708,112.267672429353,0.24735816373394673,25.0,1.0,1.0,1.0,1.0
50.85,27.15004142307111,111.09636640173105,0.25090881883467253,25.0,1.0,1.0,1.0,1.0
51.0,27.258456159899175,109.90075739033902,0.2545838038450773,25.0,1.0,1.0,1.0,1.0
51.15,27.366179013622254,108.68071943826978,0.2583896314197679,25.0,1.0,1.0,1.0,1.0
51.3,27.473182810929167,107.43612111552247,0.26233331961638434,25.0,1.0,1.0,1.0,1.0
51.45,27.579438647140254,106.16682561907666,0.2664225772922739,25.0,1.0,1.0,1.0,1.0
51.6,27.684915888003303,104.87268919275517,0.2706655717348624,25.0,1.0,1.0,1.0,1.0
51.75,27.789582172309277,103.55356188503615,0.2750710321556016,25.0,1.0,1.0,1.0,1.0
51.9,27.89340314547924,102.20928609383265,0.279648241346824,25.0,1.0,1.0,1.0,1.0
52.05,27.996341929348162,100.83969685897624,0.2844074990618146,25.0,1.0,1.0,1.0,1.0
52.2,28.098359336247867,99.44462161016051,0.2893599074514255,25.0,1.0,1.0,1.0,1.0
52.35,28.199413199013073,98.02387924033602,0.29451774985404294,25.0,1.0,1.0,1.0,1.0
52.5,28.299458605389347,96.57727901301776,0.2998940968123547,25.0,1.0,1.0,1.0,1.0
52.65,28.398447706560795,95.10462113767709,0.30550306098845237,25.0,1.0,1.0,1.0,1.0
52.8,28.49632930621103,93.60569516066467,0.3113598295029645,25.0,1.0,1.0,1.0,1.0
52.95,28.593047480589178,92.08028096402032,0.3174819475597639,25.0,1.0,1.0,1.0,1.0
53.1,28.688542555122066,90.5281447861752,0.3238877732659357,25.0,1.0,1.0,1.0,1.0
53.25,28.782749961760654,88.94904149164213,0.3305977922858686,25.0,1.0,1.0,1.0,1.0
53.4,28.875599820006684,87.34271233309069,0.3376345085244854,25.0,1.0,1.0,1.0,1.0
53.55,28.967016518740845,85.70888488888045,0.3450227122248658,25.0,1.0,1.0,1.0,1.0
53.7,29.056918093466027,84.04727226289131,0.35278977749195917,25.0,1.0,1.0,1.0,1.0
53.85,29.145215081367382,82.35757126290369,0.36096617680480575,25.0,1.0,1.0,1.0,1.0
54.0,29.231809920694268,80.6394620524154,0.3695857975242253,25.0,1.0,1.0,1.0,1.0
54.15,29.316595209809247,78.89260397316777,0.37868644900625575,25.0,1.0,1.0,1.0,1.0
54.3,29.39945390636386,77.11663723373763,0.38830981267707765,25.0,1.0,1.0,1.0,1.0
54.45,29.480256573154396,75.31118300585183,0.3985034698982165,25.0,1.0,1.0,1.0,1.0
54.6,29.55886017502451,73.47584036139583,0.40932105031709637,25.0,1.0,1.0,1.0,1.0
54.75,29.63510675433324,71.61018392437603,0.4208225346018634,25.0,1.0,1.0,1.0,1.0
54.9,29.7088204362291,69.71376354032617,0.43307616257139686,25.0,1.0,1.0,1.0,1.0
55.05,29.779804450981878,67.78610340794629,0.44616012728156756,25.0,1.0,1.0,1.0,1.0
55.2,29.84783881403913,65.82669981451056,0.46016336040981126,25.0,1.0,1.0,1.0,1.0
55.35,29.912675729679247,63.83502061274707,0.4751882571803245,25.0,1.0,1.0,1.0,1.0
55.5,29.974034397147538,61.81050478758538,0.49135367081683945,25.0,1.0,1.0,1.0,1.0
55.65,30.031596697060728,59.752560637097545,0.5087967205897179,25.0,1.0,1.0,1.0,1.0
55.8,30.08499811130966,57.66056771045691,0.527678568981237,25.0,1.0,1.0,1.0,1.0
55.95,30.133820074943895,55.53387610758466,0.54818800960723,25.0,1.0,1.0,1.0,1.0
56.1,30.1775785126584,53.37181058844966,0.5705487024916762,25.0,1.0,1.0,1.0,1.0
56.25,30.2157094926187,51.173675032611364,0.5950274823286738,25.0,1.0,1.0,1.0,1.0
56.4,30.2475516719871,48.938759642172535,0.621944607366908,25.0,1.0,1.0,1.0,1.0
56.55,30.272324028899863,46.6663531292296,0.6516875080992303,25.0,1.0,1.0,1.0,1.0
56.7,30.28909255307099,44.35576395931848,0.6847317630371116,25.0,1.0,1.0,1.0,1.0
56.85,30.29673509677014,42.006344668614965,0.7216621527852289,25.0,1.0,1.0,1.0,1.0
57.0,30.293887339728972,39.61753609198659,0.7632076153613195,25.0,1.0,1.0,1.0,1.0
57.15,30.278869183878562,37.18893369242612,0.8102893712045984,25.0,1.0,1.0,1.0,1.0
57.3,30.249588672402727,34.72038199943625,0.8640843573559139,25.0,1.0,1.0,1.0,1.0
57.45,30.203405985190404,32.21211878583239,0.9261161314526369,25.0,1.0,1.0,1.0,1.0
57.6,30.136940464735716,29.664994472250555,0.9983866855061317,25.0,1.0,1.0,1.0,1.0
57.75,30.045793450302508,27.080806947332345,1.0835683380107122,25.0,1.0,1.0,1.0,1.0
57.9,29.924144833023433,24.46281629150912,1.1852865940463622,25.0,1.0,1.0,1.0,1.0
58.05,29.76415907088822,21.81653903364483,1.3085424265036696,25.0,1.0,1.0,1.0,1.0
58.2,29.555087721228578,19.15100358927582,1.460356998657476,25.0,1.0,1.0,1.0,1.0
58.35,29.281960708542098,16.48066353502279,1.6507132783756406,25.0,1.0,1.0,1.0,1.0
58.5,28.92364171632044,13.828375795363954,1.8939544589393915,25.0,1.0,1.0,1.0,1.0
58.65,28.45019568720844,11.229703130053602,2.210632665790378,25.0,1.0,1.0,1.0,1.0
58.8,27.81980983538296,8.738613887150478,2.629499884834082,25.0,1.0,1.0,1.0,1.0
58.95,26.977037989129276,6.432903789590183,3.1879646072293775,25.0,1.0,1.0,1.0,1.0
59.1,25.85727697524801,4.413901673638851,3.926609805050328,25.0,1.0,1.0,1.0,1.0
59.25,24.406679973535066,2.789025441136463,4.87001710209685,25.0,1.0,1.0,1.0,1.0
59.4,22.622436659311596,1.6279224950611124,5.991403650038272,25.0,1.0,1.0,1.0,1.0
59.55,20.590440977384574,0.9119448166616384,7.185118025025644,25.0,1.0,1.0,1.0,1.0
59.7,18.46963202363327,0.5322371185776134,8.293009271298489,25.0,1.0,1.0,1.0,1.0
59.85,16.418684741254623,0.3527557809694575,9.180147675788861,25.0,1.0,1.0,1.0,1.0
60.0,14.53690174315252,0.2723377634919082,9.78587932920004,25.0,1.0,1.0,1.0,1.0
60.15,12.86177032898353,0.23700930786413177,10.11517210924909,25.0,1.0,1.0,1.0,1.0
60.3,11.394416439186346,0.22314615734020277,10.205759920789506,25.0,1.0,1.0,1.0,1.0
60.45,10.120786373510924,0.22119775225190838,10.104038365609936,25.0,1.0,1.0,1.0,1.0
60.6,9.022262022076417,0.22730474381108035,9.854103253966871,25.0,1.0,1.0,1.0,1.0
60.75,8.079911730715475,0.23992489038387146,9.494171140694377,25.0,1.0,1.0,1.0,1.0
60.9,7.276018362356528,0.2585755679855376,9.055997864524736,25.0,1.0,1.0,1.0,1.0
61.05,6.59456335591376,0.2833569455609086,8.565336205334827,25.0,1.0,1.0,1.0,1.0
61.2,6.021310480184501,0.31476374358838005,8.042696966339909,25.0,1.0,1.0,1.0,1.0
61.35,5.5437295812836975,0.353615086695926,7.504150881719955,25.0,1.0,1.0,1.0,1.0
61.5,5.150855773569709,0.4010410328042073,6.962078375724845,25.0,1.0,1.0,1.0,1.0
61.65,4.833125315187134,0.45850168027964266,6.425836375142315,25.0,1.0,1.0,1.0,1.0
61.8,4.58220632365808,0.5278303654598413,5.9023367249919705,25.0,1.0,1.0,1.0,1.0
61.95,4.3908320201178075,0.6112981574813325,5.396541081860815,25.0,1.0,1.0,1.0,1.0
62.1,4.252639058420524,0.7116984516547884,4.911882961776871,25.0,1.0,1.0,1.0,1.0
62.25,4.162011202099871,0.8324529603551506,4.450625621130118,25.0,1.0,1.0,1.0,1.0
62.4,4.113926676319893,0.9777383865791507,4.014166789860416,25.0,1.0,1.0,1.0,1.0
62.55,4.10380791441761,1.1526304139947807,3.60329874165619,25.0,1.0,1.0,1.0,1.0
62.7,4.127373306187629,1.363255328015396,3.2184302595980783,25.0,1.0,1.0,1.0,1.0
62.85,4.180493850650721,1.616928046668315,2.859773080720321,25.0,1.0,1.0,1.0,1.0
63.0,4.259062246465728,1.922238800664755,2.527490721096218,25.0,1.0,1.0,1.0,1.0
63.15,4.358890720198213,2.2890264689019792,2.2217995828326758,25.0,1.0,1.0,1.0,1.0
63.3,4.475661684824405,2.7281540517718934,1.943006605358172,25.0,1.0,1.0,1.0,1.0
63.45,4.604961982513455,3.250995569567287,1.691463877618816,25.0,1.0,1.0,1.0,1.0
63.6,4.742430687676483,3.8685617061154876,1.467423082277049,25.0,1.0,1.0,1.0,1.0
63.75,4.884007407216146,4.590325606457186,1.2708189134945906,25.0,1.0,1.0,1.0,1.0
63.9,5.0262596663893655,5.422907025473775,1.1010077037772887,25.0,1.0,1.0,1.0,1.0
64.05,5.166657478262544,6.369027798412335,0.9565952791995117,25.0,1.0,1.0,1.0,1.0
64.2,5.303714470983878,7.427073500089998,0.8354118924879262,25.0,1.0,1.0,1.0,1.0
64.35,5.436909030505635,8.59147893092272,0.7346967613130594,25.0,1.0,1.0,1.0,1.0
64.5,5.566433006771888,9.853774288722402,0.6514135834670789,25.0,1.0,1.0,1.0,1.0
64.65,5.692878610842843,11.203868001665255,0.5825820014306099,25.0,1.0,1.0,1.0,1.0
64.8,5.816966579010378,12.631202951735064,0.5255188995580692,25.0,1.0,1.0,1.0,1.0
64.95,5.939383636938353,14.125542841261154,0.4779480913505819,25.0,1.0,1.0,1.0,1.0
65.1,6.060705679341919,15.67741911288746,0.43801437089703216,25.0,1.0,1.0,1.0,1.0
65.25,6.1813824445052346,17.27831159718755,0.4042377663818972,25.0,1.0,1.0,1.0,1.0
65.4,6.301750255882328,18.920674736648298,0.3754495363704713,25.0,1.0,1.0,1.0,1.0
65.55,6.422053316887358,20.59788398533105,0.3507290169296721,25.0,1.0,1.0,1.0,1.0
65.7,6.542464801889538,22.30414792470437,0.32934951357805264,25.0,1.0,1.0,1.0,1.0
65.85,6.663104080471513,24.034406070595132,0.3107349216080076,25.0,1.0,1.0,1.0,1.0
66.0,6.784052422539566,25.784246956659874,0.29442543334545923,25.0,1.0,1.0,1.0,1.0
66.15,6.905361949492971,27.549809562651543,0.28005195099802827,25.0,1.0,1.0,1.0,1.0
66.3,7.027063932872169,29.32770762007388,0.2673159523580977,25.0,1.0,1.0,1.0,1.0
66.45,7.149174774846021,31.11496389523856,0.2559742406152068,25.0,1.0,1.0,1.0,1.0
66.6,7.271700256344363,32.90895296816074,0.24582732050438266,25.0,1.0,1.0,1.0,1.0
66.75,7.394638657927939,34.70735233888181,0.2367104298086505,25.0,1.0,1.0,1.0,1.0
66.9,7.5179830344449545,36.508100556534444,0.2284865814496959,25.0,1.0,1.0,1.0,1.0
67.05,7.641722874449355,38.309362089713716,0.22104117398644077,25.0,1.0,1.0,1.0,1.0
67.2,7.7658453043668105,40.109497099184566,0.2142777466566331,25.0,1.0,1.0,1.0,1.0
67.35,7.890335967250016,41.907036052991295,0.208114648600428,25.0,1.0,1.0,1.0,1.0
67.5,8.015179655392282,43.70065788205151,0.20248238474735183,25.0,1.0,1.0,1.0,1.0
67.65,8.140360767337553,45.48917145688602,0.1973215023722028,25.0,1.0,1.0,1.0,1.0
67.8,8.265863633947511,47.27149970428683,0.1925808911596077,25.0,1.0,1.0,1.0,1.0
67.95,8.391672747509563,49.046665918597554,0.18821640642573242,25.0,1.0,1.0,1.0,1.0
68.1,8.5177729217033,50.813782081430055,0.1841897543556488,25.0,1.0,1.0,1.0,1.0
68.25,8.644149398246153,52.57203868502828,0.18046757619362813,25.0,1.0,1.0,1.0,1.0
68.4,8.770787915921794,54.320695961522524,0.17702069735114886,25.0,1.0,1.0,1.0,1.0
68.55,8.897674752081441,56.05907627667469,0.17382350715351177,25.0,1.0,1.0,1.0,1.0
68.7,9.024796743371315,57.78655748404819,0.1708534429716363,25.0,1.0,1.0,1.0,1.0
68.85,9.152141291773441,59.50256711936508,0.16809055981624482,25.0,1.0,1.0,1.0,1.0
69.0,9.279696360362983,61.20657732151841,0.16551716979682757,25.0,1.0,1.0,1.0,1.0
69.15,9.407450461895072,62.89810037956046,0.16311753888324565,25.0,1.0,1.0,1.0,1.0
69.3,9.535392453284484,64.57668080098985,0.16087759465486132,25.0,1.0,1.0,1.0,1.0
69.45,9.663512036567807,66.24190530142366,0.1587849357557671,25.0,1.0,1.0,1.0,1.0
69.6,9.79179966352377,67.89338746594915,0.1568280610609544,25.0,1.0,1.0,1.0,1.0
69.75,9.920245443922896,69.53076036022226,0.15499697359545225,25.0,1.0,1.0,1.0,1.0
69.9,10.048840377506927,71.15368705475535,0.1532825424046916,25.0,1.0,1.0,1.0,1.0
70.05,10.177575810631815,72.76185168822195,0.15167651794100928,25.0,1.0,1.0,1.0,1.0
70.2,10.306443604040012,74.35495868919715,0.15017131557523736,25.0,1.0,1.0,1.0,1.0
70.35,10.435435721921136,75.93273345267941,0.14876042985109056,25.0,1.0,1.0,1.0,1.0
70.5,10.56454503217858,77.49491673837514,0.14743735179040418,25.0,1.0,1.0,1.0,1.0
70.65,10.693764096934027,79.04126509674875,0.14619672753739255,25.0,1.0,1.0,1.0,1.0
70.8,10.823086130831893,80.57154939281875,0.14503336560840768,25.0,1.0,1.0,1.0,1.0
70.95,10.952504637227769,82.08555399014587,0.1439425306983689,25.0,1.0,1.0,1.0,1.0
71.1,11.082013301025833,83.58307573866841,0.14291998406071363,25.0,1.0,1.0,1.0,1.0
71.25,11.21160613448874,85.06392275324893,0.14196177434936127,25.0,1.0,1.0,1.0,1.0
71.4,11.341277361644414,86.52791375629032,0.14106430767108002,25.0,1.0,1.0,1.0,1.0
71.55,11.471021441503286,87.97487705910828,0.14022426624043696,25.0,1.0,1.0,1.0,1.0
71.7,11.600833067195612,89.4046498934144,0.13943857100473053,25.0,1.0,1.0,1.0,1.0
71.85,11.730707087101072,90.81707802438602,0.13870443385133843,25.0,1.0,1.0,1.0,1.0
72.0,11.860638645570784,92.21201485677452,0.13801917435076896,25.0,1.0,1.0,1.0,1.0
72.15,11.990622935921593,93.58932137812712,0.13738044929174573,25.0,1.0,1.0,1.0,1.0
72.3,12.120655292137767,94.94886529960341,0.13678611776976726,25.0,1.0,1.0,1.0,1.0
72.45,12.250731426521607,96.29052029329581,0.13623397482983865,25.0,1.0,1.0,1.0,1.0
72.6,12.380847019673018,97.61416611836057,0.13572214563415277,25.0,1.0,1.0,1.0,1.0
72.75,12.510997919730896,98.91968818198234,0.1352488730219055,25.0,1.0,1.0,1.0,1.0
72.9,12.641180083310935,100.2069769596495,0.1348125413683994,25.0,1.0,1.0,1.0,1.0
73.05,12.771389704514,101.47592764711239,0.13441153596709984,25.0,1.0,1.0,1.0,1.0
73.2,12.901622937595533,102.72644008170639,0.13404450093245587,25.0,1.0,1.0,1.0,1.0
73.35,13.031876129780507,103.95841844378789,0.1337101030832744,25.0,1.0,1.0,1.0,1.0
73.5,13.162145790292556,105.17177073272839,0.1334070330173337,25.0,1.0,1.0,1.0,1.0
73.65,13.292428324976159,106.36640887502577,0.13313426172769852,25.0,1.0,1.0,1.0,1.0
73.8,13.42272041082576,107.54224814830908,0.13289065592289123,25.0,1.0,1.0,1.0,1.0
73.95,13.553018762106387,108.69920755431752,0.13267521644510277,25.0,1.0,1.0,1.0,1.0
74.1,13.683320132675808,109.83720901893308,0.1324870386772445,25.0,1.0,1.0,1.0,1.0
74.25,13.813621485013929,110.95617813194222,0.13232518133035284,25.0,1.0,1.0,1.0,1.0
74.4,13.943919666005527,112.05604070369652,0.13218882358074324,25.0,1.0,1.0,1.0,1.0
74.55,14.074211547827543,113.13672734751313,0.13207733097770355,25.0,1.0,1.0,1.0,1.0
74.7,14.204494243514802,114.19817075174416,0.1319899282204598,25.0,1.0,1.0,1.0,1.0
74.85,14.334764833862613,115.24030595424256,0.1319259703104121,25.0,1.0,1.0,1.0,1.0
75.0,14.46502047605104,116.26307020678306,0.13188483290516745,25.0,1.0,1.0,1.0,1.0
75.15,14.595258391876124,117.26640395782589,0.1318659622060638,25.0,1.0,1.0,1.0,1.0
75.3,14.725475784626505,118.25024704590457,0.1318687957680798,25.0,1.0,1.0,1.0,1.0
75.45,14.855669928087297,119.21454327139041,0.13189286544730233,25.0,1.0,1.0,1.0,1.0
75.6,14.985838128946963,120.15923748377425,0.13193771086171666,25.0,1.0,1.0,1.0,1.0
75.75,15.115977717374369,121.08427573981336,0.13200289692739503,25.0,1.0,1.0,1.0,1.0
75.9,15.246086077239116,121.98960652182153,0.13208803030314623,25.0,1.0,1.0,1.0,1.0
76.05,15.376160589233212,122.8751791148445,0.1321927489055119,25.0,1.0,1.0,1.0,1.0
76.2,15.506198657466626,123.74094460795322,0.1323167356497998,25.0,1.0,1.0,1.0,1.0
76.35,15.636197744229138,124.58685476807415,0.13245964026998072,25.0,1.0,1.0,1.0,1.0
76.5,15.766155394516051,125.4128637481059,0.13262111849127928,25.0,1.0,1.0,1.0,1.0
76.65,15.89606908325386,126.2189274950809,0.13280096007084288,25.0,1.0,1.0,1.0,1.0
76.8,16.025936121392434,127.00500199863323,0.13299910113691002,25.0,1.0,1.0,1.0,1.0
76.95,16.155754096609602,127.77104482864323,0.1332152693861362,25.0,1.0,1.0,1.0,1.0
77.1,16.28552072458784,128.5170136844137,0.13344906345614824,25.0,1.0,1.0,1.0,1.0
77.25,16.415233613952147,129.2428672243565,0.13370020944846242,25.0,1.0,1.0,1.0,1.0
77.4,16.544889872688454,129.94856533975366,0.13396894047006924,25.0,1.0,1.0,1.0,1.0
77.55,16.674487126570053,130.63406737196095,0.13425493385355888,25.0,1.0,1.0,1.0,1.0
77.7,16.804023023980143,131.29933707073675,0.1345580842335597,25.0,1.0,1.0,1.0,1.0
77.85,16.933495317094227,131.94433993678865,0.1348782857322542,25.0,1.0,1.0,1.0,1.0
78.0,17.062901421841847,132.56903752267598,0.1352154547337722,25.0,1.0,1.0,1.0,1.0
78.15,17.192238780803226,133.17339240764844,0.1355695240595543,25.0,1.0,1.0,1.0,1.0
78.3,17.321504875414306,133.75736841290984,0.13594044439343433,25.0,1.0,1.0,1.0,1.0
78.45,17.450697235992124,134.32093122595458,0.13632818525258802,25.0,1.0,1.0,1.0,1.0
78.6,17.579813355883214,134.86404671738498,0.1367327297741562,25.0,1.0,1.0,1.0,1.0
78.75,17.708850740363825,135.38668084566453,0.1371540599512009,25.0,1.0,1.0,1.0,1.0
78.9,17.837806844310233,135.88880055830992,0.13759219972514766,25.0,1.0,1.0,1.0,1.0
79.05,17.96667913206287,136.37037280441598,0.13804716887739485,25.0,1.0,1.0,1.0,1.0
79.2,18.0954650267958,136.83136532867854,0.13851901292995253,25.0,1.0,1.0,1.0,1.0
79.35,18.224161951857745,137.27174595406166,0.13900777997880612,25.0,1.0,1.0,1.0,1.0
79.5,18.352767280423016,137.69148315560653,0.13951354653664352,25.0,1.0,1.0,1.0,1.0
79.65,18.481278392327376,138.090545373249,0.1400363863438821,25.0,1.0,1.0,1.0,1.0
79.8,18.60969259632746,138.46890171541122,0.14057640605970606,25.0,1.0,1.0,1.0,1.0
79.95,18.73800720725361,138.82652128600827,0.14113371079325138,25.0,1.0,1.0,1.0,1.0
80.1,18.866219541183266,139.1633733083119,0.1417084082223675,25.0,1.0,1.0,1.0,1.0
80.25,18.994326808185242,139.47942722323842,0.14230065019404403,25.0,1.0,1.0,1.0,1.0
80.4,19.1223261850435,139.77465299345943,0.14291060864513547,25.0,1.0,1.0,1.0,1.0
80.55,19.250214835786988,140.04902130183353,0.14353847005819492,25.0,1.0,1.0,1.0,1.0
80.7,19.377989883120208,140.302501899478,0.1441844033369978,25.0,1.0,1.0,1.0,1.0
80.85,19.505648410070513,140.53506477669598,0.14484859280801937,25.0,1.0,1.0,1.0,1.0
81.0,19.63318744905019,140.74668108661697,0.14553127098238786,25.0,1.0,1.0,1.0,1.0
81.15,19.760603987565794,140.93732089733066,0.14623265063757346,25.0,1.0,1.0,1.0,1.0
81.3,19.887894969700373,141.10695417386026,0.1469529522406425,25.0,1.0,1.0,1.0,1.0
81.45,20.015057307566526,141.2555518490663,0.14769242829732407,25.0,1.0,1.0,1.0,1.0
81.6,20.14208780159255,141.3830841145936,0.14845136714148635,25.0,1.0,1.0,1.0,1.0
81.75,20.268983169599984,141.48952095752114,0.14923008893584833,25.0,1.0,1.0,1.0,1.0
81.9,20.395740154682922,141.5748329114951,0.1500288934383572,25.0,1.0,1.0,1.0,1.0
82.05,20.522355383461118,141.6389899745712,0.15084810988419453,25.0,1.0,1.0,1.0,1.0
82.2,20.648825399688594,141.68196185167363,0.1516880823772806,25.0,1.0,1.0,1.0,1.0
82.35,20.775146732755303,141.70371863900323,0.15254917757429343,25.0,1.0,1.0,1.0,1.0
82.5,20.90131580589401,141.70422987785713,0.15343177177476852,25.0,1.0,1.0,1.0,1.0
82.65,21.027328946325724,141.68346464845376,0.15433625138120227,25.0,1.0,1.0,1.0,1.0
82.8,21.153182464254478,141.64139244170352,0.15526302918012888,25.0,1.0,1.0,1.0,1.0
82.95,21.278872536035276,141.57798210948866,0.15621254648397567,25.0,1.0,1.0,1.0,1.0
83.1,21.40439518973089,141.4932018690698,0.15718528807877494,25.0,1.0,1.0,1.0,1.0
83.25,21.529746479457728,141.3870203543205,0.1581817226451904,25.0,1.0,1.0,1.0,1.0
83.4,21.654922300395206,141.25940547434084,0.15920236271323257,25.0,1.0,1.0,1.0,1.0
83.55,21.779918377185467,141.11032431204018,0.1602477646731661,25.0,1.0,1.0,1.0,1.0
83.7,21.904730452011897,140.93974437869318,0.16131847964219057,25.0,1.0,1.0,1.0,1.0
83.85,22.029354107440906,140.7476323556109,0.16241509141774346,25.0,1.0,1.0,1.0,1.0
84.0,22.153784752207837,140.5339538546145,0.16353820446232134,25.0,1.0,1.0,1.0,1.0
84.15,22.27801778523587,140.2986749655036,0.16468845033435567,25.0,1.0,1.0,1.0,1.0
84.3,22.402048432614134,140.04176083858331,0.1658664926016237,25.0,1.0,1.0,1.0,1.0
84.45,22.525871675747272,139.76317534293622,0.16707305553912447,25.0,1.0,1.0,1.0,1.0
84.6,22.649482533901267,139.46288281440457,0.16830884916775812,25.0,1.0,1.0,1.0,1.0
84.75,22.772875817255684,139.14084656161228,0.1695746361573045,25.0,1.0,1.0,1.0,1.0
84.9,22.89604603249952,138.79702841838971,0.17087126247236992,25.0,1.0,1.0,1.0,1.0
85.05,23.01898774454838,138.43139064494488,0.17219954759295875,25.0,1.0,1.0,1.0,1.0
85.2,23.141695287241024,138.043894370834,0.1735603678436644,25.0,1.0,1.0,1.0,1.0
85.35,23.264162672568197,137.63449890245997,0.17495465751558578,25.0,1.0,1.0,1.0,1.0
