C_1_task1,F_2_task1,P_3_task1,_1_task1
18.0,135.0,0.0,0.0
17.991226055464885,135.63260637434828,0.13897200055967576,0.15
18.11986808793451,136.08738780682697,0.13944852612408143,0.3
18.248419698446533,136.52156241656596,0.13994221538423204,0.45
18.376877711753764,136.93509179188044,0.14045313535165832,0.6
18.50524013583169,137.32795292446087,0.14098136855434829,0.75
18.633505133080522,137.70012437744933,0.14152698148564902,0.9
18.761669103842053,138.05156514950087,0.14209011695472182,1.05
18.889729796273595,138.38225055613964,0.14267091132447154,1.2
19.01768472459655,138.69215329172417,0.14326949992226273,1.35
19.14553025569033,138.98123400345088,0.143886077979346,1.5
19.273264935834675,139.2494782056651,0.1445207719677538,1.65
19.400885254613655,139.49684878998337,0.14517379836052927,1.8
19.528387774943475,139.72331054291635,0.1458453940754751,1.95
19.655769389322344,139.9288318054791,0.14653572953347185,2.1
19.78302694502924,140.11338076111596,0.14724500061688028,2.25
19.91015741268987,140.27692891308243,0.14797347015821563,2.4
20.037157571012656,140.41944579533651,0.1487214264016078,2.55
20.164024188748165,140.5409021437435,0.14948921055532238,2.7
20.290754022232385,140.6412677874854,0.15027708099151754,2.85
20.41734378287038,140.72051273713495,0.15108531665648475,3.0
20.543790010910115,140.77860665214757,0.15191428085648437,3.15
20.670089251435584,140.8155192007497,0.15276432572117835,3.3
20.796237892024145,140.8312196122013,0.1536358310196639,3.45
20.922232376420485,140.8256772739849,0.15452916702800004,3.6
21.04806887821989,140.79886082824282,0.15544477220423242,3.75
21.17374372913924,140.75073935308646,0.1563830451059984,3.9
21.299252874163844,140.68128075430235,0.15734447877079244,4.05
21.424592470163432,140.5904535651143,0.1583295144614494,4.2
21.54975838265144,140.4782253617555,0.1593386642030879,4.35
21.674746503077227,140.3445637996306,0.16037243453356648,4.5
21.79955244711666,140.18943552940203,0.16143140654388186,4.65
21.92417193592409,140.01280759982495,0.16251613143725777,4.8
22.04860046017768,139.81464598376735,0.16362719778583357,4.95
22.17283335452213,139.5949161827881,0.1647652387818814,5.1
22.296865842390627,139.35358319047558,0.16593092035406573,5.25
22.42069302997626,139.0906114539228,0.16712493936243802,5.4
22.54430985666268,138.80596476969131,0.16834802191132012,5.55
22.667711191577137,138.49960633741665,0.16960089778708298,5.7
22.79089172929111,138.17149881311218,0.17088434853206624,5.85
22.913845944161146,137.82160384369473,0.17219922836510446,6.0
23.036568238608506,137.4498827211634,0.17354639135971667,6.15
23.159052782542496,137.05629559138475,0.1749267442045291,6.3
23.28129358745243,136.64080187276218,0.17634123118916825,6.45
23.403284483333586,136.20336016387515,0.17779084387967953,6.6
23.525019044078913,135.7439278222842,0.17927663486677609,6.75
23.64649071996185,135.26246164478428,0.18079968391856402,6.9
23.767692625887126,134.75891675470086,0.18236115187166219,7.05
23.88861777410987,134.23324785290592,0.1839622233317262,7.2
24.009258796858166,133.68540774126404,0.18560417546408084,7.35
24.12960818042169,133.11534855463645,0.18728831926905337,7.5
24.24965815585529,132.52302118704867,0.18901602706673598,7.65
24.369400577482356,131.90837480593865,0.19078877729913382,7.8
24.488827033789295,131.27135726364787,0.1926081107926628,7.95
24.607928818080886,130.61191496441083,0.19447564016507518,8.1
24.72669688200467,129.92999266192103,0.19639305754339523,8.25
24.845121823955708,129.2255333964916,0.19836214244824008,8.4
24.96319386086705,128.49847836922805,0.2003847761210362,8.55
25.08090281804951,127.74876702928327,0.20246294656459493,8.7
25.19823810713946,126.97633697305207,0.20459875729129912,8.85
25.315188720805736,126.18112363145279,0.20679440672390562,9.0
25.431743178383773,125.3630603255962,0.20905222407431406,9.15
25.54788948440959,124.5220780436874,0.211374675392284,9.3
25.66361519822675,123.65810564343052,0.21376434549771453,9.45
25.77890729965625,122.77106939922923,0.2162239792263213,9.6
25.893752056654666,121.86089255746926,0.21875653179497093,9.75
26.00813529831529,120.92749618753328,0.221365063818923,9.9
26.12204214361599,119.9707982927323,0.22405284190522665,10.05
26.235456815401253,118.99071319491802,0.22682340481835978,10.2
26.348363016234767,117.98715271187831,0.22968042433185762,10.35
26.460743605934038,116.96002510509015,0.23262782148247646,10.5
26.57258037304739,115.90923428169346,0.23566982514223753,10.65
26.68385444620047,114.83468116504417,0.23881086060832205,10.8
26.794545952442686,113.7362625274262,0.24205564544514202,10.95
26.904633752874272,112.61387038608599,0.24540930093681615,11.1
27.01409574236955,111.4673926413313,0.24887722801791634,11.25
27.12290855143442,110.29671238098247,0.25246523514976593,11.4
27.231047308786906,109.1017074006611,0.25617965635722817,11.55
27.338485924322626,107.88225054652115,0.26002718367349087,11.7
27.44519665075064,106.63820849829106,0.2640150142262889,11.85
27.551150165805495,105.3694421725004,0.26815086597962623,12.0
27.656315421368205,104.07580622482682,0.27244301524388265,12.15
27.7606593268266,102.75714801304547,0.27690036156617653,12.3
