Time,OCT4_Gene,NANOG_Gene,SOX2_Gene,targetGene,degradation,p53,A,OCT4,SOX2,NANOG,OCT4_SOX2,Protein,eta1,a1,a2,a3,f,b1,b2,b3,gamma1,eta5,e1,e2,f2,f1,f3,gamma2,k1c,k2c,k3c,eta3,c1,c2,c3,d1,d2,d3,gamma3,g1,eta7,h1,h2,gamma4,compartment,J0,J1,J2,J3,J4,J5,J6,J7,J8,J9
1.68,0.0,0.0,0.0,0.01,0.0,0.0,10.0,6.76034250691087,6.760342506910822,0.004253075603178171,0.4251604864420615,0.032163592694929896,0.0001,1.0,0.01,0.5,1000.0,0.0011,0.001,0.001,1.0,0.0001,0.01,0.1,0.001,0.001,0.05,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.5,0.0011,0.001,0.001,1.0,0.1,0.0001,0.0011,1.0,0.01,1.0,9.892216684799564,6.76034250691087,0.004530494001350908,0.004253075603178171,2.284686380050839,2.1258024322103077,9.892216684799564,6.760342506910822,0.03866187042357018,0.00032163592694929897
1.69,0.0,0.0,0.0,0.01,0.0,0.0,10.0,6.768743799157747,6.768743799157698,0.004255918624648881,0.4267382811621499,0.03254769120141061,0.0001,1.0,0.01,0.5,1000.0,0.0011,0.001,0.001,1.0,0.0001,0.01,0.1,0.001,0.001,0.05,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.5,0.0011,0.001,0.001,1.0,0.1,0.0001,0.0011,1.0,0.01,1.0,9.892220692526722,6.768743799157747,0.004547050038277815,0.004255918624648881,2.290367892650644,2.1336914058107497,9.892220692526722,6.768743799157698,0.038804670102396153,0.00032547691201410605
1.7,0.0,0.0,0.0,0.01,0.0,0.0,10.0,6.77700544187808,6.777005441878032,0.004258896985192531,0.428294112448372,0.03293316925009549,0.0001,1.0,0.01,0.5,1000.0,0.0011,0.001,0.001,1.0,0.0001,0.01,0.1,0.001,0.001,0.05,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.5,0.0011,0.001,0.001,1.0,0.1,0.0001,0.0011,1.0,0.01,1.0,9.892224685011083,6.77700544187808,0.004563383924217571,0.004258896985192531,2.2959618438497906,2.14147056224186,9.892224685011083,6.777005441878032,0.03894547655371748,0.00032933169250095494
1.71,0.0,0.0,0.0,0.01,0.0,0.0,10.0,6.785129689986696,6.785129689986647,0.004262007140263076,0.42982820250236453,0.03332000689195079,0.0001,1.0,0.01,0.5,1000.0,0.0011,0.001,0.001,1.0,0.0001,0.01,0.1,0.001,0.001,0.05,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.5,0.0011,0.001,0.001,1.0,0.1,0.0001,0.0011,1.0,0.01,1.0,9.892228662208282,6.785129689986696,0.004579497867228873,0.004262007140263076,2.301469417294429,2.149141012511823,9.892228662208282,6.785129689986647,0.039084310003358755,0.0003332000689195079
1.72,0.0,0.0,0.0,0.01,0.0,0.0,10.0,6.793118764356006,6.793118764355957,0.004265245603358066,0.4313407737907894,0.03370818439221718,0.0001,1.0,0.01,0.5,1000.0,0.0011,0.001,0.001,1.0,0.0001,0.01,0.1,0.001,0.001,0.05,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.5,0.0011,0.001,0.001,1.0,0.1,0.0001,0.0011,1.0,0.01,1.0,9.892232624069045,6.793118764356006,0.004595394076939389,0.004265245603358066,2.3068917865584764,2.156703868953947,9.892232624069045,6.793118764355957,0.03922119070024088,0.00033708184392217176
1.73,0.0,0.0,0.0,0.01,0.0,0.0,10.0,6.800974852286019,6.800974852285969,0.004268608945624931,0.4328320488426482,0.03409768223269132,0.0001,1.0,0.01,0.5,1000.0,0.0011,0.001,0.001,1.0,0.0001,0.01,0.1,0.001,0.001,0.05,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.5,0.0011,0.001,0.001,1.0,0.1,0.0001,0.0011,1.0,0.01,1.0,9.892236570539353,6.800974852286019,0.0046110747625673415,0.004268608945624931,2.312230115022482,2.164160244213241,9.892236570539353,6.800974852285969,0.03935613889800176,0.0003409768223269132
1.74,0.0,0.0,0.0,0.01,0.0,0.0,10.0,6.80870010576323,6.80870010576318,0.004272093780946448,0.434302257291558,0.03448848092688196,0.0001,1.0,0.01,0.5,1000.0,0.0011,0.001,0.001,1.0,0.0001,0.01,0.1,0.001,0.001,0.05,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.5,0.0011,0.001,0.001,1.0,0.1,0.0001,0.0011,1.0,0.01,1.0,9.892240501573362,6.80870010576323,0.0046265422057868094,0.004272093780946448,2.3174855542537025,2.17151128645779,9.892240501573362,6.80870010576318,0.03948917549268952,0.0003448848092688196
1.75,0.0,0.0,0.0,0.01,0.0,0.0,10.0,6.81629664508873,6.816296645088681,0.004275696786286889,0.43575162532521566,0.03488056128955963,0.0001,1.0,0.01,0.5,1000.0,0.0011,0.001,0.001,1.0,0.0001,0.01,0.1,0.001,0.001,0.05,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.5,0.0011,0.001,0.001,1.0,0.1,0.0001,0.0011,1.0,0.01,1.0,9.892244417115373,6.81629664508873,0.004641798651838345,0.004275696786286889,2.3226592460670523,2.1787581266260783,9.892244417115373,6.816296645088681,0.039620321067298916,0.0003488056128955963
1.76,0.0,0.0,0.0,0.01,0.0,0.0,10.0,6.82376655974292,6.82376655974287,0.004279414703890422,0.4371803741894163,0.035273904472441914,0.0001,1.0,0.01,0.5,1000.0,0.0011,0.001,0.001,1.0,0.0001,0.01,0.1,0.001,0.001,0.05,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.5,0.0011,0.001,0.001,1.0,0.1,0.0001,0.0011,1.0,0.01,1.0,9.892248317097756,6.82376655974292,0.0046568462941774195,0.004279414703890422,2.3277523227190793,2.1859018709470814,9.892248317097756,6.82376655974287,0.03974959575630752,0.0003527390447244191
1.77,0.0,0.0,0.0,0.01,0.0,0.0,10.0,6.8311119063965835,6.831111906396533,0.004283244324739135,0.4385887280423168,0.03566849175837725,0.0001,1.0,0.01,0.5,1000.0,0.0011,0.001,0.001,1.0,0.0001,0.01,0.1,0.001,0.001,0.05,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.5,0.0011,0.001,0.001,1.0,0.1,0.0001,0.0011,1.0,0.01,1.0,9.892252201455172,6.8311119063965835,0.004671687355716505,0.004283244324739135,2.332765905157599,2.192943640211584,9.892252201455172,6.831111906396533,0.03987701995690207,0.00035668491758377254
1.78,0.0,0.0,0.0,0.01,0.0,0.0,10.0,6.838334710329191,6.83833471032914,0.0042871824943869225,0.43997691064458344,0.03606430464387957,0.0001,1.0,0.01,0.5,1000.0,0.0011,0.001,0.001,1.0,0.0001,0.01,0.1,0.001,0.001,0.05,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.5,0.0011,0.001,0.001,1.0,0.1,0.0001,0.0011,1.0,0.01,1.0,9.89225607011923,6.838334710329191,0.004686324054726793,0.0042871824943869225,2.3377011036139894,2.199884553222917,9.89225607011923,6.83833471032914,0.040002614029230936,0.00036064304643879574
1.79,0.0,0.0,0.0,0.01,0.0,0.0,10.0,6.845436965887238,6.845436965887187,0.004291226112489192,0.4413451451949166,0.03646132484042298,0.0001,1.0,0.01,0.5,1000.0,0.0011,0.001,0.001,1.0,0.0001,0.01,0.1,0.001,0.001,0.05,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.5,0.0011,0.001,0.001,1.0,0.1,0.0001,0.0011,1.0,0.01,1.0,9.89225992301865,6.845436965887238,0.00470075860323087,0.004291226112489192,2.3425590175515616,2.2067257259745827,9.89225992301865,6.845436965887187,0.04012639828149351,0.00036461324840422976
1.8,0.0,0.0,0.0,0.01,0.0,0.0,10.0,6.852420633195655,6.852420633195605,0.004295372121901865,0.44269366124954107,0.03685953410966845,0.0001,1.0,0.01,0.5,1000.0,0.0011,0.001,0.001,1.0,0.0001,0.01,0.1,0.001,0.001,0.05,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.5,0.0011,0.001,0.001,1.0,0.1,0.0001,0.0011,1.0,0.01,1.0,9.892263760092648,6.852420633195655,0.004714993278746061,0.004295372121901865,2.347340733051011,2.213468306247705,9.892263760092648,6.852420633195605,0.04024839359640617,0.00036859534109668447
1.81,0.0,0.0,0.0,0.01,0.0,0.0,10.0,6.859287644784935,6.859287644784884,0.004299617525383704,0.4440226828950382,0.03725891453816471,0.0001,1.0,0.01,0.5,1000.0,0.0011,0.001,0.001,1.0,0.0001,0.01,0.1,0.001,0.001,0.05,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.5,0.0011,0.001,0.001,1.0,0.1,0.0001,0.0011,1.0,0.01,1.0,9.892267581269259,6.859287644784935,0.004729030301906762,0.004299617525383704,2.3520473270120505,2.220113414475191,9.892267581269259,6.859287644784884,0.04036862036033561,0.00037258914538164714
1.82,0.0,0.0,0.0,0.01,0.0,0.0,10.0,6.866039904834541,6.86603990483449,0.00430395938174389,0.4453324308808287,0.03765944848479578,0.0001,1.0,0.01,0.5,1000.0,0.0011,0.001,0.001,1.0,0.0001,0.01,0.1,0.001,0.001,0.05,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.5,0.0011,0.001,0.001,1.0,0.1,0.0001,0.0011,1.0,0.01,1.0,9.892271386469686,6.866039904834541,0.004742871858627538,0.00430395938174389,2.356679866308118,2.2266621544041434,9.892271386469686,6.86603990483449,0.04048709865638296,0.0003765944848479578
1.83,0.0,0.0,0.0,0.01,0.0,0.0,10.0,6.872679286967307,6.872679286967255,0.004308394797955852,0.44662312749115707,0.03806111846400695,0.0001,1.0,0.01,0.5,1000.0,0.0011,0.001,0.001,1.0,0.0001,0.01,0.1,0.001,0.001,0.05,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.5,0.0011,0.001,0.001,1.0,0.1,0.0001,0.0011,1.0,0.01,1.0,9.892275175617838,6.872679286967307,0.0047565201506340055,0.004308394797955852,2.3612394059479636,2.2331156374557852,9.892275175617838,6.872679286967255,0.04060384870547143,0.0003806111846400695
1.84,0.0,0.0,0.0,0.01,0.0,0.0,10.0,6.879207635910309,6.879207635910258,0.004312920932034567,0.44789499410711436,0.03846390720039671,0.0001,1.0,0.01,0.5,1000.0,0.0011,0.001,0.001,1.0,0.0001,0.01,0.1,0.001,0.001,0.05,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.5,0.0011,0.001,0.001,1.0,0.1,0.0001,0.0011,1.0,0.01,1.0,9.892278948636138,6.879207635910309,0.0047699773702955025,0.004312920932034567,2.3657269899042106,2.239474970535572,9.892278948636138,6.879207635910258,0.04071889064559851,0.0003846390720039671
1.85,0.0,0.0,0.0,0.01,0.0,0.0,10.0,6.885626767935734,6.885626767935682,0.004317534992517598,0.44914825107522566,0.0388677976292364,0.0001,1.0,0.01,0.5,1000.0,0.0011,0.001,0.001,1.0,0.0001,0.01,0.1,0.001,0.001,0.05,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.5,0.0011,0.001,0.001,1.0,0.1,0.0001,0.0011,1.0,0.01,1.0,9.892282705445613,6.885626767935734,0.004783245699338271,0.004317534992517598,2.3701436511145624,2.2457412553761285,9.892282705445613,6.885626767935682,0.040832244519926834,0.00038867797629236404
1.86,0.0,0.0,0.0,0.01,0.0,0.0,10.0,6.891938466632633,6.891938466632583,0.00432223423024402,0.4503831243120735,0.039272772747815564,0.0001,1.0,0.01,0.5,1000.0,0.0011,0.001,0.001,1.0,0.0001,0.01,0.1,0.001,0.001,0.05,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.5,0.0011,0.001,0.001,1.0,0.1,0.0001,0.0011,1.0,0.01,1.0,9.892286445979137,6.891938466632633,0.0047963273774159635,0.00432223423024402,2.374490408268199,2.2519156215603675,9.892286445979137,6.891938466632583,0.0409439308746595,0.0003927277274781557
1.87,0.0,0.0,0.0,0.01,0.0,0.0,10.0,6.898144491876546,6.898144491876495,0.004327015951904415,0.45159983286856825,0.03967881588844926,0.0001,1.0,0.01,0.5,1000.0,0.0011,0.001,0.001,1.0,0.0001,0.01,0.1,0.001,0.001,0.05,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.5,0.0011,0.001,0.001,1.0,0.1,0.0001,0.0011,1.0,0.01,1.0,9.892290170157539,6.898144491876546,0.004809224573211683,0.004327015951904415,2.3787682717074508,2.2579991643428414,9.892290170157539,6.898144491876495,0.041053969633251794,0.0003967881588844926
1.8800000000000001,0.0,0.0,0.0,0.01,0.0,0.0,10.0,6.904246576814391,6.90424657681434,0.004331877513820969,0.45279859378440185,0.04008591060858214,0.0001,1.0,0.01,0.5,1000.0,0.0011,0.001,0.001,1.0,0.0001,0.01,0.1,0.001,0.001,0.05,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.5,0.0011,0.001,0.001,1.0,0.1,0.0001,0.0011,1.0,0.01,1.0,9.892293877899354,6.904246576814391,0.00482193943484498,0.004331877513820969,2.3829782410788596,2.2639929689220093,9.892293877899354,6.90424657681434,0.04116238053587906,0.0004008591060858214
1.8900000000000001,0.0,0.0,0.0,0.01,0.0,0.0,10.0,6.910246426535898,6.910246426535847,0.004336816318509675,0.4539796245093669,0.040494040634776074,0.0001,1.0,0.01,0.5,1000.0,0.0011,0.001,0.001,1.0,0.0001,0.01,0.1,0.001,0.001,0.05,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.5,0.0011,0.001,0.001,1.0,0.1,0.0001,0.0011,1.0,0.01,1.0,9.892297569125843,6.910246426535898,0.004834474115047607,0.004336816318509675,2.387121304148081,2.2698981225468344,9.892297569125843,6.910246426535847,0.0412691833586153,0.00040494040634776073
1.9000000000000001,0.0,0.0,0.0,0.01,0.0,0.0,10.0,6.91614571959561,6.916145719595559,0.0043418298159447945,0.45514314121219723,0.04090318989777145,0.0001,1.0,0.01,0.5,1000.0,0.0011,0.001,0.001,1.0,0.0001,0.01,0.1,0.001,0.001,0.05,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.5,0.0011,0.001,0.001,1.0,0.1,0.0001,0.0011,1.0,0.01,1.0,9.892301243758002,6.91614571959561,0.004846830753684255,0.0043418298159447945,2.391198437592804,2.275715706060986,9.892301243758002,6.916145719595559,0.04137439776033092,0.0004090318989777145
1.9100000000000001,0.0,0.0,0.0,0.01,0.0,0.0,10.0,6.921946108434273,6.921946108434223,0.0043469155030077845,0.45628935867723847,0.0413133425323848,0.0001,1.0,0.01,0.5,1000.0,0.0011,0.001,0.001,1.0,0.0001,0.01,0.1,0.001,0.001,0.05,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.5,0.0011,0.001,0.001,1.0,0.1,0.0001,0.0011,1.0,0.01,1.0,9.892304901716614,6.921946108434273,0.004859011476737301,0.0043469155030077845,2.3952106070447243,2.281446793386192,9.892304901716614,6.921946108434223,0.04147804327333318,0.000413133425323848
1.92,0.0,0.0,0.0,0.01,0.0,0.0,10.0,6.927649214349108,6.927649214349057,0.004352070917802762,0.4574184965076034,0.04172448274496484,0.0001,1.0,0.01,0.5,1000.0,0.0011,0.001,0.001,1.0,0.0001,0.01,0.1,0.001,0.001,0.05,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.5,0.0011,0.001,0.001,1.0,0.1,0.0001,0.0011,1.0,0.01,1.0,9.892308542935128,6.927649214349108,0.004871018460802126,0.004352070917802762,2.399158763357066,2.287092482538017,9.892308542935128,6.927649214349057,0.041580139864819905,0.0004172448274496484
1.93,0.0,0.0,0.0,0.01,0.0,0.0,10.0,6.933256638698933,6.933256638698881,0.004357293649260708,0.4585307665459853,0.0421365950752941,0.0001,1.0,0.01,0.5,1000.0,0.0011,0.001,0.001,1.0,0.0001,0.01,0.1,0.001,0.001,0.05,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.5,0.0011,0.001,0.001,1.0,0.1,0.0001,0.0011,1.0,0.01,1.0,9.892312167334376,6.933256638698933,0.004882853802470276,0.004357293649260708,2.403043850136578,2.2926538327299264,9.892312167334376,6.933256638698881,0.041680706798284436,0.00042136595075294104
1.94,0.0,0.0,0.0,0.01,0.0,0.0,10.0,6.938769957382697,6.938769957382647,0.00436258133099186,0.45962637964670483,0.04254966425209762,0.0001,1.0,0.01,0.5,1000.0,0.0011,0.001,0.001,1.0,0.0001,0.01,0.1,0.001,0.001,0.05,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.5,0.0011,0.001,0.001,1.0,0.1,0.0001,0.0011,1.0,0.01,1.0,9.892315774836511,6.938769957382697,0.0048945195887217414,0.00436258133099186,2.40686679969417,2.298131898233524,9.892315774836511,6.938769957382647,0.04177976324648666,0.00042549664252097624
1.95,0.0,0.0,0.0,0.01,0.0,0.0,10.0,6.94419072071891,6.94419072071886,0.004367931640224244,0.46070554619939896,0.042963675179772724,0.0001,1.0,0.01,0.5,1000.0,0.0011,0.001,0.001,1.0,0.0001,0.01,0.1,0.001,0.001,0.05,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.5,0.0011,0.001,0.001,1.0,0.1,0.0001,0.0011,1.0,0.01,1.0,9.89231936536635,6.94419072071891,0.004906017902413283,0.004367931640224244,2.4106285327397137,2.303527730996995,9.89231936536635,6.94419072071886,0.04187732833884477,0.00042963675179772727
1.96,0.0,0.0,0.0,0.01,0.0,0.0,10.0,6.949520454718773,6.949520454718723,0.0043733422980547065,0.4617684750402905,0.043378612958981023,0.0001,1.0,0.01,0.5,1000.0,0.0011,0.001,0.001,1.0,0.0001,0.01,0.1,0.001,0.001,0.05,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.5,0.0011,0.001,0.001,1.0,0.1,0.0001,0.0011,1.0,0.01,1.0,9.89232293884932,6.949520454718773,0.004917350811012448,0.0043733422980547065,2.4143299590526737,2.3088423752014524,9.89232293884932,6.949520454718723,0.041973421062889135,0.00043378612958981026
1.97,0.0,0.0,0.0,0.01,0.0,0.0,10.0,6.954760661487116,6.954760661487065,0.004378811068878557,0.4628153733725307,0.043794462886048935,0.0001,1.0,0.01,0.5,1000.0,0.0011,0.001,0.001,1.0,0.0001,0.01,0.1,0.001,0.001,0.05,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.5,0.0011,0.001,0.001,1.0,0.1,0.0001,0.0011,1.0,0.01,1.0,9.892326495211519,6.954760661487116,0.004928520365810949,0.004378811068878557,2.417971977555045,2.3140768668626537,9.892326495211519,6.954760661487065,0.04206806025705186,0.00043794462886048935
1.98,0.0,0.0,0.0,0.01,0.0,0.0,10.0,6.959912807152957,6.9599128071529055,0.004384335757858919,0.46384645744252123,0.04421121024923226,0.0001,1.0,0.01,0.5,1000.0,0.0011,0.001,0.001,1.0,0.0001,0.01,0.1,0.001,0.001,0.05,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.5,0.0011,0.001,0.001,1.0,0.1,0.0001,0.0011,1.0,0.01,1.0,9.892330034403294,6.959912807152957,0.00493952871321433,0.004384335757858919,2.4215554677011273,2.319232287212606,9.892330034403294,6.9599128071529055,0.042161265576796864,0.0004421121024923226
1.99,0.0,0.0,0.0,0.01,0.0,0.0,10.0,6.964978350290159,6.9649783502901075,0.004389914214760991,0.4648619282926027,0.04462884078454381,0.0001,1.0,0.01,0.5,1000.0,0.0011,0.001,0.001,1.0,0.0001,0.01,0.1,0.001,0.001,0.05,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.5,0.0011,0.001,0.001,1.0,0.1,0.0001,0.0011,1.0,0.01,1.0,9.892333556346374,6.964978350290159,0.004950377842134262,0.004389914214760991,2.4250813090722207,2.3243096414630133,9.892333556346374,6.9649783502901075,0.04225305530037277,0.00044628840784543807
2.0,0.0,0.0,0.0,0.01,0.0,0.0,10.0,6.969958723075004,6.969958723074954,0.004395544330356696,0.4658619882792363,0.04504734036168942,0.0001,1.0,0.01,0.5,1000.0,0.0011,0.001,0.001,1.0,0.0001,0.01,0.1,0.001,0.001,0.05,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.5,0.0011,0.001,0.001,1.0,0.1,0.0001,0.0011,1.0,0.01,1.0,9.892337060970139,6.969958723075004,0.004961069756128771,0.004395544330356696,2.4285503680801708,2.3293099413961817,9.892337060970139,6.969958723074954,0.042343447823637415,0.0004504734036168942
2.0100000000000002,0.0,0.0,0.0,0.01,0.0,0.0,10.0,6.974855334009355,6.9748553340093045,0.004401224036219384,0.46684683899036916,0.04546669502129645,0.0001,1.0,0.01,0.5,1000.0,0.0011,0.001,0.001,1.0,0.0001,0.01,0.1,0.001,0.001,0.05,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.5,0.0011,0.001,0.001,1.0,0.1,0.0001,0.0011,1.0,0.01,1.0,9.89234054820724,6.974855334009355,0.004971606451738602,0.004401224036219384,2.43196349967893,2.3342341949518457,9.89234054820724,6.9748553340093045,0.04243246147158411,0.0004546669502129645
2.02,0.0,0.0,0.0,0.01,0.0,0.0,10.0,6.9796695695819775,6.979669569581926,0.004406951304351604,0.467816680078656,0.0458868909948455,0.0001,1.0,0.01,0.5,1000.0,0.0011,0.001,0.001,1.0,0.0001,0.01,0.1,0.001,0.001,0.05,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.5,0.0011,0.001,0.001,1.0,0.1,0.0001,0.0011,1.0,0.01,1.0,9.892344017991192,6.9796695695819775,0.004981989906360181,0.004406951304351604,2.435321548347337,2.33908340039328,9.892344017991192,6.979669569581926,0.0425201143927589,0.000458868909948455
2.0300000000000002,0.0,0.0,0.0,0.01,0.0,0.0,10.0,6.984402794679398,6.9844027946793465,0.004412724146616321,0.4687717091732448,0.046307914704232685,0.0001,1.0,0.01,0.5,1000.0,0.0011,0.001,0.001,1.0,0.0001,0.01,0.1,0.001,0.001,0.05,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.5,0.0011,0.001,0.001,1.0,0.1,0.0001,0.0011,1.0,0.01,1.0,9.892347470256299,6.984402794679398,0.004992222077354305,0.004412724146616321,2.4386253482070783,2.3438585458662238,9.892347470256299,6.9844027946793465,0.042606424551282725,0.00046307914704232686
2.04,0.0,0.0,0.0,0.01,0.0,0.0,10.0,6.989056352996758,6.989056352996705,0.004418540614168118,0.46971212179156124,0.0467297527613317,0.0001,1.0,0.01,0.5,1000.0,0.0011,0.001,0.001,1.0,0.0001,0.01,0.1,0.001,0.001,0.05,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.5,0.0011,0.001,0.001,1.0,0.1,0.0001,0.0011,1.0,0.01,1.0,9.89235090493759,6.989056352996758,0.0050023049011523385,0.004418540614168118,2.441875723146407,2.3485606089578064,9.89235090493759,6.989056352996705,0.04269140971887486,0.000467297527613317
2.05,0.0,0.0,0.0,0.01,0.0,0.0,10.0,6.993631567448662,6.99363156744861,0.004424398796884406,0.47063811125109417,0.04715239196755606,0.0001,1.0,0.01,0.5,1000.0,0.0011,0.001,0.001,1.0,0.0001,0.01,0.1,0.001,0.001,0.05,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.5,0.0011,0.001,0.001,1.0,0.1,0.0001,0.0011,1.0,0.01,1.0,9.892354321970737,6.993631567448662,0.005012240292359996,0.004424398796884406,2.4450734869494526,2.3531905562554707,9.892354321970737,6.99363156744861,0.04277508746687769,0.0004715239196755606
2.06,0.0,0.0,0.0,0.01,0.0,0.0,10.0,6.998129740580036,6.998129740579984,0.004430296822796638,0.4715498685811802,0.047575819313421266,0.0001,1.0,0.01,0.5,1000.0,0.0011,0.001,0.001,1.0,0.0001,0.01,0.1,0.001,0.001,0.05,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.5,0.0011,0.001,0.001,1.0,0.1,0.0001,0.0011,1.0,0.01,1.0,9.89235772129195,6.998129740580036,0.005022030142858725,0.004430296822796638,2.4482194434309412,2.357749342905901,9.89235772129195,6.998129740579984,0.04285747515828252,0.0004757581931342127
2.07,0.0,0.0,0.0,0.01,0.0,0.0,10.0,7.002552115284075,7.002552115284022,0.00443623286057245,0.472447613195359,0.04800002143420075,0.0001,1.0,0.01,0.5,1000.0,0.0011,0.001,0.001,1.0,0.0001,0.01,0.1,0.001,0.001,0.05,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.5,0.0011,0.001,0.001,1.0,0.1,0.0001,0.0011,1.0,0.01,1.0,9.892361102907964,7.002552115284075,0.005031676641992858,0.00443623286057245,2.45131435875026,2.362238065976795,9.892361102907964,7.002552115284022,0.04293859272285079,0.0004800002143420075
2.08,0.0,0.0,0.0,0.01,0.0,0.0,10.0,7.0068999620285615,7.006899962028507,0.004442205112273922,0.4733315255243001,0.048424985799108006,0.0001,1.0,0.01,0.5,1000.0,0.0011,0.001,0.001,1.0,0.0001,0.01,0.1,0.001,0.001,0.05,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.5,0.0011,0.001,0.001,1.0,0.1,0.0001,0.0011,1.0,0.01,1.0,9.892364466742873,7.0068999620285615,0.005041181573440229,0.004442205112273922,2.4543590223682497,2.3666576276215006,9.892364466742873,7.006899962028507,0.04301845656190875,0.00048424985799108006
2.09,0.0,0.0,0.0,0.01,0.0,0.0,10.0,7.011174527739683,7.011174527739628,0.004448211816749345,0.4742017868591836,0.048850700004791116,0.0001,1.0,0.01,0.5,1000.0,0.0011,0.001,0.001,1.0,0.0001,0.01,0.1,0.001,0.001,0.05,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.5,0.0011,0.001,0.001,1.0,0.1,0.0001,0.0011,1.0,0.01,1.0,9.892367812728683,7.011174527739683,0.005050546731065039,0.004448211816749345,2.4573542111344095,2.371008934295918,9.892367812728683,7.011174527739628,0.04309708315336107,0.0004885070000479111
2.1,0.0,0.0,0.0,0.01,0.0,0.0,10.0,7.015377031578216,7.0153770315781605,0.0044542512494206606,0.4750585828551887,0.04927715171138678,0.0001,1.0,0.01,0.5,1000.0,0.0011,0.001,0.001,1.0,0.0001,0.01,0.1,0.001,0.001,0.05,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.5,0.0011,0.001,0.001,1.0,0.1,0.0001,0.0011,1.0,0.01,1.0,9.892371140813434,7.015377031578216,0.005059773955517757,0.0044542512494206606,2.4603006861768844,2.3752929142759434,9.892371140813434,7.0153770315781605,0.04317448936864891,0.0004927715171138678
2.11,0.0,0.0,0.0,0.01,0.0,0.0,10.0,7.019508673773222,7.019508673773167,0.004460321721067264,0.4759020969158761,0.049704328757499396,0.0001,1.0,0.01,0.5,1000.0,0.0011,0.001,0.001,1.0,0.0001,0.01,0.1,0.001,0.001,0.05,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.5,0.0011,0.001,0.001,1.0,0.1,0.0001,0.0011,1.0,0.01,1.0,9.892374450946232,7.019508673773222,0.005068865065195726,0.004460321721067264,2.4631991989619397,2.3795104845793804,9.892374450946232,7.019508673773167,0.043250691874197285,0.000497043287574994
2.12,0.0,0.0,0.0,0.01,0.0,0.0,10.0,7.023570636010505,7.023570636010449,0.0044664215772589316,0.4767325101223339,0.050132219159456426,0.0001,1.0,0.01,0.5,1000.0,0.0011,0.001,0.001,1.0,0.0001,0.01,0.1,0.001,0.001,0.05,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.5,0.0011,0.001,0.001,1.0,0.1,0.0001,0.0011,1.0,0.01,1.0,9.892377743077084,7.023570636010505,0.00507782185551412,0.0044664215772589316,2.4660504914413086,2.3836625506116698,9.892377743077084,7.023570636010449,0.04332570712501593,0.0005013221915945642
