Time,_2PGA_c,ATP_c,DHAP_c,ATP_g,DHAP_g,ADP_g,Glc6P_g,ADP_c,_3PGA_c,Fru6P_g,Pi_g,O2_c,NADP_c,NADP_g,_6PG_g,CO2_c,Rul5P_c,_6PG_c,Rul5P_g,Glc6P_c,Rib5P_c,_13BPGA_g,Glc_c,Rib5P_g,Glc_g,Glc_e,NADPH_g,NADPH_c,Pyr_c,Pyr_e,NAD_g,Fru16BP_g,GA3P_g,Gly_e,TSH2_c,CO2_g,Gly3P_c,Gly3P_g,_6PGL_c,TS2_c,_6PGL_g,PEP_c,AMP_g,_3PGA_g,AMP_c,NADH_g,cytosol,glycosome,default,TPI_g,PYK_c,PFK_g,G6PDH_g,PGAM_c,PyrT_c,G6PDH_c,ENO_c,HXK_g,_3PGAT_g,NADPHu_c,HXK_c,NADPHu_g,AK_c,G6PP_c,_6PGDH_g,PGI_g,AK_g,TOX_c,GDA_g,ATPT_g,PGL_c,_6PGDH_c,PPI_c,PPI_g,GlcT_g,GlcT_c,PGL_g,TR_c,PGK_g,G3PDH_g,ATPu_c,GK_g,ALD_g,GAPDH_g,GPO_c
0.0,0.1,0.3417,2.23132912,0.2405,8.483130623,1.519,0.5,1.3165,0.1,0.5,0.0,1.0,0.1,0.1,0.0841958,0.0,0.41282,0.0841958,0.41282,0.5,0.01,0.5,0.1,0.01,0.1,5.0,3.9,3.9,10.0,0.0,2.0,10.0,2.5,0.0,0.01,0.0,2.76867088,10.51686938,0.0795278,0.37,0.0795278,1.0,4.2405,0.1,2.2418,2.0,5.4549,0.2451,1.0,-2113.74413473835,305.3445494810412,177.42277504693936,-0.00040091435163042464,-319.5721925133689,192.30769230769232,-0.00040091435163042464,-220.59439519624402,106.66623162545955,0.0,7.8,14.085470681790065,7.8,65.89961999999991,2.256347356801178,-0.3053730206919188,-276.1765201846805,87.69302999999991,0.02,-12.23989698360856,0.17657550343190936,10.442270660323462,-0.3053730206919188,16.29364240410752,16.29364240410752,0.0,84.52972972972974,1.861502737856121,224.44906478496583,2538.186509759611,420.40793136977294,12.977592100265857,84.35013104016828,-142.47762029647203,-45.36185007579044,228.00311573628358
0.01,0.1155856648771541,0.4332029376180222,2.1131159967495203,0.9235123638254878,4.0308614750978435,2.2990375997610335,0.7592556083928225,1.353053747603334,0.6189660466341026,0.25515814376826207,0.0,1.0,0.2934437706541942,0.3988461869542723,0.12660238289185177,0.0,0.383549457180586,0.10144051497270071,0.0719916574866587,0.5178800633148869,0.01,0.0007089787215600262,0.03526126083945415,0.01,0.03485202256392388,5.0,3.6011538130457255,3.7065562293458076,9.918151079755933,0.0,3.8968711667344835,14.986470797043276,0.14604662345520245,0.0,0.18889556033792185,0.0,2.88688400325048,5.690631162724618,0.06252995452074565,0.1911044396620775,0.0306761991992048,0.5239120723398213,2.777450036413493,1.4161389052509368,2.1137433147786324,0.10312883326551901,5.4549,0.2451,1.0,144.19289740662262,72.10066717710403,112.88416936325369,0.008076821824410404,-15.631180911288128,192.04796546422924,0.0038234387388668776,-20.91214302502278,103.117183749634,199.29321465420858,7.413112458691615,7.989836721012721,7.202307626091451,-36.917680258914515,2.3560141005254014,0.5377247931450162,110.56448863146582,-27.933983680224628,0.3777911206758437,233.00053786566968,-0.07524947627132753,8.200713483655434,-0.0052599724123560425,15.381213641281521,3.4258600411732276,102.30956888256515,89.9168427087207,0.7402358805288208,52.16703926605744,206.71054379639062,207.27499188941258,16.00834181145262,54.81445720696506,61.07811806639379,206.71450951253252,231.6111138723651
0.02,0.12318650894193563,0.45062843487747256,2.179954374435347,1.6931455681495058,3.0092791627471365,2.5096865414847924,0.5477639200652364,1.3802045630076156,0.9383684349386142,0.18646844638883087,0.0,1.0,0.3760352359868043,0.649321906612238,0.11440789235410392,0.0,0.35631407169473656,0.11465360927177745,0.026053941593035305,0.5244600915226674,0.01,0.0009410458874285994,0.019232573874559844,0.01,0.01886028041333848,5.0,3.3506780933877605,3.6239647640131993,9.669091133352723,0.0,3.9091468439255252,15.604940178858042,0.11840849884266069,0.0,0.2573930177767977,0.0,2.8200456255646538,4.02632550363799,0.04917286593375749,0.12260698222320165,0.010926084712031846,0.44543159607956617,1.797167890365713,1.684385984471836,2.069167002114899,0.09085315607447557,5.4549,0.2451,1.0,91.02333762338552,47.437142159683546,97.1482953888764,0.014915979539421354,39.94824850317144,191.2351477144171,0.0060927597229886235,35.28474183353635,93.25384406583132,186.50438738330547,7.247929528026399,4.672265289114998,6.701356186775521,-18.042462504568334,2.3899038880846195,1.0181381447270834,96.16911903818512,-19.574111268552315,0.5147860355535954,174.5408133289875,-0.21381806946088275,6.4530545397329,0.1617493035461446,14.504965123314141,1.222278023437144,93.0733653053403,91.33464500635046,0.3115633019996126,27.6339543767158,192.58628601834263,192.72763038909872,16.32469732948514,36.64203087296791,101.3222756990462,192.5935590353459,229.59431744190664
0.03,0.133429653196451,0.46681364396206165,2.282919287252653,2.425866733268267,2.8495339959669668,2.4150434913457843,0.46573076289348414,1.3951828843172929,1.1818551491519658,0.15990749619516328,0.0,1.0,0.4287571049878601,0.864321972934596,0.07414811555504709,0.0,0.33091240758431484,0.12476505112180206,0.02643647330405969,0.5274533777976195,0.01,0.0012890113207914395,0.014412855407678001,0.01,0.01404344060884964,5.0,3.1356780270654037,3.5712428950121446,9.403897137048059,0.0,3.912613695853887,15.305474017168317,0.1127577351425254,0.0,0.2963342762506271,0.0,2.717080712747348,3.5167106811522393,0.0386621511695601,0.08366572374937213,0.0032459897430708075,0.4460313676976272,1.159089775385957,1.916917383561648,2.0380034717206335,0.08738630414611329,5.4549,0.2451,1.0,86.69569406692305,46.368940409003905,94.28157607675814,0.02153566965552751,61.30589049300476,190.33051033783806,0.007738155192280514,54.997957582843014,92.43161842437954,183.76555860242053,7.142485790024289,3.552980094846528,6.271356054130807,-17.030892309119395,2.404344147062649,1.3433627862721866,93.84658754320952,-12.228495736195782,0.5926685525012542,171.5716685580819,-0.3034833626891304,5.082954646419696,0.28218240886611934,13.662910743647489,1.241212237365923,92.35369970709053,91.76792571501589,0.12729772494152888,17.149878737865897,189.11296343251874,189.1813981619817,16.729478594144606,26.774183514260567,102.34549535023305,189.1227059581842,226.36799445512338
0.04,0.14559017391502943,0.48560169759923877,2.378407877409032,3.043174480106038,2.7909928683447043,2.19463437694852,0.4183140609597502,1.4097146511092222,1.394340062065871,0.1465181072944065,0.0,1.0,0.4668992570960663,1.0546190604811487,0.020913098717888066,0.0,0.30721778001016187,0.132449877012475,0.0289335883329367,0.5289782721449333,0.01,0.001736662559312843,0.012035857210887353,0.01,0.011666421455654127,5.0,2.9453809395188504,3.533100742903936,9.144374628151725,0.0,3.9146435574482994,15.010915274917714,0.11019637934216837,0.0,0.3209430940533416,0.0,2.621592122590969,3.198178579960495,0.03038616706962749,0.0590569059466578,0.0007935380949854302,0.4684480718614695,0.7621911429454498,2.1240852716229788,2.0046836512915243,0.08535644255170183,5.4549,0.2451,1.0,87.42217930913814,50.653671225175714,93.56078553148394,0.02789602737240825,72.00821945666499,189.40338694471498,0.009029094135338407,65.19864426850388,92.40232832776033,182.43630238927693,7.066201485807872,3.0010879133996844,5.890761879037701,-19.57599339164642,2.4116717408650588,1.2945360841358933,93.3109949138262,-7.59901190202072,0.6418861881066832,173.83692604729367,-0.3760249490473269,4.005746002795178,0.3761177967276335,12.85490160278196,1.3645637377679953,92.3589388083069,91.98281790900941,0.055270034021070724,11.44530104884904,187.28151077098,187.33720885897662,17.22340394267546,20.266509150698532,99.82203844380412,187.29375228511188,223.23853657319992
0.05,0.15802830149077104,0.5081346300340874,2.464544556928852,3.5417013822808476,2.7536140497725,1.944501234959886,0.39122910876721295,1.4260252399808506,1.589259105870214,0.1380514402904471,0.0,1.0,0.4965807776401662,1.2634510024520635,0.0006417197717500655,0.0,0.2851285138712695,0.13822271403983932,0.010688829600270922,0.5297340265908475,0.01,0.0022928466749308554,0.010649064909218874,0.01,0.010279426099339921,5.0,2.736548997547937,3.5034192223598364,8.895936788323382,0.0,3.9162632634354204,14.788795611058056,0.10851431703197247,0.0,0.3372981594873945,0.0,2.535455443071149,2.9515698586463324,0.023868795641341145,0.04270184051260491,0.00036274957695904233,0.4965599750093065,0.5137973827592752,2.314500397825346,1.965840129985046,0.08373673656458226,5.4549,0.2451,1.0,88.12883028001376,56.244134626269854,92.98936519129026,0.03569802816011456,78.64117689995821,188.47433447799003,0.010083218916175253,71.94222418527312,92.43605693749804,181.31032298878296,7.006838444719673,2.7006814625204427,5.473097995095874,-22.808414326141246,2.4153898515425842,0.06362757312113555,92.82948555165703,-4.796075405756483,0.674596318974789,175.56581934552287,-0.4416103148805013,3.1573688960238404,0.45298338327213394,12.0812134833554,0.4532805586006979,92.40970246973802,92.1085611217928,0.035562311894174345,7.981888568601933,185.81797660180035,185.86958500341112,17.816466910533467,15.718351551628155,97.670134666258,185.83302512802874,220.29451509791485
0.06,0.17002093043745253,0.5345407100567072,2.5429613603550143,3.931605658242627,2.727685412190698,1.710450852485358,0.3773262109395555,1.444233134133114,1.7719299404993307,0.13281744971498036,0.0,1.0,0.5209120634350995,1.4743789324824186,0.00020338889535222938,0.0,0.2645554063471443,0.14248192865367906,0.003700960775670269,0.5300730486497314,0.01,0.0029592905754271975,0.009778881879329878,0.01,0.009409100939831041,5.0,2.525621067517584,3.479087936564903,8.659492992896338,0.0,3.91764762715166,14.628401953691471,0.1073715518670244,0.0,0.34848283701669414,0.0,2.4570386396449866,2.7512338551291813,0.018737261519362173,0.03151716298330511,0.00043135028928383527,0.5251015396980113,0.35794348927202513,2.4930811351516065,1.921226155810161,0.08235237284834317,5.4549,0.2451,1.0,88.50769335085494,61.7534698948062,92.79251424484256,0.04485343294961996,83.43558600512468,187.54976246968175,0.010967712349535438,77.06777202259174,92.46235434694603,180.28779866306888,6.958175873129806,2.540494244832545,5.051242135035168,-25.785107556862044,2.417159962882538,0.04554096653270431,92.68957010845955,-2.9844307444168408,0.6969656740333883,176.55175940733943,-0.5017361070188123,2.4885559588316766,0.5181485772255184,11.34219987923206,0.09799435270483293,92.44523487470906,92.18760224117784,0.04259911394348908,5.7478143209539985,184.5446974907117,184.59373151302117,18.506039552179356,12.496127263806736,96.03209184784724,184.56223151012915,217.50825473841965
0.07,0.1813533691606194,0.5645713640241017,2.6151200549161215,4.224603925956995,2.7106139336198716,1.514384711289775,0.36818375436866596,1.4637815290828327,1.9450235652517476,0.1293585714424182,0.0,1.0,0.54168315756532,1.6684270560503962,0.00015142025545624647,0.0,0.24541646185283017,0.14553832822010287,0.0028755490767466956,0.5301981370619057,0.01,0.003712811205269522,0.009205183404519961,0.01,0.00883539659462781,5.0,2.3315729439496082,3.458316842434685,8.434362068408184,0.0,3.918846710827646,14.519693842271643,0.10664346412999028,0.0,0.3562681277052881,0.0,2.3848799450838793,2.5847650632699497,0.014698640266966382,0.023731872294711496,0.000529007797870739,0.5524835217449348,0.2610113627532391,2.6625223921418915,1.8716471068930476,0.08115328917235759,5.4549,0.2451,1.0,88.63831213320039,66.70425046910283,92.65533963668368,0.05470293467560851,87.24065767518883,186.6303350765386,0.011726386730000916,81.24363939889267,92.45812487622081,179.37470672253596,6.91663368486937,2.465234291094621,4.6631458878992165,-28.20330496601514,2.417917026027804,0.05263618684436097,92.58625685545628,-1.8563219883760667,0.7125362554105762,176.98928702929607,-0.5543755365478387,1.9610482272439027,0.5749676145214887,10.638145855564854,0.05579455999917379,92.44670247303793,92.23977198776787,0.05219692586543078,4.252492005297148,183.4303092275077,183.47693111795107,19.284686710654405,10.228237169684743,94.79753232609775,183.4495412468124,214.84984420340075
0.08,0.1920274763967651,0.5978638067857426,2.682059009612329,4.437919964081863,2.7001904596304267,1.3613670094869237,0.361992516839695,1.483947134007779,2.110180994320832,0.1270253624277592,0.0,1.0,0.56000386494375,1.8465183891078292,0.00014215833150133363,0.0,0.2276342946808473,0.14763557614616232,0.0029336694382395777,0.5302384460606756,0.01,0.004511719300393719,0.008820457212864674,0.01,0.008450788685225627,5.0,2.153481610892176,3.4399961350562567,8.21938606290705,0.0,3.919888167491789,14.44974418711561,0.10621998150073489,0.0,0.3617499329748712,0.0,2.317940990387672,2.4436422963622246,0.011522207279371689,0.01825006702512836,0.0006353200746579039,0.5784139227326452,0.20071302643122274,2.8244703022673776,1.8181890592064602,0.08011183250821456,5.4549,0.2451,1.0,88.61282894695552,70.99776884349505,92.5308562183124,0.06527241468111279,90.41721998876837,185.71442155606195,0.012389986471718066,84.7616002348962,92.42481203919685,178.5723269866363,6.879992270112513,2.4469162502497355,4.306963221784352,-30.021866059009653,2.4182431971289935,0.06267485954365666,92.48409119242206,-1.154682481116538,0.7234998659497424,177.06641339818225,-0.59763534052661,1.5449469787884682,0.6256520946338866,9.969196185425842,0.058767628205910576,92.41713190976179,92.27478374426177,0.06256710275574333,3.227485030544562,182.46031001481697,182.5037107084015,20.14437688123897,8.638693176856373,93.85974219060147,182.48001281599554,212.29836040483045
0.09,0.2021192096183811,0.6340502184834427,2.7444837592571907,4.588276639979212,2.694495337100601,1.248499236384104,0.3577653925076207,1.5040459224717009,2.268585256469849,0.12544543976390873,0.0,1.0,0.5765960734157619,2.009811153773396,0.00013964595837769256,0.0,0.21113477380431425,0.14896531059540882,0.00312467885325952,0.5302822046662051,0.01,0.0053020932490541765,0.008561795120124678,0.01,0.008192342683070494,5.0,1.9901888462266089,3.423403926584244,8.013388907383264,0.0,3.9207821984954765,14.4081745316183,0.10600824389621824,0.0,0.36563969228217597,0.0,2.2555162407428107,2.3218787090261976,0.009025948890239785,0.014360307717823395,0.0007498392898188565,0.6030150203868444,0.1632241236367153,2.9801400442853065,1.7619038590448384,0.0792178015045293,5.4549,0.2451,1.0,88.5000405898796,74.68371339664532,92.40851104768534,0.0765924827544725,93.14196948959065,184.79971710856734,0.01298100174748662,87.77938660586904,92.36826051425145,177.88869695386427,6.846807853168488,2.4685424867573866,3.9803776924532177,-31.301541060400723,2.4185319270625842,0.07371042971396741,92.37686043523978,-0.7172688026079186,0.7312793845643519,176.92824867076342,-0.6304995619273868,1.2167856740053349,0.671712181169497,9.335319993031433,0.06853672505010412,92.363109263546,92.29833502857937,0.07368272475260129,2.5135714708679493,181.635641859994,181.67462152627695,21.078153565998335,7.530733870295854,93.15119097047022,181.65447484559624,209.84112466631717
0.1,0.21171818711453005,0.6727964927866805,2.80284959902405,4.690878012570553,2.6919569595283903,1.1691551165103224,0.35486911150268674,1.523504420777356,2.4211887288107317,0.12437684929445622,0.0,1.0,0.5919447538658018,2.1594011926371235,0.0001394353154479684,0.0,0.19584632183253983,0.14967859326391494,0.0033465856561415387,0.5303914558267749,0.01,0.006034818960574704,0.008388620889648903,0.01,0.008019456397168376,5.0,1.8405988073628823,3.4080552461342037,7.815340513914626,0.0,3.9215345755075797,14.386670253580476,0.1059335746813449,0.0,0.3684143215358608,0.0,2.1971504009759513,2.21528408011957,0.007066139663222876,0.011585678464138566,0.0008728616558071242,0.6265000441105503,0.1399668709191572,3.130512233456469,1.7036990864359458,0.0784654244924276,5.4549,0.2451,1.0,88.35048112690569,77.85614940054919,92.28581337795372,0.08868712638526671,95.51743843502126,183.88395940189375,0.01351628181944512,90.40031789229927,92.29455856061706,177.33087616143428,6.8161104922684075,2.5186742774155313,3.6811976147257646,-32.13122445646536,2.4190584273185327,0.08555038777831735,92.26440831906316,-0.4441477810877359,0.7368286430717216,176.6842695898158,-0.6532391981647956,0.958090627803057,0.714204413239685,8.73629654355401,0.07988272482343756,92.29112312013172,92.31410796463985,0.08556512677237074,2.010871329451492,180.95839016504877,180.99213052529632,22.08055597381829,6.7605609751420115,92.62422434304908,180.9753496790195,207.4724515011448
