data_generator_T,data_generator_X,data_generator_XN,data_generator_XR
27.455999,1.8792696,-1.5196081,-1.283213
27.504,1.8796446,-1.5207175,-1.2876103
27.552,1.8804574,-1.5226111,-1.2875012
27.6,1.8801359,-1.5213325,-1.2869416
27.648001,1.8830211,-1.5220518,-1.285634
27.695999,1.8841563,-1.5219765,-1.2798554
27.743999,1.8852413,-1.523484,-1.2824776
27.792,1.885559,-1.5233938,-1.2848094
27.84,1.8868674,-1.5255543,-1.2836314
27.888,1.8866366,-1.5296402,-1.2836053
27.936001,1.8866684,-1.5316421,-1.2805372
27.983999,1.8878231,-1.5347835,-1.2771332
28.032,1.8880044,-1.5341662,-1.2719787
28.08,1.8888965,-1.5365057,-1.267738
28.128,1.8873914,-1.5375437,-1.2675048
28.176001,1.8879348,-1.5355014,-1.2660195
28.224001,1.8873709,-1.5388657,-1.2585764
28.271999,1.8897276,-1.5409251,-1.2531407
28.32,1.8889368,-1.5394002,-1.2591749
28.368,1.8887531,-1.5377545,-1.2601286
28.416,1.8904015,-1.5345418,-1.2600807
28.464001,1.8914367,-1.5349976,-1.2592826
28.511999,1.8923485,-1.5385824,-1.2591951
28.559999,1.8933519,-1.5376872,-1.2566388
28.608,1.8946055,-1.5390601,-1.2523534
28.656,1.8945526,-1.5399754,-1.2480975
28.704,1.8947896,-1.5431492,-1.2431017
28.752001,1.8950558,-1.5432929,-1.2415494
28.799999,1.8949585,-1.5419598,-1.2371387
28.848,1.8935175,-1.5434376,-1.2371072
28.896,1.8927251,-1.5432545,-1.2372863
28.944,1.8945286,-1.5458264,-1.2319547
28.992001,1.8937162,-1.5465639,-1.2311637
29.040001,1.8916101,-1.5466299,-1.2306826
29.087999,1.8909817,-1.5443898,-1.2307372
29.136,1.8895702,-1.5445386,-1.2316986
29.184,1.8894424,-1.5442008,-1.2368448
29.232,1.8880917,-1.5464499,-1.2352782
29.280001,1.8872019,-1.5459404,-1.2389036
29.327999,1.8866512,-1.5473582,-1.2378199
29.375999,1.8849882,-1.5458505,-1.237147
29.424,1.884055,-1.545379,-1.2358755
29.472,1.8836688,-1.5464785,-1.2307955
29.52,1.8836617,-1.5462846,-1.226308
29.568001,1.8831031,-1.5456027,-1.2220979
29.615999,1.8815202,-1.5466405,-1.2226077
29.664,1.8827893,-1.5461844,-1.2232401
29.712,1.8811657,-1.5465696,-1.2204676
29.76,1.8808835,-1.5470397,-1.2176173
29.808001,1.880978,-1.5472078,-1.2155325
29.856001,1.8797179,-1.5482407,-1.2174187
29.903999,1.8792475,-1.549996,-1.2191187
29.952,1.8769379,-1.550239,-1.2206849
30.0,1.8747901,-1.5521703,-1.220633
30.048,1.8746239,-1.5521662,-1.2165413
30.096001,1.8753724,-1.5518583,-1.2164576
30.143999,1.8734895,-1.54988,-1.2146155
30.191999,1.873219,-1.5504526,-1.2146219
30.24,1.8728584,-1.5493814,-1.2121778
30.288,1.8710868,-1.5495999,-1.2163237
30.336,1.871379,-1.5499921,-1.2199534
30.384001,1.8706344,-1.5501322,-1.2202307
30.431999,1.8696058,-1.5515937,-1.2197133
30.48,1.8677157,-1.5512359,-1.2247376
30.528,1.8654686,-1.5522463,-1.2276779
30.576,1.8639649,-1.5515608,-1.2299302
30.624001,1.8603995,-1.5516812,-1.2304401
30.672001,1.8592767,-1.5484625,-1.2337605
30.719999,1.8572098,-1.5494483,-1.2356286
30.768,1.8550324,-1.5500895,-1.2391411
30.816,1.8531179,-1.5489159,-1.2453789
30.864,1.851035,-1.5471501,-1.2494838
30.912001,1.8500063,-1.5453842,-1.252435
30.959999,1.8476729,-1.5446427,-1.2537916
31.007999,1.8478788,-1.5424273,-1.2533067
31.056,1.8476634,-1.5429513,-1.2562392
31.104,1.8469886,-1.5447985,-1.2587199
31.152,1.8466216,-1.5474726,-1.2579491
31.200001,1.8452018,-1.5476158,-1.2605851
31.247999,1.8452194,-1.5471019,-1.2618232
31.296,1.8421379,-1.5470847,-1.2620941
31.344,1.8394177,-1.5460078,-1.262216
31.392,1.8372818,-1.5461792,-1.2604241
31.440001,1.8353419,-1.5455048,-1.2622968
31.488001,1.8344376,-1.5463135,-1.266258
31.535999,1.8313441,-1.5467434,-1.2693022
31.584,1.8293842,-1.5497259,-1.2673755
31.632,1.8273898,-1.5488943,-1.2673346
31.68,1.8270744,-1.5502267,-1.269917
31.728001,1.8251275,-1.550162,-1.2721604
31.775999,1.8213738,-1.5457931,-1.2708061
31.823999,1.8185648,-1.5460953,-1.2719966
31.872,1.8156029,-1.5451871,-1.2781684
31.92,1.8146995,-1.5432696,-1.2854722
31.968,1.8116568,-1.5422657,-1.2856008
32.015999,1.8106639,-1.541476,-1.2842354
32.063999,1.808461,-1.5414302,-1.2848433
32.112,1.8078475,-1.5425435,-1.2850772
32.16,1.8057046,-1.5409073,-1.2845815
32.208,1.8039635,-1.5388681,-1.2864125
32.256001,1.8014551,-1.5386999,-1.2889924
32.304001,1.7989712,-1.5409306,-1.2846107
32.352001,1.7975365,-1.5412782,-1.2842076
32.400002,1.7968447,-1.5426034,-1.2884036
32.448002,1.7946535,-1.541285,-1.2911803
32.495998,1.7931683,-1.5372434,-1.2954377
32.543999,1.7924942,-1.5377201,-1.2969538
32.591999,1.7910777,-1.5374378,-1.2950143
32.639999,1.7893972,-1.5365164,-1.300555
32.688,1.7867175,-1.5376669,-1.3023145
32.736,1.7854496,-1.5361432,-1.303051
32.784,1.7834001,-1.5363078,-1.3037672
32.832001,1.782562,-1.5364542,-1.3019586
32.880001,1.7793827,-1.5348544,-1.3024532
32.928001,1.7798026,-1.5344621,-1.3006939
32.976002,1.7761984,-1.5334249,-1.3003058
33.023998,1.7751976,-1.5309453,-1.3029109
33.071999,1.7746606,-1.5309089,-1.3047469
33.119999,1.7728664,-1.528862,-1.3061072
33.167999,1.7712886,-1.5282838,-1.3084587
33.216,1.7699562,-1.5305805,-1.3095112
33.264,1.7682282,-1.5300953,-1.3097788
33.312,1.76621,-1.5308739,-1.310505
33.360001,1.7650712,-1.5314099,-1.3097361
33.408001,1.7628531,-1.5328438,-1.3092853
33.456001,1.7579019,-1.5292542,-1.3115995
33.504002,1.7566705,-1.5280282,-1.3126502
33.551998,1.7539686,-1.5281156,-1.3109375
33.599998,1.7526073,-1.5267814,-1.3084693
33.647999,1.7516742,-1.5277789,-1.3090367
33.695999,1.7493826,-1.5251863,-1.3087956
33.743999,1.7475661,-1.5230108,-1.3125923
33.792,1.7449273,-1.519562,-1.3101493
33.84,1.7423918,-1.5204446,-1.3085195
33.888,1.7407403,-1.5189197,-1.3058479
33.936001,1.7381548,-1.5157847,-1.3024125
33.984001,1.7326949,-1.5114543,-1.302772
34.032001,1.7293653,-1.511112,-1.2977659
34.080002,1.7275501,-1.5128772,-1.2963653
34.127998,1.7243778,-1.5142648,-1.2966627
34.175999,1.7197794,-1.5137428,-1.2957772
34.223999,1.7187686,-1.5137144,-1.2970321
34.271999,1.7162821,-1.5119317,-1.2953629
34.32,1.715454,-1.5115918,-1.2894573
34.368,1.712036,-1.5109429,-1.2879579
34.416,1.7097752,-1.5073283,-1.2876432
34.464001,1.70574,-1.5075595,-1.2855682
34.512001,1.7022151,-1.5077282,-1.2874236
34.560001,1.7012012,-1.5080398,-1.2821373
34.608002,1.6952503,-1.5078027,-1.278584
34.655998,1.6918237,-1.5072265,-1.2768608
34.703999,1.6900126,-1.5054022,-1.2782279
34.751999,1.6879938,-1.5027201,-1.2771511
34.799999,1.6857831,-1.5022354,-1.2766253
34.848,1.684332,-1.5008006,-1.2759006
34.896,1.6828551,-1.5009457,-1.273682
34.944,1.6796941,-1.4999971,-1.2773958
34.992001,1.6766429,-1.497052,-1.2800691
35.040001,1.6753125,-1.4930378,-1.2814826
35.088001,1.6734126,-1.4914291,-1.2812034
35.136002,1.6726377,-1.4885474,-1.2829475
35.183998,1.6704878,-1.4866179,-1.2825645
35.231998,1.6674962,-1.4893068,-1.2848581
35.279999,1.6646738,-1.4923476,-1.2830946
35.327999,1.6602774,-1.4921222,-1.2797104
35.375999,1.6564519,-1.4899935,-1.2747629
35.424,1.655013,-1.4919813,-1.2694198
35.472,1.6511986,-1.4937978,-1.2724721
35.52,1.6472256,-1.4948859,-1.2744666
35.568001,1.6453362,-1.4944359,-1.2733089
35.616001,1.6415955,-1.4929825,-1.2734936
35.664001,1.6389289,-1.4931126,-1.2710142
35.712002,1.6382209,-1.4915503,-1.2680424
35.759998,1.6350049,-1.4872975,-1.2719913
35.807999,1.6328156,-1.4851093,-1.2708374
35.855999,1.6317168,-1.4829813,-1.2771808
35.903999,1.6283703,-1.4831868,-1.2748867
35.952,1.6276332,-1.4854912,-1.2723531
36.0,1.6249853,-1.4870349,-1.2730668
36.048,1.6212103,-1.4878511,-1.2736632
36.096001,1.6187816,-1.4874407,-1.2720314
36.144001,1.6166705,-1.4856294,-1.2671214
36.192001,1.6158353,-1.4839252,-1.2626981
36.240002,1.6094397,-1.4823645,-1.2632565
36.287998,1.6070366,-1.4806523,-1.2653162
36.335999,1.6032742,-1.4801174,-1.2666048
36.383999,1.6010092,-1.4764453,-1.2668288
36.431999,1.5962775,-1.471743,-1.2673848
36.48,1.5916295,-1.4693209,-1.2692269
36.528,1.5875008,-1.4661415,-1.2706038
36.576,1.5814301,-1.4650604,-1.2693174
36.624001,1.578982,-1.4651463,-1.275664
36.672001,1.5772859,-1.4661958,-1.2765226
36.720001,1.5732907,-1.4669583,-1.2744981
36.768002,1.5712763,-1.4698353,-1.2753386
36.816002,1.5671983,-1.4670062,-1.2760323
36.863998,1.561236,-1.4668335,-1.2726915
36.911999,1.5573684,-1.4682698,-1.2698721
36.959999,1.5543562,-1.4712347,-1.2699883
37.007999,1.5490456,-1.47045,-1.2668182
37.056,1.5461625,-1.4690052,-1.2643158
37.104,1.542786,-1.4644246,-1.2697476
37.152,1.5394554,-1.4628743,-1.2696027
37.200001,1.5358193,-1.4647417,-1.2724214
37.248001,1.5314814,-1.4620183,-1.2707652
37.296001,1.5302604,-1.461519,-1.2669964
37.344002,1.5271037,-1.4591343,-1.2620369
37.391998,1.5249158,-1.459615,-1.2596787
37.439999,1.5186688,-1.4575496,-1.2595025
37.487999,1.5166398,-1.4543526,-1.2611704
37.535999,1.5142419,-1.4524035,-1.2596483
37.584,1.5104688,-1.4476485,-1.2586087
37.632,1.5053807,-1.4446379,-1.2590035
37.68,1.5007632,-1.4427439,-1.2606986
37.728001,1.4987495,-1.4422386,-1.2645975
37.776001,1.4934645,-1.4373362,-1.2625796
37.824001,1.4893912,-1.4349468,-1.2625433
37.872002,1.4831206,-1.4333488,-1.2659855
37.919998,1.4802986,-1.4331285,-1.2704529
37.967999,1.4774641,-1.4321682,-1.2715139
38.015999,1.4732651,-1.4340583,-1.2729132
38.063999,1.4697354,-1.432778,-1.2746745
38.112,1.4666697,-1.4294301,-1.2745167
38.16,1.4605025,-1.4263592,-1.2709777
38.208,1.4539536,-1.4206885,-1.2678379
38.256001,1.4472139,-1.4195079,-1.2699407
38.304001,1.444356,-1.4176522,-1.2721714
38.352001,1.4362034,-1.4166362,-1.2686043
38.400002,1.4297357,-1.4148911,-1.268839
38.448002,1.4263955,-1.4138565,-1.2657163
38.495998,1.4235802,-1.413871,-1.2655022
38.543999,1.4211334,-1.4147105,-1.2646753
38.591999,1.418119,-1.4115427,-1.2589024
38.639999,1.4116682,-1.4082754,-1.2598569
38.688,1.4120537,-1.406206,-1.2610713
38.736,1.4060727,-1.4028373,-1.2625022
38.784,1.4030937,-1.3989244,-1.2588589
38.832001,1.3968245,-1.3984329,-1.2537845
38.880001,1.3933975,-1.3963283,-1.2517993
38.928001,1.3907615,-1.3920257,-1.2549534
38.976002,1.3828839,-1.3903491,-1.2568177
39.023998,1.3812872,-1.3847337,-1.2580299
39.071999,1.3793269,-1.3833482,-1.254102
39.119999,1.3781641,-1.3761216,-1.251443
39.167999,1.3713551,-1.370187,-1.2518462
39.216,1.366902,-1.3666084,-1.2530961
39.264,1.3590645,-1.363925,-1.2481822
39.312,1.3571619,-1.3607789,-1.2448419
39.360001,1.3540175,-1.3573804,-1.2466348
39.408001,1.3462362,-1.353099,-1.2491795
39.456001,1.3410994,-1.3512785,-1.2472612
39.504002,1.3318744,-1.3488544,-1.2401243
39.551998,1.3234584,-1.3454641,-1.2369033
39.599998,1.3176501,-1.3392485,-1.2351803
39.647999,1.3147753,-1.3347974,-1.2387363
39.695999,1.3111174,-1.3285925,-1.2433395
39.743999,1.3045802,-1.3232468,-1.2440112
39.792,1.3040812,-1.3127637,-1.242074
39.84,1.2976094,-1.307196,-1.2403938
39.888,1.2905822,-1.3043898,-1.2354543
39.936001,1.2868476,-1.2934711,-1.2398303
39.984001,1.2757338,-1.2838882,-1.2400544
40.032001,1.266804,-1.2778682,-1.2379031
40.080002,1.256635,-1.2721343,-1.235623
40.127998,1.2475436,-1.2659037,-1.2397833
40.175999,1.2404574,-1.256789,-1.2421601
40.223999,1.2342663,-1.2433203,-1.2427555
40.271999,-2.498534,-1.2034346,-1.230022
40.32,-2.4503462,-1.1273965,-1.1951979
40.368,-2.4065895,-1.0224727,-1.1478536
40.416,-2.3661904,-0.82429039,-1.0893041
40.464001,-2.3304231,0.14062478,-1.1163779
40.512001,-2.2977116,1.9911659,-2.0886786
40.560001,-2.2677541,1.9447446,-2.0830483
40.608002,-2.2411273,1.8995835,-2.0756066
40.655998,-2.2168493,1.855664,-2.0710087
40.703999,-2.1938586,1.8127494,-2.0650804
40.751999,-2.1736727,1.7694969,-2.0595186
40.799999,-2.1554587,1.7277532,-2.0552697
40.848,-2.1384094,1.6879019,-2.0492024
40.896,-2.1234071,1.6496713,-2.0447063
40.944,-2.109951,1.6115835,-2.0404744
40.992001,-2.0973423,1.5739924,-2.0353923
41.040001,-2.0858822,1.5390573,-2.0313406
41.088001,-2.0752687,1.5033703,-2.0271077
41.136002,-2.0666459,1.4687027,-2.024076
41.183998,-2.0573926,1.4346896,-2.0183339
41.231998,-2.0482526,1.4031382,-2.0127559
41.279999,-2.0413086,1.3723576,-2.0083773
41.327999,-2.0345922,1.3412887,-2.0039647
41.375999,-2.028264,1.3079861,-1.9980307
41.424,-2.0221131,1.2744942,-1.9953392
41.472,-2.0157235,1.2356435,-1.9913114
41.52,-2.0099304,1.1965635,-1.9890633
41.568001,-2.0053549,1.1543217,-1.9851027
41.616001,-2.0010366,1.1057968,-1.9808434
41.664001,-1.997116,1.0433238,-1.9775769
41.712002,-1.9932331,0.94789588,-1.9721924
41.759998,-1.9889911,0.75652999,-1.9688919
41.807999,-1.9857273,-0.37340823,-1.561289
41.855999,-1.9814444,-1.8566558,0.73338586
41.903999,-1.978078,-1.7177404,2.089561
41.952,-1.9746616,-1.5658389,2.0488479
42.0,-1.9715394,-1.4148549,2.0092797
42.048,-1.9660295,-1.2513667,1.9710275
42.096001,-1.963461,-1.0301156,1.9337283
42.144001,-1.9591024,-0.47538999,1.8985645
42.192001,-1.9548799,2.0214279,-0.25320548
42.240002,-1.951506,2.0090904,-2.1743975
42.287998,-1.9479518,1.9616246,-2.142199
42.335999,-1.9450879,1.9144392,-2.1129861
42.383999,-1.9413503,1.8693705,-2.087657
42.431999,-1.9406922,1.8251799,-2.0646226
42.48,-1.9393505,1.7829137,-2.044733
42.528,-1.9356581,1.7417414,-2.0271008
42.576,-1.9319623,1.7004471,-2.0103958
42.624001,-1.929809,1.6603054,-1.9951406
42.672001,-1.9266607,1.620671,-1.9826977
42.720001,-1.9253327,1.5823166,-1.972091
42.768002,-1.9220862,1.5456336,-1.9616818
42.816002,-1.921207,1.5087293,-1.9520768
42.863998,-1.9184579,1.4699222,-1.9447365
42.911999,-1.915459,1.431365,-1.9382983
42.959999,-1.9130971,1.390502,-1.9323549
43.007999,-1.9115802,1.3520612,-1.926414
43.056,-1.9090487,1.3076729,-1.9211977
43.104,-1.9068791,1.2607572,-1.9182258
43.152,-1.9056288,1.209255,-1.9149302
43.200001,-1.9047655,1.1504191,-1.9109305
43.248001,-1.9012601,1.0814922,-1.9072855
43.296001,-1.8998523,0.98455644,-1.9046135
43.344002,-1.897523,0.80211282,-1.9013981
43.391998,-1.8943124,-0.13304481,-1.7899036
43.439999,-1.8931065,-1.8864447,1.6592811
43.487999,-1.8896257,-1.7414449,2.132272
43.535999,-1.885844,-1.59439,2.0938706
43.584,-1.8840371,-1.4514227,2.054631
43.632,-1.8800848,-1.3029552,2.0170786
43.68,-1.8771834,-1.1309658,1.9807341
43.728001,-1.8747563,-0.85835862,1.945385
43.776001,-1.8737303,0.49081051,1.4388994
43.824001,-1.8711838,2.0242922,-2.0064173
43.872002,-1.8687187,1.9775089,-2.1418371
43.919998,-1.8648038,1.9283018,-2.1083753
43.967999,-1.863649,1.8817171,-2.0779843
44.015999,-1.8618448,1.8350179,-2.0524714
44.063999,-1.8601756,1.7883612,-2.0297887
44.112,-1.8582706,1.7441607,-2.0090921
44.16,-1.8560156,1.6983839,-1.9885591
44.208,-1.8547616,1.6532142,-1.9720198
44.256001,-1.8503771,1.6111346,-1.9563811
44.304001,-1.8464869,1.5673169,-1.9439718
44.352001,-1.8438179,1.5239577,-1.9329877
44.400002,-1.8417661,1.4802734,-1.9227698
44.448002,-1.8381693,1.4324051,-1.9140481
44.495998,-1.8361878,1.3864467,-1.9066049
44.543999,-1.8352906,1.339744,-1.8987954
44.591999,-1.8317453,1.2878903,-1.8926406
44.639999,-1.8307468,1.2288513,-1.8876801
44.688,-1.8294626,1.1634042,-1.8830465
44.736,-1.8269324,1.0823321,-1.8792549
44.784,-1.8245745,0.96645498,-1.8744683
44.832001,-1.8216623,0.69844365,-1.8718969
44.880001,-1.8197768,-1.2456475,-0.89922833
44.928001,-1.817821,-1.8605207,2.1736791
44.976002,-1.8146969,-1.7170156,2.1365738
45.023998,-1.8138412,-1.5840055,2.0980959
45.071999,-1.8104618,-1.4540147,2.0608318
45.119999,-1.8093503,-1.3296047,2.0253918
45.167999,-1.809352,-1.1986219,1.9911277
45.216,-1.8051859,-1.0361899,1.9586046
45.264,-1.8034188,-0.69805771,1.9255385
45.312,-1.8013045,1.6312467,0.8415643
45.360001,-1.8006033,2.0035946,-2.1659527
45.408001,-1.7989161,1.951697,-2.130414
45.456001,-1.7972163,1.9008055,-2.0957184
45.504002,-1.7936636,1.8508366,-2.0643969
45.551998,-1.7910399,1.8043853,-2.0365722
45.599998,-1.7892144,1.7558327,-2.0110841
45.647999,-1.7887261,1.7083561,-1.988246
45.695999,-1.7872176,1.6611139,-1.967917
45.743999,-1.7827435,1.6146553,-1.951444
45.792,-1.7818619,1.5694162,-1.9365246
45.84,-1.7795248,1.5219265,-1.9234635
45.888,-1.7778776,1.4750786,-1.9122983
45.936001,-1.7758567,1.429247,-1.903843
45.984001,-1.77702,1.3779384,-1.8956753
46.032001,-1.7750281,1.3208154,-1.8873472
46.080002,-1.7733636,1.2657754,-1.8807515
46.127998,-1.7718043,1.2048572,-1.8743577
46.175999,-1.7695568,1.1265032,-1.8691374
46.223999,-1.7690834,1.0139019,-1.8648813
46.271999,-1.7689896,0.79223579,-1.8621191
46.32,-1.7686514,-0.46584654,-1.373028
46.368,-1.7681447,-1.8962672,2.1463132
46.416,-1.7680644,-1.7576648,2.1519568
46.464001,-1.766609,-1.6279193,2.1137223
46.512001,-1.7661982,-1.5082666,2.077352
46.560001,-1.763183,-1.3927261,2.0427759
46.608002,-1.7600834,-1.2794791,2.0072298
46.655998,-1.7577432,-1.1529344,1.9748131
46.703999,-1.7574704,-0.98282486,1.9434925
46.751999,-1.7543306,-0.60184562,1.9122988
46.799999,-1.7521565,1.8754766,0.51441896
46.848,-1.7494166,1.9898982,-2.1672437
46.896,-1.7477772,1.9376856,-2.1285031
46.944,-1.7468393,1.886602,-2.0932808
46.992001,-1.7453512,1.8352934,-2.0601327
47.040001,-1.7430596,1.7838794,-2.0321414
47.088001,-1.740002,1.7335608,-2.0060775
47.136002,-1.7388394,1.6837236,-1.9844947
47.183998,-1.7366098,1.6335812,-1.9643588
47.231998,-1.7358884,1.5821611,-1.9458996
47.279999,-1.7370722,1.5281085,-1.9304044
47.327999,-1.7356677,1.4770204,-1.9188633
47.375999,-1.734744,1.4241035,-1.9071797
47.424,-1.7338045,1.3670325,-1.8983676
47.472,-1.7336345,1.305918,-1.8911924
47.52,-1.7330632,1.2373034,-1.8839018
47.568001,-1.7306128,1.1518122,-1.8771368
47.616001,-1.7306887,1.0212247,-1.8726319
47.664001,-1.7303817,0.74649006,-1.8679438
47.712002,-1.7290884,-1.0517139,-1.0213192
47.759998,-1.7275803,-1.8910666,2.1789751
47.807999,-1.7282217,-1.762656,2.1459484
47.855999,-1.7294114,-1.6454505,2.1082311
47.903999,-1.7289892,-1.5438279,2.0712776
47.952,-1.727405,-1.4536893,2.0359063
48.0,-1.7249771,-1.3725964,2.0010691
