Time,X,Xa,Xa_ATIII,PL,PT,Va,IIa,V,II,IIa_alpha2M,IIa_ATIII,RVV,kcat_X,km_X,ki_Xa,k_PT,k_PL,kcat_V,km_V,kcat_II,km_II,kcat_2,km_2,ki_IIaAlpha2M,ki_IIaATIII,AmAct,compartment_1,R1,R2,R3,R4,R5,R6,R7,R8
0.0,0.1999999,0.0,0.0,0.04999999,0.0,0.0,0.0,0.02999999,1.4,0.0,0.0,0.03,239.1,23.65,4.531,122.9,801.4,7.844,149.7,43.87,62.25,12.4,0.06148,0.1762,0.7859,0.0,1.0,0.060150913572959805,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,0.19939928693667672,0.0005872027644346661,1.341029888803936e-05,0.04999998999999947,5.389234798061261e-16,1.8446870304168436e-10,3.504319973741032e-05,0.02999998981553077,1.3999648438741685,2.0681403035546103e-08,9.22446915189312e-08,0.03,239.1,23.65,4.531,122.9,801.4,7.844,149.7,43.87,62.25,12.4,0.06148,0.1762,0.7859,3.505469859749808e-05,1.0,0.05997178662609809,0.0026606157256534716,2.3373626161873093e-13,5.507488788668286e-08,5.200124019337101e-16,0.006975004257268068,6.174611793731698e-06,2.754045067363077e-05
0.02,0.1988004625192651,0.001146644422632355,5.279305809234062e-05,0.04999998999998984,1.016346351627398e-14,1.4546726407513857e-09,0.00013751032159726025,0.029999988545317206,1.3998615991686922,1.6308887963785413e-07,7.274208314834823e-07,0.03,239.1,23.65,4.531,122.9,801.4,7.844,149.7,43.87,62.25,12.4,0.06148,0.1762,0.7859,0.0001376009990143389,1.0,0.059793184143235256,0.0051954458789472,2.104810788923836e-12,2.1611511738039996e-07,9.806115482796555e-15,0.013620209916085372,2.4229318665437253e-05,0.00010806936174328683
0.03,0.1982034215105406,0.0016795598794215939,0.00011691860998437943,0.04999998999994664,5.336407864458638e-14,4.839712931678309e-09,0.0003035470944657936,0.029999985160233715,1.3996934901571496,5.426008371905451e-07,2.420147547945797e-06,0.03,239.1,23.65,4.531,122.9,801.4,7.844,149.7,43.87,62.25,12.4,0.06148,0.1762,0.7859,0.00030384878053127157,1.0,0.059615104641918416,0.0076100858136592415,7.184188603784315e-12,4.770631599742147e-07,5.148174700926289e-14,0.019950249688251206,5.348499804487283e-05,0.00023855766154066722
0.04,0.19760815868808393,0.0021871293203632285,0.00020461199138401709,0.049999989999831226,1.6878388831046823e-13,1.1309520637631273e-08,0.0005294785423637733,0.029999978690310593,1.3994635980308359,1.267963623652547e-06,5.655463177233467e-06,0.03,239.1,23.65,4.531,122.9,801.4,7.844,149.7,43.87,62.25,12.4,0.06148,0.1762,0.7859,0.000530183530138524,1.0,0.05943754664357094,0.009909882950565788,1.6735497329532255e-11,8.321432051208255e-07,1.6280415343220432e-13,0.025979112140114075,9.329411916449684e-05,0.0004161171864436894
0.05,0.19701466884424207,0.0026704806355897065,0.00031475051976183436,0.049999989999593694,4.063155501514659e-13,2.177761326522241e-08,0.0008118009989675677,0.029999968221980436,1.3991748671980877,2.4416003315029738e-06,1.0890202613667359e-05,0.03,239.1,23.65,4.531,122.9,801.4,7.844,149.7,43.87,62.25,12.4,0.06148,0.1762,0.7859,0.0008131585287518833,1.0,0.05926050867348417,0.01209994775985696,3.175153442051142e-11,1.2758485858716794e-06,3.918413784139354e-13,0.03172016980863875,0.00014303933601808542,0.0006379944050886115
0.06,0.19642294678608993,0.003130691736792667,0.0004462614762927698,0.04999998999917543,8.245773635592608e-13,3.7103728534953616e-08,0.0011471744706734962,0.0299999528954469,1.3988301113098385,4.1599059077715285e-06,1.8554313580690357e-05,0.03,239.1,23.65,4.531,122.9,801.4,7.844,149.7,43.87,62.25,12.4,0.06148,0.1762,0.7859,0.0011494873783582172,1.0,0.05908398926080918,0.014185164259407574,5.298882480989257e-11,1.8029297579408344e-06,7.950118270622784e-13,0.03718620611851246,0.00020213214173267003,0.0009015644165023007
0.07,0.19583298733539165,0.0035687927708384797,0.0005981198922810788,0.04999998999851129,1.488718483359228e-12,5.809633949556963e-08,0.0015324153371636987,0.0299999319021718,1.3984320190200015,6.513529017335225e-06,2.905211381795554e-05,0.03,239.1,23.65,4.531,122.9,801.4,7.844,149.7,43.87,62.25,12.4,0.06148,0.1762,0.7859,0.001536036859297337,1.0,0.05890798693854858,0.01617020004466915,8.100693148712152e-11,2.4083828140744324e-06,1.4349404054546709e-12,0.04238944113453381,0.0002700115824082437,0.001204325213476951
0.08,0.19524478532856188,0.00398576823622397,0.0007693464327454769,0.04999998999753145,2.468553395062331e-12,8.551505793717343e-08,0.001964489369864368,0.029999904482473524,1.3979831594960836,9.587641430186206e-06,4.276349262192595e-05,0.03,239.1,23.65,4.531,122.9,801.4,7.844,149.7,43.87,62.25,12.4,0.06148,0.1762,0.7859,0.0019698200984995516,1.0,0.058732500243548126,0.018059515878330806,1.1618236430487835e-10,3.0874385022266626e-06,2.378633073320398e-12,0.04734155621671233,0.00034614302697010164,0.001543892195776407
0.09,0.1946583356166279,0.004382559004886341,0.0009590053746486791,0.04999998999616306,3.8369366315705505e-12,1.200729293242548e-07,0.002440505059890166,0.029999869923233752,1.3974859876865096,1.3462195285729176e-05,6.0045058314725145e-05,0.03,239.1,23.65,4.531,122.9,801.4,7.844,149.7,43.87,62.25,12.4,0.06148,0.1762,0.7859,0.0024479900404690315,1.0,0.05855752771648862,0.01985737485114001,1.5874139355686505e-10,3.835551733726638e-06,3.6958851668676404e-12,0.0520537176022156,0.00043001699155264725,0.0019179929265676816
0.1,0.19407363306519101,0.004760064254808557,0.00116620267433193,0.049999989994331626,5.668369398184766e-12,1.6243862522410684e-07,0.0029577072384924445,0.02999982755570642,1.3969428493580336,1.8212168893220957e-05,8.123123458105767e-05,0.03,239.1,23.65,4.531,122.9,801.4,7.844,149.7,43.87,62.25,12.4,0.06148,0.1762,0.7859,0.0029678332043970752,1.0,0.05838306790187763,0.02156785113853757,2.087942272096556e-10,4.648391554210555e-06,5.457916285079571e-12,0.05653659897365536,0.0005211480154223687,0.002324462118731212
0.11,0.1934906725543882,0.005119143317737513,0.0013900841198363047,0.049999989991962146,8.037846768764733e-12,2.1323853828680034e-07,0.003513470975881366,0.029999776753423885,1.3963559859142782,2.3907801635964705e-05,0.00010663530820490735,0.03,239.1,23.65,4.531,122.9,801.4,7.844,149.7,43.87,62.25,12.4,0.06148,0.1762,0.7859,0.0035267637135909624,1.0,0.058209119348041245,0.02319483837266867,2.6634188955028555e-10,5.521831554638249e-06,7.736240539447466e-12,0.06080040306037041,0.0006190735859502967,0.0027612368399451657
0.12,0.19290944897885423,0.005460617443341672,0.0016298335667840782,0.049999989988980115,1.1019881175020545e-11,2.730587813691244e-07,0.004105295754293781,0.029999716930198764,1.3957275389985988,3.061481814822807e-05,0.00013655042895966207,0.03,239.1,23.65,4.531,122.9,801.4,7.844,149.7,43.87,62.25,12.4,0.06148,0.1762,0.7859,0.004122317593184196,1.0,0.05803568060711586,0.024742057635781113,3.312877433730786e-10,6.451940715488121e-06,1.0601710440075296e-11,0.06485488228429431,0.0007233531119065642,0.003226351933299483
0.13,0.19232995724768345,0.005785271486854768,0.001884671250773941,0.04999998998531232,1.4687679113642927e-11,3.4244709884251086e-07,0.004730799892506245,0.029999647538213495,1.3950595548991889,3.8394642660258965e-05,0.00017125056564527548,0.03,239.1,23.65,4.531,122.9,801.4,7.844,149.7,43.87,62.25,12.4,0.06148,0.1762,0.7859,0.004752147313825349,1.0,0.05786275023503996,0.02621306510693895,4.034548083759926e-10,7.434974647927235e-06,1.4123712253292713e-11,0.0687093585303742,0.0008335669410596004,0.003717935635520658
0.14,0.19175219228439186,0.006093855522873676,0.002153852173621904,0.0499999899808876,1.9112402671310378e-11,4.219146932141125e-07,0.005387715213140519,0.029999568066194405,1.3943539887632088,4.730460385345168e-05,0.00021099141979811405,0.03,239.1,23.65,4.531,122.9,801.4,7.844,149.7,43.87,62.25,12.4,0.06148,0.1762,0.7859,0.005414016572883038,1.0,0.05769032679154592,0.027611259374140624,4.826480754492203e-10,8.467367218033485e-06,1.8369446984275107e-11,0.07237274206985898,0.0009493154205553594,0.004234205386007134
0.15,0.19117614902687918,0.006387086382016494,0.0024366645667413638,0.04999998997563722,2.4362782702523564e-11,5.119379631072218e-07,0.006073881963857878,0.02999947803767413,1.3936127086111116,5.739812981034409e-05,0.00025601129522105246,0.03,239.1,23.65,4.531,122.9,801.4,7.844,149.7,43.87,62.25,12.4,0.06148,0.1762,0.7859,0.006105795324032429,1.0,0.057518408840151816,0.028939888396916733,5.685337083562003e-10,9.545722571226523e-06,2.3403553283073998e-11,0.0758535495942688,0.001070218002031758,0.0047734638353959065
0.16,0.19060182242739107,0.006665649129709009,0.002732428412395324,0.049999989969495555,3.050444407644098e-11,6.129601751022592e-07,0.006787243929073815,0.029999377009320476,1.3928374992011534,6.872493550999606e-05,0.0003065319342639384,0.03,239.1,23.65,4.531,122.9,801.4,7.844,149.7,43.87,62.25,12.4,0.06148,0.1762,0.7859,0.006825454993217373,1.0,0.05734699494815323,0.030202056206711517,6.608359580709914e-10,1.0666807457063425e-05,2.928745710216029e-11,0.07915992158624373,0.0011959123803028063,0.0053340950038591115
0.17,0.19002920745248153,0.006930198459409316,0.003040494050509262,0.049999989962400265,3.7599738172879626e-11,7.253930373723485e-07,0.007525843823791309,0.02999926456936291,1.3920300656716453,8.133119936000715e-05,0.00036275930520448163,0.03,239.1,23.65,4.531,122.9,801.4,7.844,149.7,43.87,62.25,12.4,0.06148,0.1762,0.7859,0.007571063970635473,1.0,0.057176083686615045,0.03140072921958361,7.592019550401184e-10,1.1827543998148666e-05,3.607921221187017e-11,0.08229963869578055,0.0013260536817520287,0.0059145606611175905
0.18,0.18945829908297465,0.007181360066606283,0.0033602408047114477,0.04999998995429258,4.5707426064018716e-11,8.496182507377593e-07,0.00828781875048238,0.029999140336041858,1.3911920371341073,9.525973717437839e-05,0.0004248843782369127,0.03,239.1,23.65,4.531,122.9,801.4,7.844,149.7,43.87,62.25,12.4,0.06148,0.1762,0.7859,0.008340783164351334,1.0,0.05700567363036318,0.032538742461793065,8.63253799398379e-10,1.3025002558654665e-05,4.383320003305594e-11,0.08528013790783241,0.0014603136638349954,0.0065133967560041025
0.19,0.1888890923139288,0.007419731873769257,0.0036910757574192612,0.04999998994511753,5.4882472718638717e-11,9.859888904109254e-07,0.009071396148360696,0.02999900395622714,1.390324969877702,0.00011055015716451182,0.0004930838167740629,0.03,239.1,23.65,4.531,122.9,801.4,7.844,149.7,43.87,62.25,12.4,0.06148,0.1762,0.7859,0.009132862035744165,1.0,0.0568357633579769,0.0336188051200485,9.7260362065616e-10,1.4256395387098564e-05,5.259993876973826e-11,0.08810852695670375,0.0015983800013411546,0.007129210232996671
