Time,X,Xa,Xa_ATIII,PL,PT,Va,IIa,V,II,IIa_alpha2M,IIa_ATIII,RVV,kcat_X,km_X,ki_Xa,k_PT,k_PL,kcat_V,km_V,kcat_II,km_II,kcat_2,km_2,ki_IIaAlpha2M,ki_IIaATIII,AmAct,compartment_1,R1,R2,R3,R4,R5,R6,R7,R8
0.2,0.18832158215459538,0.007645885381075708,0.004032432399152807,0.049999989934824074,6.517591499716573e-11,1.1348309284989497e-06,0.009874889326459229,0.02999885510389561,1.389430350903622,0.00012723903072430365,0.0005675207391954047,0.03,239.1,23.65,4.531,122.9,801.4,7.844,149.7,43.87,62.25,12.4,0.06148,0.1762,0.7859,0.009945634227541942,1.0,0.05666635145177949,0.034643506661654035,1.0868683701133353e-09,1.551906960518414e-05,6.242596566932838e-11,0.09079160025091848,0.001739955499322116,0.007760675521664309
0.21,0.18775576362838603,0.007860366686525557,0.004383769608453443,0.04999998992336516,7.663482770056587e-11,1.2964443826474909e-06,0.010696694089764373,0.029998693478982548,1.388509600595412,0.00014536002127853617,0.0006483452935459798,0.03,239.1,23.65,4.531,122.9,801.4,7.844,149.7,43.87,62.25,12.4,0.06148,0.1762,0.7859,0.010777514261595239,1.0,0.056497436497831566,0.0356153214566473,1.2056324726646533e-09,1.6810501914730135e-05,7.335381516906735e-11,0.09333585088410025,0.0018847574986164824,0.008406531885145821
0.22,0.18719163177283207,0.008063697714448348,0.004744570423417208,0.04999998991069775,8.930224152799495e-11,1.4711046987854423e-06,0.011535284676120179,0.029998518805998995,1.387564075935175,0.00016494403938254395,0.0007356953493231631,0.03,239.1,23.65,4.531,122.9,801.4,7.844,149.7,43.87,62.25,12.4,0.06148,0.1762,0.7859,0.011626993562016873,1.0,0.05632901708592181,0.03653661434416546,1.3284993356768084e-09,1.812829222130206e-05,8.542195261575173e-11,0.09574748513484398,0.0020325171599323752,0.00906558022696285
0.23,0.18662918163954934,0.008256377229658652,0.005114341027574716,0.04999998989678281,1.032171755396532e-10,1.6590638912718018e-06,0.012389210401933751,0.02999833083289158,1.3865950731595504,0.0001860193706128889,0.0008296970679039128,0.03,239.1,23.65,4.531,122.9,801.4,7.844,149.7,43.87,62.25,12.4,0.06148,0.1762,0.7859,0.012492637171994517,1.0,0.05616109180955965,0.037409645227583346,1.4550718342594405e-09,1.9470158371798113e-05,9.866481901312924e-11,0.09803243443123068,0.002182978872820727,0.009736680454879736
0.24,0.1860684082941986,0.008438881925591956,0.005492609661794622,0.04999998988158529,1.1841468965685031e-10,1.8605517652896017e-06,0.013257092063256036,0.02999812932982005,1.3856038306099647,0.00020861181267918145,0.0009304655141008441,0.03,239.1,23.65,4.531,122.9,801.4,7.844,149.7,43.87,62.25,12.4,0.06148,0.1762,0.7859,0.013373080231105661,1.0,0.0559936592659662,0.03823657400485715,1.5849497826256051e-09,2.083393050737567e-05,1.1311289593307844e-10,0.10019636820469126,0.0023358996215457136,0.010418748652512919
0.25,0.18550930681645134,0.008611667326699475,0.005878925721923138,0.04999998986507407,1.349259197060824e-10,2.0757769294998936e-06,0.014137618951259093,0.029997914088144614,1.3845915310969958,0.0002327447890008115,0.0010381051627453906,0.03,239.1,23.65,4.531,122.9,801.4,7.844,149.7,43.87,62.25,12.4,0.06148,0.1762,0.7859,0.014267025053943545,1.0,0.05582671805606709,0.039019464657275314,1.7177534017706695e-09,2.2217546381829447e-05,1.287927545173292e-10,0.10224470454624103,0.002491048459211852,0.011110754733794522
0.26,0.1849518722999498,0.00877516880396324,0.006272858743308603,0.04999998984722179,1.5277821058505774e-10,2.304927934837462e-06,0.015029545493677684,0.029997684919286983,1.3835593045614936,0.00025843947643593233,0.0011527104683938666,0.03,239.1,23.65,4.531,122.9,801.4,7.844,149.7,43.87,62.25,12.4,0.06148,0.1762,0.7859,0.015173237842576062,1.0,0.0556602667844835,0.039760289850757434,1.853096152288253e-09,2.361904609179422e-05,1.4572719881061239e-10,0.1041826222150174,0.002648205915986008,0.011811719803481292
0.27,0.1843960998522731,0.008929802388814672,0.00667399758691695,0.04999998982800484,1.7199516766533697e-10,2.548174185921843e-06,0.015931688563237276,0.029997441653818943,1.3825082302080678,0.0002857149074901303,0.0012743663212059788,0.03,239.1,23.65,4.531,122.9,801.4,7.844,149.7,43.87,62.25,12.4,0.06148,0.1762,0.7859,0.01609054605180179,1.0,0.05549430405952483,0.040460934623719275,1.990626112075086e-09,2.5036567854974233e-05,1.6393533129759718e-10,0.1060150702590036,0.002807163524842408,0.012520714041848176
0.28,0.18384198459489742,0.009075965702795468,0.007081949509710156,0.04999998980740317,1.925968396407345e-10,2.8056669815578488e-06,0.016842924403427696,0.029997184140421636,1.381439338942126,0.0003145880870113522,0.0014031485674359915,0.03,239.1,23.65,4.531,122.9,801.4,7.844,149.7,43.87,62.25,12.4,0.06148,0.1762,0.7859,0.017017835379806008,1.0,0.05532882849317979,0.041123200599366264,2.1299845104812683e-09,2.6468343186576052e-05,1.8343274405575511e-10,0.10774677901749459,0.00296772327988396,0.013236854288653828
0.29,0.18328952166316217,0.009214038708366247,0.00749633941387163,0.049999989785400184,2.1459981544297522e-10,3.077540353725898e-06,0.017762186146068004,0.02999691224504649,1.3803536153386151,0.00034507408626858923,0.0015391244290492863,0.03,239.1,23.65,4.531,122.9,801.4,7.844,149.7,43.87,62.25,12.4,0.06148,0.1762,0.7859,0.017954047338033338,1.0,0.05516383870110918,0.04174880938760746,2.270831492759435e-09,2.791269300552745e-05,2.04231627798528e-10,0.10938226900453166,0.003129697198937182,0.013959302092194845
0.3,0.18273870620622962,0.00934438457032378,0.007916808985429107,0.049999989761982624,2.380173727202409e-10,3.363912029436578e-06,0.018688460963398986,0.029996625849953218,1.3792519999010162,0.0003771861508057966,0.001682352984780224,0.03,239.1,23.65,4.531,122.9,801.4,7.844,149.7,43.87,62.25,12.4,0.06148,0.1762,0.7859,0.01889817646324701,1.0,0.054999333302636615,0.04233940648813705,2.4128486445003958e-09,2.9368023165861476e-05,2.2634092996935128e-10,0.11092586111166022,0.0032929068217509012,0.014687261471135265
0.31,0.18218953338705624,0.009467350232632543,0.008343016117452024,0.04999998973714034,2.62859651639357e-10,3.6648840735932407e-06,0.01962078816144408,0.029996324853066785,1.3781353905743812,0.00041093577252601833,0.0018328854916470898,0.03,239.1,23.65,4.531,122.9,801.4,7.844,149.7,43.87,62.25,12.4,0.06148,0.1762,0.7859,0.019849268450968547,1.0,0.05483531092074292,0.04289656390405805,2.5557053908283887e-09,3.0832821467162575e-05,2.4976653645061985e-10,0.11238168343443007,0.003457182874046447,0.015419977416078904
0.32,0.18164199838233955,0.009583267476463524,0.008774633852063484,0.04999998971086629,2.891337118756711e-10,3.9805440688408475e-06,0.020558255682561942,0.02999600916679748,1.3770046455205707,0.00044633282196013697,0.0019907659749062723,0.03,239.1,23.65,4.531,122.9,801.4,7.844,149.7,43.87,62.25,12.4,0.06148,0.1762,0.7859,0.020806416731571777,1.0,0.054671770182053,0.043421784935856224,2.6991658308994904e-09,3.2305652164194586e-05,2.7451134202885447e-10,0.11375368381968609,0.003622364651267414,0.01615673314092543
0.33,0.1810960963825043,0.009692453140216738,0.009211350160435602,0.04999998968315613,3.168438823016681e-10,4.31096535742627e-06,0.021499999379485213,0.029995678717798725,1.375860583696057,0.0004833855753966005,0.0021560313490590855,0.03,239.1,23.65,4.531,122.9,801.4,7.844,149.7,43.87,62.25,12.4,0.06148,0.1762,0.7859,0.021768761759405723,1.0,0.054508709716834566,0.04391650517832203,2.84289334857349e-09,3.3785154832288554e-05,3.0057559807515025e-10,0.11504563246110139,0.0037882998906652943,0.01689684951233743
0.34,0.18055182259164623,0.009795210175713564,0.009652866886648973,0.0499999896540083,3.459917084890874e-10,4.656208217825877e-06,0.022445199524456307,0.029995333445790497,1.3747039876226919,0.0005221008467645292,0.002328712006085496,0.03,239.1,23.65,4.531,122.9,801.4,7.844,149.7,43.87,62.25,12.4,0.06148,0.1762,0.7859,0.022735487595257387,1.0,0.054346128158984125,0.04438209730615816,2.986653544249252e-09,3.527003888648571e-05,3.2795687787616676e-10,0.11626113443133461,0.003954844156209201,0.017639682306270214
0.35000000000000003,0.18000917222750845,0.009891828010780623,0.010098899385135142,0.049999989623423786,3.7657622782410726e-10,5.016320264357104e-06,0.023393079612598653,0.029994973303159447,1.373535604339729,0.0005624840324285775,0.002508832015241994,0.03,239.1,23.65,4.531,122.9,801.4,7.844,149.7,43.87,62.25,12.4,0.06148,0.1762,0.7859,0.023705820734628943,1.0,0.05418402414602272,0.044819872716847,3.1301952624467214e-09,3.6759081706310444e-05,3.5665035220579184e-10,0.11740363397733906,0.004121860627739882,0.01838462126754128
0.36,0.17946814052143933,0.009982583268596159,0.01054917580137085,0.049999989591405926,4.085940882891627e-10,5.391337245496363e-06,0.02434290398567433,0.029994598254160447,1.372356147291514,0.0006045392006642687,0.002696409522145682,0.03,239.1,23.65,4.531,122.9,801.4,7.844,149.7,43.87,62.25,12.4,0.06148,0.1762,0.7859,0.024679027781243663,1.0,0.05402239631908607,0.045231084790009195,3.2732902742568527e-09,3.825112490603922e-05,3.8664891585547534e-10,0.11847642305627662,0.004289219682275817,0.019131088242341457
0.37,0.1789287227183576,0.010067740308231125,0.011003436531371976,0.04999998955796029,4.4203972536399615e-10,5.781283641305298e-06,0.025293976047588238,0.029994208274319,1.3711662977464012,0.0006482691586100724,0.002891457047398847,0.03,239.1,23.65,4.531,122.9,801.4,7.844,149.7,43.87,62.25,12.4,0.06148,0.1762,0.7859,0.02565441369977544,1.0,0.053861243322916995,0.04561693133659522,3.415710531862062e-09,3.9745071534669355e-05,4.179433684237118e-10,0.11948264774956914,0.004456798579585047,0.019878535775799597
0.38,0.1783909140767177,0.010147551748946316,0.011461433697430981,0.04999998952309456,4.769054472813861e-10,6.186173242543903e-06,0.02624563653376832,0.02999380334985204,1.369966706173075,0.000693675517154088,0.0030939817760012385,0.03,239.1,23.65,4.531,122.9,801.4,7.844,149.7,43.87,62.25,12.4,0.06148,0.1762,0.7859,0.026631320121305993,1.0,0.05370056380585768,0.045978556974475754,3.5572767599346457e-09,4.123988336017966e-05,4.5052250759814453e-10,0.12042531448596246,0.0046244811572499775,0.020626445751888524
0.39,0.1778547098684706,0.010222259033213447,0.011922930585134694,0.04999998948681832,5.13181682985268e-10,6.606009771317695e-06,0.027197261653266924,0.029993383477047032,1.3687579937186878,0.0007407587604836146,0.003303985867560121,0.03,239.1,23.65,4.531,122.9,801.4,7.844,149.7,43.87,62.25,12.4,0.06148,0.1762,0.7859,0.027609123524095815,1.0,0.053540356419840784,0.04631705567949013,3.6977800978103955e-09,4.273457795336225e-05,4.843733755372054e-10,0.1213072967261996,0.0047921575033056316,0.021374327933302475
0.4,0.17732010537903248,0.010292092863377393,0.01238770120673358,0.04999998944914299,5.508570102864494e-10,7.0407873617729495e-06,0.028148261648300386,0.02999294866178125,1.3675407533553252,0.0007895182999281692,0.0035214666964447708,0.03,239.1,23.65,4.531,122.9,801.4,7.844,149.7,43.87,62.25,12.4,0.06148,0.1762,0.7859,0.02858723382306045,1.0,0.05338061982038273,0.046633472763962965,3.837065560752494e-09,4.4228226427405773e-05,5.194812965436502e-10,0.12213134014830583,0.004959723702430528,0.022121718829399274
0.41000000000000003,0.17678709590724473,0.010357273730687809,0.01285552977214958,0.04999998941008164,5.899183530421429e-10,7.490491141535441e-06,0.029098079049457947,0.02999249891894015,1.3663155512691167,0.0008399525390986833,0.003746417142325062,0.03,239.1,23.65,4.531,122.9,801.4,7.844,149.7,43.87,62.25,12.4,0.06148,0.1762,0.7859,0.029565092661196814,1.0,0.053221352666574524,0.04692880727374646,3.974988415116756e-09,4.5719950698792206e-05,5.55830073804271e-10,0.12290006893122737,0.00512708152851449,0.022868180324969
0.42,0.17625567676534035,0.01041801234076244,0.01332621026354645,0.049999989369648785,6.303512112310591e-10,7.955097697999956e-06,0.03004618727321031,0.029992034271950827,1.365082927977489,0.0008920589261266887,0.0039788258231724495,0.03,239.1,23.65,4.531,122.9,801.4,7.844,149.7,43.87,62.25,12.4,0.06148,0.1762,0.7859,0.03054217203613675,1.0,0.05306255362107428,0.04720401391599461,4.111331350926292e-09,4.7208921285871016e-05,5.934022158911836e-10,0.1236159908094285,0.005294138197539657,0.023613298578015984
0.43,0.17572584327890817,0.010474510049709373,0.01379954599924341,0.049999989327860525,6.721394697793411e-10,8.434575556175173e-06,0.030992089184575775,0.029991554752304393,1.3638433994744732,0.0009458340071461279,0.00421867733380342,0.03,239.1,23.65,4.531,122.9,801.4,7.844,149.7,43.87,62.25,12.4,0.06148,0.1762,0.7859,0.03151797289254902,1.0,0.05290422135009929,0.04746000503523316,4.246058342240164e-09,4.8694355052346226e-05,6.32178765761299e-10,0.12428150225501478,0.005460806114322252,0.024356682890158105
0.44,0.17519759078685682,0.010526959284408586,0.014275349213469003,0.049999989284734016,7.152659757197929e-10,8.928885637456051e-06,0.03193531571253513,0.029991060399096603,1.3625974583344893,0.0010012734777195605,0.0044659524752543875,0.03,239.1,23.65,4.531,122.9,801.4,7.844,149.7,43.87,62.25,12.4,0.06148,0.1762,0.7859,0.0324920237661472,1.0,0.05274635452341783,0.0476976525176553,4.378948896992736e-09,5.017551303336485e-05,6.721398525517926e-10,0.12489889347248026,0.0056270026285486895,0.025097964618481357
0.45,0.17467091464138096,0.010575543919043012,0.014753440679864206,0.0499999892402878,7.597121891127898e-10,9.43798167055871e-06,0.03287542461014347,0.029990551258617285,1.3613455747012753,0.0010583722287991924,0.004720628459780396,0.03,239.1,23.65,4.531,122.9,801.4,7.844,149.7,43.87,62.25,12.4,0.06148,0.1762,0.7859,0.03346387956935582,1.0,0.052588951814341776,0.04791778949718388,4.50996714302709e-09,5.1651698488737435e-05,7.13264370643468e-10,0.1254703528745318,0.005792649816307279,0.025836796201111754
0.46,0.17414581020792227,0.010620439692926392,0.015233649293693106,0.049999989194541336,8.054586457873987e-10,9.961810645808877e-06,0.033811999079157995,0.029990027383895577,1.360088197385332,0.001117124397626625,0.004982679137881868,0.03,239.1,23.65,4.531,122.9,801.4,7.844,149.7,43.87,62.25,12.4,0.06148,0.1762,0.7859,0.0344331202442384,1.0,0.052432011899717496,0.04812121224864948,4.638983276561747e-09,5.3122254742940606e-05,7.555304218781354e-10,0.12599797204882768,0.005957674237747639,0.02657285007631027
0.47000000000000003,0.17362227286513765,0.010661814531559361,0.015715811750818532,0.04999998914751509,8.524848843396488e-10,1.0500313163663636e-05,0.03474464671378172,0.029989488834351485,1.3588257547072533,0.0011775234067283465,0.00525207517223512,0.03,239.1,23.65,4.531,122.9,801.4,7.844,149.7,43.87,62.25,12.4,0.06148,0.1762,0.7859,0.03539934972792268,1.0,0.05227553345991897,0.04830868164249546,4.7659099808276695e-09,5.458656352641713e-05,7.989152530621355e-10,0.1264837495759669,0.006122006750968339,0.027305817852361053
0.48,0.1731002980048619,0.010699828918369455,0.01619977217599949,0.049999989099230376,9.007695957920698e-10,1.1053423837446795e-05,0.0356729982780187,0.029988935675392993,1.357558655474198,0.0012395620090002186,0.005528784238781455,0.03,239.1,23.65,4.531,122.9,801.4,7.844,149.7,43.87,62.25,12.4,0.06148,0.1762,0.7859,0.03636219475502282,1.0,0.052119515178839254,0.048480924829131994,4.8906645064833105e-09,5.6044043055114637e-05,8.433954022231555e-10,0.12692959544967958,0.006285582296586895,0.0280354093466949
0.49,0.17257988103207383,0.010734636208032739,0.016685381809603182,0.04999998904970926,9.502906978164804e-10,1.1621071631662442e-05,0.0365967066758717,0.029988367978077676,1.3562872898029645,0.0013032323255677601,0.005812771195594342,0.03,239.1,23.65,4.531,122.9,801.4,7.844,149.7,43.87,62.25,12.4,0.06148,0.1762,0.7859,0.03732130384888737,1.0,0.051963955743882885,0.048638636658596336,5.01318133095781e-09,5.7494146412882586e-05,8.889467732953372e-10,0.12733733480358214,0.0064483397162885935,0.028761351776567568
0.5,0.17206101736486135,0.01076638294504156,0.017172498689072068,0.049999988998974475,1.001025483213388e-09,1.2203180205498627e-05,0.03751544590455269,0.029987785818769055,1.355012029956847,0.0013685258842334822,0.006103998254365006,0.03,239.1,23.65,4.531,122.9,801.4,7.844,149.7,43.87,62.25,12.4,0.06148,0.1762,0.7859,0.03827634629618651,1.0,0.051808853845958035,0.048782481123983305,5.133363686310421e-09,5.8936359906951416e-05,9.355447796739374e-10,0.1277087117004216,0.006610221568382184,0.029483388936387963
0.51,0.17154370243438413,0.010795209182438155,0.017660987330227664,0.04999998894704943,1.0529505201115492e-09,1.2799668255428816e-05,0.03842891000794837,0.029987189278794086,1.3537332311829793,0.0014354336577883477,0.006402425151281969,0.03,239.1,23.65,4.531,122.9,801.4,7.844,149.7,43.87,62.25,12.4,0.06148,0.1762,0.7859,0.03922701112167869,1.0,0.051654208179467864,0.04891309280562728,5.251232144563318e-09,6.0370201423612686e-05,9.831642550374897e-10,0.1280453929233818,0.006771173943400502,0.030201280375246622
