AA,Cn,DFG,E1,E2,FA,Fru,Glu,Gly,MG,Man,Mel,_1DG,_3DG,Time
7.454627339297236e-05,0.02360920581260645,8.943871752219373,0.008501950701614684,0.023341950886132605,3.2045196569520646e-05,2.6784900867154386e-05,8.242216327605937e-05,0.024284236249290055,3.195540451474765e-05,5.1525599966765964e-05,1.0994358042774652e-07,0.00038216968591807637,5.749202123017563e-05,0.17
8.611394481699266e-05,0.024991421686816624,8.94058101294772,0.00898863966072557,0.02468269368335596,3.592564196768566e-05,3.0002591599534574e-05,9.231174614695361e-05,0.025747523090706225,3.5819164019870315e-05,5.7708173456614954e-05,1.3061748385103572e-07,0.0004254925859865533,6.436588396271967e-05,0.18
9.874729170270115e-05,0.02637291182695421,8.937291484445321,0.009473862047691628,0.026019898479353498,4.002773720952194e-05,3.339970473399963e-05,0.00010275077175123185,0.02721460128152358,3.990263814670767e-05,6.423426655284228e-05,1.537460998631234e-07,0.000470814843158567,7.161747764073377e-05,0.19
0.00011248392808238719,0.02775367673741768,8.934003166266699,0.009957621786392245,0.027353573446127225,4.435147022401836e-05,3.697576672333241e-05,0.00011373757427853965,0.02868545903087217,4.4205711543508475e-05,7.11028410253008e-05,1.794698981963486e-07,0.0005180912184393565,7.924520626308195e-05,0.2
0.00012736060263691213,0.029133716920587617,8.930716057966539,0.010439922790321441,0.02868372673709091,4.889682858175132e-05,4.073030511888377e-05,0.00012527049239908253,0.03016008457627529,4.872826893884061e-05,7.831286143524695e-05,2.0792976491516396e-07,0.0005672773556872291,8.724747880843234e-05,0.21
0.00014341323133299736,0.030513032876849325,8.92743015909968,0.010920768962686065,0.030010366487234055,5.3663799498731925e-05,4.466284856077689e-05,0.00013734786922081353,0.03163846618339428,5.34701951408418e-05,8.586329510866976e-05,2.392669957123059e-07,0.0006183297488201814,9.562270918594013e-05,0.22
0.00016067692075470724,0.031891625104603534,8.924145469221138,0.011400164196447685,0.031333500813188676,5.865236983802455e-05,4.877292677393233e-05,0.0001499680522712427,0.033120592145923465,5.843137503680368e-05,9.375311212495886e-05,2.736232923669299e-07,0.0006712057184209638,0.00010436931621394212,0.23
0.00017918594431567294,0.033269494100247675,8.920861987886084,0.011878112374228372,0.032653137813063525,6.38625261060161e-05,5.306007057795358e-05,0.00016312939353845215,0.03460645078584542,6.361169359361514e-05,0.00010198128534245562,3.1114076722250036e-07,0.0007258634356820686,0.00011348572366621463,0.24
0.000198973798849027,0.03464664035820899,8.91757971464986,0.012354617368456526,0.03396928556668863,6.92942544581062e-05,5.7523811872589805e-05,0.00017683024940784838,0.03609603045305063,6.901103585669818e-05,0.00011054679035905167,3.5196193358012557e-07,0.0007822618655841955,0.00012297036019927207,0.25
0.00022007322745413646,0.03602306437095588,8.914298649067964,0.012829683041412087,0.03528195213568784,7.494754070045178e-05,6.216368363342631e-05,0.00019106898064257915,0.03758931952522345,7.46292869495752e-05,0.00011944860549998938,3.9622970199265117e-07,0.000840360743980744,0.00013282165932948625,0.26
0.00024251617584115286,0.03739876662897451,8.911018790696062,0.013303313245112313,0.036591145563280164,8.082237028546492e-05,6.697921992371441e-05,0.00020584395243316927,0.039086306408148884,8.046633207447047e-05,0.00012868571184878333,4.4408738615896055e-07,0.0009001206214414666,0.00014303805948929173,0.27
0.0002663338559195648,0.03877374762079932,8.907740139089983,0.01377551182144399,0.03789687387449992,8.691872831696424e-05,7.196995588127992e-05,0.00022115353434016562,0.04058697953536953,8.652205651130209e-05,0.00013825709321149007,4.956786938952233e-07,0.0009615027994552998,0.00015361800396111034,0.28
0.0002915567709542955,0.04014800783302459,8.904462693805717,0.014246282602209687,0.039199145076270925,9.3236599551959e-05,7.71354277141196e-05,0.00023699610027410565,0.042091327368069045,9.279634561723792e-05,0.00014816173610422893,5.511477233312667e-07,0.0010244693052039898,0.00016455994085394144,0.29
0.0003182146770440139,0.041521547750293555,8.901186454399419,0.0147156294090728,0.04049796715731064,9.977596839849532e-05,8.247517270607778e-05,0.000253370028519256,0.0435993383952202,9.928908482696157e-05,0.00015839862976797054,6.106389655981174e-07,0.0010889829301740678,0.00017586232313015208,0.3
0.00034633663183228944,0.042894367855315405,8.89791142042741,0.0151835560536272,0.04179334808824273,0.00010653681891833685,8.798872921018753e-05,0.0002702737017035594,0.04511100113340822,0.00010600015965204208,0.00016896676614981484,6.742972993616115e-07,0.0011550071813394688,0.00018752360857049428,0.31
0.00037595101942470584,0.044266468628875025,8.894637591446173,0.015650066337433797,0.04308529582165429,0.00011351913482836205,9.367563664528438e-05,0.0002877055067828681,0.04662630412674038,0.00011292945568054362,0.0001798651398931687,7.422679875338959e-07,0.0012225062561903271,0.00019954225975553415,0.32
