CoSmad,CoSmad_N,I_Smad,I_Smad_TGFb_TGFbR_P,I_Smad_mRNA1,I_Smad_mRNA2,Smad,Smad_N,Smad_P,Smad_P_CoSmad,Smad_P_CoSmad_N,Smad_P_N,Smad_P_Smad_P,Smad_P_Smad_P_N,TGFb,TGFbR,TGFb_TGFbR,TGFb_TGFbR_P,Time
11998.976356799174,135002.35437936173,1.3381742983598247e-40,1.5334540446065965e-48,8.45345427185572e-33,2.056685133752471e-36,6999.50882202299,82001.12970219828,3.10779855437575e-06,4.780418684746197e-11,1.1244551953627496e-13,8.092432454516587e-10,9.823422826441397e-21,1.2097809611617417e-25,460.0,1009.9113454521607,0.08723369674720016,0.0014208510921059562,0.1
11998.874022156035,135002.5897490409,2.6032729119258195e-40,2.9698127451641285e-48,1.6430676855702782e-32,3.984197430401092e-36,6999.459717750753,82001.24263966603,4.1329983724794305e-06,6.994118433738256e-11,1.8098271583986224e-13,1.1839932600101994e-09,1.8587818663366865e-20,2.3543420107792203e-25,460.0,1009.9024825512147,0.09580010539918346,0.001717343386083135,0.11
11998.771692907561,135002.82510631232,4.549006402313675e-40,5.159708982195113e-48,2.868771797792477e-32,6.924927425259654e-36,6999.410615863992,82001.35557118007,5.361242002220871e-06,9.898821879795125e-11,2.7946789688809617e-13,1.6757254270397587e-09,3.2587081631008e-20,4.167199456276708e-25,460.0,1009.8936201095165,0.10433835124701064,0.0020415392365126963,0.12
11998.669369053468,135003.06045117666,7.395165712479882e-40,8.331184786117997e-48,4.659605907530015e-32,1.1187061636222348e-35,6999.361516344481,82001.46849674065,6.810616101375826e-06,1.3624739287841669e-10,4.167827514809224e-13,2.30648510556257e-09,5.3975812186858764e-20,6.906050958768761e-25,460.0,1009.884758125808,0.11284852717670589,0.0023933470153867605,0.13
11998.56705059347,135003.29578363456,1.1410080892162558e-39,1.275557807004271e-47,7.182389897041834e-32,1.7137979415423362e-35,6999.312419174059,82001.58141634811,8.499146160234697e-06,1.8313155897015542e-10,6.034083734521662e-13,3.100193144757295e-09,8.55467340223644e-20,1.0901485459983607e-24,460.0,1009.8758965988351,0.12133072576796768,0.002772675396877195,0.14
11998.464737527283,135003.53110368663,2.4860945769813705e-39,7.390646721836626e-47,1.231233519012779e-31,2.9454528984458413e-35,6999.263324334624,82001.69433000269,1.0444796691011712e-05,2.411639547479029e-10,8.515461982786364e-13,4.0826397755521685e-09,1.3197672713717627e-19,1.6921664155562134e-24,460.0,1009.8670355273484,0.12978503929511365,0.0031794333564022694,0.15
11998.362429854616,135003.7664113336,8.319384688489558e-39,4.355936200510332e-46,2.7679072885122384e-31,6.737255589017415e-35,6999.214231808131,82001.8072377047,1.2665471396808878e-05,3.11977878243706e-10,1.1752247890913352e-12,5.281479162785994e-09,2.0266358860013027e-19,2.7033151723769164e-24,460.0,1009.8581749101022,0.13821155972792273,0.003613530169793726,0.16
11998.260127575188,135004.0017065761,2.1149418612883732e-38,1.269226853612919e-45,5.875734282683735e-31,1.4463552194699083e-34,6999.165141576602,82001.92013945444,1.517901343961153e-05,3.9731617143530227e-10,1.590475164213384e-12,6.726220757747839e-09,3.0661654164111657e-19,4.296591829394571e-24,460.0,1009.849314745855,0.1466103787329779,0.004074875411977497,0.17
11998.15783068871,135004.23698941476,4.3903972333859263e-38,2.7748100405324508e-45,1.1193825180661675e-30,2.7727233255786286e-34,6999.116053622115,82002.03303525216,1.8003205615988364e-05,4.990308822955025e-10,2.1154422452464558e-12,8.448223632700083e-09,4.546727592223084e-19,6.67737889069318e-24,460.0,1009.8404550333694,0.15498158767454218,0.00456337895610769,0.18
11998.055539194896,135004.47225985024,8.017513183784277e-38,5.197890933909009e-45,1.9504981995999283e-30,4.849098962922112e-34,6999.066967926809,82002.14592509816,2.115577055337151e-05,6.190828870486958e-10,2.77051054885841e-12,1.0480690150482032e-08,6.600298676050034e-19,1.0096367621612231e-23,460.0,1009.8315957714119,0.16332527761553906,0.005078950972599515,0.19
11997.953253093461,135004.70751788325,1.3430148616907493e-37,8.835195501393529e-45,3.1753446233302034e-30,7.912156073553012e-34,6999.017884472883,82002.2588089927,2.465437090850069e-05,7.595415082428902e-10,3.578431376372996e-12,1.2858659564191145e-08,9.385644293481553e-19,1.485547705637238e-23,460.0,1009.8227369587532,0.17164153931854365,0.005621501928151566,0.2
11997.850972384118,135004.94276351432,2.1145471843663003e-37,1.4040562754602653e-44,4.906360036963335e-30,1.224363396307867e-33,6998.968803242594,82002.37168693608,2.8516609565090267e-05,9.225841343245524e-10,4.5644494654287785e-12,1.561900164197298e-08,1.309171189190917e-18,2.131413446410342e-23,460.0,1009.8138785941685,0.17993046324677014,0.006190942584771932,0.21
11997.74869706658,135005.17799674423,3.1773059477337028e-37,2.123118007386641e-44,7.275962266069236e-30,1.817523349035983e-33,6998.919724218263,82002.48455892857,3.276002983071923e-05,1.1104958407162482e-09,5.756429103707272e-12,1.8800410316919843e-08,1.7941230828191933e-18,2.9895917273274566e-23,460.0,1009.8050206764361,0.18819213956505546,0.006787183998808132,0.22
11997.646427140558,135005.41321757357,5.737448361445749e-37,4.706569082225636e-44,1.096891881862051e-29,2.7654264020059944e-33,6998.870647382261,82002.59742497043,3.7402115643449046e-05,1.3256689920663297e-09,7.184986984822711e-12,2.2443397022661935e-08,2.4248823863043807e-18,4.139825292140679e-23,460.0,1009.7961632043393,0.19642665814088683,0.0074101375199292305,0.23
11997.54416260577,135005.64842600303,1.2637819293945332e-36,1.314395457238997e-43,1.745367521731782e-29,4.492338470452015e-33,6998.821572717033,82002.71028506194,4.246029177169904e-05,1.5706028575462757e-09,8.88362039226717e-12,2.6590284246805307e-08,3.2448489784299716e-18,5.713059341877806e-23,460.0,1009.7873061766645,0.20463410854539854,0.008059714790141089,0.24
11997.441903461928,135005.88362203326,2.591650943057408e-36,3.0269158348223947e-43,2.784340273248353e-29,7.316804356507122e-33,6998.772500205068,82002.82313920336,4.795192398619846e-05,1.8479032801876558e-09,1.0888816032887348e-11,3.128519998656594e-08,4.29809668885473e-18,7.827075132316471e-23,460.0,1009.778449592203,0.2128145800542407,0.00873582774293884,0.25
11997.339649708741,135006.11880566485,4.807967229048569e-36,5.957311197963856e-43,4.349253725889607e-29,1.1627081619301371e-32,6998.723429828923,82002.93598739499,5.389431926553838e-05,2.1602822811911005e-09,1.324018215596544e-11,3.6574071118799746e-08,5.635900897100226e-18,1.0621214776156297e-22,460.0,1009.7695934497493,0.22096816164860095,0.009438388602294238,0.26
11997.237401345928,135006.3539768985,8.218403844589318e-36,1.0532052521786247e-42,6.603724677695842e-29,1.7892937558615452e-32,6998.674361571209,82003.04882963706,6.03047259899292e-05,2.51055768706014e-09,1.5980572499305366e-11,4.250461715110709e-08,7.31759173575864e-18,1.4259396620592446e-22,460.0,1009.7607377481023,0.22909494201617256,0.010167309881700965,0.27
11997.1351583732,135006.5891357349,1.3190352327577675e-35,1.726439203006979e-42,9.742854160618463e-29,2.6675276744430847e-32,6998.6252954145975,82003.16166592985,6.720033413403345e-05,2.9016527585235406e-09,1.9156209595079575e-11,4.912634400281582e-08,9.411351742423736e-18,1.8932741385466167e-22,460.0,1009.7518824860648,0.2371950095521174,0.010922504383224504,0.28
11997.032920790267,135006.82428217464,2.0159933040494932e-35,2.676426143046935e-42,1.3996709273465083e-28,3.863626668882746e-32,6998.576231341817,82003.27449627359,7.459827545905327e-05,3.3365958208986166e-09,2.281680755988484e-11,5.6490537810040696e-08,1.1995050789031538e-17,2.486232650141397e-22,460.0,1009.7430276624435,0.24526845236002565,0.01170388519655563,0.29
11996.930688596842,135007.0594162184,2.9655732052337807e-35,3.9799741482638386e-42,1.9637114695887652e-28,5.456169994032503e-32,6998.5271693356535,82003.38732066861,8.25156237042921e-05,3.818519895471525e-09,2.7015694520784593e-11,6.465025874773931e-08,1.5157175347062594e-17,3.230261533381776e-22,460.0,1009.7341732760492,0.25331535825287277,0.012511365698066539,0.3
11996.828461792642,135007.2945378668,4.5459550351848433e-35,6.714165704674192e-42,2.7585799952229046e-28,7.763207405987484e-32,6998.4781093789525,82003.5001391151,9.096939481995081e-05,4.350662251111013e-09,3.1809963595327873e-11,7.366033351977652e-08,1.9008723372015176e-17,4.1649720730771147e-22,460.0,1009.7253193256963,0.2613358147541786,0.013344859549664485,0.31
11996.726240377377,135007.5296471206,7.272745036750547e-35,1.236897409339978e-41,3.9056721532121395e-28,1.1208168544010127e-31,6998.4290514546165,82003.61295161337,9.99765471317246e-05,4.9363640878089755e-09,3.7260576645894946e-11,8.357735005202211e-08,2.3677576587710807e-17,5.338155288348283e-22,460.0,1009.7164658102033,0.2693299090988325,0.014204280697980267,0.32
11996.624024350758,135007.7647439803,1.1586385409228742e-34,2.2182801913238533e-41,5.515115773246292e-28,1.6168096913439437e-31,6998.379995545604,82003.72575816362,0.00010955398150134515,5.579070228064462e-09,4.3432465226358886e-11,9.445965231643844e-08,2.930204844544197e-17,6.798984023997585e-22,460.0,1009.7076127283926,0.27729772823389665,0.015089543373576646,0.33
11996.5218137125,135007.9998284467,1.8025447310006198e-34,3.768145339340918e-41,7.7192505983830625e-28,2.3098492458152003e-31,6998.330941634932,82003.83855876615,0.00011971854153801791,6.282328709813412e-09,5.039466677235867e-11,1.0636733351111439e-07,3.603791256978781e-17,8.604108007408984e-22,460.0,1009.6987600790906,0.2852393588196613,0.016000562089906852,0.34
11996.41960846231,135008.23490052033,2.7238776743147823e-34,6.071446119509345e-41,1.0675232318218054e-27,3.254267584029008e-31,6998.281889705674,82003.95135342119,0.00013048701378754198,7.049790422529035e-09,5.82204453378495e-11,1.1936222996121094e-07,4.405985279123129e-17,1.0818381245913946e-21,460.0,1009.6899078611272,0.29315488723058875,0.016937251642382686,0.35
11996.317408599907,135008.46996020194,3.999829387249108e-34,9.349339157170923e-41,1.4567772220721585e-27,4.514164582420732e-31,6998.23283974096,82004.06414212899,0.00014187612792076817,7.885208744603062e-09,6.698741187318043e-11,1.335079150413099e-07,5.3562972004010894e-17,1.3515622889459446e-21,460.0,1009.6810560733364,0.30104439955625556,0.01789952710744588,0.36
11996.215214125003,135008.70500749213,5.72124457592445e-34,1.3863212788791302e-40,1.9612012462742122e-27,6.164442976463114e-31,6998.183791723977,82004.17692488982,0.0001539025569213939,8.7924391820078e-09,7.677764404469831e-11,1.488696931191644e-07,6.476435984920611e-17,1.6779411558577858e-21,460.0,1009.6722047145563,0.3089079816022898,0.018887303841642694,0.37
11996.113025037303,135008.94004239154,8.009996001861292e-34,2.002734755094101e-40,2.6073561641077944e-27,8.3000746518681e-31,6998.134745637967,82004.28970170388,0.00016658291727380197,9.775439006872598e-09,8.767780608497499e-11,1.6551459349807246e-07,7.790543232404063e-17,2.0704959324512146e-21,460.0,1009.663353783628,0.31674571889131004,0.019900497480698307,0.38
11996.010841336525,135009.17506490086,1.130963320856058e-33,3.037743285141424e-40,3.458001284119698e-27,1.1185435319216354e-30,6998.0857014662315,82004.40247257146,0.0001799337691623137,1.0838266873956273e-08,9.97792765545574e-11,1.8351136399080589e-07,9.326653365920154e-17,2.5418922763962987e-21,460.0,1009.6545032793977,0.3245576966639196,0.02093902393853538,0.39
11995.90866302238,135009.41007502077,1.607046850581741e-33,4.742579016494437e-40,4.5786760329621764e-27,1.5093304186409926e-30,6998.036659192126,82004.51523749279,0.00019397161664300806,1.1985082490238305e-08,1.1317825709123292e-10,2.0293046537912662e-07,1.1115454529823903e-16,3.105956003261718e-21,460.0,1009.645653200714,0.33234399987956603,0.02200279940642687,0.4
11995.806490094577,135009.64507275185,2.274595501942517e-33,7.363067955484168e-40,6.037484156817533e-27,2.030341659552117e-30,6997.98761879906,82004.6279964681,0.00020871290782863646,1.3220146259151853e-08,1.2797589023555826e-10,2.2384406545060927e-07,1.31904455334835e-16,3.777731641906115e-21,460.0,1009.6368035464305,0.3401047132174643,0.023091740352084812,0.41
11995.70432255283,135009.8800580948,3.1880177557515015e-33,1.1198420830108381e-39,7.914600714956815e-27,2.7147727788433035e-30,6997.938580270502,82004.74074949764,0.00022417403507689945,1.454781891830455e-08,1.4427837958724438e-10,2.463260329269486e-07,1.5588505361290496e-16,4.574140980091352e-21,460.0,1009.6279543154037,0.34783992107753775,0.024205763518732618,0.42
11995.602160396853,135010.11503105026,4.411838355359466e-33,1.6607727344667064e-39,1.030357872205795e-26,3.601625054448257e-30,6997.889543589975,82004.85349658164,0.00024037133517465598,1.5972561185072963e-08,1.6219710714332288e-10,2.704519315235783e-07,1.835012451474099e-16,5.514140201943581e-21,460.0,1009.6191055064945,0.35554970758133775,0.02534478592419728,0.43
11995.500003626354,135010.3499916189,6.021805791358879e-33,2.4016795262155144e-39,1.3312720385813928e-26,4.73631873912571e-30,6997.840508741055,82004.96623772033,0.0002573210895214919,1.7498933403437023e-08,1.8184875019250148e-10,2.9629901403001027e-07,2.1519644374641768e-16,6.61888350800883e-21,460.0,1009.6102571185671,0.3632341565729611,0.026508724860004773,0.44
11995.397852241042,135010.5849398013,8.106054176688024e-33,3.392533431441231e-39,1.706651293983097e-26,6.171335738854289e-30,6997.791475707376,82005.07897291398,0.00027503952431264683,1.9131595192054284e-08,2.033553977657069e-10,3.239462164108929e-07,2.5145504583441265e-16,7.91189321790304e-21,460.0,1009.6014091504898,0.370893351619964,0.02769749789047856,0.45
11995.295706240635,135010.81987559822,1.078954337570147e-32,4.722023043868233e-39,2.1723044263493047e-26,7.976464986812362e-30,6997.742444472627,82005.19170216277,0.0002935428107229923,2.0875305090295808e-08,2.2684466781719334e-10,3.534741518731381e-07,2.928069530072951e-16,9.419659498667822e-21,460.0,1009.592561601134,0.37852737601428055,0.028911022851833,0.46
11995.193565624839,135011.05479901022,1.4365684943236722e-32,6.689956536431924e-39,2.7564899696063164e-26,1.0293238514384315e-29,6997.693415020547,82005.30442546698,0.0003128470650981758,2.2734920190399255e-08,2.5244982937922826e-10,3.8496510470165934e-07,3.398412555972617e-16,1.1174198530100333e-20,460.0,1009.5837144693758,0.386136312773178,0.030149217851231664,0.47
11995.091430393368,135011.28971003805,1.910315322731768e-32,9.55200310077047e-39,3.4867492271939713e-26,1.3255480824427217e-29,6997.644387334938,82005.41714282682,0.00033296834912144904,2.4715395816720444e-08,2.803099078450781e-10,4.1850302488033204e-07,3.931924594634175e-16,1.3209697974976242e-20,460.0,1009.574867754094,0.3937202446400903,0.031412001265964724,0.48
11994.98930054593,135011.52460868226,2.5299057150702364e-32,1.3588734635034907e-38,4.393624995650208e-26,1.7011419010128067e-29,6997.595361399647,82005.52985424249,0.000353922669997804,2.6821785171456136e-08,3.1056980226332315e-10,4.541735221540501e-07,4.535476707081954e-16,1.5563656678228282e-20,460.0,1009.566021454172,0.4012792540855377,0.03269929174254157,0.49
11994.88717608224,135011.7594949436,3.3303482075633313e-32,1.9136938612160178e-38,5.512421027224049e-26,2.173399821299623e-29,6997.546337198583,82005.64255971427,0.00037572598063537746,2.9059238985655853e-08,3.433804007378621e-10,4.920638601790045e-07,5.216514292195689e-16,1.8277508215310143e-20,460.0,1009.5571755684963,0.40881342330803366,0.03401100819579687,0.5
11994.785057002007,135011.9943688226,4.352522838178306e-32,2.6596139028087233e-38,6.883675645307133e-26,2.762345310992213e-29,6997.497314715706,82005.75525924233,0.000398394179824841,3.143300517413547e-08,3.7889869443051456e-10,5.322629507380585e-07,5.983090239762698e-16,2.1396907332770622e-20,460.0,1009.5483300959571,0.41632283423498023,0.03534706980800647,0.51
11994.682943304942,135012.22923032005,5.643783314356365e-32,3.6435452931395903e-38,8.553657492699379e-26,3.491000313494827e-29,6997.448293935026,82005.86795282693,0.00042194311241816444,3.394842849159846e-08,4.1728789113137724e-10,5.748613479763041e-07,6.843899079403738e-16,2.4972027038542154e-20,460.0,1009.5394850354486,0.4238075685235619,0.03670739602800642,0.52
11994.580834990755,135012.4640794365,7.25858749068002e-32,4.92007825343486e-38,1.0574883412708768e-25,4.3856671435752486e-29,6997.399274840613,82005.98064046827,0.0004463885695067566,3.661095018996473e-08,4.5871752839693395e-10,6.199512426568009e-07,7.808312125372519e-16,2.905786634194359e-20,460.0,1009.5306403858682,0.4312677075616349,0.03809190657031494,0.53
11994.478732059159,135012.69891617267,9.274561064007849e-32,6.586976009324151e-38,1.3013921911532989e-25,5.48152426875389e-29,6997.350257416587,82006.09332216659,0.0004717462886019644,3.942610767112796e-08,5.033635883253575e-10,6.676264563401851e-07,8.886446488971548e-16,3.371554077864996e-20,460.0,1009.5217961461173,0.43870333246862964,0.039500521414243026,0.54
11994.376634509861,135012.93374052914,1.183386281043441e-31,8.877699966887113e-38,1.5971135138988281e-25,6.836932104749153e-29,6997.301241647123,82006.20599792208,0.0004980319538198428,4.239953413143959e-08,5.514086152946788e-10,7.179824354264549e-07,1.0089289016095898e-15,3.901517846672339e-20,460.0,1009.5129523151007,0.4461145240964731,0.04093316080298402,0.55
11994.274542342573,135013.16855250666,1.505873389061338e-31,1.1970159846027386e-37,1.9541107159953618e-25,8.504442596568231e-29,6997.252227516447,82006.31866773497,0.0005252611960409244,4.553695825460985e-08,6.030418163632542e-10,7.711162460037051e-07,1.1428552688073163e-15,4.503088534154195e-20,460.0,1009.5041088917269,0.4535013630303876,0.04238974524282564,0.56
11994.172455557009,135013.40335210576,1.909421001006142e-31,1.6082215913043546e-37,2.3833038581748047e-25,1.0545573811576165e-28,6997.203215008841,82006.43133160548,0.0005534495930939906,4.884420385812285e-08,6.584591783167746e-10,8.271265679222073e-07,1.2916805304266998e-15,5.18437439365769e-20,460.0,1009.495265874908,0.4608639295898089,0.04387019550224444,0.57
11994.070374152874,135013.6381393272,2.4108217913912956e-31,2.147104249627758e-37,2.8971056584267897e-25,1.3030921221757988e-28,6997.154204108637,82006.54398953382,0.000582612669930958,5.232718955685698e-08,7.178635785543974e-10,8.861136891552827e-07,1.4567508164760634e-15,5.954213174210738e-20,460.0,1009.4864232635598,0.46820230382926004,0.04537443261104403,0.58
11993.968298129881,135013.8729141716,3.029402380637078e-31,2.8437765362087158e-37,3.5095642672527854e-25,1.6041081018400436e-28,6997.105194800219,82006.6566415202,0.0006127658988015891,5.599192842704088e-08,7.814648958547694e-10,9.481795001658222e-07,1.639506070715637e-15,6.822219684664971e-20,460.0,1009.4775810566014,0.47551656553922383,0.04690237785949374,0.59
11993.86622748774,135014.1076766396,3.7872749011019185e-31,3.733222044742672e-37,4.236510091805538e-25,1.96675991981042e-28,6997.056187068028,82006.76928756482,0.0006439246994275876,5.984452767140273e-08,8.4948012071504e-10,1.0134274882927506e-06,1.8414846222321553e-15,7.798834668485956e-20,460.0,1009.4687392529556,0.48280679424701334,0.04845395279747074,0.6
11993.764162226162,135014.34242673186,4.709596336186446e-31,4.855785760617079e-37,5.095707163513288e-25,2.401395003015458e-28,6997.007180896553,82006.88192766788,0.0006761044391760783,6.38911882855085e-08,9.221334652642648e-10,1.0819627321573612e-06,2.06432786714647e-15,8.895375055387436e-20,460.0,1009.4598978515489,0.490073069217638,0.050029079233604896,0.61
11993.662102344855,135014.577164449,5.871950804048173e-31,6.4603196755634486e-37,6.123015982818843e-25,2.936828957278168e-28,6996.958176270336,82006.99456182963,0.0007093204332573432,6.813820467711292e-08,9.99656490004145e-10,1.1538918952865684e-06,2.3098097217494415e-15,1.0125130052869643e-19,460.0,1009.451056851311,0.4973154694547914,0.051627679234305064,0.62
11993.560047843532,135014.81188979174,7.386398260929022e-31,8.943508758033958e-37,7.367721219495059e-25,3.615263448295333e-28,6996.909173173971,82007.10719005023,0.0007435879448895672,7.259196434941288e-08,1.0822882076651658e-09,1.2293232208012764e-06,2.5798340837033773e-15,1.1503098923129943e-19,460.0,1009.4422162511754,0.5045340737016739,0.053249675122946746,0.63
11993.457998721899,135015.04660276067,9.317951220230344e-31,1.2489941665285782e-36,8.864225511180586e-25,4.461843498624145e-28,6996.860171592106,82007.2198123299,0.0007789221854262406,7.72589476566243e-08,1.170275161162534e-09,1.308366527310217e-06,2.876395991100903e-15,1.3044187864424463e-19,460.0,1009.4333760500792,0.5117289604416317,0.054894989479242706,0.64
11993.355954979668,135015.2813033565,1.1738986066780178e-30,1.7305412191781074e-36,1.0650607286118232e-24,5.504495207867554e-28,6996.811171509436,82007.33242866884,0.0008153383145557633,8.214572741971118e-08,1.2638715516345664e-09,1.3911332024730027e-06,3.2016150879226885e-15,1.4764465917926773e-19,460.0,1009.4245362469627,0.5189002078991524,0.05656354513826005,0.65
11993.25391661655,135015.5159915798,1.473014435185869e-30,2.3620043860142805e-36,1.2769001814033608e-24,6.774257810121763e-28,6996.762172910711,82007.44503906726,0.0008528514404721906,8.725896859800988e-08,1.3633393464642654e-09,1.4777361974948303e-06,3.5577411974019575e-15,1.6681236116676674e-19,460.0,1009.4156968407698,0.5260478940407184,0.058255265189578645,0.66
11993.15188363225,135015.75066743128,1.838093258534322e-30,3.169008593817848e-36,1.5265882557143142e-24,8.305505802935129e-28,6996.713175780734,82007.55764352535,0.0008914766200452077,9.260542796234096e-08,1.4689483867681851e-09,1.568290021646043e-06,3.947159853786104e-15,1.8813101413195551e-19,460.0,1009.4068578304481,0.5331720965756567,0.05997007297645328,0.67
11993.049856026484,135015.98533091156,2.2790348546255476e-30,4.1799789559225116e-36,1.819235440067612e-24,1.0136180697874754e-27,6996.664180104352,82007.67024204328,0.0009312288589895106,9.819195376927113e-08,1.5809764944737318e-09,1.6629107368009113e-06,4.372397965867939e-15,2.118003270008608e-19,460.0,1009.3980192149481,0.540272892956984,0.06170789209497878,0.68
11992.947833798959,135016.21998202134,2.8067535376283086e-30,5.426336723876502e-36,2.1604459330751847e-24,1.2308032832288994e-27,6996.615185866472,82007.78283462129,0.0009721231120335944,1.0402548543652115e-07,1.6997095789863864e-09,1.7617159519955637e-06,4.83612961463771e-15,2.3803438994591657e-19,460.0,1009.3891809932246,0.5473503603822517,0.063468646393258,0.69
11992.845816949382,135016.45462076124,3.433246472084688e-30,6.942703908025425e-36,2.556349512745429e-24,1.486687368185441e-27,6996.566193052042,82007.89542125954,0.0010141742830879529,1.101130532195149e-07,1.8254417434483333e-09,1.864824818004999e-06,5.341181987407154e-15,2.670623985809203e-19,460.0,1009.3803431642352,0.5544045757943854,0.06525225997057281,0.7
11992.743805477465,135016.68924713193,4.1716650182283054e-30,8.767116896310642e-36,3.0136347640944924e-24,1.7862839113495187e-27,6996.517201646069,82008.00800195825,0.0010573972254126847,1.1646177788906583e-07,1.95847539058998e-09,1.972358021939108e-06,5.890541450756715e-15,2.991294012151013e-19,460.0,1009.371505726941,0.5614356158825222,0.06705865717655778,0.71
11992.641799382916,135016.92386113404,5.036389234971303e-30,1.0941249400577919e-35,3.539583721845614e-24,2.1350664018263803e-27,6996.468211633604,82008.12057671759,0.001101806741784518,1.2307887041019695e-07,2.0991213281758724e-09,2.0844377818576383e-06,6.487359764657263e-15,3.3449706987606654e-19,460.0,1009.362668680307,0.5684435570828462,0.06888776261037695,0.72
11992.539798665444,135017.15846276822,6.043105667017062e-30,1.3510645059690387e-35,4.142107985000657e-24,2.5389968763771133e-27,6996.419222999755,82008.23314553776,0.0011474175846632499,1.2997163162208972e-07,2.24769887404647e-09,2.201187841404033e-06,7.134960440117417e-15,3.734444958113786e-19,460.0,1009.3538320233008,0.5754284755794195,0.07073950111990339,0.73
11992.437803324761,135017.3930520351,7.208888542555795e-30,1.6524960028740476e-35,4.829786360067979e-24,3.004555790575437e-27,6996.370235729675,82008.34570841893,0.001194244456357604,1.371474519191578e-07,2.4045359607572915e-09,2.3227334644580725e-06,7.836845242707747e-15,4.162690101785236e-19,460.0,1009.3449957548943,0.5823904473050112,0.07261379780090159,0.74
11992.335813360573,135017.6276289354,8.552284508000075e-30,2.0038215883655095e-35,5.6119040897308294e-24,3.538773159837121e-27,6996.321249808569,82008.4582653613,0.0012423020091905067,1.4461381093324176e-07,2.5699692398169055e-09,2.4492014298072497e-06,8.596700844313037e-15,4.632870306330302e-19,460.0,1009.336159874062,0.5893295479419235,0.07451057799621276,0.75
