Time,CaI,IP3,g,CaO,CaS,CaM,A,B,D,E,F,k2,L,R,kIP3R,PMleak,kSTIM,mw004dcb62_da5f_41c7_a7bd_033574894f48,mw78dd80b8_e003_4c62_81d1_547d001767af,mw3a93c3a6_623a_44fe_84e9_a47823defd1f,mwd21d3f76_d133_4053_8e44_02a538657e0a,mwf998b218_be11_4aa4_81ae_41141861fb42,mwc714c217_c8fd_4024_912c_681cd6931f59,mwd90ce3ea_f8d5_4f0a_8093_e39a2d3dbf33,mw886be93a_22c7_4966_a1fa_113afd832ae3,mwc8d6bdb5_59d4_43fa_b96d_7426f4857e0d,cytosol,outside,ER_store,mitochondria,kPLC,JPump,JChannel,kPhosphatase,inhibition_parameter1,inhibition_parameter2,mwbdcd6a40_1ae7_4c86_a99f_1fba0b8beaf7,mw530793e3_76b2_4483_be11_e94364306712,mwfaf5e05a_b642_4ee2_a069_3c2fc783fba4,mw69f19152_7258_45b0_bf9e_b196f19d7e03,ERtoMito
0.49,0.05087020267229145,0.015698280375716935,0.0019978856801428522,1000.0,1.9988319535353278,0.0002977376643737752,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.05087020267229145,0.0207254217111433,0.025542035108246,0.03139656075143387,3.341584355949601e-05,3.596194224257134e-05,0.0007701841382224215,0.0007899240044452848,1.550057057697876e-06,0.00014456459956434576,0.0007899598487086392
0.5,0.050920227749276945,0.01589132978283953,0.00199786087652621,1000.0,1.9987752447503189,0.0003042167943908952,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.050920227749276945,0.020763020640491483,0.025703088361208878,0.03178265956567906,3.3547480298671754e-05,3.596149577747177e-05,0.0007702018163672665,0.0007913837467108598,1.5561629622644944e-06,0.0001476176212424489,0.00079494087715079
0.51,0.05097149799260412,0.016081058030530223,0.0019978374120186385,1000.0,1.9987172568910105,0.0003107152262452432,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.05097149799260412,0.020801581808924965,0.025864048747957342,0.032162116061060446,3.368279669198128e-05,3.5961073416335494e-05,0.0007702198978811163,0.0007928809493225004,1.5624395463653744e-06,0.00015067588398442924,0.0007999190334419796
0.52,0.05102400247573347,0.01626754315594225,0.0019978153231802543,1000.0,1.998658000596363,0.00031723287811656446,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.05102400247573347,0.020841098902644146,0.026024899109607067,0.0325350863118845,3.382179435461276e-05,3.5960675817244575e-05,0.0007702383797568603,0.0007944153748795227,1.5688868848048136e-06,0.00015373932228932884,0.0008048937868950639
0.53,0.051077730178486165,0.016450861542323385,0.00199779464658186,1000.0,1.998597486605574,0.00032376966394020025,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.051077730178486165,0.02088156555607398,0.02618562483023522,0.03290172308464677,3.396447513337879e-05,3.5960303638473476e-05,0.0007702572589595442,0.0007959867840946148,1.5755050631281163e-06,0.00015680786886939773,0.0008098646854711923
0.54,0.05113267001211346,0.016631087950964484,0.0019977754188075,1000.0,1.9985357257322465,0.0003303254941851858,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.05113267001211346,0.020922975368940305,0.026346213680130473,0.03326217590192897,3.4110841154312894e-05,3.5959957538535e-05,0.0007702765324342099,0.000797594936452166,1.5822941798293762e-06,0.00015988145502826703,0.0008148313509318703
0.55,0.05118881084267633,0.016808295552754652,0.001997757676457476,1000.0,1.9984727288402906,0.0003369002765816384,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.05118881084267633,0.020965321922155833,0.026506655668181993,0.033616591105509304,3.426089486688716e-05,3.595963817623457e-05,0.0007702961971132045,0.0007992395908206391,1.5892543484025378e-06,0.00016296001101262904,0.0008197934742736698
0.56,0.05124614151283665,0.016982555959335194,0.0019977414561517816,1000.0,1.9984085068214563,0.0003434939168004628,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.05124614151283665,0.02100859879259215,0.026666942902917937,0.03396511191867039,3.441463908511997e-05,3.5959346210732065e-05,0.0007703162499229954,0.0008009205060219587,1.5963856992481895e-06,0.00016604346633903916,0.0008247508114304515
0.5700000000000001,0.05130465086215303,0.01715393925384518,0.0019977267945339404,1000.0,1.9983430705744,0.00035010631908814527,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.05130465086215303,0.021052799566807764,0.02682706946172658,0.03430787850769036,3.4572077025817216e-05,3.5959082301610926e-05,0.0007703366877905155,0.0008026374413606232,1.6036883814473927e-06,0.0001691317500973217,0.0008297031792286571
0.58,0.051364327745981306,0.01732251402125224,0.00199771372827521,1000.0,1.9982764309851846,0.000356737386859669,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.051364327745981306,0.021097917853806873,0.026987031267818307,0.03464502804250448,3.473321234420643e-05,3.595884710895378e-05,0.0007703575076490756,0.0008043901571154523,1.6111625644145755e-06,0.00017222479123217278,0.0008346504515820095
0.59,0.05142516105305198,0.017488347378263117,0.0019977022940791296,1000.0,1.998208598909136,0.0003633870232516653,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.05142516105305198,0.02114394729688289,0.027146825974503467,0.03497669475652623,3.489804916714722e-05,3.595864129342433e-05,0.0007703787064438636,0.0008061784149960533,1.6188084394379991e-06,0.00017532251880411162,0.0008395925559124783
0.6,0.0514871397218059,0.017651505002809688,0.0019976925286863847,1000.0,1.9981395851539765,0.0003700551316382379,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.0514871397218059,0.0211908815846068,0.02730645285638523,0.035303010005619376,3.5066592124122804e-05,3.5958465516354926e-05,0.0007704002811370578,0.0008080019785663439,1.6266262211172943e-06,0.0001784248622310735,0.0008445294697851101
0.61,0.05155025275556879,0.01781205116310705,0.0019976844688799726,1000.0,1.9980694004641473,0.00037674161611189847,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.05155025275556879,0.02123871446102014,0.027465912707088057,0.0356241023262141,3.52388463762146e-05,3.59583204398395e-05,0.0007704222287125799,0.0008098606136374477,1.6346161487074365e-06,0.00018153175151192655,0.0008494612177449916
0.62,0.051614489236637015,0.017970048746281032,0.0019976781514906474,1000.0,1.9979980555062522,0.0003834463819317843,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.051614489236637015,0.021287439735085813,0.027625207743161108,0.035940097492562065,3.541481764323832e-05,3.595820672683165e-05,0.0007704445461805095,0.0008117540886320261,1.642778487377441e-06,0.00018464311743306088,0.0008543878683451888
0.63,0.05167983833933948,0.018125559286563158,0.001997673613402628,1000.0,1.9979255608555497,0.00039016933594110046,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.05167983833933948,0.021337051289444308,0.027784341513813315,0.036251118573126316,3.55945122291991e-05,3.59581250412473e-05,0.0007704672305811816,0.0008136821749218892,1.651113529391075e-06,0.0001877588917590824,0.000859309531355051
0.64,0.051746289342137895,0.018278642993051823,0.0019976708915595493,1000.0,1.9978519269834336,0.0003969103869556437,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.051746289342137895,0.021387543088520655,0.027943318816155655,0.036557285986103645,3.577793704621443e-05,3.595807604807188e-05,0.0007704902789889886,0.0008156446471406414,1.6596215952165027e-06,0.0001908790074085963,0.0008642263551388347
0.65,0.051813831638825705,0.018429358777038992,0.001997670022970648,1000.0,1.997777164245839,0.0004036694461252252,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.051813831638825705,0.02143890918602597,0.028102145615642893,0.036858717554077984,3.596509963704884e-05,3.595806041347166e-05,0.0007705136885159,0.0008176412834730621,1.6683030345715187e-06,0.00019400339861603788,0.0008691385241951411
0.66,0.05188245474888317,0.018577764278902453,0.0019976710447171626,1000.0,1.9977012828725151,0.00041044642726972293,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.05188245474888317,0.021491143731895174,0.02826082897142446,0.03715552855780491,3.615600819639516e-05,3.5958078804908925e-05,0.0007705374563147266,0.0008196718659228323,1.6771582274106524e-06,0.00019713200108046084,0.0008740462568481792
0.67,0.05195214832704195,0.018723915894564142,0.00199767399395894,1000.0,1.9976242929571084,0.00041724124719136894,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.05195214832704195,0.021544240978699367,0.02841937696632884,0.037447831789128284,3.6350671591026934e-05,3.595813189126092e-05,0.0007705615795821376,0.0008217361805600937,1.686187584859892e-06,0.00020026475210212824,0.0008789498030823353
0.68,0.052022902172108955,0.018867868801515492,0.0019976789079412397,1000.0,1.9975462044480083,0.0004240538259647669,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.052022902172108955,0.021598195287568567,0.0285777986412212,0.037735737603030985,3.654909937893592e-05,3.5958220342942314e-05,0.0007705860555614519,0.0008238340177502259,1.6953915501043358e-06,0.0002034015907076918,0.0008838494425119958
0.6900000000000001,0.05209470623509648,0.019009676984411368,0.0019976858240017214,1000.0,1.9974670271399038,0.00043088408720605605,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.05209470623509648,0.02165300113365829,0.028736103933487574,0.038019353968822736,3.6751301827561724e-05,3.595834483203098e-05,0.0007706108815452162,0.0008259651723651371,1.7047705992337181e-06,0.00020654245776470403,0.0008887454824789972
0.7000000000000001,0.05216755062670328,0.019149393260234425,0.0019976947795776086,1000.0,1.9973867706660076,0.00043773195832256693,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.05216755062670328,0.021708653111191866,0.028894303619413173,0.03829878652046885,3.695728993121379e-05,3.595850603239695e-05,0.0007706360548775844,0.0008281294439782984,1.71432524205048e-06,0.00020968729608616724,0.0008936382562705105
0.71,0.05224142562418877,0.019287069303032176,0.001997705812213025,1000.0,1.9973054444909024,0.0004445973707442416,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.05224142562418877,0.021765145938108264,0.029052409260234613,0.03857413860606435,3.716707542778049e-05,3.595870461983445e-05,0.0007706615729565109,0.000830326637044678,1.7240560228447566e-06,0.0002128360505257855,0.000898528121450555
0.72,0.05231632167767992,0.01942275566822949,0.00199771895956649,1000.0,1.9972230579039714,0.0004514802601380123,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.05231632167767992,0.021822474460343397,0.029210433151658666,0.03884551133645898,3.738067081481245e-05,3.5958941272196814e-05,0.0007706874332357716,0.0008325565610666566,1.7339635211403347e-06,0.0002159886680645419,0.0009034154582987215
0.73,0.05239222941594794,0.019556501816519398,0.001997734259418572,1000.0,1.9971396200133715,0.0004583805666062595,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.05239222941594794,0.02188063365577095,0.02936838827665102,0.039113003633038795,3.759808936506155e-05,3.595921666953429e-05,0.000770713633226823,0.0008348190307469267,1.7440483524153638e-06,0.00021914509788918676,0.0009083006683500316
0.74,0.05246913965168994,0.019688356137335574,0.001997751749679694,1000.0,1.9970551397405172,0.00046529823487041023,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.05246913965168994,0.021939618637827316,0.029526288261310152,0.03937671227467115,3.781934514155193e-05,3.595953149423449e-05,0.0007707401705005109,0.00083711386612933,1.7543111688013458e-06,0.00022230529146318777,0.0009131841730302109
0.75,0.05254704338634852,0.019818365971909984,0.0019977714683980857,1000.0,1.9969696258150365,0.0004722332144406753,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.05254704338634852,0.021999424658843532,0.029684147333651382,0.03963673194381997,3.804445301225464e-05,3.595988643116554e-05,0.0007707670426886383,0.0008394408927285199,1.764752659763737e-06,0.00022546920259066124,0.0009180664123809706
0.76,0.05262593181450049,0.01994657763591952,0.0019977934537678795,1000.0,1.9968830867701712,0.0004791854597728691,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.05262593181450049,0.022060047113106017,0.029841980285136394,0.03989315527183904,3.8273428664432385e-05,3.596028216782183e-05,0.0007707942474854054,0.0008417999416492847,1.7753735527672466e-06,0.0002286367874737734,0.0009229478438701978
0.77,0.052705796327844126,0.020073036441725617,0.0019978177441373466,1000.0,1.9967955309385894,0.0004861549304131995,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.052705796327844126,0.022121481539666185,0.029999802434792652,0.040146072883451234,3.850628861871771e-05,3.596071939447224e-05,0.0007708217826487254,0.0008441908496963132,1.7861746139287584e-06,0.00023180800476406985,0.000927828941282247
0.78,0.052786628518812384,0.020197786720211133,0.0019978443780172732,1000.0,1.9967069664485813,0.0004931415911318636,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.052786628518812384,0.022183723624918,0.03015762959577614,0.040395573440422265,3.874305024298257e-05,3.5961198804310914e-05,0.0007708496460014294,0.0008466134594751379,1.7971566486605766e-06,0.0002349828156081662,0.0009327101936837981
0.79,0.052868420183838166,0.02032087184221881,0.0019978733940894684,1000.0,1.9966174012206128,0.0005001454120462384,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.052868420183838166,0.02224676920496121,0.030315478044239164,0.04064174368443762,3.898373176605499e-05,3.5961721093610425e-05,0.0007708778354323671,0.0008490676194849388,1.8083205023065683e-06,0.00023816118368820356,0.0009375921044610051
0.8,0.05295116332629613,0.020442334239595947,0.001997904831215414,1000.0,1.996526842964212,0.0005071663687344077,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.05295116332629613,0.022310614267767013,0.03047336449037292,0.040884668479191894,3.9228352291334266e-05,3.596228696187745e-05,0.0007709063488974097,0.0008515531842038592,1.8196670607735982e-06,0.00024134307525745216,0.0009424751904239047
0.81,0.053034850159144095,0.02056221542584998,0.0019979387284450438,1000.0,1.9964352991751637,0.0005142044423397279,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.053034850159144095,0.022375254955161804,0.030631306051502223,0.04112443085169996,3.947693181035396e-05,3.596289711201078e-05,0.0007709351844203645,0.0008540700141674334,1.831197251160534e-06,0.0002445284591714206,0.0009473599809742955
0.8200000000000001,0.05311947310728562,0.020680556016419792,0.001997975125025655,1000.0,1.9963427771329896,0.0005212596196670897,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.05311947310728562,0.022440687564643617,0.0307893202271164,0.041361112032839584,3.9729491216338146e-05,3.596355225046179e-05,0.0007709643400938054,0.0008566179760406943,1.8429120423869334e-06,0.000247717306914808,0.0009522470173334969
0.8300000000000001,0.05320502480967441,0.020797395748567732,0.001998014060410961,1000.0,1.996249283898695,0.000528331893271501,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.05320502480967441,0.022506908551045205,0.030947424875727846,0.041594791497135464,3.9986052317794926e-05,3.5964253087397295e-05,0.0007709938140798279,0.0008591969426844955,1.8548124458234538e-06,0.00025090959262461605,0.0009571368518266343
0.84,0.05329149812117961,0.02091277350089736,0.0019980555742702727,1000.0,1.9961548263127604,0.0005354212615395725,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.05329149812117961,0.022573914528056467,0.03110563819345532,0.04182554700179472,4.024663785218787e-05,3.596500033686491e-05,0.0007710236046107339,0.0008618067932165469,1.8668995159258715e-06,0.00025410529310971745,0.0009620300472202675
0.85,0.053378886114230174,0.021026727312502085,0.001998099706497817,1000.0,1.9960594109933598,0.0005425277287644637,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.053378886114230174,0.0226417022696185,0.03126397869423554,0.04205345462500417,4.051127149972468e-05,3.59657947169607e-05,0.0007710537099896502,0.0008644474130676261,1.87917435087453e-06,0.00025730438786716165,0.0009669271761103775
0.86,0.053467182080255395,0.021139294401749872,0.001998146497222192,1000.0,1.9959630443347887,0.000549651305214805,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.053467182080255395,0.02271026871120063,0.031422465191572206,0.042278588803499745,4.0779977897299965e-05,3.596663694999945e-05,0.0007710841285910897,0.0008671186940334151,1.8916380932209318e-06,0.0002605068590954786,0.0009718288203579031
0.87,0.05355637953093762,0.02125051118470932,0.001998195986815962,1000.0,1.9958657325060847,0.000556792007198091,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.05355637953093762,0.022779610950971047,0.03158111678173679,0.04250102236941864,4.1052782652627426e-05,3.5967527762687315e-05,0.0007711148588614563,0.0008698205343223678,1.9042919305431104e-06,0.00026371269170522894,0.0009767355705691792
0.88,0.05364647219929233,0.021360413293222417,0.001998248215905394,1000.0,1.9957674814498259,0.000563949857119005,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.05364647219929233,0.02284972625087109,0.03173995282834074,0.042720826586444834,4.132971235859512e-05,3.596846788629709e-05,0.0007711458993195011,0.0008725528385999962,1.9171370961113413e-06,0.0002669218733270309,0.0009816480256187859
0.89,0.053737454040589785,0.021469035592629297,0.0019983032253803328,1000.0,1.995668296881091,0.0005711248835331133,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.053737454040589785,0.022920612037602654,0.031898992948203274,0.042938071185258594,4.16107946078761e-05,3.596945805684599e-05,0.0007711772485567334,0.0008753155180299428,1.9301748695656905e-06,0.00027013439431728206,0.0009865667922124724
0.9,0.05382931923313176,0.02157641219915045,0.0019983610564042265,1000.0,1.995568184286569,0.0005783171211963394,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.05382931923313176,0.02299226590353749,0.03205825699844363,0.0431528243983009,4.189605800782534e-05,3.597049901527607e-05,0.0007712089052377899,0.0008781084903121797,1.9434065776068423e-06,0.00027335024776177985,0.0009914924844879472
0.91,0.053922062178895884,0.021682576496931734,0.001998421750424299,1000.0,1.9954671489238036,0.0005855266111106078,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.053922062178895884,0.023064685607556694,0.03221776506473082,0.04336515299386347,4.21855321956927e-05,3.597159150763738e-05,0.0007712408681007672,0.0008809316797186512,1.9568335947015675e-06,0.0002765694294774324,0.0009964257236514686
0.92,0.05401567750405967,0.021787561154757683,0.001998485349181873,1000.0,1.995365195820563,0.0005927534005660231,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.05401567750405967,0.023137869075828293,0.03237753745062799,0.043575122309515366,4.247924785418067e-05,3.597273628527371e-05,0.0007712731359575212,0.0008837850171266713,1.970457343804192e-06,0.0002797919380122402,0.0010013671376482886
0.93,0.05411016005941527,0.02189139814243846,0.0019985518947228526,1000.0,1.99526232977432,0.0005999975431799305,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.05411016005941527,0.02321181440253015,0.032537594667972285,0.04378279628487692,4.2777236727375e-05,3.597393410501134e-05,0.0007713057076939359,0.0008866684400503491,1.9842792970953352e-06,0.0002830177746437171,0.0010063173608651221
0.9400000000000001,0.05420550492068577,0.02199411874687597,0.00199862142940836,1000.0,1.9951585553518336,0.0006072590989331845,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.05420550492068577,0.023286519850525142,0.03269795742823464,0.04398823749375194,4.3079531637074945e-05,3.597518572935048e-05,0.0007713385822701659,0.0008895818926703204,1.9983009767391965e-06,0.000286246943375909,0.001011277033862927
