T_1_task1,_1_task1
100000.0,0.0
116736.36127654764,0.3
136307.0789005527,0.6
159197.12573292226,0.8999999999999999
185991.76066474515,1.2
217391.79407031473,1.5
254242.71664072777,1.7999999999999998
297574.6142385794,2.1
348652.8696019531,2.4
409050.38887727313,2.6999999999999997
480744.5101409086,3.0
566240.8832002576,3.3
668731.0024695547,3.5999999999999996
792281.2704073088,3.9
942043.0378270557,4.2
1124468.96367939,4.5
1347524.6873110458,4.8
1620905.3624780346,5.1
1956290.7963912513,5.3999999999999995
2367691.7934767376,5.7
2871930.266183748,6.0
3489269.7903221613,6.3
4244197.2131485175,6.6
5166362.471315101,6.8999999999999995
6291684.109416607,7.199999999999999
7663643.592593803,7.5
9334793.344598366,7.8
11368503.447031142,8.1
13840963.68451513,8.4
16843445.837260295,8.7
20484804.537720293,9.0
24894163.33896914,9.299999999999999
30223667.8952953,9.6
36651128.93169909,9.9
44382232.37149199,10.2
53651896.49270088,10.5
64724139.75677477,10.799999999999999
77889656.4598689,11.1
93460086.84318365,11.4
111757876.89376901,11.7
133100608.30431488,12.0
157779012.62382725,12.299999999999999
186028566.45146707,12.6
217995776.42141992,12.9
253701890.77479306,13.2
293008763.38578343,13.5
335593221.384064,13.799999999999999
380936971.52763414,14.1
428338174.4293999,14.399999999999999
476945270.1145056,14.7
525814701.1527516,15.0
573982708.9748108,15.299999999999999
620539712.3841089,15.6
664696523.8961713,15.899999999999999
705831418.2764858,16.2
743516410.5221305,16.5
777515584.9921534,16.8
807767750.2609129,17.099999999999998
834356108.0819911,17.4
857472264.243656,17.7
877380633.1743404,18.0
894388004.5818218,18.3
908816597.5372883,18.599999999999998
920985389.743622,18.9
931197381.8556987,19.2
939731500.8735371,19.5
946838543.2534832,19.8
952739932.1265215,20.099999999999998
957628344.2869395,20.4
961669560.6697892,20.7
965004878.4524139,21.0
967753839.3981926,21.3
970016976.7631736,21.599999999999998
971878420.3230572,21.9
973408302.3264285,22.2
974664890.8644619,22.5
975696475.4752057,22.8
976542987.6389604,23.099999999999998
977237388.1419443,23.4
977806849.0724822,23.7
978273740.3252537,24.0
978656463.6753573,24.3
978970151.5951977,24.599999999999998
979227220.8748121,24.9
979437856.6962482,25.2
979610449.5584486,25.5
979751865.6913886,25.8
979867715.6734293,26.099999999999998
979962647.5440234,26.4
980040441.6787082,26.7
980104297.1268973,27.0
980156558.4537811,27.3
980199367.3842044,27.599999999999998
980234402.6820179,27.9
980263032.3898773,28.2
980286468.0109583,28.5
980305639.2276542,28.799999999999997
980321336.7123382,29.099999999999998
980334273.4260608,29.4
980344854.4877664,29.7
980353595.117427,30.0
