AP1,ATR,Ca,Cb,Cd,Cdc20a,Cdc20i,Cdc45,Cdh1a,Cdh1i,Ce,Chk1,E2F,E2Fp,Ma,Mai,Map27,Mb,Mbi,Mbp27,Md,Mdi,Mdp27,Me,Mei,Mep27,Mw,Pa,Pai,Pb,Pbi,Pe,Pei,Pol,Primer,Skp2,Wee1,Wee1p,p27,p27p,pRB,pRBc1,pRBc2,pRBp,pRBpp,Time
0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.1,0.001,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.01,0.1,0.01,0.01,0.01,0.01,0.01,0.01,0.1,0.01,0.25,0.01,1.0,0.1,0.05,0.25,0.1,0.0
0.16233986641751008,0.009766381290169704,0.009647208023013634,0.016620242266102387,0.0011741249251399067,0.004069498335639186,0.032357864015968754,0.0051417199075970785,0.03785224750067974,0.00033128421798984297,0.009448847006129217,0.012939412742945118,0.13638434869431051,0.0008741855316779139,0.0020823390269645876,0.018478391480921053,0.009824970137953927,0.004011083554181671,0.016317551460731827,0.009701512633236861,0.015830417347717934,0.004122103494236187,0.010020041421931051,0.0031646734989820824,0.017345097501144206,0.009887541223383858,0.0,0.013412813013947932,0.023847403797783894,0.056002186758117294,0.0716053760260242,0.02102107303905731,0.020487097742065634,0.010149242630815031,0.010063661157795131,0.03492472539873644,0.07618184444789479,0.04158136932054877,0.34842161374903596,0.019139205888217964,1.3581342852320408,0.09300620296212574,0.046018766828116224,0.12774020107022618,0.008474077889551878,0.01
0.31084417741397047,0.009538761860708829,0.009397693211653636,0.022307516979881963,0.0023936603128435455,0.0020066911106623145,0.050406355117355944,0.0024289944111572977,0.05587761402748793,0.0002000578420272227,0.008590113375288831,0.015699674984129573,0.17122455610641643,0.0007297970074060588,0.0008957150106742359,0.02015429718916816,0.009631319058046577,0.0026828985441320124,0.01803998971837002,0.00940302603528264,0.016711446744615804,0.003174820726753707,0.01010464344539017,0.0017540777995840998,0.019173949758201855,0.009751142946889746,0.0,0.019683225730892057,0.03447128072263162,0.0437389128789918,0.10046969965225416,0.0336762455674812,0.028951662487286534,0.010046691570527531,0.010119880473529554,0.05868343616891477,0.073970622256397,0.05112736159622421,0.46445605536161816,0.007021625800125564,1.6170658202213999,0.08731913985957657,0.042307923742001007,0.021556712740909503,0.00033249984154548075,0.02
0.45560950314620774,0.009316975823996668,0.009188095896968994,0.027206726834410666,0.003615602571752467,0.0013505174065922413,0.06665345687847392,0.0012426622968876185,0.07348565104484711,0.0001855263615472411,0.007538911718715675,0.018290302829539223,0.20459737663103703,0.000609078133152501,0.0008753784834874891,0.020630904346414326,0.009440072481126762,0.0023679984737076665,0.018824756754829333,0.00911468563727784,0.016783188049077864,0.003044763723947688,0.010241873462766025,0.0017911935829013196,0.019473496915845438,0.009617104715426449,0.0,0.02597629163655501,0.0447268339855751,0.04169415611782678,0.11845736339284742,0.046577504842409176,0.036799518523906866,0.00982499078284445,0.010167488336630661,0.08091647237750729,0.0764315722723663,0.055767331364009534,0.5810258438594051,0.0044985283259992796,1.7778972600807041,0.08281867547246753,0.038867625213086746,0.004864816653663989,1.6229055817408187e-05,0.03
0.5967299823682577,0.009100860236668697,0.009004007961046764,0.031438186711262577,0.004835411660707231,0.001223093855989722,0.08199985215669961,0.0008070184653269864,0.0907687640756192,0.000199309887061856,0.006433077134739242,0.02072020479104686,0.23658593593838345,0.0005173408367617433,0.0010396702288219875,0.020895862225194427,0.009256957291513776,0.002371074303397319,0.019357733527000657,0.008840118426191552,0.016733779770416,0.003042714580371017,0.010426431106375674,0.0021814528804224016,0.019332866404071235,0.009497555477608622,0.0,0.03203595937776729,0.05487695173640002,0.04280271328916269,0.13275631374290378,0.059601197341792436,0.044165775370411636,0.00956111039279397,0.010206225100886148,0.10141014729180409,0.08001343979751387,0.05910173538769928,0.6924494691451821,0.005021996892427723,1.921378333775921,0.07940540306570991,0.0357041533487747,0.003922347251393805,4.395869216535192e-06,0.04
0.7342973836442829,0.008890256236736102,0.008840338552990505,0.035107711700230956,0.006052415559415775,0.0012965337553273778,0.09678728885385746,0.0006780419073929704,0.10775283506886742,0.00022026690054863636,0.0053870992688518065,0.022997733325962066,0.2672517443263679,0.0004518210565428125,0.0012262693934802186,0.02111311693002584,0.00908367831903949,0.0024775881305435475,0.019841763938472836,0.00858081820005555,0.016673409191230358,0.0030613681626570056,0.010654313340325423,0.002641783029180007,0.019034420374493412,0.009398186108112903,0.0,0.03783238137309008,0.06495681520526166,0.04479109799988083,0.14568795065112058,0.07270366172815754,0.05110437463004766,0.009289201847172949,0.010236282252830946,0.12006016652283323,0.08383780225074516,0.06202491256756794,0.7970060248426812,0.0060196330406440375,2.0626997303876458,0.07703466452663957,0.03279867608483251,0.003830864287612355,4.652091878719007e-06,0.05
0.8684011650243438,0.008685009480461105,0.008694151961822223,0.03830289655963004,0.007266187510257057,0.0014448846046690366,0.11115207399916022,0.0006635752908852289,0.12444831781085444,0.00024279969516812183,0.004473878148961096,0.025130730925304896,0.29665376180950115,0.0004086792319649615,0.001409218057351468,0.021309761894007923,0.008920885543464485,0.0026167739110530977,0.020336886277260605,0.008337229457817412,0.016621641727684808,0.003084493093569994,0.010921859566047654,0.003099819464703455,0.018656171487837672,0.009321866606516772,0.0,0.043369643150855876,0.07496743393984616,0.046946262454864024,0.1579892041513656,0.085858039735489,0.0576517700286281,0.009022349820941156,0.010258027616044593,0.13683934526711447,0.08767324129668105,0.06477561987086397,0.8943213559012231,0.007083673160645815,2.2027319511061902,0.0756680636847269,0.03013036536138927,0.0037874410418906415,5.418313978054318e-06,0.06
0.9991285322175272,0.008484970222683854,0.008563231614576013,0.04109489001680237,0.0084763428140574,0.0016195073018231087,0.12515173103042504,0.0006893310452850557,0.14086162142180778,0.0002653266063505104,0.003724417018028294,0.027126571347084228,0.32485043155965104,0.00038437586513026377,0.0015846227505418003,0.02149078403081336,0.008768881307556847,0.0027653444044626603,0.02085718599310619,0.008109302071107865,0.016583782117371788,0.0031099438396496996,0.011225681785304113,0.0035361927279120597,0.018227073446411952,0.009270092688394014,0.0,0.04865861389628286,0.08490301062755906,0.049046055353374175,0.169898286411826,0.09904449712645129,0.06383686161867799,0.00876505444949645,0.010271883219036087,0.15177362258907293,0.09145646005276187,0.067422092256953,0.9844872236144355,0.008134648917037066,2.3415693498693715,0.07526660211443717,0.027679889244808364,0.003756311144350095,6.173028600626329e-06,0.07
1.126564495300677,0.008289993251294578,0.008445739523784801,0.04354140592651232,0.009682507199710873,0.001801784603295094,0.1388130803342191,0.0007277422726032116,0.1569979735458494,0.00028738140303824256,0.003137904945002989,0.02899219656856017,0.35189930648124773,0.0003758562413917195,0.00175208780765611,0.021657670006977707,0.008627786522712356,0.0029154919777450933,0.021402698007163882,0.007896755073492901,0.016562665112907184,0.0031377191630438473,0.011562708363148882,0.003945135786559933,0.01776386495435428,0.009243520228057982,0.0,0.05371139634111512,0.09475653384099475,0.051025654965490025,0.18149339294016953,0.11224658008841332,0.06968471480243686,0.008518579395742536,0.010278277897885043,0.1649246318507272,0.09517008894058797,0.06998587958462404,1.0677785124074983,0.009150666163315412,2.4792710009884322,0.07579071412471423,0.025429485538025664,0.0037356269573741246,6.8864635007724375e-06,0.08
1.2507919239992087,0.008099937769138501,0.00834010198803146,0.04568956151465728,0.010884312240452748,0.001984685725519021,0.1521509831460351,0.0007686855418303233,0.1728621970617759,0.0003088268997543593,0.0026947405915122707,0.03073414998068666,0.37785673018583554,0.00038051605158941933,0.0019117692976756446,0.021811350339664963,0.008497590969593623,0.0030644783385316656,0.02196960080628701,0.0076991922574681055,0.016560461958483205,0.003168108320932219,0.011930215691524125,0.0043248266298458165,0.0172789601670978,0.009242191981996026,0.0,0.058539998480661326,0.10452111108705678,0.05287199782063374,0.1927999434064984,0.1254497365793854,0.07521808219252683,0.008283006771380906,0.010277630131153627,0.1763772201573262,0.0988098517443094,0.07247514026081513,1.1445554494438932,0.01012318223691318,2.615893257089238,0.07720065052942142,0.023362843232336214,0.003724974300327874,7.5589774427430665e-06,0.09
