N_1_task1,S_2_task1,T_3_task1,time_task1
0.2,0.1,0.1,0.0
0.19786100873283535,0.10688881106805229,0.10107762727845265,0.8
0.1959100153517885,0.1131811365866291,0.10238246009262637,1.6
0.19412751766927228,0.11891250325309019,0.10390374216952143,2.4000000000000004
0.19249582648002578,0.12411465506478302,0.1056321706754359,3.2
0.19099881903045576,0.128816228474821,0.10755957731921718,4.0
0.18962172821609274,0.13304333349881453,0.10967865243106825,4.800000000000001
0.18835097962311123,0.13682001020996315,0.11198272555752697,5.6000000000000005
0.18717403784247963,0.1401686629246862,0.11446555546916624,6.4
0.18607930656914826,0.14311034996215072,0.11712118710006082,7.2
0.1850560243265607,0.14566508688687574,0.11994380171826133,8.0
0.18409419106582448,0.14785206554237124,0.12292760647104214,8.8
0.18318450075814735,0.14968985496954518,0.12606673309641248,9.600000000000001
0.18231829105678923,0.15119655223329592,0.12935516125356128,10.4
0.18148750247020343,0.15238990216145146,0.13278665808912613,11.200000000000001
0.18068464231835824,0.1532873977790669,0.1363547288443538,12.0
0.17990276006643446,0.15390634088606528,0.14005258903490939,12.8
0.17913542329773705,0.15426389210729038,0.1438731443598232,13.600000000000001
0.17837670106199396,0.15437709117337334,0.1478089877666624,14.4
0.17762114883640426,0.15426286013672055,0.15185240829850272,15.200000000000001
0.1768637949657715,0.15393799260402713,0.15599541002857747,16.0
0.17610012964844954,0.15341912429290755,0.16022974324751443,16.8
0.17532609412181413,0.15272269545090703,0.16454694206664372,17.6
0.17453806880865072,0.15186489972307535,0.1689383734206229,18.400000000000002
0.1737328617679478,0.15086162521642169,0.17339529195923475,19.200000000000003
0.1729076970283839,0.14972839985189837,0.1779088919674531,20.0
0.17206019945923484,0.1484803176389187,0.18247037668439026,20.8
0.17118838110427162,0.14713198447690712,0.1870710116758981,21.6
0.17029062379599907,0.14569744972532098,0.19170219202445987,22.400000000000002
0.16936565925696556,0.1441901319448111,0.19635551593597902,23.200000000000003
0.16841255418014145,0.1426228031890172,0.20102280969329187,24.0
0.1674306834529663,0.14100751458607852,0.20569620666058874,24.8
0.16641971574147094,0.13935555668323268,0.21036818986253225,25.6
0.16537958407478615,0.13767744378372518,0.21503162789117405,26.400000000000002
0.164310467094749,0.13598288340440542,0.2196798135933843,27.200000000000003
0.16321276196723855,0.1342807732340555,0.22430648811840315,28.0
0.16208706530013273,0.13257919001413904,0.2289058645994544,28.8
0.1609341451316019,0.13088540677847588,0.23347263699876214,29.6
0.15975492190346388,0.1292058985149661,0.23800199058235735,30.400000000000002
0.15855044505413396,0.12754637673475572,0.2424895931986927,31.200000000000003
0.157321871416713,0.12591180181946315,0.2469316028204976,32.0
0.15607044566517692,0.12430643992407439,0.25132463807923316,32.800000000000004
0.15479748197917778,0.12273388684157446,0.2556657739833674,33.6
0.1535043466805176,0.12119711397783531,0.25995251928916446,34.4
0.15219244195037554,0.1196985191861794,0.26418278948726703,35.2
0.15086319200733533,0.1182399629526615,0.2683548888444468,36.0
0.14951802944265097,0.1168228299010601,0.2724674731215789,36.800000000000004
0.14815838429050882,0.11544806530810925,0.2765195290773193,37.6
0.1467856737628263,0.11411622831426607,0.2805103408381359,38.400000000000006
0.1454012935511389,0.11282753748973401,0.2844394608891033,39.2
0.14400661098250564,0.11158190360004394,0.28830668933299614,40.0
0.14260295807737214,0.11037898415407985,0.29211203681579556,40.800000000000004
0.1411916268225627,0.10921821526727758,0.2958557029723047,41.6
0.13977386635846517,0.10809883922419589,0.29953805710272974,42.400000000000006
0.13835087800789478,0.1070199507652332,0.30315960563244354,43.2
0.13692381374440526,0.10598052350747147,0.30672097269554066,44.0
0.1354937753518539,0.10497942624129981,0.31022288805733206,44.800000000000004
0.1340618129254947,0.10401545706646516,0.3136661616006745,45.6
0.13262892464259643,0.10308736306522791,0.31705166820703634,46.400000000000006
0.13119605720128782,0.1021938548827429,0.3203803361186137,47.2
0.12976410628582397,0.10133362342702038,0.32365313364182163,48.0
0.12833391745534486,0.10050535658027429,0.32687105557885776,48.800000000000004
0.12690628685997757,0.09970774646311048,0.3300351171103569,49.6
0.12548196381407645,0.09893950299323341,0.3331463415311508,50.400000000000006
0.12406165094356189,0.09819935862023556,0.3362057565307187,51.2
0.12264600707222499,0.09748607713787859,0.33921438543047955,52.0
0.12123564844551847,0.09679845767297253,0.34217324333317395,52.800000000000004
0.11983115031276824,0.09613533801288537,0.3450833335433866,53.6
0.11843304880412843,0.0954955976149429,0.34794564403615424,54.400000000000006
0.11704184305546804,0.09487816016953633,0.3507611441465113,55.2
0.11565799708442598,0.09428199483428976,0.3535307824587461,56.0
0.11428194149049542,0.09370611649581509,0.3562554855731091,56.800000000000004
0.1129140751478587,0.09314958559455536,0.3589361572270198,57.6
